,QUARTER,TIME_REMAINING,NEW YORK_ACTION,UTAH_ACTION,NEW YORK_SCORE,UTAH_SCORE
42,1,6:34.0,K. Knox misses free throw 1 of 2,,9,15
43,1,6:34.0,Offensive rebound by Team,,9,15
44,1,6:34.0,K. Knox makes free throw 2 of 2,,10,15
45,1,6:17.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by D. Exum),10,18
46,1,5:58.0,L. Thomas makes 2-pt jump shot from 9 ft,,12,18
47,1,5:43.0,,R. Gobert makes 2-pt dunk from 3 ft (assist by D. Exum),12,20
48,1,5:40.0,New York full timeout,,12,20
49,1,5:40.0,F. Ntilikina enters the game for T. Hardaway,,12,20
50,1,5:40.0,A. Trier enters the game for E. Mudiay,,12,20
51,1,5:40.0,,T. Sefolosha enters the game for D. Favors,12,20
52,1,5:33.0,K. Knox misses 2-pt jump shot from 11 ft,,12,20
53,1,5:31.0,,Defensive rebound by R. Gobert,12,20
54,1,5:20.0,,T. Sefolosha misses 3-pt jump shot from 23 ft,12,20
55,1,5:18.0,,Offensive rebound by R. Gobert,12,20
56,1,5:17.0,,R. Gobert makes 2-pt layup from 2 ft,12,22
57,1,5:07.0,L. Thomas misses 3-pt jump shot from 26 ft,,12,22
58,1,5:04.0,,Defensive rebound by R. Gobert,12,22
59,1,4:59.0,,Turnover by D. Mitchell (bad pass; steal by L. Thomas),12,22
60,1,4:56.0,Personal foul by D. Exum (drawn by L. Thomas),,12,22
61,1,4:41.0,F. Ntilikina misses 2-pt layup from 9 ft,,12,22
62,1,4:39.0,,Defensive rebound by R. Gobert,12,22
63,1,4:34.0,,R. Gobert makes 2-pt layup from 3 ft (assist by D. Exum),12,24
64,1,4:34.0,,Shooting foul by L. Thomas (drawn by R. Gobert),12,24
65,1,4:34.0,,R. Gobert makes free throw 1 of 1,12,25
66,1,4:23.0,F. Ntilikina makes 2-pt dunk from 2 ft,,14,25
67,1,4:01.0,,R. Gobert misses 2-pt layup from 3 ft,14,25
68,1,4:01.0,,Offensive rebound by Team,14,25
69,1,4:01.0,Loose ball foul by L. Thomas (drawn by R. Gobert),,14,25
70,1,4:01.0,,R. Gobert makes free throw 1 of 2,14,26
71,1,4:01.0,E. Freedom enters the game for L. Kornet,,14,26
72,1,4:01.0,,R. Gobert makes free throw 2 of 2,14,27
73,1,3:48.0,F. Ntilikina misses 2-pt jump shot from 14 ft,,14,27
74,1,3:46.0,,Defensive rebound by D. Mitchell,14,27
75,1,3:38.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by D. Mitchell),14,30
76,1,3:26.0,A. Trier misses 2-pt jump shot from 19 ft,,14,30
77,1,3:24.0,,Defensive rebound by T. Sefolosha,14,30
78,1,3:11.0,,D. Exum misses 2-pt layup from 5 ft,14,30
79,1,3:11.0,Defensive rebound by Team,,14,30
80,1,3:11.0,,R. Neto enters the game for D. Exum,14,30
81,1,2:58.0,K. Knox makes 3-pt jump shot from 25 ft (assist by E. Freedom),,17,30
82,1,2:37.0,,K. Korver misses 3-pt jump shot from 23 ft,17,30
83,1,2:35.0,,Offensive rebound by R. Gobert,17,30
84,1,2:34.0,,T. Sefolosha misses 3-pt jump shot from 23 ft,17,30
85,1,2:32.0,Defensive rebound by K. Knox,,17,30
86,1,2:22.0,E. Freedom misses 2-pt layup from 2 ft,,17,30
87,1,2:20.0,,Defensive rebound by T. Sefolosha,17,30
88,1,2:09.0,,D. Mitchell makes 2-pt layup from 4 ft,17,32
89,1,2:09.0,,Shooting foul by L. Thomas (drawn by D. Mitchell),17,32
90,1,2:09.0,D. Dotson enters the game for L. Thomas,,17,32
91,1,2:09.0,,D. Favors enters the game for R. Gobert,17,32
92,1,2:09.0,,D. Mitchell makes free throw 1 of 1,17,33
93,1,1:54.0,K. Knox misses 2-pt jump shot from 9 ft,,17,33
94,1,1:50.0,,Defensive rebound by D. Favors,17,33
95,1,1:37.0,,D. Mitchell misses 2-pt jump shot from 10 ft,17,33
96,1,1:34.0,,Offensive rebound by D. Favors,17,33
97,1,1:33.0,,D. Favors makes 2-pt dunk from 2 ft,17,35
98,1,1:20.0,Turnover by E. Freedom (traveling),,17,35
99,1,1:20.0,,J. Ingles enters the game for D. Mitchell,17,35
100,1,1:06.0,,K. Korver misses 3-pt jump shot from 27 ft,17,35
101,1,1:03.0,Defensive rebound by A. Trier,,17,35
102,1,0:53.0,Personal foul by K. Korver (drawn by A. Trier),,17,35
103,1,0:50.0,Offensive foul by F. Ntilikina (drawn by R. Neto),,17,35
104,1,0:50.0,Turnover by F. Ntilikina (offensive foul),,17,35
105,1,0:40.0,,Personal foul by A. Trier (drawn by J. Ingles),17,35
106,1,0:40.0,,J. Ingles makes free throw 1 of 2,17,36
107,1,0:40.0,,J. Ingles makes free throw 2 of 2,17,37
108,1,0:34.0,F. Ntilikina misses 2-pt jump shot from 12 ft,,17,37
109,1,0:30.0,,Defensive rebound by T. Sefolosha,17,37
110,1,0:21.0,,J. Ingles misses 2-pt layup from 5 ft,17,37
111,1,0:18.0,,Offensive rebound by D. Favors,17,37
112,1,0:18.0,,D. Favors misses 2-pt layup from 1 ft,17,37
113,1,0:18.0,Defensive rebound by F. Ntilikina,,17,37
114,1,0:04.0,Turnover by A. Trier (lost ball; steal by J. Ingles),,17,37
115,1,0:00.0,,T. Sefolosha makes 2-pt layup from 2 ft (assist by J. Ingles),17,39
116,1,0:00.0,Violation by Team (def goaltending),,17,39
117,2,11:34.0,F. Ntilikina misses 3-pt jump shot from 22 ft,,17,39
118,2,11:31.0,Offensive rebound by E. Freedom,,17,39
119,2,11:30.0,E. Freedom misses 2-pt layup from 3 ft,,17,39
120,2,11:27.0,,Defensive rebound by D. Favors,17,39
121,2,11:17.0,,J. Ingles makes 2-pt layup from 2 ft,17,41
122,2,11:16.0,,Technical foul by J. Ingles,17,41
123,2,11:16.0,D. Dotson makes technical free throw,,18,41
124,2,10:57.0,Turnover by M. Hezonja (bad pass; steal by T. Sefolosha),,18,41
125,2,10:46.0,,Shooting foul by F. Ntilikina (drawn by T. Sefolosha),18,41
126,2,10:46.0,,T. Sefolosha misses free throw 1 of 2,18,41
127,2,10:46.0,,Offensive rebound by Team,18,41
128,2,10:46.0,,T. Sefolosha misses free throw 2 of 2,18,41
129,2,10:44.0,Defensive rebound by M. Hezonja,,18,41
130,2,10:38.0,Turnover by M. Hezonja (out of bounds lost ball),,18,41
131,2,10:18.0,,R. Neto makes 2-pt layup from 2 ft (assist by K. Korver),18,43
132,2,10:04.0,Personal foul by D. Favors (drawn by E. Freedom),,18,43
133,2,9:54.0,A. Trier misses 3-pt jump shot from 24 ft,,18,43
134,2,9:52.0,,Defensive rebound by R. Neto,18,43
135,2,9:48.0,,Turnover by J. Ingles (bad pass; steal by E. Freedom),18,43
136,2,9:46.0,Personal foul by R. Neto (drawn by M. Hezonja),,18,43
137,2,9:46.0,,R. O'Neale enters the game for K. Korver,18,43
138,2,9:41.0,D. Dotson misses 3-pt jump shot from 25 ft,,18,43
139,2,9:37.0,,Defensive rebound by T. Sefolosha,18,43
140,2,9:29.0,,Turnover by T. Sefolosha (bad pass),18,43
141,2,9:17.0,Personal foul by T. Sefolosha (drawn by M. Hezonja),,18,43
142,2,9:17.0,E. Mudiay enters the game for F. Ntilikina,,18,43
143,2,9:10.0,A. Trier misses 2-pt jump shot from 19 ft,,18,43
144,2,9:05.0,Offensive rebound by D. Dotson,,18,43
145,2,8:54.0,E. Mudiay misses 2-pt jump shot from 9 ft,,18,43
146,2,8:51.0,,Defensive rebound by R. O'Neale,18,43
147,2,8:46.0,,Offensive foul by J. Ingles (drawn by D. Dotson),18,43
148,2,8:46.0,,Turnover by J. Ingles (offensive foul),18,43
149,2,8:28.0,D. Dotson misses 2-pt jump shot from 22 ft,,18,43
150,2,8:24.0,,Defensive rebound by D. Favors,18,43
151,2,8:13.0,,R. Neto misses 3-pt jump shot from 25 ft,18,43
152,2,8:10.0,Defensive rebound by E. Freedom,,18,43
153,2,7:56.0,Offensive foul by A. Trier (drawn by R. Neto),,18,43
154,2,7:56.0,Turnover by A. Trier (offensive foul),,18,43
155,2,7:56.0,T. Hardaway enters the game for E. Freedom,,18,43
156,2,7:56.0,N. Vonleh enters the game for A. Trier,,18,43
157,2,7:56.0,,D. Exum enters the game for D. Favors,18,43
158,2,7:56.0,,R. Gobert enters the game for R. Neto,18,43
159,2,7:39.0,,D. Exum misses 3-pt jump shot from 27 ft,18,43
160,2,7:37.0,Defensive rebound by D. Dotson,,18,43
161,2,7:32.0,D. Dotson makes 3-pt jump shot from 25 ft,,21,43
162,2,7:24.0,,Utah full timeout,21,43
163,2,7:24.0,K. Knox enters the game for M. Hezonja,,21,43
164,2,7:24.0,,K. Korver enters the game for J. Ingles,21,43
165,2,7:24.0,,D. Mitchell enters the game for T. Sefolosha,21,43
166,2,7:09.0,,K. Korver misses 2-pt jump shot from 11 ft,21,43
167,2,7:06.0,Defensive rebound by N. Vonleh,,21,43
168,2,6:55.0,K. Knox misses 2-pt jump shot from 16 ft,,21,43
169,2,6:51.0,,Defensive rebound by D. Mitchell,21,43
170,2,6:42.0,,Personal foul by D. Dotson (drawn by R. Gobert),21,43
171,2,6:36.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by D. Exum),21,46
172,2,6:18.0,D. Dotson makes 3-pt jump shot from 22 ft (assist by E. Mudiay),,24,46
173,2,6:03.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by D. Exum),24,48
174,2,5:46.0,Turnover by N. Vonleh (offensive foul),,24,48
175,2,5:46.0,Offensive foul by N. Vonleh (drawn by R. Gobert),,24,48
176,2,5:46.0,L. Kornet enters the game for N. Vonleh,,24,48
177,2,5:35.0,,D. Exum makes 2-pt layup from 3 ft,24,50
178,2,5:26.0,Turnover by T. Hardaway (out of bounds lost ball),,24,50
179,2,5:10.0,,Turnover by D. Exum (bad pass; steal by T. Hardaway),24,50
180,2,5:07.0,Turnover by T. Hardaway (bad pass; steal by D. Mitchell),,24,50
181,2,5:04.0,,R. O'Neale misses 3-pt jump shot from 24 ft,24,50
182,2,5:02.0,Defensive rebound by D. Dotson,,24,50
183,2,4:52.0,T. Hardaway misses 3-pt jump shot from 23 ft,,24,50
184,2,4:49.0,,Defensive rebound by R. Gobert,24,50
185,2,4:32.0,,D. Mitchell makes 3-pt jump shot from 26 ft,24,53
186,2,4:24.0,New York full timeout,,24,53
187,2,4:15.0,D. Dotson misses 3-pt jump shot from 25 ft,,24,53
188,2,4:12.0,,Defensive rebound by R. O'Neale,24,53
189,2,3:59.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by D. Exum),24,55
190,2,3:40.0,L. Kornet misses 2-pt jump shot from 13 ft,,24,55
191,2,3:37.0,,Defensive rebound by R. O'Neale,24,55
192,2,3:31.0,,Turnover by R. O'Neale (traveling),24,55
193,2,3:20.0,Personal foul by D. Exum (drawn by E. Mudiay),,24,55
194,2,3:15.0,T. Hardaway misses 3-pt jump shot from 25 ft,,24,55
195,2,3:12.0,,Defensive rebound by R. Gobert,24,55
196,2,3:05.0,,Personal foul by T. Hardaway (drawn by D. Exum),24,55
197,2,2:58.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by D. Exum),24,57
198,2,2:39.0,T. Hardaway misses 2-pt layup from 8 ft (block by R. O'Neale),,24,57
199,2,2:36.0,Offensive rebound by T. Hardaway,,24,57
200,2,2:35.0,T. Hardaway makes 2-pt layup from 2 ft,,26,57
201,2,2:26.0,,D. Mitchell makes 3-pt jump shot from 26 ft (assist by D. Exum),26,60
202,2,2:16.0,Personal foul by R. O'Neale (drawn by T. Hardaway),,26,60
203,2,2:16.0,T. Hardaway makes free throw 1 of 2,,27,60
204,2,2:16.0,T. Hardaway makes free throw 2 of 2,,28,60
205,2,2:08.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by D. Exum),28,63
206,2,1:57.0,L. Kornet misses 2-pt layup from 2 ft,,28,63
207,2,1:56.0,,Defensive rebound by R. Gobert,28,63
208,2,1:50.0,,D. Exum misses 3-pt jump shot from 25 ft,28,63
209,2,1:47.0,Defensive rebound by K. Knox,,28,63
210,2,1:40.0,K. Knox misses 3-pt jump shot from 25 ft,,28,63
211,2,1:37.0,,Defensive rebound by R. Gobert,28,63
212,2,1:28.0,,D. Mitchell makes 2-pt jump shot from 11 ft (assist by D. Exum),28,65
213,2,1:16.0,T. Hardaway misses 2-pt jump shot from 18 ft,,28,65
214,2,1:14.0,,Defensive rebound by R. O'Neale,28,65
215,2,1:04.0,,D. Exum makes 2-pt layup from 2 ft,28,67
216,2,0:45.0,Shooting foul by R. Gobert (drawn by D. Dotson),,28,67
217,2,0:45.0,D. Dotson makes free throw 1 of 2,,29,67
218,2,0:45.0,,J. Ingles enters the game for K. Korver,29,67
219,2,0:45.0,D. Dotson makes free throw 2 of 2,,30,67
220,2,0:45.0,,Loose ball foul by R. O'Neale (drawn by T. Hardaway),30,67
221,2,0:45.0,T. Hardaway makes free throw 1 of 1,,31,67
222,2,0:36.0,,D. Exum misses 2-pt layup from 5 ft,31,67
223,2,0:34.0,,Offensive rebound by R. Gobert,31,67
224,2,0:34.0,,R. Gobert makes 2-pt dunk from 1 ft,31,69
225,2,0:25.0,E. Mudiay misses 2-pt jump shot from 20 ft,,31,69
226,2,0:23.0,,Defensive rebound by R. Gobert,31,69
227,2,0:04.0,,D. Mitchell makes 2-pt layup from 2 ft,31,71
228,2,0:01.0,T. Hardaway makes 3-pt jump shot from 37 ft,,34,71
229,3,11:40.0,N. Vonleh makes 3-pt jump shot from 26 ft (assist by E. Mudiay),,37,71
230,3,11:14.0,,D. Exum misses 2-pt jump shot from 7 ft,37,71
231,3,11:12.0,Defensive rebound by N. Vonleh,,37,71
232,3,11:06.0,T. Hardaway makes 2-pt jump shot from 18 ft,,39,71
233,3,11:05.0,Away from play foul by D. Mitchell (drawn by N. Vonleh),,39,71
234,3,11:05.0,N. Vonleh misses free throw 1 of 1,,39,71
235,3,11:05.0,,Defensive rebound by R. Gobert,39,71
236,3,10:50.0,,Shooting foul by K. Knox (drawn by R. Gobert),39,71
237,3,10:50.0,,R. Gobert makes free throw 1 of 2,39,72
238,3,10:50.0,,R. Gobert misses free throw 2 of 2,39,72
239,3,10:48.0,Defensive rebound by L. Kornet,,39,72
240,3,10:44.0,Turnover by L. Kornet (bad pass),,39,72
241,3,10:26.0,,D. Mitchell misses 3-pt jump shot from 25 ft,39,72
242,3,10:23.0,Defensive rebound by N. Vonleh,,39,72
243,3,10:11.0,E. Mudiay makes 2-pt jump shot from 10 ft,,41,72
244,3,9:54.0,,D. Mitchell misses 2-pt jump shot from 19 ft,41,72
245,3,9:51.0,Defensive rebound by N. Vonleh,,41,72
246,3,9:44.0,T. Hardaway misses 3-pt jump shot from 26 ft,,41,72
247,3,9:40.0,,Defensive rebound by D. Favors,41,72
248,3,9:27.0,,J. Ingles misses 3-pt jump shot from 23 ft,41,72
249,3,9:23.0,,Offensive rebound by D. Favors,41,72
250,3,9:12.0,,D. Mitchell misses 3-pt jump shot from 26 ft,41,72
251,3,9:09.0,,Offensive rebound by R. Gobert,41,72
252,3,9:02.0,,D. Exum makes 2-pt layup from 3 ft,41,74
253,3,9:02.0,,Shooting foul by E. Mudiay (drawn by D. Exum),41,74
254,3,9:02.0,,D. Exum makes free throw 1 of 1,41,75
255,3,8:45.0,N. Vonleh makes 2-pt layup from 2 ft (assist by E. Mudiay),,43,75
256,3,8:45.0,Shooting foul by R. Gobert (drawn by N. Vonleh),,43,75
257,3,8:45.0,N. Vonleh makes free throw 1 of 1,,44,75
258,3,8:32.0,,Turnover by R. Gobert (lost ball; steal by N. Vonleh),44,75
259,3,8:30.0,Personal foul by J. Ingles (drawn by K. Knox),,44,75
260,3,8:24.0,E. Mudiay makes 2-pt layup from 3 ft,,46,75
261,3,8:23.0,,Utah full timeout,46,75
262,3,8:07.0,,Turnover by J. Ingles (bad pass; steal by L. Kornet),46,75
263,3,8:03.0,E. Mudiay makes 2-pt layup from 2 ft,,48,75
264,3,7:46.0,,Personal foul by T. Hardaway (drawn by D. Mitchell),48,75
265,3,7:46.0,,K. Korver enters the game for D. Favors,48,75
266,3,7:46.0,,T. Sefolosha enters the game for J. Ingles,48,75
267,3,7:41.0,,K. Korver misses 3-pt jump shot from 25 ft,48,75
268,3,7:38.0,Defensive rebound by N. Vonleh,,48,75
269,3,7:26.0,N. Vonleh makes 3-pt jump shot from 25 ft (assist by E. Mudiay),,51,75
270,3,7:07.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by D. Exum),51,78
271,3,6:43.0,Turnover by K. Knox (lost ball; steal by K. Korver),,51,78
272,3,6:37.0,,Turnover by D. Mitchell (bad pass; steal by N. Vonleh),51,78
273,3,6:28.0,K. Knox makes 3-pt jump shot from 25 ft (assist by L. Kornet),,54,78
274,3,6:12.0,,D. Exum makes 2-pt jump shot from 11 ft,54,80
275,3,5:57.0,N. Vonleh misses 2-pt layup from 4 ft (block by R. Gobert),,54,80
276,3,5:55.0,,Defensive rebound by T. Sefolosha,54,80
277,3,5:46.0,,K. Korver misses 2-pt jump shot from 16 ft,54,80
278,3,5:43.0,Defensive rebound by L. Kornet,,54,80
279,3,5:24.0,E. Mudiay makes 3-pt jump shot from 29 ft (assist by L. Kornet),,57,80
280,3,5:02.0,,D. Mitchell misses 2-pt jump shot from 11 ft,57,80
281,3,4:59.0,,Offensive rebound by R. Gobert,57,80
282,3,4:56.0,,R. Gobert misses 2-pt layup from 5 ft,57,80
283,3,4:54.0,Defensive rebound by N. Vonleh,,57,80
284,3,4:54.0,D. Dotson enters the game for K. Knox,,57,80
285,3,4:54.0,,D. Favors enters the game for R. Gobert,57,80
286,3,4:47.0,Turnover by T. Hardaway (bad pass; steal by T. Sefolosha),,57,80
287,3,4:44.0,,T. Sefolosha makes 2-pt dunk from 1 ft,57,82
288,3,4:43.0,New York full timeout,,57,82
289,3,4:43.0,E. Freedom enters the game for L. Kornet,,57,82
290,3,4:30.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by E. Freedom),,60,82
291,3,4:14.0,,D. Mitchell misses 2-pt layup from 3 ft,60,82
292,3,4:13.0,,Offensive rebound by D. Mitchell,60,82
293,3,4:12.0,,D. Mitchell makes 2-pt layup from 2 ft,60,84
294,3,3:53.0,Turnover by T. Hardaway (lost ball; steal by T. Sefolosha),,60,84
295,3,3:48.0,,Turnover by K. Korver (bad pass; steal by N. Vonleh),60,84
296,3,3:43.0,E. Mudiay misses 3-pt jump shot from 25 ft,,60,84
297,3,3:42.0,,Defensive rebound by D. Mitchell,60,84
298,3,3:42.0,,Personal foul by E. Mudiay (drawn by D. Mitchell),60,84
299,3,3:42.0,F. Ntilikina enters the game for E. Mudiay,,60,84
300,3,3:42.0,,R. Neto enters the game for D. Exum,60,84
301,3,3:28.0,,T. Sefolosha makes 3-pt jump shot from 25 ft (assist by D. Mitchell),60,87
302,3,3:07.0,N. Vonleh misses 2-pt hook shot from 5 ft,,60,87
303,3,3:04.0,Offensive rebound by E. Freedom,,60,87
304,3,3:04.0,E. Freedom misses 2-pt layup from 1 ft,,60,87
305,3,3:03.0,Offensive rebound by E. Freedom,,60,87
306,3,3:03.0,E. Freedom misses 2-pt layup from 1 ft,,60,87
307,3,3:02.0,,Defensive rebound by T. Sefolosha,60,87
308,3,2:46.0,,D. Favors misses 2-pt layup from 2 ft,60,87
309,3,2:43.0,Defensive rebound by T. Hardaway,,60,87
310,3,2:41.0,Shooting foul by K. Korver (drawn by T. Hardaway),,60,87
311,3,2:41.0,T. Hardaway makes free throw 1 of 2,,61,87
312,3,2:41.0,K. Knox enters the game for N. Vonleh,,61,87
313,3,2:41.0,,J. Ingles enters the game for D. Mitchell,61,87
314,3,2:41.0,T. Hardaway misses free throw 2 of 2,,61,87
315,3,2:39.0,,Defensive rebound by T. Sefolosha,61,87
316,3,2:17.0,,R. Neto makes 2-pt layup from 2 ft,61,89
317,3,2:11.0,Personal foul by K. Korver (drawn by T. Hardaway),,61,89
318,3,2:11.0,T. Hardaway makes free throw 1 of 2,,62,89
319,3,2:11.0,,R. O'Neale enters the game for K. Korver,62,89
320,3,2:11.0,T. Hardaway makes free throw 2 of 2,,63,89
321,3,1:59.0,,R. O'Neale makes 3-pt jump shot from 25 ft (assist by J. Ingles),63,92
322,3,1:32.0,E. Freedom misses 2-pt layup from 2 ft,,63,92
323,3,1:31.0,,Defensive rebound by D. Favors,63,92
324,3,1:24.0,,Turnover by R. Neto (bad pass; steal by D. Dotson),63,92
325,3,1:18.0,F. Ntilikina misses 3-pt jump shot from 25 ft,,63,92
326,3,1:14.0,,Defensive rebound by R. Neto,63,92
327,3,0:54.0,,R. Neto makes 3-pt jump shot from 24 ft (assist by R. O'Neale),63,95
328,3,0:36.0,T. Hardaway misses 3-pt jump shot from 25 ft (block by R. O'Neale),,63,95
329,3,0:33.0,,Defensive rebound by R. Neto,63,95
330,3,0:33.0,,R. O'Neale makes 2-pt layup from 1 ft (assist by R. Neto),63,97
331,3,0:15.0,K. Knox makes 3-pt jump shot from 25 ft (assist by E. Freedom),,66,97
332,4,11:43.0,,D. Favors makes 3-pt jump shot from 24 ft (assist by R. Neto),66,100
333,4,11:24.0,A. Trier misses 2-pt jump shot from 10 ft,,66,100
334,4,11:20.0,,Defensive rebound by T. Sefolosha,66,100
335,4,11:16.0,,Turnover by T. Sefolosha (bad pass; steal by D. Dotson),66,100
336,4,11:13.0,D. Dotson misses 2-pt dunk from 1 ft,,66,100
337,4,11:12.0,Offensive rebound by K. Knox,,66,100
338,4,11:11.0,A. Trier makes 2-pt layup from 2 ft (assist by K. Knox),,68,100
339,4,11:11.0,Shooting foul by T. Sefolosha (drawn by A. Trier),,68,100
340,4,11:11.0,A. Trier misses free throw 1 of 1,,68,100
341,4,11:06.0,Offensive rebound by F. Ntilikina,,68,100
342,4,10:59.0,F. Ntilikina misses 2-pt jump shot from 11 ft,,68,100
343,4,10:53.0,,Defensive rebound by T. Sefolosha,68,100
344,4,10:50.0,,J. Ingles misses 3-pt jump shot from 24 ft,68,100
345,4,10:46.0,Defensive rebound by D. Dotson,,68,100
346,4,10:42.0,E. Freedom misses 3-pt jump shot from 25 ft,,68,100
347,4,10:35.0,,Defensive rebound by T. Sefolosha,68,100
348,4,10:27.0,,D. Favors makes 3-pt jump shot from 25 ft (assist by R. Neto),68,103
349,4,10:06.0,K. Knox misses 2-pt layup from 5 ft (block by D. Favors),,68,103
350,4,10:02.0,,Defensive rebound by D. Favors,68,103
351,4,9:42.0,,T. Sefolosha makes 3-pt jump shot from 23 ft (assist by D. Favors),68,106
352,4,9:40.0,New York full timeout,,68,106
353,4,9:40.0,N. Vonleh enters the game for D. Dotson,,68,106
354,4,9:40.0,,D. Exum enters the game for J. Ingles,68,106
355,4,9:40.0,,G. Niang enters the game for T. Sefolosha,68,106
356,4,9:28.0,K. Knox misses 2-pt jump shot from 11 ft,,68,106
357,4,9:23.0,,Defensive rebound by R. O'Neale,68,106
358,4,9:18.0,,R. Neto makes 2-pt layup from 2 ft,68,108
359,4,9:18.0,Violation by Team (def goaltending),,68,108
360,4,9:01.0,Personal foul by D. Favors (drawn by E. Freedom),,68,108
361,4,9:01.0,,E. Udoh enters the game for D. Favors,68,108
362,4,8:53.0,A. Trier misses 2-pt layup from 3 ft,,68,108
363,4,8:51.0,,Defensive rebound by G. Niang,68,108
364,4,8:41.0,,D. Exum makes 2-pt layup from 3 ft,68,110
365,4,8:41.0,Violation by Team (def goaltending),,68,110
366,4,8:36.0,Personal foul by G. Niang (drawn by N. Vonleh),,68,110
367,4,8:36.0,,T. Bradley enters the game for D. Exum,68,110
368,4,8:36.0,,N. Mitrou-Long enters the game for R. O'Neale,68,110
369,4,8:22.0,Personal foul by G. Niang (drawn by K. Knox),,68,110
370,4,8:15.0,A. Trier misses 2-pt jump shot from 15 ft,,68,110
371,4,8:12.0,,Defensive rebound by R. Neto,68,110
372,4,8:00.0,,G. Niang makes 3-pt jump shot from 24 ft (assist by E. Udoh),68,113
373,4,7:36.0,Personal foul by N. Mitrou-Long (drawn by N. Vonleh),,68,113
374,4,7:36.0,N. Vonleh makes free throw 1 of 2,,69,113
375,4,7:36.0,T. Burke enters the game for E. Freedom,,69,113
376,4,7:36.0,L. Kornet enters the game for F. Ntilikina,,69,113
377,4,7:36.0,,R. O'Neale enters the game for R. Neto,69,113
378,4,7:36.0,N. Vonleh makes free throw 2 of 2,,70,113
