,QUARTER,TIME_REMAINING,PHOENIX_ACTION,BROOKLYN_ACTION,PHOENIX_SCORE,BROOKLYN_SCORE
33,1,8:02.0,,J. Harris makes 3-pt jump shot from 26 ft (assist by D. Russell),8,12
34,1,7:46.0,D. Booker makes 2-pt jump shot from 20 ft (assist by D. Ayton),,10,12
35,1,7:34.0,,R. Kurucs misses 2-pt layup from 2 ft,10,12
36,1,7:32.0,,Offensive rebound by R. Kurucs,10,12
37,1,7:31.0,,R. Kurucs makes 2-pt hook shot from 2 ft,10,14
38,1,7:12.0,D. Booker misses 2-pt jump shot from 5 ft,,10,14
39,1,7:05.0,Offensive rebound by D. Ayton,,10,14
40,1,7:05.0,D. Ayton makes 2-pt dunk at rim,,12,14
41,1,7:01.0,,Personal foul by D. Melton (drawn by R. Hollis-Jefferson),12,14
42,1,6:55.0,,J. Allen makes 2-pt dunk from 1 ft (assist by D. Russell),12,16
43,1,6:46.0,D. Melton misses 3-pt jump shot from 26 ft,,12,16
44,1,6:44.0,,Defensive rebound by J. Allen,12,16
45,1,6:36.0,,Turnover by D. Russell (lost ball; steal by T. Warren),12,16
46,1,6:32.0,D. Booker makes 3-pt jump shot from 26 ft (assist by T. Warren),,15,16
47,1,6:31.0,,Brooklyn full timeout,15,16
48,1,6:31.0,J. Jackson enters the game for M. Bridges,,15,16
49,1,6:15.0,,D. Russell misses 3-pt jump shot from 26 ft,15,16
50,1,6:11.0,,Offensive rebound by J. Allen,15,16
51,1,5:58.0,,D. Russell misses 3-pt jump shot from 23 ft,15,16
52,1,5:55.0,Defensive rebound by D. Ayton,,15,16
53,1,5:52.0,D. Booker misses 2-pt layup from 2 ft,,15,16
54,1,5:51.0,,Defensive rebound by J. Allen,15,16
55,1,5:46.0,,Shooting foul by D. Ayton (drawn by R. Hollis-Jefferson),15,16
56,1,5:46.0,,R. Hollis-Jefferson makes free throw 1 of 2,15,17
57,1,5:46.0,,S. Dinwiddie enters the game for D. Russell,15,17
58,1,5:46.0,,R. Hollis-Jefferson misses free throw 2 of 2,15,17
59,1,5:43.0,Defensive rebound by J. Jackson,,15,17
60,1,5:33.0,D. Booker makes 2-pt layup from 3 ft (assist by J. Jackson),,17,17
61,1,5:14.0,,R. Kurucs makes 2-pt dunk from 2 ft (assist by S. Dinwiddie),17,19
62,1,4:54.0,T. Warren misses 2-pt layup from 2 ft,,17,19
63,1,4:51.0,,Defensive rebound by S. Dinwiddie,17,19
64,1,4:46.0,,J. Harris misses 3-pt jump shot from 26 ft,17,19
65,1,4:43.0,,Offensive rebound by R. Hollis-Jefferson,17,19
66,1,4:32.0,,R. Hollis-Jefferson misses 3-pt jump shot from 26 ft,17,19
67,1,4:30.0,Defensive rebound by D. Melton,,17,19
68,1,4:24.0,D. Ayton makes 2-pt dunk from 1 ft (assist by D. Booker),,19,19
69,1,4:07.0,,R. Kurucs makes 2-pt layup from 2 ft,19,21
70,1,4:01.0,Phoenix full timeout,,19,21
71,1,4:01.0,R. Holmes enters the game for D. Ayton,,19,21
72,1,4:01.0,K. Oubre enters the game for D. Melton,,19,21
73,1,4:01.0,,D. Carroll enters the game for J. Allen,19,21
74,1,4:01.0,,E. Davis enters the game for R. Hollis-Jefferson,19,21
75,1,4:01.0,,J. Dudley enters the game for R. Kurucs,19,21
76,1,3:54.0,R. Holmes makes 2-pt jump shot from 10 ft (assist by K. Oubre),,21,21
77,1,3:42.0,,E. Davis makes 2-pt dunk from 2 ft (assist by J. Harris),21,23
78,1,3:26.0,J. Jackson misses 2-pt jump shot from 12 ft,,21,23
79,1,3:23.0,,Defensive rebound by E. Davis,21,23
80,1,3:10.0,,S. Dinwiddie makes 2-pt layup from 3 ft,21,25
81,1,2:55.0,R. Holmes makes 2-pt hook shot from 7 ft,,23,25
82,1,2:39.0,,Personal foul by J. Jackson (drawn by J. Harris),23,25
83,1,2:39.0,,J. Harris makes free throw 1 of 2,23,26
84,1,2:39.0,M. Bridges enters the game for D. Booker,,23,26
85,1,2:39.0,J. Crawford enters the game for T. Warren,,23,26
86,1,2:39.0,,J. Harris makes free throw 2 of 2,23,27
87,1,2:23.0,J. Jackson misses 3-pt jump shot from 23 ft,,23,27
88,1,2:20.0,,Defensive rebound by D. Carroll,23,27
89,1,2:11.0,,J. Dudley makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),23,30
90,1,1:55.0,Shooting foul by J. Dudley (drawn by K. Oubre),,23,30
91,1,1:55.0,K. Oubre makes free throw 1 of 2,,24,30
92,1,1:55.0,,D. Russell enters the game for J. Harris,24,30
93,1,1:55.0,K. Oubre makes free throw 2 of 2,,25,30
94,1,1:45.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft (assist by D. Russell),25,33
95,1,1:23.0,K. Oubre makes 2-pt jump shot from 23 ft,,27,33
96,1,1:14.0,,Shooting foul by J. Jackson (drawn by S. Dinwiddie),27,33
97,1,1:14.0,,S. Dinwiddie makes free throw 1 of 2,27,34
98,1,1:14.0,,S. Dinwiddie makes free throw 2 of 2,27,35
99,1,0:58.0,J. Jackson makes 2-pt jump shot from 2 ft (assist by R. Holmes),,29,35
100,1,0:50.0,,D. Russell makes 2-pt jump shot from 15 ft,29,37
101,1,0:50.0,,Shooting foul by R. Holmes (drawn by D. Russell),29,37
102,1,0:50.0,,D. Russell makes free throw 1 of 1,29,38
103,1,0:40.0,Personal foul by S. Dinwiddie (drawn by J. Crawford),,29,38
104,1,0:40.0,J. Crawford makes free throw 1 of 2,,30,38
105,1,0:40.0,J. Crawford makes free throw 2 of 2,,31,38
106,1,0:34.0,,D. Russell misses 2-pt jump shot from 20 ft,31,38
107,1,0:31.0,,Offensive rebound by D. Carroll,31,38
108,1,0:30.0,,D. Carroll misses 2-pt layup from 3 ft,31,38
109,1,0:27.0,Defensive rebound by R. Holmes,,31,38
110,1,0:08.0,J. Crawford misses 2-pt jump shot from 16 ft,,31,38
111,1,0:04.0,,Defensive rebound by S. Dinwiddie,31,38
112,1,0:02.0,,D. Carroll misses 2-pt layup from 2 ft (block by M. Bridges),31,38
113,1,0:01.0,,Offensive rebound by Team,31,38
114,2,11:46.0,K. Oubre misses 2-pt jump shot from 17 ft,,31,38
115,2,11:42.0,,Defensive rebound by E. Davis,31,38
116,2,11:32.0,,E. Davis makes 2-pt dunk from 1 ft (assist by J. Dudley),31,40
117,2,11:17.0,J. Jackson makes 2-pt jump shot from 12 ft,,33,40
118,2,11:08.0,,E. Davis makes 2-pt layup from 2 ft (assist by D. Russell),33,42
119,2,11:08.0,,Shooting foul by M. Bridges (drawn by E. Davis),33,42
120,2,11:08.0,,E. Davis misses free throw 1 of 1,33,42
121,2,11:06.0,Defensive rebound by D. Ayton,,33,42
122,2,10:46.0,J. Jackson makes 2-pt jump shot from 9 ft (assist by M. Bridges),,35,42
123,2,10:30.0,,Turnover by D. Russell (discontinued dribble),35,42
124,2,10:30.0,,R. Kurucs enters the game for S. Dinwiddie,35,42
125,2,10:16.0,J. Jackson misses 2-pt jump shot from 12 ft,,35,42
126,2,10:13.0,,Defensive rebound by R. Kurucs,35,42
127,2,10:04.0,,E. Davis makes 2-pt layup from 2 ft (assist by J. Dudley),35,44
128,2,9:45.0,J. Crawford misses 2-pt jump shot from 8 ft,,35,44
129,2,9:43.0,,Defensive rebound by R. Kurucs,35,44
130,2,9:22.0,,D. Russell misses 2-pt jump shot from 16 ft (block by D. Ayton),35,44
131,2,9:19.0,,Offensive rebound by R. Kurucs,35,44
132,2,9:18.0,,R. Kurucs misses 2-pt jump shot from 15 ft,35,44
133,2,9:16.0,Defensive rebound by K. Oubre,,35,44
134,2,9:10.0,Personal foul by D. Russell (drawn by D. Ayton),,35,44
135,2,9:10.0,T. Daniels enters the game for J. Jackson,,35,44
136,2,9:10.0,,S. Dinwiddie enters the game for D. Russell,35,44
137,2,8:59.0,D. Ayton misses 2-pt layup from 3 ft,,35,44
138,2,8:51.0,Offensive rebound by D. Ayton,,35,44
139,2,8:51.0,D. Ayton makes 2-pt layup at rim,,37,44
140,2,8:38.0,,R. Kurucs misses 2-pt layup from 5 ft (block by K. Oubre),37,44
141,2,8:38.0,,Offensive rebound by Team,37,44
142,2,8:38.0,D. Booker enters the game for M. Bridges,,37,44
143,2,8:38.0,D. Melton enters the game for J. Crawford,,37,44
144,2,8:34.0,,R. Kurucs misses 2-pt layup from 4 ft (block by D. Ayton),37,44
145,2,8:32.0,Defensive rebound by D. Ayton,,37,44
146,2,8:26.0,D. Ayton makes 2-pt jump shot from 13 ft (assist by D. Booker),,39,44
147,2,8:07.0,,Turnover by R. Kurucs (bad pass; steal by D. Ayton),39,44
148,2,8:05.0,Turnover by D. Ayton (bad pass),,39,44
149,2,8:05.0,M. Bridges enters the game for K. Oubre,,39,44
150,2,7:49.0,,Def 3 sec tech foul by Team,39,44
151,2,7:49.0,,S. Dinwiddie makes technical free throw,39,45
152,2,7:44.0,,S. Dinwiddie misses 2-pt jump shot from 5 ft,39,45
153,2,7:39.0,,Offensive rebound by E. Davis,39,45
154,2,7:39.0,,E. Davis makes 2-pt layup from 1 ft,39,47
155,2,7:29.0,D. Booker makes 2-pt jump shot from 13 ft,,41,47
156,2,7:17.0,,D. Carroll misses 3-pt jump shot from 25 ft,41,47
157,2,7:14.0,Defensive rebound by M. Bridges,,41,47
158,2,7:01.0,M. Bridges makes 2-pt layup from 1 ft (assist by D. Booker),,43,47
159,2,7:01.0,Shooting foul by J. Dudley (drawn by M. Bridges),,43,47
160,2,7:01.0,,Brooklyn full timeout,43,47
161,2,7:01.0,,J. Allen enters the game for D. Carroll,43,47
162,2,7:01.0,,J. Harris enters the game for E. Davis,43,47
163,2,7:01.0,M. Bridges makes free throw 1 of 1,,44,47
164,2,6:43.0,,R. Kurucs misses 3-pt jump shot from 24 ft,44,47
165,2,6:42.0,Defensive rebound by D. Ayton,,44,47
166,2,6:19.0,D. Melton misses 3-pt jump shot from 27 ft,,44,47
167,2,6:15.0,,Defensive rebound by J. Allen,44,47
168,2,5:58.0,,J. Allen makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),44,50
169,2,5:39.0,D. Booker makes 2-pt dunk from 1 ft (assist by M. Bridges),,46,50
170,2,5:32.0,,R. Kurucs makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),46,52
171,2,5:08.0,D. Ayton makes 2-pt hook shot from 4 ft (assist by D. Booker),,48,52
172,2,4:53.0,,S. Dinwiddie misses 2-pt jump shot from 5 ft,48,52
173,2,4:47.0,,Offensive rebound by R. Kurucs,48,52
174,2,4:47.0,,R. Kurucs misses 2-pt layup from 1 ft,48,52
175,2,4:47.0,,Offensive rebound by J. Allen,48,52
176,2,4:47.0,,J. Allen makes 2-pt dunk from 1 ft (assist by J. Dudley),48,54
177,2,4:21.0,Turnover by D. Booker (bad pass; steal by J. Allen),,48,54
178,2,4:15.0,,Personal foul by T. Daniels (drawn by S. Dinwiddie),48,54
179,2,4:15.0,R. Holmes enters the game for D. Ayton,,48,54
180,2,4:15.0,T. Warren enters the game for M. Bridges,,48,54
181,2,4:15.0,,R. Hollis-Jefferson enters the game for J. Dudley,48,54
182,2,4:10.0,,R. Kurucs makes 2-pt dunk from 1 ft (assist by J. Allen),48,56
183,2,4:07.0,Phoenix full timeout,,48,56
184,2,3:57.0,T. Warren misses 2-pt layup from 9 ft (block by R. Hollis-Jefferson),,48,56
185,2,3:54.0,,Defensive rebound by J. Harris,48,56
186,2,3:54.0,,Turnover by R. Hollis-Jefferson (offensive foul),48,56
187,2,3:54.0,,Offensive foul by R. Hollis-Jefferson (drawn by T. Daniels),48,56
188,2,3:36.0,D. Melton misses 2-pt jump shot from 16 ft,,48,56
189,2,3:34.0,Offensive rebound by R. Holmes,,48,56
190,2,3:33.0,R. Holmes makes 2-pt jump shot from 7 ft,,50,56
191,2,3:06.0,,Turnover by S. Dinwiddie (traveling),50,56
192,2,3:06.0,J. Crawford enters the game for D. Booker,,50,56
193,2,3:06.0,,D. Carroll enters the game for R. Kurucs,50,56
194,2,2:58.0,T. Daniels misses 2-pt jump shot from 21 ft,,50,56
195,2,2:55.0,,Defensive rebound by D. Carroll,50,56
196,2,2:48.0,,J. Harris misses 3-pt jump shot from 23 ft,50,56
197,2,2:47.0,,Offensive rebound by Team,50,56
198,2,2:47.0,Loose ball foul by R. Holmes (drawn by J. Allen),,50,56
199,2,2:47.0,,D. Russell enters the game for S. Dinwiddie,50,56
200,2,2:40.0,,D. Carroll misses 3-pt jump shot from 25 ft,50,56
201,2,2:37.0,Defensive rebound by T. Warren,,50,56
202,2,2:29.0,J. Crawford misses 2-pt jump shot from 12 ft,,50,56
203,2,2:27.0,Offensive rebound by R. Holmes,,50,56
204,2,2:27.0,R. Holmes misses 2-pt layup from 2 ft,,50,56
205,2,2:25.0,,Defensive rebound by R. Hollis-Jefferson,50,56
206,2,2:15.0,,Turnover by R. Hollis-Jefferson (lost ball; steal by T. Daniels),50,56
207,2,2:04.0,T. Warren misses 3-pt jump shot from 23 ft,,50,56
208,2,2:02.0,,Defensive rebound by J. Allen,50,56
209,2,1:59.0,,Shooting foul by J. Crawford (drawn by R. Hollis-Jefferson),50,56
210,2,1:59.0,Technical foul by T. Warren,,50,56
211,2,1:59.0,,D. Russell makes technical free throw,50,57
212,2,1:59.0,J. Jackson enters the game for D. Melton,,50,57
213,2,1:59.0,,R. Hollis-Jefferson makes free throw 1 of 2,50,58
214,2,1:59.0,,R. Hollis-Jefferson misses free throw 2 of 2,50,58
215,2,1:57.0,,Offensive rebound by R. Hollis-Jefferson,50,58
216,2,1:57.0,,R. Hollis-Jefferson misses 2-pt layup from 3 ft,50,58
217,2,1:56.0,Defensive rebound by Team,,50,58
218,2,1:42.0,T. Daniels makes 2-pt jump shot from 22 ft,,52,58
219,2,1:19.0,,D. Russell makes 2-pt hook shot from 7 ft,52,60
220,2,1:08.0,T. Daniels makes 2-pt jump shot from 11 ft (assist by J. Crawford),,54,60
221,2,0:52.0,,D. Russell misses 2-pt jump shot from 13 ft,54,60
222,2,0:50.0,Defensive rebound by T. Daniels,,54,60
223,2,0:46.0,T. Warren makes 2-pt jump shot from 7 ft,,56,60
224,2,0:37.0,,Shooting foul by T. Warren (drawn by R. Hollis-Jefferson),56,60
225,2,0:37.0,,R. Hollis-Jefferson misses free throw 1 of 2,56,60
226,2,0:37.0,,Offensive rebound by Team,56,60
227,2,0:37.0,,R. Hollis-Jefferson makes free throw 2 of 2,56,61
228,2,0:32.0,J. Crawford misses 3-pt jump shot from 25 ft,,56,61
229,2,0:29.0,,Defensive rebound by J. Harris,56,61
230,2,0:12.0,,J. Harris misses 3-pt jump shot from 25 ft,56,61
231,2,0:09.0,,Offensive rebound by J. Allen,56,61
232,2,0:08.0,,J. Allen misses 2-pt jump shot from 13 ft,56,61
233,2,0:06.0,,Offensive rebound by R. Hollis-Jefferson,56,61
234,2,0:06.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft,56,63
235,2,0:01.0,J. Jackson misses 3-pt jump shot from 24 ft,,56,63
236,2,0:01.0,Offensive rebound by Team,,56,63
237,3,11:42.0,D. Ayton makes 2-pt jump shot from 20 ft (assist by D. Booker),,58,63
238,3,11:14.0,,J. Allen misses 2-pt dunk from 3 ft,58,63
239,3,11:13.0,,Offensive rebound by Team,58,63
240,3,11:11.0,,R. Kurucs misses 2-pt layup from 3 ft,58,63
241,3,11:09.0,Defensive rebound by D. Ayton,,58,63
242,3,10:59.0,D. Booker misses 2-pt jump shot from 15 ft,,58,63
243,3,10:56.0,,Defensive rebound by J. Harris,58,63
244,3,10:44.0,,D. Russell misses 2-pt layup from 2 ft,58,63
245,3,10:43.0,Defensive rebound by D. Ayton,,58,63
246,3,10:40.0,D. Booker misses 2-pt layup from 3 ft (block by R. Hollis-Jefferson),,58,63
247,3,10:40.0,,Defensive rebound by Team,58,63
248,3,10:25.0,,J. Allen misses 2-pt layup from 3 ft,58,63
249,3,10:22.0,Defensive rebound by D. Ayton,,58,63
250,3,10:16.0,D. Booker misses 2-pt jump shot from 19 ft,,58,63
251,3,10:13.0,Offensive rebound by D. Ayton,,58,63
252,3,10:13.0,D. Ayton makes 2-pt layup from 1 ft,,60,63
253,3,10:04.0,,D. Russell misses 2-pt jump shot from 5 ft,60,63
254,3,10:00.0,Defensive rebound by D. Melton,,60,63
255,3,9:55.0,T. Warren misses 3-pt jump shot from 25 ft,,60,63
256,3,9:52.0,,Defensive rebound by R. Kurucs,60,63
257,3,9:37.0,,Shooting foul by M. Bridges (drawn by R. Hollis-Jefferson),60,63
258,3,9:37.0,,R. Hollis-Jefferson misses free throw 1 of 2,60,63
259,3,9:37.0,,Offensive rebound by Team,60,63
260,3,9:37.0,,R. Hollis-Jefferson makes free throw 2 of 2,60,64
261,3,9:27.0,D. Booker makes 2-pt jump shot from 16 ft (assist by T. Warren),,62,64
262,3,9:08.0,,J. Harris misses 3-pt jump shot from 26 ft,62,64
263,3,9:07.0,Defensive rebound by D. Ayton,,62,64
264,3,9:02.0,D. Booker misses 3-pt jump shot from 27 ft,,62,64
265,3,8:57.0,,Defensive rebound by D. Russell,62,64
266,3,8:51.0,,D. Russell makes 2-pt layup from 3 ft,62,66
267,3,8:26.0,D. Ayton makes 2-pt jump shot from 8 ft (assist by D. Booker),,64,66
268,3,8:15.0,,Turnover by D. Russell (bad pass; steal by D. Melton),64,66
269,3,8:09.0,T. Warren misses 3-pt jump shot from 23 ft,,64,66
270,3,8:07.0,,Defensive rebound by D. Russell,64,66
271,3,8:02.0,,J. Harris makes 3-pt jump shot from 24 ft (assist by D. Russell),64,69
272,3,7:43.0,D. Ayton misses 2-pt jump shot from 15 ft,,64,69
273,3,7:40.0,,Defensive rebound by R. Kurucs,64,69
274,3,7:29.0,,D. Russell makes 3-pt jump shot from 27 ft,64,72
275,3,7:28.0,Phoenix full timeout,,64,72
276,3,7:28.0,R. Holmes enters the game for D. Ayton,,64,72
277,3,7:28.0,,J. Dudley enters the game for R. Hollis-Jefferson,64,72
278,3,7:12.0,D. Booker misses 2-pt jump shot from 18 ft,,64,72
279,3,7:08.0,,Defensive rebound by D. Russell,64,72
280,3,7:02.0,,D. Russell misses 2-pt layup from 2 ft,64,72
281,3,7:00.0,Defensive rebound by R. Holmes,,64,72
282,3,6:55.0,M. Bridges misses 3-pt jump shot from 25 ft,,64,72
283,3,6:51.0,Offensive rebound by R. Holmes,,64,72
284,3,6:48.0,D. Booker misses 2-pt jump shot from 12 ft,,64,72
285,3,6:42.0,,Defensive rebound by D. Russell,64,72
286,3,6:19.0,,R. Kurucs makes 2-pt jump shot from 20 ft (assist by J. Dudley),64,74
287,3,6:01.0,D. Booker misses 2-pt jump shot from 14 ft (block by R. Kurucs),,64,74
288,3,5:59.0,Offensive rebound by D. Booker,,64,74
289,3,5:51.0,D. Melton misses 2-pt jump shot from 18 ft,,64,74
290,3,5:47.0,,Defensive rebound by J. Allen,64,74
291,3,5:39.0,,R. Kurucs makes 2-pt dunk from 2 ft (assist by D. Russell),64,76
292,3,5:21.0,T. Warren misses 2-pt jump shot from 13 ft,,64,76
293,3,5:19.0,,Defensive rebound by D. Russell,64,76
294,3,5:14.0,,J. Dudley misses 3-pt jump shot from 26 ft,64,76
295,3,5:10.0,Defensive rebound by M. Bridges,,64,76
296,3,5:06.0,T. Warren misses 3-pt jump shot from 23 ft,,64,76
297,3,5:03.0,Offensive rebound by D. Booker,,64,76
298,3,5:02.0,Offensive foul by T. Warren (drawn by J. Dudley),,64,76
299,3,5:02.0,Turnover by T. Warren (offensive foul),,64,76
300,3,5:02.0,,Brooklyn full timeout,64,76
301,3,5:02.0,J. Crawford enters the game for D. Booker,,64,76
302,3,5:02.0,J. Jackson enters the game for M. Bridges,,64,76
303,3,5:02.0,K. Oubre enters the game for D. Melton,,64,76
304,3,5:02.0,,S. Dinwiddie enters the game for D. Russell,64,76
305,3,4:50.0,,J. Dudley makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),64,79
306,3,4:30.0,J. Jackson misses 2-pt jump shot from 10 ft,,64,79
307,3,4:28.0,,Defensive rebound by J. Dudley,64,79
308,3,4:24.0,,Turnover by R. Kurucs (bad pass),64,79
309,3,4:24.0,,D. Carroll enters the game for R. Kurucs,64,79
310,3,4:13.0,K. Oubre misses 2-pt layup from 4 ft,,64,79
311,3,4:11.0,,Defensive rebound by J. Allen,64,79
312,3,4:06.0,,J. Dudley misses 3-pt jump shot from 27 ft,64,79
313,3,4:00.0,Defensive rebound by T. Warren,,64,79
314,3,3:55.0,J. Crawford makes 2-pt jump shot from 14 ft,,66,79
315,3,3:44.0,,J. Allen makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),66,81
316,3,3:26.0,R. Holmes makes 2-pt dunk from 1 ft (assist by T. Warren),,68,81
317,3,3:14.0,,Turnover by J. Harris (traveling),68,81
318,3,3:14.0,,E. Davis enters the game for J. Allen,68,81
319,3,3:14.0,,D. Russell enters the game for J. Harris,68,81
320,3,3:06.0,Personal foul by J. Dudley (drawn by T. Warren),,68,81
321,3,3:03.0,J. Crawford makes 2-pt jump shot from 13 ft (assist by K. Oubre),,70,81
322,3,2:43.0,,S. Dinwiddie makes 3-pt jump shot from 27 ft (assist by D. Russell),70,84
323,3,2:25.0,Offensive foul by R. Holmes (drawn by S. Dinwiddie),,70,84
324,3,2:25.0,Turnover by R. Holmes (offensive foul),,70,84
325,3,2:18.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,70,84
326,3,2:15.0,Defensive rebound by R. Holmes,,70,84
327,3,2:12.0,T. Warren misses 2-pt jump shot from 14 ft,,70,84
328,3,2:08.0,,Defensive rebound by E. Davis,70,84
329,3,1:53.0,,J. Dudley makes 2-pt layup from 2 ft (assist by S. Dinwiddie),70,86
330,3,1:41.0,J. Jackson makes 2-pt layup from 3 ft (assist by K. Oubre),,72,86
331,3,1:41.0,Shooting foul by D. Russell (drawn by J. Jackson),,72,86
332,3,1:41.0,M. Bridges enters the game for T. Warren,,72,86
333,3,1:41.0,J. Jackson misses free throw 1 of 1,,72,86
334,3,1:39.0,,Defensive rebound by E. Davis,72,86
335,3,1:19.0,,Shooting foul by J. Crawford (drawn by S. Dinwiddie),72,86
336,3,1:19.0,,S. Dinwiddie makes free throw 1 of 2,72,87
337,3,1:19.0,,S. Dinwiddie makes free throw 2 of 2,72,88
338,3,1:04.0,Turnover by K. Oubre (lost ball; steal by E. Davis),,72,88
339,3,0:42.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,72,88
340,3,0:39.0,Defensive rebound by J. Jackson,,72,88
341,3,0:37.0,Personal foul by J. Dudley (drawn by J. Jackson),,72,88
342,3,0:37.0,J. Jackson makes free throw 1 of 2,,73,88
343,3,0:37.0,J. Jackson makes free throw 2 of 2,,74,88
344,3,0:29.0,,D. Russell makes 3-pt jump shot from 26 ft,74,91
345,3,0:05.0,J. Crawford misses 2-pt hook shot from 8 ft (block by E. Davis),,74,91
346,3,0:04.0,Offensive rebound by J. Jackson,,74,91
347,3,0:04.0,Turnover by Team (shot clock),,74,91
348,3,0:01.0,,S. Dinwiddie misses 3-pt jump shot from 47 ft,74,91
349,3,0:00.0,,Offensive rebound by Team,74,91
350,4,11:35.0,,D. Russell misses 2-pt jump shot from 9 ft,74,91
351,4,11:32.0,Defensive rebound by M. Bridges,,74,91
352,4,11:13.0,D. Melton misses 2-pt jump shot from 12 ft,,74,91
353,4,11:10.0,,Defensive rebound by D. Carroll,74,91
354,4,11:00.0,,S. Dinwiddie makes 2-pt layup from 2 ft,74,93
355,4,10:33.0,Shooting foul by S. Dinwiddie (drawn by J. Jackson),,74,93
356,4,10:33.0,J. Jackson misses free throw 1 of 2,,74,93
357,4,10:33.0,Offensive rebound by Team,,74,93
358,4,10:33.0,J. Jackson makes free throw 2 of 2,,75,93
359,4,10:13.0,,S. Dinwiddie misses 2-pt layup from 2 ft,75,93
360,4,10:11.0,,Offensive rebound by E. Davis,75,93
361,4,10:00.0,,Shooting foul by D. Melton (drawn by S. Dinwiddie),75,93
362,4,10:00.0,,S. Dinwiddie makes free throw 1 of 2,75,94
363,4,10:00.0,,R. Kurucs enters the game for J. Dudley,75,94
364,4,10:00.0,,S. Dinwiddie misses free throw 2 of 2,75,94
365,4,9:57.0,Defensive rebound by D. Ayton,,75,94
366,4,9:37.0,D. Ayton makes 2-pt dunk from 1 ft (assist by D. Melton),,77,94
367,4,9:10.0,,D. Russell misses 3-pt jump shot from 29 ft,77,94
368,4,9:07.0,Defensive rebound by K. Oubre,,77,94
369,4,9:03.0,D. Melton misses 3-pt jump shot from 26 ft,,77,94
370,4,9:00.0,,Defensive rebound by R. Kurucs,77,94
371,4,8:59.0,,Personal take foul by M. Bridges (drawn by R. Kurucs),77,94
372,4,8:59.0,,J. Harris enters the game for S. Dinwiddie,77,94
373,4,8:47.0,,Turnover by D. Russell (lost ball; steal by M. Bridges),77,94
374,4,8:45.0,M. Bridges makes 2-pt layup from 4 ft,,79,94
375,4,8:33.0,,Offensive foul by E. Davis (drawn by J. Jackson),79,94
376,4,8:33.0,,Turnover by E. Davis (offensive foul),79,94
