,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,TORONTO_ACTION,PHILADELPHIA_SCORE,TORONTO_SCORE
0,1,11:33.0,,M. Gasol misses 2-pt jump shot from 11 ft,0,0
1,1,11:30.0,Defensive rebound by T. Harris,,0,0
2,1,11:12.0,T. Harris misses 3-pt jump shot from 24 ft,,0,0
3,1,11:10.0,,Defensive rebound by K. Lowry,0,0
4,1,11:05.0,,K. Lowry makes 2-pt jump shot from 5 ft,0,2
5,1,10:38.0,Turnover by J. Embiid (step out of bounds),,0,2
6,1,10:26.0,,P. Siakam misses 2-pt jump shot from 14 ft,0,2
7,1,10:24.0,Defensive rebound by T. Harris,,0,2
8,1,10:18.0,Turnover by B. Simmons (bad pass; steal by K. Leonard),,0,2
9,1,10:01.0,,P. Siakam makes 2-pt hook shot from 3 ft,0,4
10,1,9:39.0,J. Butler misses 2-pt jump shot from 15 ft,,0,4
11,1,9:37.0,,Defensive rebound by D. Green,0,4
12,1,9:32.0,,K. Lowry misses 2-pt layup from 1 ft (block by J. Butler),0,4
13,1,9:32.0,,Offensive rebound by Team,0,4
14,1,9:21.0,,M. Gasol misses 2-pt jump shot from 5 ft,0,4
15,1,9:17.0,Defensive rebound by B. Simmons,,0,4
16,1,9:12.0,B. Simmons makes 2-pt layup from 1 ft,,2,4
17,1,8:58.0,,Turnover by D. Green (traveling),2,4
18,1,8:47.0,J. Redick misses 3-pt jump shot from 26 ft,,2,4
19,1,8:45.0,,Defensive rebound by M. Gasol,2,4
20,1,8:32.0,,M. Gasol misses 3-pt jump shot from 25 ft,2,4
21,1,8:28.0,Defensive rebound by J. Butler,,2,4
22,1,8:21.0,B. Simmons misses 2-pt layup from 2 ft (block by M. Gasol),,2,4
23,1,8:21.0,,Defensive rebound by Team,2,4
24,1,8:15.0,,P. Siakam misses 3-pt jump shot from 24 ft,2,4
25,1,8:12.0,Defensive rebound by B. Simmons,,2,4
26,1,8:02.0,J. Butler makes 3-pt jump shot from 24 ft (assist by J. Embiid),,5,4
27,1,7:38.0,,K. Lowry makes 2-pt jump shot from 8 ft (assist by M. Gasol),5,6
28,1,7:38.0,,Shooting foul by T. Harris (drawn by K. Lowry),5,6
29,1,7:38.0,,K. Lowry makes free throw 1 of 1,5,7
30,1,7:29.0,J. Butler makes 3-pt jump shot from 23 ft (assist by B. Simmons),,8,7
31,1,7:19.0,,K. Lowry misses 3-pt jump shot from 23 ft,8,7
32,1,7:17.0,Defensive rebound by J. Embiid,,8,7
33,1,7:11.0,J. Butler misses 3-pt jump shot from 24 ft,,8,7
34,1,7:08.0,,Defensive rebound by K. Leonard,8,7
35,1,6:53.0,,K. Leonard makes 2-pt jump shot from 10 ft,8,9
36,1,6:41.0,Personal foul by D. Green (drawn by J. Embiid),,8,9
37,1,6:41.0,,Toronto full timeout,8,9
38,1,6:41.0,G. Monroe enters the game for J. Embiid,,8,9
39,1,6:27.0,T. Harris makes 3-pt jump shot from 26 ft (assist by J. Butler),,11,9
40,1,6:00.0,,Turnover by Team (shot clock),11,9
41,1,6:00.0,J. Ennis enters the game for J. Redick,,11,9
42,1,5:48.0,T. Harris misses 2-pt jump shot from 12 ft,,11,9
43,1,5:46.0,,Defensive rebound by M. Gasol,11,9
44,1,5:33.0,,D. Green misses 3-pt jump shot from 24 ft (block by B. Simmons),11,9
45,1,5:30.0,Defensive rebound by G. Monroe,,11,9
46,1,5:24.0,J. Ennis misses 3-pt jump shot from 23 ft,,11,9
47,1,5:20.0,,Defensive rebound by M. Gasol,11,9
48,1,5:04.0,,D. Green misses 2-pt hook shot from 3 ft,11,9
49,1,5:01.0,Defensive rebound by J. Ennis,,11,9
50,1,4:54.0,T. Harris makes 2-pt layup from 1 ft (assist by B. Simmons),,13,9
51,1,4:45.0,,P. Siakam misses 2-pt jump shot from 4 ft,13,9
52,1,4:43.0,,Offensive rebound by K. Leonard,13,9
53,1,4:38.0,,K. Leonard misses 2-pt jump shot from 17 ft,13,9
54,1,4:35.0,Defensive rebound by G. Monroe,,13,9
55,1,4:21.0,G. Monroe makes 2-pt layup from 1 ft (assist by T. Harris),,15,9
56,1,4:01.0,,P. Siakam makes 2-pt layup from 3 ft (assist by M. Gasol),15,11
57,1,4:01.0,Philadelphia full timeout,,15,11
58,1,3:49.0,J. Butler misses 2-pt jump shot from 21 ft,,15,11
59,1,3:46.0,Offensive rebound by G. Monroe,,15,11
60,1,3:44.0,G. Monroe misses 2-pt layup from 2 ft (block by D. Green),,15,11
61,1,3:38.0,Offensive rebound by G. Monroe,,15,11
62,1,3:38.0,G. Monroe misses 2-pt layup from 1 ft,,15,11
63,1,3:36.0,Offensive rebound by J. Butler,,15,11
64,1,3:35.0,J. Butler misses 2-pt layup from 1 ft,,15,11
65,1,3:35.0,,Defensive rebound by K. Lowry,15,11
66,1,3:34.0,,D. Green misses 3-pt jump shot from 22 ft,15,11
67,1,3:34.0,Defensive rebound by J. Ennis,,15,11
68,1,3:18.0,J. Butler misses 2-pt layup from 2 ft,,15,11
69,1,3:14.0,Offensive rebound by G. Monroe,,15,11
70,1,3:14.0,G. Monroe makes 2-pt layup from 1 ft,,17,11
71,1,2:58.0,,P. Siakam misses 2-pt hook shot from 2 ft,17,11
72,1,2:56.0,Defensive rebound by J. Butler,,17,11
73,1,2:49.0,J. Ennis makes 2-pt layup from 1 ft (assist by T. Harris),,19,11
74,1,2:49.0,,Toronto full timeout,19,11
75,1,2:49.0,J. Embiid enters the game for J. Butler,,19,11
76,1,2:49.0,J. Redick enters the game for G. Monroe,,19,11
77,1,2:49.0,,S. Ibaka enters the game for M. Gasol,19,11
78,1,2:49.0,,N. Powell enters the game for D. Green,19,11
79,1,2:49.0,,F. VanVleet enters the game for K. Lowry,19,11
80,1,2:35.0,,Shooting foul by T. Harris (drawn by P. Siakam),19,11
81,1,2:35.0,,P. Siakam misses free throw 1 of 2,19,11
82,1,2:35.0,,Offensive rebound by Team,19,11
83,1,2:35.0,J. Bolden enters the game for T. Harris,,19,11
84,1,2:35.0,,P. Siakam makes free throw 2 of 2,19,12
85,1,2:26.0,Turnover by B. Simmons (traveling),,19,12
86,1,2:08.0,,K. Leonard makes 2-pt layup from 2 ft,19,14
87,1,1:49.0,Personal foul by F. VanVleet (drawn by J. Embiid),,19,14
88,1,1:41.0,Personal foul by K. Leonard (drawn by J. Embiid),,19,14
89,1,1:41.0,J. Embiid makes free throw 1 of 2,,20,14
90,1,1:41.0,J. Embiid makes free throw 2 of 2,,21,14
91,1,1:21.0,,N. Powell misses 2-pt jump shot from 19 ft,21,14
92,1,1:18.0,Defensive rebound by B. Simmons,,21,14
93,1,1:05.0,J. Ennis misses 2-pt jump shot from 19 ft,,21,14
94,1,1:04.0,,Defensive rebound by N. Powell,21,14
95,1,0:59.0,,N. Powell misses 2-pt hook shot from 5 ft (block by J. Embiid),21,14
96,1,0:59.0,,Offensive rebound by Team,21,14
97,1,0:59.0,,D. Green enters the game for K. Leonard,21,14
98,1,0:55.0,,S. Ibaka misses 3-pt jump shot from 25 ft,21,14
99,1,0:52.0,Defensive rebound by B. Simmons,,21,14
100,1,0:42.0,Personal foul by S. Ibaka (drawn by J. Embiid),,21,14
101,1,0:42.0,J. Embiid makes free throw 1 of 2,,22,14
102,1,0:42.0,J. Embiid makes free throw 2 of 2,,23,14
103,1,0:28.0,,N. Powell makes 3-pt jump shot from 26 ft (assist by P. Siakam),23,17
104,1,0:06.0,J. Ennis makes 3-pt jump shot from 24 ft (assist by B. Simmons),,26,17
105,1,0:00.0,,F. VanVleet misses 3-pt jump shot from 27 ft (block by J. Ennis),26,17
106,1,0:00.0,Defensive rebound by B. Simmons,,26,17
107,2,11:42.0,Turnover by J. Redick (lost ball; steal by F. VanVleet),,26,17
108,2,11:39.0,,Turnover by S. Ibaka (step out of bounds),26,17
109,2,11:17.0,J. Butler makes 2-pt hook shot from 4 ft (assist by B. Simmons),,28,17
110,2,10:58.0,,P. Siakam misses 3-pt jump shot from 25 ft,28,17
111,2,10:55.0,Defensive rebound by B. Simmons,,28,17
112,2,10:49.0,Turnover by J. Embiid (traveling),,28,17
113,2,10:40.0,,K. Lowry misses 3-pt jump shot from 29 ft,28,17
114,2,10:37.0,Defensive rebound by T. Harris,,28,17
115,2,10:31.0,T. Harris misses 2-pt layup from 2 ft,,28,17
116,2,10:31.0,,Defensive rebound by Team,28,17
117,2,10:31.0,Loose ball foul by J. Embiid (drawn by K. Lowry),,28,17
118,2,10:22.0,,P. Siakam misses 2-pt jump shot from 7 ft,28,17
119,2,10:19.0,Defensive rebound by T. Harris,,28,17
120,2,10:13.0,Personal foul by S. Ibaka (drawn by J. Embiid),,28,17
121,2,10:13.0,,K. Leonard enters the game for P. Siakam,28,17
122,2,10:04.0,J. Redick makes 3-pt jump shot from 25 ft (assist by J. Embiid),,31,17
123,2,9:53.0,,K. Lowry misses 2-pt layup from 3 ft,31,17
124,2,9:53.0,Defensive rebound by J. Embiid,,31,17
125,2,9:49.0,T. Harris misses 3-pt jump shot from 25 ft,,31,17
126,2,9:49.0,,Defensive rebound by Team,31,17
127,2,9:36.0,,Shooting foul by J. Butler (drawn by K. Leonard),31,17
128,2,9:36.0,,K. Leonard makes free throw 1 of 2,31,18
129,2,9:36.0,,K. Leonard makes free throw 2 of 2,31,19
130,2,9:24.0,Turnover by J. Embiid (bad pass; steal by K. Lowry),,31,19
131,2,9:13.0,,K. Leonard makes 3-pt jump shot from 25 ft,31,22
132,2,9:01.0,J. Redick makes 3-pt jump shot from 27 ft (assist by J. Embiid),,34,22
