,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,GOLDEN STATE_ACTION,LA CLIPPERS_SCORE,GOLDEN STATE_SCORE
0,1,11:42.0,I. Zubac misses 2-pt jump shot from 6 ft (block by K. Durant),,0,0
1,1,11:41.0,Offensive rebound by P. Beverley,,0,0
2,1,11:35.0,S. Gilgeous-Alexander misses 3-pt jump shot from 23 ft,,0,0
3,1,11:33.0,,Defensive rebound by S. Curry,0,0
4,1,11:22.0,,D. Cousins misses 2-pt jump shot from 8 ft,0,0
5,1,11:21.0,Defensive rebound by D. Gallinari,,0,0
6,1,11:09.0,D. Gallinari makes 3-pt jump shot from 30 ft (assist by P. Beverley),,3,0
7,1,10:45.0,,D. Cousins makes 2-pt dunk from 2 ft (assist by S. Curry),3,2
8,1,10:36.0,Turnover by I. Zubac (lost ball; steal by D. Cousins),,3,2
9,1,10:28.0,,D. Cousins misses 2-pt layup from 4 ft,3,2
10,1,10:27.0,Defensive rebound by D. Gallinari,,3,2
11,1,10:08.0,P. Beverley misses 3-pt jump shot from 22 ft,,3,2
12,1,10:04.0,Offensive rebound by Team,,3,2
13,1,9:54.0,D. Gallinari misses 2-pt jump shot from 12 ft,,3,2
14,1,9:53.0,,Defensive rebound by S. Curry,3,2
15,1,9:48.0,,Turnover by D. Green (bad pass; steal by P. Beverley),3,2
16,1,9:45.0,Turnover by P. Beverley (bad pass; steal by K. Thompson),,3,2
17,1,9:40.0,,D. Green misses 2-pt layup from 3 ft (block by P. Beverley),3,2
18,1,9:39.0,,Offensive rebound by Team,3,2
19,1,9:37.0,,K. Thompson misses 3-pt jump shot from 28 ft,3,2
20,1,9:35.0,Defensive rebound by D. Gallinari,,3,2
21,1,9:23.0,P. Beverley misses 3-pt jump shot from 25 ft,,3,2
22,1,9:21.0,,Defensive rebound by K. Durant,3,2
23,1,9:11.0,,D. Cousins makes 3-pt jump shot from 27 ft (assist by K. Durant),3,5
24,1,8:57.0,S. Gilgeous-Alexander makes 2-pt jump shot from 14 ft (assist by I. Zubac),,5,5
25,1,8:45.0,,D. Green makes 2-pt dunk from 2 ft (assist by K. Durant),5,7
26,1,8:45.0,LA Clippers full timeout,,5,7
27,1,8:23.0,S. Gilgeous-Alexander misses 2-pt jump shot from 10 ft (block by D. Green),,5,7
28,1,8:22.0,Offensive rebound by S. Gilgeous-Alexander,,5,7
29,1,8:22.0,Shooting foul by D. Green (drawn by S. Gilgeous-Alexander),,5,7
30,1,8:22.0,S. Gilgeous-Alexander makes free throw 1 of 2,,6,7
31,1,8:22.0,S. Gilgeous-Alexander makes free throw 2 of 2,,7,7
32,1,8:22.0,,Turnover by D. Green (bad pass),7,7
33,1,8:04.0,D. Gallinari misses 2-pt jump shot from 22 ft,,7,7
34,1,8:02.0,,Defensive rebound by D. Cousins,7,7
35,1,7:53.0,,D. Green makes 2-pt layup from 4 ft (assist by D. Cousins),7,9
36,1,7:53.0,,Shooting foul by I. Zubac (drawn by D. Green),7,9
37,1,7:53.0,,D. Green makes free throw 1 of 1,7,10
38,1,7:31.0,S. Gilgeous-Alexander misses 2-pt layup from 3 ft,,7,10
39,1,7:30.0,Offensive rebound by Team,,7,10
40,1,7:27.0,L. Shamet misses 2-pt layup from 8 ft (block by K. Thompson),,7,10
41,1,7:26.0,,Defensive rebound by S. Curry,7,10
42,1,7:22.0,,Turnover by S. Curry (bad pass),7,10
43,1,7:15.0,Offensive foul by I. Zubac (drawn by S. Curry),,7,10
44,1,7:15.0,Turnover by I. Zubac (offensive foul),,7,10
45,1,7:15.0,M. Harrell enters the game for I. Zubac,,7,10
46,1,7:05.0,,Personal foul by M. Harrell (drawn by K. Durant),7,10
47,1,6:59.0,,K. Durant misses 2-pt jump shot from 15 ft (block by S. Gilgeous-Alexander),7,10
48,1,6:58.0,,Offensive rebound by D. Green,7,10
49,1,6:55.0,,K. Durant misses 2-pt jump shot from 17 ft,7,10
50,1,6:54.0,Defensive rebound by M. Harrell,,7,10
51,1,6:42.0,D. Gallinari makes 2-pt jump shot from 21 ft (assist by M. Harrell),,9,10
52,1,6:32.0,,Turnover by D. Green (bad pass; steal by L. Shamet),9,10
53,1,6:28.0,Shooting foul by D. Cousins (drawn by M. Harrell),,9,10
54,1,6:28.0,M. Harrell misses free throw 1 of 2,,9,10
