,QUARTER,TIME_REMAINING,CHICAGO_ACTION,SAN ANTONIO_ACTION,CHICAGO_SCORE,SAN ANTONIO_SCORE
144,2,6:55.0,,Shooting foul by J. Holiday (drawn by D. DeRozan),30,48
145,2,6:55.0,,D. DeRozan makes free throw 1 of 2,30,49
146,2,6:55.0,,D. DeRozan makes free throw 2 of 2,30,50
147,2,6:42.0,L. Markkanen misses 2-pt jump shot from 17 ft,,30,50
148,2,6:37.0,,Defensive rebound by L. Aldridge,30,50
149,2,6:29.0,,D. White misses 2-pt layup from 1 ft (block by L. Markkanen),30,50
150,2,6:26.0,Defensive rebound by J. Holiday,,30,50
151,2,6:13.0,R. Arcidiacono makes 3-pt jump shot from 23 ft (assist by C. Payne),,33,50
152,2,5:59.0,,D. White misses 2-pt jump shot from 10 ft,33,50
153,2,5:57.0,Defensive rebound by R. Lopez,,33,50
154,2,5:50.0,Personal foul by D. White (drawn by R. Arcidiacono),,33,50
155,2,5:50.0,,P. Mills enters the game for L. Aldridge,33,50
156,2,5:50.0,,J. Poeltl enters the game for D. White,33,50
157,2,5:39.0,Personal foul by D. DeRozan (drawn by R. Lopez),,33,50
158,2,5:27.0,R. Arcidiacono misses 3-pt jump shot from 26 ft,,33,50
159,2,5:24.0,Offensive rebound by L. Markkanen,,33,50
160,2,5:23.0,L. Markkanen misses 2-pt layup from 2 ft (block by D. Cunningham),,33,50
161,2,5:23.0,Offensive rebound by Team,,33,50
162,2,5:14.0,L. Markkanen makes 2-pt jump shot from 8 ft (assist by R. Lopez),,35,50
163,2,5:00.0,,Turnover by B. Forbes (bad pass; steal by J. Holiday),35,50
164,2,4:46.0,R. Lopez misses 2-pt hook shot from 11 ft,,35,50
165,2,4:44.0,,Defensive rebound by J. Poeltl,35,50
166,2,4:34.0,,Turnover by D. DeRozan (lost ball; steal by C. Payne),35,50
167,2,4:27.0,C. Payne makes 2-pt jump shot from 7 ft,,37,50
168,2,4:26.0,,San Antonio full timeout,37,50
169,2,4:26.0,,M. Belinelli enters the game for B. Forbes,37,50
170,2,4:08.0,,Turnover by D. DeRozan (bad pass; steal by L. Markkanen),37,50
171,2,4:06.0,Turnover by L. Markkanen (discontinued dribble),,37,50
172,2,3:53.0,,D. Cunningham misses 2-pt jump shot from 18 ft,37,50
173,2,3:49.0,Defensive rebound by C. Payne,,37,50
174,2,3:37.0,J. Holiday misses 3-pt jump shot from 24 ft,,37,50
175,2,3:34.0,,Defensive rebound by D. DeRozan,37,50
176,2,3:28.0,,D. DeRozan misses 2-pt jump shot from 17 ft (block by C. Payne),37,50
177,2,3:24.0,,Offensive rebound by M. Belinelli,37,50
178,2,3:23.0,,P. Mills makes 3-pt jump shot from 23 ft (assist by M. Belinelli),37,53
179,2,3:10.0,C. Payne makes 2-pt jump shot from 15 ft,,39,53
180,2,2:58.0,,J. Poeltl makes 2-pt dunk from 2 ft (assist by P. Mills),39,55
181,2,2:31.0,Shooting foul by M. Belinelli (drawn by R. Lopez),,39,55
182,2,2:31.0,R. Lopez makes free throw 1 of 2,,40,55
183,2,2:31.0,,L. Aldridge enters the game for D. Cunningham,40,55
184,2,2:31.0,,D. Bertāns enters the game for D. DeRozan,40,55
185,2,2:31.0,,R. Gay enters the game for J. Poeltl,40,55
186,2,2:31.0,R. Lopez makes free throw 2 of 2,,41,55
187,2,2:15.0,,L. Aldridge makes 2-pt jump shot from 16 ft,41,57
188,2,2:01.0,Shooting foul by P. Mills (drawn by R. Arcidiacono),,41,57
189,2,2:01.0,R. Arcidiacono makes free throw 1 of 2,,42,57
190,2,2:01.0,B. Portis enters the game for R. Lopez,,42,57
191,2,2:01.0,R. Arcidiacono makes free throw 2 of 2,,43,57
192,2,1:41.0,,D. Bertāns misses 3-pt jump shot from 26 ft,43,57
193,2,1:36.0,Defensive rebound by B. Portis,,43,57
194,2,1:23.0,C. Payne misses 3-pt jump shot from 26 ft,,43,57
195,2,1:20.0,,Defensive rebound by L. Aldridge,43,57
196,2,1:09.0,,R. Gay misses 2-pt jump shot from 10 ft,43,57
197,2,1:09.0,,Offensive rebound by L. Aldridge,43,57
198,2,1:04.0,,L. Aldridge makes 2-pt layup at rim,43,59
199,2,0:52.0,L. Markkanen misses 3-pt jump shot from 25 ft,,43,59
200,2,0:50.0,,Defensive rebound by L. Aldridge,43,59
201,2,0:40.0,,Personal foul by J. Holiday (drawn by D. Bertāns),43,59
202,2,0:40.0,,D. Bertāns misses free throw 1 of 2,43,59
203,2,0:40.0,,Offensive rebound by Team,43,59
204,2,0:40.0,,D. Bertāns makes free throw 2 of 2,43,60
205,2,0:22.0,Turnover by R. Arcidiacono (bad pass; steal by D. Bertāns),,43,60
206,2,0:04.0,,R. Gay makes 2-pt jump shot from 12 ft (assist by P. Mills),43,62
207,2,0:00.0,J. Holiday misses 3-pt jump shot from 33 ft,,43,62
208,2,0:00.0,Offensive rebound by Team,,43,62
209,3,11:44.0,,D. DeRozan misses 2-pt jump shot from 20 ft,43,62
210,3,11:40.0,Defensive rebound by L. Markkanen,,43,62
211,3,11:22.0,J. Holiday misses 3-pt jump shot from 24 ft,,43,62
212,3,11:18.0,,Defensive rebound by L. Aldridge,43,62
213,3,11:09.0,,Turnover by R. Gay (bad pass; steal by L. Markkanen),43,62
214,3,11:06.0,Personal foul by R. Gay (drawn by L. Markkanen),,43,62
215,3,10:59.0,L. Markkanen misses 2-pt jump shot from 10 ft,,43,62
216,3,10:56.0,,Defensive rebound by B. Forbes,43,62
217,3,10:48.0,,R. Gay makes 2-pt jump shot from 17 ft,43,64
218,3,10:32.0,Shooting foul by B. Forbes (drawn by W. Carter),,43,64
219,3,10:32.0,W. Carter makes free throw 1 of 2,,44,64
220,3,10:32.0,W. Carter misses free throw 2 of 2,,44,64
221,3,10:29.0,,Defensive rebound by R. Gay,44,64
222,3,10:17.0,,Turnover by R. Gay (bad pass; steal by K. Dunn),44,64
223,3,10:11.0,K. Dunn makes 2-pt jump shot from 16 ft,,46,64
224,3,10:01.0,,Turnover by D. White (lost ball; steal by K. Dunn),46,64
225,3,9:57.0,K. Dunn misses 2-pt layup from 4 ft (block by L. Aldridge),,46,64
226,3,9:57.0,Offensive rebound by Team,,46,64
227,3,9:57.0,,P. Mills enters the game for D. White,46,64
228,3,9:50.0,L. Markkanen misses 3-pt jump shot from 26 ft,,46,64
229,3,9:46.0,,Defensive rebound by P. Mills,46,64
230,3,9:45.0,,Turnover by P. Mills (lost ball; steal by R. Arcidiacono),46,64
231,3,9:41.0,R. Arcidiacono makes 2-pt layup from 2 ft,,48,64
232,3,9:41.0,,San Antonio full timeout,48,64
233,3,9:41.0,,D. White enters the game for P. Mills,48,64
234,3,9:22.0,,L. Aldridge makes 2-pt jump shot from 12 ft,48,66
235,3,9:05.0,L. Markkanen makes 2-pt jump shot from 9 ft,,50,66
236,3,8:45.0,,D. DeRozan makes 2-pt layup from 1 ft (assist by D. White),50,68
237,3,8:25.0,L. Markkanen misses 3-pt jump shot from 26 ft,,50,68
238,3,8:22.0,,Defensive rebound by D. DeRozan,50,68
239,3,8:12.0,,B. Forbes misses 3-pt jump shot from 25 ft,50,68
240,3,8:12.0,Defensive rebound by J. Holiday,,50,68
241,3,8:01.0,K. Dunn misses 2-pt jump shot from 14 ft,,50,68
242,3,7:54.0,Offensive rebound by W. Carter,,50,68
243,3,7:54.0,W. Carter misses 2-pt layup at rim (block by B. Forbes),,50,68
244,3,7:54.0,,Defensive rebound by B. Forbes,50,68
245,3,7:32.0,,R. Gay makes 2-pt jump shot from 12 ft,50,70
246,3,7:21.0,K. Dunn makes 2-pt jump shot from 3 ft,,52,70
247,3,7:00.0,,L. Aldridge misses 2-pt jump shot from 17 ft,52,70
248,3,6:57.0,Defensive rebound by K. Dunn,,52,70
249,3,6:54.0,Shooting foul by D. DeRozan (drawn by J. Holiday),,52,70
250,3,6:54.0,J. Holiday makes free throw 1 of 2,,53,70
251,3,6:54.0,J. Holiday makes free throw 2 of 2,,54,70
252,3,6:37.0,,Personal foul by K. Dunn (drawn by R. Gay),54,70
253,3,6:27.0,,R. Gay misses 3-pt jump shot from 26 ft,54,70
254,3,6:24.0,Defensive rebound by L. Markkanen,,54,70
255,3,6:21.0,J. Holiday makes 3-pt jump shot from 27 ft (assist by R. Arcidiacono),,57,70
256,3,6:01.0,,R. Gay misses 2-pt jump shot from 7 ft,57,70
257,3,5:56.0,,Offensive rebound by L. Aldridge,57,70
258,3,5:56.0,,L. Aldridge makes 2-pt layup from 1 ft,57,72
259,3,5:48.0,K. Dunn makes 2-pt hook shot from 9 ft,,59,72
260,3,5:35.0,,Personal foul by R. Arcidiacono (drawn by B. Forbes),59,72
261,3,5:35.0,,P. Mills enters the game for D. White,59,72
262,3,5:29.0,,D. DeRozan misses 2-pt jump shot from 9 ft (block by W. Carter),59,72
263,3,5:29.0,Defensive rebound by W. Carter,,59,72
264,3,5:18.0,K. Dunn makes 2-pt jump shot from 13 ft,,61,72
265,3,4:55.0,,L. Aldridge misses 2-pt layup from 6 ft,61,72
266,3,4:55.0,Defensive rebound by L. Markkanen,,61,72
267,3,4:44.0,L. Markkanen makes 2-pt jump shot from 9 ft,,63,72
268,3,4:31.0,,Turnover by B. Forbes (out of bounds lost ball),63,72
269,3,4:31.0,,D. Bertāns enters the game for R. Gay,63,72
270,3,4:21.0,K. Dunn misses 2-pt jump shot from 8 ft,,63,72
271,3,4:21.0,Offensive rebound by Team,,63,72
272,3,4:21.0,,Loose ball foul by B. Forbes (drawn by L. Markkanen),63,72
273,3,4:21.0,Chicago full timeout,,63,72
274,3,4:21.0,,M. Belinelli enters the game for D. DeRozan,63,72
275,3,4:21.0,,D. Cunningham enters the game for B. Forbes,63,72
276,3,4:09.0,K. Dunn misses 2-pt jump shot from 20 ft,,63,72
277,3,4:06.0,,Defensive rebound by M. Belinelli,63,72
278,3,3:49.0,,Personal foul by K. Dunn (drawn by M. Belinelli),63,72
279,3,3:38.0,,L. Aldridge misses 2-pt jump shot from 14 ft (block by W. Carter),63,72
280,3,3:34.0,Defensive rebound by K. Dunn,,63,72
281,3,3:28.0,K. Dunn makes 2-pt jump shot from 6 ft,,65,72
282,3,3:10.0,,D. Bertāns misses 3-pt jump shot from 26 ft,65,72
283,3,3:10.0,Defensive rebound by K. Dunn,,65,72
284,3,2:52.0,L. Markkanen makes 3-pt jump shot from 27 ft (assist by R. Arcidiacono),,68,72
285,3,2:32.0,,M. Belinelli makes 2-pt jump shot from 19 ft (assist by L. Aldridge),68,74
286,3,2:17.0,Personal foul by M. Belinelli (drawn by W. Carter),,68,74
287,3,2:17.0,W. Carter misses free throw 1 of 2,,68,74
288,3,2:17.0,Offensive rebound by Team,,68,74
289,3,2:17.0,,J. Poeltl enters the game for L. Aldridge,68,74
290,3,2:17.0,W. Carter makes free throw 2 of 2,,69,74
291,3,1:53.0,,Turnover by P. Mills (bad pass; steal by R. Arcidiacono),69,74
292,3,1:47.0,W. Carter makes 2-pt dunk from 1 ft (assist by J. Holiday),,71,74
293,3,1:29.0,,J. Poeltl makes 2-pt layup from 1 ft (assist by M. Belinelli),71,76
294,3,1:29.0,,Shooting foul by W. Carter (drawn by J. Poeltl),71,76
295,3,1:29.0,R. Lopez enters the game for R. Arcidiacono,,71,76
296,3,1:29.0,C. Payne enters the game for W. Carter,,71,76
297,3,1:29.0,B. Portis enters the game for L. Markkanen,,71,76
298,3,1:29.0,,R. Gay enters the game for D. Cunningham,71,76
299,3,1:29.0,,J. Poeltl makes free throw 1 of 1,71,77
300,3,1:13.0,J. Holiday misses 3-pt jump shot from 26 ft,,71,77
301,3,1:12.0,Offensive rebound by Team,,71,77
302,3,1:12.0,,Loose ball foul by R. Gay (drawn by R. Lopez),71,77
303,3,1:12.0,S. Harrison enters the game for K. Dunn,,71,77
304,3,1:12.0,R. Lopez makes free throw 1 of 2,,72,77
305,3,1:12.0,R. Lopez makes free throw 2 of 2,,73,77
306,3,1:00.0,,P. Mills misses 3-pt jump shot from 25 ft,73,77
307,3,0:57.0,Defensive rebound by Team,,73,77
308,3,0:43.0,Shooting foul by R. Gay (drawn by B. Portis),,73,77
309,3,0:43.0,B. Portis misses free throw 1 of 2,,73,77
310,3,0:43.0,Offensive rebound by Team,,73,77
311,3,0:43.0,,D. DeRozan enters the game for R. Gay,73,77
312,3,0:43.0,B. Portis makes free throw 2 of 2,,74,77
313,3,0:31.0,,Shooting foul by S. Harrison (drawn by D. DeRozan),74,77
314,3,0:31.0,,D. DeRozan misses free throw 1 of 2,74,77
315,3,0:31.0,,Offensive rebound by Team,74,77
316,3,0:31.0,L. Markkanen enters the game for R. Lopez,,74,77
317,3,0:31.0,,D. DeRozan makes free throw 2 of 2,74,78
318,3,0:11.0,B. Portis misses 3-pt jump shot from 25 ft,,74,78
319,3,0:07.0,,Defensive rebound by P. Mills,74,78
320,3,0:00.0,,D. DeRozan misses 2-pt jump shot from 18 ft,74,78
321,3,0:00.0,Defensive rebound by B. Portis,,74,78
322,4,11:46.0,B. Portis misses 2-pt hook shot from 6 ft,,74,78
323,4,11:44.0,,Defensive rebound by J. Poeltl,74,78
324,4,11:25.0,,Shooting foul by K. Dunn (drawn by D. Bertāns),74,78
325,4,11:25.0,R. Lopez enters the game for L. Markkanen,,74,78
326,4,11:25.0,,D. Bertāns makes free throw 1 of 2,74,79
327,4,11:25.0,,D. Bertāns makes free throw 2 of 2,74,80
328,4,11:01.0,Turnover by Team (shot clock),,74,80
329,4,11:01.0,,L. Aldridge enters the game for D. Bertāns,74,80
330,4,10:50.0,,D. DeRozan misses 2-pt jump shot from 9 ft,74,80
331,4,10:46.0,Defensive rebound by R. Lopez,,74,80
332,4,10:34.0,C. Payne misses 3-pt jump shot from 26 ft,,74,80
333,4,10:31.0,,Defensive rebound by J. Poeltl,74,80
334,4,10:27.0,,Turnover by D. DeRozan (lost ball; steal by S. Harrison),74,80
335,4,10:21.0,S. Harrison misses 2-pt layup from 2 ft,,74,80
336,4,10:19.0,Offensive rebound by B. Portis,,74,80
337,4,10:05.0,B. Portis misses 2-pt hook shot from 8 ft,,74,80
338,4,10:03.0,,Defensive rebound by L. Aldridge,74,80
339,4,9:55.0,,P. Mills misses 3-pt jump shot from 25 ft,74,80
340,4,9:51.0,Defensive rebound by S. Harrison,,74,80
341,4,9:49.0,Chicago full timeout,,74,80
342,4,9:49.0,J. Holiday enters the game for S. Harrison,,74,80
343,4,9:36.0,R. Lopez misses 2-pt jump shot from 8 ft (block by D. DeRozan),,74,80
344,4,9:33.0,,Defensive rebound by D. DeRozan,74,80
345,4,9:28.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by D. DeRozan),74,82
346,4,9:09.0,B. Portis misses 3-pt jump shot from 25 ft,,74,82
347,4,9:09.0,Offensive rebound by R. Lopez,,74,82
348,4,9:00.0,B. Portis misses 2-pt layup from 1 ft,,74,82
349,4,8:57.0,,Defensive rebound by L. Aldridge,74,82
350,4,8:45.0,,M. Belinelli makes 3-pt jump shot from 23 ft (assist by D. DeRozan),74,85
351,4,8:42.0,Chicago full timeout,,74,85
352,4,8:42.0,,B. Forbes enters the game for P. Mills,74,85
353,4,8:31.0,B. Portis misses 2-pt dunk from 2 ft,,74,85
354,4,8:28.0,,Defensive rebound by B. Forbes,74,85
355,4,8:15.0,,J. Poeltl misses 2-pt layup from 1 ft,74,85
356,4,8:15.0,,Offensive rebound by D. DeRozan,74,85
357,4,8:04.0,,D. DeRozan misses 2-pt layup from 2 ft (block by R. Lopez),74,85
358,4,8:00.0,Defensive rebound by J. Holiday,,74,85
359,4,7:53.0,Turnover by C. Payne (lost ball; steal by J. Poeltl),,74,85
360,4,7:48.0,,M. Belinelli misses 3-pt jump shot from 25 ft,74,85
361,4,7:45.0,Defensive rebound by J. Holiday,,74,85
362,4,7:40.0,Personal foul by B. Forbes (drawn by C. Payne),,74,85
363,4,7:40.0,R. Arcidiacono enters the game for C. Payne,,74,85
364,4,7:23.0,B. Portis makes 2-pt jump shot from 14 ft (assist by K. Dunn),,76,85
365,4,7:09.0,,Personal foul by K. Dunn (drawn by M. Belinelli),76,85
366,4,7:00.0,,D. DeRozan makes 2-pt jump shot from 18 ft (assist by B. Forbes),76,87
367,4,6:49.0,B. Portis makes 2-pt jump shot from 11 ft (assist by R. Arcidiacono),,78,87
368,4,6:35.0,,D. DeRozan misses 2-pt jump shot from 14 ft,78,87
369,4,6:35.0,Defensive rebound by J. Holiday,,78,87
370,4,6:17.0,Shooting foul by B. Forbes (drawn by J. Holiday),,78,87
371,4,6:17.0,J. Holiday makes free throw 1 of 3,,79,87
372,4,6:17.0,L. Markkanen enters the game for B. Portis,,79,87
373,4,6:17.0,,R. Gay enters the game for J. Poeltl,79,87
374,4,6:17.0,J. Holiday makes free throw 2 of 3,,80,87
375,4,6:17.0,J. Holiday makes free throw 3 of 3,,81,87
376,4,6:04.0,,D. DeRozan misses 2-pt jump shot from 20 ft,81,87
377,4,5:59.0,Defensive rebound by R. Arcidiacono,,81,87
378,4,5:51.0,Shooting foul by R. Gay (drawn by L. Markkanen),,81,87
379,4,5:51.0,L. Markkanen makes free throw 1 of 2,,82,87
380,4,5:51.0,,D. Bertāns enters the game for R. Gay,82,87
