,QUARTER,TIME_REMAINING,BOSTON_ACTION,DETROIT_ACTION,BOSTON_SCORE,DETROIT_SCORE
79,1,2:43.0,Turnover by K. Irving (lost ball; steal by J. Leuer),,26,26
80,1,2:38.0,,L. Kennard makes 2-pt layup from 2 ft (assist by J. Calderón),26,28
81,1,2:17.0,M. Morris makes 2-pt layup from 5 ft (assist by K. Irving),,28,28
82,1,1:57.0,,Turnover by L. Galloway (bad pass; steal by G. Hayward),28,28
83,1,1:46.0,Turnover by J. Brown (traveling),,28,28
84,1,1:46.0,Boston full timeout,,28,28
85,1,1:46.0,T. Rozier enters the game for K. Irving,,28,28
86,1,1:23.0,,B. Griffin makes 2-pt hook shot from 5 ft (assist by J. Calderón),28,30
87,1,1:08.0,G. Hayward makes 2-pt jump shot from 6 ft,,30,30
88,1,0:55.0,,Shooting foul by D. Theis (drawn by B. Griffin),30,30
89,1,0:55.0,,B. Griffin makes free throw 1 of 2,30,31
90,1,0:55.0,J. Tatum enters the game for M. Morris,,30,31
91,1,0:55.0,,B. Griffin misses free throw 2 of 2,30,31
92,1,0:54.0,Defensive rebound by J. Tatum,,30,31
93,1,0:38.0,Turnover by T. Rozier (bad pass; steal by B. Griffin),,30,31
94,1,0:34.0,,J. Leuer makes 2-pt dunk from 1 ft (assist by B. Griffin),30,33
95,1,0:22.0,D. Theis makes 3-pt jump shot from 26 ft (assist by J. Brown),,33,33
96,1,0:00.0,,B. Griffin misses 2-pt jump shot from 15 ft,33,33
97,1,0:00.0,Defensive rebound by J. Tatum,,33,33
98,2,11:48.0,G. Hayward misses 3-pt jump shot from 28 ft,,33,33
99,2,11:45.0,Offensive rebound by T. Rozier,,33,33
100,2,11:41.0,J. Tatum makes 2-pt layup from 2 ft (assist by T. Rozier),,35,33
101,2,11:20.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by S. Johnson),35,36
102,2,10:53.0,J. Tatum misses 2-pt jump shot from 20 ft,,35,36
103,2,10:49.0,,Defensive rebound by B. Brown,35,36
104,2,10:47.0,,L. Galloway misses 3-pt jump shot from 25 ft,35,36
105,2,10:43.0,Defensive rebound by D. Theis,,35,36
106,2,10:34.0,G. Hayward misses 3-pt jump shot from 23 ft,,35,36
107,2,10:31.0,,Defensive rebound by J. Leuer,35,36
108,2,10:24.0,,J. Calderón makes 2-pt jump shot from 15 ft,35,38
109,2,10:07.0,Personal foul by L. Galloway (drawn by J. Brown),,35,38
110,2,10:01.0,Turnover by G. Hayward (lost ball; steal by J. Calderón),,35,38
111,2,9:53.0,,Personal foul by T. Rozier (drawn by S. Johnson),35,38
112,2,9:41.0,,S. Johnson misses 3-pt jump shot from 25 ft,35,38
113,2,9:37.0,Defensive rebound by D. Theis,,35,38
114,2,9:32.0,J. Tatum misses 2-pt layup from 4 ft,,35,38
115,2,9:28.0,Offensive rebound by J. Tatum,,35,38
116,2,9:28.0,J. Tatum makes 2-pt layup from 1 ft,,37,38
117,2,9:13.0,,Turnover by B. Brown (lost ball; steal by J. Brown),37,38
118,2,9:07.0,Turnover by J. Brown (lost ball; steal by L. Galloway),,37,38
119,2,8:52.0,,B. Brown makes 3-pt jump shot from 24 ft (assist by J. Calderón),37,41
120,2,8:30.0,J. Brown misses 2-pt layup from 3 ft,,37,41
121,2,8:28.0,,Defensive rebound by J. Leuer,37,41
122,2,8:25.0,,B. Brown misses 2-pt layup from 5 ft (block by J. Brown),37,41
123,2,8:25.0,,Offensive rebound by Team,37,41
124,2,8:25.0,,Detroit full timeout,37,41
125,2,8:25.0,M. Smart enters the game for G. Hayward,,37,41
126,2,8:25.0,R. Williams enters the game for D. Theis,,37,41
127,2,8:12.0,,L. Galloway makes 3-pt jump shot from 23 ft (assist by J. Calderón),37,44
128,2,7:55.0,M. Smart makes 3-pt jump shot from 24 ft (assist by J. Tatum),,40,44
129,2,7:41.0,,J. Leuer misses 2-pt layup from 3 ft,40,44
130,2,7:39.0,Defensive rebound by J. Tatum,,40,44
131,2,7:31.0,M. Smart misses 3-pt jump shot from 25 ft,,40,44
132,2,7:28.0,,Defensive rebound by S. Johnson,40,44
133,2,7:16.0,,B. Brown misses 2-pt layup from 6 ft (block by R. Williams),40,44
134,2,7:15.0,Defensive rebound by Team,,40,44
135,2,7:15.0,,A. Drummond enters the game for J. Leuer,40,44
136,2,7:06.0,Turnover by M. Smart (bad pass; steal by A. Drummond),,40,44
137,2,7:02.0,,S. Johnson makes 2-pt layup from 1 ft,40,46
138,2,6:48.0,J. Tatum misses 2-pt layup from 2 ft (block by A. Drummond),,40,46
139,2,6:48.0,Offensive rebound by Team,,40,46
140,2,6:48.0,,R. Jackson enters the game for J. Calderón,40,46
141,2,6:45.0,T. Rozier misses 3-pt jump shot from 23 ft,,40,46
142,2,6:42.0,,Defensive rebound by A. Drummond,40,46
143,2,6:36.0,,Turnover by R. Jackson (lost ball; steal by J. Brown),40,46
144,2,6:32.0,R. Williams makes 2-pt layup from 4 ft (assist by J. Brown),,42,46
145,2,6:04.0,,L. Galloway makes 2-pt jump shot from 18 ft,42,48
146,2,5:46.0,M. Smart misses 3-pt jump shot from 26 ft,,42,48
147,2,5:43.0,,Defensive rebound by A. Drummond,42,48
148,2,5:29.0,,L. Galloway misses 3-pt jump shot from 23 ft,42,48
149,2,5:26.0,Defensive rebound by T. Rozier,,42,48
150,2,5:17.0,J. Brown makes 2-pt jump shot from 15 ft,,44,48
151,2,4:52.0,,S. Johnson misses 3-pt jump shot from 24 ft,44,48
152,2,4:49.0,,Offensive rebound by S. Johnson,44,48
153,2,4:38.0,,R. Jackson misses 2-pt jump shot from 23 ft,44,48
154,2,4:37.0,,Offensive rebound by Team,44,48
155,2,4:37.0,,Turnover by Team (shot clock),44,48
156,2,4:37.0,K. Irving enters the game for M. Smart,,44,48
157,2,4:37.0,,B. Griffin enters the game for S. Johnson,44,48
158,2,4:23.0,T. Rozier misses 2-pt layup from 4 ft (block by R. Jackson),,44,48
159,2,4:19.0,,Defensive rebound by L. Galloway,44,48
160,2,4:14.0,,B. Griffin makes 2-pt layup from 1 ft (assist by L. Galloway),44,50
161,2,4:06.0,Personal foul by L. Galloway (drawn by J. Tatum),,44,50
162,2,4:06.0,A. Baynes enters the game for J. Brown,,44,50
163,2,4:06.0,G. Hayward enters the game for J. Tatum,,44,50
164,2,4:06.0,M. Morris enters the game for R. Williams,,44,50
165,2,4:00.0,K. Irving makes 2-pt layup from 3 ft,,46,50
166,2,3:46.0,,L. Galloway makes 2-pt jump shot from 18 ft (assist by B. Griffin),46,52
167,2,3:46.0,,Shooting foul by M. Morris (drawn by L. Galloway),46,52
168,2,3:46.0,,R. Bullock enters the game for B. Brown,46,52
169,2,3:46.0,,L. Galloway misses free throw 1 of 1,46,52
170,2,3:46.0,Defensive rebound by K. Irving,,46,52
171,2,3:29.0,M. Morris misses 2-pt jump shot from 13 ft,,46,52
172,2,3:27.0,,Defensive rebound by Team,46,52
173,2,3:13.0,,B. Griffin misses 2-pt hook shot from 10 ft (block by M. Morris),46,52
174,2,3:13.0,,Offensive rebound by B. Griffin,46,52
175,2,3:11.0,,B. Griffin misses 2-pt jump shot from 15 ft,46,52
176,2,3:05.0,,Offensive rebound by A. Drummond,46,52
177,2,3:05.0,,A. Drummond misses 2-pt layup at rim,46,52
178,2,3:04.0,Defensive rebound by K. Irving,,46,52
179,2,3:02.0,T. Rozier makes 2-pt jump shot from 11 ft,,48,52
180,2,2:47.0,,Shooting foul by M. Morris (drawn by R. Jackson),48,52
181,2,2:47.0,Boston full timeout,,48,52
182,2,2:47.0,,R. Jackson makes free throw 1 of 2,48,53
183,2,2:47.0,,R. Jackson makes free throw 2 of 2,48,54
184,2,2:37.0,K. Irving makes 2-pt jump shot from 14 ft (assist by G. Hayward),,50,54
185,2,2:15.0,,B. Griffin makes 2-pt layup from 5 ft,50,56
186,2,1:59.0,M. Morris misses 3-pt jump shot from 27 ft,,50,56
187,2,1:56.0,,Defensive rebound by R. Jackson,50,56
188,2,1:55.0,,Shooting foul by K. Irving (drawn by A. Drummond),50,56
189,2,1:55.0,,A. Drummond misses free throw 1 of 2,50,56
190,2,1:55.0,,Offensive rebound by Team,50,56
191,2,1:55.0,J. Brown enters the game for T. Rozier,,50,56
192,2,1:55.0,,A. Drummond makes free throw 2 of 2,50,57
193,2,1:35.0,K. Irving misses 2-pt layup from 2 ft,,50,57
194,2,1:32.0,Offensive rebound by A. Baynes,,50,57
195,2,1:32.0,A. Baynes misses 2-pt layup from 1 ft,,50,57
196,2,1:30.0,,Defensive rebound by A. Drummond,50,57
197,2,1:21.0,,R. Bullock misses 3-pt jump shot from 26 ft,50,57
198,2,1:16.0,Defensive rebound by A. Baynes,,50,57
199,2,1:10.0,Personal foul by B. Griffin (drawn by K. Irving),,50,57
200,2,1:10.0,,J. Leuer enters the game for A. Drummond,50,57
201,2,1:04.0,K. Irving makes 2-pt layup from 3 ft,,52,57
202,2,0:48.0,,Turnover by R. Jackson (bad pass; steal by K. Irving),52,57
203,2,0:45.0,K. Irving makes 2-pt layup from 2 ft,,54,57
204,2,0:39.0,,Turnover by R. Jackson (bad pass),54,57
205,2,0:29.0,M. Morris makes 2-pt jump shot from 18 ft,,56,57
206,2,0:05.0,,B. Griffin misses 2-pt jump shot from 7 ft,56,57
207,2,0:04.0,Defensive rebound by M. Morris,,56,57
208,2,0:01.0,J. Brown misses 3-pt jump shot from 25 ft,,56,57
209,2,0:01.0,Offensive rebound by Team,,56,57
210,3,11:48.0,K. Irving misses 2-pt jump shot from 8 ft,,56,57
211,3,11:45.0,Offensive rebound by K. Irving,,56,57
212,3,11:41.0,M. Morris makes 2-pt jump shot from 17 ft (assist by M. Smart),,58,57
213,3,11:26.0,,Personal foul by M. Morris (drawn by R. Bullock),58,57
214,3,11:16.0,,R. Jackson misses 3-pt jump shot from 27 ft,58,57
215,3,11:13.0,Defensive rebound by K. Irving,,58,57
216,3,11:10.0,J. Tatum makes 2-pt dunk from 1 ft (assist by K. Irving),,60,57
217,3,10:50.0,,B. Griffin makes 2-pt layup from 2 ft (assist by L. Kennard),60,59
218,3,10:41.0,J. Tatum misses 3-pt jump shot from 25 ft,,60,59
219,3,10:37.0,,Defensive rebound by L. Kennard,60,59
220,3,10:27.0,,R. Bullock makes 2-pt layup from 4 ft (assist by B. Griffin),60,61
221,3,10:16.0,Personal foul by R. Jackson (drawn by M. Smart),,60,61
222,3,10:06.0,Shooting foul by L. Kennard (drawn by A. Baynes),,60,61
223,3,10:06.0,A. Baynes makes free throw 1 of 2,,61,61
224,3,10:06.0,A. Baynes makes free throw 2 of 2,,62,61
225,3,9:45.0,,B. Griffin makes 2-pt layup from 1 ft (assist by R. Jackson),62,63
226,3,9:36.0,K. Irving makes 2-pt layup from 1 ft,,64,63
227,3,9:24.0,,Def 3 sec tech foul by Team,64,63
228,3,9:24.0,,R. Jackson misses technical free throw,64,63
229,3,9:24.0,,Offensive rebound by Team,64,63
230,3,9:13.0,,R. Bullock misses 3-pt jump shot from 26 ft,64,63
231,3,9:10.0,Defensive rebound by J. Tatum,,64,63
232,3,9:05.0,A. Baynes makes 2-pt dunk at rim (assist by J. Tatum),,66,63
233,3,8:40.0,,A. Drummond misses 2-pt hook shot from 6 ft,66,63
234,3,8:39.0,Defensive rebound by J. Tatum,,66,63
235,3,8:36.0,Turnover by J. Tatum (lost ball; steal by A. Drummond),,66,63
236,3,8:31.0,,A. Drummond misses 2-pt layup from 3 ft,66,63
237,3,8:28.0,,Offensive rebound by R. Jackson,66,63
238,3,8:28.0,,R. Jackson makes 2-pt dunk from 1 ft,66,65
239,3,8:09.0,M. Morris misses 3-pt jump shot from 24 ft,,66,65
240,3,8:06.0,,Defensive rebound by R. Bullock,66,65
241,3,7:56.0,,B. Griffin misses 3-pt jump shot from 27 ft,66,65
242,3,7:51.0,Defensive rebound by M. Smart,,66,65
243,3,7:47.0,M. Morris misses 3-pt jump shot from 25 ft,,66,65
244,3,7:44.0,,Defensive rebound by L. Kennard,66,65
245,3,7:40.0,,Shooting foul by M. Morris (drawn by A. Drummond),66,65
246,3,7:40.0,,A. Drummond makes free throw 1 of 2,66,66
247,3,7:40.0,,A. Drummond makes free throw 2 of 2,66,67
248,3,7:28.0,A. Baynes misses 2-pt hook shot from 8 ft (block by A. Drummond),,66,67
249,3,7:28.0,Offensive rebound by Team,,66,67
250,3,7:22.0,K. Irving misses 2-pt jump shot from 9 ft,,66,67
251,3,7:19.0,,Defensive rebound by A. Drummond,66,67
252,3,7:15.0,,A. Drummond makes 2-pt layup from 1 ft,66,69
253,3,7:00.0,K. Irving misses 2-pt layup from 10 ft,,66,69
254,3,6:57.0,,Defensive rebound by B. Griffin,66,69
255,3,6:52.0,,L. Kennard makes 3-pt jump shot from 23 ft (assist by R. Jackson),66,72
256,3,6:33.0,J. Tatum misses 2-pt jump shot from 16 ft,,66,72
257,3,6:30.0,,Defensive rebound by B. Griffin,66,72
258,3,6:19.0,,B. Griffin makes 2-pt hook shot from 8 ft,66,74
259,3,6:17.0,Boston full timeout,,66,74
260,3,6:17.0,G. Hayward enters the game for A. Baynes,,66,74
261,3,6:17.0,D. Theis enters the game for M. Morris,,66,74
262,3,6:00.0,Turnover by K. Irving (lost ball; steal by A. Drummond),,66,74
263,3,5:42.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by L. Kennard),66,76
264,3,5:25.0,K. Irving misses 2-pt jump shot from 9 ft,,66,76
265,3,5:21.0,Offensive rebound by D. Theis,,66,76
266,3,5:20.0,D. Theis makes 2-pt layup from 1 ft,,68,76
267,3,5:07.0,,A. Drummond makes 2-pt dunk from 2 ft (assist by B. Griffin),68,78
268,3,4:45.0,D. Theis misses 2-pt layup from 6 ft (block by A. Drummond),,68,78
269,3,4:43.0,,Defensive rebound by A. Drummond,68,78
270,3,4:27.0,,Personal foul by J. Tatum (drawn by B. Griffin),68,78
271,3,4:14.0,,Turnover by B. Griffin (bad pass; steal by M. Smart),68,78
272,3,4:12.0,Personal foul by L. Kennard (drawn by K. Irving),,68,78
273,3,4:07.0,J. Tatum misses 3-pt jump shot from 26 ft,,68,78
274,3,4:01.0,Offensive rebound by M. Smart,,68,78
275,3,3:55.0,G. Hayward makes 2-pt hook shot from 8 ft,,70,78
276,3,3:47.0,,Detroit full timeout,70,78
277,3,3:47.0,J. Brown enters the game for K. Irving,,70,78
278,3,3:47.0,T. Rozier enters the game for J. Tatum,,70,78
279,3,3:47.0,,J. Calderón enters the game for R. Jackson,70,78
280,3,3:36.0,,B. Griffin makes 2-pt layup from 4 ft,70,80
281,3,3:36.0,,Shooting foul by J. Brown (drawn by B. Griffin),70,80
282,3,3:36.0,,B. Griffin misses free throw 1 of 1,70,80
283,3,3:36.0,Defensive rebound by J. Brown,,70,80
284,3,3:24.0,Personal foul by A. Drummond (drawn by J. Brown),,70,80
285,3,3:17.0,G. Hayward misses 2-pt jump shot from 8 ft,,70,80
286,3,3:15.0,,Defensive rebound by A. Drummond,70,80
287,3,3:06.0,,A. Drummond misses 2-pt layup from 3 ft,70,80
288,3,3:02.0,Defensive rebound by J. Brown,,70,80
289,3,3:01.0,G. Hayward misses 3-pt jump shot from 26 ft,,70,80
290,3,2:58.0,,Defensive rebound by R. Bullock,70,80
291,3,2:49.0,,Turnover by B. Griffin (bad pass),70,80
292,3,2:33.0,M. Smart misses 2-pt layup from 5 ft,,70,80
293,3,2:32.0,Offensive rebound by M. Smart,,70,80
294,3,2:32.0,Shooting foul by L. Kennard (drawn by M. Smart),,70,80
295,3,2:32.0,M. Smart misses free throw 1 of 2,,70,80
296,3,2:32.0,Offensive rebound by Team,,70,80
297,3,2:32.0,,L. Galloway enters the game for L. Kennard,70,80
298,3,2:32.0,M. Smart makes free throw 2 of 2,,71,80
299,3,2:09.0,,A. Drummond misses 2-pt layup from 3 ft,71,80
300,3,2:08.0,Defensive rebound by M. Smart,,71,80
301,3,2:03.0,G. Hayward misses 2-pt jump shot from 11 ft,,71,80
302,3,1:59.0,,Defensive rebound by A. Drummond,71,80
303,3,1:49.0,,Personal foul by J. Brown (drawn by B. Griffin),71,80
304,3,1:49.0,,B. Griffin makes free throw 1 of 2,71,81
305,3,1:49.0,,B. Griffin makes free throw 2 of 2,71,82
306,3,1:36.0,Turnover by D. Theis (bad pass; steal by J. Calderón),,71,82
307,3,1:30.0,,R. Bullock makes 3-pt jump shot from 23 ft (assist by J. Calderón),71,85
308,3,1:04.0,J. Brown misses 2-pt layup from 5 ft,,71,85
309,3,1:02.0,,Defensive rebound by A. Drummond,71,85
310,3,0:45.0,,R. Bullock misses 3-pt jump shot from 23 ft,71,85
311,3,0:42.0,Defensive rebound by T. Rozier,,71,85
312,3,0:38.0,M. Smart makes 3-pt jump shot from 23 ft (assist by T. Rozier),,74,85
313,3,0:31.0,,J. Calderón misses 3-pt jump shot from 27 ft,74,85
314,3,0:28.0,Defensive rebound by D. Theis,,74,85
315,3,0:21.0,M. Smart makes 3-pt jump shot from 24 ft (assist by D. Theis),,77,85
316,3,0:06.0,,Offensive foul by B. Griffin (drawn by D. Theis),77,85
317,3,0:06.0,,Turnover by B. Griffin (offensive foul),77,85
318,3,0:06.0,K. Irving enters the game for D. Theis,,77,85
319,3,0:06.0,,B. Brown enters the game for B. Griffin,77,85
320,3,0:06.0,,Technical foul by B. Griffin,77,85
321,3,0:06.0,K. Irving makes technical free throw,,78,85
322,3,0:01.0,K. Irving misses 2-pt layup from 2 ft,,78,85
323,3,0:01.0,Offensive rebound by G. Hayward,,78,85
324,3,0:00.0,G. Hayward misses 2-pt layup from 2 ft,,78,85
325,3,0:00.0,Offensive rebound by Team,,78,85
326,4,12:00.0,,L. Galloway misses 3-pt jump shot from 27 ft,78,85
327,4,11:42.0,,Offensive rebound by A. Drummond,78,85
328,4,11:42.0,,A. Drummond makes 2-pt layup from 1 ft,78,87
329,4,11:42.0,,Shooting foul by D. Theis (drawn by A. Drummond),78,87
330,4,11:42.0,,A. Drummond makes free throw 1 of 1,78,88
331,4,11:29.0,M. Smart misses 2-pt jump shot from 7 ft,,78,88
332,4,11:28.0,,Defensive rebound by Team,78,88
333,4,11:28.0,A. Baynes enters the game for D. Theis,,78,88
334,4,11:13.0,,L. Galloway misses 3-pt jump shot from 24 ft,78,88
335,4,11:10.0,,Offensive rebound by L. Galloway,78,88
336,4,11:09.0,,L. Galloway makes 2-pt layup from 1 ft,78,90
337,4,10:54.0,Shooting foul by B. Brown (drawn by T. Rozier),,78,90
338,4,10:54.0,T. Rozier misses free throw 1 of 2,,78,90
339,4,10:54.0,Offensive rebound by Team,,78,90
340,4,10:54.0,M. Morris enters the game for M. Smart,,78,90
341,4,10:54.0,T. Rozier makes free throw 2 of 2,,79,90
342,4,10:41.0,,Offensive foul by J. Calderón (drawn by T. Rozier),79,90
343,4,10:41.0,,Turnover by J. Calderón (offensive foul),79,90
344,4,10:32.0,T. Rozier misses 3-pt jump shot from 27 ft,,79,90
345,4,10:28.0,,Defensive rebound by A. Drummond,79,90
346,4,10:21.0,,J. Calderón makes 2-pt jump shot from 14 ft,79,92
347,4,10:05.0,T. Rozier misses 2-pt layup from 5 ft (block by B. Brown),,79,92
348,4,10:03.0,,Defensive rebound by A. Drummond,79,92
349,4,9:43.0,,B. Brown misses 3-pt jump shot from 23 ft,79,92
350,4,9:42.0,,Offensive rebound by A. Drummond,79,92
351,4,9:42.0,,Turnover by Team (shot clock),79,92
352,4,9:42.0,K. Irving enters the game for G. Hayward,,79,92
353,4,9:27.0,Turnover by A. Baynes (bad pass; steal by S. Johnson),,79,92
354,4,9:20.0,,S. Johnson makes 2-pt layup from 5 ft,79,94
355,4,9:20.0,Boston full timeout,,79,94
356,4,9:20.0,,J. Leuer enters the game for A. Drummond,79,94
357,4,9:05.0,K. Irving misses 2-pt layup from 2 ft,,79,94
358,4,9:04.0,,Defensive rebound by J. Leuer,79,94
359,4,8:51.0,,Personal foul by A. Baynes (drawn by J. Calderón),79,94
360,4,8:51.0,R. Williams enters the game for A. Baynes,,79,94
361,4,8:37.0,,Shooting foul by M. Morris (drawn by J. Calderón),79,94
362,4,8:37.0,,J. Calderón misses free throw 1 of 2,79,94
363,4,8:37.0,,Offensive rebound by Team,79,94
364,4,8:37.0,,J. Calderón makes free throw 2 of 2,79,95
365,4,8:24.0,Turnover by J. Brown (bad pass),,79,95
366,4,8:10.0,,S. Johnson misses 3-pt jump shot from 26 ft,79,95
367,4,8:08.0,Defensive rebound by T. Rozier,,79,95
368,4,8:03.0,Turnover by T. Rozier (bad pass; steal by J. Calderón),,79,95
369,4,7:59.0,,J. Leuer misses 2-pt layup from 1 ft,79,95
370,4,7:54.0,Defensive rebound by M. Morris,,79,95
371,4,7:47.0,M. Morris misses 3-pt jump shot from 26 ft,,79,95
372,4,7:45.0,,Defensive rebound by J. Calderón,79,95
373,4,7:28.0,,Turnover by J. Leuer (3 sec),79,95
374,4,7:28.0,J. Tatum enters the game for J. Brown,,79,95
375,4,7:18.0,Personal foul by J. Calderón (drawn by J. Tatum),,79,95
376,4,7:18.0,,B. Griffin enters the game for S. Johnson,79,95
377,4,7:10.0,K. Irving misses 3-pt jump shot from 28 ft,,79,95
378,4,7:07.0,,Defensive rebound by J. Calderón,79,95
379,4,7:01.0,,Turnover by J. Calderón (bad pass; steal by K. Irving),79,95
380,4,6:58.0,Shooting foul by J. Calderón (drawn by K. Irving),,79,95
381,4,6:58.0,K. Irving makes free throw 1 of 2,,80,95
382,4,6:58.0,K. Irving misses free throw 2 of 2,,80,95
383,4,6:56.0,,Defensive rebound by B. Brown,80,95
384,4,6:50.0,,Detroit full timeout,80,95
385,4,6:50.0,,A. Drummond enters the game for J. Leuer,80,95
386,4,6:35.0,,L. Galloway misses 3-pt jump shot from 23 ft,80,95
387,4,6:33.0,,Offensive rebound by A. Drummond,80,95
388,4,6:32.0,,A. Drummond misses 2-pt layup from 1 ft,80,95
