,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,WASHINGTON_ACTION,SACRAMENTO_SCORE,WASHINGTON_SCORE
0,1,11:40.0,,T. Ariza misses 2-pt jump shot from 12 ft,0,0
1,1,11:33.0,,Offensive rebound by T. Satoranský,0,0
2,1,11:33.0,,T. Satoranský misses 2-pt layup from 1 ft,0,0
3,1,11:31.0,,Offensive rebound by T. Ariza,0,0
4,1,11:30.0,,Personal foul by B. Hield (drawn by J. Green),0,0
5,1,11:19.0,,B. Portis misses 2-pt jump shot from 12 ft,0,0
6,1,11:15.0,Defensive rebound by W. Cauley-Stein,,0,0
7,1,11:04.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by B. Hield),,2,0
8,1,10:45.0,,T. Ariza misses 3-pt jump shot from 25 ft,2,0
9,1,10:40.0,Defensive rebound by W. Cauley-Stein,,2,0
10,1,10:29.0,H. Barnes makes 3-pt jump shot from 26 ft (assist by B. Bogdanović),,5,0
11,1,10:24.0,,Turnover by B. Portis (inbound),5,0
12,1,10:22.0,B. Bogdanović misses 2-pt jump shot from 15 ft,,5,0
13,1,10:17.0,,Defensive rebound by T. Ariza,5,0
14,1,10:08.0,,B. Portis makes 2-pt hook shot from 6 ft,5,2
15,1,9:50.0,B. Hield makes 2-pt layup from 2 ft (assist by H. Barnes),,7,2
16,1,9:37.0,,B. Beal misses 2-pt layup from 2 ft,7,2
17,1,9:33.0,Defensive rebound by B. Hield,,7,2
18,1,9:31.0,B. Hield misses 2-pt layup from 1 ft,,7,2
19,1,9:28.0,,Defensive rebound by T. Ariza,7,2
20,1,9:18.0,,T. Satoranský makes 2-pt layup from 1 ft,7,4
21,1,9:18.0,,Personal foul by D. Fox (drawn by T. Satoranský),7,4
22,1,9:18.0,,T. Satoranský makes free throw 1 of 1,7,5
23,1,8:59.0,W. Cauley-Stein misses 2-pt layup from 1 ft,,7,5
24,1,8:56.0,,Defensive rebound by B. Portis,7,5
25,1,8:48.0,,T. Satoranský makes 3-pt jump shot from 25 ft (assist by B. Beal),7,8
26,1,8:40.0,D. Fox misses 2-pt jump shot from 19 ft,,7,8
27,1,8:37.0,,Defensive rebound by B. Portis,7,8
28,1,8:33.0,,Shooting foul by W. Cauley-Stein (drawn by J. Green),7,8
29,1,8:33.0,,J. Green makes free throw 1 of 2,7,9
30,1,8:33.0,,J. Green makes free throw 2 of 2,7,10
31,1,8:22.0,H. Barnes misses 3-pt jump shot from 26 ft,,7,10
32,1,8:17.0,,Defensive rebound by B. Beal,7,10
33,1,8:08.0,,B. Beal misses 2-pt layup from 2 ft (block by W. Cauley-Stein),7,10
34,1,8:05.0,Defensive rebound by H. Barnes,,7,10
35,1,8:03.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,7,10
36,1,7:59.0,,Defensive rebound by T. Satoranský,7,10
37,1,7:50.0,,Turnover by B. Portis (out of bounds lost ball),7,10
38,1,7:34.0,W. Cauley-Stein misses 2-pt layup from 2 ft,,7,10
39,1,7:32.0,Offensive rebound by W. Cauley-Stein,,7,10
40,1,7:31.0,W. Cauley-Stein misses 2-pt layup from 1 ft,,7,10
41,1,7:28.0,,Defensive rebound by T. Satoranský,7,10
42,1,7:23.0,,T. Ariza makes 2-pt layup from 1 ft (assist by B. Beal),7,12
43,1,7:16.0,Sacramento full timeout,,7,12
44,1,7:01.0,D. Fox misses 2-pt jump shot from 16 ft,,7,12
45,1,6:56.0,,Defensive rebound by B. Beal,7,12
46,1,6:47.0,,B. Beal makes 2-pt layup from 1 ft (assist by T. Satoranský),7,14
47,1,6:33.0,B. Hield misses 3-pt jump shot from 27 ft,,7,14
48,1,6:29.0,,Defensive rebound by B. Portis,7,14
49,1,6:20.0,,B. Portis misses 2-pt hook shot from 7 ft,7,14
50,1,6:17.0,Defensive rebound by H. Barnes,,7,14
51,1,6:00.0,D. Fox misses 2-pt layup from 2 ft,,7,14
52,1,5:57.0,,Defensive rebound by T. Ariza,7,14
53,1,5:51.0,,T. Satoranský makes 3-pt jump shot from 26 ft (assist by T. Ariza),7,17
54,1,5:42.0,Turnover by B. Bogdanović (bad pass; steal by B. Beal),,7,17
55,1,5:32.0,,B. Beal misses 3-pt jump shot from 26 ft,7,17
