,QUARTER,TIME_REMAINING,NEW YORK_ACTION,PHOENIX_ACTION,NEW YORK_SCORE,PHOENIX_SCORE
387,4,6:10.0,,D. Booker makes 3-pt jump shot from 25 ft (assist by T. Johnson),76,98
388,4,5:51.0,D. Dotson makes 3-pt jump shot from 25 ft (assist by D. Smith),,79,98
389,4,5:39.0,,D. Booker misses 3-pt jump shot from 26 ft,79,98
390,4,5:37.0,Defensive rebound by D. Smith,,79,98
391,4,5:30.0,D. Smith makes 2-pt layup from 3 ft,,81,98
392,4,5:30.0,,Phoenix full timeout,81,98
393,4,5:30.0,D. Jordan enters the game for M. Robinson,,81,98
394,4,5:15.0,,T. Daniels misses 3-pt jump shot from 26 ft,81,98
395,4,5:09.0,,Offensive rebound by T. Johnson,81,98
396,4,5:09.0,,T. Johnson makes 2-pt layup at rim,81,100
397,4,4:48.0,D. Jordan makes 2-pt hook shot from 3 ft (assist by D. Dotson),,83,100
398,4,4:40.0,,M. Bridges makes 3-pt jump shot from 23 ft (assist by D. Booker),83,103
399,4,4:12.0,D. Dotson makes 2-pt layup from 3 ft (assist by A. Trier),,85,103
400,4,4:12.0,,Violation by Team (def goaltending),85,103
401,4,3:52.0,,Turnover by T. Johnson (bad pass; steal by D. Smith),85,103
402,4,3:52.0,Personal take foul by D. Booker (drawn by D. Smith),,85,103
403,4,3:41.0,N. Vonleh misses 3-pt jump shot from 25 ft,,85,103
404,4,3:37.0,,Defensive rebound by D. Ayton,85,103
405,4,3:33.0,,Offensive foul by D. Ayton (drawn by A. Trier),85,103
406,4,3:33.0,,Turnover by D. Ayton (offensive foul),85,103
407,4,3:22.0,A. Trier misses 2-pt jump shot from 18 ft,,85,103
408,4,3:19.0,Offensive rebound by D. Jordan,,85,103
409,4,3:11.0,N. Vonleh misses 2-pt hook shot from 5 ft,,85,103
410,4,3:11.0,Offensive rebound by D. Jordan,,85,103
411,4,3:06.0,D. Jordan makes 2-pt dunk from 1 ft,,87,103
412,4,2:45.0,,D. Booker misses 2-pt jump shot from 14 ft,87,103
413,4,2:43.0,Defensive rebound by D. Dotson,,87,103
414,4,2:36.0,Turnover by A. Trier (bad pass),,87,103
415,4,2:36.0,,K. Oubre enters the game for T. Johnson,87,103
416,4,2:16.0,,D. Booker makes 2-pt jump shot from 11 ft,87,105
417,4,2:04.0,D. Smith misses 3-pt jump shot from 25 ft,,87,105
418,4,2:02.0,,Defensive rebound by K. Oubre,87,105
419,4,2:00.0,,Personal foul by D. Jordan (drawn by K. Oubre),87,105
420,4,2:00.0,,J. Crawford enters the game for T. Daniels,87,105
421,4,1:52.0,,D. Booker misses 2-pt jump shot from 18 ft,87,105
422,4,1:50.0,Defensive rebound by D. Jordan,,87,105
423,4,1:39.0,Shooting foul by D. Booker (drawn by D. Smith),,87,105
424,4,1:39.0,D. Smith makes free throw 1 of 2,,88,105
425,4,1:39.0,,D. Bender enters the game for D. Ayton,88,105
426,4,1:39.0,,D. Melton enters the game for D. Booker,88,105
427,4,1:39.0,,E. Okobo enters the game for M. Bridges,88,105
428,4,1:39.0,D. Smith makes free throw 2 of 2,,89,105
429,4,1:34.0,,Personal foul by A. Trier (drawn by E. Okobo),89,105
430,4,1:34.0,,E. Okobo misses free throw 1 of 2,89,105
431,4,1:34.0,,Offensive rebound by Team,89,105
432,4,1:34.0,,E. Okobo misses free throw 2 of 2,89,105
433,4,1:31.0,Defensive rebound by D. Dotson,,89,105
434,4,1:23.0,D. Jordan makes 2-pt dunk at rim (assist by D. Smith),,91,105
435,4,1:00.0,,K. Oubre misses 3-pt jump shot from 24 ft,91,105
436,4,0:58.0,Defensive rebound by D. Jordan,,91,105
437,4,0:50.0,A. Trier makes 3-pt jump shot from 23 ft (assist by D. Smith),,94,105
438,4,0:32.0,,Shooting foul by D. Dotson (drawn by E. Okobo),94,105
439,4,0:32.0,,E. Okobo makes free throw 1 of 3,94,106
440,4,0:32.0,,E. Okobo makes free throw 2 of 3,94,107
441,4,0:32.0,,E. Okobo misses free throw 3 of 3,94,107
442,4,0:28.0,Defensive rebound by D. Jordan,,94,107
443,4,0:23.0,D. Jordan makes 2-pt dunk from 1 ft (assist by D. Smith),,96,107
