,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,DALLAS_ACTION,BROOKLYN_SCORE,DALLAS_SCORE
60,1,5:09.0,Turnover by D. Russell (bad pass; steal by D. Harris),,12,19
61,1,5:08.0,,Personal foul by D. Carroll (drawn by D. Harris),12,19
62,1,5:08.0,S. Napier enters the game for D. Russell,,12,19
63,1,4:53.0,,H. Barnes misses 2-pt jump shot from 4 ft,12,19
64,1,4:50.0,Defensive rebound by R. Hollis-Jefferson,,12,19
65,1,4:47.0,Shooting foul by D. Jordan (drawn by R. Hollis-Jefferson),,12,19
66,1,4:47.0,R. Hollis-Jefferson makes free throw 1 of 2,,13,19
67,1,4:47.0,,J. Barea enters the game for D. Smith,13,19
68,1,4:47.0,R. Hollis-Jefferson misses free throw 2 of 2,,13,19
69,1,4:44.0,,Defensive rebound by D. Jordan,13,19
70,1,4:23.0,,H. Barnes misses 2-pt jump shot from 17 ft,13,19
71,1,4:18.0,Defensive rebound by S. Dinwiddie,,13,19
72,1,4:13.0,R. Hollis-Jefferson misses 2-pt jump shot from 10 ft,,13,19
73,1,4:11.0,Offensive rebound by E. Davis,,13,19
74,1,4:10.0,E. Davis makes 2-pt layup from 1 ft,,15,19
75,1,4:10.0,Shooting foul by L. Dončić (drawn by E. Davis),,15,19
76,1,4:10.0,,S. Mejri enters the game for D. Jordan,15,19
77,1,4:10.0,E. Davis makes free throw 1 of 1,,16,19
78,1,3:50.0,,Shooting foul by R. Hollis-Jefferson (drawn by H. Barnes),16,19
79,1,3:50.0,,H. Barnes makes free throw 1 of 2,16,20
80,1,3:50.0,,R. Broekhoff enters the game for L. Dončić,16,20
81,1,3:50.0,,H. Barnes makes free throw 2 of 2,16,21
82,1,3:40.0,S. Napier misses 2-pt jump shot from 18 ft,,16,21
83,1,3:37.0,,Defensive rebound by D. Harris,16,21
84,1,3:26.0,,J. Barea misses 3-pt jump shot from 25 ft,16,21
85,1,3:22.0,Defensive rebound by R. Hollis-Jefferson,,16,21
86,1,3:12.0,E. Davis makes 2-pt hook shot from 3 ft (assist by R. Hollis-Jefferson),,18,21
87,1,3:00.0,,H. Barnes makes 3-pt jump shot from 27 ft (assist by D. Harris),18,24
88,1,2:48.0,S. Dinwiddie makes 2-pt layup from 2 ft,,20,24
89,1,2:36.0,,J. Barea misses 2-pt jump shot from 8 ft,20,24
90,1,2:34.0,Defensive rebound by S. Dinwiddie,,20,24
91,1,2:26.0,S. Dinwiddie misses 2-pt hook shot from 4 ft,,20,24
92,1,2:23.0,Offensive rebound by E. Davis,,20,24
93,1,2:22.0,E. Davis makes 2-pt layup from 1 ft,,22,24
94,1,2:06.0,,H. Barnes makes 2-pt layup from 7 ft,22,26
95,1,1:44.0,S. Napier makes 3-pt jump shot from 27 ft (assist by E. Davis),,25,26
96,1,1:30.0,,J. Barea makes 3-pt jump shot from 25 ft,25,29
97,1,1:12.0,D. Carroll misses 2-pt jump shot from 7 ft,,25,29
98,1,1:10.0,Offensive rebound by E. Davis,,25,29
99,1,1:09.0,E. Davis makes 2-pt layup from 1 ft,,27,29
100,1,0:55.0,,D. Harris makes 2-pt jump shot from 21 ft (assist by J. Barea),27,31
101,1,0:49.0,Shooting foul by S. Mejri (drawn by S. Dinwiddie),,27,31
102,1,0:49.0,S. Dinwiddie makes free throw 1 of 2,,28,31
103,1,0:49.0,S. Dinwiddie makes free throw 2 of 2,,29,31
104,1,0:35.0,,H. Barnes misses 3-pt jump shot from 28 ft,29,31
105,1,0:33.0,Defensive rebound by Team,,29,31
106,1,0:30.0,S. Dinwiddie misses 3-pt jump shot from 27 ft,,29,31
107,1,0:27.0,,Defensive rebound by S. Mejri,29,31
108,1,0:11.0,,D. Harris makes 3-pt jump shot from 25 ft (assist by J. Barea),29,34
109,1,0:04.0,S. Napier makes 3-pt jump shot from 27 ft,,32,34
110,1,0:00.0,,D. Harris misses 3-pt jump shot from 37 ft,32,34
111,1,0:00.0,,Offensive rebound by Team,32,34
112,2,11:44.0,,J. Barea makes 2-pt jump shot from 17 ft,32,36
113,2,11:28.0,D. Russell misses 2-pt jump shot from 18 ft,,32,36
114,2,11:25.0,,Defensive rebound by S. Mejri,32,36
115,2,11:19.0,,Shooting foul by D. Russell (drawn by D. Harris),32,36
116,2,11:19.0,,D. Harris makes free throw 1 of 2,32,37
117,2,11:19.0,,D. Harris makes free throw 2 of 2,32,38
118,2,11:06.0,Personal foul by J. Barea (drawn by J. Allen),,32,38
119,2,10:54.0,S. Napier makes 2-pt jump shot from 17 ft,,34,38
120,2,10:28.0,,S. Mejri makes 2-pt layup from 2 ft (assist by J. Barea),34,40
121,2,10:20.0,Personal foul by D. Harris (drawn by S. Napier),,34,40
122,2,10:10.0,D. Russell misses 3-pt jump shot from 23 ft,,34,40
123,2,10:06.0,,Defensive rebound by D. Harris,34,40
124,2,9:56.0,,J. Barea misses 2-pt jump shot from 8 ft,34,40
125,2,9:53.0,Defensive rebound by J. Dudley,,34,40
126,2,9:48.0,D. Carroll misses 3-pt jump shot from 24 ft,,34,40
127,2,9:46.0,,Defensive rebound by J. Barea,34,40
128,2,9:34.0,,S. Mejri misses 2-pt jump shot from 4 ft,34,40
129,2,9:33.0,Defensive rebound by J. Allen,,34,40
130,2,9:20.0,D. Russell makes 2-pt jump shot from 4 ft,,36,40
131,2,9:01.0,,D. Harris misses 3-pt jump shot from 27 ft,36,40
132,2,9:00.0,Defensive rebound by Team,,36,40
133,2,8:46.0,S. Napier misses 2-pt jump shot from 8 ft (block by M. Kleber),,36,40
134,2,8:42.0,Offensive rebound by J. Allen,,36,40
135,2,8:41.0,J. Allen misses 2-pt hook shot from 1 ft,,36,40
136,2,8:39.0,,Defensive rebound by S. Mejri,36,40
137,2,8:31.0,,M. Kleber makes 3-pt jump shot from 25 ft (assist by J. Barea),36,43
138,2,8:09.0,D. Russell misses 3-pt jump shot from 26 ft,,36,43
139,2,8:05.0,,Defensive rebound by R. Broekhoff,36,43
140,2,7:55.0,,J. Barea makes 2-pt jump shot from 14 ft,36,45
141,2,7:47.0,Brooklyn full timeout,,36,45
142,2,7:47.0,S. Dinwiddie enters the game for J. Dudley,,36,45
143,2,7:47.0,J. Harris enters the game for S. Napier,,36,45
144,2,7:47.0,,D. Finney-Smith enters the game for D. Harris,36,45
145,2,7:31.0,D. Carroll misses 3-pt jump shot from 26 ft,,36,45
146,2,7:27.0,Offensive rebound by J. Allen,,36,45
147,2,7:25.0,Offensive foul by D. Carroll (drawn by S. Mejri),,36,45
148,2,7:25.0,Turnover by D. Carroll (offensive foul),,36,45
149,2,7:18.0,,R. Broekhoff misses 3-pt jump shot from 26 ft,36,45
150,2,7:15.0,Defensive rebound by J. Allen,,36,45
151,2,7:09.0,J. Harris misses 3-pt jump shot from 28 ft,,36,45
152,2,7:04.0,,Defensive rebound by S. Mejri,36,45
153,2,6:50.0,,Turnover by S. Mejri (traveling),36,45
154,2,6:50.0,,L. Dončić enters the game for R. Broekhoff,36,45
155,2,6:50.0,,D. Jordan enters the game for S. Mejri,36,45
156,2,6:41.0,J. Allen makes 2-pt dunk from 2 ft (assist by S. Dinwiddie),,38,45
157,2,6:20.0,,J. Barea makes 2-pt jump shot from 13 ft,38,47
158,2,6:06.0,Shooting foul by D. Finney-Smith (drawn by S. Dinwiddie),,38,47
159,2,6:06.0,S. Dinwiddie misses free throw 1 of 2,,38,47
160,2,6:06.0,Offensive rebound by Team,,38,47
161,2,6:06.0,A. Crabbe enters the game for D. Russell,,38,47
162,2,6:06.0,S. Dinwiddie makes free throw 2 of 2,,39,47
163,2,5:47.0,,M. Kleber makes 2-pt dunk from 1 ft (assist by L. Dončić),39,49
164,2,5:26.0,D. Carroll misses 3-pt jump shot from 25 ft,,39,49
165,2,5:22.0,,Defensive rebound by D. Jordan,39,49
166,2,5:14.0,,D. Jordan makes 2-pt hook shot from 4 ft (assist by J. Barea),39,51
167,2,5:00.0,D. Carroll misses 2-pt jump shot from 5 ft,,39,51
168,2,4:58.0,,Defensive rebound by M. Kleber,39,51
169,2,4:43.0,,Turnover by D. Jordan (bad pass; steal by D. Carroll),39,51
170,2,4:43.0,R. Hollis-Jefferson enters the game for D. Carroll,,39,51
171,2,4:43.0,,D. Smith enters the game for J. Barea,39,51
172,2,4:36.0,J. Harris misses 3-pt jump shot from 27 ft,,39,51
173,2,4:33.0,,Defensive rebound by D. Jordan,39,51
174,2,4:26.0,,L. Dončić misses 2-pt jump shot from 16 ft,39,51
175,2,4:24.0,,Offensive rebound by L. Dončić,39,51
176,2,4:14.0,,Shooting foul by J. Harris (drawn by M. Kleber),39,51
177,2,4:14.0,,M. Kleber makes free throw 1 of 2,39,52
178,2,4:14.0,,M. Kleber makes free throw 2 of 2,39,53
179,2,3:56.0,A. Crabbe makes 2-pt jump shot from 12 ft (assist by S. Dinwiddie),,41,53
180,2,3:44.0,,Turnover by D. Smith (bad pass),41,53
181,2,3:34.0,A. Crabbe makes 2-pt jump shot from 10 ft (assist by S. Dinwiddie),,43,53
182,2,3:34.0,,Dallas full timeout,43,53
183,2,3:34.0,,H. Barnes enters the game for M. Kleber,43,53
184,2,3:12.0,,D. Finney-Smith misses 2-pt jump shot from 21 ft,43,53
185,2,3:09.0,Defensive rebound by R. Hollis-Jefferson,,43,53
186,2,3:04.0,A. Crabbe misses 3-pt jump shot from 25 ft,,43,53
187,2,3:01.0,Offensive rebound by J. Harris,,43,53
188,2,2:58.0,A. Crabbe makes 3-pt jump shot from 23 ft (assist by R. Hollis-Jefferson),,46,53
189,2,2:35.0,,H. Barnes makes 3-pt jump shot from 26 ft (assist by D. Finney-Smith),46,56
190,2,2:17.0,Turnover by A. Crabbe (bad pass; steal by D. Smith),,46,56
191,2,2:06.0,,Away from play foul by R. Hollis-Jefferson (drawn by D. Jordan),46,56
192,2,2:06.0,E. Davis enters the game for J. Allen,,46,56
193,2,2:03.0,,Personal foul by J. Harris (drawn by L. Dončić),46,56
194,2,1:57.0,,Offensive foul by D. Jordan (drawn by S. Dinwiddie),46,56
195,2,1:57.0,,Turnover by D. Jordan (offensive foul),46,56
196,2,1:43.0,Turnover by E. Davis (lost ball; steal by D. Jordan),,46,56
197,2,1:39.0,,H. Barnes makes 2-pt jump shot from 3 ft,46,58
198,2,1:29.0,Shooting foul by D. Finney-Smith (drawn by R. Hollis-Jefferson),,46,58
199,2,1:29.0,R. Hollis-Jefferson misses free throw 1 of 2,,46,58
200,2,1:29.0,Offensive rebound by Team,,46,58
201,2,1:29.0,R. Hollis-Jefferson makes free throw 2 of 2,,47,58
202,2,1:15.0,,Turnover by H. Barnes (bad pass; steal by R. Hollis-Jefferson),47,58
203,2,1:10.0,J. Harris makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),,50,58
204,2,1:07.0,,Dallas full timeout,50,58
205,2,1:07.0,,Violation by Team (delay of game),50,58
206,2,0:54.0,,Shooting foul by E. Davis (drawn by D. Jordan),50,58
207,2,0:54.0,,D. Jordan misses free throw 1 of 2,50,58
208,2,0:54.0,,Offensive rebound by Team,50,58
209,2,0:54.0,,D. Jordan makes free throw 2 of 2,50,59
210,2,0:39.0,A. Crabbe misses 2-pt jump shot from 19 ft,,50,59
211,2,0:37.0,,Defensive rebound by D. Jordan,50,59
212,2,0:30.0,,H. Barnes misses 2-pt layup from 5 ft (block by A. Crabbe),50,59
213,2,0:27.0,,Offensive rebound by D. Finney-Smith,50,59
214,2,0:27.0,,D. Finney-Smith makes 2-pt layup from 1 ft,50,61
215,2,0:27.0,,Shooting foul by A. Crabbe (drawn by D. Finney-Smith),50,61
216,2,0:27.0,,D. Finney-Smith misses free throw 1 of 1,50,61
217,2,0:27.0,Defensive rebound by E. Davis,,50,61
218,2,0:03.0,A. Crabbe misses 3-pt jump shot from 26 ft,,50,61
219,2,0:01.0,Offensive rebound by R. Hollis-Jefferson,,50,61
220,2,0:00.0,R. Hollis-Jefferson misses 2-pt jump shot from 6 ft,,50,61
221,2,0:00.0,,Defensive rebound by D. Jordan,50,61
222,3,11:50.0,,Personal foul by R. Hollis-Jefferson (drawn by H. Barnes),50,61
223,3,11:41.0,,H. Barnes misses 2-pt jump shot from 6 ft,50,61
224,3,11:40.0,Defensive rebound by Team,,50,61
225,3,11:18.0,J. Allen misses 2-pt hook shot from 7 ft,,50,61
226,3,11:16.0,,Defensive rebound by D. Jordan,50,61
227,3,11:11.0,,D. Finney-Smith misses 2-pt layup from 2 ft,50,61
228,3,11:09.0,Defensive rebound by J. Harris,,50,61
229,3,11:00.0,J. Harris makes 2-pt layup from 1 ft (assist by D. Russell),,52,61
230,3,11:00.0,Shooting foul by L. Dončić (drawn by J. Harris),,52,61
231,3,11:00.0,J. Harris misses free throw 1 of 1,,52,61
232,3,11:00.0,,Defensive rebound by D. Jordan,52,61
233,3,10:54.0,,L. Dončić makes 3-pt jump shot from 25 ft (assist by D. Jordan),52,64
234,3,10:41.0,J. Harris misses 3-pt jump shot from 26 ft,,52,64
235,3,10:38.0,,Defensive rebound by D. Finney-Smith,52,64
236,3,10:32.0,,Turnover by D. Smith (bad pass; steal by J. Allen),52,64
237,3,10:28.0,R. Hollis-Jefferson misses 2-pt jump shot from 4 ft,,52,64
238,3,10:27.0,Offensive rebound by J. Allen,,52,64
239,3,10:26.0,J. Allen misses 2-pt layup at rim,,52,64
240,3,10:25.0,Offensive rebound by R. Hollis-Jefferson,,52,64
241,3,10:24.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft (block by D. Finney-Smith),,52,64
242,3,10:23.0,Offensive rebound by R. Hollis-Jefferson,,52,64
243,3,10:22.0,R. Hollis-Jefferson makes 2-pt layup at rim,,54,64
244,3,9:59.0,,L. Dončić misses 2-pt jump shot from 10 ft,54,64
245,3,9:56.0,Defensive rebound by D. Russell,,54,64
246,3,9:51.0,D. Russell makes 3-pt jump shot from 26 ft,,57,64
247,3,9:31.0,,D. Jordan makes 2-pt layup from 2 ft (assist by L. Dončić),57,66
248,3,9:16.0,Turnover by A. Crabbe (bad pass; steal by L. Dončić),,57,66
249,3,9:12.0,,Turnover by L. Dončić (bad pass),57,66
250,3,8:51.0,J. Allen makes 2-pt jump shot from 5 ft (assist by J. Harris),,59,66
251,3,8:36.0,,H. Barnes misses 3-pt jump shot from 26 ft,59,66
252,3,8:34.0,,Offensive rebound by D. Finney-Smith,59,66
253,3,8:24.0,,D. Jordan misses 2-pt dunk from 2 ft,59,66
254,3,8:22.0,Defensive rebound by D. Russell,,59,66
255,3,8:19.0,J. Harris misses 3-pt jump shot from 26 ft,,59,66
256,3,8:17.0,Offensive rebound by J. Harris,,59,66
257,3,8:16.0,J. Harris makes 2-pt jump shot from 2 ft,,61,66
258,3,8:16.0,Shooting foul by D. Jordan (drawn by J. Harris),,61,66
259,3,8:16.0,,Dallas full timeout,61,66
260,3,8:16.0,J. Harris makes free throw 1 of 1,,62,66
261,3,7:53.0,,L. Dončić makes 3-pt jump shot from 29 ft,62,69
262,3,7:33.0,A. Crabbe misses 2-pt jump shot from 8 ft,,62,69
263,3,7:31.0,Offensive rebound by A. Crabbe,,62,69
264,3,7:25.0,Turnover by R. Hollis-Jefferson (lost ball; steal by L. Dončić),,62,69
265,3,7:19.0,,Turnover by L. Dončić (bad pass; steal by J. Harris),62,69
266,3,7:14.0,A. Crabbe makes 2-pt layup from 1 ft,,64,69
267,3,6:49.0,,H. Barnes misses 2-pt jump shot from 11 ft,64,69
268,3,6:46.0,Defensive rebound by D. Russell,,64,69
269,3,6:40.0,D. Russell misses 3-pt jump shot from 25 ft,,64,69
270,3,6:38.0,,Defensive rebound by D. Jordan,64,69
271,3,6:29.0,,D. Smith makes 2-pt jump shot from 12 ft,64,71
272,3,6:25.0,Brooklyn full timeout,,64,71
273,3,6:25.0,S. Dinwiddie enters the game for J. Harris,,64,71
274,3,6:25.0,,J. Barea enters the game for D. Smith,64,71
275,3,6:08.0,Shooting foul by J. Barea (drawn by D. Russell),,64,71
276,3,6:08.0,D. Russell makes free throw 1 of 2,,65,71
277,3,6:08.0,D. Russell makes free throw 2 of 2,,66,71
278,3,5:55.0,,H. Barnes makes 2-pt jump shot from 2 ft (assist by L. Dončić),66,73
279,3,5:32.0,R. Hollis-Jefferson makes 2-pt dunk from 2 ft (assist by S. Dinwiddie),,68,73
280,3,5:20.0,,L. Dončić misses 3-pt jump shot from 28 ft,68,73
281,3,5:18.0,Defensive rebound by D. Russell,,68,73
282,3,5:13.0,D. Russell misses 2-pt jump shot from 9 ft,,68,73
283,3,5:10.0,,Defensive rebound by D. Jordan,68,73
284,3,4:57.0,,D. Jordan makes 2-pt layup from 2 ft (assist by J. Barea),68,75
285,3,4:45.0,S. Dinwiddie misses 3-pt jump shot from 28 ft,,68,75
286,3,4:42.0,,Defensive rebound by L. Dončić,68,75
287,3,4:38.0,,D. Finney-Smith misses 3-pt jump shot from 26 ft,68,75
288,3,4:34.0,Defensive rebound by A. Crabbe,,68,75
289,3,4:24.0,D. Russell makes 2-pt layup from 1 ft,,70,75
290,3,4:05.0,,Shooting foul by J. Allen (drawn by D. Jordan),70,75
291,3,4:05.0,,D. Jordan makes free throw 1 of 2,70,76
292,3,4:05.0,D. Carroll enters the game for J. Allen,,70,76
293,3,4:05.0,E. Davis enters the game for A. Crabbe,,70,76
294,3,4:05.0,,D. Harris enters the game for D. Finney-Smith,70,76
295,3,4:05.0,,D. Jordan makes free throw 2 of 2,70,77
296,3,3:51.0,D. Russell misses 2-pt jump shot from 9 ft,,70,77
297,3,3:47.0,,Defensive rebound by L. Dončić,70,77
298,3,3:40.0,,Personal foul by E. Davis (drawn by D. Jordan),70,77
299,3,3:40.0,S. Napier enters the game for D. Russell,,70,77
300,3,3:33.0,,Turnover by D. Harris (bad pass; steal by S. Dinwiddie),70,77
301,3,3:16.0,S. Dinwiddie makes 2-pt jump shot from 6 ft,,72,77
302,3,2:59.0,,D. Harris misses 3-pt jump shot from 26 ft,72,77
303,3,2:55.0,Defensive rebound by E. Davis,,72,77
304,3,2:47.0,E. Davis makes 2-pt layup from 1 ft (assist by R. Hollis-Jefferson),,74,77
305,3,2:45.0,,Dallas full timeout,74,77
306,3,2:30.0,,J. Barea makes 2-pt hook shot from 2 ft,74,79
307,3,2:13.0,Turnover by S. Napier (bad pass),,74,79
308,3,1:59.0,,J. Barea misses 3-pt jump shot from 27 ft,74,79
309,3,1:57.0,Defensive rebound by R. Hollis-Jefferson,,74,79
310,3,1:47.0,Turnover by R. Hollis-Jefferson (lost ball; steal by D. Jordan),,74,79
311,3,1:39.0,,J. Barea misses 3-pt jump shot from 23 ft,74,79
312,3,1:34.0,Defensive rebound by R. Hollis-Jefferson,,74,79
313,3,1:33.0,Personal take foul by J. Barea (drawn by R. Hollis-Jefferson),,74,79
314,3,1:33.0,J. Dudley enters the game for R. Hollis-Jefferson,,74,79
315,3,1:33.0,,D. Finney-Smith enters the game for L. Dončić,74,79
316,3,1:33.0,,S. Mejri enters the game for D. Jordan,74,79
317,3,1:29.0,Personal foul by S. Mejri (drawn by S. Dinwiddie),,74,79
318,3,1:29.0,S. Dinwiddie makes free throw 1 of 2,,75,79
319,3,1:29.0,S. Dinwiddie makes free throw 2 of 2,,76,79
320,3,1:20.0,,Personal foul by J. Dudley (drawn by H. Barnes),76,79
321,3,1:08.0,,Def 3 sec tech foul by Team,76,79
322,3,1:08.0,,H. Barnes makes technical free throw,76,80
323,3,1:03.0,,Personal foul by D. Carroll (drawn by D. Harris),76,80
324,3,1:03.0,,D. Harris misses free throw 1 of 2,76,80
325,3,1:03.0,,Offensive rebound by Team,76,80
326,3,1:03.0,,D. Harris makes free throw 2 of 2,76,81
327,3,0:56.0,Personal foul by D. Finney-Smith (drawn by S. Dinwiddie),,76,81
328,3,0:56.0,S. Dinwiddie makes free throw 1 of 2,,77,81
329,3,0:56.0,S. Dinwiddie makes free throw 2 of 2,,78,81
330,3,0:45.0,,Shooting foul by S. Napier (drawn by D. Harris),78,81
331,3,0:45.0,,D. Harris makes free throw 1 of 2,78,82
332,3,0:45.0,,D. Harris makes free throw 2 of 2,78,83
333,3,0:37.0,S. Dinwiddie misses 2-pt jump shot from 5 ft,,78,83
334,3,0:35.0,Offensive rebound by Team,,78,83
335,3,0:30.0,J. Dudley misses 3-pt jump shot from 23 ft,,78,83
336,3,0:26.0,,Defensive rebound by J. Barea,78,83
337,3,0:08.0,,J. Barea makes 2-pt jump shot from 18 ft (assist by S. Mejri),78,85
338,3,0:03.0,S. Dinwiddie makes 3-pt jump shot from 29 ft,,81,85
339,3,0:00.0,,D. Finney-Smith misses 3-pt jump shot from 49 ft,81,85
340,3,0:00.0,,Offensive rebound by Team,81,85
341,4,11:43.0,S. Dinwiddie makes 2-pt jump shot from 7 ft,,83,85
342,4,11:31.0,,D. Finney-Smith misses 2-pt dunk from 2 ft,83,85
343,4,11:29.0,Defensive rebound by J. Dudley,,83,85
344,4,11:26.0,D. Carroll misses 2-pt jump shot from 22 ft,,83,85
345,4,11:22.0,Offensive rebound by E. Davis,,83,85
346,4,11:20.0,E. Davis makes 2-pt layup at rim,,85,85
347,4,11:02.0,,Turnover by J. Barea (lost ball; steal by E. Davis),85,85
348,4,10:58.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,85,85
349,4,10:55.0,Offensive rebound by J. Dudley,,85,85
350,4,10:52.0,Turnover by S. Dinwiddie (lost ball; steal by D. Harris),,85,85
351,4,10:40.0,,J. Barea makes 2-pt jump shot from 12 ft,85,87
352,4,10:13.0,E. Davis makes 2-pt layup from 2 ft (assist by S. Napier),,87,87
353,4,10:09.0,,Personal take foul by J. Dudley (drawn by J. Barea),87,87
354,4,10:09.0,D. Russell enters the game for S. Dinwiddie,,87,87
355,4,9:53.0,,M. Kleber misses 2-pt jump shot from 10 ft,87,87
356,4,9:51.0,Defensive rebound by D. Carroll,,87,87
357,4,9:45.0,Personal foul by S. Mejri (drawn by E. Davis),,87,87
358,4,9:32.0,D. Carroll misses 2-pt layup from 2 ft,,87,87
359,4,9:28.0,,Defensive rebound by S. Mejri,87,87
360,4,9:24.0,,Shooting foul by E. Davis (drawn by D. Harris),87,87
361,4,9:24.0,,D. Harris makes free throw 1 of 2,87,88
362,4,9:24.0,,D. Harris makes free throw 2 of 2,87,89
363,4,9:10.0,Turnover by J. Dudley (bad pass; steal by D. Harris),,87,89
364,4,9:10.0,,Shooting foul by D. Carroll (drawn by D. Harris),87,89
365,4,9:10.0,,D. Harris misses free throw 1 of 2,87,89
366,4,9:10.0,,Offensive rebound by Team,87,89
367,4,9:10.0,A. Crabbe enters the game for D. Carroll,,87,89
368,4,9:10.0,,D. Harris makes free throw 2 of 2,87,90
369,4,9:01.0,Personal foul by M. Kleber (drawn by J. Dudley),,87,90
370,4,8:47.0,D. Russell misses 3-pt jump shot from 24 ft,,87,90
371,4,8:45.0,,Defensive rebound by D. Harris,87,90
372,4,8:42.0,,D. Harris makes 3-pt jump shot from 26 ft,87,93
373,4,8:40.0,Brooklyn full timeout,,87,93
374,4,8:40.0,J. Allen enters the game for E. Davis,,87,93
375,4,8:40.0,J. Harris enters the game for S. Napier,,87,93
376,4,8:25.0,Turnover by J. Harris (bad pass; steal by D. Harris),,87,93
377,4,8:25.0,,Personal foul by A. Crabbe (drawn by D. Harris),87,93
378,4,8:25.0,,L. Dončić enters the game for D. Finney-Smith,87,93
