,QUARTER,TIME_REMAINING,PORTLAND_ACTION,BROOKLYN_ACTION,PORTLAND_SCORE,BROOKLYN_SCORE
228,2,2:21.0,,C. LeVert makes 2-pt layup from 3 ft,43,48
229,2,2:06.0,D. Lillard misses 2-pt jump shot from 17 ft,,43,48
230,2,2:03.0,,Defensive rebound by D. Carroll,43,48
231,2,1:59.0,,J. Allen misses 2-pt dunk from 1 ft,43,48
232,2,1:56.0,Defensive rebound by D. Lillard,,43,48
233,2,1:49.0,A. Aminu makes 3-pt jump shot from 23 ft (assist by D. Lillard),,46,48
234,2,1:34.0,,D. Russell misses 2-pt layup from 3 ft,46,48
235,2,1:32.0,Defensive rebound by M. Harkless,,46,48
236,2,1:29.0,D. Lillard misses 3-pt jump shot from 25 ft,,46,48
237,2,1:25.0,,Defensive rebound by J. Allen,46,48
238,2,1:14.0,,C. LeVert makes 2-pt layup from 6 ft,46,50
239,2,0:49.0,M. Harkless misses 2-pt layup from 3 ft,,46,50
240,2,0:48.0,Offensive rebound by J. Layman,,46,50
241,2,0:47.0,J. Layman makes 2-pt layup from 1 ft,,48,50
242,2,0:38.0,,D. Russell misses 2-pt jump shot from 13 ft,48,50
243,2,0:33.0,Defensive rebound by A. Aminu,,48,50
244,2,0:24.0,J. Nurkić makes 2-pt layup from 2 ft (assist by D. Lillard),,50,50
245,2,0:00.0,,C. LeVert misses 2-pt layup from 2 ft,50,50
246,2,0:00.0,,Offensive rebound by Team,50,50
247,3,11:45.0,,J. Harris misses 2-pt layup from 1 ft,50,50
248,3,11:42.0,Defensive rebound by J. Nurkić,,50,50
249,3,11:32.0,J. Nurkić makes 2-pt layup from 3 ft (assist by C. McCollum),,52,50
250,3,11:20.0,,J. Harris misses 2-pt jump shot from 13 ft,52,50
251,3,11:19.0,Defensive rebound by J. Nurkić,,52,50
252,3,11:10.0,J. Nurkić makes 2-pt hook shot from 5 ft (assist by M. Harkless),,54,50
253,3,10:59.0,,J. Allen misses 2-pt hook shot from 6 ft,54,50
254,3,10:56.0,Defensive rebound by A. Aminu,,54,50
255,3,10:47.0,Shooting foul by J. Allen (drawn by J. Nurkić),,54,50
256,3,10:47.0,J. Nurkić misses free throw 1 of 2,,54,50
257,3,10:47.0,Offensive rebound by Team,,54,50
258,3,10:47.0,J. Nurkić makes free throw 2 of 2,,55,50
259,3,10:32.0,,J. Allen makes 2-pt layup from 2 ft (assist by D. Russell),55,52
260,3,10:18.0,D. Lillard misses 3-pt jump shot from 26 ft,,55,52
261,3,10:15.0,,Defensive rebound by J. Allen,55,52
262,3,10:09.0,,C. LeVert misses 2-pt layup from 3 ft (block by C. McCollum),55,52
263,3,10:05.0,Defensive rebound by A. Aminu,,55,52
264,3,9:51.0,J. Nurkić makes 2-pt hook shot from 7 ft,,57,52
265,3,9:40.0,,Shooting foul by J. Nurkić (drawn by J. Allen),57,52
266,3,9:40.0,,J. Allen makes free throw 1 of 2,57,53
267,3,9:40.0,,J. Allen makes free throw 2 of 2,57,54
268,3,9:22.0,C. McCollum makes 2-pt jump shot from 17 ft,,59,54
269,3,9:12.0,,Shooting foul by C. McCollum (drawn by D. Russell),59,54
270,3,9:12.0,,D. Russell makes free throw 1 of 2,59,55
271,3,9:12.0,,D. Russell makes free throw 2 of 2,59,56
272,3,9:07.0,C. McCollum makes 2-pt jump shot from 20 ft,,61,56
273,3,8:44.0,Violation by Team (kicked ball),,61,56
274,3,8:36.0,,C. LeVert misses 2-pt jump shot from 10 ft,61,56
275,3,8:33.0,Defensive rebound by C. McCollum,,61,56
276,3,8:26.0,A. Aminu makes 3-pt jump shot from 25 ft (assist by M. Harkless),,64,56
277,3,8:15.0,,J. Harris misses 3-pt jump shot from 26 ft,64,56
278,3,8:13.0,,Offensive rebound by J. Harris,64,56
279,3,8:12.0,,Shooting foul by J. Nurkić (drawn by J. Harris),64,56
280,3,8:12.0,,J. Harris makes free throw 1 of 2,64,57
281,3,8:12.0,,J. Harris makes free throw 2 of 2,64,58
282,3,8:05.0,C. McCollum misses 3-pt jump shot from 25 ft,,64,58
283,3,8:02.0,,Defensive rebound by J. Harris,64,58
284,3,7:58.0,,C. LeVert makes 3-pt jump shot from 26 ft (assist by D. Russell),64,61
285,3,7:43.0,J. Nurkić makes 2-pt layup from 3 ft,,66,61
286,3,7:27.0,,J. Harris makes 2-pt layup from 1 ft,66,63
287,3,7:18.0,D. Lillard misses 3-pt jump shot from 26 ft,,66,63
288,3,7:18.0,,Defensive rebound by J. Allen,66,63
289,3,7:07.0,,Offensive foul by J. Allen (drawn by C. McCollum),66,63
290,3,7:07.0,,Turnover by J. Allen (offensive foul),66,63
291,3,7:07.0,E. Freedom enters the game for C. McCollum,,66,63
292,3,7:07.0,J. Layman enters the game for J. Nurkić,,66,63
293,3,7:07.0,,E. Davis enters the game for J. Allen,66,63
294,3,6:53.0,A. Aminu misses 3-pt jump shot from 24 ft,,66,63
295,3,6:53.0,,Defensive rebound by D. Russell,66,63
296,3,6:43.0,,C. LeVert misses 2-pt layup from 5 ft,66,63
297,3,6:40.0,,Offensive rebound by E. Davis,66,63
298,3,6:40.0,,Turnover by E. Davis (bad pass),66,63
299,3,6:40.0,,Brooklyn full timeout,66,63
300,3,6:30.0,D. Lillard makes 3-pt jump shot from 25 ft,,69,63
301,3,6:17.0,,T. Graham misses 3-pt jump shot from 25 ft,69,63
302,3,6:16.0,Defensive rebound by Team,,69,63
303,3,6:16.0,,R. Hollis-Jefferson enters the game for T. Graham,69,63
304,3,6:02.0,D. Lillard makes 2-pt jump shot from 12 ft,,71,63
305,3,6:02.0,Shooting foul by C. LeVert (drawn by D. Lillard),,71,63
306,3,6:02.0,,A. Crabbe enters the game for C. LeVert,71,63
307,3,6:02.0,D. Lillard makes free throw 1 of 1,,72,63
308,3,5:54.0,,D. Russell misses 3-pt jump shot from 26 ft,72,63
309,3,5:50.0,Defensive rebound by D. Lillard,,72,63
310,3,5:45.0,D. Lillard misses 3-pt jump shot from 25 ft,,72,63
311,3,5:43.0,Offensive rebound by D. Lillard,,72,63
312,3,5:41.0,D. Lillard misses 2-pt jump shot from 20 ft,,72,63
313,3,5:39.0,Offensive rebound by Team,,72,63
314,3,5:33.0,E. Freedom makes 2-pt layup from 1 ft (assist by D. Lillard),,74,63
315,3,5:18.0,,E. Davis makes 2-pt layup from 2 ft (assist by R. Hollis-Jefferson),74,65
316,3,5:04.0,M. Harkless misses 3-pt jump shot from 25 ft,,74,65
317,3,5:02.0,Offensive rebound by D. Lillard,,74,65
318,3,4:58.0,D. Lillard misses 2-pt jump shot from 11 ft,,74,65
319,3,4:56.0,,Defensive rebound by J. Harris,74,65
320,3,4:51.0,,Turnover by R. Hollis-Jefferson (bad pass; steal by D. Lillard),74,65
321,3,4:51.0,Personal foul by J. Harris (drawn by D. Lillard),,74,65
322,3,4:51.0,R. Hood enters the game for M. Harkless,,74,65
323,3,4:42.0,E. Freedom makes 2-pt hook shot from 12 ft (assist by D. Lillard),,76,65
324,3,4:24.0,,J. Harris makes 2-pt layup from 1 ft (assist by D. Russell),76,67
325,3,4:09.0,Personal foul by E. Davis (drawn by E. Freedom),,76,67
326,3,4:09.0,,D. Carroll enters the game for J. Harris,76,67
327,3,4:09.0,,S. Napier enters the game for D. Russell,76,67
328,3,3:54.0,R. Hood misses 2-pt jump shot from 15 ft,,76,67
329,3,3:52.0,Offensive rebound by E. Freedom,,76,67
330,3,3:51.0,E. Freedom makes 2-pt layup from 1 ft,,78,67
331,3,3:28.0,,A. Crabbe misses 3-pt jump shot from 26 ft (block by J. Layman),78,67
332,3,3:24.0,,Offensive rebound by A. Crabbe,78,67
333,3,3:22.0,,D. Carroll misses 2-pt jump shot from 13 ft,78,67
334,3,3:22.0,Defensive rebound by Team,,78,67
335,3,3:22.0,S. Curry enters the game for A. Aminu,,78,67
336,3,3:12.0,S. Curry misses 3-pt jump shot from 25 ft,,78,67
337,3,3:09.0,Offensive rebound by D. Lillard,,78,67
338,3,3:00.0,R. Hood misses 2-pt jump shot from 13 ft,,78,67
339,3,2:55.0,Offensive rebound by J. Layman,,78,67
340,3,2:55.0,J. Layman makes 2-pt layup at rim,,80,67
341,3,2:46.0,,S. Napier misses 2-pt layup from 3 ft,80,67
342,3,2:41.0,Defensive rebound by E. Freedom,,80,67
343,3,2:37.0,R. Hood misses 3-pt jump shot from 24 ft,,80,67
344,3,2:37.0,Offensive rebound by E. Freedom,,80,67
345,3,2:33.0,E. Freedom makes 2-pt layup from 1 ft,,82,67
346,3,2:33.0,,Brooklyn full timeout,82,67
347,3,2:20.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by S. Napier),82,70
348,3,1:59.0,Turnover by S. Curry (traveling),,82,70
349,3,1:47.0,,Turnover by S. Napier (bad pass; steal by J. Layman),82,70
350,3,1:39.0,Turnover by D. Lillard (lost ball; steal by R. Hollis-Jefferson),,82,70
351,3,1:33.0,,D. Carroll makes 2-pt layup from 1 ft (assist by R. Hollis-Jefferson),82,72
352,3,1:12.0,R. Hood makes 2-pt jump shot from 13 ft,,84,72
353,3,1:03.0,,S. Napier misses 3-pt jump shot from 25 ft,84,72
354,3,1:00.0,Defensive rebound by J. Layman,,84,72
355,3,0:53.0,D. Lillard misses 3-pt jump shot from 23 ft,,84,72
356,3,0:50.0,,Defensive rebound by D. Carroll,84,72
357,3,0:44.0,,A. Crabbe misses 3-pt jump shot from 26 ft,84,72
358,3,0:41.0,Defensive rebound by J. Layman,,84,72
359,3,0:31.0,E. Freedom misses 3-pt jump shot from 25 ft,,84,72
360,3,0:28.0,,Defensive rebound by E. Davis,84,72
361,3,0:11.0,,R. Hollis-Jefferson misses 2-pt layup from 2 ft (block by J. Layman),84,72
362,3,0:09.0,Defensive rebound by E. Freedom,,84,72
363,3,0:00.0,D. Lillard misses 2-pt jump shot from 14 ft,,84,72
364,3,0:00.0,Offensive rebound by Team,,84,72
365,4,11:44.0,Turnover by J. Layman (traveling),,84,72
366,4,11:30.0,,A. Crabbe misses 3-pt jump shot from 25 ft,84,72
367,4,11:26.0,,Offensive rebound by A. Crabbe,84,72
368,4,11:25.0,,A. Crabbe makes 2-pt jump shot from 1 ft,84,74
369,4,11:13.0,C. McCollum makes 2-pt jump shot from 12 ft,,86,74
370,4,11:01.0,,Personal foul by S. Curry (drawn by E. Davis),86,74
371,4,10:50.0,,A. Crabbe misses 3-pt jump shot from 25 ft,86,74
372,4,10:46.0,Defensive rebound by E. Freedom,,86,74
373,4,10:40.0,Shooting foul by S. Napier (drawn by E. Freedom),,86,74
374,4,10:40.0,E. Freedom makes free throw 1 of 2,,87,74
375,4,10:40.0,E. Freedom makes free throw 2 of 2,,88,74
376,4,10:30.0,,E. Davis makes 2-pt layup from 2 ft (assist by A. Crabbe),88,76
377,4,10:30.0,,Shooting foul by E. Freedom (drawn by E. Davis),88,76
378,4,10:30.0,,E. Davis makes free throw 1 of 1,88,77
379,4,10:12.0,E. Freedom makes 2-pt layup from 1 ft,,90,77
380,4,9:57.0,,Personal foul by J. Layman (drawn by S. Napier),90,77
381,4,9:44.0,,S. Napier makes 2-pt layup from 1 ft,90,79
382,4,9:25.0,C. McCollum misses 3-pt jump shot from 25 ft,,90,79
383,4,9:21.0,,Defensive rebound by D. Carroll,90,79
384,4,9:12.0,,S. Napier makes 3-pt jump shot from 26 ft,90,82
