,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,CHARLOTTE_ACTION,PHILADELPHIA_SCORE,CHARLOTTE_SCORE
33,1,7:13.0,,M. Williams misses 3-pt jump shot from 23 ft,17,11
34,1,7:13.0,Defensive rebound by B. Simmons,,17,11
35,1,6:59.0,T. Harris misses 3-pt jump shot from 25 ft,,17,11
36,1,6:55.0,,Defensive rebound by M. Bridges,17,11
37,1,6:49.0,,B. Biyombo makes 2-pt dunk from 1 ft (assist by M. Bridges),17,13
38,1,6:29.0,J. Redick makes 2-pt jump shot from 15 ft (assist by J. Butler),,19,13
39,1,6:16.0,,K. Walker makes 2-pt jump shot from 18 ft,19,15
40,1,6:07.0,J. Redick misses 3-pt jump shot from 24 ft,,19,15
41,1,6:06.0,Offensive rebound by J. Redick,,19,15
42,1,6:06.0,Shooting foul by K. Walker (drawn by J. Redick),,19,15
43,1,6:06.0,J. Redick makes free throw 1 of 2,,20,15
44,1,6:06.0,,D. Graham enters the game for K. Walker,20,15
45,1,6:06.0,,J. Lamb enters the game for M. Williams,20,15
46,1,6:06.0,J. Redick makes free throw 2 of 2,,21,15
47,1,5:56.0,,N. Batum makes 2-pt jump shot from 20 ft (assist by M. Bridges),21,17
48,1,5:44.0,B. Simmons misses 2-pt dunk from 2 ft,,21,17
49,1,5:44.0,,Defensive rebound by Team,21,17
50,1,5:44.0,B. Marjanović enters the game for A. Johnson,,21,17
51,1,5:44.0,T. McConnell enters the game for J. Redick,,21,17
52,1,5:44.0,M. Scott enters the game for B. Simmons,,21,17
53,1,5:32.0,,Def 3 sec tech foul by Team,21,17
54,1,5:32.0,,N. Batum makes technical free throw,21,18
55,1,5:19.0,,M. Bridges misses 3-pt jump shot from 30 ft,21,18
56,1,5:17.0,,Offensive rebound by Team,21,18
57,1,5:17.0,Loose ball foul by B. Marjanović (drawn by B. Biyombo),,21,18
58,1,5:12.0,,N. Batum misses 3-pt jump shot from 25 ft,21,18
59,1,5:09.0,Defensive rebound by J. Butler,,21,18
60,1,4:59.0,J. Butler misses 2-pt jump shot from 7 ft (block by N. Batum),,21,18
61,1,4:57.0,Offensive rebound by J. Butler,,21,18
62,1,4:57.0,J. Butler makes 2-pt layup at rim,,23,18
63,1,4:46.0,,D. Graham makes 2-pt jump shot from 17 ft (assist by J. Lamb),23,20
64,1,4:23.0,J. Butler makes 2-pt jump shot from 15 ft (assist by B. Marjanović),,25,20
65,1,4:09.0,,B. Biyombo misses 2-pt layup from 2 ft,25,20
66,1,4:07.0,Defensive rebound by T. Harris,,25,20
67,1,4:04.0,Turnover by T. Harris (bad pass),,25,20
68,1,4:04.0,,F. Kaminsky enters the game for B. Biyombo,25,20
69,1,4:00.0,,Personal foul by T. McConnell (drawn by D. Graham),25,20
70,1,4:00.0,,M. Kidd-Gilchrist enters the game for M. Bridges,25,20
71,1,3:41.0,,F. Kaminsky misses 2-pt jump shot from 11 ft,25,20
72,1,3:37.0,Defensive rebound by B. Marjanović,,25,20
73,1,3:24.0,T. Harris misses 3-pt jump shot from 25 ft,,25,20
74,1,3:23.0,,Defensive rebound by Team,25,20
75,1,3:08.0,,Personal foul by T. Harris (drawn by J. Lamb),25,20
76,1,2:58.0,,J. Lamb makes 3-pt jump shot from 27 ft,25,23
77,1,2:56.0,Philadelphia full timeout,,25,23
78,1,2:56.0,J. Ennis enters the game for J. Butler,,25,23
79,1,2:56.0,J. Redick enters the game for T. Harris,,25,23
80,1,2:56.0,B. Simmons enters the game for T. McConnell,,25,23
81,1,2:56.0,,D. Bacon enters the game for N. Batum,25,23
82,1,2:38.0,J. Redick misses 3-pt jump shot from 26 ft,,25,23
83,1,2:36.0,,Defensive rebound by M. Kidd-Gilchrist,25,23
84,1,2:33.0,,Shooting foul by B. Marjanović (drawn by M. Kidd-Gilchrist),25,23
85,1,2:33.0,,M. Kidd-Gilchrist misses free throw 1 of 2,25,23
86,1,2:33.0,,Offensive rebound by Team,25,23
87,1,2:33.0,,M. Kidd-Gilchrist makes free throw 2 of 2,25,24
88,1,2:13.0,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Redick),,27,24
89,1,1:53.0,,D. Bacon misses 3-pt jump shot from 23 ft,27,24
90,1,1:50.0,Defensive rebound by B. Marjanović,,27,24
91,1,1:41.0,Turnover by B. Simmons (step out of bounds),,27,24
92,1,1:29.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 6 ft (assist by D. Graham),27,26
93,1,1:12.0,J. Redick misses 2-pt jump shot from 2 ft,,27,26
94,1,1:12.0,,Defensive rebound by F. Kaminsky,27,26
95,1,1:07.0,,Turnover by M. Kidd-Gilchrist (out of bounds lost ball),27,26
96,1,0:57.0,J. Ennis misses 3-pt jump shot from 26 ft,,27,26
97,1,0:54.0,,Defensive rebound by M. Kidd-Gilchrist,27,26
98,1,0:46.0,,Shooting foul by B. Simmons (drawn by J. Lamb),27,26
99,1,0:46.0,,J. Lamb makes free throw 1 of 2,27,27
100,1,0:46.0,,J. Lamb makes free throw 2 of 2,27,28
101,1,0:34.0,B. Simmons makes 2-pt hook shot from 9 ft (assist by J. Redick),,29,28
102,1,0:23.0,,F. Kaminsky makes 2-pt dunk from 1 ft (assist by M. Kidd-Gilchrist),29,30
103,1,0:01.0,Shooting foul by M. Kidd-Gilchrist (drawn by J. Redick),,29,30
104,1,0:01.0,J. Redick makes free throw 1 of 3,,30,30
105,1,0:01.0,J. Redick makes free throw 2 of 3,,31,30
106,1,0:01.0,T. McConnell enters the game for B. Marjanović,,31,30
107,1,0:01.0,J. Redick misses free throw 3 of 3,,31,30
108,1,0:01.0,,Defensive rebound by Team,31,30
109,1,0:00.0,,D. Graham misses 3-pt jump shot from 56 ft,31,30
110,1,0:00.0,,Offensive rebound by Team,31,30
111,2,11:45.0,,Def 3 sec tech foul by Team,31,30
112,2,11:45.0,,J. Lamb makes technical free throw,31,31
113,2,11:33.0,,D. Graham misses 3-pt jump shot from 30 ft,31,31
114,2,11:29.0,Defensive rebound by J. Ennis,,31,31
115,2,11:09.0,T. Harris misses 2-pt jump shot from 17 ft,,31,31
116,2,11:01.0,Offensive rebound by J. Ennis,,31,31
117,2,11:01.0,J. Ennis makes 2-pt layup at rim,,33,31
118,2,11:00.0,,Shooting foul by A. Johnson (drawn by D. Bacon),33,31
119,2,11:00.0,,D. Bacon misses free throw 1 of 2,33,31
120,2,11:00.0,,Offensive rebound by Team,33,31
121,2,11:00.0,,D. Bacon makes free throw 2 of 2,33,32
122,2,10:48.0,J. Redick makes 3-pt jump shot from 24 ft (assist by A. Johnson),,36,32
123,2,10:30.0,,D. Bacon makes 2-pt layup from 2 ft,36,34
124,2,10:23.0,A. Johnson misses 3-pt jump shot from 25 ft,,36,34
125,2,10:20.0,,Defensive rebound by D. Bacon,36,34
126,2,10:10.0,,M. Kidd-Gilchrist makes 3-pt jump shot from 23 ft (assist by F. Kaminsky),36,37
127,2,9:57.0,T. Harris misses 2-pt jump shot from 19 ft,,36,37
128,2,9:54.0,,Defensive rebound by M. Kidd-Gilchrist,36,37
129,2,9:44.0,,D. Bacon misses 2-pt jump shot from 18 ft,36,37
130,2,9:40.0,Defensive rebound by J. Redick,,36,37
131,2,9:34.0,J. Redick misses 2-pt jump shot from 21 ft,,36,37
132,2,9:31.0,,Defensive rebound by M. Kidd-Gilchrist,36,37
133,2,9:23.0,,D. Bacon misses 2-pt layup from 3 ft,36,37
134,2,9:21.0,,Offensive rebound by M. Kidd-Gilchrist,36,37
135,2,9:19.0,,D. Bacon misses 3-pt jump shot from 23 ft,36,37
136,2,9:16.0,Defensive rebound by T. Harris,,36,37
137,2,9:08.0,T. Harris makes 2-pt jump shot from 14 ft,,38,37
138,2,8:47.0,,F. Kaminsky makes 2-pt hook shot from 2 ft,38,39
139,2,8:34.0,B. Simmons makes 2-pt dunk from 1 ft (assist by J. Redick),,40,39
140,2,8:23.0,,D. Graham misses 3-pt jump shot from 26 ft,40,39
141,2,8:19.0,Defensive rebound by J. Redick,,40,39
142,2,8:12.0,J. Redick makes 3-pt jump shot from 27 ft (assist by T. Harris),,43,39
143,2,8:11.0,,Charlotte full timeout,43,39
144,2,8:11.0,J. Butler enters the game for A. Johnson,,43,39
145,2,8:11.0,B. Marjanović enters the game for B. Simmons,,43,39
146,2,8:11.0,,N. Batum enters the game for D. Bacon,43,39
147,2,8:11.0,,M. Bridges enters the game for D. Graham,43,39
148,2,8:11.0,,S. Mack enters the game for M. Kidd-Gilchrist,43,39
149,2,8:11.0,,M. Williams enters the game for J. Lamb,43,39
150,2,7:59.0,,Turnover by F. Kaminsky (out of bounds lost ball),43,39
151,2,7:36.0,J. Ennis misses 2-pt jump shot from 14 ft,,43,39
152,2,7:31.0,,Defensive rebound by M. Bridges,43,39
153,2,7:28.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,43,39
154,2,7:25.0,Defensive rebound by J. Ennis,,43,39
155,2,7:16.0,J. Redick makes 3-pt jump shot from 23 ft (assist by J. Butler),,46,39
156,2,6:59.0,,Shooting foul by J. Butler (drawn by F. Kaminsky),46,39
157,2,6:59.0,,F. Kaminsky makes free throw 1 of 2,46,40
158,2,6:59.0,,F. Kaminsky makes free throw 2 of 2,46,41
159,2,6:40.0,J. Butler makes 2-pt jump shot from 12 ft,,48,41
160,2,6:25.0,,S. Mack misses 3-pt jump shot from 26 ft,48,41
161,2,6:23.0,Defensive rebound by Team,,48,41
162,2,6:23.0,T. McConnell enters the game for J. Redick,,48,41
163,2,6:10.0,Shooting foul by F. Kaminsky (drawn by J. Butler),,48,41
164,2,6:10.0,J. Butler makes free throw 1 of 2,,49,41
165,2,6:10.0,J. Butler makes free throw 2 of 2,,50,41
166,2,5:52.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,50,41
167,2,5:46.0,,Offensive rebound by M. Bridges,50,41
168,2,5:45.0,,Shooting foul by J. Butler (drawn by M. Williams),50,41
169,2,5:45.0,,M. Williams makes free throw 1 of 2,50,42
170,2,5:45.0,,M. Williams makes free throw 2 of 2,50,43
171,2,5:28.0,T. Harris makes 2-pt jump shot from 5 ft (assist by B. Marjanović),,52,43
172,2,5:17.0,,N. Batum makes 3-pt jump shot from 23 ft (assist by F. Kaminsky),52,46
173,2,4:50.0,J. Ennis misses 3-pt jump shot from 23 ft,,52,46
174,2,4:50.0,Offensive rebound by Team,,52,46
175,2,4:50.0,,Loose ball foul by M. Williams (drawn by B. Marjanović),52,46
176,2,4:50.0,,B. Biyombo enters the game for F. Kaminsky,52,46
177,2,4:40.0,Turnover by B. Marjanović (lost ball; steal by M. Bridges),,52,46
178,2,4:30.0,,M. Williams misses 3-pt jump shot from 27 ft,52,46
179,2,4:23.0,,Offensive rebound by B. Biyombo,52,46
180,2,4:23.0,,B. Biyombo makes 2-pt layup from 2 ft,52,48
181,2,4:00.0,T. Harris misses 2-pt jump shot from 18 ft,,52,48
182,2,3:57.0,,Defensive rebound by M. Bridges,52,48
183,2,3:47.0,,Turnover by S. Mack (bad pass; steal by T. Harris),52,48
184,2,3:41.0,J. Ennis makes 2-pt dunk from 1 ft (assist by J. Butler),,54,48
185,2,3:26.0,,Turnover by N. Batum (bad pass; steal by J. Butler),54,48
186,2,3:24.0,Shooting foul by N. Batum (drawn by T. Harris),,54,48
187,2,3:24.0,T. Harris makes free throw 1 of 2,,55,48
188,2,3:24.0,A. Johnson enters the game for B. Marjanović,,55,48
189,2,3:24.0,B. Simmons enters the game for T. McConnell,,55,48
190,2,3:24.0,,J. Lamb enters the game for N. Batum,55,48
191,2,3:24.0,T. Harris makes free throw 2 of 2,,56,48
192,2,3:10.0,,J. Lamb makes 3-pt jump shot from 27 ft,56,51
193,2,3:07.0,Philadelphia full timeout,,56,51
194,2,3:07.0,J. Redick enters the game for J. Ennis,,56,51
195,2,3:07.0,M. Scott enters the game for T. Harris,,56,51
196,2,3:07.0,,D. Bacon enters the game for M. Williams,56,51
197,2,3:00.0,Turnover by J. Redick (bad pass),,56,51
198,2,2:43.0,,M. Bridges makes 2-pt dunk from 1 ft (assist by J. Lamb),56,53
199,2,2:26.0,A. Johnson misses 2-pt layup from 1 ft,,56,53
200,2,2:22.0,Offensive rebound by A. Johnson,,56,53
201,2,2:22.0,A. Johnson makes 2-pt layup at rim,,58,53
202,2,2:09.0,,Shooting foul by M. Scott (drawn by D. Bacon),58,53
203,2,2:09.0,,D. Bacon makes free throw 1 of 2,58,54
204,2,2:09.0,,D. Bacon misses free throw 2 of 2,58,54
205,2,2:07.0,Defensive rebound by B. Simmons,,58,54
206,2,1:59.0,M. Scott misses 3-pt jump shot from 24 ft,,58,54
207,2,1:56.0,,Defensive rebound by J. Lamb,58,54
208,2,1:51.0,,S. Mack misses 3-pt jump shot from 25 ft,58,54
209,2,1:47.0,Defensive rebound by M. Scott,,58,54
210,2,1:41.0,B. Simmons makes 2-pt layup from 4 ft,,60,54
211,2,1:23.0,,J. Lamb makes 2-pt layup from 3 ft,60,56
212,2,1:13.0,B. Simmons makes 2-pt layup from 2 ft,,62,56
213,2,0:55.0,,S. Mack misses 2-pt jump shot from 10 ft,62,56
214,2,0:52.0,,Offensive rebound by B. Biyombo,62,56
215,2,0:52.0,,Shooting foul by M. Scott (drawn by B. Biyombo),62,56
216,2,0:52.0,,B. Biyombo misses free throw 1 of 2,62,56
217,2,0:52.0,,Offensive rebound by Team,62,56
218,2,0:52.0,,B. Biyombo makes free throw 2 of 2,62,57
219,2,0:32.0,J. Redick misses 3-pt jump shot from 26 ft,,62,57
220,2,0:29.0,,Defensive rebound by M. Bridges,62,57
221,2,0:10.0,,Shooting foul by M. Scott (drawn by D. Bacon),62,57
222,2,0:10.0,,D. Bacon makes free throw 1 of 2,62,58
223,2,0:10.0,T. Harris enters the game for A. Johnson,,62,58
224,2,0:10.0,,N. Batum enters the game for B. Biyombo,62,58
225,2,0:10.0,,M. Kidd-Gilchrist enters the game for S. Mack,62,58
226,2,0:10.0,,D. Bacon makes free throw 2 of 2,62,59
227,2,0:04.0,Personal take foul by M. Bridges (drawn by J. Butler),,62,59
228,2,0:04.0,,M. Williams enters the game for J. Lamb,62,59
229,2,0:02.0,Turnover by J. Butler (bad pass; steal by M. Bridges),,62,59
230,2,0:00.0,,M. Bridges misses 3-pt jump shot from 46 ft,62,59
231,2,0:00.0,,Offensive rebound by Team,62,59
232,3,11:47.0,,K. Walker misses 3-pt jump shot from 26 ft,62,59
233,3,11:43.0,Defensive rebound by T. Harris,,62,59
234,3,11:32.0,J. Butler misses 2-pt jump shot from 18 ft,,62,59
235,3,11:26.0,,Defensive rebound by M. Bridges,62,59
236,3,11:16.0,,K. Walker makes 2-pt jump shot from 11 ft,62,61
237,3,10:50.0,J. Butler misses 3-pt jump shot from 27 ft,,62,61
238,3,10:44.0,,Defensive rebound by M. Williams,62,61
239,3,10:33.0,,N. Batum misses 2-pt layup from 7 ft (block by J. Butler),62,61
240,3,10:29.0,Defensive rebound by J. Redick,,62,61
241,3,10:17.0,Shooting foul by B. Biyombo (drawn by B. Simmons),,62,61
242,3,10:17.0,B. Simmons makes free throw 1 of 2,,63,61
243,3,10:17.0,B. Simmons misses free throw 2 of 2,,63,61
244,3,10:15.0,,Defensive rebound by M. Williams,63,61
245,3,9:54.0,,M. Bridges misses 2-pt jump shot from 22 ft,63,61
246,3,9:51.0,Defensive rebound by J. Redick,,63,61
247,3,9:40.0,J. Redick misses 3-pt jump shot from 26 ft,,63,61
248,3,9:37.0,,Defensive rebound by K. Walker,63,61
249,3,9:32.0,,K. Walker makes 3-pt jump shot from 25 ft,63,64
250,3,9:24.0,Philadelphia full timeout,,63,64
251,3,9:15.0,T. Harris makes 3-pt jump shot from 26 ft (assist by J. Butler),,66,64
252,3,9:05.0,,Shooting foul by J. Redick (drawn by K. Walker),66,64
253,3,9:05.0,,K. Walker makes free throw 1 of 2,66,65
254,3,9:05.0,,K. Walker makes free throw 2 of 2,66,66
255,3,8:41.0,B. Simmons makes 2-pt jump shot from 11 ft (assist by J. Redick),,68,66
256,3,8:26.0,,N. Batum makes 3-pt jump shot from 26 ft (assist by B. Biyombo),68,69
257,3,8:11.0,Shooting foul by M. Williams (drawn by J. Butler),,68,69
258,3,8:11.0,J. Butler makes free throw 1 of 2,,69,69
259,3,8:11.0,J. Bolden enters the game for A. Johnson,,69,69
260,3,8:11.0,J. Butler makes free throw 2 of 2,,70,69
261,3,8:01.0,,Shooting foul by J. Bolden (drawn by B. Biyombo),70,69
262,3,8:01.0,,B. Biyombo makes free throw 1 of 2,70,70
263,3,8:01.0,,B. Biyombo misses free throw 2 of 2,70,70
264,3,7:59.0,Defensive rebound by B. Simmons,,70,70
265,3,7:41.0,J. Bolden misses 3-pt jump shot from 24 ft,,70,70
266,3,7:38.0,,Defensive rebound by N. Batum,70,70
267,3,7:35.0,,Turnover by N. Batum (bad pass; steal by B. Simmons),70,70
268,3,7:31.0,B. Simmons makes 2-pt layup from 2 ft,,72,70
269,3,7:18.0,,K. Walker makes 3-pt jump shot from 25 ft,72,73
270,3,6:50.0,J. Butler makes 2-pt jump shot from 12 ft,,74,73
271,3,6:32.0,,B. Biyombo makes 2-pt dunk from 2 ft (assist by K. Walker),74,75
272,3,6:20.0,B. Simmons makes 2-pt layup from 2 ft (assist by J. Redick),,76,75
273,3,6:06.0,,K. Walker misses 2-pt jump shot from 22 ft,76,75
274,3,6:06.0,Defensive rebound by J. Redick,,76,75
275,3,6:01.0,T. Harris makes 2-pt dunk from 1 ft (assist by B. Simmons),,78,75
276,3,6:01.0,,Charlotte full timeout,78,75
277,3,6:01.0,,D. Bacon enters the game for N. Batum,78,75
278,3,6:01.0,,J. Lamb enters the game for M. Williams,78,75
279,3,5:37.0,,D. Bacon misses 2-pt layup from 10 ft (block by B. Simmons),78,75
280,3,5:34.0,Defensive rebound by B. Simmons,,78,75
281,3,5:32.0,T. Harris misses 3-pt jump shot from 26 ft,,78,75
282,3,5:32.0,,Defensive rebound by Team,78,75
283,3,5:32.0,M. Scott enters the game for J. Redick,,78,75
284,3,5:18.0,,K. Walker misses 2-pt jump shot from 18 ft,78,75
285,3,5:15.0,Defensive rebound by T. Harris,,78,75
286,3,5:08.0,T. Harris makes 2-pt layup from 3 ft (assist by B. Simmons),,80,75
287,3,4:53.0,,Shooting foul by M. Scott (drawn by J. Lamb),80,75
288,3,4:53.0,,J. Lamb misses free throw 1 of 2,80,75
289,3,4:53.0,,Offensive rebound by Team,80,75
290,3,4:53.0,T. McConnell enters the game for B. Simmons,,80,75
291,3,4:53.0,,F. Kaminsky enters the game for B. Biyombo,80,75
292,3,4:53.0,,J. Lamb makes free throw 2 of 2,80,76
293,3,4:34.0,J. Butler makes 2-pt jump shot from 12 ft,,82,76
294,3,4:18.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,82,76
295,3,4:13.0,,Offensive rebound by M. Bridges,82,76
296,3,4:12.0,,J. Lamb misses 3-pt jump shot from 23 ft,82,76
297,3,4:08.0,,Offensive rebound by M. Bridges,82,76
298,3,4:03.0,,M. Bridges makes 2-pt hook shot from 9 ft,82,78
299,3,3:38.0,J. Butler misses 2-pt jump shot from 10 ft,,82,78
300,3,3:35.0,,Defensive rebound by J. Lamb,82,78
301,3,3:31.0,,Shooting foul by J. Bolden (drawn by J. Lamb),82,78
302,3,3:31.0,,J. Lamb makes free throw 1 of 2,82,79
303,3,3:31.0,,J. Lamb makes free throw 2 of 2,82,80
304,3,3:17.0,Personal foul by K. Walker (drawn by T. Harris),,82,80
305,3,3:17.0,J. Ennis enters the game for J. Butler,,82,80
306,3,3:17.0,J. Redick enters the game for T. Harris,,82,80
307,3,3:17.0,,D. Graham enters the game for K. Walker,82,80
308,3,3:09.0,J. Redick misses 2-pt jump shot from 19 ft,,82,80
309,3,3:05.0,,Defensive rebound by J. Lamb,82,80
310,3,2:57.0,,Shooting foul by J. Bolden (drawn by D. Bacon),82,80
311,3,2:57.0,,D. Bacon makes free throw 1 of 2,82,81
312,3,2:57.0,B. Simmons enters the game for J. Bolden,,82,81
313,3,2:57.0,,M. Kidd-Gilchrist enters the game for M. Bridges,82,81
314,3,2:57.0,,D. Bacon makes free throw 2 of 2,82,82
315,3,2:45.0,M. Scott misses 3-pt jump shot from 23 ft,,82,82
316,3,2:40.0,,Defensive rebound by J. Lamb,82,82
317,3,2:32.0,,J. Lamb misses 2-pt layup from 5 ft,82,82
318,3,2:29.0,Defensive rebound by B. Simmons,,82,82
319,3,2:14.0,M. Scott misses 2-pt layup from 3 ft,,82,82
320,3,2:11.0,,Defensive rebound by J. Lamb,82,82
321,3,2:05.0,,D. Bacon misses 2-pt jump shot from 8 ft,82,82
322,3,2:03.0,,Offensive rebound by F. Kaminsky,82,82
323,3,2:03.0,,F. Kaminsky makes 2-pt layup from 2 ft,82,84
324,3,2:03.0,,Shooting foul by M. Scott (drawn by F. Kaminsky),82,84
325,3,2:03.0,A. Johnson enters the game for M. Scott,,82,84
326,3,2:03.0,,F. Kaminsky misses free throw 1 of 1,82,84
327,3,1:59.0,Defensive rebound by J. Ennis,,82,84
328,3,1:48.0,J. Redick misses 3-pt jump shot from 26 ft,,82,84
329,3,1:46.0,,Defensive rebound by M. Kidd-Gilchrist,82,84
330,3,1:46.0,,Personal foul by B. Simmons (drawn by M. Kidd-Gilchrist),82,84
331,3,1:46.0,,K. Walker enters the game for M. Kidd-Gilchrist,82,84
332,3,1:46.0,,K. Walker makes free throw 1 of 2,82,85
333,3,1:46.0,J. Bolden enters the game for A. Johnson,,82,85
334,3,1:46.0,,K. Walker misses free throw 2 of 2,82,85
335,3,1:43.0,Defensive rebound by J. Bolden,,82,85
336,3,1:27.0,J. Bolden misses 3-pt jump shot from 26 ft,,82,85
337,3,1:24.0,,Defensive rebound by K. Walker,82,85
338,3,1:14.0,,K. Walker makes 2-pt layup from 1 ft,82,87
339,3,0:58.0,T. McConnell misses 2-pt jump shot from 19 ft,,82,87
340,3,0:55.0,,Defensive rebound by J. Lamb,82,87
341,3,0:47.0,,F. Kaminsky misses 3-pt jump shot from 27 ft,82,87
342,3,0:43.0,Defensive rebound by J. Bolden,,82,87
343,3,0:28.0,J. Ennis makes 2-pt layup from 2 ft (assist by J. Redick),,84,87
344,3,0:28.0,Shooting foul by D. Bacon (drawn by J. Ennis),,84,87
345,3,0:28.0,J. Ennis misses free throw 1 of 1,,84,87
346,3,0:26.0,,Defensive rebound by D. Graham,84,87
347,3,0:09.0,,D. Graham misses 2-pt layup from 3 ft,84,87
348,3,0:09.0,,Offensive rebound by J. Lamb,84,87
349,3,0:09.0,,J. Lamb makes 2-pt layup at rim,84,89
350,3,0:04.0,Shooting foul by D. Graham (drawn by B. Simmons),,84,89
351,3,0:04.0,B. Simmons makes free throw 1 of 2,,85,89
352,3,0:04.0,B. Simmons misses free throw 2 of 2,,85,89
353,3,0:02.0,,Defensive rebound by F. Kaminsky,85,89
354,3,0:00.0,,K. Walker misses 3-pt jump shot from 47 ft,85,89
355,3,0:00.0,,Offensive rebound by Team,85,89
356,4,11:35.0,J. Butler misses 2-pt jump shot from 4 ft,,85,89
357,4,11:32.0,,Defensive rebound by J. Lamb,85,89
358,4,11:27.0,,J. Lamb misses 3-pt jump shot from 27 ft,85,89
359,4,11:27.0,Defensive rebound by J. Redick,,85,89
360,4,11:05.0,T. Harris makes 2-pt jump shot from 15 ft (assist by J. Redick),,87,89
361,4,10:49.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by K. Walker),87,91
362,4,10:49.0,,Shooting foul by J. Bolden (drawn by F. Kaminsky),87,91
363,4,10:49.0,,F. Kaminsky makes free throw 1 of 1,87,92
364,4,10:40.0,J. Redick makes 3-pt jump shot from 26 ft (assist by B. Simmons),,90,92
365,4,10:23.0,,K. Walker misses 2-pt jump shot from 21 ft,90,92
366,4,10:19.0,Defensive rebound by B. Simmons,,90,92
367,4,10:12.0,J. Butler makes 2-pt layup from 1 ft (assist by B. Simmons),,92,92
368,4,9:55.0,,J. Lamb makes 2-pt layup from 3 ft,92,94
369,4,9:47.0,Shooting foul by D. Bacon (drawn by B. Simmons),,92,94
370,4,9:47.0,B. Simmons misses free throw 1 of 2,,92,94
371,4,9:47.0,Offensive rebound by Team,,92,94
372,4,9:47.0,B. Simmons makes free throw 2 of 2,,93,94
373,4,9:35.0,,K. Walker misses 2-pt jump shot from 20 ft,93,94
374,4,9:32.0,Defensive rebound by T. Harris,,93,94
375,4,9:25.0,Offensive foul by T. Harris (drawn by J. Lamb),,93,94
376,4,9:25.0,Turnover by T. Harris (offensive foul),,93,94
377,4,9:09.0,,J. Lamb misses 2-pt layup from 4 ft,93,94
378,4,9:07.0,Defensive rebound by T. Harris,,93,94
379,4,8:57.0,J. Redick misses 3-pt jump shot from 23 ft,,93,94
380,4,8:55.0,Offensive rebound by J. Butler,,93,94
381,4,8:49.0,Shooting foul by F. Kaminsky (drawn by B. Simmons),,93,94
382,4,8:49.0,B. Simmons makes free throw 1 of 2,,94,94
383,4,8:49.0,B. Simmons makes free throw 2 of 2,,95,94
384,4,8:26.0,,F. Kaminsky makes 2-pt hook shot from 7 ft,95,96
