,QUARTER,TIME_REMAINING,NEW YORK_ACTION,GOLDEN STATE_ACTION,NEW YORK_SCORE,GOLDEN STATE_SCORE
376,4,7:01.0,K. Knox makes 2-pt jump shot from 13 ft,,81,103
377,4,6:46.0,,A. McKinnie misses 3-pt jump shot from 28 ft,81,103
378,4,6:44.0,Defensive rebound by M. Hezonja,,81,103
379,4,6:31.0,M. Hezonja misses 2-pt hook shot from 11 ft,,81,103
380,4,6:30.0,Offensive rebound by E. Freedom,,81,103
381,4,6:27.0,E. Freedom makes 2-pt dunk from 2 ft,,83,103
382,4,6:15.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Curry),83,106
383,4,6:01.0,A. Trier misses 2-pt layup from 1 ft,,83,106
384,4,6:00.0,,Defensive rebound by D. Green,83,106
385,4,5:53.0,,K. Thompson makes 2-pt jump shot from 22 ft (assist by D. Green),83,108
386,4,5:45.0,T. Burke misses 2-pt layup from 2 ft (block by D. Green),,83,108
387,4,5:44.0,,Defensive rebound by S. Curry,83,108
388,4,5:39.0,,S. Curry misses 3-pt jump shot from 26 ft,83,108
389,4,5:37.0,,Offensive rebound by K. Thompson,83,108
390,4,5:33.0,,K. Thompson makes 3-pt jump shot from 23 ft,83,111
391,4,5:33.0,New York full timeout,,83,111
392,4,5:33.0,L. Kornet enters the game for E. Freedom,,83,111
393,4,5:33.0,,J. Bell enters the game for S. Curry,83,111
394,4,5:33.0,,Q. Cook enters the game for D. Green,83,111
395,4,5:33.0,,J. Evans enters the game for K. Thompson,83,111
396,4,5:18.0,Turnover by M. Hezonja (traveling),,83,111
397,4,5:10.0,,Turnover by J. Bell (out of bounds lost ball),83,111
398,4,4:53.0,T. Burke misses 2-pt layup from 3 ft,,83,111
399,4,4:52.0,,Defensive rebound by A. McKinnie,83,111
400,4,4:36.0,,Q. Cook misses 3-pt jump shot from 26 ft,83,111
401,4,4:34.0,Defensive rebound by A. Trier,,83,111
402,4,4:28.0,A. Trier makes 2-pt jump shot from 12 ft,,85,111
403,4,4:10.0,,J. Evans makes 2-pt jump shot from 11 ft,85,113
404,4,4:10.0,,J. Jerebko enters the game for K. Looney,85,113
405,4,3:45.0,T. Burke misses 2-pt layup from 5 ft,,85,113
406,4,3:44.0,,Defensive rebound by A. McKinnie,85,113
407,4,3:31.0,,J. Bell makes 2-pt dunk at rim (assist by Q. Cook),85,115
408,4,3:12.0,L. Kornet misses 2-pt jump shot from 18 ft,,85,115
409,4,3:11.0,,Defensive rebound by J. Jerebko,85,115
410,4,2:57.0,,Q. Cook misses 2-pt jump shot from 12 ft,85,115
411,4,2:55.0,Defensive rebound by M. Hezonja,,85,115
412,4,2:50.0,Shooting foul by J. Bell (drawn by K. Knox),,85,115
413,4,2:50.0,K. Knox makes free throw 1 of 2,,86,115
414,4,2:50.0,K. Knox makes free throw 2 of 2,,87,115
415,4,2:36.0,,J. Jerebko makes 3-pt jump shot from 28 ft (assist by Q. Cook),87,118
416,4,2:19.0,M. Hezonja misses 3-pt jump shot from 28 ft,,87,118
417,4,2:17.0,,Defensive rebound by J. Evans,87,118
418,4,2:08.0,,A. McKinnie misses 3-pt jump shot from 23 ft,87,118
419,4,2:06.0,,Offensive rebound by J. Bell,87,118
420,4,2:03.0,,Q. Cook makes 2-pt layup from 2 ft (assist by J. Bell),87,120
421,4,1:47.0,K. Knox misses 2-pt jump shot from 16 ft,,87,120
422,4,1:46.0,,Defensive rebound by J. Jerebko,87,120
423,4,1:38.0,,Turnover by Q. Cook (lost ball; steal by M. Hezonja),87,120
424,4,1:36.0,M. Hezonja makes 2-pt dunk from 2 ft,,89,120
425,4,1:28.0,,Turnover by J. Evans (bad pass; steal by M. Hezonja),89,120
426,4,1:26.0,M. Hezonja makes 2-pt dunk from 1 ft,,91,120
427,4,1:11.0,Violation by Team (kicked ball),,91,120
428,4,1:05.0,,Q. Cook makes 2-pt jump shot from 18 ft,91,122
429,4,0:55.0,T. Burke misses 2-pt layup from 4 ft,,91,122
430,4,0:54.0,Offensive rebound by Team,,91,122
431,4,0:46.0,Shooting foul by J. Evans (drawn by M. Hezonja),,91,122
432,4,0:46.0,M. Hezonja makes free throw 1 of 2,,92,122
433,4,0:46.0,M. Hezonja makes free throw 2 of 2,,93,122
434,4,0:35.0,,J. Jerebko misses 2-pt layup from 3 ft,93,122
435,4,0:34.0,Defensive rebound by Team,,93,122
436,4,0:21.0,M. Hezonja makes 2-pt jump shot from 8 ft,,95,122
