,QUARTER,TIME_REMAINING,NEW YORK_ACTION,PHILADELPHIA_ACTION,NEW YORK_SCORE,PHILADELPHIA_SCORE
0,1,11:47.0,,J. Embiid makes 2-pt hook shot from 8 ft,0,2
1,1,11:28.0,N. Vonleh misses 2-pt jump shot from 4 ft,,0,2
2,1,11:22.0,Offensive rebound by E. Freedom,,0,2
3,1,11:22.0,E. Freedom makes 2-pt layup at rim,,2,2
4,1,11:13.0,,B. Simmons makes 2-pt layup from 1 ft,2,4
5,1,10:54.0,E. Mudiay misses 3-pt jump shot from 27 ft,,2,4
6,1,10:51.0,,Defensive rebound by J. Butler,2,4
7,1,10:46.0,,W. Chandler makes 3-pt jump shot from 27 ft (assist by J. Butler),2,7
8,1,10:28.0,Shooting foul by B. Simmons (drawn by T. Hardaway),,2,7
9,1,10:28.0,T. Hardaway makes free throw 1 of 2,,3,7
10,1,10:28.0,T. Hardaway makes free throw 2 of 2,,4,7
11,1,10:19.0,,Turnover by J. Embiid (bad pass; steal by T. Hardaway),4,7
12,1,10:14.0,T. Hardaway misses 3-pt jump shot from 28 ft,,4,7
13,1,10:11.0,Offensive rebound by N. Vonleh,,4,7
14,1,10:04.0,M. Hezonja misses 2-pt jump shot from 18 ft,,4,7
15,1,10:03.0,Offensive rebound by Team,,4,7
16,1,10:03.0,,Loose ball foul by J. Butler (drawn by E. Freedom),4,7
17,1,9:56.0,E. Mudiay misses 3-pt jump shot from 29 ft,,4,7
18,1,9:52.0,,Defensive rebound by J. Embiid,4,7
19,1,9:48.0,,Personal foul by E. Mudiay (drawn by J. Redick),4,7
20,1,9:40.0,,J. Redick makes 2-pt jump shot from 19 ft (assist by J. Embiid),4,9
21,1,9:26.0,Turnover by M. Hezonja (bad pass),,4,9
22,1,9:17.0,,B. Simmons misses 2-pt jump shot from 9 ft,4,9
23,1,9:14.0,Defensive rebound by E. Freedom,,4,9
24,1,9:07.0,T. Hardaway misses 3-pt jump shot from 27 ft,,4,9
25,1,9:02.0,Offensive rebound by E. Freedom,,4,9
26,1,8:56.0,E. Freedom makes 2-pt layup from 2 ft,,6,9
27,1,8:39.0,,J. Redick makes 2-pt layup from 1 ft (assist by J. Butler),6,11
28,1,8:26.0,M. Hezonja makes 2-pt dunk from 2 ft (assist by E. Freedom),,8,11
29,1,8:10.0,,J. Redick makes 2-pt jump shot from 21 ft (assist by J. Embiid),8,13
30,1,7:58.0,M. Hezonja makes 3-pt jump shot from 24 ft (assist by T. Hardaway),,11,13
31,1,7:45.0,,W. Chandler misses 3-pt jump shot from 26 ft,11,13
32,1,7:43.0,,Offensive rebound by B. Simmons,11,13
33,1,7:42.0,,Shooting foul by N. Vonleh (drawn by B. Simmons),11,13
34,1,7:42.0,,B. Simmons makes free throw 1 of 2,11,14
35,1,7:42.0,,B. Simmons makes free throw 2 of 2,11,15
36,1,7:31.0,T. Hardaway misses 2-pt jump shot from 22 ft,,11,15
37,1,7:27.0,Offensive rebound by E. Freedom,,11,15
38,1,7:24.0,E. Mudiay makes 2-pt layup from 2 ft,,13,15
39,1,7:18.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by B. Simmons),13,18
40,1,7:01.0,M. Hezonja makes 3-pt jump shot from 28 ft (assist by E. Mudiay),,16,18
41,1,6:41.0,,Personal foul by E. Freedom (drawn by J. Embiid),16,18
42,1,6:41.0,,Philadelphia full timeout,16,18
43,1,6:41.0,,T. McConnell enters the game for W. Chandler,16,18
44,1,6:41.0,,M. Muscala enters the game for J. Embiid,16,18
45,1,6:41.0,,L. Shamet enters the game for J. Redick,16,18
46,1,6:31.0,,Turnover by L. Shamet (bad pass; steal by M. Hezonja),16,18
47,1,6:25.0,M. Hezonja makes 2-pt dunk from 2 ft,,18,18
48,1,6:09.0,,M. Muscala makes 2-pt hook shot from 6 ft (assist by L. Shamet),18,20
49,1,5:45.0,M. Hezonja misses 3-pt jump shot from 28 ft,,18,20
50,1,5:43.0,,Defensive rebound by Team,18,20
51,1,5:35.0,,J. Butler misses 3-pt jump shot from 27 ft,18,20
52,1,5:31.0,,Offensive rebound by M. Muscala,18,20
53,1,5:26.0,,B. Simmons makes 2-pt layup from 2 ft,18,22
54,1,5:13.0,E. Mudiay misses 2-pt layup from 1 ft,,18,22
55,1,5:11.0,,Defensive rebound by T. McConnell,18,22
56,1,5:04.0,,M. Muscala misses 3-pt jump shot from 27 ft,18,22
57,1,4:59.0,,Offensive rebound by B. Simmons,18,22
58,1,4:59.0,,B. Simmons misses 2-pt layup from 1 ft,18,22
59,1,4:58.0,Defensive rebound by N. Vonleh,,18,22
60,1,4:55.0,N. Vonleh makes 2-pt dunk at rim,,20,22
61,1,4:35.0,,M. Muscala makes 2-pt layup from 1 ft (assist by B. Simmons),20,24
62,1,4:16.0,Personal foul by M. Muscala (drawn by E. Freedom),,20,24
63,1,4:16.0,T. Burke enters the game for M. Hezonja,,20,24
64,1,4:16.0,K. Knox enters the game for E. Mudiay,,20,24
65,1,4:16.0,,F. Korkmaz enters the game for J. Butler,20,24
66,1,4:05.0,T. Hardaway misses 3-pt jump shot from 25 ft,,20,24
67,1,4:02.0,Offensive rebound by E. Freedom,,20,24
68,1,4:01.0,Turnover by E. Freedom (lost ball; steal by T. McConnell),,20,24
69,1,3:47.0,,M. Muscala makes 3-pt jump shot from 26 ft (assist by T. McConnell),20,27
70,1,3:39.0,New York full timeout,,20,27
71,1,3:39.0,M. Robinson enters the game for E. Freedom,,20,27
72,1,3:25.0,T. Hardaway makes 2-pt layup from 1 ft,,22,27
73,1,3:25.0,Shooting foul by F. Korkmaz (drawn by T. Hardaway),,22,27
74,1,3:25.0,,J. Embiid enters the game for L. Shamet,22,27
75,1,3:25.0,,J. Redick enters the game for B. Simmons,22,27
76,1,3:25.0,T. Hardaway makes free throw 1 of 1,,23,27
77,1,3:12.0,,Turnover by J. Redick (bad pass),23,27
78,1,3:12.0,A. Trier enters the game for N. Vonleh,,23,27
79,1,2:56.0,T. Burke misses 3-pt jump shot from 27 ft,,23,27
80,1,2:52.0,,Defensive rebound by M. Muscala,23,27
81,1,2:48.0,,T. McConnell makes 2-pt layup from 1 ft,23,29
82,1,2:35.0,T. Burke misses 2-pt layup from 2 ft,,23,29
83,1,2:34.0,,Defensive rebound by J. Embiid,23,29
84,1,2:34.0,F. Ntilikina enters the game for T. Hardaway,,23,29
85,1,2:34.0,,Personal foul by M. Robinson (drawn by J. Embiid),23,29
86,1,2:19.0,,J. Embiid misses 2-pt layup from 2 ft,23,29
87,1,2:16.0,Defensive rebound by A. Trier,,23,29
88,1,2:13.0,A. Trier makes 2-pt jump shot from 12 ft,,25,29
89,1,1:58.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by J. Embiid),25,32
90,1,1:46.0,A. Trier misses 2-pt jump shot from 22 ft,,25,32
91,1,1:43.0,,Defensive rebound by T. McConnell,25,32
92,1,1:31.0,,J. Redick makes 2-pt jump shot from 20 ft (assist by J. Embiid),25,34
93,1,1:14.0,K. Knox misses 2-pt jump shot from 6 ft,,25,34
94,1,1:12.0,,Defensive rebound by M. Muscala,25,34
95,1,1:09.0,,F. Korkmaz makes 3-pt jump shot from 25 ft (assist by T. McConnell),25,37
96,1,0:51.0,A. Trier makes 2-pt layup from 1 ft (assist by K. Knox),,27,37
97,1,0:33.0,,Shooting foul by M. Robinson (drawn by J. Embiid),27,37
98,1,0:33.0,,J. Embiid makes free throw 1 of 2,27,38
99,1,0:33.0,,J. Embiid makes free throw 2 of 2,27,39
100,1,0:28.0,Offensive foul by M. Robinson (drawn by T. McConnell),,27,39
101,1,0:28.0,Turnover by M. Robinson (offensive foul),,27,39
102,1,0:10.0,,J. Embiid makes 2-pt dunk from 1 ft (assist by J. Redick),27,41
103,1,0:03.0,A. Trier misses 2-pt layup from 4 ft (block by T. McConnell),,27,41
104,1,0:03.0,,Defensive rebound by Team,27,41
105,1,0:03.0,N. Vonleh enters the game for M. Robinson,,27,41
