,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,NEW YORK_ACTION,MEMPHIS_SCORE,NEW YORK_SCORE
379,4,6:17.0,,M. Hezonja makes free throw 2 of 2,86,73
380,4,6:01.0,J. Holiday misses 2-pt jump shot from 22 ft,,86,73
381,4,5:58.0,Offensive rebound by Team,,86,73
382,4,5:48.0,Turnover by B. Caboclo (lost ball; steal by K. Knox),,86,73
383,4,5:44.0,,K. Knox makes 2-pt layup from 1 ft,86,75
384,4,5:22.0,Personal foul by D. Smith (drawn by M. Conley),,86,75
385,4,5:22.0,M. Gasol enters the game for J. Noah,,86,75
386,4,5:16.0,M. Conley misses 3-pt jump shot from 26 ft,,86,75
387,4,5:13.0,Offensive rebound by B. Caboclo,,86,75
388,4,5:10.0,J. Holiday misses 3-pt jump shot from 23 ft,,86,75
389,4,5:07.0,,Defensive rebound by D. Jordan,86,75
390,4,5:01.0,,M. Hezonja makes 2-pt layup from 1 ft (assist by D. Smith),86,77
391,4,5:01.0,Memphis full timeout,,86,77
392,4,5:01.0,S. Mack enters the game for B. Caboclo,,86,77
393,4,4:39.0,M. Conley misses 3-pt jump shot from 30 ft,,86,77
394,4,4:37.0,,Defensive rebound by D. Smith,86,77
395,4,4:27.0,,D. Smith misses 2-pt layup from 1 ft,86,77
396,4,4:25.0,Defensive rebound by M. Gasol,,86,77
397,4,4:04.0,M. Gasol makes 2-pt jump shot from 11 ft (assist by M. Conley),,88,77
398,4,3:50.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by D. Smith),88,80
399,4,3:22.0,M. Gasol makes 2-pt jump shot from 16 ft,,90,80
400,4,3:13.0,,W. Matthews misses 3-pt jump shot from 26 ft,90,80
401,4,3:10.0,Defensive rebound by J. Washburn,,90,80
402,4,2:55.0,M. Gasol misses 3-pt jump shot from 26 ft,,90,80
403,4,2:52.0,,Defensive rebound by D. Jordan,90,80
404,4,2:36.0,,M. Hezonja misses 3-pt jump shot from 26 ft,90,80
405,4,2:35.0,Defensive rebound by Team,,90,80
406,4,2:15.0,S. Mack makes 2-pt layup from 1 ft (assist by M. Gasol),,92,80
407,4,2:15.0,,New York full timeout,92,80
408,4,2:07.0,,D. Smith misses 2-pt layup from 3 ft (block by M. Conley),92,80
409,4,2:06.0,,Offensive rebound by Team,92,80
410,4,2:01.0,,K. Knox misses 3-pt jump shot from 26 ft,92,80
411,4,2:01.0,,Offensive rebound by M. Hezonja,92,80
412,4,2:01.0,,Personal foul by S. Mack (drawn by M. Hezonja),92,80
413,4,1:52.0,,D. Jordan makes 2-pt layup from 1 ft (assist by M. Hezonja),92,82
414,4,1:35.0,M. Gasol makes 2-pt jump shot from 13 ft,,94,82
415,4,1:35.0,,K. Knox misses 3-pt jump shot from 22 ft,94,82
416,4,1:22.0,Defensive rebound by M. Conley,,94,82
417,4,1:10.0,M. Conley misses 2-pt jump shot from 9 ft,,94,82
418,4,1:08.0,,Defensive rebound by M. Hezonja,94,82
419,4,1:01.0,,Personal foul by S. Mack (drawn by D. Jordan),94,82
420,4,1:01.0,,D. Jordan makes free throw 1 of 2,94,83
421,4,1:01.0,,D. Jordan misses free throw 2 of 2,94,83
422,4,0:58.0,Defensive rebound by J. Holiday,,94,83
423,4,0:40.0,Turnover by M. Conley (out of bounds lost ball),,94,83
424,4,0:33.0,,Personal foul by M. Gasol (drawn by D. Smith),94,83
425,4,0:33.0,,D. Smith makes free throw 1 of 2,94,84
426,4,0:33.0,,D. Smith misses free throw 2 of 2,94,84
427,4,0:31.0,Defensive rebound by J. Holiday,,94,84
428,4,0:16.0,S. Mack misses 2-pt layup from 3 ft (block by D. Smith),,94,84
429,4,0:16.0,Offensive rebound by Team,,94,84
430,4,0:14.0,J. Holiday makes 2-pt layup from 1 ft (assist by S. Mack),,96,84
431,4,0:08.0,,Shooting foul by M. Gasol (drawn by M. Hezonja),96,84
432,4,0:08.0,,M. Hezonja misses free throw 1 of 2,96,84
433,4,0:08.0,,Offensive rebound by Team,96,84
434,4,0:08.0,,M. Hezonja misses free throw 2 of 2,96,84
435,4,0:07.0,Defensive rebound by M. Gasol,,96,84
