,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MIAMI_ACTION,NEW ORLEANS_SCORE,MIAMI_SCORE
272,3,7:24.0,,J. Johnson misses 2-pt jump shot from 12 ft (block by N. Mirotić),57,71
273,3,7:21.0,Defensive rebound by T. Frazier,,57,71
274,3,7:18.0,E. Moore misses 3-pt jump shot from 24 ft,,57,71
275,3,7:14.0,Offensive rebound by T. Frazier,,57,71
276,3,7:13.0,A. Davis makes 2-pt dunk from 3 ft (assist by T. Frazier),,59,71
277,3,6:54.0,,J. Johnson makes 3-pt jump shot from 27 ft (assist by H. Whiteside),59,74
278,3,6:44.0,J. Holiday misses 3-pt jump shot from 26 ft,,59,74
279,3,6:40.0,,Defensive rebound by R. McGruder,59,74
280,3,6:34.0,,Personal foul by N. Mirotić (drawn by R. McGruder),59,74
281,3,6:34.0,J. Randle enters the game for N. Mirotić,,59,74
282,3,6:34.0,,B. Adebayo enters the game for H. Whiteside,59,74
283,3,6:23.0,,Turnover by W. Ellington (bad pass; steal by A. Davis),59,74
284,3,6:22.0,A. Davis misses 2-pt layup from 4 ft,,59,74
285,3,6:22.0,Offensive rebound by Team,,59,74
286,3,6:22.0,Shooting foul by W. Ellington (drawn by J. Randle),,59,74
287,3,6:22.0,J. Randle makes free throw 1 of 2,,60,74
288,3,6:22.0,J. Randle makes free throw 2 of 2,,61,74
289,3,6:07.0,,R. McGruder misses 2-pt jump shot from 8 ft,61,74
290,3,6:04.0,Defensive rebound by A. Davis,,61,74
291,3,5:56.0,Personal foul by R. McGruder (drawn by A. Davis),,61,74
292,3,5:56.0,,D. Wade enters the game for R. McGruder,61,74
293,3,5:56.0,Turnover by T. Frazier (bad pass),,61,74
294,3,5:46.0,,J. Richardson misses 2-pt jump shot from 23 ft,61,74
295,3,5:42.0,,Offensive rebound by B. Adebayo,61,74
296,3,5:41.0,,J. Richardson misses 3-pt jump shot from 26 ft,61,74
297,3,5:37.0,Defensive rebound by T. Frazier,,61,74
298,3,5:31.0,Personal foul by J. Richardson (drawn by J. Randle),,61,74
299,3,5:31.0,S. Hill enters the game for E. Moore,,61,74
300,3,5:16.0,J. Randle misses 2-pt jump shot from 8 ft,,61,74
301,3,5:13.0,Offensive rebound by S. Hill,,61,74
302,3,5:09.0,Turnover by J. Holiday (bad pass; steal by J. Richardson),,61,74
303,3,5:05.0,,W. Ellington misses 3-pt jump shot from 25 ft,61,74
304,3,5:05.0,Defensive rebound by Team,,61,74
305,3,4:50.0,A. Davis makes 2-pt dunk from 4 ft,,63,74
306,3,4:42.0,,Shooting foul by J. Holiday (drawn by J. Richardson),63,74
307,3,4:42.0,,J. Richardson makes free throw 1 of 2,63,75
308,3,4:42.0,,J. Richardson misses free throw 2 of 2,63,75
309,3,4:38.0,Defensive rebound by J. Randle,,63,75
310,3,4:28.0,A. Davis misses 2-pt hook shot from 6 ft,,63,75
311,3,4:25.0,,Defensive rebound by D. Wade,63,75
312,3,4:11.0,,D. Wade makes 2-pt jump shot from 15 ft,63,77
313,3,3:59.0,J. Holiday makes 2-pt layup from 4 ft (assist by T. Frazier),,65,77
314,3,3:43.0,,W. Ellington misses 3-pt jump shot from 23 ft,65,77
315,3,3:41.0,Defensive rebound by J. Randle,,65,77
316,3,3:36.0,T. Frazier makes 3-pt jump shot from 25 ft (assist by S. Hill),,68,77
317,3,3:18.0,,Turnover by B. Adebayo (bad pass),68,77
318,3,3:18.0,I. Clark enters the game for T. Frazier,,68,77
319,3,3:18.0,,R. McGruder enters the game for J. Johnson,68,77
320,3,3:18.0,,J. Winslow enters the game for J. Richardson,68,77
321,3,3:06.0,A. Davis makes 2-pt jump shot from 7 ft (assist by J. Holiday),,70,77
322,3,2:40.0,,B. Adebayo makes 2-pt layup from 3 ft (assist by R. McGruder),70,79
323,3,2:21.0,A. Davis misses 3-pt jump shot from 27 ft,,70,79
324,3,2:17.0,Offensive rebound by J. Randle,,70,79
325,3,2:16.0,Turnover by J. Randle (lost ball; steal by R. McGruder),,70,79
326,3,2:08.0,,W. Ellington misses 3-pt jump shot from 27 ft,70,79
327,3,2:07.0,Defensive rebound by A. Davis,,70,79
328,3,2:07.0,Personal foul by B. Adebayo (drawn by A. Davis),,70,79
329,3,2:07.0,New Orleans full timeout,,70,79
330,3,2:07.0,,K. Olynyk enters the game for W. Ellington,70,79
331,3,2:07.0,A. Davis makes free throw 1 of 2,,71,79
332,3,2:07.0,A. Davis makes free throw 2 of 2,,72,79
333,3,1:47.0,,D. Wade misses 3-pt jump shot from 27 ft,72,79
334,3,1:45.0,Defensive rebound by J. Holiday,,72,79
335,3,1:39.0,Shooting foul by K. Olynyk (drawn by J. Randle),,72,79
336,3,1:39.0,J. Randle misses free throw 1 of 2,,72,79
337,3,1:39.0,Offensive rebound by Team,,72,79
338,3,1:39.0,C. Diallo enters the game for A. Davis,,72,79
339,3,1:39.0,J. Randle makes free throw 2 of 2,,73,79
340,3,1:20.0,,J. Winslow misses 2-pt jump shot from 5 ft,73,79
341,3,1:17.0,Defensive rebound by J. Randle,,73,79
342,3,1:13.0,J. Randle makes 2-pt layup from 4 ft,,75,79
343,3,1:02.0,Violation by Team (kicked ball),,75,79
344,3,0:53.0,,D. Wade misses 2-pt jump shot from 17 ft,75,79
345,3,0:50.0,Defensive rebound by J. Randle,,75,79
346,3,0:43.0,J. Holiday misses 2-pt jump shot from 9 ft,,75,79
347,3,0:41.0,,Defensive rebound by K. Olynyk,75,79
348,3,0:22.0,,R. McGruder misses 2-pt jump shot from 10 ft,75,79
349,3,0:21.0,Defensive rebound by S. Hill,,75,79
350,3,0:20.0,Turnover by S. Hill (bad pass; steal by R. McGruder),,75,79
351,3,0:16.0,,R. McGruder makes 2-pt layup from 4 ft,75,81
352,3,0:00.0,I. Clark misses 3-pt jump shot from 26 ft,,75,81
353,3,0:00.0,Offensive rebound by Team,,75,81
354,4,11:42.0,J. Randle makes 2-pt layup from 4 ft (assist by E. Moore),,77,81
355,4,11:27.0,,K. Olynyk makes 3-pt jump shot from 26 ft (assist by D. Wade),77,84
356,4,11:16.0,Offensive foul by J. Randle (drawn by D. Wade),,77,84
357,4,11:16.0,Turnover by J. Randle (offensive foul),,77,84
358,4,11:02.0,,K. Olynyk makes 2-pt layup from 3 ft (assist by D. Wade),77,86
359,4,10:43.0,A. Davis makes 2-pt jump shot from 13 ft,,79,86
360,4,10:18.0,,D. Wade misses 2-pt jump shot from 18 ft,79,86
361,4,10:16.0,Defensive rebound by A. Davis,,79,86
362,4,9:58.0,I. Clark misses 3-pt jump shot from 25 ft,,79,86
363,4,9:53.0,,Defensive rebound by B. Adebayo,79,86
364,4,9:32.0,,J. Winslow misses 2-pt layup from 6 ft (block by A. Davis),79,86
365,4,9:32.0,,Offensive rebound by B. Adebayo,79,86
366,4,9:32.0,,Turnover by Team (shot clock),79,86
367,4,9:24.0,Personal foul by R. McGruder (drawn by I. Clark),,79,86
368,4,9:24.0,J. Holiday enters the game for I. Clark,,79,86
369,4,9:15.0,E. Moore misses 2-pt jump shot from 8 ft,,79,86
370,4,9:12.0,Offensive rebound by E. Moore,,79,86
371,4,9:08.0,E. Moore makes 2-pt layup from 9 ft,,81,86
372,4,8:58.0,,Personal foul by S. Hill (drawn by K. Olynyk),81,86
373,4,8:58.0,,J. Richardson enters the game for R. McGruder,81,86
374,4,8:50.0,,D. Wade misses 2-pt jump shot from 15 ft,81,86
375,4,8:44.0,Defensive rebound by A. Davis,,81,86
376,4,8:42.0,Personal foul by J. Richardson (drawn by J. Randle),,81,86
377,4,8:36.0,S. Hill misses 3-pt jump shot from 23 ft,,81,86
378,4,8:33.0,,Defensive rebound by B. Adebayo,81,86
379,4,8:23.0,,J. Winslow misses 3-pt jump shot from 23 ft,81,86
380,4,8:19.0,,Offensive rebound by K. Olynyk,81,86
381,4,8:16.0,,D. Wade makes 3-pt jump shot from 24 ft (assist by J. Winslow),81,89
382,4,8:16.0,N. Mirotić enters the game for J. Randle,,81,89
383,4,7:58.0,,Violation by Team (kicked ball),81,89
384,4,7:52.0,E. Moore misses 2-pt jump shot from 12 ft,,81,89
385,4,7:47.0,,Defensive rebound by D. Wade,81,89
