,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,CHARLOTTE_ACTION,OKLAHOMA CITY_SCORE,CHARLOTTE_SCORE
0,1,11:41.0,Shooting foul by C. Zeller (drawn by S. Adams),,0,0
1,1,11:41.0,S. Adams makes free throw 1 of 2,,1,0
2,1,11:41.0,S. Adams makes free throw 2 of 2,,2,0
3,1,11:29.0,,Personal foul by T. Ferguson (drawn by M. Williams),2,0
4,1,11:22.0,,Turnover by K. Walker (bad pass; steal by S. Adams),2,0
5,1,11:18.0,P. George makes 2-pt layup from 1 ft (assist by R. Westbrook),,4,0
6,1,11:03.0,,N. Batum misses 3-pt jump shot from 25 ft,4,0
7,1,11:00.0,,Offensive rebound by C. Zeller,4,0
8,1,10:46.0,,M. Williams misses 3-pt jump shot from 24 ft,4,0
9,1,10:44.0,Defensive rebound by S. Adams,,4,0
10,1,10:35.0,P. George makes 2-pt jump shot from 11 ft,,6,0
11,1,10:11.0,,M. Williams misses 2-pt jump shot from 10 ft,6,0
12,1,10:08.0,Defensive rebound by S. Adams,,6,0
13,1,10:07.0,Turnover by R. Westbrook (bad pass; steal by N. Batum),,6,0
14,1,10:00.0,,J. Lamb misses 3-pt jump shot from 27 ft,6,0
15,1,9:57.0,Defensive rebound by S. Adams,,6,0
16,1,9:49.0,J. Grant misses 3-pt jump shot from 25 ft,,6,0
17,1,9:45.0,,Defensive rebound by J. Lamb,6,0
18,1,9:31.0,,C. Zeller makes 2-pt layup from 2 ft (assist by K. Walker),6,2
19,1,9:17.0,P. George misses 2-pt jump shot from 19 ft,,6,2
20,1,9:15.0,,Defensive rebound by J. Lamb,6,2
21,1,9:08.0,,J. Lamb makes 2-pt jump shot from 6 ft,6,4
22,1,8:48.0,P. George misses 3-pt jump shot from 24 ft,,6,4
23,1,8:45.0,,Defensive rebound by N. Batum,6,4
24,1,8:39.0,Violation by Team (kicked ball),,6,4
25,1,8:29.0,,J. Lamb makes 2-pt jump shot from 19 ft (assist by C. Zeller),6,6
26,1,8:16.0,Shooting foul by J. Lamb (drawn by R. Westbrook),,6,6
27,1,8:16.0,R. Westbrook makes free throw 1 of 2,,7,6
28,1,8:16.0,R. Westbrook makes free throw 2 of 2,,8,6
29,1,8:04.0,,N. Batum makes 2-pt layup at rim (assist by C. Zeller),8,8
30,1,7:52.0,R. Westbrook makes 2-pt layup from 2 ft,,10,8
31,1,7:27.0,,J. Lamb misses 3-pt jump shot from 25 ft,10,8
32,1,7:24.0,Defensive rebound by P. George,,10,8
33,1,7:16.0,P. George misses 2-pt layup from 4 ft,,10,8
34,1,7:12.0,Offensive rebound by P. George,,10,8
35,1,7:12.0,P. George makes 2-pt layup at rim,,12,8
36,1,6:52.0,,M. Williams misses 3-pt jump shot from 26 ft,12,8
37,1,6:49.0,,Offensive rebound by N. Batum,12,8
38,1,6:45.0,,K. Walker misses 3-pt jump shot from 26 ft,12,8
39,1,6:43.0,Defensive rebound by P. George,,12,8
40,1,6:40.0,P. George misses 3-pt jump shot from 25 ft,,12,8
41,1,6:40.0,,Defensive rebound by Team,12,8
42,1,6:40.0,Loose ball foul by S. Adams (drawn by C. Zeller),,12,8
43,1,6:40.0,,Charlotte full timeout,12,8
44,1,6:40.0,,M. Kidd-Gilchrist enters the game for M. Williams,12,8
45,1,6:29.0,,N. Batum makes 2-pt jump shot from 10 ft (assist by K. Walker),12,10
46,1,6:12.0,Turnover by T. Ferguson (bad pass),,12,10
47,1,5:51.0,,Turnover by N. Batum (bad pass; steal by S. Adams),12,10
48,1,5:46.0,Turnover by S. Adams (bad pass; steal by K. Walker),,12,10
49,1,5:41.0,,J. Lamb makes 2-pt dunk from 2 ft (assist by K. Walker),12,12
50,1,5:20.0,T. Ferguson misses 3-pt jump shot from 25 ft,,12,12
51,1,5:20.0,Offensive rebound by J. Grant,,12,12
52,1,5:04.0,R. Westbrook misses 2-pt layup from 1 ft,,12,12
53,1,5:01.0,,Defensive rebound by C. Zeller,12,12
54,1,4:59.0,,Shooting foul by T. Ferguson (drawn by K. Walker),12,12
55,1,4:59.0,,K. Walker makes free throw 1 of 2,12,13
56,1,4:59.0,D. Schröder enters the game for T. Ferguson,,12,13
57,1,4:59.0,,W. Hernangómez enters the game for C. Zeller,12,13
58,1,4:59.0,,K. Walker makes free throw 2 of 2,12,14
59,1,4:48.0,D. Schröder misses 3-pt jump shot from 26 ft,,12,14
60,1,4:44.0,Offensive rebound by S. Adams,,12,14
61,1,4:42.0,Turnover by S. Adams (off goaltending),,12,14
62,1,4:36.0,,Turnover by N. Batum (bad pass; steal by P. George),12,14
63,1,4:32.0,P. George misses 2-pt layup from 2 ft,,12,14
64,1,4:28.0,Offensive rebound by S. Adams,,12,14
65,1,4:27.0,S. Adams misses 2-pt layup from 2 ft,,12,14
66,1,4:27.0,,Defensive rebound by N. Batum,12,14
67,1,4:24.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by J. Lamb),12,16
68,1,4:24.0,Oklahoma City full timeout,,12,16
69,1,4:24.0,,M. Monk enters the game for J. Lamb,12,16
70,1,4:08.0,J. Grant misses 3-pt jump shot from 26 ft,,12,16
71,1,4:04.0,,Defensive rebound by M. Kidd-Gilchrist,12,16
72,1,4:01.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,12,16
73,1,3:59.0,,Offensive rebound by M. Kidd-Gilchrist,12,16
74,1,3:59.0,,Shooting foul by R. Westbrook (drawn by M. Kidd-Gilchrist),12,16
75,1,3:59.0,,M. Kidd-Gilchrist makes free throw 1 of 2,12,17
76,1,3:59.0,,M. Kidd-Gilchrist makes free throw 2 of 2,12,18
77,1,3:49.0,R. Westbrook makes 2-pt layup from 2 ft,,14,18
78,1,3:49.0,Technical foul by R. Westbrook,,14,18
79,1,3:49.0,,K. Walker makes technical free throw,14,19
80,1,3:49.0,P. Patterson enters the game for J. Grant,,14,19
81,1,3:39.0,,Offensive foul by W. Hernangómez (drawn by D. Schröder),14,19
82,1,3:39.0,,Turnover by W. Hernangómez (offensive foul),14,19
83,1,3:28.0,R. Westbrook makes 2-pt dunk from 1 ft,,16,19
84,1,3:09.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft (block by S. Adams),16,19
85,1,3:07.0,Defensive rebound by P. Patterson,,16,19
86,1,3:05.0,Turnover by R. Westbrook (offensive foul),,16,19
87,1,3:05.0,Offensive foul by R. Westbrook (drawn by K. Walker),,16,19
88,1,3:05.0,,T. Parker enters the game for K. Walker,16,19
89,1,2:54.0,,Turnover by M. Monk (bad pass),16,19
90,1,2:54.0,Á. Abrines enters the game for R. Westbrook,,16,19
91,1,2:54.0,,M. Bridges enters the game for N. Batum,16,19
92,1,2:44.0,D. Schröder makes 2-pt layup from 2 ft,,18,19
93,1,2:27.0,,M. Bridges misses 3-pt jump shot from 24 ft,18,19
94,1,2:23.0,Defensive rebound by P. George,,18,19
