,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,ORLANDO_ACTION,LA CLIPPERS_SCORE,ORLANDO_SCORE
96,2,11:39.0,,M. Bamba misses 3-pt jump shot from 27 ft,22,22
97,2,11:35.0,Defensive rebound by L. Williams,,22,22
98,2,11:32.0,L. Williams makes 2-pt jump shot from 11 ft,,24,22
99,2,11:32.0,Shooting foul by T. Ross (drawn by L. Williams),,24,22
100,2,11:32.0,L. Williams makes free throw 1 of 1,,25,22
101,2,11:23.0,,Personal foul by M. Teodosić (drawn by T. Ross),25,22
102,2,11:20.0,,Turnover by W. Iwundu (bad pass; steal by S. Gilgeous-Alexander),25,22
103,2,11:15.0,S. Gilgeous-Alexander makes 2-pt layup from 1 ft,,27,22
104,2,11:10.0,,T. Ross misses 3-pt jump shot from 23 ft,27,22
105,2,11:07.0,Defensive rebound by S. Gilgeous-Alexander,,27,22
106,2,10:59.0,M. Harrell misses 2-pt layup from 3 ft,,27,22
107,2,10:57.0,,Defensive rebound by M. Bamba,27,22
108,2,10:49.0,,M. Bamba makes 2-pt jump shot from 19 ft (assist by J. Grant),27,24
109,2,10:34.0,M. Teodosić makes 2-pt jump shot from 12 ft (assist by M. Harrell),,29,24
110,2,10:08.0,,J. Grant misses 3-pt jump shot from 26 ft,29,24
111,2,10:05.0,Defensive rebound by L. Williams,,29,24
112,2,10:00.0,Shooting foul by T. Ross (drawn by L. Williams),,29,24
113,2,10:00.0,L. Williams makes free throw 1 of 2,,30,24
114,2,10:00.0,L. Williams makes free throw 2 of 2,,31,24
115,2,9:53.0,,Personal foul by M. Teodosić (drawn by T. Ross),31,24
116,2,9:45.0,,J. Grant misses 2-pt jump shot from 12 ft,31,24
117,2,9:41.0,Defensive rebound by M. Teodosić,,31,24
118,2,9:33.0,M. Scott misses 3-pt jump shot from 25 ft,,31,24
119,2,9:31.0,,Defensive rebound by A. Gordon,31,24
120,2,9:11.0,,T. Ross misses 3-pt jump shot from 26 ft,31,24
121,2,9:09.0,,Offensive rebound by M. Bamba,31,24
122,2,9:09.0,,Shooting foul by M. Harrell (drawn by M. Bamba),31,24
123,2,9:09.0,,M. Bamba makes free throw 1 of 2,31,25
124,2,9:09.0,,M. Bamba misses free throw 2 of 2,31,25
125,2,9:06.0,Defensive rebound by M. Harrell,,31,25
126,2,8:57.0,L. Williams misses 2-pt jump shot from 18 ft,,31,25
127,2,8:55.0,,Defensive rebound by T. Ross,31,25
128,2,8:48.0,,W. Iwundu makes 2-pt layup from 1 ft (assist by T. Ross),31,27
129,2,8:40.0,M. Harrell makes 2-pt layup from 1 ft (assist by M. Teodosić),,33,27
130,2,8:40.0,Shooting foul by W. Iwundu (drawn by M. Teodosić),,33,27
131,2,8:40.0,M. Harrell makes free throw 1 of 1,,34,27
132,2,8:31.0,,Personal foul by S. Gilgeous-Alexander (drawn by J. Grant),34,27
133,2,8:23.0,,A. Gordon misses 2-pt jump shot from 16 ft,34,27
134,2,8:20.0,Defensive rebound by M. Teodosić,,34,27
135,2,8:16.0,Shooting foul by J. Grant (drawn by S. Gilgeous-Alexander),,34,27
136,2,8:16.0,S. Gilgeous-Alexander makes free throw 1 of 2,,35,27
137,2,8:16.0,S. Gilgeous-Alexander makes free throw 2 of 2,,36,27
138,2,8:04.0,,J. Grant makes 2-pt layup from 2 ft,36,29
139,2,7:42.0,L. Williams misses 2-pt jump shot from 12 ft,,36,29
140,2,7:38.0,,Defensive rebound by A. Gordon,36,29
141,2,7:33.0,,T. Ross misses 3-pt jump shot from 23 ft,36,29
142,2,7:32.0,,Offensive rebound by Team,36,29
143,2,7:32.0,Loose ball foul by M. Scott (drawn by W. Iwundu),,36,29
144,2,7:32.0,,W. Iwundu misses free throw 1 of 2,36,29
145,2,7:32.0,,Offensive rebound by Team,36,29
146,2,7:32.0,A. Bradley enters the game for M. Scott,,36,29
147,2,7:32.0,D. Gallinari enters the game for L. Williams,,36,29
148,2,7:32.0,,W. Iwundu misses free throw 2 of 2,36,29
149,2,7:30.0,Defensive rebound by M. Harrell,,36,29
150,2,7:20.0,A. Bradley misses 3-pt jump shot from 25 ft,,36,29
151,2,7:17.0,,Defensive rebound by M. Bamba,36,29
152,2,7:08.0,,Turnover by J. Grant (bad pass),36,29
153,2,6:52.0,M. Harrell makes 2-pt dunk from 1 ft (assist by M. Teodosić),,38,29
154,2,6:37.0,,M. Bamba misses 3-pt jump shot from 27 ft,38,29
155,2,6:37.0,Defensive rebound by M. Teodosić,,38,29
156,2,6:25.0,Turnover by A. Bradley (lost ball; steal by J. Grant),,38,29
157,2,6:25.0,,Orlando full timeout,38,29
158,2,6:25.0,P. Beverley enters the game for S. Gilgeous-Alexander,,38,29
159,2,6:25.0,,D. Augustin enters the game for A. Gordon,38,29
160,2,6:25.0,,E. Fournier enters the game for J. Grant,38,29
161,2,6:25.0,,J. Isaac enters the game for W. Iwundu,38,29
162,2,6:05.0,,E. Fournier misses 2-pt layup from 3 ft,38,29
163,2,6:00.0,,Offensive rebound by J. Isaac,38,29
164,2,6:00.0,,J. Isaac makes 2-pt dunk at rim,38,31
165,2,5:43.0,M. Harrell misses 2-pt layup from 8 ft,,38,31
166,2,5:43.0,Offensive rebound by Team,,38,31
167,2,5:43.0,,Loose ball foul by T. Ross (drawn by M. Teodosić),38,31
168,2,5:43.0,B. Marjanović enters the game for M. Harrell,,38,31
169,2,5:43.0,,W. Iwundu enters the game for M. Bamba,38,31
170,2,5:43.0,,N. Vučević enters the game for T. Ross,38,31
171,2,5:43.0,M. Teodosić makes free throw 1 of 2,,39,31
172,2,5:43.0,M. Teodosić misses free throw 2 of 2,,39,31
173,2,5:40.0,Offensive rebound by P. Beverley,,39,31
174,2,5:27.0,B. Marjanović misses 2-pt layup from 2 ft,,39,31
175,2,5:23.0,Offensive rebound by M. Teodosić,,39,31
176,2,5:22.0,M. Teodosić misses 3-pt jump shot from 25 ft,,39,31
177,2,5:19.0,Offensive rebound by A. Bradley,,39,31
178,2,5:14.0,Shooting foul by J. Isaac (drawn by B. Marjanović),,39,31
179,2,5:14.0,B. Marjanović misses free throw 1 of 2,,39,31
180,2,5:14.0,Offensive rebound by Team,,39,31
181,2,5:14.0,T. Harris enters the game for M. Teodosić,,39,31
182,2,5:14.0,B. Marjanović misses free throw 2 of 2,,39,31
183,2,5:12.0,,Defensive rebound by N. Vučević,39,31
184,2,4:56.0,,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Fournier),39,33
185,2,4:40.0,P. Beverley misses 2-pt jump shot from 9 ft,,39,33
186,2,4:36.0,Offensive rebound by B. Marjanović,,39,33
187,2,4:35.0,B. Marjanović makes 2-pt dunk from 1 ft,,41,33
188,2,4:27.0,,N. Vučević misses 2-pt layup from 2 ft,41,33
189,2,4:24.0,Defensive rebound by T. Harris,,41,33
190,2,4:21.0,T. Harris makes 2-pt layup at rim (assist by P. Beverley),,43,33
191,2,4:04.0,,E. Fournier makes 2-pt layup from 1 ft (assist by N. Vučević),43,35
192,2,3:40.0,D. Gallinari makes 2-pt jump shot from 16 ft,,45,35
193,2,3:25.0,,J. Isaac misses 3-pt jump shot from 25 ft,45,35
194,2,3:23.0,Defensive rebound by T. Harris,,45,35
195,2,3:16.0,P. Beverley misses 3-pt jump shot from 27 ft,,45,35
196,2,3:12.0,,Defensive rebound by N. Vučević,45,35
197,2,3:01.0,,D. Augustin makes 2-pt layup from 1 ft,45,37
198,2,2:51.0,LA Clippers full timeout,,45,37
199,2,2:51.0,,J. Martin enters the game for J. Isaac,45,37
200,2,2:38.0,T. Harris makes 3-pt jump shot from 24 ft (assist by D. Gallinari),,48,37
201,2,2:24.0,,E. Fournier makes 2-pt jump shot from 2 ft,48,39
202,2,2:24.0,,Shooting foul by A. Bradley (drawn by E. Fournier),48,39
203,2,2:24.0,,E. Fournier misses free throw 1 of 1,48,39
204,2,2:24.0,Defensive rebound by B. Marjanović,,48,39
205,2,2:00.0,D. Gallinari makes 3-pt jump shot from 30 ft (assist by T. Harris),,51,39
206,2,1:44.0,,Shooting foul by P. Beverley (drawn by D. Augustin),51,39
207,2,1:44.0,,D. Augustin makes free throw 1 of 2,51,40
208,2,1:44.0,,D. Augustin makes free throw 2 of 2,51,41
209,2,1:44.0,Turnover by (5 sec),,51,41
210,2,1:41.0,,J. Martin misses 2-pt jump shot from 17 ft,51,41
211,2,1:38.0,,Offensive rebound by D. Augustin,51,41
212,2,1:33.0,,N. Vučević misses 3-pt jump shot from 26 ft,51,41
213,2,1:32.0,Defensive rebound by Team,,51,41
214,2,1:32.0,,Loose ball foul by J. Martin (drawn by D. Gallinari),51,41
215,2,1:32.0,D. Gallinari makes free throw 1 of 2,,52,41
216,2,1:32.0,D. Gallinari makes free throw 2 of 2,,53,41
217,2,1:24.0,,Shooting foul by B. Marjanović (drawn by N. Vučević),53,41
218,2,1:24.0,,N. Vučević misses free throw 1 of 2,53,41
219,2,1:24.0,,Offensive rebound by Team,53,41
220,2,1:24.0,,N. Vučević makes free throw 2 of 2,53,42
221,2,1:10.0,P. Beverley misses 2-pt layup from 2 ft,,53,42
222,2,1:07.0,,Defensive rebound by J. Martin,53,42
223,2,1:05.0,,E. Fournier makes 2-pt layup from 2 ft,53,44
224,2,1:05.0,,Shooting foul by D. Gallinari (drawn by E. Fournier),53,44
225,2,1:05.0,,E. Fournier misses free throw 1 of 1,53,44
226,2,1:05.0,Defensive rebound by B. Marjanović,,53,44
227,2,0:43.0,T. Harris makes 2-pt jump shot from 17 ft (assist by D. Gallinari),,55,44
228,2,0:23.0,,Turnover by E. Fournier (bad pass; steal by D. Gallinari),55,44
229,2,0:20.0,D. Gallinari makes 2-pt layup at rim (assist by A. Bradley),,57,44
230,2,0:03.0,,D. Augustin misses 2-pt layup from 1 ft,57,44
231,2,0:03.0,Defensive rebound by B. Marjanović,,57,44
232,2,0:00.0,A. Bradley misses 3-pt jump shot from 31 ft,,57,44
233,2,0:00.0,Offensive rebound by Team,,57,44
234,3,11:44.0,A. Bradley misses 2-pt layup from 1 ft (block by N. Vučević),,57,44
235,3,11:44.0,Offensive rebound by Team,,57,44
236,3,11:38.0,T. Harris misses 3-pt jump shot from 27 ft,,57,44
237,3,11:33.0,,Defensive rebound by A. Gordon,57,44
238,3,11:25.0,,A. Gordon makes 2-pt layup from 2 ft,57,46
239,3,11:03.0,T. Harris misses 2-pt jump shot from 12 ft,,57,46
240,3,11:01.0,,Defensive rebound by N. Vučević,57,46
241,3,10:57.0,,D. Augustin makes 3-pt jump shot from 28 ft,57,49
242,3,10:56.0,LA Clippers full timeout,,57,49
243,3,10:41.0,P. Beverley misses 2-pt layup from 5 ft,,57,49
244,3,10:39.0,,Defensive rebound by N. Vučević,57,49
245,3,10:27.0,,T. Ross misses 2-pt jump shot from 16 ft,57,49
246,3,10:24.0,Defensive rebound by B. Marjanović,,57,49
247,3,10:04.0,D. Gallinari misses 3-pt jump shot from 26 ft,,57,49
248,3,10:03.0,Offensive rebound by Team,,57,49
249,3,10:03.0,,Loose ball foul by E. Fournier (drawn by B. Marjanović),57,49
250,3,9:53.0,Turnover by A. Bradley (bad pass; steal by E. Fournier),,57,49
251,3,9:50.0,,E. Fournier misses 2-pt layup from 3 ft,57,49
252,3,9:47.0,Defensive rebound by B. Marjanović,,57,49
253,3,9:39.0,P. Beverley makes 3-pt jump shot from 25 ft (assist by D. Gallinari),,60,49
254,3,9:22.0,,N. Vučević misses 3-pt jump shot from 27 ft,60,49
255,3,9:20.0,Defensive rebound by T. Harris,,60,49
256,3,9:04.0,A. Bradley makes 2-pt layup from 2 ft (assist by B. Marjanović),,62,49
257,3,8:53.0,,Turnover by E. Fournier (out of bounds lost ball),62,49
258,3,8:53.0,A. Bradley misses 2-pt jump shot from 16 ft (block by T. Ross),,62,49
259,3,8:36.0,,Defensive rebound by D. Augustin,62,49
260,3,8:33.0,,N. Vučević makes 2-pt layup from 2 ft (assist by T. Ross),62,51
261,3,8:18.0,Shooting foul by T. Ross (drawn by B. Marjanović),,62,51
262,3,8:18.0,B. Marjanović misses free throw 1 of 2,,62,51
263,3,8:18.0,Offensive rebound by Team,,62,51
264,3,8:18.0,,W. Iwundu enters the game for T. Ross,62,51
265,3,8:18.0,B. Marjanović makes free throw 2 of 2,,63,51
266,3,7:59.0,,D. Augustin misses 2-pt jump shot from 11 ft,63,51
267,3,7:58.0,,Offensive rebound by D. Augustin,63,51
268,3,7:58.0,,D. Augustin misses 2-pt layup from 1 ft,63,51
269,3,7:58.0,Defensive rebound by Team,,63,51
270,3,7:48.0,Turnover by B. Marjanović (3 sec),,63,51
271,3,7:35.0,,N. Vučević misses 2-pt jump shot from 18 ft,63,51
272,3,7:32.0,,Offensive rebound by E. Fournier,63,51
273,3,7:28.0,,N. Vučević misses 2-pt jump shot from 6 ft,63,51
274,3,7:25.0,Defensive rebound by B. Marjanović,,63,51
275,3,7:18.0,Shooting foul by N. Vučević (drawn by T. Harris),,63,51
276,3,7:18.0,T. Harris makes free throw 1 of 2,,64,51
277,3,7:18.0,T. Harris makes free throw 2 of 2,,65,51
278,3,7:05.0,,N. Vučević misses 2-pt jump shot from 19 ft,65,51
279,3,7:01.0,Defensive rebound by T. Harris,,65,51
280,3,6:44.0,B. Marjanović makes 2-pt layup from 2 ft (assist by T. Harris),,67,51
281,3,6:44.0,,Orlando full timeout,67,51
282,3,6:28.0,,E. Fournier makes 3-pt jump shot from 27 ft (assist by N. Vučević),67,54
283,3,6:13.0,T. Harris makes 2-pt jump shot from 13 ft,,69,54
284,3,6:13.0,Shooting foul by E. Fournier (drawn by T. Harris),,69,54
285,3,6:13.0,T. Harris makes free throw 1 of 1,,70,54
286,3,6:02.0,,Turnover by E. Fournier (bad pass; steal by P. Beverley),70,54
287,3,5:59.0,Turnover by P. Beverley (bad pass; steal by E. Fournier),,70,54
288,3,5:53.0,,W. Iwundu misses 2-pt jump shot from 14 ft,70,54
289,3,5:50.0,Defensive rebound by B. Marjanović,,70,54
290,3,5:36.0,D. Gallinari makes 2-pt jump shot from 18 ft,,72,54
291,3,5:25.0,,Personal foul by P. Beverley (drawn by D. Augustin),72,54
292,3,5:22.0,,Personal foul by P. Beverley (drawn by D. Augustin),72,54
293,3,5:14.0,,N. Vučević makes 3-pt jump shot from 26 ft (assist by E. Fournier),72,57
294,3,4:58.0,B. Marjanović misses 2-pt jump shot from 17 ft,,72,57
295,3,4:54.0,,Defensive rebound by N. Vučević,72,57
296,3,4:40.0,,N. Vučević makes 2-pt jump shot from 18 ft (assist by W. Iwundu),72,59
297,3,4:20.0,Shooting foul by W. Iwundu (drawn by B. Marjanović),,72,59
298,3,4:20.0,B. Marjanović misses free throw 1 of 2,,72,59
299,3,4:20.0,Offensive rebound by Team,,72,59
300,3,4:20.0,L. Williams enters the game for D. Gallinari,,72,59
301,3,4:20.0,B. Marjanović makes free throw 2 of 2,,73,59
302,3,4:09.0,,D. Augustin makes 2-pt jump shot from 17 ft,73,61
303,3,3:49.0,P. Beverley misses 2-pt jump shot from 16 ft (block by N. Vučević),,73,61
304,3,3:47.0,,Defensive rebound by D. Augustin,73,61
305,3,3:47.0,,W. Iwundu makes 2-pt layup from 1 ft (assist by D. Augustin),73,63
306,3,3:47.0,,Shooting foul by P. Beverley (drawn by W. Iwundu),73,63
307,3,3:47.0,S. Gilgeous-Alexander enters the game for P. Beverley,,73,63
308,3,3:47.0,M. Harrell enters the game for B. Marjanović,,73,63
309,3,3:47.0,,M. Bamba enters the game for N. Vučević,73,63
310,3,3:47.0,,W. Iwundu makes free throw 1 of 1,73,64
311,3,3:24.0,T. Harris makes 2-pt layup from 2 ft,,75,64
312,3,3:06.0,,D. Augustin misses 2-pt jump shot from 19 ft,75,64
313,3,3:03.0,Defensive rebound by M. Harrell,,75,64
314,3,2:58.0,L. Williams misses 2-pt jump shot from 14 ft,,75,64
315,3,2:55.0,Offensive rebound by M. Harrell,,75,64
316,3,2:54.0,Shooting foul by W. Iwundu (drawn by L. Williams),,75,64
317,3,2:54.0,L. Williams makes free throw 1 of 2,,76,64
318,3,2:54.0,M. Scott enters the game for A. Bradley,,76,64
319,3,2:54.0,L. Williams makes free throw 2 of 2,,77,64
320,3,2:46.0,,Personal foul by M. Harrell (drawn by E. Fournier),77,64
321,3,2:39.0,,D. Augustin misses 2-pt jump shot from 1 ft (block by M. Harrell),77,64
322,3,2:29.0,,Offensive rebound by M. Bamba,77,64
323,3,2:29.0,,M. Bamba makes 2-pt dunk from 1 ft,77,66
324,3,2:26.0,S. Gilgeous-Alexander makes 2-pt jump shot from 13 ft,,79,66
325,3,2:15.0,,Personal foul by T. Harris (drawn by A. Gordon),79,66
326,3,2:15.0,,E. Fournier makes free throw 1 of 2,79,67
327,3,2:15.0,,E. Fournier makes free throw 2 of 2,79,68
328,3,1:57.0,Offensive foul by S. Gilgeous-Alexander (drawn by D. Augustin),,79,68
329,3,1:57.0,Turnover by S. Gilgeous-Alexander (offensive foul),,79,68
330,3,1:57.0,M. Teodosić enters the game for T. Harris,,79,68
331,3,1:42.0,,M. Bamba misses 3-pt jump shot from 26 ft,79,68
332,3,1:40.0,,Offensive rebound by Team,79,68
333,3,1:38.0,,E. Fournier makes 2-pt layup at rim (assist by D. Augustin),79,70
334,3,1:14.0,M. Teodosić makes 3-pt jump shot from 27 ft (assist by M. Scott),,82,70
335,3,0:55.0,,E. Fournier misses 2-pt layup from 2 ft,82,70
336,3,0:53.0,Defensive rebound by Team,,82,70
337,3,0:53.0,,N. Vučević enters the game for A. Gordon,82,70
338,3,0:41.0,L. Williams makes 3-pt jump shot from 25 ft,,85,70
339,3,0:18.0,,N. Vučević makes 2-pt hook shot from 5 ft (assist by M. Bamba),85,72
340,3,0:03.0,Shooting foul by W. Iwundu (drawn by L. Williams),,85,72
341,3,0:03.0,L. Williams makes free throw 1 of 3,,86,72
342,3,0:03.0,L. Williams misses free throw 2 of 3,,86,72
343,3,0:03.0,Offensive rebound by Team,,86,72
344,3,0:03.0,A. Bradley enters the game for M. Teodosić,,86,72
345,3,0:03.0,L. Williams makes free throw 3 of 3,,87,72
346,3,0:00.0,,E. Fournier misses 3-pt jump shot from 44 ft,87,72
347,3,0:00.0,,Offensive rebound by Team,87,72
348,4,11:44.0,,N. Vučević makes 2-pt jump shot from 16 ft,87,74
349,4,11:27.0,L. Williams makes 3-pt jump shot from 23 ft (assist by M. Teodosić),,90,74
350,4,11:11.0,,J. Grant misses 3-pt jump shot from 26 ft,90,74
351,4,11:09.0,,Offensive rebound by N. Vučević,90,74
352,4,11:07.0,,J. Grant misses 2-pt jump shot from 18 ft,90,74
353,4,11:07.0,Defensive rebound by M. Harrell,,90,74
354,4,10:49.0,L. Williams misses 2-pt jump shot from 19 ft,,90,74
355,4,10:46.0,,Defensive rebound by T. Ross,90,74
356,4,10:38.0,,N. Vučević misses 2-pt jump shot from 18 ft,90,74
357,4,10:34.0,Defensive rebound by M. Scott,,90,74
358,4,10:27.0,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),,92,74
359,4,10:09.0,,T. Ross makes 2-pt jump shot from 16 ft (assist by M. Bamba),92,76
360,4,9:58.0,Turnover by M. Teodosić (bad pass; steal by T. Ross),,92,76
361,4,9:50.0,,W. Iwundu misses 2-pt jump shot from 17 ft,92,76
362,4,9:47.0,Defensive rebound by M. Scott,,92,76
363,4,9:40.0,L. Williams makes 2-pt layup from 1 ft,,94,76
364,4,9:28.0,,T. Ross makes 2-pt jump shot from 18 ft (assist by J. Grant),94,78
365,4,9:06.0,S. Gilgeous-Alexander misses 2-pt jump shot from 14 ft,,94,78
366,4,9:02.0,,Defensive rebound by N. Vučević,94,78
367,4,9:00.0,,Personal foul by M. Teodosić (drawn by T. Ross),94,78
368,4,8:55.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by M. Bamba),94,81
369,4,8:37.0,M. Scott makes 3-pt jump shot from 26 ft (assist by L. Williams),,97,81
370,4,8:15.0,,N. Vučević misses 2-pt hook shot from 8 ft,97,81
371,4,8:12.0,Defensive rebound by M. Scott,,97,81
372,4,7:52.0,L. Williams makes 3-pt jump shot from 28 ft,,100,81
373,4,7:50.0,,Orlando full timeout,100,81
374,4,7:36.0,,T. Ross misses 2-pt jump shot from 16 ft,100,81
375,4,7:34.0,Defensive rebound by M. Scott,,100,81
376,4,7:20.0,L. Williams makes 3-pt jump shot from 28 ft (assist by M. Scott),,103,81
377,4,7:07.0,,J. Grant misses 3-pt jump shot from 28 ft,103,81
378,4,7:05.0,Defensive rebound by L. Williams,,103,81
379,4,6:57.0,L. Williams makes 3-pt jump shot from 27 ft,,106,81
380,4,6:57.0,,Violation by Team (def goaltending),106,81
