,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,MINNESOTA_ACTION,MEMPHIS_SCORE,MINNESOTA_SCORE
0,1,11:43.0,,Turnover by A. Wiggins (out of bounds lost ball),0,0
1,1,11:23.0,M. Conley misses 2-pt layup from 7 ft (block by A. Wiggins),,0,0
2,1,11:20.0,,Defensive rebound by J. Bayless,0,0
3,1,11:13.0,,A. Wiggins misses 2-pt layup from 2 ft,0,0
4,1,11:11.0,Defensive rebound by M. Gasol,,0,0
5,1,10:59.0,Turnover by J. Holiday (bad pass; steal by A. Wiggins),,0,0
6,1,10:49.0,,T. Gibson makes 2-pt layup from 5 ft,0,2
7,1,10:31.0,J. Holiday misses 2-pt jump shot from 19 ft,,0,2
8,1,10:28.0,Offensive rebound by M. Gasol,,0,2
9,1,10:25.0,Turnover by K. Anderson (lost ball; steal by J. Okogie),,0,2
10,1,10:24.0,Clear path foul by J. Okogie,,0,2
11,1,10:24.0,,J. Okogie misses clear path free throw 1 of 2,0,2
12,1,10:24.0,,Offensive rebound by Team,0,2
13,1,10:24.0,,J. Okogie makes clear path free throw 2 of 2,0,3
14,1,10:11.0,,J. Bayless misses 2-pt jump shot from 10 ft,0,3
15,1,10:09.0,Defensive rebound by J. Jackson,,0,3
16,1,9:59.0,M. Gasol misses 2-pt layup from 4 ft,,0,3
17,1,9:58.0,Offensive rebound by Team,,0,3
18,1,9:58.0,,Loose ball foul by K. Towns (drawn by M. Gasol),0,3
19,1,9:50.0,J. Jackson misses 2-pt hook shot from 6 ft,,0,3
20,1,9:46.0,,Defensive rebound by T. Gibson,0,3
21,1,9:37.0,,K. Towns misses 3-pt jump shot from 26 ft,0,3
22,1,9:35.0,Defensive rebound by J. Holiday,,0,3
23,1,9:31.0,Offensive foul by K. Anderson (drawn by J. Okogie),,0,3
24,1,9:31.0,Turnover by K. Anderson (offensive foul),,0,3
25,1,9:31.0,B. Caboclo enters the game for K. Anderson,,0,3
26,1,9:10.0,,J. Okogie makes 2-pt jump shot from 14 ft (assist by J. Bayless),0,5
27,1,8:58.0,Personal foul by K. Towns (drawn by J. Jackson),,0,5
28,1,8:58.0,,G. Dieng enters the game for K. Towns,0,5
29,1,8:54.0,M. Conley makes 3-pt jump shot from 23 ft (assist by B. Caboclo),,3,5
30,1,8:41.0,,A. Wiggins makes 2-pt jump shot from 14 ft (assist by G. Dieng),3,7
31,1,8:26.0,Turnover by J. Holiday (traveling),,3,7
32,1,8:17.0,,A. Wiggins misses 2-pt jump shot from 16 ft,3,7
33,1,8:13.0,Defensive rebound by M. Gasol,,3,7
34,1,8:08.0,Offensive foul by J. Jackson (drawn by T. Gibson),,3,7
35,1,8:08.0,Turnover by J. Jackson (offensive foul),,3,7
36,1,7:56.0,,T. Gibson misses 2-pt hook shot from 3 ft,3,7
37,1,7:51.0,Defensive rebound by J. Jackson,,3,7
38,1,7:41.0,J. Holiday misses 2-pt jump shot from 20 ft,,3,7
39,1,7:39.0,,Defensive rebound by A. Wiggins,3,7
