,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,GOLDEN STATE_ACTION,LA CLIPPERS_SCORE,GOLDEN STATE_SCORE
0,1,11:47.0,D. Gallinari misses 3-pt jump shot from 26 ft,,0,0
1,1,11:45.0,,Defensive rebound by D. Cousins,0,0
2,1,11:40.0,,Turnover by K. Durant (bad pass; steal by S. Gilgeous-Alexander),0,0
3,1,11:23.0,S. Gilgeous-Alexander makes 2-pt dunk at rim,,2,0
4,1,11:09.0,,D. Cousins misses 2-pt jump shot from 20 ft,2,0
5,1,11:07.0,Defensive rebound by I. Zubac,,2,0
6,1,10:48.0,Turnover by I. Zubac (lost ball; steal by S. Curry),,2,0
7,1,10:36.0,,S. Curry makes 2-pt jump shot from 19 ft (assist by D. Cousins),2,2
8,1,10:12.0,I. Zubac makes 2-pt jump shot from 15 ft (assist by D. Gallinari),,4,2
9,1,10:02.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),4,5
10,1,9:41.0,P. Beverley makes 3-pt jump shot from 26 ft,,7,5
11,1,9:33.0,,Turnover by D. Green (bad pass; steal by L. Shamet),7,5
12,1,9:28.0,Turnover by L. Shamet (bad pass; steal by D. Green),,7,5
13,1,9:25.0,,Shooting foul by I. Zubac (drawn by D. Cousins),7,5
14,1,9:25.0,,D. Cousins makes free throw 1 of 2,7,6
15,1,9:25.0,,D. Cousins makes free throw 2 of 2,7,7
16,1,9:11.0,I. Zubac misses 2-pt hook shot from 6 ft,,7,7
17,1,9:10.0,,Defensive rebound by D. Cousins,7,7
18,1,9:05.0,,D. Green makes 2-pt dunk from 1 ft (assist by S. Curry),7,9
19,1,8:57.0,Personal foul by K. Thompson (drawn by L. Shamet),,7,9
20,1,8:51.0,L. Shamet misses 3-pt jump shot from 25 ft,,7,9
21,1,8:49.0,Offensive rebound by P. Beverley,,7,9
22,1,8:44.0,S. Gilgeous-Alexander makes 2-pt jump shot from 10 ft (assist by P. Beverley),,9,9
23,1,8:37.0,,Shooting foul by S. Gilgeous-Alexander (drawn by K. Thompson),9,9
24,1,8:37.0,,K. Thompson makes free throw 1 of 2,9,10
25,1,8:37.0,,K. Thompson makes free throw 2 of 2,9,11
26,1,8:18.0,L. Shamet makes 3-pt jump shot from 25 ft (assist by D. Gallinari),,12,11
27,1,8:09.0,,Golden State full timeout,12,11
28,1,8:09.0,,A. Bogut enters the game for D. Cousins,12,11
29,1,7:51.0,,D. Green misses 3-pt jump shot from 27 ft,12,11
30,1,7:49.0,Defensive rebound by L. Shamet,,12,11
31,1,7:29.0,P. Beverley misses 2-pt hook shot from 8 ft,,12,11
32,1,7:28.0,,Defensive rebound by A. Bogut,12,11
33,1,7:18.0,,Shooting foul by L. Shamet (drawn by S. Curry),12,11
34,1,7:18.0,,S. Curry makes free throw 1 of 2,12,12
35,1,7:18.0,,S. Curry makes free throw 2 of 2,12,13
36,1,7:00.0,D. Gallinari misses 2-pt jump shot from 20 ft,,12,13
37,1,6:59.0,,Defensive rebound by D. Green,12,13
38,1,6:55.0,,D. Green makes 2-pt layup from 1 ft,12,15
39,1,6:47.0,P. Beverley misses 3-pt jump shot from 25 ft,,12,15
40,1,6:45.0,,Defensive rebound by K. Thompson,12,15
41,1,6:36.0,,K. Thompson misses 3-pt jump shot from 27 ft,12,15
42,1,6:34.0,Defensive rebound by I. Zubac,,12,15
43,1,6:23.0,Personal foul by S. Curry (drawn by D. Gallinari),,12,15
44,1,6:23.0,M. Harrell enters the game for I. Zubac,,12,15
45,1,6:17.0,Turnover by D. Gallinari (lost ball; steal by S. Curry),,12,15
46,1,6:12.0,,K. Thompson makes 2-pt layup from 1 ft (assist by K. Durant),12,17
47,1,6:11.0,LA Clippers full timeout,,12,17
48,1,5:55.0,D. Gallinari makes 3-pt jump shot from 27 ft (assist by S. Gilgeous-Alexander),,15,17
49,1,5:39.0,,K. Thompson misses 2-pt jump shot from 13 ft,15,17
50,1,5:38.0,,Offensive rebound by K. Thompson,15,17
51,1,5:34.0,,Shooting foul by D. Gallinari (drawn by D. Green),15,17
52,1,5:34.0,,D. Green makes free throw 1 of 2,15,18
53,1,5:34.0,,D. Green misses free throw 2 of 2,15,18
54,1,5:33.0,Defensive rebound by L. Shamet,,15,18
55,1,5:21.0,L. Shamet misses 3-pt jump shot from 26 ft,,15,18
56,1,5:19.0,,Defensive rebound by A. Bogut,15,18
57,1,5:15.0,,K. Durant makes 2-pt jump shot from 16 ft (assist by D. Green),15,20
