,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,ORLANDO_ACTION,CHARLOTTE_SCORE,ORLANDO_SCORE
380,4,7:05.0,M. Bridges makes 3-pt jump shot from 25 ft (assist by M. Kidd-Gilchrist),,102,67
381,4,6:46.0,,W. Iwundu misses 2-pt jump shot from 19 ft,102,67
382,4,6:44.0,Defensive rebound by T. Parker,,102,67
383,4,6:29.0,F. Kaminsky makes 2-pt layup from 2 ft (assist by T. Parker),,104,67
384,4,6:10.0,,K. Birch misses 2-pt hook shot from 7 ft,104,67
385,4,6:08.0,Defensive rebound by M. Kidd-Gilchrist,,104,67
386,4,5:54.0,M. Kidd-Gilchrist misses 3-pt jump shot from 23 ft,,104,67
387,4,5:51.0,,Defensive rebound by W. Iwundu,104,67
388,4,5:47.0,,W. Iwundu makes 2-pt layup from 1 ft,104,69
389,4,5:33.0,T. Parker misses 2-pt jump shot from 18 ft,,104,69
390,4,5:30.0,,Defensive rebound by J. Grant,104,69
391,4,5:25.0,,W. Iwundu misses 3-pt jump shot from 23 ft,104,69
392,4,5:22.0,Defensive rebound by M. Bridges,,104,69
393,4,5:06.0,M. Bridges makes 2-pt dunk from 1 ft (assist by D. Bacon),,106,69
394,4,5:02.0,,Personal foul by T. Parker (drawn by J. Martin),106,69
395,4,5:02.0,B. Biyombo enters the game for M. Kidd-Gilchrist,,106,69
396,4,5:02.0,M. Monk enters the game for T. Parker,,106,69
397,4,4:50.0,,W. Iwundu misses 3-pt jump shot from 26 ft,106,69
398,4,4:42.0,Defensive rebound by M. Monk,,106,69
399,4,4:38.0,D. Bacon misses 2-pt jump shot from 13 ft,,106,69
400,4,4:35.0,,Defensive rebound by J. Martin,106,69
401,4,4:28.0,,I. Briscoe misses 2-pt layup from 2 ft,106,69
402,4,4:20.0,,Offensive rebound by W. Iwundu,106,69
403,4,4:20.0,,W. Iwundu misses 2-pt layup from 1 ft,106,69
404,4,4:20.0,,Offensive rebound by W. Iwundu,106,69
405,4,4:15.0,,W. Iwundu makes 2-pt layup from 1 ft,106,71
406,4,4:14.0,B. Biyombo makes 2-pt dunk from 3 ft (assist by M. Monk),,108,71
407,4,4:02.0,,Turnover by J. Grant (out of bounds lost ball),108,71
408,4,3:52.0,Turnover by F. Kaminsky (traveling),,108,71
409,4,3:41.0,,I. Briscoe makes 3-pt jump shot from 23 ft (assist by J. Martin),108,74
410,4,3:30.0,Offensive foul by F. Kaminsky (drawn by I. Briscoe),,108,74
411,4,3:30.0,Turnover by F. Kaminsky (offensive foul),,108,74
412,4,3:17.0,,J. Martin misses 3-pt jump shot from 25 ft,108,74
413,4,3:13.0,Defensive rebound by M. Bridges,,108,74
414,4,3:07.0,Turnover by M. Bridges (lost ball; steal by W. Iwundu),,108,74
415,4,3:05.0,,W. Iwundu makes 2-pt layup from 1 ft,108,76
416,4,3:05.0,Violation by Team (def goaltending),,108,76
417,4,3:05.0,,Shooting foul by D. Bacon (drawn by W. Iwundu),108,76
418,4,3:05.0,,W. Iwundu misses free throw 1 of 1,108,76
419,4,3:05.0,Defensive rebound by F. Kaminsky,,108,76
420,4,2:54.0,Shooting foul by J. Grant (drawn by D. Bacon),,108,76
421,4,2:54.0,D. Bacon makes free throw 1 of 2,,109,76
422,4,2:54.0,D. Bacon makes free throw 2 of 2,,110,76
423,4,2:45.0,,J. Martin makes 2-pt jump shot from 23 ft (assist by I. Briscoe),110,78
424,4,2:20.0,D. Bacon misses 2-pt jump shot from 9 ft,,110,78
425,4,2:13.0,Offensive rebound by M. Bridges,,110,78
426,4,2:13.0,M. Bridges makes 2-pt dunk at rim,,112,78
427,4,2:07.0,,J. Martin makes 2-pt layup from 2 ft,112,80
428,4,1:52.0,D. Bacon makes 2-pt layup from 1 ft (assist by M. Bridges),,114,80
429,4,1:45.0,,I. Briscoe makes 2-pt layup from 4 ft,114,82
430,4,1:45.0,Violation by Team (def goaltending),,114,82
431,4,1:34.0,D. Bacon makes 3-pt jump shot from 26 ft (assist by F. Kaminsky),,117,82
432,4,1:22.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by I. Briscoe),117,85
433,4,1:11.0,Away from play foul by I. Briscoe (drawn by M. Monk),,117,85
434,4,1:11.0,M. Monk makes free throw 1 of 1,,118,85
435,4,1:04.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,118,85
436,4,1:01.0,,Defensive rebound by I. Briscoe,118,85
437,4,0:56.0,,Shooting foul by B. Biyombo (drawn by I. Briscoe),118,85
438,4,0:56.0,,I. Briscoe makes free throw 1 of 2,118,86
439,4,0:56.0,,I. Briscoe misses free throw 2 of 2,118,86
440,4,0:56.0,Defensive rebound by Team,,118,86
441,4,0:41.0,D. Bacon misses 3-pt jump shot from 25 ft,,118,86
442,4,0:39.0,,Defensive rebound by K. Birch,118,86
443,4,0:27.0,,J. Grant misses 3-pt jump shot from 27 ft (block by M. Bridges),118,86
444,4,0:22.0,Defensive rebound by M. Bridges,,118,86
445,4,0:22.0,M. Monk makes 2-pt layup from 1 ft (assist by M. Bridges),,120,86
446,4,0:11.0,,I. Briscoe makes 2-pt dunk from 4 ft,120,88
447,4,0:11.0,,Shooting foul by M. Monk (drawn by I. Briscoe),120,88
448,4,0:11.0,,I. Briscoe misses free throw 1 of 1,120,88
449,4,0:11.0,Defensive rebound by F. Kaminsky,,120,88
