,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MIAMI_ACTION,CLEVELAND_SCORE,MIAMI_SCORE
0,1,11:52.0,,B. Adebayo makes 2-pt jump shot from 3 ft,0,2
1,1,11:41.0,K. Love makes 3-pt jump shot from 25 ft (assist by C. Sexton),,3,2
2,1,11:21.0,,K. Olynyk makes 3-pt jump shot from 26 ft (assist by D. Waiters),3,5
3,1,10:58.0,K. Love makes 2-pt jump shot from 21 ft,,5,5
4,1,10:41.0,,Personal foul by K. Love (drawn by B. Adebayo),5,5
5,1,10:31.0,,J. Winslow makes 2-pt layup from 4 ft (assist by J. Richardson),5,7
6,1,10:17.0,K. Love makes 3-pt jump shot from 26 ft (assist by C. Sexton),,8,7
7,1,9:51.0,,Shooting foul by B. Knight (drawn by B. Adebayo),8,7
8,1,9:51.0,,B. Adebayo misses free throw 1 of 2,8,7
9,1,9:51.0,,Offensive rebound by Team,8,7
10,1,9:51.0,,B. Adebayo makes free throw 2 of 2,8,8
11,1,9:32.0,Turnover by C. Sexton (bad pass),,8,8
12,1,9:17.0,,J. Richardson misses 2-pt jump shot from 17 ft,8,8
13,1,9:15.0,Defensive rebound by B. Knight,,8,8
14,1,9:04.0,Turnover by C. Osman (bad pass),,8,8
15,1,8:53.0,,K. Olynyk misses 2-pt jump shot from 19 ft,8,8
16,1,8:51.0,Defensive rebound by L. Nance,,8,8
17,1,8:34.0,Turnover by C. Sexton (bad pass; steal by J. Winslow),,8,8
18,1,8:34.0,,Personal take foul by C. Osman (drawn by J. Winslow),8,8
19,1,8:17.0,,J. Winslow misses 3-pt jump shot from 25 ft,8,8
20,1,8:14.0,Defensive rebound by L. Nance,,8,8
21,1,8:09.0,Personal foul by B. Adebayo (drawn by C. Sexton),,8,8
22,1,8:01.0,Turnover by C. Sexton (bad pass),,8,8
23,1,7:44.0,,D. Waiters misses 2-pt layup from 4 ft,8,8
24,1,7:41.0,Defensive rebound by K. Love,,8,8
25,1,7:39.0,C. Sexton makes 2-pt dunk from 1 ft,,10,8
26,1,7:25.0,Violation by Team (kicked ball),,10,8
27,1,7:17.0,,B. Adebayo makes 2-pt dunk from 3 ft (assist by J. Richardson),10,10
28,1,6:57.0,C. Osman misses 2-pt jump shot from 8 ft,,10,10
29,1,6:53.0,,Defensive rebound by B. Adebayo,10,10
30,1,6:42.0,,K. Olynyk misses 3-pt jump shot from 23 ft,10,10
31,1,6:39.0,Defensive rebound by C. Osman,,10,10
32,1,6:28.0,Turnover by C. Sexton (out of bounds lost ball),,10,10
33,1,6:28.0,,Miami full timeout,10,10
34,1,6:28.0,M. Chriss enters the game for B. Knight,,10,10
35,1,6:28.0,J. Clarkson enters the game for L. Nance,,10,10
36,1,6:09.0,,Shooting foul by K. Love (drawn by K. Olynyk),10,10
37,1,6:09.0,,K. Olynyk misses free throw 1 of 3,10,10
38,1,6:09.0,,Offensive rebound by Team,10,10
39,1,6:09.0,,K. Olynyk makes free throw 2 of 3,10,11
40,1,6:09.0,,K. Olynyk makes free throw 3 of 3,10,12
41,1,5:54.0,K. Love misses 3-pt jump shot from 25 ft,,10,12
42,1,5:50.0,,Defensive rebound by J. Richardson,10,12
43,1,5:32.0,,J. Winslow misses 2-pt jump shot from 8 ft,10,12
44,1,5:28.0,Defensive rebound by C. Osman,,10,12
45,1,5:26.0,Turnover by C. Osman (bad pass),,10,12
46,1,5:26.0,,D. Wade enters the game for J. Richardson,10,12
47,1,5:15.0,,B. Adebayo misses 2-pt hook shot from 5 ft,10,12
48,1,5:12.0,Defensive rebound by M. Chriss,,10,12
49,1,5:08.0,C. Sexton makes 2-pt layup from 3 ft,,12,12
50,1,4:54.0,,D. Waiters makes 3-pt jump shot from 25 ft (assist by D. Wade),12,15
51,1,4:40.0,K. Love makes 2-pt jump shot from 11 ft (assist by C. Sexton),,14,15
52,1,4:19.0,,Offensive foul by D. Waiters (drawn by C. Sexton),14,15
53,1,4:19.0,,Turnover by D. Waiters (offensive foul),14,15
54,1,4:19.0,D. Nwaba enters the game for K. Love,,14,15
55,1,4:19.0,,G. Dragić enters the game for K. Olynyk,14,15
56,1,4:19.0,,D. Jones enters the game for D. Waiters,14,15
57,1,4:04.0,C. Sexton makes 2-pt layup from 3 ft,,16,15
58,1,3:47.0,,D. Jones makes 2-pt layup from 4 ft (assist by D. Wade),16,17
59,1,3:34.0,M. Chriss makes 2-pt dunk from 2 ft (assist by D. Nwaba),,18,17
60,1,3:21.0,,B. Adebayo makes 2-pt dunk from 4 ft (assist by D. Wade),18,19
61,1,3:06.0,C. Osman misses 3-pt jump shot from 24 ft,,18,19
62,1,3:05.0,Offensive rebound by Team,,18,19
63,1,3:05.0,Cleveland full timeout,,18,19
64,1,3:05.0,,H. Whiteside enters the game for B. Adebayo,18,19
65,1,3:01.0,J. Clarkson makes 3-pt jump shot from 23 ft (assist by C. Osman),,21,19
66,1,2:48.0,,Turnover by D. Jones (bad pass; steal by D. Nwaba),21,19
67,1,2:42.0,C. Sexton misses 2-pt layup from 5 ft (block by D. Jones),,21,19
68,1,2:42.0,Offensive rebound by Team,,21,19
69,1,2:39.0,Turnover by C. Sexton (discontinued dribble),,21,19
70,1,2:22.0,,G. Dragić makes 3-pt jump shot from 26 ft,21,22
71,1,2:05.0,M. Chriss makes 2-pt layup from 2 ft (assist by C. Sexton),,23,22
72,1,1:58.0,,Shooting foul by C. Osman (drawn by J. Winslow),23,22
73,1,1:58.0,,J. Winslow makes free throw 1 of 2,23,23
74,1,1:58.0,B. Knight enters the game for C. Osman,,23,23
75,1,1:58.0,N. Stauskas enters the game for C. Sexton,,23,23
76,1,1:58.0,,J. Winslow makes free throw 2 of 2,23,24
77,1,1:43.0,N. Stauskas makes 3-pt jump shot from 23 ft (assist by B. Knight),,26,24
78,1,1:24.0,,G. Dragić misses 3-pt jump shot from 26 ft,26,24
79,1,1:17.0,,Offensive rebound by J. Winslow,26,24
80,1,1:07.0,,H. Whiteside makes 2-pt dunk from 3 ft (assist by G. Dragić),26,26
81,1,0:49.0,B. Knight misses 2-pt jump shot from 7 ft,,26,26
82,1,0:46.0,,Defensive rebound by J. Winslow,26,26
83,1,0:45.0,,J. Winslow makes 2-pt layup from 3 ft,26,28
84,1,0:40.0,Personal foul by D. Jones (drawn by J. Clarkson),,26,28
85,1,0:40.0,,J. Richardson enters the game for J. Winslow,26,28
86,1,0:32.0,J. Clarkson misses 3-pt jump shot from 28 ft,,26,28
87,1,0:29.0,,Defensive rebound by H. Whiteside,26,28
88,1,0:21.0,,Turnover by G. Dragić (lost ball; steal by B. Knight),26,28
89,1,0:20.0,,Technical foul by G. Dragić,26,28
90,1,0:20.0,J. Clarkson makes technical free throw,,27,28
91,1,0:04.0,Shooting foul by H. Whiteside (drawn by J. Clarkson),,27,28
92,1,0:04.0,J. Clarkson makes free throw 1 of 2,,28,28
93,1,0:04.0,J. Clarkson makes free throw 2 of 2,,29,28
94,2,11:48.0,B. Knight makes 3-pt jump shot from 26 ft (assist by J. Clarkson),,32,28
95,2,11:20.0,,D. Wade makes 2-pt jump shot from 14 ft,32,30
96,2,11:01.0,N. Stauskas misses 2-pt layup from 4 ft (block by D. Jones),,32,30
97,2,11:01.0,Offensive rebound by Team,,32,30
98,2,10:55.0,Turnover by J. Clarkson (out of bounds lost ball),,32,30
99,2,10:33.0,,G. Dragić makes 2-pt jump shot from 15 ft,32,32
100,2,10:10.0,Turnover by A. Žižić (3 sec),,32,32
101,2,9:52.0,,H. Whiteside misses 2-pt jump shot from 13 ft,32,32
102,2,9:49.0,Defensive rebound by A. Žižić,,32,32
103,2,9:40.0,B. Knight misses 2-pt jump shot from 16 ft,,32,32
