,QUARTER,TIME_REMAINING,MIAMI_ACTION,NEW ORLEANS_ACTION,MIAMI_SCORE,NEW ORLEANS_SCORE
97,1,3:12.0,D. Wade makes 2-pt layup from 2 ft (assist by B. Adebayo),,23,20
98,1,2:55.0,,A. Davis makes 2-pt dunk from 1 ft (assist by A. Harrison),23,22
99,1,2:41.0,Personal foul by A. Harrison (drawn by B. Adebayo),,23,22
100,1,2:41.0,B. Adebayo makes free throw 1 of 2,,24,22
101,1,2:41.0,B. Adebayo makes free throw 2 of 2,,25,22
102,1,2:33.0,,A. Harrison misses 3-pt jump shot from 26 ft,25,22
103,1,2:30.0,Defensive rebound by K. Olynyk,,25,22
104,1,2:20.0,J. Richardson misses 3-pt jump shot from 27 ft,,25,22
105,1,2:16.0,,Defensive rebound by A. Davis,25,22
106,1,2:08.0,,Shooting foul by K. Olynyk (drawn by A. Davis),25,22
107,1,2:08.0,,A. Davis makes free throw 1 of 2,25,23
108,1,2:08.0,,A. Davis makes free throw 2 of 2,25,24
109,1,1:47.0,J. Richardson misses 2-pt jump shot from 12 ft,,25,24
110,1,1:41.0,Offensive rebound by D. Wade,,25,24
111,1,1:41.0,D. Wade misses 2-pt layup at rim,,25,24
112,1,1:40.0,,Defensive rebound by A. Davis,25,24
113,1,1:40.0,,Turnover by C. Diallo (step out of bounds),25,24
114,1,1:29.0,D. Wade makes 3-pt jump shot from 24 ft,,28,24
115,1,1:05.0,,A. Davis makes 2-pt jump shot from 17 ft,28,26
116,1,0:44.0,J. Richardson makes 2-pt jump shot from 14 ft,,30,26
117,1,0:34.0,,A. Davis misses 2-pt jump shot from 9 ft,30,26
118,1,0:31.0,Defensive rebound by B. Adebayo,,30,26
119,1,0:27.0,Turnover by D. Wade (bad pass; steal by C. Diallo),,30,26
120,1,0:05.0,,A. Harrison makes 2-pt jump shot from 13 ft,30,28
121,1,0:00.0,B. Adebayo makes 3-pt jump shot from 29 ft,,33,28
122,2,11:47.0,Turnover by K. Olynyk (bad pass; steal by C. Diallo),,33,28
123,2,11:27.0,,J. Randle makes 2-pt layup from 2 ft,33,30
124,2,11:12.0,T. Johnson makes 2-pt layup from 1 ft,,35,30
125,2,10:52.0,,Turnover by C. Diallo (out of bounds lost ball),35,30
126,2,10:32.0,K. Olynyk misses 2-pt layup from 2 ft,,35,30
127,2,10:30.0,Offensive rebound by K. Olynyk,,35,30
128,2,10:26.0,T. Johnson misses 3-pt jump shot from 26 ft,,35,30
129,2,10:24.0,Offensive rebound by D. Wade,,35,30
130,2,10:24.0,Personal foul by D. Miller (drawn by D. Wade),,35,30
131,2,10:24.0,,J. Holiday enters the game for A. Harrison,35,30
132,2,10:14.0,D. Wade makes 3-pt jump shot from 23 ft (assist by B. Adebayo),,38,30
133,2,10:02.0,,Turnover by C. Diallo (lost ball; steal by T. Johnson),38,30
134,2,9:57.0,J. Richardson makes 2-pt layup from 2 ft (assist by T. Johnson),,40,30
135,2,9:48.0,,D. Miller misses 3-pt jump shot from 27 ft,40,30
136,2,9:46.0,Defensive rebound by K. Olynyk,,40,30
137,2,9:38.0,J. Richardson misses 2-pt jump shot from 18 ft,,40,30
138,2,9:34.0,,Defensive rebound by J. Randle,40,30
139,2,9:27.0,,J. Randle makes 3-pt jump shot from 26 ft (assist by D. Miller),40,33
140,2,9:04.0,J. Richardson misses 3-pt jump shot from 25 ft,,40,33
141,2,9:02.0,,Defensive rebound by J. Randle,40,33
142,2,9:02.0,D. Jones enters the game for D. Wade,,40,33
143,2,9:02.0,,F. Jackson enters the game for E. Moore,40,33
144,2,8:50.0,,Turnover by J. Randle (lost ball; steal by J. Richardson),40,33
145,2,8:34.0,T. Johnson makes 2-pt jump shot from 20 ft (assist by J. Richardson),,42,33
146,2,8:27.0,,New Orleans full timeout,42,33
147,2,8:27.0,,S. Hill enters the game for C. Diallo,42,33
148,2,8:16.0,,J. Holiday misses 2-pt jump shot from 6 ft,42,33
149,2,8:12.0,,Offensive rebound by S. Hill,42,33
150,2,8:06.0,,S. Hill misses 2-pt layup from 6 ft,42,33
151,2,8:04.0,Defensive rebound by D. Jones,,42,33
152,2,8:00.0,K. Olynyk misses 3-pt jump shot from 25 ft,,42,33
153,2,7:58.0,Offensive rebound by Team,,42,33
154,2,7:51.0,T. Johnson misses 3-pt jump shot from 24 ft,,42,33
155,2,7:48.0,,Defensive rebound by D. Miller,42,33
156,2,7:44.0,,F. Jackson misses 3-pt jump shot from 23 ft,42,33
157,2,7:40.0,Defensive rebound by T. Johnson,,42,33
158,2,7:24.0,T. Johnson misses 3-pt jump shot from 26 ft,,42,33
159,2,7:20.0,Offensive rebound by D. Jones,,42,33
160,2,7:18.0,J. Richardson makes 2-pt jump shot from 17 ft (assist by B. Adebayo),,44,33
161,2,7:03.0,,S. Hill makes 3-pt jump shot from 27 ft (assist by J. Holiday),44,36
162,2,6:42.0,B. Adebayo misses 2-pt layup from 6 ft,,44,36
163,2,6:38.0,,Defensive rebound by J. Randle,44,36
164,2,6:31.0,,J. Randle makes 2-pt dunk from 1 ft (assist by S. Hill),44,38
165,2,6:13.0,Personal foul by F. Jackson (drawn by K. Olynyk),,44,38
166,2,6:13.0,H. Whiteside enters the game for B. Adebayo,,44,38
167,2,6:13.0,J. Winslow enters the game for J. Richardson,,44,38
168,2,6:05.0,T. Johnson misses 3-pt jump shot from 25 ft,,44,38
169,2,6:02.0,Offensive rebound by D. Jones,,44,38
170,2,6:00.0,D. Jones makes 2-pt layup from 10 ft,,46,38
171,2,5:54.0,,New Orleans full timeout,46,38
172,2,5:54.0,R. McGruder enters the game for T. Johnson,,46,38
173,2,5:54.0,,A. Davis enters the game for J. Randle,46,38
174,2,5:46.0,,A. Davis makes 2-pt layup from 11 ft (assist by D. Miller),46,40
175,2,5:27.0,Turnover by J. Winslow (bad pass; steal by A. Davis),,46,40
176,2,5:21.0,,S. Hill makes 2-pt dunk from 1 ft (assist by A. Davis),46,42
177,2,5:07.0,K. Olynyk misses 2-pt jump shot from 8 ft,,46,42
178,2,5:05.0,,Defensive rebound by S. Hill,46,42
179,2,4:52.0,,Personal foul by R. McGruder (drawn by J. Holiday),46,42
180,2,4:52.0,,E. Moore enters the game for D. Miller,46,42
181,2,4:43.0,,A. Davis misses 2-pt layup from 2 ft,46,42
182,2,4:41.0,Defensive rebound by K. Olynyk,,46,42
183,2,4:39.0,D. Jones makes 2-pt layup from 1 ft (assist by J. Winslow),,48,42
184,2,4:39.0,Shooting foul by J. Holiday (drawn by D. Jones),,48,42
185,2,4:39.0,D. Jones misses free throw 1 of 1,,48,42
186,2,4:37.0,Offensive rebound by R. McGruder,,48,42
187,2,4:33.0,K. Olynyk misses 3-pt jump shot from 24 ft,,48,42
188,2,4:29.0,,Defensive rebound by S. Hill,48,42
189,2,4:16.0,,A. Davis misses 2-pt layup from 3 ft,48,42
190,2,4:16.0,Defensive rebound by H. Whiteside,,48,42
191,2,4:16.0,,Technical foul by A. Davis,48,42
192,2,4:16.0,K. Olynyk makes technical free throw,,49,42
193,2,4:16.0,,J. Randle enters the game for F. Jackson,49,42
194,2,4:00.0,J. Winslow misses 3-pt jump shot from 24 ft,,49,42
195,2,3:56.0,Offensive rebound by D. Jones,,49,42
196,2,3:49.0,R. McGruder misses 2-pt jump shot from 9 ft (block by A. Davis),,49,42
197,2,3:46.0,,Defensive rebound by S. Hill,49,42
198,2,3:45.0,,Shooting foul by J. Winslow (drawn by J. Holiday),49,42
199,2,3:45.0,,J. Holiday makes free throw 1 of 2,49,43
200,2,3:45.0,,J. Holiday makes free throw 2 of 2,49,44
201,2,3:32.0,R. McGruder misses 3-pt jump shot from 25 ft,,49,44
202,2,3:24.0,H. Whiteside makes 2-pt layup at rim,,51,44
203,2,3:24.0,Offensive rebound by H. Whiteside,,51,44
204,2,3:10.0,,Personal foul by H. Whiteside (drawn by J. Randle),51,44
205,2,3:02.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by A. Davis),51,47
206,2,2:35.0,R. McGruder misses 2-pt layup from 3 ft,,51,47
207,2,2:33.0,,Defensive rebound by A. Davis,51,47
208,2,2:29.0,,J. Holiday misses 2-pt jump shot from 5 ft,51,47
209,2,2:27.0,Defensive rebound by H. Whiteside,,51,47
210,2,2:20.0,Miami full timeout,,51,47
211,2,2:06.0,H. Whiteside misses 2-pt jump shot from 12 ft,,51,47
212,2,2:04.0,Offensive rebound by Team,,51,47
213,2,2:04.0,Turnover by Team (shot clock),,51,47
214,2,1:52.0,,A. Davis makes 2-pt dunk from 1 ft (assist by E. Moore),51,49
215,2,1:34.0,D. Jones makes 3-pt jump shot from 24 ft (assist by J. Winslow),,54,49
216,2,1:22.0,,S. Hill misses 3-pt jump shot from 26 ft,54,49
217,2,1:19.0,Defensive rebound by J. Winslow,,54,49
218,2,1:05.0,Personal foul by J. Holiday (drawn by K. Olynyk),,54,49
219,2,1:05.0,J. Johnson enters the game for D. Jones,,54,49
220,2,1:05.0,J. Richardson enters the game for K. Olynyk,,54,49
221,2,0:53.0,Personal foul by J. Randle (drawn by H. Whiteside),,54,49
222,2,0:53.0,H. Whiteside misses free throw 1 of 2,,54,49
223,2,0:53.0,Offensive rebound by Team,,54,49
224,2,0:53.0,D. Wade enters the game for R. McGruder,,54,49
225,2,0:53.0,H. Whiteside misses free throw 2 of 2,,54,49
226,2,0:51.0,,Defensive rebound by S. Hill,54,49
227,2,0:44.0,,E. Moore misses 2-pt jump shot from 5 ft,54,49
228,2,0:44.0,,Offensive rebound by A. Davis,54,49
229,2,0:44.0,,A. Davis makes 2-pt layup from 1 ft,54,51
230,2,0:31.0,Turnover by J. Richardson (bad pass),,54,51
231,2,0:31.0,B. Adebayo enters the game for H. Whiteside,,54,51
232,2,0:16.0,,J. Holiday misses 3-pt jump shot from 25 ft,54,51
233,2,0:12.0,Defensive rebound by J. Johnson,,54,51
234,2,0:02.0,D. Wade makes 3-pt jump shot from 25 ft,,57,51
235,2,0:00.0,,J. Holiday misses 3-pt jump shot from 24 ft,57,51
236,2,0:00.0,,Offensive rebound by Team,57,51
237,3,11:40.0,T. Johnson makes 3-pt jump shot from 25 ft (assist by J. Richardson),,60,51
238,3,11:15.0,,J. Randle misses 2-pt jump shot from 6 ft,60,51
239,3,11:13.0,Defensive rebound by H. Whiteside,,60,51
240,3,10:59.0,H. Whiteside makes 2-pt dunk from 1 ft,,62,51
241,3,10:43.0,,Personal foul by H. Whiteside (drawn by A. Davis),62,51
242,3,10:37.0,,J. Holiday misses 2-pt jump shot from 18 ft,62,51
243,3,10:33.0,Defensive rebound by H. Whiteside,,62,51
244,3,10:26.0,J. Richardson misses 2-pt jump shot from 6 ft,,62,51
245,3,10:23.0,,Defensive rebound by A. Davis,62,51
246,3,10:16.0,,Personal foul by J. Johnson (drawn by J. Randle),62,51
247,3,10:06.0,,J. Holiday misses 2-pt layup from 2 ft,62,51
248,3,10:04.0,Defensive rebound by J. Johnson,,62,51
249,3,9:57.0,J. Richardson makes 3-pt jump shot from 28 ft,,65,51
250,3,9:55.0,,New Orleans full timeout,65,51
251,3,9:30.0,,J. Randle misses 2-pt jump shot from 20 ft (block by H. Whiteside),65,51
252,3,9:30.0,,Offensive rebound by Team,65,51
253,3,9:30.0,,Turnover by Team (shot clock),65,51
254,3,9:19.0,J. Richardson misses 3-pt jump shot from 26 ft,,65,51
255,3,9:16.0,,Defensive rebound by J. Randle,65,51
256,3,9:07.0,,Turnover by J. Holiday (traveling),65,51
257,3,8:54.0,T. Johnson makes 3-pt jump shot from 26 ft (assist by J. Johnson),,68,51
258,3,8:37.0,,S. Hill makes 2-pt layup from 1 ft (assist by T. Frazier),68,53
259,3,8:37.0,,E. Moore enters the game for S. Hill,68,53
260,3,8:20.0,Turnover by R. McGruder (lost ball; steal by J. Holiday),,68,53
261,3,8:05.0,,J. Randle misses 2-pt layup from 2 ft,68,53
262,3,8:03.0,Defensive rebound by J. Johnson,,68,53
263,3,8:01.0,J. Richardson makes 2-pt jump shot from 12 ft (assist by J. Johnson),,70,53
264,3,7:41.0,,J. Randle makes 2-pt layup from 2 ft (assist by A. Davis),70,55
265,3,7:26.0,T. Johnson misses 3-pt jump shot from 25 ft,,70,55
266,3,7:20.0,Offensive rebound by R. McGruder,,70,55
267,3,7:20.0,R. McGruder misses 2-pt layup from 1 ft,,70,55
268,3,7:19.0,,Defensive rebound by J. Randle,70,55
269,3,7:15.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by J. Randle),70,58
270,3,6:56.0,Personal foul by J. Holiday (drawn by H. Whiteside),,70,58
271,3,6:48.0,Personal foul by E. Moore (drawn by T. Johnson),,70,58
272,3,6:36.0,J. Richardson misses 3-pt jump shot from 28 ft,,70,58
273,3,6:32.0,,Defensive rebound by E. Moore,70,58
274,3,6:21.0,,J. Randle makes 2-pt layup from 1 ft (assist by T. Frazier),70,60
275,3,6:21.0,,Shooting foul by J. Johnson (drawn by J. Randle),70,60
276,3,6:21.0,D. Wade enters the game for J. Richardson,,70,60
277,3,6:21.0,,J. Randle makes free throw 1 of 1,70,61
278,3,6:05.0,J. Johnson misses 2-pt layup from 2 ft,,70,61
279,3,5:57.0,H. Whiteside makes 2-pt dunk from 1 ft,,72,61
280,3,5:57.0,Offensive rebound by H. Whiteside,,72,61
281,3,5:49.0,,E. Moore makes 3-pt jump shot from 26 ft (assist by J. Holiday),72,64
282,3,5:31.0,Turnover by D. Wade (bad pass; steal by J. Randle),,72,64
283,3,5:18.0,,T. Frazier misses 2-pt layup from 2 ft,72,64
284,3,5:18.0,,Offensive rebound by J. Randle,72,64
285,3,5:18.0,,J. Randle makes 2-pt dunk at rim,72,66
286,3,5:18.0,Miami full timeout,,72,66
287,3,5:18.0,K. Olynyk enters the game for J. Johnson,,72,66
288,3,5:18.0,,D. Miller enters the game for T. Frazier,72,66
289,3,5:03.0,D. Wade makes 2-pt layup from 1 ft (assist by T. Johnson),,74,66
290,3,4:43.0,,J. Randle misses 2-pt layup from 3 ft,74,66
291,3,4:41.0,Defensive rebound by R. McGruder,,74,66
292,3,4:33.0,R. McGruder misses 2-pt jump shot from 22 ft,,74,66
293,3,4:31.0,,Defensive rebound by J. Holiday,74,66
294,3,4:17.0,,D. Miller misses 3-pt jump shot from 25 ft,74,66
295,3,4:12.0,,Offensive rebound by D. Miller,74,66
296,3,4:07.0,,E. Moore misses 3-pt jump shot from 23 ft,74,66
297,3,4:03.0,,Offensive rebound by A. Davis,74,66
298,3,3:59.0,,E. Moore makes 3-pt jump shot from 24 ft (assist by A. Davis),74,69
299,3,3:40.0,K. Olynyk misses 3-pt jump shot from 26 ft,,74,69
300,3,3:37.0,Offensive rebound by H. Whiteside,,74,69
301,3,3:36.0,R. McGruder misses 2-pt jump shot from 6 ft,,74,69
302,3,3:32.0,Offensive rebound by H. Whiteside,,74,69
303,3,3:32.0,H. Whiteside misses 2-pt layup from 1 ft,,74,69
304,3,3:32.0,Offensive rebound by H. Whiteside,,74,69
305,3,3:32.0,H. Whiteside misses 2-pt layup from 1 ft,,74,69
306,3,3:32.0,Offensive rebound by R. McGruder,,74,69
307,3,3:28.0,T. Johnson makes 3-pt jump shot from 25 ft (assist by R. McGruder),,77,69
308,3,3:09.0,,D. Miller misses 3-pt jump shot from 26 ft,77,69
309,3,3:05.0,Defensive rebound by H. Whiteside,,77,69
310,3,2:49.0,Miami full timeout,,77,69
311,3,2:49.0,B. Adebayo enters the game for T. Johnson,,77,69
312,3,2:49.0,J. Richardson enters the game for H. Whiteside,,77,69
313,3,2:49.0,,S. Hill enters the game for J. Randle,77,69
314,3,2:42.0,D. Wade misses 3-pt jump shot from 25 ft,,77,69
315,3,2:39.0,,Defensive rebound by E. Moore,77,69
316,3,2:19.0,,E. Moore misses 2-pt jump shot from 14 ft,77,69
317,3,2:15.0,Defensive rebound by D. Wade,,77,69
318,3,2:01.0,D. Wade misses 2-pt jump shot from 15 ft,,77,69
319,3,1:58.0,,Defensive rebound by A. Davis,77,69
320,3,1:53.0,,J. Holiday makes 2-pt layup from 2 ft (assist by A. Davis),77,71
321,3,1:34.0,Shooting foul by J. Holiday (drawn by D. Wade),,77,71
322,3,1:34.0,D. Wade makes free throw 1 of 2,,78,71
323,3,1:34.0,D. Jones enters the game for R. McGruder,,78,71
324,3,1:34.0,,A. Harrison enters the game for J. Holiday,78,71
325,3,1:34.0,D. Wade makes free throw 2 of 2,,79,71
326,3,1:16.0,,Turnover by A. Davis (bad pass; steal by D. Jones),79,71
327,3,1:13.0,D. Jones misses 2-pt layup from 3 ft (block by A. Davis),,79,71
328,3,1:13.0,Offensive rebound by Team,,79,71
329,3,1:06.0,Shooting foul by A. Harrison (drawn by D. Wade),,79,71
330,3,1:06.0,D. Wade makes free throw 1 of 2,,80,71
331,3,1:06.0,D. Wade makes free throw 2 of 2,,81,71
332,3,0:43.0,,S. Hill makes 2-pt dunk from 1 ft (assist by A. Harrison),81,73
333,3,0:36.0,D. Wade misses 3-pt jump shot from 25 ft,,81,73
334,3,0:34.0,Offensive rebound by Team,,81,73
335,3,0:34.0,,Loose ball foul by A. Harrison (drawn by K. Olynyk),81,73
336,3,0:34.0,K. Olynyk makes free throw 1 of 2,,82,73
337,3,0:34.0,K. Olynyk makes free throw 2 of 2,,83,73
338,3,0:21.0,,E. Moore misses 2-pt layup from 12 ft (block by B. Adebayo),83,73
339,3,0:18.0,Defensive rebound by K. Olynyk,,83,73
340,3,0:05.0,J. Richardson makes 2-pt jump shot from 21 ft,,85,73
341,3,0:00.0,,A. Harrison misses 3-pt jump shot from 37 ft,85,73
342,3,0:00.0,,Offensive rebound by Team,85,73
343,4,11:41.0,Violation by Team (kicked ball),,85,73
344,4,11:38.0,,D. Miller misses 3-pt jump shot from 28 ft,85,73
345,4,11:34.0,Defensive rebound by B. Adebayo,,85,73
346,4,11:15.0,Turnover by D. Wade (lost ball; steal by D. Miller),,85,73
347,4,11:10.0,,Turnover by D. Miller (bad pass; steal by D. Jones),85,73
348,4,10:53.0,D. Wade misses 3-pt jump shot from 24 ft,,85,73
349,4,10:50.0,Offensive rebound by Team,,85,73
350,4,10:43.0,Turnover by B. Adebayo (traveling),,85,73
351,4,10:29.0,,J. Holiday makes 3-pt jump shot from 27 ft (assist by D. Miller),85,76
352,4,10:15.0,Personal foul by S. Hill (drawn by J. Richardson),,85,76
353,4,10:07.0,J. Richardson misses 3-pt jump shot from 25 ft,,85,76
354,4,9:59.0,Offensive rebound by D. Jones,,85,76
355,4,9:59.0,D. Jones makes 2-pt dunk from 1 ft,,87,76
356,4,9:50.0,,E. Moore misses 3-pt jump shot from 24 ft,87,76
357,4,9:48.0,Defensive rebound by D. Wade,,87,76
358,4,9:44.0,Offensive foul by J. Richardson (drawn by D. Miller),,87,76
359,4,9:44.0,Turnover by J. Richardson (offensive foul),,87,76
360,4,9:35.0,,D. Miller misses 3-pt jump shot from 26 ft,87,76
361,4,9:30.0,Defensive rebound by B. Adebayo,,87,76
362,4,9:11.0,K. Olynyk makes 2-pt layup from 1 ft (assist by D. Wade),,89,76
363,4,9:00.0,,Personal foul by K. Olynyk (drawn by E. Moore),89,76
364,4,9:00.0,,A. Davis enters the game for S. Hill,89,76
365,4,8:47.0,,J. Holiday misses 3-pt jump shot from 26 ft,89,76
366,4,8:44.0,,Offensive rebound by J. Randle,89,76
367,4,8:44.0,,Shooting foul by K. Olynyk (drawn by J. Randle),89,76
368,4,8:44.0,,J. Randle makes free throw 1 of 2,89,77
369,4,8:44.0,,J. Randle makes free throw 2 of 2,89,78
370,4,8:39.0,K. Olynyk misses 3-pt jump shot from 26 ft,,89,78
371,4,8:38.0,,Defensive rebound by Team,89,78
372,4,8:38.0,Loose ball foul by D. Jones (drawn by E. Moore),,89,78
373,4,8:20.0,Violation by Team (kicked ball),,89,78
374,4,8:08.0,,J. Randle misses 2-pt layup from 3 ft,89,78
375,4,8:06.0,Defensive rebound by D. Wade,,89,78
376,4,7:55.0,D. Jones misses 3-pt jump shot from 23 ft,,89,78
377,4,7:52.0,,Defensive rebound by A. Davis,89,78
378,4,7:46.0,,Personal foul by J. Richardson (drawn by A. Davis),89,78
379,4,7:46.0,T. Johnson enters the game for D. Wade,,89,78
380,4,7:32.0,,J. Randle misses 2-pt layup from 2 ft,89,78
381,4,7:28.0,Defensive rebound by B. Adebayo,,89,78
382,4,7:17.0,Personal foul by J. Randle (drawn by B. Adebayo),,89,78
383,4,7:07.0,J. Richardson misses 2-pt layup from 2 ft,,89,78
384,4,7:07.0,Offensive rebound by Team,,89,78
385,4,7:07.0,,Loose ball foul by J. Randle (drawn by B. Adebayo),89,78
386,4,7:04.0,Offensive foul by B. Adebayo (drawn by E. Moore),,89,78
