,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,LA CLIPPERS_ACTION,SACRAMENTO_SCORE,LA CLIPPERS_SCORE
0,1,11:45.0,,Personal foul by N. Bjelica (drawn by M. Gortat),0,0
1,1,11:34.0,,P. Beverley makes 3-pt jump shot from 27 ft (assist by S. Gilgeous-Alexander),0,3
2,1,11:17.0,I. Shumpert misses 3-pt jump shot from 26 ft,,0,3
3,1,11:12.0,Offensive rebound by W. Cauley-Stein,,0,3
4,1,11:10.0,I. Shumpert misses 2-pt jump shot from 16 ft,,0,3
5,1,11:06.0,,Defensive rebound by T. Harris,0,3
6,1,10:54.0,,T. Harris misses 2-pt jump shot from 8 ft,0,3
7,1,10:51.0,,Offensive rebound by T. Harris,0,3
8,1,10:49.0,,P. Beverley makes 3-pt jump shot from 27 ft (assist by T. Harris),0,6
9,1,10:37.0,D. Fox misses 2-pt jump shot from 19 ft,,0,6
10,1,10:34.0,,Defensive rebound by M. Gortat,0,6
11,1,10:19.0,,M. Gortat misses 2-pt hook shot from 4 ft,0,6
12,1,10:17.0,Defensive rebound by D. Fox,,0,6
13,1,10:07.0,W. Cauley-Stein misses 2-pt jump shot from 12 ft,,0,6
14,1,10:04.0,,Defensive rebound by T. Harris,0,6
15,1,9:44.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 26 ft,0,6
16,1,9:41.0,Defensive rebound by B. Hield,,0,6
17,1,9:36.0,B. Hield makes 3-pt jump shot from 26 ft (assist by I. Shumpert),,3,6
18,1,9:11.0,,T. Harris makes 2-pt layup from 2 ft,3,8
19,1,9:01.0,Personal foul by T. Harris (drawn by N. Bjelica),,3,8
20,1,8:56.0,B. Hield misses 3-pt jump shot from 29 ft,,3,8
21,1,8:52.0,,Defensive rebound by M. Gortat,3,8
22,1,8:47.0,,S. Gilgeous-Alexander misses 2-pt layup from 2 ft (block by N. Bjelica),3,8
23,1,8:44.0,,Offensive rebound by S. Gilgeous-Alexander,3,8
24,1,8:36.0,,T. Harris misses 2-pt jump shot from 7 ft,3,8
25,1,8:34.0,Defensive rebound by B. Hield,,3,8
26,1,8:25.0,N. Bjelica misses 2-pt jump shot from 6 ft,,3,8
27,1,8:22.0,,Defensive rebound by M. Gortat,3,8
28,1,8:18.0,,P. Beverley misses 2-pt layup from 3 ft (block by I. Shumpert),3,8
29,1,8:16.0,Defensive rebound by Team,,3,8
30,1,8:08.0,B. Hield misses 3-pt jump shot from 27 ft,,3,8
31,1,8:04.0,,Defensive rebound by A. Bradley,3,8
32,1,7:58.0,,S. Gilgeous-Alexander makes 2-pt layup from 2 ft (assist by A. Bradley),3,10
33,1,7:42.0,Offensive foul by W. Cauley-Stein (drawn by P. Beverley),,3,10
34,1,7:42.0,Turnover by W. Cauley-Stein (offensive foul),,3,10
35,1,7:37.0,,Personal foul by W. Cauley-Stein (drawn by M. Gortat),3,10
36,1,7:37.0,H. Giles enters the game for W. Cauley-Stein,,3,10
37,1,7:27.0,,M. Gortat makes 2-pt jump shot from 11 ft (assist by A. Bradley),3,12
38,1,7:22.0,Sacramento full timeout,,3,12
39,1,7:09.0,I. Shumpert makes 3-pt jump shot from 27 ft (assist by B. Hield),,6,12
40,1,6:54.0,,T. Harris makes 2-pt dunk from 2 ft (assist by M. Gortat),6,14
41,1,6:34.0,N. Bjelica misses 2-pt layup from 3 ft,,6,14
42,1,6:32.0,,Defensive rebound by M. Gortat,6,14
43,1,6:28.0,,M. Gortat makes 2-pt dunk from 1 ft (assist by T. Harris),6,16
44,1,6:21.0,Personal foul by T. Harris (drawn by D. Fox),,6,16
45,1,6:14.0,B. Hield makes 2-pt jump shot from 16 ft,,8,16
46,1,5:54.0,,Shooting foul by N. Bjelica (drawn by P. Beverley),8,16
47,1,5:54.0,,P. Beverley makes free throw 1 of 2,8,17
48,1,5:54.0,M. Bagley enters the game for N. Bjelica,,8,17
49,1,5:54.0,B. Bogdanović enters the game for I. Shumpert,,8,17
50,1,5:54.0,,M. Scott enters the game for T. Harris,8,17
51,1,5:54.0,,P. Beverley makes free throw 2 of 2,8,18
52,1,5:41.0,D. Fox misses 2-pt jump shot from 14 ft (block by P. Beverley),,8,18
53,1,5:37.0,Offensive rebound by H. Giles,,8,18
54,1,5:32.0,D. Fox makes 2-pt jump shot from 18 ft,,10,18
55,1,5:12.0,,Turnover by A. Bradley (bad pass; steal by B. Bogdanović),10,18
56,1,5:09.0,M. Bagley makes 2-pt layup from 2 ft (assist by B. Hield),,12,18
57,1,4:54.0,,P. Beverley makes 3-pt jump shot from 23 ft (assist by S. Gilgeous-Alexander),12,21
58,1,4:43.0,M. Bagley makes 2-pt hook shot from 6 ft (assist by D. Fox),,14,21
59,1,4:32.0,,Turnover by M. Scott (traveling),14,21
60,1,4:32.0,,M. Harrell enters the game for S. Gilgeous-Alexander,14,21
61,1,4:32.0,,L. Williams enters the game for M. Gortat,14,21
62,1,4:19.0,Turnover by M. Bagley (bad pass),,14,21
63,1,4:08.0,,Turnover by P. Beverley (bad pass; steal by B. Hield),14,21
64,1,4:06.0,Shooting foul by P. Beverley (drawn by B. Hield),,14,21
65,1,4:06.0,B. Hield makes free throw 1 of 2,,15,21
66,1,4:06.0,B. Hield makes free throw 2 of 2,,16,21
67,1,3:52.0,,M. Scott makes 3-pt jump shot from 25 ft (assist by P. Beverley),16,24
68,1,3:33.0,H. Giles misses 2-pt hook shot from 6 ft,,16,24
69,1,3:31.0,Offensive rebound by H. Giles,,16,24
70,1,3:31.0,H. Giles misses 2-pt layup at rim,,16,24
71,1,3:28.0,Offensive rebound by H. Giles,,16,24
72,1,3:28.0,H. Giles makes 2-pt layup at rim,,18,24
73,1,3:24.0,,Personal foul by B. Bogdanović (drawn by L. Williams),18,24
74,1,3:08.0,,M. Harrell makes 2-pt hook shot from 7 ft (assist by L. Williams),18,26
75,1,2:59.0,D. Fox misses 2-pt jump shot from 8 ft,,18,26
76,1,2:59.0,Offensive rebound by D. Fox,,18,26
77,1,2:53.0,B. Bogdanović misses 2-pt jump shot from 6 ft,,18,26
78,1,2:50.0,,Defensive rebound by M. Scott,18,26
79,1,2:41.0,,M. Scott makes 3-pt jump shot from 25 ft (assist by A. Bradley),18,29
80,1,2:28.0,M. Bagley misses 3-pt jump shot from 24 ft,,18,29
81,1,2:25.0,,Defensive rebound by A. Bradley,18,29
82,1,2:11.0,,M. Scott misses 2-pt layup from 1 ft,18,29
83,1,2:08.0,Defensive rebound by M. Bagley,,18,29
84,1,2:06.0,Turnover by B. Hield (lost ball; steal by A. Bradley),,18,29
85,1,2:02.0,,A. Bradley misses 2-pt layup at rim,18,29
86,1,2:00.0,,Offensive rebound by A. Bradley,18,29
87,1,1:59.0,,LA Clippers full timeout,18,29
88,1,1:59.0,N. Bjelica enters the game for D. Fox,,18,29
89,1,1:59.0,Y. Ferrell enters the game for H. Giles,,18,29
90,1,1:48.0,,L. Williams makes 3-pt jump shot from 28 ft (assist by P. Beverley),18,32
91,1,1:24.0,M. Bagley misses 3-pt jump shot from 27 ft,,18,32
92,1,1:20.0,,Defensive rebound by A. Bradley,18,32
93,1,1:13.0,,M. Harrell misses 2-pt dunk from 3 ft (block by M. Bagley),18,32
94,1,1:10.0,,Offensive rebound by M. Harrell,18,32
95,1,1:09.0,,M. Harrell makes 2-pt dunk from 2 ft,18,34
96,1,0:56.0,Offensive foul by N. Bjelica (drawn by M. Harrell),,18,34
97,1,0:56.0,Turnover by N. Bjelica (offensive foul),,18,34
98,1,0:56.0,J. Jackson enters the game for B. Hield,,18,34
99,1,0:56.0,,S. Gilgeous-Alexander enters the game for P. Beverley,18,34
100,1,0:56.0,,J. Robinson enters the game for A. Bradley,18,34
101,1,0:33.0,,L. Williams misses 2-pt jump shot from 14 ft,18,34
102,1,0:31.0,Defensive rebound by M. Bagley,,18,34
103,1,0:21.0,N. Bjelica makes 3-pt jump shot from 29 ft (assist by Y. Ferrell),,21,34
104,1,0:02.0,,L. Williams misses 2-pt jump shot from 7 ft,21,34
105,1,0:00.0,,Offensive rebound by Team,21,34
106,2,11:46.0,Shooting foul by S. Gilgeous-Alexander (drawn by B. Bogdanović),,21,34
107,2,11:46.0,B. Bogdanović misses free throw 1 of 2,,21,34
108,2,11:46.0,Offensive rebound by Team,,21,34
109,2,11:46.0,B. Bogdanović makes free throw 2 of 2,,22,34
110,2,11:34.0,,M. Harrell makes 2-pt layup from 1 ft (assist by L. Williams),22,36
111,2,11:25.0,J. Jackson misses 3-pt jump shot from 27 ft,,22,36
112,2,11:22.0,,Defensive rebound by J. Robinson,22,36
113,2,11:14.0,,M. Scott makes 2-pt hook shot from 12 ft (assist by L. Williams),22,38
114,2,10:56.0,M. Bagley misses 2-pt jump shot from 20 ft,,22,38
115,2,10:53.0,,Defensive rebound by L. Williams,22,38
116,2,10:48.0,,M. Harrell makes 2-pt layup from 3 ft (assist by L. Williams),22,40
117,2,10:48.0,,Shooting foul by I. Shumpert (drawn by M. Harrell),22,40
118,2,10:48.0,Sacramento full timeout,,22,40
119,2,10:48.0,H. Giles enters the game for M. Bagley,,22,40
120,2,10:48.0,,M. Harrell makes free throw 1 of 1,22,41
121,2,10:32.0,Turnover by J. Jackson (bad pass; steal by L. Williams),,22,41
122,2,10:24.0,,M. Harrell makes 2-pt dunk from 2 ft (assist by L. Williams),22,43
123,2,10:09.0,Y. Ferrell misses 2-pt jump shot from 5 ft,,22,43
124,2,10:07.0,Offensive rebound by Y. Ferrell,,22,43
125,2,10:05.0,J. Jackson misses 3-pt jump shot from 28 ft,,22,43
126,2,10:03.0,,Defensive rebound by S. Gilgeous-Alexander,22,43
127,2,9:54.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 5 ft,22,45
128,2,9:44.0,H. Giles makes 2-pt jump shot from 8 ft (assist by Y. Ferrell),,24,45
129,2,9:25.0,,J. Robinson makes 2-pt layup from 2 ft (assist by S. Gilgeous-Alexander),24,47
130,2,8:58.0,Y. Ferrell makes 2-pt jump shot from 16 ft,,26,47
131,2,8:51.0,,Shooting foul by J. Jackson (drawn by L. Williams),26,47
132,2,8:51.0,,L. Williams makes free throw 1 of 2,26,48
133,2,8:51.0,,L. Williams makes free throw 2 of 2,26,49
134,2,8:43.0,Personal foul by J. Robinson (drawn by B. Bogdanović),,26,49
135,2,8:32.0,H. Giles misses 2-pt hook shot from 9 ft,,26,49
136,2,8:30.0,,Defensive rebound by L. Williams,26,49
137,2,8:29.0,,Personal take foul by Y. Ferrell (drawn by L. Williams),26,49
138,2,8:24.0,,Turnover by L. Williams (bad pass; steal by Y. Ferrell),26,49
139,2,8:20.0,Y. Ferrell makes 2-pt layup from 2 ft,,28,49
140,2,8:12.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),28,51
141,2,7:58.0,J. Jackson misses 3-pt jump shot from 23 ft,,28,51
142,2,7:54.0,,Defensive rebound by J. Robinson,28,51
143,2,7:51.0,,L. Williams misses 2-pt layup from 3 ft,28,51
144,2,7:51.0,,Offensive rebound by M. Harrell,28,51
145,2,7:39.0,,Turnover by M. Scott (bad pass; steal by H. Giles),28,51
146,2,7:39.0,Personal take foul by L. Williams (drawn by Y. Ferrell),,28,51
147,2,7:39.0,,T. Harris enters the game for M. Scott,28,51
148,2,7:29.0,B. Bogdanović misses 2-pt jump shot from 15 ft,,28,51
149,2,7:27.0,,Defensive rebound by M. Harrell,28,51
150,2,7:16.0,,S. Gilgeous-Alexander makes 2-pt dunk from 3 ft (assist by M. Harrell),28,53
151,2,7:06.0,Y. Ferrell makes 2-pt layup from 2 ft,,30,53
152,2,7:02.0,,LA Clippers full timeout,30,53
153,2,7:02.0,W. Cauley-Stein enters the game for Y. Ferrell,,30,53
154,2,7:02.0,D. Fox enters the game for H. Giles,,30,53
155,2,7:02.0,B. Hield enters the game for J. Jackson,,30,53
156,2,7:02.0,,J. Motley enters the game for M. Harrell,30,53
157,2,6:53.0,,L. Williams misses 3-pt jump shot from 24 ft,30,53
158,2,6:51.0,Defensive rebound by W. Cauley-Stein,,30,53
159,2,6:43.0,Personal foul by S. Gilgeous-Alexander (drawn by W. Cauley-Stein),,30,53
160,2,6:43.0,,A. Bradley enters the game for L. Williams,30,53
161,2,6:32.0,B. Bogdanović makes 3-pt jump shot from 26 ft,,33,53
162,2,6:14.0,,J. Robinson misses 3-pt jump shot from 25 ft,33,53
163,2,6:12.0,,Offensive rebound by S. Gilgeous-Alexander,33,53
164,2,6:11.0,,J. Robinson misses 3-pt jump shot from 26 ft,33,53
