,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,LA CLIPPERS_ACTION,OKLAHOMA CITY_SCORE,LA CLIPPERS_SCORE
49,1,6:17.0,,D. Gallinari makes free throw 1 of 2,16,21
50,1,6:17.0,J. Grant enters the game for P. George,,16,21
51,1,6:17.0,Technical foul by P. George,,16,21
52,1,6:17.0,,D. Gallinari makes technical free throw,16,22
53,1,6:17.0,,D. Gallinari makes free throw 2 of 2,16,23
54,1,6:08.0,J. Grant makes 2-pt dunk from 2 ft (assist by R. Westbrook),,18,23
55,1,5:56.0,,D. Gallinari makes 2-pt jump shot from 8 ft,18,25
56,1,5:56.0,,Shooting foul by J. Grant (drawn by D. Gallinari),18,25
57,1,5:56.0,,L. Williams enters the game for P. Beverley,18,25
58,1,5:56.0,,D. Gallinari makes free throw 1 of 1,18,26
59,1,5:44.0,R. Westbrook misses 3-pt jump shot from 27 ft,,18,26
60,1,5:42.0,,Defensive rebound by I. Zubac,18,26
61,1,5:38.0,,I. Zubac makes 2-pt dunk from 1 ft (assist by L. Williams),18,28
62,1,5:26.0,R. Westbrook misses 3-pt jump shot from 26 ft,,18,28
63,1,5:26.0,Offensive rebound by S. Adams,,18,28
64,1,5:19.0,R. Westbrook makes 2-pt layup from 1 ft (assist by S. Adams),,20,28
65,1,5:08.0,,L. Williams makes 2-pt jump shot from 17 ft,20,30
66,1,4:58.0,D. Schröder misses 2-pt jump shot from 4 ft,,20,30
67,1,4:57.0,,Defensive rebound by I. Zubac,20,30
68,1,4:51.0,,L. Shamet misses 3-pt jump shot from 25 ft,20,30
69,1,4:48.0,Defensive rebound by S. Adams,,20,30
70,1,4:45.0,R. Westbrook makes 2-pt layup from 2 ft,,22,30
71,1,4:45.0,Shooting foul by S. Gilgeous-Alexander (drawn by R. Westbrook),,22,30
72,1,4:45.0,,LA Clippers full timeout,22,30
73,1,4:45.0,A. Nader enters the game for T. Ferguson,,22,30
74,1,4:45.0,,G. Temple enters the game for S. Gilgeous-Alexander,22,30
75,1,4:45.0,R. Westbrook makes free throw 1 of 1,,23,30
76,1,4:26.0,,L. Shamet misses 2-pt jump shot from 23 ft,23,30
77,1,4:23.0,Defensive rebound by A. Nader,,23,30
78,1,4:17.0,Shooting foul by L. Shamet (drawn by R. Westbrook),,23,30
79,1,4:17.0,R. Westbrook misses free throw 1 of 2,,23,30
80,1,4:17.0,Offensive rebound by Team,,23,30
81,1,4:17.0,,M. Harrell enters the game for L. Shamet,23,30
82,1,4:17.0,,T. Wallace enters the game for I. Zubac,23,30
83,1,4:17.0,R. Westbrook misses free throw 2 of 2,,23,30
84,1,4:16.0,Offensive rebound by Team,,23,30
85,1,4:10.0,R. Westbrook misses 3-pt jump shot from 27 ft,,23,30
86,1,4:09.0,Offensive rebound by Team,,23,30
87,1,4:09.0,N. Noel enters the game for S. Adams,,23,30
88,1,3:58.0,Personal foul by G. Temple (drawn by R. Westbrook),,23,30
89,1,3:58.0,R. Westbrook makes free throw 1 of 2,,24,30
90,1,3:58.0,R. Westbrook makes free throw 2 of 2,,25,30
91,1,3:46.0,,L. Williams misses 2-pt layup from 2 ft,25,30
92,1,3:44.0,Defensive rebound by A. Nader,,25,30
93,1,3:41.0,A. Nader misses 2-pt layup from 1 ft,,25,30
94,1,3:37.0,,Defensive rebound by T. Wallace,25,30
95,1,3:34.0,,G. Temple misses 2-pt jump shot from 16 ft,25,30
96,1,3:31.0,,Offensive rebound by G. Temple,25,30
97,1,3:26.0,,Turnover by L. Williams (bad pass),25,30
98,1,3:19.0,J. Grant misses 3-pt jump shot from 27 ft,,25,30
99,1,3:14.0,,Defensive rebound by T. Wallace,25,30
100,1,3:03.0,,T. Wallace misses 2-pt jump shot from 6 ft,25,30
101,1,3:02.0,Defensive rebound by N. Noel,,25,30
102,1,2:55.0,D. Schröder misses 3-pt jump shot from 26 ft,,25,30
103,1,2:52.0,,Defensive rebound by G. Temple,25,30
104,1,2:37.0,,M. Harrell makes 2-pt layup from 2 ft,25,32
105,1,2:28.0,R. Westbrook makes 3-pt jump shot from 27 ft (assist by N. Noel),,28,32
106,1,2:11.0,,L. Williams misses 2-pt jump shot from 3 ft,28,32
107,1,2:09.0,Defensive rebound by A. Nader,,28,32
108,1,1:49.0,D. Schröder misses 3-pt jump shot from 26 ft,,28,32
109,1,1:45.0,Offensive rebound by J. Grant,,28,32
110,1,1:44.0,Personal foul by M. Harrell (drawn by D. Schröder),,28,32
111,1,1:44.0,,Technical foul by M. Harrell,28,32
112,1,1:44.0,Technical foul by R. Westbrook,,28,32
113,1,1:44.0,M. Morris enters the game for J. Grant,,28,32
114,1,1:44.0,,J. Green enters the game for D. Gallinari,28,32
115,1,1:44.0,D. Schröder makes free throw 1 of 2,,29,32
116,1,1:44.0,P. George enters the game for R. Westbrook,,29,32
117,1,1:44.0,D. Schröder misses free throw 2 of 2,,29,32
118,1,1:41.0,,Defensive rebound by J. Green,29,32
119,1,1:26.0,,L. Williams misses 2-pt layup from 1 ft,29,32
120,1,1:23.0,Defensive rebound by D. Schröder,,29,32
121,1,1:21.0,D. Schröder makes 2-pt jump shot from 18 ft,,31,32
122,1,1:05.0,,M. Harrell makes 2-pt layup from 1 ft,31,34
123,1,0:53.0,D. Schröder misses 2-pt jump shot from 13 ft,,31,34
124,1,0:49.0,Offensive rebound by A. Nader,,31,34
125,1,0:46.0,Personal foul by J. Green (drawn by M. Morris),,31,34
126,1,0:46.0,M. Morris makes free throw 1 of 2,,32,34
127,1,0:46.0,,P. Beverley enters the game for T. Wallace,32,34
128,1,0:46.0,M. Morris misses free throw 2 of 2,,32,34
129,1,0:44.0,,Defensive rebound by L. Williams,32,34
130,1,0:40.0,,G. Temple misses 2-pt layup from 2 ft (block by A. Nader),32,34
131,1,0:36.0,Defensive rebound by N. Noel,,32,34
132,1,0:33.0,Personal foul by P. Beverley (drawn by P. George),,32,34
133,1,0:33.0,P. George misses free throw 1 of 2,,32,34
134,1,0:33.0,Offensive rebound by Team,,32,34
135,1,0:33.0,P. George misses free throw 2 of 2,,32,34
136,1,0:32.0,,Defensive rebound by J. Green,32,34
137,1,0:23.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by G. Temple),32,36
138,1,0:01.0,P. George misses 3-pt jump shot from 27 ft,,32,36
139,1,0:00.0,Offensive rebound by Team,,32,36
140,2,11:46.0,,Personal foul by N. Noel (drawn by M. Harrell),32,36
141,2,11:33.0,,M. Harrell misses 2-pt hook shot from 5 ft,32,36
142,2,11:32.0,Defensive rebound by M. Morris,,32,36
143,2,11:13.0,M. Morris misses 3-pt jump shot from 28 ft,,32,36
144,2,11:09.0,,Defensive rebound by M. Harrell,32,36
145,2,10:55.0,,J. Green misses 3-pt jump shot from 23 ft,32,36
146,2,10:52.0,Defensive rebound by N. Noel,,32,36
147,2,10:38.0,M. Morris misses 2-pt jump shot from 14 ft,,32,36
148,2,10:35.0,,Defensive rebound by M. Harrell,32,36
149,2,10:30.0,,Turnover by M. Harrell (lost ball; steal by A. Nader),32,36
150,2,10:24.0,D. Schröder misses 2-pt layup from 2 ft,,32,36
151,2,10:21.0,Offensive rebound by M. Morris,,32,36
152,2,10:21.0,M. Morris makes 2-pt layup at rim,,34,36
153,2,10:18.0,,Personal foul by N. Noel (drawn by M. Harrell),34,36
154,2,10:18.0,,S. Thornwell enters the game for P. Beverley,34,36
155,2,10:10.0,,G. Temple misses 3-pt jump shot from 26 ft,34,36
156,2,10:08.0,Defensive rebound by P. George,,34,36
157,2,10:01.0,Shooting foul by L. Williams (drawn by N. Noel),,34,36
158,2,10:01.0,N. Noel makes free throw 1 of 2,,35,36
159,2,10:01.0,N. Noel makes free throw 2 of 2,,36,36
160,2,9:49.0,Violation by Team (kicked ball),,36,36
161,2,9:43.0,,L. Williams makes 2-pt jump shot from 9 ft,36,38
162,2,9:43.0,,Shooting foul by A. Nader (drawn by L. Williams),36,38
163,2,9:43.0,,S. Gilgeous-Alexander enters the game for G. Temple,36,38
164,2,9:43.0,,L. Williams makes free throw 1 of 1,36,39
165,2,9:36.0,P. George misses 3-pt jump shot from 27 ft,,36,39
166,2,9:33.0,,Defensive rebound by M. Harrell,36,39
167,2,9:22.0,,L. Williams makes 2-pt layup from 1 ft (assist by M. Harrell),36,41
168,2,9:08.0,Shooting foul by M. Harrell (drawn by P. George),,36,41
169,2,9:08.0,P. George makes free throw 1 of 2,,37,41
170,2,9:08.0,P. George makes free throw 2 of 2,,38,41
171,2,8:59.0,,Shooting foul by N. Noel (drawn by L. Williams),38,41
172,2,8:59.0,,L. Williams makes free throw 1 of 2,38,42
173,2,8:59.0,,L. Williams misses free throw 2 of 2,38,42
174,2,8:57.0,Defensive rebound by M. Morris,,38,42
175,2,8:47.0,Personal foul by S. Thornwell (drawn by M. Morris),,38,42
176,2,8:47.0,R. Westbrook enters the game for P. George,,38,42
177,2,8:38.0,Personal foul by M. Harrell (drawn by M. Morris),,38,42
178,2,8:38.0,S. Adams enters the game for N. Noel,,38,42
179,2,8:38.0,,I. Zubac enters the game for M. Harrell,38,42
180,2,8:29.0,Turnover by D. Schröder (bad pass; steal by L. Williams),,38,42
181,2,8:22.0,,S. Gilgeous-Alexander misses 2-pt layup from 3 ft (block by A. Nader),38,42
182,2,8:20.0,Defensive rebound by A. Nader,,38,42
183,2,8:16.0,D. Schröder misses 3-pt jump shot from 24 ft,,38,42
184,2,8:12.0,,Defensive rebound by J. Green,38,42
185,2,8:08.0,,S. Thornwell misses 3-pt jump shot from 23 ft,38,42
186,2,8:06.0,Defensive rebound by M. Morris,,38,42
187,2,7:50.0,Turnover by S. Adams (bad pass; steal by L. Williams),,38,42
188,2,7:46.0,,L. Williams makes 2-pt layup from 3 ft,38,44
189,2,7:31.0,R. Westbrook makes 2-pt jump shot from 14 ft,,40,44
190,2,7:21.0,,L. Williams makes 2-pt layup from 1 ft,40,46
191,2,7:01.0,Shooting foul by S. Gilgeous-Alexander (drawn by D. Schröder),,40,46
192,2,7:01.0,T. Ferguson enters the game for A. Nader,,40,46
193,2,7:01.0,,D. Gallinari enters the game for S. Gilgeous-Alexander,40,46
194,2,7:01.0,,T. Wallace enters the game for J. Green,40,46
195,2,7:01.0,D. Schröder makes free throw 1 of 2,,41,46
196,2,7:01.0,D. Schröder makes free throw 2 of 2,,42,46
197,2,6:55.0,Violation by Team (kicked ball),,42,46
198,2,6:55.0,,LA Clippers full timeout,42,46
199,2,6:55.0,,L. Shamet enters the game for S. Thornwell,42,46
200,2,6:40.0,,D. Gallinari makes 2-pt jump shot from 14 ft,42,48
201,2,6:28.0,M. Morris makes 2-pt layup from 1 ft (assist by R. Westbrook),,44,48
202,2,6:11.0,,D. Gallinari misses 3-pt jump shot from 26 ft,44,48
203,2,6:10.0,Defensive rebound by R. Westbrook,,44,48
204,2,6:08.0,Personal foul by I. Zubac (drawn by S. Adams),,44,48
205,2,6:08.0,S. Adams misses free throw 1 of 2,,44,48
206,2,6:08.0,Offensive rebound by Team,,44,48
207,2,6:08.0,P. George enters the game for M. Morris,,44,48
208,2,6:08.0,J. Grant enters the game for D. Schröder,,44,48
209,2,6:08.0,S. Adams misses free throw 2 of 2,,44,48
210,2,6:05.0,,Defensive rebound by I. Zubac,44,48
211,2,5:41.0,,L. Williams makes 2-pt jump shot from 5 ft,44,50
212,2,5:36.0,P. George misses 2-pt jump shot from 5 ft,,44,50
213,2,5:36.0,,Defensive rebound by Team,44,50
214,2,5:20.0,,Turnover by T. Wallace (bad pass),44,50
215,2,5:20.0,,P. Beverley enters the game for T. Wallace,44,50
216,2,5:12.0,R. Westbrook makes 2-pt layup from 4 ft,,46,50
217,2,5:04.0,,L. Williams makes 2-pt layup from 2 ft,46,52
218,2,4:50.0,T. Ferguson misses 2-pt layup from 2 ft (block by I. Zubac),,46,52
219,2,4:47.0,,Defensive rebound by L. Shamet,46,52
220,2,4:45.0,,D. Gallinari makes 2-pt dunk from 2 ft (assist by L. Shamet),46,54
221,2,4:45.0,Oklahoma City full timeout,,46,54
222,2,4:34.0,P. George misses 3-pt jump shot from 27 ft,,46,54
223,2,4:29.0,,Defensive rebound by L. Shamet,46,54
224,2,4:10.0,,D. Gallinari makes 2-pt jump shot from 4 ft (assist by L. Williams),46,56
225,2,3:51.0,J. Grant misses 3-pt jump shot from 24 ft,,46,56
226,2,3:49.0,Offensive rebound by P. George,,46,56
227,2,3:49.0,P. George makes 2-pt layup from 1 ft,,48,56
228,2,3:35.0,,I. Zubac makes 2-pt hook shot from 1 ft (assist by L. Williams),48,58
229,2,3:19.0,T. Ferguson misses 3-pt jump shot from 27 ft,,48,58
230,2,3:16.0,,Defensive rebound by D. Gallinari,48,58
231,2,3:01.0,,P. Beverley misses 3-pt jump shot from 26 ft,48,58
232,2,3:00.0,,Offensive rebound by D. Gallinari,48,58
233,2,2:55.0,,D. Gallinari misses 2-pt layup from 2 ft,48,58
234,2,2:53.0,,Offensive rebound by P. Beverley,48,58
235,2,2:52.0,,L. Shamet makes 3-pt jump shot from 27 ft (assist by P. Beverley),48,61
236,2,2:40.0,R. Westbrook misses 3-pt jump shot from 26 ft,,48,61
237,2,2:39.0,,Defensive rebound by P. Beverley,48,61
238,2,2:35.0,,Personal foul by R. Westbrook (drawn by L. Shamet),48,61
239,2,2:35.0,,L. Shamet makes free throw 1 of 2,48,62
240,2,2:35.0,D. Schröder enters the game for T. Ferguson,,48,62
241,2,2:35.0,,L. Shamet misses free throw 2 of 2,48,62
242,2,2:32.0,Defensive rebound by R. Westbrook,,48,62
243,2,2:24.0,D. Schröder makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,51,62
244,2,2:07.0,,L. Williams misses 2-pt jump shot from 7 ft,51,62
245,2,2:06.0,Defensive rebound by P. George,,51,62
246,2,1:58.0,P. George misses 3-pt jump shot from 28 ft (block by P. Beverley),,51,62
247,2,1:54.0,,Defensive rebound by L. Shamet,51,62
248,2,1:51.0,,P. Beverley misses 3-pt jump shot from 23 ft,51,62
249,2,1:48.0,,Offensive rebound by D. Gallinari,51,62
250,2,1:48.0,,D. Gallinari misses 2-pt layup from 2 ft (block by R. Westbrook),51,62
251,2,1:48.0,,Offensive rebound by Team,51,62
252,2,1:36.0,,D. Gallinari misses 3-pt jump shot from 27 ft,51,62
253,2,1:36.0,Defensive rebound by R. Westbrook,,51,62
254,2,1:36.0,Personal foul by D. Gallinari (drawn by J. Grant),,51,62
255,2,1:36.0,J. Grant misses free throw 1 of 2,,51,62
256,2,1:36.0,Offensive rebound by Team,,51,62
257,2,1:36.0,J. Grant makes free throw 2 of 2,,52,62
258,2,1:20.0,,Personal foul by P. George (drawn by D. Gallinari),52,62
259,2,1:20.0,,D. Gallinari misses free throw 1 of 2,52,62
260,2,1:20.0,,Offensive rebound by Team,52,62
261,2,1:20.0,,G. Temple enters the game for P. Beverley,52,62
262,2,1:20.0,,D. Gallinari makes free throw 2 of 2,52,63
263,2,1:11.0,S. Adams makes 2-pt dunk from 2 ft (assist by R. Westbrook),,54,63
264,2,1:07.0,,Turnover by I. Zubac (bad pass),54,63
265,2,1:01.0,D. Schröder misses 3-pt jump shot from 26 ft,,54,63
266,2,0:58.0,Offensive rebound by D. Schröder,,54,63
267,2,0:57.0,D. Schröder makes 2-pt jump shot from 14 ft,,56,63
268,2,0:50.0,,Personal foul by S. Adams (drawn by L. Williams),56,63
269,2,0:50.0,,L. Williams makes free throw 1 of 2,56,64
270,2,0:50.0,,L. Williams makes free throw 2 of 2,56,65
271,2,0:36.0,J. Grant misses 2-pt layup from 2 ft,,56,65
272,2,0:33.0,Offensive rebound by S. Adams,,56,65
273,2,0:33.0,S. Adams misses 2-pt layup at rim,,56,65
274,2,0:32.0,,Defensive rebound by L. Williams,56,65
275,2,0:30.0,,L. Williams makes 3-pt jump shot from 27 ft,56,68
276,2,0:22.0,P. George misses 2-pt layup from 1 ft,,56,68
277,2,0:20.0,,Defensive rebound by I. Zubac,56,68
278,2,0:06.0,,L. Williams misses 3-pt jump shot from 25 ft,56,68
279,2,0:04.0,Defensive rebound by P. George,,56,68
280,2,0:01.0,P. George misses 3-pt jump shot from 40 ft,,56,68
281,2,0:00.0,Offensive rebound by Team,,56,68
282,3,11:40.0,,P. Beverley misses 3-pt jump shot from 27 ft,56,68
283,3,11:39.0,Defensive rebound by Team,,56,68
284,3,11:26.0,R. Westbrook misses 3-pt jump shot from 24 ft,,56,68
285,3,11:22.0,Offensive rebound by S. Adams,,56,68
286,3,11:18.0,T. Ferguson misses 3-pt jump shot from 27 ft,,56,68
287,3,11:18.0,,Defensive rebound by P. Beverley,56,68
288,3,11:04.0,,L. Shamet misses 3-pt jump shot from 28 ft,56,68
289,3,11:03.0,,Offensive rebound by Team,56,68
290,3,11:03.0,Loose ball foul by R. Westbrook (drawn by P. Beverley),,56,68
291,3,10:58.0,,Offensive foul by I. Zubac (drawn by J. Grant),56,68
292,3,10:58.0,,Turnover by I. Zubac (offensive foul),56,68
293,3,10:36.0,J. Grant makes 2-pt dunk from 2 ft (assist by P. George),,58,68
294,3,10:29.0,,Personal foul by P. George (drawn by P. Beverley),58,68
295,3,10:14.0,,I. Zubac makes 2-pt dunk from 2 ft (assist by D. Gallinari),58,70
296,3,9:54.0,J. Grant makes 2-pt layup from 2 ft (assist by T. Ferguson),,60,70
297,3,9:37.0,,Personal foul by J. Grant (drawn by D. Gallinari),60,70
298,3,9:20.0,,D. Gallinari misses 2-pt jump shot from 18 ft,60,70
299,3,9:18.0,Defensive rebound by P. George,,60,70
300,3,9:13.0,Turnover by P. George (lost ball; steal by P. Beverley),,60,70
301,3,9:11.0,,Shooting foul by R. Westbrook (drawn by I. Zubac),60,70
302,3,9:11.0,,I. Zubac misses free throw 1 of 2,60,70
303,3,9:11.0,,Offensive rebound by Team,60,70
304,3,9:11.0,,I. Zubac misses free throw 2 of 2,60,70
305,3,9:08.0,Defensive rebound by T. Ferguson,,60,70
306,3,9:01.0,Personal foul by I. Zubac (drawn by S. Adams),,60,70
307,3,8:58.0,R. Westbrook makes 2-pt jump shot from 12 ft,,62,70
308,3,8:58.0,Shooting foul by S. Gilgeous-Alexander (drawn by R. Westbrook),,62,70
309,3,8:58.0,R. Westbrook makes free throw 1 of 1,,63,70
310,3,8:43.0,,Shooting foul by S. Adams (drawn by D. Gallinari),63,70
311,3,8:43.0,,D. Gallinari misses free throw 1 of 2,63,70
312,3,8:43.0,,Offensive rebound by Team,63,70
313,3,8:43.0,,D. Gallinari makes free throw 2 of 2,63,71
314,3,8:28.0,T. Ferguson misses 3-pt jump shot from 23 ft,,63,71
315,3,8:23.0,Offensive rebound by S. Adams,,63,71
316,3,8:15.0,P. George makes 3-pt jump shot from 26 ft,,66,71
317,3,7:59.0,,I. Zubac makes 2-pt dunk from 2 ft (assist by S. Gilgeous-Alexander),66,73
318,3,7:47.0,R. Westbrook makes 2-pt jump shot from 13 ft,,68,73
319,3,7:37.0,,Personal foul by R. Westbrook (drawn by S. Gilgeous-Alexander),68,73
320,3,7:37.0,,S. Gilgeous-Alexander makes free throw 1 of 2,68,74
321,3,7:37.0,Oklahoma City full timeout,,68,74
322,3,7:37.0,D. Schröder enters the game for R. Westbrook,,68,74
323,3,7:37.0,,S. Gilgeous-Alexander makes free throw 2 of 2,68,75
324,3,7:25.0,Turnover by P. George (lost ball; steal by S. Gilgeous-Alexander),,68,75
325,3,7:20.0,,S. Gilgeous-Alexander makes 2-pt layup from 2 ft,68,77
326,3,7:02.0,J. Grant misses 3-pt jump shot from 26 ft,,68,77
327,3,6:59.0,Offensive rebound by S. Adams,,68,77
328,3,6:57.0,T. Ferguson misses 3-pt jump shot from 26 ft,,68,77
329,3,6:57.0,,Defensive rebound by P. Beverley,68,77
330,3,6:39.0,,D. Gallinari misses 2-pt jump shot from 16 ft,68,77
331,3,6:37.0,Defensive rebound by J. Grant,,68,77
332,3,6:27.0,P. George misses 3-pt jump shot from 25 ft,,68,77
333,3,6:24.0,,Defensive rebound by I. Zubac,68,77
334,3,6:15.0,,L. Shamet makes 2-pt layup from 2 ft (assist by I. Zubac),68,79
335,3,6:02.0,D. Schröder misses 2-pt jump shot from 16 ft,,68,79
336,3,6:00.0,,Defensive rebound by L. Shamet,68,79
337,3,5:52.0,,L. Shamet misses 2-pt layup from 2 ft,68,79
338,3,5:50.0,Defensive rebound by J. Grant,,68,79
339,3,5:40.0,Turnover by T. Ferguson (step out of bounds),,68,79
340,3,5:26.0,,Turnover by S. Gilgeous-Alexander (bad pass),68,79
341,3,5:26.0,A. Nader enters the game for T. Ferguson,,68,79
342,3,5:26.0,,L. Williams enters the game for S. Gilgeous-Alexander,68,79
343,3,5:12.0,Turnover by P. George (lost ball; steal by I. Zubac),,68,79
344,3,5:04.0,,L. Williams misses 3-pt jump shot from 25 ft,68,79
345,3,5:01.0,Defensive rebound by Team,,68,79
346,3,5:01.0,,M. Harrell enters the game for I. Zubac,68,79
347,3,4:48.0,S. Adams makes 2-pt jump shot from 9 ft,,70,79
348,3,4:36.0,,D. Gallinari makes 2-pt layup from 2 ft,70,81
349,3,4:36.0,Oklahoma City full timeout,,70,81
350,3,4:27.0,P. George makes 2-pt dunk from 2 ft (assist by S. Adams),,72,81
351,3,4:11.0,,L. Shamet makes 3-pt jump shot from 28 ft (assist by L. Williams),72,84
352,3,3:51.0,D. Schröder misses 3-pt jump shot from 24 ft,,72,84
353,3,3:49.0,,Defensive rebound by L. Williams,72,84
354,3,3:49.0,,Personal foul by P. George (drawn by L. Williams),72,84
355,3,3:49.0,,L. Williams makes free throw 1 of 2,72,85
356,3,3:49.0,T. Ferguson enters the game for S. Adams,,72,85
357,3,3:49.0,N. Noel enters the game for P. George,,72,85
358,3,3:49.0,,G. Temple enters the game for P. Beverley,72,85
359,3,3:49.0,,L. Williams makes free throw 2 of 2,72,86
360,3,3:35.0,A. Nader misses 2-pt jump shot from 20 ft,,72,86
361,3,3:33.0,,Defensive rebound by L. Shamet,72,86
362,3,3:18.0,,Turnover by L. Shamet (bad pass; steal by N. Noel),72,86
363,3,3:16.0,J. Grant makes 2-pt layup from 2 ft (assist by N. Noel),,74,86
364,3,3:08.0,,M. Harrell misses 2-pt jump shot from 7 ft (block by A. Nader),74,86
365,3,3:05.0,Defensive rebound by J. Grant,,74,86
366,3,2:57.0,N. Noel misses 2-pt dunk from 2 ft,,74,86
367,3,2:53.0,Offensive rebound by D. Schröder,,74,86
368,3,2:52.0,D. Schröder makes 2-pt jump shot from 14 ft (assist by J. Grant),,76,86
369,3,2:52.0,,LA Clippers full timeout,76,86
370,3,2:52.0,M. Morris enters the game for J. Grant,,76,86
371,3,2:52.0,,J. Green enters the game for D. Gallinari,76,86
372,3,2:29.0,,L. Shamet misses 2-pt layup from 1 ft (block by N. Noel),76,86
373,3,2:26.0,Defensive rebound by A. Nader,,76,86
374,3,2:13.0,M. Morris misses 2-pt jump shot from 7 ft,,76,86
375,3,2:13.0,Offensive rebound by Team,,76,86
376,3,2:13.0,,Loose ball foul by L. Shamet (drawn by N. Noel),76,86
377,3,2:13.0,,S. Gilgeous-Alexander enters the game for L. Shamet,76,86
378,3,2:01.0,D. Schröder makes 3-pt jump shot from 29 ft,,79,86
379,3,1:40.0,,L. Williams misses 2-pt jump shot from 4 ft,79,86
380,3,1:38.0,Defensive rebound by M. Morris,,79,86
381,3,1:35.0,D. Schröder misses 3-pt jump shot from 26 ft,,79,86
382,3,1:30.0,,Defensive rebound by J. Green,79,86
383,3,1:11.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 15 ft,79,86
384,3,1:09.0,Defensive rebound by N. Noel,,79,86
385,3,1:06.0,Personal foul by J. Green (drawn by A. Nader),,79,86
386,3,0:50.0,M. Morris misses 2-pt jump shot from 11 ft,,79,86
387,3,0:49.0,,Defensive rebound by J. Green,79,86
388,3,0:47.0,,Personal foul by M. Morris (drawn by M. Harrell),79,86
389,3,0:47.0,,M. Harrell makes free throw 1 of 2,79,87
