,QUARTER,TIME_REMAINING,HOUSTON_ACTION,UTAH_ACTION,HOUSTON_SCORE,UTAH_SCORE
0,1,11:39.0,,Turnover by D. Mitchell (bad pass; steal by P. Tucker),0,0
1,1,11:24.0,P. Tucker makes 3-pt jump shot from 25 ft (assist by E. Gordon),,3,0
2,1,11:11.0,,J. Crowder makes 2-pt layup from 2 ft (assist by R. Rubio),3,2
3,1,10:49.0,Personal foul by J. Crowder (drawn by P. Tucker),,3,2
4,1,10:41.0,Offensive foul by J. Harden (drawn by R. Rubio),,3,2
5,1,10:41.0,Turnover by J. Harden (offensive foul),,3,2
6,1,10:29.0,,R. Gobert misses 2-pt dunk from 3 ft,3,2
7,1,10:27.0,Defensive rebound by C. Capela,,3,2
8,1,10:18.0,C. Paul makes 2-pt jump shot from 9 ft (assist by C. Capela),,5,2
9,1,10:01.0,,Turnover by D. Mitchell (bad pass; steal by J. Harden),5,2
10,1,9:55.0,J. Harden misses 2-pt layup from 2 ft,,5,2
11,1,9:55.0,Offensive rebound by Team,,5,2
12,1,9:50.0,C. Paul misses 2-pt jump shot from 14 ft,,5,2
13,1,9:47.0,,Defensive rebound by R. Gobert,5,2
14,1,9:33.0,,J. Ingles misses 3-pt jump shot from 25 ft,5,2
15,1,9:31.0,,Offensive rebound by Team,5,2
16,1,9:29.0,,D. Mitchell misses 3-pt jump shot from 24 ft,5,2
17,1,9:26.0,,Offensive rebound by R. Gobert,5,2
18,1,9:24.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by R. Gobert),5,5
19,1,9:10.0,J. Harden misses 2-pt layup from 3 ft (block by R. Gobert),,5,5
20,1,9:10.0,Offensive rebound by C. Capela,,5,5
21,1,9:10.0,Shooting foul by D. Mitchell (drawn by C. Capela),,5,5
22,1,9:10.0,C. Capela misses free throw 1 of 2,,5,5
23,1,9:10.0,Offensive rebound by Team,,5,5
24,1,9:10.0,C. Capela makes free throw 2 of 2,,6,5
25,1,8:55.0,,J. Crowder makes 2-pt layup from 2 ft (assist by J. Ingles),6,7
26,1,8:42.0,C. Capela misses 2-pt layup from 3 ft (block by R. Rubio),,6,7
27,1,8:42.0,Offensive rebound by Team,,6,7
28,1,8:40.0,Personal foul by J. Ingles (drawn by C. Paul),,6,7
29,1,8:38.0,Turnover by C. Paul (bad pass; steal by J. Crowder),,6,7
30,1,8:35.0,,J. Crowder makes 2-pt dunk from 1 ft,6,9
31,1,8:21.0,Turnover by C. Paul (bad pass),,6,9
32,1,8:09.0,,D. Mitchell misses 2-pt jump shot from 9 ft,6,9
33,1,8:07.0,,Offensive rebound by D. Mitchell,6,9
34,1,8:07.0,,D. Mitchell makes 2-pt layup from 3 ft,6,11
35,1,7:56.0,J. Harden makes 3-pt jump shot from 24 ft,,9,11
36,1,7:39.0,,J. Crowder makes 3-pt jump shot from 26 ft (assist by R. Gobert),9,14
37,1,7:24.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by J. Harden),,12,14
38,1,7:07.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by R. Rubio),12,17
39,1,6:46.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by C. Capela),,15,17
40,1,6:34.0,,R. Rubio makes 3-pt jump shot from 25 ft (assist by J. Ingles),15,20
41,1,6:19.0,Shooting foul by D. Mitchell (drawn by E. Gordon),,15,20
42,1,6:19.0,,Utah full timeout,15,20
43,1,6:19.0,D. House enters the game for C. Paul,,15,20
44,1,6:19.0,,R. O'Neale enters the game for D. Mitchell,15,20
45,1,6:19.0,E. Gordon misses free throw 1 of 2,,15,20
46,1,6:19.0,Offensive rebound by Team,,15,20
47,1,6:19.0,E. Gordon makes free throw 2 of 2,,16,20
48,1,6:07.0,,R. Rubio misses 2-pt jump shot from 13 ft,16,20
49,1,6:05.0,Defensive rebound by J. Harden,,16,20
50,1,5:59.0,Turnover by E. Gordon (traveling),,16,20
51,1,5:48.0,,R. Rubio makes 2-pt layup from 2 ft (assist by J. Ingles),16,22
52,1,5:28.0,J. Harden misses 2-pt jump shot from 7 ft (block by R. Gobert),,16,22
53,1,5:25.0,Offensive rebound by D. House,,16,22
54,1,5:21.0,Turnover by Team (shot clock),,16,22
55,1,5:21.0,,G. Niang enters the game for J. Ingles,16,22
56,1,5:11.0,,Shooting foul by P. Tucker (drawn by J. Crowder),16,22
57,1,5:11.0,,J. Crowder makes free throw 1 of 2,16,23
58,1,5:11.0,A. Rivers enters the game for E. Gordon,,16,23
59,1,5:11.0,,J. Crowder makes free throw 2 of 2,16,24
60,1,4:54.0,Turnover by C. Capela (out of bounds lost ball),,16,24
61,1,4:54.0,K. Faried enters the game for C. Capela,,16,24
62,1,4:43.0,,R. Rubio makes 2-pt layup from 3 ft,16,26
63,1,4:38.0,Houston full timeout,,16,26
64,1,4:30.0,J. Harden misses 3-pt jump shot from 26 ft,,16,26
65,1,4:28.0,,Defensive rebound by Team,16,26
66,1,4:28.0,Loose ball foul by K. Faried (drawn by R. Rubio),,16,26
67,1,4:05.0,,R. Rubio misses 2-pt layup from 1 ft,16,26
68,1,4:05.0,Defensive rebound by Team,,16,26
69,1,4:05.0,G. Green enters the game for P. Tucker,,16,26
70,1,3:54.0,A. Rivers misses 2-pt jump shot from 7 ft,,16,26
71,1,3:51.0,,Defensive rebound by R. Gobert,16,26
72,1,3:39.0,,R. Rubio makes 2-pt layup from 3 ft (assist by J. Crowder),16,28
73,1,3:26.0,G. Green misses 2-pt jump shot from 14 ft,,16,28
74,1,3:23.0,,Defensive rebound by J. Crowder,16,28
75,1,3:03.0,,Shooting foul by D. House (drawn by R. Rubio),16,28
76,1,3:03.0,,R. Rubio makes free throw 1 of 2,16,29
77,1,3:03.0,,D. Favors enters the game for J. Crowder,16,29
78,1,3:03.0,,K. Korver enters the game for R. Gobert,16,29
79,1,3:03.0,,R. Rubio makes free throw 2 of 2,16,30
80,1,2:50.0,J. Harden makes 2-pt layup from 2 ft,,18,30
81,1,2:36.0,,G. Niang misses 2-pt jump shot from 3 ft (block by G. Green),18,30
82,1,2:35.0,,Offensive rebound by Team,18,30
83,1,2:35.0,C. Paul enters the game for J. Harden,,18,30
84,1,2:35.0,,J. Ingles enters the game for R. Rubio,18,30
85,1,2:32.0,,D. Favors misses 2-pt layup from 5 ft (block by C. Paul),18,30
86,1,2:29.0,Defensive rebound by A. Rivers,,18,30
87,1,2:28.0,A. Rivers misses 2-pt layup from 2 ft (block by G. Niang),,18,30
88,1,2:24.0,,Defensive rebound by R. O'Neale,18,30
89,1,2:14.0,,G. Niang misses 3-pt jump shot from 27 ft,18,30
90,1,2:12.0,Defensive rebound by Team,,18,30
91,1,2:12.0,,D. Mitchell enters the game for R. O'Neale,18,30
92,1,1:52.0,Personal foul by D. Favors (drawn by C. Paul),,18,30
93,1,1:52.0,C. Paul makes free throw 1 of 2,,19,30
94,1,1:52.0,C. Paul makes free throw 2 of 2,,20,30
95,1,1:38.0,,D. Favors misses 2-pt hook shot from 5 ft,20,30
96,1,1:36.0,Defensive rebound by K. Faried,,20,30
97,1,1:32.0,Personal foul by K. Korver (drawn by C. Paul),,20,30
98,1,1:32.0,C. Paul makes free throw 1 of 2,,21,30
99,1,1:32.0,C. Paul makes free throw 2 of 2,,22,30
100,1,1:23.0,,Personal foul by A. Rivers (drawn by D. Mitchell),22,30
101,1,1:23.0,,T. Sefolosha enters the game for K. Korver,22,30
102,1,1:08.0,,J. Ingles misses 3-pt jump shot from 25 ft,22,30
103,1,1:06.0,Defensive rebound by D. House,,22,30
104,1,0:49.0,A. Rivers misses 2-pt jump shot from 4 ft,,22,30
105,1,0:47.0,,Defensive rebound by D. Favors,22,30
106,1,0:39.0,,Turnover by J. Ingles (bad pass; steal by C. Paul),22,30
107,1,0:36.0,A. Rivers makes 2-pt dunk from 2 ft (assist by C. Paul),,24,30
108,1,0:15.0,,Shooting foul by G. Green (drawn by D. Mitchell),24,30
109,1,0:15.0,,D. Mitchell makes free throw 1 of 2,24,31
110,1,0:15.0,,R. O'Neale enters the game for G. Niang,24,31
111,1,0:15.0,,D. Mitchell makes free throw 2 of 2,24,32
112,1,0:01.0,C. Paul misses 3-pt jump shot from 27 ft,,24,32
113,1,0:01.0,,Defensive rebound by D. Mitchell,24,32
114,2,11:50.0,K. Faried misses 2-pt jump shot from 6 ft,,24,32
115,2,11:47.0,,Defensive rebound by D. Favors,24,32
116,2,11:33.0,,D. Mitchell misses 2-pt jump shot from 6 ft,24,32
117,2,11:33.0,,Offensive rebound by D. Favors,24,32
118,2,11:33.0,,Shooting foul by E. Gordon (drawn by D. Favors),24,32
119,2,11:33.0,,D. Favors makes free throw 1 of 2,24,33
