,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,CHARLOTTE_ACTION,LA LAKERS_SCORE,CHARLOTTE_SCORE
382,4,8:24.0,S. Mykhailiuk makes 3-pt jump shot from 25 ft (assist by L. Ball),,111,77
383,4,8:12.0,,D. Graham misses 2-pt layup from 1 ft,111,77
384,4,8:10.0,Defensive rebound by L. Ball,,111,77
385,4,8:06.0,Shooting foul by W. Hernangómez (drawn by S. Mykhailiuk),,111,77
386,4,8:06.0,S. Mykhailiuk misses free throw 1 of 2,,111,77
387,4,8:06.0,Offensive rebound by Team,,111,77
388,4,8:06.0,,M. Monk enters the game for M. Bridges,111,77
389,4,8:06.0,S. Mykhailiuk makes free throw 2 of 2,,112,77
390,4,7:50.0,,W. Hernangómez makes 2-pt layup from 7 ft,112,79
391,4,7:41.0,S. Mykhailiuk makes 3-pt jump shot from 26 ft (assist by L. Stephenson),,115,79
392,4,7:28.0,,W. Hernangómez misses 2-pt layup from 2 ft,115,79
393,4,7:25.0,,Offensive rebound by W. Hernangómez,115,79
394,4,7:24.0,,W. Hernangómez makes 2-pt layup from 1 ft,115,81
395,4,7:06.0,K. Caldwell-Pope misses 2-pt layup from 2 ft,,115,81
396,4,7:01.0,Offensive rebound by K. Caldwell-Pope,,115,81
397,4,7:01.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,115,81
398,4,7:01.0,Offensive rebound by L. Ball,,115,81
399,4,6:57.0,L. Ball makes 2-pt layup from 1 ft,,117,81
400,4,6:54.0,,Personal take foul by L. Ball (drawn by D. Graham),117,81
401,4,6:54.0,M. Wagner enters the game for L. Ball,,117,81
402,4,6:54.0,,M. Bridges enters the game for F. Kaminsky,117,81
403,4,6:49.0,,D. Bacon makes 2-pt jump shot from 21 ft (assist by D. Graham),117,83
404,4,6:34.0,M. Wagner misses 2-pt layup from 4 ft (block by M. Bridges),,117,83
405,4,6:33.0,,Defensive rebound by D. Bacon,117,83
406,4,6:33.0,I. Bonga enters the game for I. Zubac,,117,83
407,4,6:16.0,,Shooting foul by I. Bonga (drawn by M. Monk),117,83
408,4,6:16.0,,M. Monk makes free throw 1 of 2,117,84
409,4,6:16.0,,M. Monk makes free throw 2 of 2,117,85
410,4,6:01.0,I. Bonga misses 2-pt layup from 3 ft,,117,85
411,4,5:58.0,,Defensive rebound by W. Hernangómez,117,85
412,4,5:50.0,,D. Bacon makes 2-pt layup from 1 ft,117,87
413,4,5:38.0,S. Mykhailiuk misses 2-pt layup from 2 ft,,117,87
414,4,5:38.0,,Defensive rebound by D. Bacon,117,87
415,4,5:30.0,,Turnover by D. Bacon (bad pass; steal by I. Bonga),117,87
416,4,5:30.0,Personal foul by M. Bridges (drawn by I. Bonga),,117,87
417,4,5:12.0,L. Stephenson makes 2-pt dunk from 2 ft (assist by S. Mykhailiuk),,119,87
418,4,5:01.0,,D. Graham makes 2-pt layup from 1 ft,119,89
419,4,5:01.0,,Shooting foul by L. Stephenson (drawn by D. Graham),119,89
420,4,5:01.0,,D. Graham makes free throw 1 of 1,119,90
421,4,4:49.0,M. Wagner makes 3-pt jump shot from 26 ft (assist by S. Mykhailiuk),,122,90
422,4,4:34.0,,D. Graham misses 2-pt jump shot from 20 ft,122,90
423,4,4:30.0,Defensive rebound by M. Wagner,,122,90
424,4,4:19.0,I. Bonga makes 2-pt layup from 2 ft,,124,90
425,4,4:19.0,,Charlotte full timeout,124,90
426,4,4:19.0,I. Zubac enters the game for K. Caldwell-Pope,,124,90
427,4,4:05.0,,Shooting foul by M. Wagner (drawn by M. Bridges),124,90
428,4,4:05.0,,M. Bridges makes free throw 1 of 2,124,91
429,4,4:05.0,,M. Bridges makes free throw 2 of 2,124,92
430,4,3:49.0,M. Wagner makes 2-pt layup from 1 ft (assist by I. Bonga),,126,92
431,4,3:36.0,,Turnover by W. Hernangómez (out of bounds lost ball),126,92
432,4,3:25.0,M. Wagner misses 3-pt jump shot from 26 ft,,126,92
433,4,3:24.0,,Defensive rebound by Team,126,92
434,4,3:11.0,,W. Hernangómez misses 2-pt layup from 3 ft,126,92
435,4,3:09.0,Defensive rebound by M. Wagner,,126,92
436,4,2:58.0,I. Zubac misses 2-pt jump shot from 20 ft,,126,92
437,4,2:56.0,,Defensive rebound by W. Hernangómez,126,92
438,4,2:46.0,,M. Bridges misses 2-pt layup from 7 ft,126,92
439,4,2:42.0,Defensive rebound by M. Wagner,,126,92
440,4,2:35.0,S. Mykhailiuk makes 2-pt dunk from 2 ft (assist by L. Stephenson),,128,92
441,4,2:26.0,,M. Monk misses 3-pt jump shot from 25 ft,128,92
442,4,2:26.0,Defensive rebound by I. Zubac,,128,92
443,4,2:10.0,S. Mykhailiuk misses 3-pt jump shot from 25 ft,,128,92
444,4,2:06.0,,Defensive rebound by D. Bacon,128,92
445,4,2:00.0,,D. Bacon makes 3-pt jump shot from 26 ft,128,95
446,4,1:34.0,S. Mykhailiuk misses 3-pt jump shot from 28 ft,,128,95
447,4,1:34.0,,Defensive rebound by W. Hernangómez,128,95
448,4,1:19.0,,Turnover by M. Monk (bad pass; steal by I. Bonga),128,95
449,4,1:11.0,Turnover by L. Stephenson (bad pass),,128,95
450,4,1:03.0,,D. Graham makes 2-pt jump shot from 17 ft,128,97
451,4,0:46.0,S. Mykhailiuk misses 2-pt jump shot from 16 ft,,128,97
452,4,0:46.0,Offensive rebound by I. Bonga,,128,97
453,4,0:39.0,I. Bonga misses 2-pt layup from 4 ft,,128,97
454,4,0:37.0,,Defensive rebound by D. Graham,128,97
455,4,0:28.0,,M. Monk makes 3-pt jump shot from 26 ft (assist by D. Graham),128,100
456,4,0:04.0,Turnover by Team (shot clock),,128,100
