,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,INDIANA_ACTION,SACRAMENTO_SCORE,INDIANA_SCORE
56,1,5:01.0,,Defensive rebound by T. Young,19,15
57,1,4:53.0,,T. Evans misses 3-pt jump shot from 23 ft,19,15
58,1,4:50.0,,Offensive rebound by T. Young,19,15
59,1,4:49.0,,T. Young makes 2-pt jump shot at rim,19,17
60,1,4:30.0,W. Cauley-Stein misses 2-pt layup from 3 ft,,19,17
61,1,4:26.0,Offensive rebound by B. Hield,,19,17
62,1,4:26.0,B. Hield makes 2-pt layup at rim,,21,17
63,1,4:15.0,,Personal foul by J. Jackson (drawn by M. Turner),21,17
64,1,4:15.0,M. Bagley enters the game for W. Cauley-Stein,,21,17
65,1,4:15.0,,D. Sabonis enters the game for T. Young,21,17
66,1,4:07.0,,Shooting foul by M. Bagley (drawn by B. Bogdanović),21,17
67,1,4:07.0,,B. Bogdanović makes free throw 1 of 2,21,18
68,1,4:07.0,Sacramento full timeout,,21,18
69,1,4:07.0,,B. Bogdanović makes free throw 2 of 2,21,19
70,1,3:50.0,J. Jackson makes 2-pt jump shot from 7 ft,,23,19
71,1,3:39.0,,Shooting foul by F. Mason (drawn by B. Bogdanović),23,19
72,1,3:39.0,,B. Bogdanović makes free throw 1 of 2,23,20
73,1,3:39.0,B. Bogdanović enters the game for N. Bjelica,,23,20
74,1,3:39.0,K. Koufos enters the game for B. Hield,,23,20
75,1,3:39.0,,C. Joseph enters the game for T. Evans,23,20
76,1,3:39.0,,B. Bogdanović makes free throw 2 of 2,23,21
77,1,3:32.0,F. Mason misses 3-pt jump shot from 27 ft,,23,21
78,1,3:28.0,,Defensive rebound by M. Turner,23,21
79,1,3:20.0,,B. Bogdanović misses 2-pt jump shot from 18 ft,23,21
80,1,3:19.0,,Offensive rebound by M. Turner,23,21
81,1,3:12.0,,M. Turner misses 2-pt hook shot from 8 ft,23,21
82,1,3:08.0,Defensive rebound by K. Koufos,,23,21
83,1,2:58.0,J. Jackson misses 3-pt jump shot from 26 ft,,23,21
84,1,2:54.0,,Defensive rebound by D. Sabonis,23,21
85,1,2:49.0,,C. Joseph misses 3-pt jump shot from 29 ft,23,21
86,1,2:45.0,Defensive rebound by B. Bogdanović,,23,21
87,1,2:36.0,B. Bogdanović misses 2-pt jump shot from 19 ft,,23,21
88,1,2:34.0,,Defensive rebound by M. Turner,23,21
89,1,2:22.0,,M. Turner misses 3-pt jump shot from 28 ft,23,21
90,1,2:20.0,Defensive rebound by B. Bogdanović,,23,21
91,1,2:15.0,Shooting foul by C. Joseph (drawn by F. Mason),,23,21
92,1,2:15.0,F. Mason makes free throw 1 of 2,,24,21
93,1,2:15.0,,A. Holiday enters the game for B. Bogdanović,24,21
94,1,2:15.0,,T. Leaf enters the game for D. Collison,24,21
95,1,2:15.0,,D. McDermott enters the game for M. Turner,24,21
96,1,2:15.0,F. Mason makes free throw 2 of 2,,25,21
97,1,2:04.0,,A. Holiday misses 2-pt jump shot from 20 ft,25,21
98,1,2:01.0,Defensive rebound by B. Bogdanović,,25,21
99,1,1:56.0,Personal foul by T. Leaf (drawn by M. Bagley),,25,21
100,1,1:53.0,Personal foul by C. Joseph (drawn by B. Bogdanović),,25,21
101,1,1:53.0,B. Bogdanović misses free throw 1 of 2,,25,21
102,1,1:53.0,Offensive rebound by Team,,25,21
103,1,1:53.0,B. Bogdanović makes free throw 2 of 2,,26,21
104,1,1:41.0,,Turnover by D. McDermott (lost ball; steal by F. Mason),26,21
105,1,1:38.0,F. Mason makes 2-pt layup from 2 ft,,28,21
106,1,1:27.0,Violation by Team (kicked ball),,28,21
107,1,1:22.0,,Turnover by D. Sabonis (off goaltending),28,21
108,1,1:07.0,M. Bagley makes 2-pt jump shot from 8 ft,,30,21
109,1,0:48.0,,D. Sabonis makes 2-pt jump shot from 6 ft (assist by C. Joseph),30,23
110,1,0:39.0,Shooting foul by A. Holiday (drawn by B. Bogdanović),,30,23
111,1,0:39.0,B. Bogdanović misses free throw 1 of 2,,30,23
112,1,0:39.0,Offensive rebound by Team,,30,23
113,1,0:39.0,B. Bogdanović makes free throw 2 of 2,,31,23
114,1,0:29.0,,C. Joseph misses 3-pt jump shot from 26 ft,31,23
115,1,0:27.0,,Offensive rebound by Team,31,23
116,1,0:19.0,,Shooting foul by M. Bagley (drawn by T. Leaf),31,23
117,1,0:19.0,,T. Leaf makes free throw 1 of 2,31,24
118,1,0:19.0,,D. Collison enters the game for C. Joseph,31,24
119,1,0:19.0,,T. Leaf misses free throw 2 of 2,31,24
120,1,0:17.0,Defensive rebound by J. Jackson,,31,24
121,1,0:00.0,B. Bogdanović misses 2-pt layup from 2 ft,,31,24
122,1,0:00.0,Offensive rebound by Team,,31,24
123,2,11:43.0,,D. McDermott misses 3-pt jump shot from 26 ft,31,24
124,2,11:39.0,Defensive rebound by B. Bogdanović,,31,24
125,2,11:18.0,M. Bagley makes 2-pt jump shot from 10 ft,,33,24
126,2,11:10.0,,Personal foul by M. Bagley (drawn by T. Young),33,24
127,2,11:10.0,N. Bjelica enters the game for M. Bagley,,33,24
128,2,11:04.0,,D. McDermott misses 3-pt jump shot from 24 ft,33,24
129,2,11:01.0,Defensive rebound by K. Koufos,,33,24
130,2,10:48.0,Turnover by F. Mason (out of bounds lost ball),,33,24
131,2,10:35.0,,D. Sabonis misses 2-pt jump shot from 7 ft,33,24
132,2,10:32.0,Defensive rebound by N. Bjelica,,33,24
133,2,10:18.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by K. Koufos),,36,24
134,2,10:12.0,,Personal foul by B. Bogdanović (drawn by C. Joseph),36,24
135,2,10:12.0,B. Hield enters the game for B. Bogdanović,,36,24
136,2,10:00.0,,T. Young makes 2-pt layup from 1 ft (assist by C. Joseph),36,26
137,2,9:49.0,F. Mason makes 2-pt layup from 2 ft (assist by J. Jackson),,38,26
138,2,9:49.0,Shooting foul by A. Holiday (drawn by F. Mason),,38,26
139,2,9:49.0,F. Mason misses free throw 1 of 1,,38,26
140,2,9:49.0,,Defensive rebound by T. Young,38,26
141,2,9:37.0,,D. Sabonis misses 2-pt jump shot from 14 ft,38,26
142,2,9:35.0,Defensive rebound by N. Bjelica,,38,26
143,2,9:24.0,Turnover by N. Bjelica (out of bounds lost ball),,38,26
144,2,9:24.0,W. Cauley-Stein enters the game for K. Koufos,,38,26
145,2,9:10.0,,D. McDermott misses 3-pt jump shot from 23 ft,38,26
146,2,9:08.0,,Offensive rebound by Team,38,26
147,2,9:05.0,,D. Sabonis makes 2-pt dunk from 1 ft (assist by D. McDermott),38,28
148,2,8:50.0,W. Cauley-Stein misses 2-pt layup from 1 ft (block by D. Sabonis),,38,28
149,2,8:47.0,,Defensive rebound by T. Young,38,28
150,2,8:40.0,,D. Sabonis makes 2-pt hook shot from 6 ft,38,30
151,2,8:32.0,Sacramento full timeout,,38,30
152,2,8:32.0,D. Fox enters the game for J. Jackson,,38,30
153,2,8:32.0,T. Williams enters the game for F. Mason,,38,30
154,2,8:21.0,W. Cauley-Stein misses 2-pt jump shot from 18 ft,,38,30
155,2,8:17.0,,Defensive rebound by C. Joseph,38,30
156,2,7:59.0,,A. Holiday misses 2-pt layup at rim,38,30
157,2,7:55.0,Defensive rebound by D. Fox,,38,30
158,2,7:46.0,N. Bjelica misses 3-pt jump shot from 29 ft,,38,30
159,2,7:44.0,,Defensive rebound by D. Sabonis,38,30
160,2,7:25.0,,D. Sabonis misses 2-pt jump shot from 18 ft,38,30
161,2,7:23.0,Defensive rebound by T. Williams,,38,30
162,2,7:17.0,T. Williams misses 3-pt jump shot from 26 ft,,38,30
163,2,7:15.0,,Defensive rebound by C. Joseph,38,30
164,2,7:08.0,,T. Young makes 2-pt dunk from 1 ft (assist by C. Joseph),38,32
165,2,6:54.0,B. Hield makes 2-pt jump shot from 19 ft (assist by D. Fox),,40,32
166,2,6:44.0,,C. Joseph makes 2-pt layup at rim,40,34
167,2,6:34.0,Shooting foul by D. Sabonis (drawn by N. Bjelica),,40,34
168,2,6:34.0,N. Bjelica makes free throw 1 of 2,,41,34
169,2,6:34.0,,B. Bogdanović enters the game for A. Holiday,41,34
170,2,6:34.0,,D. Collison enters the game for D. McDermott,41,34
171,2,6:34.0,,M. Turner enters the game for D. Sabonis,41,34
172,2,6:34.0,N. Bjelica makes free throw 2 of 2,,42,34
173,2,6:24.0,,D. Collison makes 2-pt layup from 1 ft (assist by C. Joseph),42,36
174,2,6:23.0,Sacramento full timeout,,42,36
175,2,6:09.0,Turnover by D. Fox (bad pass),,42,36
176,2,5:51.0,,Turnover by M. Turner (bad pass),42,36
177,2,5:41.0,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by D. Fox),,44,36
178,2,5:26.0,,Personal foul by T. Williams (drawn by B. Bogdanović),44,36
179,2,5:26.0,,T. Evans enters the game for C. Joseph,44,36
180,2,5:20.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,44,36
181,2,5:18.0,,Offensive rebound by D. Collison,44,36
182,2,5:10.0,,D. Collison misses 3-pt jump shot from 28 ft,44,36
183,2,5:06.0,Defensive rebound by N. Bjelica,,44,36
184,2,4:53.0,W. Cauley-Stein misses 2-pt layup from 2 ft,,44,36
185,2,4:51.0,,Defensive rebound by M. Turner,44,36
186,2,4:47.0,,B. Bogdanović makes 2-pt layup at rim (assist by D. Collison),44,38
187,2,4:41.0,T. Williams misses 2-pt layup from 2 ft,,44,38
188,2,4:38.0,,Defensive rebound by M. Turner,44,38
189,2,4:35.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by D. Collison),44,41
190,2,4:10.0,B. Hield misses 3-pt jump shot from 25 ft,,44,41
191,2,4:06.0,Offensive rebound by T. Williams,,44,41
192,2,4:06.0,T. Williams makes 2-pt dunk at rim,,46,41
193,2,3:55.0,,D. Collison makes 2-pt layup from 2 ft,46,43
194,2,3:35.0,D. Fox makes 2-pt jump shot from 19 ft (assist by W. Cauley-Stein),,48,43
195,2,3:16.0,,M. Turner makes 2-pt dunk from 1 ft (assist by D. Collison),48,45
196,2,3:08.0,N. Bjelica misses 3-pt jump shot from 26 ft,,48,45
197,2,3:06.0,,Defensive rebound by M. Turner,48,45
198,2,3:02.0,Violation by Team (kicked ball),,48,45
199,2,3:02.0,B. Bogdanović enters the game for N. Bjelica,,48,45
200,2,3:02.0,K. Koufos enters the game for W. Cauley-Stein,,48,45
201,2,2:54.0,,Shooting foul by B. Hield (drawn by T. Young),48,45
202,2,2:54.0,,T. Young makes free throw 1 of 2,48,46
203,2,2:54.0,,T. Young makes free throw 2 of 2,48,47
204,2,2:35.0,T. Williams misses 3-pt jump shot from 28 ft,,48,47
205,2,2:31.0,,Defensive rebound by M. Turner,48,47
206,2,2:23.0,,Turnover by T. Young (bad pass; steal by T. Williams),48,47
207,2,2:20.0,Turnover by B. Hield (bad pass),,48,47
208,2,2:04.0,,Turnover by T. Young (out of bounds lost ball),48,47
209,2,1:56.0,Personal foul by B. Bogdanović (drawn by B. Bogdanović),,48,47
210,2,1:49.0,Turnover by B. Bogdanović (bad pass; steal by T. Evans),,48,47
211,2,1:45.0,,B. Bogdanović misses 2-pt layup from 1 ft (block by B. Bogdanović),48,47
212,2,1:45.0,,Offensive rebound by Team,48,47
213,2,1:43.0,,B. Bogdanović makes 2-pt jump shot from 13 ft (assist by T. Evans),48,49
214,2,1:29.0,B. Bogdanović misses 3-pt jump shot from 28 ft,,48,49
215,2,1:26.0,Offensive rebound by B. Hield,,48,49
216,2,1:17.0,B. Bogdanović makes 2-pt layup from 2 ft,,50,49
217,2,0:51.0,,T. Evans misses 3-pt jump shot from 23 ft,50,49
218,2,0:49.0,,Offensive rebound by T. Evans,50,49
219,2,0:42.0,,T. Evans makes 2-pt jump shot from 3 ft,50,51
220,2,0:42.0,,Shooting foul by B. Hield (drawn by T. Evans),50,51
221,2,0:42.0,,T. Evans makes free throw 1 of 1,50,52
222,2,0:37.0,D. Fox makes 2-pt jump shot from 13 ft,,52,52
223,2,0:29.0,,D. Collison misses 2-pt layup at rim,52,52
224,2,0:27.0,Defensive rebound by K. Koufos,,52,52
225,2,0:21.0,B. Hield misses 3-pt jump shot from 22 ft,,52,52
226,2,0:19.0,Offensive rebound by T. Williams,,52,52
227,2,0:05.0,D. Fox misses 2-pt layup from 4 ft,,52,52
228,2,0:02.0,,Defensive rebound by T. Young,52,52
229,2,0:00.0,,D. Collison makes 2-pt jump shot from 19 ft,52,54
230,3,11:39.0,,Turnover by M. Turner (bad pass; steal by B. Bogdanović),52,54
231,3,11:36.0,D. Fox makes 2-pt layup from 1 ft (assist by B. Bogdanović),,54,54
232,3,11:12.0,,T. Evans misses 2-pt layup from 2 ft,54,54
233,3,11:10.0,,Offensive rebound by M. Turner,54,54
234,3,11:09.0,,T. Young misses 3-pt jump shot from 25 ft,54,54
235,3,11:05.0,,Offensive rebound by T. Evans,54,54
236,3,11:04.0,,T. Evans makes 2-pt layup from 2 ft,54,56
237,3,10:42.0,B. Hield misses 2-pt jump shot from 18 ft,,54,56
238,3,10:38.0,,Defensive rebound by D. Collison,54,56
239,3,10:31.0,,D. Collison misses 3-pt jump shot from 27 ft,54,56
240,3,10:29.0,,Offensive rebound by B. Bogdanović,54,56
241,3,10:15.0,,Turnover by Team (shot clock),54,56
242,3,10:02.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by B. Bogdanović),,56,56
243,3,9:49.0,,Turnover by T. Young (bad pass; steal by N. Bjelica),56,56
244,3,9:41.0,W. Cauley-Stein misses 2-pt layup from 4 ft (block by M. Turner),,56,56
245,3,9:38.0,,Defensive rebound by T. Evans,56,56
246,3,9:26.0,,D. Collison makes 3-pt jump shot from 28 ft (assist by M. Turner),56,59
247,3,9:12.0,B. Bogdanović makes 2-pt layup from 1 ft,,58,59
248,3,8:55.0,,T. Young misses 3-pt jump shot from 23 ft,58,59
249,3,8:51.0,Defensive rebound by W. Cauley-Stein,,58,59
250,3,8:47.0,,Violation by Team (kicked ball),58,59
251,3,8:42.0,B. Bogdanović misses 3-pt jump shot from 28 ft,,58,59
252,3,8:39.0,,Defensive rebound by T. Evans,58,59
253,3,8:27.0,,Turnover by T. Evans (bad pass; steal by B. Bogdanović),58,59
254,3,8:23.0,B. Hield makes 2-pt layup from 1 ft (assist by B. Bogdanović),,60,59
255,3,8:23.0,,Indiana full timeout,60,59
256,3,8:02.0,,D. Collison misses 3-pt jump shot from 23 ft,60,59
257,3,7:58.0,Defensive rebound by N. Bjelica,,60,59
258,3,7:55.0,Shooting foul by T. Evans (drawn by D. Fox),,60,59
259,3,7:55.0,D. Fox makes free throw 1 of 2,,61,59
260,3,7:55.0,D. Fox makes free throw 2 of 2,,62,59
261,3,7:45.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by D. Collison),62,61
262,3,7:45.0,,Shooting foul by B. Bogdanović (drawn by B. Bogdanović),62,61
263,3,7:45.0,,B. Bogdanović makes free throw 1 of 1,62,62
264,3,7:38.0,Personal foul by B. Bogdanović (drawn by B. Bogdanović),,62,62
265,3,7:30.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by B. Bogdanović),,64,62
266,3,7:11.0,,D. Collison misses 2-pt layup from 2 ft (block by D. Fox),64,62
267,3,7:07.0,Defensive rebound by N. Bjelica,,64,62
268,3,7:01.0,Turnover by D. Fox (bad pass; steal by T. Evans),,64,62
269,3,6:43.0,,B. Bogdanović misses 2-pt jump shot from 13 ft,64,62
270,3,6:39.0,Defensive rebound by N. Bjelica,,64,62
271,3,6:30.0,D. Fox misses 3-pt jump shot from 24 ft,,64,62
272,3,6:28.0,,Defensive rebound by B. Bogdanović,64,62
273,3,6:21.0,,Turnover by T. Evans (bad pass),64,62
274,3,6:14.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,64,62
275,3,6:11.0,,Defensive rebound by T. Young,64,62
276,3,6:01.0,,B. Bogdanović misses 3-pt jump shot from 28 ft,64,62
277,3,5:57.0,Defensive rebound by B. Hield,,64,62
278,3,5:53.0,B. Hield misses 3-pt jump shot from 27 ft,,64,62
279,3,5:51.0,,Defensive rebound by T. Evans,64,62
280,3,5:44.0,,Indiana full timeout,64,62
281,3,5:44.0,M. Bagley enters the game for N. Bjelica,,64,62
282,3,5:44.0,,C. Joseph enters the game for B. Bogdanović,64,62
283,3,5:44.0,,D. Sabonis enters the game for T. Young,64,62
284,3,5:28.0,,C. Joseph misses 3-pt jump shot from 26 ft,64,62
285,3,5:25.0,Defensive rebound by W. Cauley-Stein,,64,62
286,3,5:11.0,D. Fox makes 2-pt jump shot from 19 ft (assist by W. Cauley-Stein),,66,62
287,3,4:53.0,,T. Evans misses 2-pt layup from 2 ft (block by M. Bagley),66,62
288,3,4:50.0,Defensive rebound by M. Bagley,,66,62
289,3,4:47.0,Turnover by M. Bagley (offensive foul),,66,62
290,3,4:47.0,Offensive foul by M. Bagley (drawn by C. Joseph),,66,62
291,3,4:47.0,J. Jackson enters the game for B. Bogdanović,,66,62
292,3,4:47.0,,D. McDermott enters the game for T. Evans,66,62
293,3,4:36.0,,Personal foul by M. Bagley (drawn by D. Sabonis),66,62
294,3,4:36.0,K. Koufos enters the game for M. Bagley,,66,62
295,3,4:26.0,,Turnover by M. Turner (lost ball; steal by D. Fox),66,62
296,3,4:21.0,D. Fox makes 2-pt layup from 1 ft,,68,62
297,3,4:19.0,Violation by Team (delay of game),,68,62
298,3,4:06.0,,M. Turner makes 3-pt jump shot from 28 ft (assist by D. Collison),68,65
299,3,3:51.0,Personal foul by D. Collison (drawn by D. Fox),,68,65
300,3,3:47.0,B. Hield misses 3-pt jump shot from 28 ft,,68,65
301,3,3:43.0,Offensive rebound by K. Koufos,,68,65
302,3,3:33.0,B. Hield misses 3-pt jump shot from 27 ft,,68,65
303,3,3:30.0,,Defensive rebound by D. McDermott,68,65
304,3,3:17.0,,D. McDermott makes 2-pt dunk from 2 ft (assist by D. Sabonis),68,67
305,3,3:06.0,K. Koufos misses 2-pt hook shot from 9 ft,,68,67
306,3,3:04.0,,Defensive rebound by M. Turner,68,67
307,3,2:59.0,Violation by Team (kicked ball),,68,67
308,3,2:53.0,,C. Joseph misses 2-pt jump shot from 16 ft,68,67
309,3,2:51.0,,Offensive rebound by D. Sabonis,68,67
310,3,2:50.0,,D. Sabonis makes 2-pt layup from 1 ft,68,69
311,3,2:33.0,W. Cauley-Stein misses 2-pt jump shot from 4 ft (block by M. Turner),,68,69
312,3,2:31.0,Offensive rebound by W. Cauley-Stein,,68,69
313,3,2:30.0,K. Koufos misses 2-pt hook shot from 3 ft,,68,69
314,3,2:27.0,,Defensive rebound by M. Turner,68,69
315,3,2:26.0,,Turnover by M. Turner (bad pass; steal by W. Cauley-Stein),68,69
316,3,2:21.0,Turnover by W. Cauley-Stein (bad pass; steal by C. Joseph),,68,69
317,3,2:18.0,,C. Joseph makes 2-pt layup from 2 ft,68,71
318,3,2:18.0,Sacramento full timeout,,68,71
319,3,2:18.0,N. Bjelica enters the game for W. Cauley-Stein,,68,71
320,3,2:18.0,B. Bogdanović enters the game for B. Hield,,68,71
321,3,2:02.0,D. Fox makes 2-pt jump shot from 18 ft,,70,71
322,3,1:43.0,,M. Turner misses 2-pt jump shot from 21 ft,70,71
323,3,1:41.0,,Offensive rebound by D. Collison,70,71
324,3,1:31.0,,M. Turner misses 2-pt jump shot from 7 ft,70,71
325,3,1:28.0,Defensive rebound by K. Koufos,,70,71
326,3,1:12.0,K. Koufos misses 2-pt hook shot from 5 ft,,70,71
327,3,1:10.0,,Defensive rebound by D. Sabonis,70,71
328,3,1:01.0,,D. Sabonis makes 2-pt hook shot from 6 ft (assist by D. Collison),70,73
329,3,0:36.0,Turnover by Team (shot clock),,70,73
330,3,0:36.0,T. Williams enters the game for D. Fox,,70,73
331,3,0:24.0,,Personal foul by J. Jackson (drawn by D. Collison),70,73
332,3,0:24.0,,T. Young enters the game for M. Turner,70,73
333,3,0:19.0,,D. Sabonis misses 2-pt jump shot from 9 ft,70,73
334,3,0:16.0,Defensive rebound by N. Bjelica,,70,73
335,3,0:03.0,B. Bogdanović misses 2-pt jump shot from 16 ft,,70,73
336,3,0:00.0,,Defensive rebound by D. McDermott,70,73
337,3,0:00.0,,D. McDermott misses 3-pt jump shot from 53 ft,70,73
338,3,0:00.0,,Offensive rebound by Team,70,73
339,4,11:49.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,70,73
340,4,11:44.0,,Defensive rebound by A. Holiday,70,73
341,4,11:32.0,,D. McDermott misses 2-pt layup from 1 ft (block by J. Jackson),70,73
342,4,11:27.0,,Offensive rebound by D. McDermott,70,73
343,4,11:27.0,,D. McDermott makes 2-pt layup at rim,70,75
344,4,11:17.0,Personal foul by C. Joseph (drawn by F. Mason),,70,75
345,4,11:08.0,J. Jackson misses 3-pt jump shot from 23 ft,,70,75
346,4,11:03.0,,Defensive rebound by A. Holiday,70,75
347,4,10:59.0,,C. Joseph makes 2-pt layup from 2 ft (assist by A. Holiday),70,77
348,4,10:38.0,J. Jackson makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),,73,77
349,4,10:20.0,,Shooting foul by B. Bogdanović (drawn by D. Sabonis),73,77
350,4,10:20.0,,D. Sabonis makes free throw 1 of 2,73,78
351,4,10:20.0,,D. Sabonis makes free throw 2 of 2,73,79
352,4,10:09.0,B. Bogdanović makes 2-pt jump shot from 5 ft (assist by F. Mason),,75,79
353,4,9:52.0,,T. Young makes 2-pt hook shot from 7 ft (assist by A. Holiday),75,81
354,4,9:47.0,F. Mason misses 2-pt jump shot from 12 ft (block by A. Holiday),,75,81
355,4,9:44.0,Offensive rebound by Team,,75,81
356,4,9:42.0,J. Jackson makes 3-pt jump shot from 24 ft (assist by T. Williams),,78,81
357,4,9:24.0,,A. Holiday misses 2-pt jump shot from 6 ft (block by K. Koufos),78,81
358,4,9:23.0,,Offensive rebound by T. Young,78,81
359,4,9:23.0,,T. Young misses 2-pt layup from 4 ft,78,81
360,4,9:22.0,Defensive rebound by T. Williams,,78,81
361,4,9:16.0,F. Mason makes 2-pt jump shot from 18 ft (assist by T. Williams),,80,81
362,4,8:59.0,,Turnover by D. Sabonis (bad pass; steal by T. Williams),80,81
363,4,8:54.0,T. Williams misses 2-pt layup from 2 ft,,80,81
364,4,8:51.0,,Defensive rebound by A. Holiday,80,81
365,4,8:51.0,M. Bagley enters the game for T. Williams,,80,81
366,4,8:42.0,,D. McDermott makes 3-pt jump shot from 24 ft (assist by C. Joseph),80,84
367,4,8:18.0,M. Bagley misses 2-pt layup from 2 ft (block by T. Young),,80,84
368,4,8:16.0,Offensive rebound by M. Bagley,,80,84
369,4,8:13.0,J. Jackson makes 3-pt jump shot from 26 ft (assist by M. Bagley),,83,84
370,4,8:08.0,,D. McDermott makes 3-pt jump shot from 26 ft (assist by C. Joseph),83,87
371,4,7:54.0,Personal foul by A. Holiday (drawn by K. Koufos),,83,87
372,4,7:54.0,W. Cauley-Stein enters the game for K. Koufos,,83,87
373,4,7:44.0,Turnover by F. Mason (bad pass; steal by D. Sabonis),,83,87
374,4,7:38.0,,A. Holiday misses 3-pt jump shot from 28 ft,83,87
375,4,7:36.0,Defensive rebound by W. Cauley-Stein,,83,87
376,4,7:28.0,M. Bagley misses 2-pt layup from 1 ft,,83,87
377,4,7:26.0,,Defensive rebound by C. Joseph,83,87
378,4,7:12.0,,D. Sabonis makes 2-pt hook shot from 10 ft,83,89
