,QUARTER,TIME_REMAINING,INDIANA_ACTION,PHOENIX_ACTION,INDIANA_SCORE,PHOENIX_SCORE
206,2,0:40.0,Offensive rebound by T. Evans,,61,52
207,2,0:36.0,Turnover by T. Evans (bad pass; steal by M. Bridges),,61,52
208,2,0:34.0,,M. Bridges makes 2-pt dunk at rim,61,54
209,2,0:16.0,D. McDermott misses 3-pt jump shot from 24 ft,,61,54
210,2,0:12.0,,Defensive rebound by D. Ayton,61,54
211,2,0:05.0,,T. Warren misses 2-pt layup from 2 ft (block by M. Turner),61,54
212,2,0:01.0,Defensive rebound by D. McDermott,,61,54
213,2,0:01.0,D. Collison misses 2-pt layup from 1 ft,,61,54
214,2,0:00.0,,Defensive rebound by M. Bridges,61,54
215,3,11:36.0,B. Bogdanović misses 2-pt jump shot from 12 ft,,61,54
216,3,11:34.0,,Defensive rebound by D. Ayton,61,54
217,3,11:17.0,,M. Bridges misses 2-pt jump shot from 7 ft,61,54
218,3,11:14.0,Defensive rebound by M. Turner,,61,54
219,3,11:04.0,T. Evans misses 3-pt jump shot from 25 ft,,61,54
220,3,11:01.0,,Defensive rebound by T. Ariza,61,54
221,3,10:53.0,,Personal foul by D. Collison (drawn by D. Booker),61,54
222,3,10:42.0,,D. Ayton misses 2-pt layup from 1 ft,61,54
223,3,10:40.0,Defensive rebound by M. Turner,,61,54
224,3,10:33.0,B. Bogdanović makes 2-pt layup from 4 ft (assist by D. Collison),,63,54
225,3,10:33.0,Shooting foul by D. Ayton (drawn by B. Bogdanović),,63,54
226,3,10:33.0,B. Bogdanović makes free throw 1 of 1,,64,54
227,3,10:26.0,,T. Warren misses 2-pt layup from 3 ft,64,54
228,3,10:26.0,Defensive rebound by M. Turner,,64,54
229,3,10:11.0,T. Young misses 2-pt hook shot from 3 ft,,64,54
230,3,10:11.0,,Defensive rebound by T. Warren,64,54
231,3,10:05.0,,Shooting foul by T. Evans (drawn by D. Booker),64,54
232,3,10:05.0,,D. Booker misses free throw 1 of 2,64,54
233,3,10:05.0,,Offensive rebound by Team,64,54
234,3,10:05.0,,D. Booker makes free throw 2 of 2,64,55
235,3,9:41.0,T. Evans misses 2-pt jump shot from 18 ft,,64,55
236,3,9:39.0,,Defensive rebound by Team,64,55
237,3,9:27.0,,T. Warren makes 2-pt jump shot from 8 ft,64,57
238,3,9:02.0,Shooting foul by D. Ayton (drawn by M. Turner),,64,57
239,3,9:02.0,M. Turner makes free throw 1 of 2,,65,57
240,3,9:02.0,M. Turner misses free throw 2 of 2,,65,57
241,3,8:59.0,,Defensive rebound by T. Warren,65,57
242,3,8:47.0,,T. Warren misses 3-pt jump shot from 25 ft,65,57
243,3,8:45.0,Defensive rebound by D. Collison,,65,57
244,3,8:31.0,T. Young makes 2-pt hook shot from 10 ft (assist by D. Collison),,67,57
245,3,8:14.0,,D. Booker makes 2-pt jump shot from 6 ft,67,59
246,3,7:56.0,Shooting foul by D. Booker (drawn by M. Turner),,67,59
247,3,7:56.0,M. Turner makes free throw 1 of 2,,68,59
248,3,7:56.0,M. Turner makes free throw 2 of 2,,69,59
249,3,7:43.0,,D. Booker misses 2-pt jump shot from 9 ft,69,59
250,3,7:39.0,,Offensive rebound by D. Ayton,69,59
251,3,7:39.0,,D. Ayton makes 2-pt layup from 2 ft,69,61
252,3,7:26.0,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by D. Collison),,72,61
253,3,7:11.0,,T. Warren makes 2-pt jump shot from 6 ft,72,63
254,3,6:49.0,Turnover by D. Collison (bad pass; steal by T. Ariza),,72,63
255,3,6:46.0,,Shooting foul by T. Young (drawn by T. Warren),72,63
256,3,6:46.0,,Phoenix full timeout,72,63
257,3,6:46.0,,J. Jackson enters the game for T. Ariza,72,63
258,3,6:46.0,,T. Warren misses free throw 1 of 2,72,63
259,3,6:46.0,,Offensive rebound by Team,72,63
260,3,6:46.0,,T. Warren makes free throw 2 of 2,72,64
261,3,6:35.0,B. Bogdanović misses 2-pt layup from 3 ft,,72,64
262,3,6:34.0,Offensive rebound by M. Turner,,72,64
263,3,6:34.0,M. Turner makes 2-pt layup from 1 ft,,74,64
264,3,6:15.0,,M. Bridges misses 3-pt jump shot from 26 ft,74,64
265,3,6:13.0,Defensive rebound by M. Turner,,74,64
266,3,5:56.0,Turnover by T. Evans (bad pass),,74,64
267,3,5:45.0,,D. Booker misses 2-pt jump shot from 21 ft,74,64
268,3,5:41.0,Defensive rebound by B. Bogdanović,,74,64
269,3,5:33.0,Personal foul by D. Booker (drawn by D. Collison),,74,64
270,3,5:19.0,D. Collison makes 2-pt jump shot from 20 ft,,76,64
271,3,5:09.0,,D. Ayton misses 2-pt layup from 3 ft,76,64
272,3,5:06.0,Defensive rebound by M. Turner,,76,64
273,3,4:56.0,T. Evans misses 2-pt jump shot from 13 ft,,76,64
274,3,4:53.0,,Defensive rebound by T. Warren,76,64
275,3,4:49.0,,M. Bridges misses 2-pt layup from 2 ft (block by T. Young),76,64
276,3,4:49.0,Defensive rebound by D. Collison,,76,64
277,3,4:49.0,Technical foul by T. Evans,,76,64
278,3,4:49.0,,D. Booker misses technical free throw,76,64
279,3,4:49.0,Defensive rebound by Team,,76,64
280,3,4:49.0,C. Joseph enters the game for B. Bogdanović,,76,64
281,3,4:49.0,D. Sabonis enters the game for T. Young,,76,64
282,3,4:49.0,,I. Canaan enters the game for M. Bridges,76,64
283,3,4:36.0,Personal foul by J. Jackson (drawn by D. Sabonis),,76,64
284,3,4:36.0,D. Sabonis misses free throw 1 of 2,,76,64
285,3,4:36.0,Offensive rebound by Team,,76,64
286,3,4:36.0,D. Sabonis makes free throw 2 of 2,,77,64
287,3,4:26.0,,Personal foul by M. Turner (drawn by D. Ayton),77,64
288,3,4:13.0,,T. Warren misses 2-pt jump shot from 6 ft,77,64
289,3,4:09.0,Defensive rebound by D. Sabonis,,77,64
290,3,3:55.0,Turnover by D. Sabonis (bad pass; steal by J. Jackson),,77,64
291,3,3:50.0,,T. Warren makes 2-pt layup from 1 ft (assist by J. Jackson),77,66
292,3,3:28.0,M. Turner misses 2-pt jump shot from 20 ft,,77,66
293,3,3:25.0,Offensive rebound by D. Collison,,77,66
294,3,3:25.0,D. Collison misses 2-pt jump shot from 15 ft,,77,66
295,3,3:25.0,,Defensive rebound by J. Jackson,77,66
296,3,3:17.0,,T. Warren makes 2-pt layup from 1 ft (assist by J. Jackson),77,68
297,3,3:17.0,Indiana full timeout,,77,68
298,3,3:17.0,D. McDermott enters the game for T. Evans,,77,68
299,3,3:17.0,,R. Holmes enters the game for D. Ayton,77,68
300,3,2:54.0,C. Joseph misses 2-pt jump shot from 23 ft,,77,68
301,3,2:50.0,,Defensive rebound by R. Holmes,77,68
302,3,2:38.0,,T. Warren misses 2-pt layup from 4 ft (block by M. Turner),77,68
303,3,2:35.0,Defensive rebound by M. Turner,,77,68
304,3,2:33.0,Turnover by D. Collison (out of bounds lost ball),,77,68
305,3,2:33.0,B. Bogdanović enters the game for D. Collison,,77,68
306,3,2:33.0,A. Holiday enters the game for M. Turner,,77,68
307,3,2:19.0,,J. Jackson makes 2-pt layup from 18 ft,77,70
308,3,2:02.0,B. Bogdanović misses 2-pt jump shot from 9 ft,,77,70
309,3,2:01.0,Offensive rebound by D. Sabonis,,77,70
310,3,2:00.0,A. Holiday misses 3-pt jump shot from 23 ft,,77,70
311,3,1:58.0,,Defensive rebound by D. Booker,77,70
312,3,1:40.0,,J. Jackson misses 3-pt jump shot from 24 ft,77,70
313,3,1:37.0,Defensive rebound by C. Joseph,,77,70
314,3,1:27.0,Personal foul by R. Holmes (drawn by D. Sabonis),,77,70
315,3,1:27.0,D. Sabonis makes free throw 1 of 2,,78,70
316,3,1:27.0,,J. Crawford enters the game for D. Booker,78,70
317,3,1:27.0,D. Sabonis makes free throw 2 of 2,,79,70
318,3,1:11.0,,J. Jackson misses 2-pt layup at rim,79,70
319,3,1:08.0,,Offensive rebound by R. Holmes,79,70
320,3,1:00.0,,R. Holmes makes 2-pt jump shot from 8 ft (assist by J. Crawford),79,72
321,3,0:40.0,D. McDermott misses 3-pt jump shot from 24 ft,,79,72
322,3,0:38.0,,Defensive rebound by J. Jackson,79,72
323,3,0:30.0,,J. Jackson makes 2-pt jump shot from 6 ft,79,74
324,3,0:25.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by C. Joseph),,81,74
325,3,0:25.0,,Violation by Team (def goaltending),81,74
326,3,0:05.0,,I. Canaan makes 3-pt jump shot from 25 ft,81,77
327,3,0:01.0,B. Bogdanović misses 3-pt jump shot from 28 ft,,81,77
328,3,0:01.0,Offensive rebound by Team,,81,77
329,4,11:41.0,,I. Canaan misses 3-pt jump shot from 25 ft,81,77
330,4,11:38.0,,Offensive rebound by I. Canaan,81,77
331,4,11:36.0,,I. Canaan makes 2-pt layup from 1 ft,81,79
332,4,11:20.0,D. Sabonis misses 2-pt hook shot from 6 ft,,81,79
333,4,11:18.0,,Defensive rebound by T. Warren,81,79
334,4,11:11.0,,T. Warren makes 3-pt jump shot from 26 ft (assist by I. Canaan),81,82
335,4,10:51.0,A. Holiday misses 2-pt jump shot from 19 ft,,81,82
336,4,10:49.0,Offensive rebound by Team,,81,82
337,4,10:44.0,D. McDermott misses 2-pt layup from 2 ft,,81,82
338,4,10:42.0,,Defensive rebound by I. Canaan,81,82
339,4,10:38.0,,Personal foul by B. Bogdanović (drawn by R. Holmes),81,82
340,4,10:25.0,,J. Crawford misses 2-pt jump shot from 13 ft,81,82
341,4,10:22.0,,Offensive rebound by T. Warren,81,82
342,4,10:21.0,,T. Warren makes 2-pt layup from 1 ft,81,84
343,4,9:59.0,Turnover by B. Bogdanović (lost ball; steal by T. Warren),,81,84
344,4,9:51.0,,Shooting foul by D. Sabonis (drawn by R. Holmes),81,84
345,4,9:51.0,,R. Holmes misses free throw 1 of 2,81,84
346,4,9:51.0,,Offensive rebound by Team,81,84
347,4,9:51.0,,R. Holmes makes free throw 2 of 2,81,85
348,4,9:43.0,C. Joseph misses 3-pt jump shot from 26 ft,,81,85
349,4,9:41.0,,Defensive rebound by J. Jackson,81,85
350,4,9:27.0,,J. Jackson misses 2-pt layup from 3 ft,81,85
351,4,9:27.0,,Offensive rebound by R. Holmes,81,85
352,4,9:23.0,,R. Holmes misses 2-pt layup at rim,81,85
353,4,9:20.0,Defensive rebound by D. Sabonis,,81,85
354,4,9:09.0,D. Sabonis misses 2-pt jump shot from 2 ft,,81,85
355,4,9:06.0,Offensive rebound by D. Sabonis,,81,85
356,4,9:06.0,D. Sabonis makes 2-pt layup from 2 ft,,83,85
357,4,8:45.0,,J. Crawford makes 2-pt jump shot from 22 ft,83,87
358,4,8:30.0,D. McDermott misses 2-pt layup from 2 ft (block by R. Holmes),,83,87
359,4,8:27.0,Offensive rebound by C. Joseph,,83,87
360,4,8:24.0,D. McDermott makes 3-pt jump shot from 23 ft (assist by A. Holiday),,86,87
361,4,8:06.0,,Shooting foul by A. Holiday (drawn by R. Holmes),86,87
362,4,8:06.0,,R. Holmes misses free throw 1 of 2,86,87
363,4,8:06.0,,Offensive rebound by Team,86,87
364,4,8:06.0,,R. Holmes makes free throw 2 of 2,86,88
365,4,7:46.0,D. Sabonis misses 2-pt jump shot from 2 ft,,86,88
366,4,7:45.0,Offensive rebound by B. Bogdanović,,86,88
367,4,7:45.0,Shooting foul by T. Warren (drawn by B. Bogdanović),,86,88
368,4,7:45.0,B. Bogdanović makes free throw 1 of 2,,87,88
369,4,7:45.0,B. Bogdanović misses free throw 2 of 2,,87,88
370,4,7:42.0,Offensive rebound by D. Sabonis,,87,88
371,4,7:40.0,Turnover by D. Sabonis (back court),,87,88
372,4,7:40.0,,Phoenix full timeout,87,88
373,4,7:40.0,D. Collison enters the game for B. Bogdanović,,87,88
374,4,7:40.0,T. Young enters the game for A. Holiday,,87,88
375,4,7:40.0,,T. Ariza enters the game for J. Crawford,87,88
376,4,7:40.0,,D. Booker enters the game for T. Warren,87,88
377,4,7:28.0,,Personal foul by T. Young (drawn by R. Holmes),87,88
378,4,7:15.0,,D. Booker makes 3-pt jump shot from 25 ft,87,91
379,4,6:50.0,D. McDermott makes 3-pt jump shot from 28 ft (assist by C. Joseph),,90,91
380,4,6:24.0,,D. Booker misses 3-pt jump shot from 30 ft,90,91
381,4,6:22.0,Defensive rebound by D. Sabonis,,90,91
382,4,6:05.0,T. Young misses 2-pt layup from 6 ft (block by R. Holmes),,90,91
383,4,6:02.0,Offensive rebound by D. Sabonis,,90,91
384,4,6:00.0,C. Joseph misses 3-pt jump shot from 25 ft,,90,91
385,4,5:58.0,Offensive rebound by Team,,90,91
386,4,5:58.0,,D. Ayton enters the game for R. Holmes,90,91
387,4,5:58.0,,T. Warren enters the game for J. Jackson,90,91
388,4,5:53.0,D. Collison misses 2-pt layup from 2 ft,,90,91
