,QUARTER,TIME_REMAINING,PORTLAND_ACTION,LA LAKERS_ACTION,PORTLAND_SCORE,LA LAKERS_SCORE
79,1,2:39.0,Z. Collins misses 3-pt jump shot from 28 ft,,28,19
80,1,2:39.0,,Defensive rebound by Team,28,19
81,1,2:39.0,,L. Stephenson enters the game for L. James,28,19
82,1,2:24.0,,R. Rondo misses 3-pt jump shot from 25 ft,28,19
83,1,2:21.0,Defensive rebound by J. Nurkić,,28,19
84,1,2:15.0,J. Nurkić misses 2-pt jump shot from 19 ft,,28,19
85,1,2:11.0,,Defensive rebound by L. Stephenson,28,19
86,1,2:02.0,,J. Hart makes 3-pt jump shot from 27 ft (assist by L. Stephenson),28,22
87,1,1:45.0,J. Nurkić misses 2-pt dunk from 1 ft (block by J. Hart),,28,22
88,1,1:44.0,Offensive rebound by J. Nurkić,,28,22
89,1,1:44.0,Shooting foul by T. Chandler (drawn by J. Nurkić),,28,22
90,1,1:44.0,J. Nurkić makes free throw 1 of 2,,29,22
91,1,1:44.0,S. Curry enters the game for D. Lillard,,29,22
92,1,1:44.0,N. Stauskas enters the game for C. McCollum,,29,22
93,1,1:44.0,,K. Caldwell-Pope enters the game for B. Ingram,29,22
94,1,1:44.0,J. Nurkić makes free throw 2 of 2,,30,22
95,1,1:28.0,,L. Stephenson makes 2-pt jump shot from 19 ft (assist by T. Chandler),30,24
96,1,1:09.0,Turnover by E. Turner (bad pass; steal by L. Stephenson),,30,24
97,1,1:05.0,,L. Stephenson misses 3-pt jump shot from 27 ft,30,24
98,1,1:01.0,Defensive rebound by E. Turner,,30,24
99,1,0:56.0,Z. Collins makes 3-pt jump shot from 25 ft (assist by E. Turner),,33,24
100,1,0:40.0,,K. Caldwell-Pope makes 2-pt jump shot from 18 ft,33,26
101,1,0:34.0,E. Turner misses 2-pt jump shot from 4 ft,,33,26
102,1,0:33.0,Offensive rebound by E. Turner,,33,26
103,1,0:27.0,Offensive foul by Z. Collins (drawn by J. Hart),,33,26
104,1,0:27.0,Turnover by Z. Collins (offensive foul),,33,26
105,1,0:27.0,M. Leonard enters the game for J. Nurkić,,33,26
106,1,0:04.0,,J. Hart misses 3-pt jump shot from 27 ft,33,26
107,1,0:02.0,Defensive rebound by M. Leonard,,33,26
108,2,11:40.0,,K. Caldwell-Pope misses 2-pt jump shot from 9 ft,33,26
109,2,11:35.0,,Offensive rebound by J. McGee,33,26
110,2,11:35.0,,J. McGee makes 2-pt layup at rim,33,28
111,2,11:24.0,E. Turner misses 2-pt jump shot from 14 ft,,33,28
112,2,11:21.0,,Defensive rebound by K. Caldwell-Pope,33,28
113,2,11:15.0,,R. Rondo misses 2-pt layup from 3 ft,33,28
114,2,11:13.0,Defensive rebound by M. Leonard,,33,28
115,2,11:03.0,S. Curry misses 2-pt jump shot from 18 ft,,33,28
116,2,10:58.0,,Defensive rebound by L. Stephenson,33,28
117,2,10:53.0,,L. Stephenson misses 2-pt jump shot from 6 ft (block by E. Turner),33,28
118,2,10:50.0,Defensive rebound by N. Stauskas,,33,28
119,2,10:45.0,M. Leonard makes 3-pt jump shot from 28 ft (assist by E. Turner),,36,28
120,2,10:20.0,,J. McGee misses 2-pt layup from 4 ft,36,28
121,2,10:20.0,,Offensive rebound by Team,36,28
122,2,10:09.0,,J. Hart misses 3-pt jump shot from 26 ft,36,28
123,2,10:07.0,Defensive rebound by M. Leonard,,36,28
124,2,9:53.0,E. Turner makes 2-pt jump shot from 10 ft,,38,28
125,2,9:42.0,,J. McGee makes 2-pt jump shot from 6 ft (assist by L. Stephenson),38,30
126,2,9:30.0,Z. Collins misses 2-pt jump shot from 17 ft,,38,30
127,2,9:27.0,,Defensive rebound by J. Hart,38,30
128,2,9:12.0,,J. McGee makes 2-pt dunk from 3 ft (assist by K. Caldwell-Pope),38,32
129,2,8:46.0,Turnover by Team (shot clock),,38,32
130,2,8:33.0,,Turnover by K. Caldwell-Pope (bad pass; steal by N. Stauskas),38,32
131,2,8:29.0,Z. Collins makes 2-pt dunk from 2 ft (assist by N. Stauskas),,40,32
132,2,8:08.0,,L. Stephenson misses 3-pt jump shot from 26 ft,40,32
133,2,8:05.0,Defensive rebound by S. Curry,,40,32
134,2,7:53.0,N. Stauskas misses 2-pt jump shot from 18 ft,,40,32
135,2,7:50.0,,Defensive rebound by J. Hart,40,32
136,2,7:46.0,,J. Hart misses 2-pt layup from 1 ft,40,32
137,2,7:42.0,Defensive rebound by M. Leonard,,40,32
138,2,7:37.0,M. Leonard makes 2-pt hook shot from 3 ft (assist by E. Turner),,42,32
139,2,7:36.0,,LA Lakers full timeout,42,32
140,2,7:36.0,,L. Ball enters the game for K. Caldwell-Pope,42,32
141,2,7:36.0,,B. Ingram enters the game for J. McGee,42,32
142,2,7:36.0,,L. James enters the game for R. Rondo,42,32
143,2,7:36.0,,K. Kuzma enters the game for L. Stephenson,42,32
144,2,7:15.0,,L. James misses 2-pt layup from 2 ft,42,32
145,2,7:13.0,,Offensive rebound by L. Ball,42,32
146,2,7:09.0,,K. Kuzma misses 3-pt jump shot from 27 ft,42,32
147,2,7:06.0,Defensive rebound by E. Turner,,42,32
148,2,6:52.0,E. Turner misses 2-pt layup from 2 ft,,42,32
149,2,6:50.0,,Defensive rebound by Team,42,32
150,2,6:50.0,A. Aminu enters the game for M. Leonard,,42,32
151,2,6:40.0,,L. Ball misses 3-pt jump shot from 26 ft,42,32
152,2,6:37.0,Defensive rebound by A. Aminu,,42,32
153,2,6:29.0,A. Aminu makes 3-pt jump shot from 24 ft (assist by E. Turner),,45,32
154,2,6:05.0,,L. Ball makes 3-pt jump shot from 26 ft (assist by L. James),45,35
155,2,5:56.0,Portland full timeout,,45,35
156,2,5:56.0,D. Lillard enters the game for S. Curry,,45,35
157,2,5:56.0,C. McCollum enters the game for N. Stauskas,,45,35
158,2,5:56.0,,T. Chandler enters the game for J. Hart,45,35
159,2,5:41.0,D. Lillard misses 3-pt jump shot from 27 ft,,45,35
160,2,5:40.0,,Defensive rebound by L. James,45,35
161,2,5:34.0,,L. Ball makes 3-pt jump shot from 25 ft (assist by L. James),45,38
162,2,5:17.0,A. Aminu misses 3-pt jump shot from 27 ft,,45,38
163,2,5:14.0,,Defensive rebound by L. James,45,38
164,2,5:06.0,,L. James makes 2-pt layup from 2 ft,45,40
165,2,4:50.0,Def 3 sec tech foul by Team,,45,40
166,2,4:50.0,D. Lillard makes technical free throw,,46,40
167,2,4:50.0,J. Nurkić enters the game for Z. Collins,,46,40
168,2,4:45.0,C. McCollum misses 2-pt jump shot from 10 ft,,46,40
169,2,4:40.0,Offensive rebound by A. Aminu,,46,40
170,2,4:40.0,A. Aminu misses 2-pt layup from 1 ft,,46,40
171,2,4:40.0,,Defensive rebound by T. Chandler,46,40
172,2,4:36.0,,B. Ingram misses 2-pt jump shot from 13 ft,46,40
173,2,4:34.0,Defensive rebound by E. Turner,,46,40
174,2,4:19.0,E. Turner makes 2-pt layup from 3 ft (assist by J. Nurkić),,48,40
175,2,4:05.0,,L. James misses 2-pt layup from 6 ft (block by J. Nurkić),48,40
176,2,4:04.0,,Offensive rebound by L. James,48,40
177,2,3:56.0,,Turnover by L. Ball (bad pass),48,40
178,2,3:40.0,J. Nurkić misses 2-pt jump shot from 18 ft,,48,40
179,2,3:39.0,,Defensive rebound by K. Kuzma,48,40
180,2,3:34.0,,L. James makes 3-pt jump shot from 26 ft,48,43
181,2,3:16.0,D. Lillard makes 3-pt jump shot from 31 ft (assist by C. McCollum),,51,43
182,2,3:05.0,,K. Kuzma makes 3-pt jump shot from 26 ft (assist by B. Ingram),51,46
183,2,2:41.0,J. Nurkić makes 2-pt hook shot from 2 ft,,53,46
184,2,2:26.0,,LA Lakers full timeout,53,46
185,2,2:26.0,,J. McGee enters the game for T. Chandler,53,46
186,2,2:17.0,,B. Ingram misses 2-pt jump shot from 16 ft,53,46
187,2,2:15.0,Defensive rebound by A. Aminu,,53,46
188,2,2:07.0,J. Nurkić misses 2-pt layup from 2 ft,,53,46
189,2,2:05.0,,Defensive rebound by B. Ingram,53,46
190,2,2:01.0,,B. Ingram makes 2-pt layup from 1 ft,53,48
191,2,2:01.0,,Shooting foul by J. Nurkić (drawn by B. Ingram),53,48
192,2,2:01.0,,B. Ingram makes free throw 1 of 1,53,49
193,2,1:52.0,D. Lillard misses 3-pt jump shot from 26 ft,,53,49
194,2,1:48.0,,Defensive rebound by L. James,53,49
195,2,1:45.0,,J. McGee makes 2-pt dunk from 2 ft (assist by L. James),53,51
196,2,1:27.0,D. Lillard misses 2-pt dunk from 2 ft (block by L. James),,53,51
197,2,1:27.0,Offensive rebound by Team,,53,51
198,2,1:18.0,E. Turner misses 2-pt layup from 2 ft,,53,51
199,2,1:15.0,Offensive rebound by J. Nurkić,,53,51
200,2,1:15.0,J. Nurkić misses 2-pt layup from 1 ft,,53,51
201,2,1:14.0,,Defensive rebound by K. Kuzma,53,51
202,2,1:13.0,,Shooting foul by D. Lillard (drawn by B. Ingram),53,51
203,2,1:13.0,,B. Ingram makes free throw 1 of 2,53,52
204,2,1:13.0,,B. Ingram makes free throw 2 of 2,53,53
205,2,1:00.0,C. McCollum makes 2-pt jump shot from 16 ft,,55,53
206,2,0:49.0,,Shooting foul by J. Nurkić (drawn by L. James),55,53
207,2,0:49.0,,L. James misses free throw 1 of 2,55,53
208,2,0:49.0,,Offensive rebound by Team,55,53
209,2,0:49.0,,L. James misses free throw 2 of 2,55,53
210,2,0:47.0,Defensive rebound by E. Turner,,55,53
211,2,0:33.0,D. Lillard misses 3-pt jump shot from 26 ft,,55,53
212,2,0:29.0,,Defensive rebound by K. Kuzma,55,53
213,2,0:26.0,,L. James makes 3-pt jump shot from 28 ft,55,56
214,2,0:08.0,Personal take foul by B. Ingram (drawn by C. McCollum),,55,56
215,2,0:08.0,N. Stauskas enters the game for E. Turner,,55,56
216,2,0:08.0,,J. Hart enters the game for J. McGee,55,56
217,2,0:08.0,Offensive foul by C. McCollum (drawn by B. Ingram),,55,56
218,2,0:08.0,Turnover by C. McCollum (offensive foul),,55,56
219,2,0:08.0,Z. Collins enters the game for J. Nurkić,,55,56
220,2,0:08.0,E. Turner enters the game for N. Stauskas,,55,56
221,2,0:02.0,,L. James makes 3-pt jump shot from 28 ft,55,59
222,2,0:00.0,C. McCollum misses 3-pt jump shot from 57 ft,,55,59
223,2,0:00.0,Offensive rebound by Team,,55,59
224,3,11:44.0,,B. Ingram makes 2-pt jump shot from 20 ft,55,61
225,3,11:28.0,Turnover by C. McCollum (bad pass; steal by J. McGee),,55,61
226,3,11:10.0,,L. James makes 2-pt hook shot from 2 ft,55,63
227,3,10:58.0,A. Aminu makes 3-pt jump shot from 27 ft (assist by D. Lillard),,58,63
228,3,10:46.0,,B. Ingram makes 2-pt jump shot from 13 ft,58,65
229,3,10:32.0,C. McCollum misses 2-pt jump shot from 13 ft,,58,65
230,3,10:27.0,Offensive rebound by J. Nurkić,,58,65
231,3,10:25.0,Shooting foul by J. McGee (drawn by C. McCollum),,58,65
232,3,10:25.0,C. McCollum makes free throw 1 of 2,,59,65
233,3,10:25.0,C. McCollum makes free throw 2 of 2,,60,65
234,3,10:06.0,,L. Ball makes 2-pt jump shot from 16 ft,60,67
235,3,9:41.0,A. Aminu misses 3-pt jump shot from 27 ft,,60,67
236,3,9:38.0,,Defensive rebound by J. McGee,60,67
237,3,9:29.0,,B. Ingram misses 2-pt jump shot from 13 ft,60,67
238,3,9:26.0,Defensive rebound by J. Layman,,60,67
239,3,9:21.0,Shooting foul by J. McGee (drawn by D. Lillard),,60,67
240,3,9:21.0,D. Lillard makes free throw 1 of 2,,61,67
241,3,9:21.0,D. Lillard makes free throw 2 of 2,,62,67
242,3,9:07.0,,J. McGee makes 2-pt dunk from 1 ft (assist by L. James),62,69
243,3,8:43.0,Turnover by J. Layman (lost ball; steal by K. Kuzma),,62,69
244,3,8:36.0,,Turnover by L. James (bad pass),62,69
245,3,8:13.0,C. McCollum makes 2-pt jump shot from 17 ft,,64,69
246,3,7:56.0,,J. McGee makes 2-pt dunk from 2 ft (assist by B. Ingram),64,71
247,3,7:55.0,Portland full timeout,,64,71
248,3,7:44.0,C. McCollum makes 3-pt jump shot from 27 ft (assist by D. Lillard),,67,71
249,3,7:27.0,,K. Kuzma makes 2-pt layup from 2 ft (assist by L. James),67,73
250,3,7:09.0,D. Lillard misses 3-pt jump shot from 28 ft,,67,73
251,3,7:06.0,Offensive rebound by J. Nurkić,,67,73
252,3,7:04.0,J. Nurkić makes 2-pt hook shot from 2 ft,,69,73
253,3,6:54.0,,Shooting foul by A. Aminu (drawn by L. James),69,73
254,3,6:54.0,,L. James makes free throw 1 of 2,69,74
255,3,6:54.0,,T. Chandler enters the game for J. McGee,69,74
256,3,6:54.0,,L. James makes free throw 2 of 2,69,75
257,3,6:40.0,C. McCollum makes 2-pt jump shot from 18 ft (assist by D. Lillard),,71,75
258,3,6:23.0,,K. Kuzma misses 2-pt jump shot from 10 ft,71,75
259,3,6:19.0,,Offensive rebound by T. Chandler,71,75
260,3,6:14.0,,L. James makes 3-pt jump shot from 27 ft,71,78
261,3,5:47.0,C. McCollum misses 2-pt hook shot from 6 ft,,71,78
262,3,5:45.0,,Defensive rebound by T. Chandler,71,78
263,3,5:43.0,,Turnover by L. James (lost ball; steal by J. Nurkić),71,78
264,3,5:41.0,Shooting foul by T. Chandler (drawn by J. Nurkić),,71,78
265,3,5:41.0,J. Nurkić makes free throw 1 of 2,,72,78
266,3,5:41.0,E. Turner enters the game for J. Layman,,72,78
267,3,5:41.0,J. Nurkić makes free throw 2 of 2,,73,78
268,3,5:26.0,,T. Chandler makes 2-pt dunk from 1 ft (assist by L. James),73,80
269,3,5:03.0,Shooting foul by B. Ingram (drawn by J. Nurkić),,73,80
270,3,5:03.0,J. Nurkić makes free throw 1 of 2,,74,80
271,3,5:03.0,J. Nurkić misses free throw 2 of 2,,74,80
272,3,5:00.0,,Defensive rebound by L. James,74,80
273,3,4:58.0,,Personal foul by C. McCollum (drawn by B. Ingram),74,80
274,3,4:48.0,,L. James misses 3-pt jump shot from 26 ft (block by A. Aminu),74,80
275,3,4:44.0,Defensive rebound by E. Turner,,74,80
276,3,4:40.0,D. Lillard makes 3-pt jump shot from 23 ft (assist by E. Turner),,77,80
277,3,4:34.0,,Offensive foul by L. Ball (drawn by A. Aminu),77,80
278,3,4:34.0,,Turnover by L. Ball (offensive foul),77,80
279,3,4:34.0,,K. Caldwell-Pope enters the game for B. Ingram,77,80
280,3,4:20.0,Turnover by D. Lillard (bad pass; steal by K. Caldwell-Pope),,77,80
281,3,4:16.0,,K. Caldwell-Pope misses 2-pt layup from 2 ft (block by A. Aminu),77,80
282,3,4:12.0,,Offensive rebound by L. James,77,80
283,3,4:09.0,,L. James makes 2-pt layup from 1 ft,77,82
284,3,3:59.0,Shooting foul by T. Chandler (drawn by D. Lillard),,77,82
285,3,3:59.0,D. Lillard makes free throw 1 of 2,,78,82
286,3,3:59.0,N. Stauskas enters the game for C. McCollum,,78,82
287,3,3:59.0,D. Lillard misses free throw 2 of 2,,78,82
288,3,3:57.0,,Defensive rebound by K. Kuzma,78,82
289,3,3:40.0,,L. Ball misses 2-pt jump shot from 18 ft,78,82
290,3,3:37.0,Defensive rebound by E. Turner,,78,82
291,3,3:27.0,D. Lillard misses 2-pt layup from 2 ft,,78,82
292,3,3:23.0,Offensive rebound by J. Nurkić,,78,82
293,3,3:22.0,J. Nurkić makes 2-pt layup from 3 ft,,80,82
294,3,3:07.0,,L. Ball makes 3-pt jump shot from 28 ft (assist by L. James),80,85
295,3,2:51.0,N. Stauskas misses 2-pt dunk from 3 ft (block by L. James),,80,85
296,3,2:47.0,,Defensive rebound by L. Ball,80,85
297,3,2:43.0,,L. James makes 2-pt layup from 2 ft (assist by L. Ball),80,87
298,3,2:32.0,Portland full timeout,,80,87
299,3,2:32.0,Z. Collins enters the game for J. Nurkić,,80,87
300,3,2:32.0,,J. Hart enters the game for K. Kuzma,80,87
301,3,2:24.0,Turnover by Z. Collins (bad pass; steal by L. Ball),,80,87
302,3,2:21.0,,L. Ball misses 2-pt layup from 3 ft (block by A. Aminu),80,87
303,3,2:21.0,,Offensive rebound by Team,80,87
304,3,2:10.0,,Turnover by J. Hart (bad pass),80,87
305,3,1:59.0,D. Lillard makes 3-pt jump shot from 30 ft,,83,87
306,3,1:45.0,,Turnover by L. James (bad pass; steal by Z. Collins),83,87
307,3,1:40.0,D. Lillard misses 3-pt jump shot from 26 ft,,83,87
308,3,1:37.0,,Defensive rebound by J. Hart,83,87
309,3,1:30.0,,L. Ball misses 2-pt layup from 3 ft (block by Z. Collins),83,87
310,3,1:30.0,,Offensive rebound by T. Chandler,83,87
311,3,1:30.0,,Shooting foul by E. Turner (drawn by T. Chandler),83,87
312,3,1:30.0,,T. Chandler makes free throw 1 of 2,83,88
313,3,1:30.0,,T. Chandler makes free throw 2 of 2,83,89
314,3,1:18.0,E. Turner makes 2-pt jump shot from 3 ft,,85,89
315,3,1:03.0,,L. James makes 2-pt layup at rim,85,91
316,3,1:03.0,,Shooting foul by Z. Collins (drawn by L. James),85,91
317,3,1:03.0,,L. James makes free throw 1 of 1,85,92
318,3,0:53.0,Z. Collins misses 3-pt jump shot from 26 ft,,85,92
319,3,0:47.0,Offensive rebound by D. Lillard,,85,92
320,3,0:47.0,D. Lillard misses 2-pt dunk at rim,,85,92
321,3,0:47.0,,Defensive rebound by J. Hart,85,92
322,3,0:45.0,,Shooting foul by A. Aminu (drawn by L. James),85,92
323,3,0:45.0,,L. James makes free throw 1 of 2,85,93
324,3,0:45.0,,L. Stephenson enters the game for T. Chandler,85,93
325,3,0:45.0,,L. James makes free throw 2 of 2,85,94
326,3,0:38.0,Personal foul by L. Ball (drawn by D. Lillard),,85,94
327,3,0:38.0,D. Lillard makes free throw 1 of 2,,86,94
328,3,0:38.0,D. Lillard makes free throw 2 of 2,,87,94
329,3,0:22.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by L. Ball),87,97
330,3,0:03.0,Shooting foul by K. Caldwell-Pope (drawn by D. Lillard),,87,97
331,3,0:03.0,D. Lillard makes free throw 1 of 2,,88,97
332,3,0:03.0,D. Lillard makes free throw 2 of 2,,89,97
333,3,0:01.0,,L. Stephenson misses 3-pt jump shot from 43 ft,89,97
334,3,0:01.0,,Offensive rebound by Team,89,97
335,4,11:44.0,Personal take foul by K. Caldwell-Pope (drawn by Z. Collins),,89,97
336,4,11:36.0,Turnover by N. Stauskas (bad pass; steal by K. Caldwell-Pope),,89,97
337,4,11:34.0,,Shooting foul by N. Stauskas (drawn by K. Caldwell-Pope),89,97
338,4,11:34.0,,K. Caldwell-Pope makes free throw 1 of 2,89,98
339,4,11:34.0,,K. Caldwell-Pope makes free throw 2 of 2,89,99
340,4,11:18.0,M. Leonard misses 2-pt jump shot from 13 ft,,89,99
341,4,11:14.0,,Defensive rebound by L. Stephenson,89,99
342,4,11:10.0,,L. Stephenson misses 3-pt jump shot from 27 ft,89,99
343,4,11:06.0,Defensive rebound by M. Leonard,,89,99
344,4,10:55.0,M. Leonard misses 3-pt jump shot from 25 ft,,89,99
345,4,10:53.0,,Defensive rebound by K. Caldwell-Pope,89,99
346,4,10:44.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by R. Rondo),89,102
347,4,10:41.0,C. McCollum misses 2-pt layup from 5 ft (block by J. McGee),,89,102
348,4,10:23.0,Offensive rebound by Team,,89,102
349,4,10:18.0,Z. Collins misses 2-pt jump shot from 20 ft,,89,102
350,4,10:13.0,,Defensive rebound by J. Hart,89,102
351,4,10:09.0,,J. Hart makes 3-pt jump shot from 26 ft (assist by R. Rondo),89,105
352,4,10:09.0,Portland full timeout,,89,105
353,4,10:09.0,J. Layman enters the game for Z. Collins,,89,105
354,4,10:09.0,D. Lillard enters the game for M. Leonard,,89,105
355,4,10:09.0,J. Nurkić enters the game for N. Stauskas,,89,105
356,4,9:55.0,E. Turner misses 2-pt layup from 2 ft (block by J. McGee),,89,105
357,4,9:54.0,Offensive rebound by Team,,89,105
358,4,9:48.0,Personal foul by J. Hart (drawn by D. Lillard),,89,105
359,4,9:35.0,D. Lillard makes 2-pt jump shot from 14 ft,,91,105
360,4,9:26.0,,Shooting foul by J. Nurkić (drawn by J. McGee),91,105
361,4,9:26.0,,J. McGee makes free throw 1 of 2,91,106
362,4,9:26.0,,J. McGee makes free throw 2 of 2,91,107
363,4,9:14.0,C. McCollum misses 3-pt jump shot from 26 ft,,91,107
364,4,9:12.0,,Defensive rebound by L. Stephenson,91,107
365,4,9:02.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,91,107
366,4,9:02.0,Defensive rebound by J. Nurkić,,91,107
367,4,9:02.0,Personal foul by L. Stephenson (drawn by J. Nurkić),,91,107
368,4,8:54.0,D. Lillard makes 2-pt layup from 3 ft,,93,107
369,4,8:53.0,,Turnover by J. Hart (inbound),93,107
370,4,8:53.0,Away from play foul by J. McGee (drawn by J. Nurkić),,93,107
371,4,8:53.0,D. Lillard makes free throw 1 of 1,,94,107
372,4,8:51.0,J. Nurkić makes 2-pt jump shot from 21 ft (assist by E. Turner),,96,107
373,4,8:28.0,,Turnover by L. Stephenson (bad pass; steal by J. Nurkić),96,107
374,4,8:24.0,Turnover by J. Nurkić (lost ball; steal by R. Rondo),,96,107
375,4,8:19.0,,J. Hart misses 3-pt jump shot from 25 ft,96,107
376,4,8:15.0,Defensive rebound by D. Lillard,,96,107
377,4,8:08.0,Turnover by D. Lillard (bad pass; steal by J. McGee),,96,107
378,4,8:03.0,,L. Stephenson makes 2-pt layup from 2 ft (assist by K. Caldwell-Pope),96,109
379,4,7:42.0,E. Turner misses 3-pt jump shot from 27 ft,,96,109
