,QUARTER,TIME_REMAINING,MIAMI_ACTION,PHILADELPHIA_ACTION,MIAMI_SCORE,PHILADELPHIA_SCORE
30,1,8:37.0,,Defensive rebound by T. Harris,4,5
31,1,8:31.0,,Shooting foul by H. Whiteside (drawn by T. Harris),4,5
32,1,8:31.0,,Offensive rebound by Team,4,5
33,1,8:31.0,,T. Harris misses free throw 1 of 2,4,5
34,1,8:31.0,,T. Harris makes free throw 2 of 2,4,6
35,1,8:21.0,J. Richardson misses 3-pt jump shot from 26 ft,,4,6
36,1,8:19.0,,Defensive rebound by Team,4,6
37,1,8:00.0,,J. Redick misses 2-pt jump shot from 9 ft (block by J. Richardson),4,6
38,1,7:56.0,Defensive rebound by K. Olynyk,,4,6
39,1,7:54.0,J. Richardson misses 2-pt jump shot from 22 ft,,4,6
40,1,7:51.0,,Defensive rebound by T. Harris,4,6
41,1,7:49.0,,J. Butler makes 2-pt dunk at rim (assist by B. Simmons),4,8
42,1,7:28.0,K. Olynyk makes 2-pt layup from 1 ft (assist by J. Winslow),,6,8
43,1,7:14.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by B. Marjanović),6,11
44,1,6:54.0,J. Winslow makes 2-pt jump shot from 15 ft (assist by H. Whiteside),,8,11
45,1,6:43.0,,B. Simmons misses 2-pt layup from 2 ft,8,11
46,1,6:39.0,,Offensive rebound by B. Marjanović,8,11
47,1,6:39.0,,B. Marjanović makes 2-pt dunk at rim,8,13
48,1,6:32.0,Miami full timeout,,8,13
49,1,6:32.0,D. Wade enters the game for J. Richardson,,8,13
50,1,6:32.0,,J. Ennis enters the game for J. Redick,8,13
51,1,6:32.0,,T. McConnell enters the game for B. Simmons,8,13
52,1,6:25.0,K. Olynyk misses 2-pt dunk from 1 ft,,8,13
53,1,6:24.0,Offensive rebound by D. Waiters,,8,13
54,1,6:23.0,D. Waiters misses 3-pt jump shot from 25 ft,,8,13
55,1,6:21.0,,Defensive rebound by B. Marjanović,8,13
56,1,6:14.0,,T. McConnell makes 2-pt jump shot from 19 ft,8,15
57,1,5:58.0,Shooting foul by T. Harris (drawn by D. Wade),,8,15
58,1,5:58.0,D. Wade makes free throw 1 of 2,,9,15
59,1,5:58.0,D. Wade makes free throw 2 of 2,,10,15
60,1,5:42.0,,T. McConnell misses 2-pt jump shot from 15 ft,10,15
61,1,5:40.0,,Offensive rebound by B. Marjanović,10,15
62,1,5:38.0,,Turnover by B. Marjanović (lost ball; steal by H. Whiteside),10,15
63,1,5:29.0,J. Winslow makes 3-pt jump shot from 24 ft (assist by K. Olynyk),,13,15
64,1,5:20.0,,B. Marjanović makes 2-pt jump shot from 14 ft (assist by T. McConnell),13,17
65,1,5:10.0,D. Wade misses 2-pt jump shot from 4 ft,,13,17
66,1,5:07.0,,Defensive rebound by B. Marjanović,13,17
67,1,5:03.0,,J. Butler makes 2-pt dunk from 1 ft (assist by T. McConnell),13,19
68,1,4:37.0,J. Winslow misses 3-pt jump shot from 25 ft,,13,19
69,1,4:34.0,,Defensive rebound by T. Harris,13,19
70,1,4:27.0,,J. Ennis misses 2-pt layup from 4 ft,13,19
71,1,4:25.0,Defensive rebound by H. Whiteside,,13,19
72,1,4:14.0,Turnover by D. Waiters (bad pass; steal by T. McConnell),,13,19
73,1,4:09.0,,T. Harris makes 2-pt layup from 2 ft,13,21
74,1,3:51.0,J. Winslow misses 2-pt jump shot from 8 ft,,13,21
75,1,3:49.0,,Defensive rebound by B. Marjanović,13,21
76,1,3:39.0,,B. Marjanović makes 2-pt jump shot from 9 ft (assist by T. McConnell),13,23
77,1,3:34.0,Miami full timeout,,13,23
78,1,3:34.0,B. Adebayo enters the game for K. Olynyk,,13,23
79,1,3:34.0,J. Johnson enters the game for D. Waiters,,13,23
80,1,3:34.0,R. McGruder enters the game for H. Whiteside,,13,23
81,1,3:34.0,J. Richardson enters the game for J. Winslow,,13,23
82,1,3:34.0,,J. Bolden enters the game for J. Butler,13,23
83,1,3:34.0,,J. Redick enters the game for J. Ennis,13,23
84,1,3:34.0,,M. Scott enters the game for T. Harris,13,23
85,1,3:34.0,,B. Simmons enters the game for B. Marjanović,13,23
86,1,3:34.0,,J. Simmons enters the game for T. McConnell,13,23
87,1,3:29.0,Offensive foul by D. Wade (drawn by J. Redick),,13,23
88,1,3:29.0,Turnover by D. Wade (offensive foul),,13,23
89,1,3:11.0,,B. Simmons misses 2-pt hook shot from 5 ft,13,23
90,1,3:06.0,Defensive rebound by R. McGruder,,13,23
91,1,3:02.0,D. Wade makes 2-pt jump shot from 8 ft,,15,23
92,1,2:54.0,,B. Simmons makes 2-pt dunk from 1 ft,15,25
93,1,2:36.0,J. Richardson misses 3-pt jump shot from 27 ft,,15,25
94,1,2:33.0,,Defensive rebound by J. Redick,15,25
95,1,2:28.0,,J. Redick misses 3-pt jump shot from 26 ft,15,25
96,1,2:25.0,Defensive rebound by R. McGruder,,15,25
97,1,2:04.0,J. Richardson makes 2-pt layup from 1 ft (assist by R. McGruder),,17,25
98,1,1:42.0,,J. Redick makes 2-pt jump shot from 17 ft (assist by J. Simmons),17,27
99,1,1:21.0,,Violation by Team (kicked ball),17,27
100,1,1:13.0,D. Wade misses 2-pt layup from 1 ft,,17,27
101,1,1:10.0,,Defensive rebound by B. Simmons,17,27
102,1,1:07.0,,Turnover by B. Simmons (bad pass; steal by B. Adebayo),17,27
103,1,1:02.0,D. Wade makes 2-pt dunk at rim (assist by B. Adebayo),,19,27
104,1,0:44.0,,B. Simmons makes 2-pt hook shot from 8 ft,19,29
105,1,0:27.0,J. Johnson makes 2-pt layup from 1 ft,,21,29
106,1,0:05.0,,J. Simmons misses 3-pt jump shot from 23 ft,21,29
107,1,0:02.0,Defensive rebound by B. Adebayo,,21,29
108,2,11:52.0,,Personal foul by J. Richardson (drawn by J. Bolden),21,29
109,2,11:37.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by M. Scott),21,32
110,2,11:05.0,D. Wade misses 2-pt layup from 1 ft,,21,32
111,2,11:02.0,Offensive rebound by R. McGruder,,21,32
112,2,11:01.0,R. McGruder makes 2-pt layup from 2 ft,,23,32
113,2,10:53.0,,M. Scott misses 3-pt jump shot from 23 ft,23,32
114,2,10:50.0,Defensive rebound by J. Johnson,,23,32
115,2,10:42.0,J. Johnson misses 2-pt layup from 1 ft,,23,32
116,2,10:42.0,Offensive rebound by Team,,23,32
117,2,10:32.0,B. Adebayo makes 2-pt hook shot from 8 ft (assist by J. Richardson),,25,32
118,2,10:21.0,,J. Redick misses 3-pt jump shot from 25 ft,25,32
119,2,10:17.0,Defensive rebound by B. Adebayo,,25,32
120,2,10:09.0,B. Adebayo makes 2-pt dunk from 1 ft (assist by R. McGruder),,27,32
121,2,10:09.0,,Philadelphia full timeout,27,32
122,2,9:55.0,,Shooting foul by R. McGruder (drawn by J. Redick),27,32
123,2,9:55.0,,J. Redick makes free throw 1 of 2,27,33
124,2,9:55.0,,J. Redick makes free throw 2 of 2,27,34
125,2,9:47.0,Shooting foul by J. Redick (drawn by D. Wade),,27,34
126,2,9:47.0,D. Wade misses free throw 1 of 2,,27,34
127,2,9:47.0,Offensive rebound by Team,,27,34
128,2,9:47.0,D. Wade misses free throw 2 of 2,,27,34
129,2,9:44.0,,Defensive rebound by M. Scott,27,34
130,2,9:32.0,,Personal foul by B. Adebayo (drawn by J. Redick),27,34
131,2,9:26.0,,M. Scott misses 3-pt jump shot from 26 ft,27,34
132,2,9:22.0,Defensive rebound by D. Wade,,27,34
133,2,9:15.0,Shooting foul by B. Simmons (drawn by J. Johnson),,27,34
134,2,9:15.0,J. Johnson makes free throw 1 of 2,,28,34
135,2,9:15.0,J. Johnson misses free throw 2 of 2,,28,34
136,2,9:12.0,,Defensive rebound by J. Bolden,28,34
137,2,9:00.0,,J. Redick misses 3-pt jump shot from 25 ft,28,34
138,2,8:57.0,,Offensive rebound by J. Bolden,28,34
139,2,8:55.0,,Turnover by J. Bolden (back court),28,34
140,2,8:47.0,B. Adebayo makes 2-pt dunk at rim (assist by R. McGruder),,30,34
141,2,8:31.0,,Shooting foul by J. Johnson (drawn by B. Simmons),30,34
142,2,8:31.0,,B. Simmons misses free throw 1 of 2,30,34
143,2,8:31.0,,Offensive rebound by Team,30,34
144,2,8:31.0,J. Winslow enters the game for J. Johnson,,30,34
145,2,8:31.0,,B. Simmons misses free throw 2 of 2,30,34
146,2,8:29.0,Defensive rebound by D. Wade,,30,34
147,2,8:19.0,R. McGruder makes 2-pt layup from 3 ft (assist by D. Wade),,32,34
148,2,8:08.0,,B. Simmons misses 2-pt layup from 3 ft,32,34
149,2,8:08.0,Defensive rebound by Team,,32,34
150,2,8:08.0,,J. Butler enters the game for J. Bolden,32,34
151,2,8:08.0,,T. Harris enters the game for M. Scott,32,34
152,2,8:08.0,,B. Marjanović enters the game for B. Simmons,32,34
153,2,7:56.0,Personal foul by J. Simmons (drawn by J. Richardson),,32,34
154,2,7:51.0,Shooting foul by J. Butler (drawn by D. Wade),,32,34
155,2,7:51.0,D. Wade makes free throw 1 of 2,,33,34
156,2,7:51.0,,M. Scott enters the game for J. Redick,33,34
157,2,7:51.0,D. Wade misses free throw 2 of 2,,33,34
158,2,7:49.0,,Defensive rebound by M. Scott,33,34
159,2,7:29.0,,Turnover by B. Marjanović (bad pass; steal by D. Wade),33,34
160,2,7:16.0,J. Winslow makes 2-pt jump shot from 13 ft,,35,34
161,2,7:16.0,,Philadelphia full timeout,35,34
162,2,7:16.0,D. Jones enters the game for J. Richardson,,35,34
163,2,7:16.0,D. Waiters enters the game for D. Wade,,35,34
164,2,7:01.0,,J. Butler makes 2-pt layup from 1 ft (assist by T. Harris),35,36
165,2,6:43.0,B. Adebayo misses 2-pt jump shot from 9 ft,,35,36
166,2,6:40.0,,Defensive rebound by T. Harris,35,36
167,2,6:24.0,,Turnover by B. Marjanović (bad pass; steal by J. Winslow),35,36
168,2,6:19.0,J. Winslow misses 2-pt jump shot from 11 ft,,35,36
169,2,6:18.0,Offensive rebound by D. Jones,,35,36
170,2,6:17.0,D. Jones makes 2-pt layup from 1 ft,,37,36
171,2,6:08.0,,Personal foul by J. Winslow (drawn by J. Butler),37,36
172,2,6:08.0,,J. Butler makes free throw 1 of 2,37,37
173,2,6:08.0,,J. Butler makes free throw 2 of 2,37,38
174,2,5:53.0,D. Jones misses 3-pt jump shot from 26 ft,,37,38
175,2,5:50.0,,Defensive rebound by J. Butler,37,38
176,2,5:33.0,,M. Scott makes 3-pt jump shot from 25 ft (assist by J. Butler),37,41
177,2,5:17.0,J. Winslow misses 2-pt layup from 3 ft,,37,41
178,2,5:15.0,,Defensive rebound by T. Harris,37,41
179,2,5:06.0,,J. Butler misses 2-pt layup from 3 ft,37,41
180,2,5:05.0,,Offensive rebound by B. Marjanović,37,41
181,2,5:05.0,,Shooting foul by B. Adebayo (drawn by B. Marjanović),37,41
182,2,5:05.0,,B. Marjanović misses free throw 1 of 2,37,41
183,2,5:05.0,,Offensive rebound by Team,37,41
184,2,5:05.0,H. Whiteside enters the game for B. Adebayo,,37,41
185,2,5:05.0,,J. Redick enters the game for M. Scott,37,41
186,2,5:05.0,,B. Simmons enters the game for J. Simmons,37,41
187,2,5:05.0,,B. Marjanović misses free throw 2 of 2,37,41
188,2,5:03.0,Defensive rebound by D. Jones,,37,41
189,2,4:46.0,J. Winslow makes 2-pt layup from 2 ft,,39,41
190,2,4:32.0,,Shooting foul by J. Winslow (drawn by B. Simmons),39,41
191,2,4:32.0,,B. Simmons misses free throw 1 of 2,39,41
192,2,4:32.0,,Offensive rebound by Team,39,41
193,2,4:32.0,D. Wade enters the game for J. Winslow,,39,41
194,2,4:32.0,,B. Simmons makes free throw 2 of 2,39,42
195,2,4:21.0,Turnover by D. Waiters (bad pass),,39,42
196,2,4:09.0,,T. Harris misses 3-pt jump shot from 25 ft,39,42
197,2,4:08.0,Defensive rebound by Team,,39,42
198,2,3:56.0,D. Waiters misses 3-pt jump shot from 25 ft,,39,42
199,2,3:49.0,,Defensive rebound by T. Harris,39,42
200,2,3:45.0,,B. Marjanović makes 2-pt dunk from 1 ft (assist by B. Simmons),39,44
201,2,3:35.0,Miami full timeout,,39,44
202,2,3:35.0,J. Richardson enters the game for R. McGruder,,39,44
203,2,3:27.0,D. Wade misses 2-pt jump shot from 9 ft,,39,44
204,2,3:24.0,,Defensive rebound by T. Harris,39,44
205,2,3:15.0,,T. Harris makes 2-pt jump shot from 16 ft (assist by J. Redick),39,46
206,2,2:51.0,D. Wade misses 2-pt jump shot from 7 ft,,39,46
207,2,2:47.0,Offensive rebound by J. Richardson,,39,46
208,2,2:45.0,J. Richardson misses 3-pt jump shot from 25 ft,,39,46
209,2,2:45.0,,Defensive rebound by B. Simmons,39,46
210,2,2:36.0,,B. Marjanović makes 2-pt layup from 2 ft (assist by B. Simmons),39,48
211,2,2:36.0,,Shooting foul by H. Whiteside (drawn by B. Marjanović),39,48
212,2,2:36.0,B. Adebayo enters the game for H. Whiteside,,39,48
213,2,2:36.0,,B. Marjanović makes free throw 1 of 1,39,49
214,2,2:23.0,D. Wade makes 2-pt jump shot from 12 ft,,41,49
215,2,2:13.0,,Personal foul by D. Jones (drawn by B. Simmons),41,49
216,2,2:13.0,,B. Simmons makes free throw 1 of 2,41,50
217,2,2:13.0,,J. Bolden enters the game for B. Marjanović,41,50
218,2,2:13.0,,B. Simmons makes free throw 2 of 2,41,51
219,2,1:56.0,D. Waiters makes 3-pt jump shot from 24 ft (assist by D. Wade),,44,51
220,2,1:34.0,,Shooting foul by D. Jones (drawn by T. Harris),44,51
221,2,1:34.0,,T. Harris makes free throw 1 of 2,44,52
222,2,1:34.0,,J. Simmons enters the game for J. Redick,44,52
223,2,1:34.0,,T. Harris makes free throw 2 of 2,44,53
224,2,1:25.0,J. Richardson makes 2-pt jump shot from 11 ft (assist by B. Adebayo),,46,53
225,2,1:17.0,,J. Butler misses 3-pt jump shot from 25 ft,46,53
226,2,1:15.0,,Offensive rebound by J. Butler,46,53
227,2,1:15.0,,Personal foul by B. Adebayo (drawn by J. Butler),46,53
228,2,1:15.0,,J. Butler makes free throw 1 of 2,46,54
229,2,1:15.0,K. Olynyk enters the game for B. Adebayo,,46,54
230,2,1:15.0,,J. Butler makes free throw 2 of 2,46,55
231,2,0:59.0,D. Wade makes 2-pt layup from 4 ft (assist by K. Olynyk),,48,55
232,2,0:47.0,,T. Harris misses 3-pt jump shot from 25 ft,48,55
233,2,0:43.0,Defensive rebound by J. Richardson,,48,55
234,2,0:37.0,D. Waiters makes 2-pt layup from 2 ft (assist by J. Richardson),,50,55
235,2,0:27.0,,J. Simmons makes 2-pt dunk from 1 ft (assist by B. Simmons),50,57
236,2,0:03.0,D. Waiters misses 3-pt jump shot from 25 ft,,50,57
237,2,0:01.0,,Defensive rebound by T. Harris,50,57
238,2,0:00.0,,J. Simmons misses 3-pt jump shot from 46 ft,50,57
239,2,0:00.0,,Offensive rebound by Team,50,57
240,3,11:47.0,,Turnover by T. Harris (out of bounds lost ball),50,57
241,3,11:34.0,J. Winslow misses 2-pt jump shot from 15 ft,,50,57
242,3,11:30.0,,Defensive rebound by B. Marjanović,50,57
243,3,11:17.0,,B. Simmons misses 2-pt layup from 2 ft (block by H. Whiteside),50,57
244,3,11:15.0,Defensive rebound by D. Waiters,,50,57
245,3,11:07.0,Shooting foul by B. Marjanović (drawn by H. Whiteside),,50,57
246,3,11:07.0,H. Whiteside misses free throw 1 of 2,,50,57
247,3,11:07.0,Offensive rebound by Team,,50,57
248,3,11:07.0,H. Whiteside misses free throw 2 of 2,,50,57
249,3,11:05.0,,Defensive rebound by B. Marjanović,50,57
250,3,10:51.0,,Turnover by J. Butler (bad pass; steal by D. Waiters),50,57
251,3,10:46.0,K. Olynyk makes 2-pt layup from 1 ft (assist by H. Whiteside),,52,57
252,3,10:28.0,,B. Simmons makes 2-pt hook shot from 8 ft (assist by J. Redick),52,59
253,3,10:12.0,D. Waiters makes 2-pt layup from 1 ft,,54,59
254,3,10:08.0,,Turnover by B. Marjanović (bad pass; steal by J. Winslow),54,59
255,3,9:59.0,H. Whiteside misses 2-pt jump shot from 14 ft,,54,59
256,3,9:56.0,,Defensive rebound by B. Marjanović,54,59
257,3,9:43.0,,J. Butler makes 2-pt dunk from 2 ft (assist by B. Marjanović),54,61
258,3,9:13.0,J. Richardson misses 3-pt jump shot from 30 ft (block by B. Simmons),,54,61
259,3,9:09.0,,Defensive rebound by J. Redick,54,61
260,3,9:09.0,,Personal foul by J. Richardson (drawn by J. Redick),54,61
261,3,8:55.0,,B. Marjanović misses 2-pt layup from 3 ft,54,61
262,3,8:53.0,Defensive rebound by J. Winslow,,54,61
263,3,8:45.0,Shooting foul by J. Redick (drawn by D. Waiters),,54,61
264,3,8:45.0,D. Waiters makes free throw 1 of 2,,55,61
265,3,8:45.0,D. Waiters makes free throw 2 of 2,,56,61
266,3,8:31.0,,T. Harris misses 2-pt jump shot from 13 ft,56,61
267,3,8:28.0,Defensive rebound by J. Winslow,,56,61
268,3,8:23.0,J. Richardson misses 3-pt jump shot from 27 ft,,56,61
269,3,8:20.0,,Defensive rebound by B. Simmons,56,61
270,3,8:13.0,,B. Simmons misses 2-pt layup from 1 ft,56,61
271,3,8:10.0,,Offensive rebound by B. Marjanović,56,61
272,3,8:09.0,,Turnover by B. Marjanović (lost ball; steal by D. Waiters),56,61
273,3,8:03.0,J. Richardson misses 2-pt hook shot from 16 ft,,56,61
274,3,7:59.0,Offensive rebound by H. Whiteside,,56,61
275,3,7:56.0,H. Whiteside makes 2-pt jump shot from 9 ft (assist by J. Richardson),,58,61
276,3,7:42.0,,T. Harris misses 3-pt jump shot from 27 ft,58,61
277,3,7:39.0,Defensive rebound by J. Winslow,,58,61
278,3,7:32.0,K. Olynyk makes 3-pt jump shot from 27 ft (assist by D. Waiters),,61,61
279,3,7:30.0,,Philadelphia full timeout,61,61
280,3,7:19.0,,J. Redick misses 3-pt jump shot from 26 ft,61,61
281,3,7:15.0,Defensive rebound by K. Olynyk,,61,61
282,3,7:15.0,Turnover by K. Olynyk (bad pass),,61,61
283,3,7:01.0,,T. Harris makes 2-pt jump shot from 6 ft,61,63
284,3,6:41.0,D. Waiters misses 3-pt jump shot from 26 ft,,61,63
285,3,6:38.0,,Defensive rebound by J. Redick,61,63
286,3,6:32.0,,J. Butler makes 2-pt layup from 3 ft,61,65
287,3,6:12.0,K. Olynyk makes 2-pt layup from 2 ft,,63,65
288,3,6:11.0,Violation by Team (delay of game),,63,65
289,3,6:01.0,,B. Simmons misses 2-pt jump shot from 6 ft,63,65
290,3,5:58.0,Defensive rebound by H. Whiteside,,63,65
291,3,5:45.0,H. Whiteside makes 2-pt dunk at rim (assist by J. Winslow),,65,65
292,3,5:31.0,,J. Redick misses 3-pt jump shot from 27 ft,65,65
293,3,5:26.0,Defensive rebound by J. Winslow,,65,65
294,3,5:23.0,D. Waiters makes 2-pt layup from 2 ft,,67,65
295,3,5:05.0,,Personal foul by D. Waiters (drawn by J. Butler),67,65
296,3,5:05.0,D. Wade enters the game for J. Richardson,,67,65
297,3,5:05.0,,J. Bolden enters the game for J. Butler,67,65
298,3,5:05.0,,J. Ennis enters the game for B. Marjanović,67,65
299,3,5:05.0,,J. Simmons enters the game for J. Redick,67,65
300,3,5:05.0,,Violation by Team (delay of game),67,65
301,3,4:53.0,,T. Harris misses 3-pt jump shot from 26 ft,67,65
302,3,4:50.0,,Offensive rebound by B. Simmons,67,65
303,3,4:41.0,,J. Simmons misses 2-pt jump shot from 10 ft (block by H. Whiteside),67,65
304,3,4:38.0,Defensive rebound by D. Waiters,,67,65
305,3,4:36.0,D. Waiters misses 2-pt layup from 3 ft (block by T. Harris),,67,65
306,3,4:36.0,Offensive rebound by Team,,67,65
307,3,4:29.0,J. Winslow makes 2-pt jump shot from 12 ft,,69,65
308,3,4:15.0,,B. Simmons makes 2-pt jump shot from 10 ft,69,67
309,3,3:54.0,Turnover by D. Waiters (bad pass; steal by B. Simmons),,69,67
310,3,3:48.0,,B. Simmons makes 2-pt layup from 1 ft,69,69
311,3,3:48.0,Miami full timeout,,69,69
312,3,3:33.0,J. Winslow misses 2-pt jump shot from 17 ft,,69,69
313,3,3:31.0,,Defensive rebound by Team,69,69
314,3,3:15.0,,B. Simmons makes 2-pt hook shot from 5 ft,69,71
315,3,2:59.0,K. Olynyk misses 2-pt jump shot from 12 ft,,69,71
316,3,2:54.0,Offensive rebound by H. Whiteside,,69,71
317,3,2:54.0,H. Whiteside misses 2-pt layup at rim,,69,71
318,3,2:53.0,,Defensive rebound by J. Bolden,69,71
319,3,2:52.0,,Turnover by J. Ennis (step out of bounds),69,71
320,3,2:38.0,D. Wade makes 2-pt jump shot from 8 ft,,71,71
321,3,2:15.0,,B. Simmons makes 2-pt layup from 1 ft,71,73
322,3,2:15.0,,Shooting foul by H. Whiteside (drawn by B. Simmons),71,73
323,3,2:15.0,B. Adebayo enters the game for K. Olynyk,,71,73
324,3,2:15.0,D. Jones enters the game for D. Waiters,,71,73
325,3,2:15.0,R. McGruder enters the game for H. Whiteside,,71,73
326,3,2:15.0,,M. Scott enters the game for T. Harris,71,73
327,3,2:15.0,,B. Simmons misses free throw 1 of 1,71,73
328,3,2:13.0,Defensive rebound by J. Winslow,,71,73
329,3,2:08.0,D. Wade makes 2-pt jump shot from 17 ft (assist by J. Winslow),,73,73
330,3,1:58.0,,J. Bolden misses 3-pt jump shot from 28 ft,73,73
331,3,1:56.0,Defensive rebound by J. Winslow,,73,73
332,3,1:44.0,D. Wade misses 2-pt jump shot from 15 ft,,73,73
333,3,1:39.0,,Defensive rebound by J. Bolden,73,73
334,3,1:35.0,,Personal foul by B. Adebayo (drawn by J. Bolden),73,73
335,3,1:35.0,K. Olynyk enters the game for B. Adebayo,,73,73
336,3,1:18.0,,Turnover by J. Simmons (lost ball; steal by J. Winslow),73,73
337,3,1:13.0,D. Jones makes 2-pt dunk from 1 ft (assist by D. Wade),,75,73
338,3,0:58.0,,B. Simmons misses 2-pt jump shot from 20 ft,75,73
339,3,0:55.0,Defensive rebound by R. McGruder,,75,73
340,3,0:49.0,K. Olynyk misses 3-pt jump shot from 26 ft,,75,73
341,3,0:45.0,,Defensive rebound by J. Simmons,75,73
342,3,0:38.0,,Offensive foul by M. Scott (drawn by J. Winslow),75,73
343,3,0:38.0,,Turnover by M. Scott (offensive foul),75,73
344,3,0:38.0,J. Richardson enters the game for J. Winslow,,75,73
345,3,0:27.0,Personal foul by J. Bolden (drawn by K. Olynyk),,75,73
346,3,0:18.0,D. Wade misses 3-pt jump shot from 28 ft,,75,73
347,3,0:17.0,,Defensive rebound by Team,75,73
348,3,0:03.0,,B. Simmons misses 2-pt jump shot from 4 ft,75,73
349,3,0:00.0,Defensive rebound by D. Wade,,75,73
350,4,11:50.0,J. Richardson makes 2-pt jump shot from 16 ft (assist by K. Olynyk),,77,73
351,4,11:28.0,,Personal foul by K. Olynyk (drawn by J. Butler),77,73
352,4,11:14.0,,M. Scott misses 2-pt jump shot from 11 ft,77,73
353,4,11:11.0,,Offensive rebound by J. Butler,77,73
354,4,11:11.0,,J. Butler misses 2-pt layup from 2 ft,77,73
355,4,11:09.0,Defensive rebound by K. Olynyk,,77,73
356,4,11:03.0,D. Jones misses 2-pt layup from 4 ft,,77,73
357,4,10:59.0,,Defensive rebound by J. Butler,77,73
358,4,10:58.0,,Personal foul by D. Jones (drawn by J. Butler),77,73
359,4,10:40.0,,T. McConnell makes 2-pt jump shot from 9 ft,77,75
360,4,10:30.0,Personal foul by B. Marjanović (drawn by K. Olynyk),,77,75
361,4,10:22.0,D. Jones makes 3-pt jump shot from 26 ft (assist by J. Richardson),,80,75
362,4,10:03.0,,J. Butler misses 2-pt jump shot from 9 ft,80,75
363,4,10:01.0,,Offensive rebound by T. McConnell,80,75
364,4,9:54.0,,T. McConnell makes 2-pt layup from 2 ft,80,77
365,4,9:38.0,D. Jones misses 2-pt layup from 3 ft,,80,77
366,4,9:36.0,,Defensive rebound by J. Redick,80,77
367,4,9:32.0,,M. Scott misses 3-pt jump shot from 25 ft,80,77
368,4,9:29.0,Defensive rebound by R. McGruder,,80,77
369,4,9:18.0,K. Olynyk makes 2-pt dunk at rim (assist by D. Wade),,82,77
370,4,9:18.0,,Philadelphia full timeout,82,77
371,4,9:18.0,,T. Harris enters the game for B. Marjanović,82,77
372,4,9:08.0,,Shooting foul by D. Wade (drawn by J. Butler),82,77
373,4,9:08.0,,J. Butler makes free throw 1 of 2,82,78
374,4,9:08.0,,J. Butler makes free throw 2 of 2,82,79
375,4,8:55.0,J. Richardson makes 2-pt dunk from 1 ft (assist by D. Wade),,84,79
376,4,8:40.0,,Shooting foul by D. Jones (drawn by J. Butler),84,79
377,4,8:40.0,,J. Butler makes free throw 1 of 2,84,80
378,4,8:40.0,,J. Butler makes free throw 2 of 2,84,81
379,4,8:28.0,D. Jones makes 2-pt dunk from 1 ft (assist by D. Wade),,86,81
380,4,8:15.0,,T. Harris makes 3-pt jump shot from 28 ft (assist by J. Butler),86,84
381,4,8:02.0,Offensive foul by J. Richardson (drawn by J. Redick),,86,84
382,4,8:02.0,Turnover by J. Richardson (offensive foul),,86,84
383,4,8:02.0,,B. Simmons enters the game for M. Scott,86,84
384,4,7:51.0,,T. Harris makes 2-pt layup from 1 ft (assist by J. Butler),86,86
385,4,7:51.0,Miami full timeout,,86,86
386,4,7:32.0,D. Wade misses 2-pt jump shot from 3 ft,,86,86
