,QUARTER,TIME_REMAINING,PORTLAND_ACTION,LA CLIPPERS_ACTION,PORTLAND_SCORE,LA CLIPPERS_SCORE
95,1,0:30.0,,T. Wallace enters the game for J. Green,23,28
96,1,0:23.0,,Personal foul by D. Lillard (drawn by L. Williams),23,28
97,1,0:23.0,,L. Williams makes free throw 1 of 2,23,29
98,1,0:23.0,,L. Williams makes free throw 2 of 2,23,30
99,1,0:08.0,Personal foul by G. Temple (drawn by D. Lillard),,23,30
100,1,0:08.0,C. McCollum enters the game for Z. Collins,,23,30
101,1,0:08.0,,S. Thornwell enters the game for L. Williams,23,30
102,1,0:02.0,S. Curry misses 3-pt jump shot from 24 ft,,23,30
103,1,0:00.0,,Defensive rebound by W. Chandler,23,30
104,2,11:43.0,,L. Williams misses 2-pt jump shot from 19 ft,23,30
105,2,11:41.0,Defensive rebound by E. Freedom,,23,30
106,2,11:26.0,E. Freedom misses 3-pt jump shot from 24 ft,,23,30
107,2,11:22.0,,Defensive rebound by W. Chandler,23,30
108,2,11:05.0,,W. Chandler misses 3-pt jump shot from 24 ft,23,30
109,2,11:03.0,Defensive rebound by E. Turner,,23,30
110,2,10:55.0,J. Layman misses 2-pt layup from 2 ft,,23,30
111,2,10:55.0,Offensive rebound by Team,,23,30
112,2,10:52.0,E. Freedom misses 2-pt jump shot from 15 ft,,23,30
113,2,10:49.0,,Defensive rebound by W. Chandler,23,30
114,2,10:39.0,,M. Harrell misses 2-pt layup from 3 ft (block by E. Freedom),23,30
115,2,10:36.0,Defensive rebound by E. Freedom,,23,30
116,2,10:27.0,Z. Collins makes 2-pt layup from 2 ft (assist by E. Turner),,25,30
117,2,10:12.0,,L. Williams makes 2-pt jump shot from 7 ft (assist by M. Harrell),25,32
118,2,9:51.0,E. Turner makes 2-pt jump shot from 19 ft,,27,32
119,2,9:39.0,,L. Williams misses 2-pt jump shot from 5 ft,27,32
120,2,9:36.0,Defensive rebound by Z. Collins,,27,32
121,2,9:24.0,E. Freedom makes 2-pt layup from 3 ft (assist by S. Curry),,29,32
122,2,9:08.0,,W. Chandler makes 3-pt jump shot from 27 ft (assist by L. Williams),29,35
123,2,8:47.0,S. Curry misses 3-pt jump shot from 25 ft,,29,35
124,2,8:45.0,,Defensive rebound by T. Wallace,29,35
125,2,8:42.0,,G. Temple misses 2-pt layup at rim,29,35
126,2,8:38.0,Defensive rebound by J. Layman,,29,35
127,2,8:36.0,S. Curry makes 3-pt jump shot from 23 ft (assist by J. Layman),,32,35
128,2,8:36.0,Shooting foul by M. Harrell (drawn by S. Curry),,32,35
129,2,8:36.0,,S. Gilgeous-Alexander enters the game for T. Wallace,32,35
130,2,8:36.0,S. Curry misses free throw 1 of 1,,32,35
131,2,8:34.0,,Defensive rebound by M. Harrell,32,35
132,2,8:28.0,,Personal foul by E. Turner (drawn by L. Williams),32,35
133,2,8:23.0,,L. Williams misses 2-pt jump shot from 17 ft,32,35
134,2,8:21.0,Defensive rebound by E. Turner,,32,35
135,2,8:15.0,J. Layman misses 3-pt jump shot from 25 ft,,32,35
136,2,8:13.0,,Defensive rebound by Team,32,35
137,2,8:01.0,,M. Harrell misses 2-pt jump shot from 12 ft,32,35
138,2,7:59.0,Defensive rebound by Z. Collins,,32,35
139,2,7:41.0,S. Curry misses 2-pt layup from 3 ft,,32,35
140,2,7:41.0,,Defensive rebound by Team,32,35
141,2,7:41.0,Loose ball foul by E. Freedom (drawn by M. Harrell),,32,35
142,2,7:26.0,,L. Williams misses 2-pt jump shot from 6 ft,32,35
143,2,7:22.0,,Offensive rebound by W. Chandler,32,35
144,2,7:22.0,C. McCollum enters the game for J. Layman,,32,35
145,2,7:15.0,,M. Harrell makes 3-pt jump shot from 26 ft (assist by L. Williams),32,38
146,2,6:57.0,Shooting foul by W. Chandler (drawn by E. Freedom),,32,38
147,2,6:57.0,,LA Clippers full timeout,32,38
148,2,6:57.0,M. Harkless enters the game for E. Turner,,32,38
149,2,6:57.0,,P. Beverley enters the game for G. Temple,32,38
150,2,6:57.0,E. Freedom makes free throw 1 of 2,,33,38
151,2,6:57.0,E. Freedom misses free throw 2 of 2,,33,38
152,2,6:53.0,,Defensive rebound by M. Harrell,33,38
153,2,6:46.0,,L. Williams misses 2-pt jump shot from 18 ft,33,38
154,2,6:43.0,Defensive rebound by Z. Collins,,33,38
155,2,6:27.0,E. Freedom makes 2-pt hook shot from 5 ft,,35,38
156,2,6:07.0,,P. Beverley misses 2-pt jump shot from 11 ft,35,38
157,2,6:04.0,,Offensive rebound by P. Beverley,35,38
158,2,5:58.0,,W. Chandler makes 3-pt jump shot from 23 ft (assist by S. Gilgeous-Alexander),35,41
159,2,5:39.0,Z. Collins misses 3-pt jump shot from 25 ft,,35,41
160,2,5:37.0,Offensive rebound by E. Freedom,,35,41
161,2,5:37.0,E. Freedom misses 2-pt layup from 1 ft,,35,41
162,2,5:37.0,Offensive rebound by M. Harkless,,35,41
163,2,5:37.0,Shooting foul by S. Gilgeous-Alexander (drawn by M. Harkless),,35,41
164,2,5:37.0,Portland full timeout,,35,41
165,2,5:37.0,A. Aminu enters the game for Z. Collins,,35,41
166,2,5:37.0,D. Lillard enters the game for S. Curry,,35,41
167,2,5:37.0,J. Nurkić enters the game for E. Freedom,,35,41
168,2,5:37.0,,J. Green enters the game for W. Chandler,35,41
169,2,5:37.0,,L. Shamet enters the game for M. Harrell,35,41
170,2,5:37.0,,I. Zubac enters the game for L. Williams,35,41
171,2,5:37.0,M. Harkless misses free throw 1 of 2,,35,41
172,2,5:37.0,Offensive rebound by Team,,35,41
173,2,5:37.0,M. Harkless misses free throw 2 of 2,,35,41
174,2,5:33.0,Offensive rebound by A. Aminu,,35,41
175,2,5:32.0,Personal foul by J. Green (drawn by A. Aminu),,35,41
176,2,5:22.0,A. Aminu misses 2-pt jump shot from 18 ft,,35,41
177,2,5:18.0,,Defensive rebound by J. Green,35,41
178,2,5:11.0,,Shooting foul by D. Lillard (drawn by P. Beverley),35,41
179,2,5:11.0,,P. Beverley makes free throw 1 of 2,35,42
180,2,5:11.0,,P. Beverley makes free throw 2 of 2,35,43
181,2,4:56.0,C. McCollum misses 3-pt jump shot from 24 ft,,35,43
182,2,4:53.0,,Defensive rebound by J. Green,35,43
183,2,4:48.0,,S. Gilgeous-Alexander misses 2-pt layup from 2 ft,35,43
184,2,4:48.0,,Offensive rebound by I. Zubac,35,43
185,2,4:44.0,,I. Zubac misses 2-pt layup at rim,35,43
186,2,4:43.0,,Offensive rebound by I. Zubac,35,43
187,2,4:43.0,,I. Zubac misses 2-pt layup at rim (block by M. Harkless),35,43
188,2,4:43.0,Defensive rebound by D. Lillard,,35,43
189,2,4:39.0,D. Lillard misses 2-pt jump shot from 12 ft,,35,43
190,2,4:39.0,Offensive rebound by Team,,35,43
191,2,4:31.0,J. Nurkić misses 2-pt hook shot from 7 ft,,35,43
192,2,4:31.0,Offensive rebound by J. Nurkić,,35,43
193,2,4:26.0,J. Nurkić misses 2-pt layup from 8 ft,,35,43
194,2,4:26.0,Offensive rebound by M. Harkless,,35,43
195,2,4:23.0,M. Harkless makes 2-pt layup from 1 ft,,37,43
196,2,4:01.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 11 ft,37,43
197,2,4:00.0,,Offensive rebound by Team,37,43
198,2,3:56.0,,L. Shamet misses 3-pt jump shot from 24 ft,37,43
199,2,3:54.0,Defensive rebound by J. Nurkić,,37,43
200,2,3:47.0,J. Nurkić makes 2-pt layup from 2 ft (assist by D. Lillard),,39,43
201,2,3:29.0,,P. Beverley makes 2-pt layup from 3 ft (assist by I. Zubac),39,45
202,2,3:21.0,M. Harkless makes 2-pt layup from 1 ft (assist by C. McCollum),,41,45
203,2,3:13.0,,Turnover by S. Gilgeous-Alexander (traveling),41,45
204,2,2:53.0,D. Lillard makes 2-pt jump shot from 13 ft,,43,45
205,2,2:34.0,,S. Gilgeous-Alexander misses 2-pt layup from 3 ft,43,45
206,2,2:29.0,,Offensive rebound by I. Zubac,43,45
207,2,2:29.0,,I. Zubac misses 2-pt layup at rim,43,45
208,2,2:28.0,,I. Zubac makes 2-pt layup at rim,43,47
209,2,2:28.0,,Offensive rebound by I. Zubac,43,47
210,2,2:20.0,Shooting foul by J. Green (drawn by J. Nurkić),,43,47
211,2,2:20.0,J. Nurkić makes free throw 1 of 2,,44,47
212,2,2:20.0,J. Nurkić makes free throw 2 of 2,,45,47
213,2,1:59.0,,P. Beverley misses 2-pt layup from 3 ft,45,47
214,2,1:57.0,Defensive rebound by D. Lillard,,45,47
215,2,1:53.0,Turnover by D. Lillard (bad pass),,45,47
216,2,1:53.0,,L. Williams enters the game for S. Gilgeous-Alexander,45,47
217,2,1:33.0,,Shooting foul by J. Nurkić (drawn by I. Zubac),45,47
218,2,1:33.0,,I. Zubac makes free throw 1 of 2,45,48
219,2,1:33.0,,I. Zubac makes free throw 2 of 2,45,49
220,2,1:19.0,D. Lillard misses 2-pt layup from 1 ft,,45,49
221,2,1:10.0,Offensive rebound by J. Nurkić,,45,49
222,2,1:10.0,J. Nurkić misses 2-pt layup from 1 ft,,45,49
223,2,1:08.0,,Defensive rebound by J. Green,45,49
224,2,1:07.0,,P. Beverley misses 2-pt layup from 2 ft (block by M. Harkless),45,49
225,2,1:04.0,Defensive rebound by A. Aminu,,45,49
226,2,1:02.0,C. McCollum misses 2-pt jump shot from 19 ft,,45,49
227,2,0:59.0,,Defensive rebound by J. Green,45,49
228,2,0:52.0,,L. Williams makes 2-pt layup from 2 ft,45,51
229,2,0:32.0,A. Aminu makes 2-pt hook shot from 7 ft,,47,51
230,2,0:16.0,,Personal foul by M. Harkless (drawn by L. Williams),47,51
231,2,0:16.0,,Offensive rebound by Team,47,51
232,2,0:16.0,,L. Williams misses free throw 1 of 2,47,51
233,2,0:16.0,S. Curry enters the game for A. Aminu,,47,51
234,2,0:16.0,,L. Williams makes free throw 2 of 2,47,52
235,2,0:02.0,C. McCollum makes 3-pt jump shot from 24 ft (assist by M. Harkless),,50,52
236,2,0:00.0,,I. Zubac misses 2-pt layup from 2 ft,50,52
237,2,0:00.0,,Offensive rebound by I. Zubac,50,52
238,3,11:46.0,,L. Shamet makes 3-pt jump shot from 24 ft (assist by S. Gilgeous-Alexander),50,55
239,3,11:29.0,C. McCollum makes 2-pt jump shot from 7 ft (assist by D. Lillard),,52,55
240,3,11:08.0,,J. Green misses 2-pt jump shot from 16 ft,52,55
241,3,11:05.0,Defensive rebound by D. Lillard,,52,55
242,3,10:57.0,J. Nurkić makes 2-pt dunk from 1 ft (assist by D. Lillard),,54,55
243,3,10:38.0,,L. Shamet makes 3-pt jump shot from 25 ft (assist by I. Zubac),54,58
244,3,10:17.0,D. Lillard makes 2-pt layup from 2 ft,,56,58
245,3,10:00.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 19 ft,56,58
246,3,9:56.0,Defensive rebound by C. McCollum,,56,58
247,3,9:49.0,Turnover by J. Nurkić (bad pass; steal by S. Gilgeous-Alexander),,56,58
248,3,9:36.0,,I. Zubac makes 2-pt hook shot from 4 ft (assist by P. Beverley),56,60
249,3,9:23.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by J. Nurkić),,59,60
250,3,9:08.0,,I. Zubac makes 2-pt layup from 2 ft (assist by S. Gilgeous-Alexander),59,62
251,3,8:57.0,A. Aminu makes 2-pt dunk from 1 ft (assist by J. Nurkić),,61,62
252,3,8:48.0,,Shooting foul by A. Aminu (drawn by S. Gilgeous-Alexander),61,62
253,3,8:48.0,,S. Gilgeous-Alexander makes free throw 1 of 2,61,63
254,3,8:48.0,,S. Gilgeous-Alexander misses free throw 2 of 2,61,63
255,3,8:46.0,Defensive rebound by A. Aminu,,61,63
256,3,8:37.0,D. Lillard misses 2-pt layup from 1 ft,,61,63
257,3,8:35.0,,Defensive rebound by J. Green,61,63
258,3,8:26.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 6 ft,61,65
259,3,8:16.0,Turnover by J. Nurkić (bad pass),,61,65
260,3,8:07.0,,L. Shamet misses 3-pt jump shot from 26 ft,61,65
261,3,8:05.0,Defensive rebound by J. Nurkić,,61,65
262,3,7:56.0,M. Harkless misses 3-pt jump shot from 24 ft,,61,65
263,3,7:53.0,Offensive rebound by J. Nurkić,,61,65
264,3,7:53.0,J. Nurkić makes 2-pt layup at rim,,63,65
265,3,7:53.0,Shooting foul by I. Zubac (drawn by J. Nurkić),,63,65
266,3,7:53.0,J. Nurkić makes free throw 1 of 1,,64,65
267,3,7:45.0,,Personal foul by C. McCollum (drawn by L. Shamet),64,65
268,3,7:34.0,,I. Zubac misses 2-pt hook shot from 3 ft,64,65
269,3,7:30.0,Defensive rebound by A. Aminu,,64,65
270,3,7:22.0,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),,66,65
271,3,6:55.0,,I. Zubac misses 2-pt jump shot from 18 ft,66,65
272,3,6:52.0,Defensive rebound by A. Aminu,,66,65
273,3,6:45.0,C. McCollum makes 2-pt jump shot from 8 ft (assist by M. Harkless),,68,65
274,3,6:39.0,,LA Clippers full timeout,68,65
275,3,6:39.0,,M. Harrell enters the game for I. Zubac,68,65
276,3,6:22.0,,P. Beverley misses 2-pt jump shot from 8 ft,68,65
277,3,6:20.0,,Offensive rebound by M. Harrell,68,65
278,3,6:16.0,,S. Gilgeous-Alexander makes 2-pt layup from 2 ft (assist by M. Harrell),68,67
279,3,5:59.0,Def 3 sec tech foul by Team,,68,67
280,3,5:59.0,,L. Williams enters the game for L. Shamet,68,67
281,3,5:59.0,D. Lillard makes technical free throw,,69,67
282,3,5:52.0,C. McCollum misses 3-pt jump shot from 26 ft,,69,67
283,3,5:48.0,Offensive rebound by J. Nurkić,,69,67
284,3,5:48.0,J. Nurkić misses 2-pt layup from 2 ft,,69,67
285,3,5:48.0,Offensive rebound by M. Harkless,,69,67
286,3,5:44.0,M. Harkless misses 2-pt layup at rim,,69,67
287,3,5:43.0,,Defensive rebound by S. Gilgeous-Alexander,69,67
288,3,5:34.0,,Shooting foul by A. Aminu (drawn by M. Harrell),69,67
289,3,5:34.0,,Offensive rebound by Team,69,67
290,3,5:34.0,,M. Harrell misses free throw 1 of 2,69,67
291,3,5:34.0,,M. Harrell makes free throw 2 of 2,69,68
292,3,5:13.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by M. Harkless),,72,68
293,3,4:59.0,,Turnover by L. Williams (bad pass; steal by A. Aminu),72,68
294,3,4:55.0,D. Lillard makes 3-pt jump shot from 25 ft (assist by C. McCollum),,75,68
295,3,4:53.0,,LA Clippers full timeout,75,68
296,3,4:36.0,,L. Williams misses 2-pt jump shot from 5 ft,75,68
297,3,4:32.0,,Offensive rebound by M. Harrell,75,68
298,3,4:32.0,,M. Harrell makes 2-pt layup from 1 ft,75,70
299,3,4:15.0,A. Aminu misses 2-pt layup from 2 ft (block by M. Harrell),,75,70
300,3,4:14.0,Offensive rebound by J. Nurkić,,75,70
301,3,4:14.0,J. Nurkić misses 2-pt layup from 2 ft,,75,70
302,3,4:14.0,Offensive rebound by J. Nurkić,,75,70
303,3,4:14.0,Shooting foul by S. Gilgeous-Alexander (drawn by J. Nurkić),,75,70
304,3,4:14.0,J. Nurkić makes free throw 1 of 2,,76,70
305,3,4:14.0,,G. Temple enters the game for S. Gilgeous-Alexander,76,70
306,3,4:14.0,J. Nurkić makes free throw 2 of 2,,77,70
307,3,4:06.0,,G. Temple misses 2-pt jump shot from 7 ft,77,70
308,3,4:04.0,,Offensive rebound by M. Harrell,77,70
309,3,4:02.0,,M. Harrell misses 2-pt layup from 1 ft (block by M. Harkless),77,70
310,3,4:02.0,,Offensive rebound by M. Harrell,77,70
311,3,3:55.0,,M. Harrell makes 2-pt dunk from 1 ft,77,72
312,3,3:40.0,J. Nurkić makes 2-pt layup from 2 ft (assist by C. McCollum),,79,72
313,3,3:39.0,Violation by Team (delay of game),,79,72
314,3,3:32.0,,Shooting foul by J. Nurkić (drawn by M. Harrell),79,72
315,3,3:32.0,,Offensive rebound by Team,79,72
316,3,3:32.0,,M. Harrell misses free throw 1 of 2,79,72
317,3,3:32.0,S. Curry enters the game for M. Harkless,,79,72
318,3,3:32.0,E. Freedom enters the game for C. McCollum,,79,72
319,3,3:32.0,J. Layman enters the game for J. Nurkić,,79,72
320,3,3:32.0,,W. Chandler enters the game for J. Green,79,72
321,3,3:32.0,,M. Harrell makes free throw 2 of 2,79,73
322,3,3:17.0,Turnover by J. Layman (bad pass; steal by P. Beverley),,79,73
323,3,3:12.0,,G. Temple makes 2-pt layup from 1 ft,79,75
324,3,2:51.0,J. Layman misses 2-pt layup from 1 ft (block by M. Harrell),,79,75
325,3,2:51.0,Offensive rebound by Team,,79,75
326,3,2:46.0,D. Lillard misses 3-pt jump shot from 25 ft,,79,75
327,3,2:44.0,Offensive rebound by Team,,79,75
328,3,2:31.0,D. Lillard makes 2-pt layup from 2 ft (assist by E. Freedom),,81,75
329,3,2:22.0,,Offensive foul by M. Harrell (drawn by D. Lillard),81,75
330,3,2:22.0,,Turnover by M. Harrell (offensive foul),81,75
331,3,2:22.0,,T. Wallace enters the game for P. Beverley,81,75
332,3,2:14.0,Personal foul by M. Harrell (drawn by S. Curry),,81,75
333,3,2:14.0,Z. Collins enters the game for A. Aminu,,81,75
334,3,2:04.0,Turnover by E. Freedom (bad pass; steal by G. Temple),,81,75
335,3,2:04.0,,Personal foul by Z. Collins (drawn by L. Williams),81,75
336,3,2:04.0,,L. Williams makes free throw 1 of 2,81,76
337,3,2:04.0,,L. Williams makes free throw 2 of 2,81,77
338,3,1:46.0,Turnover by J. Layman (lost ball; steal by L. Williams),,81,77
339,3,1:35.0,,M. Harrell misses 2-pt jump shot from 7 ft,81,77
340,3,1:34.0,,Offensive rebound by M. Harrell,81,77
341,3,1:34.0,,M. Harrell misses 2-pt layup from 1 ft,81,77
342,3,1:34.0,,Offensive rebound by M. Harrell,81,77
343,3,1:34.0,,M. Harrell makes 2-pt layup from 1 ft,81,79
344,3,1:34.0,Portland full timeout,,81,79
345,3,1:13.0,E. Freedom misses 2-pt layup from 1 ft (block by M. Harrell),,81,79
346,3,1:12.0,,Defensive rebound by Team,81,79
347,3,1:04.0,,Personal foul by S. Curry (drawn by L. Williams),81,79
348,3,1:04.0,,L. Williams makes free throw 1 of 2,81,80
349,3,1:04.0,,L. Williams misses free throw 2 of 2,81,80
350,3,1:00.0,Defensive rebound by J. Layman,,81,80
351,3,0:55.0,J. Layman makes 2-pt layup from 2 ft (assist by E. Freedom),,83,80
352,3,0:42.0,,L. Williams makes 2-pt jump shot from 15 ft (assist by M. Harrell),83,82
353,3,0:28.0,J. Layman makes 2-pt layup from 2 ft (assist by E. Freedom),,85,82
354,3,0:18.0,,T. Wallace misses 2-pt jump shot from 8 ft,85,82
355,3,0:17.0,,Offensive rebound by M. Harrell,85,82
356,3,0:17.0,,Shooting foul by E. Freedom (drawn by M. Harrell),85,82
357,3,0:17.0,,M. Harrell makes free throw 1 of 2,85,83
358,3,0:17.0,C. McCollum enters the game for Z. Collins,,85,83
359,3,0:17.0,,S. Thornwell enters the game for L. Williams,85,83
360,3,0:17.0,,M. Harrell makes free throw 2 of 2,85,84
361,3,0:04.0,Personal foul by G. Temple (drawn by D. Lillard),,85,84
362,3,0:02.0,Turnover by D. Lillard (bad pass; steal by W. Chandler),,85,84
363,4,11:51.0,Personal foul by G. Temple (drawn by C. McCollum),,85,84
364,4,11:37.0,E. Turner misses 2-pt jump shot from 13 ft,,85,84
365,4,11:33.0,,Defensive rebound by G. Temple,85,84
366,4,11:19.0,,Turnover by L. Williams (bad pass; steal by S. Curry),85,84
367,4,11:07.0,S. Curry makes 2-pt jump shot from 19 ft,,87,84
368,4,10:49.0,,M. Harrell makes 2-pt layup from 5 ft,87,86
369,4,10:28.0,S. Curry misses 2-pt jump shot from 7 ft,,87,86
370,4,10:27.0,Offensive rebound by E. Freedom,,87,86
371,4,10:27.0,E. Freedom misses 2-pt layup from 2 ft,,87,86
372,4,10:26.0,Offensive rebound by E. Freedom,,87,86
373,4,10:26.0,E. Freedom makes 2-pt layup from 1 ft,,89,86
374,4,10:26.0,Shooting foul by G. Temple (drawn by E. Freedom),,89,86
375,4,10:26.0,E. Freedom makes free throw 1 of 1,,90,86
376,4,10:15.0,,L. Williams misses 2-pt jump shot from 19 ft,90,86
377,4,10:11.0,,Offensive rebound by W. Chandler,90,86
378,4,10:04.0,,Shooting foul by E. Freedom (drawn by L. Williams),90,86
379,4,10:04.0,,L. Williams makes free throw 1 of 2,90,87
