,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,BOSTON_ACTION,SAN ANTONIO_SCORE,BOSTON_SCORE
166,2,4:52.0,B. Forbes misses 3-pt jump shot from 26 ft,,48,39
167,2,4:49.0,,Defensive rebound by A. Baynes,48,39
168,2,4:42.0,,Shooting foul by B. Forbes (drawn by M. Smart),48,39
169,2,4:42.0,,M. Smart misses free throw 1 of 2,48,39
170,2,4:42.0,,Offensive rebound by Team,48,39
171,2,4:42.0,,M. Smart makes free throw 2 of 2,48,40
172,2,4:33.0,L. Aldridge makes 2-pt layup from 1 ft (assist by D. White),,50,40
173,2,4:22.0,,Turnover by K. Irving (out of bounds lost ball),50,40
174,2,4:08.0,Shooting foul by A. Baynes (drawn by L. Aldridge),,50,40
175,2,4:08.0,L. Aldridge makes free throw 1 of 2,,51,40
176,2,4:08.0,M. Belinelli enters the game for B. Forbes,,51,40
177,2,4:08.0,,G. Hayward enters the game for J. Brown,51,40
178,2,4:08.0,L. Aldridge makes free throw 2 of 2,,52,40
179,2,3:49.0,,M. Morris misses 2-pt layup from 1 ft,52,40
180,2,3:45.0,Defensive rebound by M. Belinelli,,52,40
181,2,3:32.0,Offensive foul by D. Bertāns (drawn by M. Smart),,52,40
182,2,3:32.0,Turnover by D. Bertāns (offensive foul),,52,40
183,2,3:19.0,,K. Irving makes 2-pt jump shot from 18 ft,52,42
184,2,3:17.0,San Antonio full timeout,,52,42
185,2,3:17.0,R. Gay enters the game for D. Bertāns,,52,42
186,2,3:17.0,,D. Theis enters the game for A. Baynes,52,42
187,2,3:09.0,D. DeRozan misses 2-pt jump shot from 20 ft,,52,42
188,2,3:07.0,,Defensive rebound by M. Smart,52,42
189,2,3:01.0,,M. Smart misses 3-pt jump shot from 26 ft,52,42
190,2,2:59.0,Defensive rebound by L. Aldridge,,52,42
191,2,2:52.0,M. Belinelli misses 3-pt jump shot from 26 ft,,52,42
192,2,2:50.0,,Defensive rebound by Team,52,42
193,2,2:36.0,,D. Theis misses 2-pt jump shot from 18 ft,52,42
194,2,2:35.0,,Offensive rebound by D. Theis,52,42
195,2,2:32.0,,G. Hayward misses 3-pt jump shot from 25 ft,52,42
196,2,2:31.0,Defensive rebound by L. Aldridge,,52,42
197,2,2:18.0,D. DeRozan makes 2-pt jump shot from 8 ft,,54,42
198,2,2:07.0,,G. Hayward misses 2-pt jump shot from 10 ft (block by D. DeRozan),54,42
199,2,2:04.0,Defensive rebound by L. Aldridge,,54,42
200,2,2:03.0,Turnover by L. Aldridge (bad pass; steal by K. Irving),,54,42
201,2,1:55.0,,M. Smart misses 3-pt jump shot from 26 ft,54,42
202,2,1:53.0,Defensive rebound by Team,,54,42
203,2,1:52.0,,Loose ball foul by K. Irving (drawn by D. DeRozan),54,42
204,2,1:34.0,M. Belinelli misses 3-pt jump shot from 27 ft,,54,42
205,2,1:31.0,,Defensive rebound by D. Theis,54,42
206,2,1:25.0,,M. Smart makes 2-pt layup from 1 ft (assist by K. Irving),54,44
207,2,1:03.0,D. White misses 2-pt layup from 4 ft (block by D. Theis),,54,44
208,2,1:01.0,,Defensive rebound by D. Theis,54,44
209,2,0:59.0,,G. Hayward makes 2-pt layup from 1 ft (assist by K. Irving),54,46
210,2,0:59.0,,Shooting foul by L. Aldridge (drawn by G. Hayward),54,46
211,2,0:59.0,,G. Hayward makes free throw 1 of 1,54,47
212,2,0:43.0,D. DeRozan misses 2-pt jump shot from 20 ft,,54,47
213,2,0:41.0,,Defensive rebound by G. Hayward,54,47
214,2,0:30.0,,M. Morris misses 3-pt jump shot from 25 ft,54,47
215,2,0:28.0,Defensive rebound by Team,,54,47
216,2,0:03.0,D. DeRozan misses 2-pt jump shot from 14 ft (block by K. Irving),,54,47
217,2,0:01.0,,Defensive rebound by M. Morris,54,47
218,2,0:00.0,,M. Morris misses 3-pt jump shot from 24 ft,54,47
219,2,0:00.0,,Offensive rebound by Team,54,47
220,3,11:50.0,,M. Morris misses 3-pt jump shot from 26 ft,54,47
221,3,11:48.0,Defensive rebound by J. Poeltl,,54,47
222,3,11:27.0,D. DeRozan misses 2-pt jump shot from 16 ft,,54,47
223,3,11:21.0,,Defensive rebound by G. Hayward,54,47
224,3,11:17.0,,Offensive foul by M. Smart (drawn by D. White),54,47
225,3,11:17.0,,Turnover by M. Smart (offensive foul),54,47
226,3,11:06.0,L. Aldridge makes 2-pt jump shot from 13 ft,,56,47
227,3,10:56.0,,K. Irving misses 3-pt jump shot from 26 ft,56,47
228,3,10:53.0,,Offensive rebound by Team,56,47
229,3,10:42.0,,K. Irving misses 2-pt jump shot from 19 ft,56,47
230,3,10:39.0,,Offensive rebound by M. Smart,56,47
231,3,10:36.0,,M. Morris misses 3-pt jump shot from 23 ft,56,47
232,3,10:33.0,Defensive rebound by J. Poeltl,,56,47
233,3,10:23.0,L. Aldridge misses 2-pt jump shot from 20 ft,,56,47
234,3,10:21.0,,Defensive rebound by M. Morris,56,47
235,3,10:12.0,,M. Smart misses 2-pt layup from 2 ft,56,47
236,3,10:11.0,Defensive rebound by J. Poeltl,,56,47
237,3,9:59.0,Offensive foul by B. Forbes (drawn by A. Baynes),,56,47
238,3,9:59.0,Turnover by B. Forbes (offensive foul),,56,47
239,3,9:48.0,,G. Hayward misses 2-pt jump shot from 18 ft,56,47
240,3,9:46.0,Defensive rebound by L. Aldridge,,56,47
241,3,9:41.0,D. DeRozan makes 2-pt jump shot from 16 ft (assist by D. White),,58,47
242,3,9:25.0,,A. Baynes makes 2-pt hook shot from 1 ft (assist by K. Irving),58,49
243,3,9:13.0,D. White misses 2-pt jump shot from 10 ft,,58,49
244,3,9:10.0,,Defensive rebound by A. Baynes,58,49
245,3,9:03.0,,K. Irving makes 2-pt layup from 1 ft,58,51
246,3,9:03.0,San Antonio full timeout,,58,51
247,3,8:47.0,D. White misses 3-pt jump shot from 26 ft,,58,51
248,3,8:45.0,Offensive rebound by L. Aldridge,,58,51
249,3,8:41.0,Turnover by L. Aldridge (bad pass; steal by M. Morris),,58,51
250,3,8:36.0,,M. Smart makes 2-pt jump shot from 8 ft (assist by K. Irving),58,53
251,3,8:23.0,D. DeRozan misses 2-pt jump shot from 14 ft,,58,53
252,3,8:21.0,,Defensive rebound by A. Baynes,58,53
253,3,8:09.0,,M. Smart misses 2-pt jump shot from 6 ft,58,53
254,3,8:07.0,Defensive rebound by D. White,,58,53
255,3,7:57.0,J. Poeltl makes 2-pt layup at rim (assist by L. Aldridge),,60,53
256,3,7:42.0,,A. Baynes makes 2-pt hook shot from 4 ft (assist by K. Irving),60,55
257,3,7:27.0,D. DeRozan makes 2-pt jump shot from 13 ft (assist by L. Aldridge),,62,55
258,3,7:12.0,,M. Morris makes 2-pt jump shot from 17 ft (assist by K. Irving),62,57
259,3,6:56.0,L. Aldridge makes 2-pt jump shot from 20 ft (assist by D. White),,64,57
260,3,6:40.0,Violation by Team (kicked ball),,64,57
261,3,6:40.0,P. Mills enters the game for D. White,,64,57
262,3,6:40.0,,J. Brown enters the game for A. Baynes,64,57
263,3,6:40.0,,D. Theis enters the game for G. Hayward,64,57
264,3,6:33.0,,K. Irving makes 3-pt jump shot from 27 ft (assist by D. Theis),64,60
265,3,6:12.0,L. Aldridge makes 2-pt jump shot from 18 ft (assist by D. DeRozan),,66,60
266,3,5:59.0,,M. Morris misses 3-pt jump shot from 26 ft,66,60
267,3,5:57.0,Defensive rebound by L. Aldridge,,66,60
268,3,5:51.0,B. Forbes makes 2-pt jump shot from 7 ft (assist by D. DeRozan),,68,60
269,3,5:36.0,,K. Irving misses 3-pt jump shot from 26 ft,68,60
270,3,5:36.0,Defensive rebound by B. Forbes,,68,60
271,3,5:20.0,Personal foul by K. Irving (drawn by D. DeRozan),,68,60
272,3,5:09.0,Shooting foul by D. Theis (drawn by L. Aldridge),,68,60
273,3,5:09.0,L. Aldridge misses free throw 1 of 3,,68,60
274,3,5:09.0,Offensive rebound by Team,,68,60
275,3,5:09.0,L. Aldridge makes free throw 2 of 3,,69,60
276,3,5:09.0,M. Belinelli enters the game for B. Forbes,,69,60
277,3,5:09.0,R. Gay enters the game for J. Poeltl,,69,60
278,3,5:09.0,L. Aldridge makes free throw 3 of 3,,70,60
279,3,4:59.0,,D. Theis misses 3-pt jump shot from 26 ft,70,60
280,3,4:57.0,Defensive rebound by R. Gay,,70,60
281,3,4:45.0,D. DeRozan makes 2-pt jump shot from 13 ft,,72,60
282,3,4:35.0,,J. Brown misses 2-pt layup from 1 ft,72,60
283,3,4:32.0,,Offensive rebound by D. Theis,72,60
284,3,4:32.0,,D. Theis makes 2-pt dunk at rim,72,62
285,3,4:26.0,L. Aldridge makes 2-pt layup from 2 ft (assist by P. Mills),,74,62
286,3,4:26.0,Shooting foul by D. Theis (drawn by L. Aldridge),,74,62
287,3,4:26.0,L. Aldridge makes free throw 1 of 1,,75,62
288,3,4:20.0,,Personal foul by P. Mills (drawn by M. Smart),75,62
289,3,4:16.0,,Personal foul by P. Mills (drawn by K. Irving),75,62
290,3,4:16.0,,T. Rozier enters the game for M. Smart,75,62
291,3,4:05.0,,Turnover by M. Morris (traveling),75,62
292,3,3:47.0,D. DeRozan makes 2-pt jump shot from 11 ft (assist by P. Mills),,77,62
293,3,3:45.0,,Boston full timeout,77,62
294,3,3:45.0,,G. Hayward enters the game for M. Morris,77,62
295,3,3:35.0,,K. Irving misses 2-pt jump shot from 19 ft,77,62
296,3,3:33.0,Defensive rebound by R. Gay,,77,62
297,3,3:22.0,Turnover by R. Gay (lost ball; steal by K. Irving),,77,62
298,3,3:17.0,,T. Rozier makes 2-pt layup from 2 ft (assist by K. Irving),77,64
299,3,2:57.0,M. Belinelli misses 3-pt jump shot from 26 ft,,77,64
300,3,2:55.0,,Defensive rebound by D. Theis,77,64
301,3,2:41.0,,T. Rozier misses 2-pt jump shot from 10 ft,77,64
302,3,2:39.0,Defensive rebound by R. Gay,,77,64
303,3,2:25.0,M. Belinelli misses 3-pt jump shot from 26 ft,,77,64
304,3,2:23.0,,Defensive rebound by J. Brown,77,64
305,3,2:17.0,,Personal foul by R. Gay (drawn by J. Brown),77,64
306,3,2:17.0,J. Poeltl enters the game for L. Aldridge,,77,64
307,3,2:03.0,,J. Brown makes 2-pt jump shot from 11 ft,77,66
308,3,1:46.0,R. Gay makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,80,66
309,3,1:30.0,,D. Theis makes 2-pt dunk from 1 ft (assist by K. Irving),80,68
310,3,1:13.0,D. DeRozan misses 2-pt jump shot from 16 ft,,80,68
311,3,1:11.0,,Defensive rebound by G. Hayward,80,68
312,3,1:07.0,,Personal foul by D. DeRozan (drawn by J. Brown),80,68
313,3,1:06.0,,D. Theis makes 2-pt layup from 2 ft (assist by K. Irving),80,70
314,3,0:44.0,D. DeRozan makes 2-pt jump shot from 20 ft (assist by R. Gay),,82,70
315,3,0:36.0,,G. Hayward misses 2-pt layup from 1 ft,82,70
316,3,0:35.0,,Offensive rebound by D. Theis,82,70
317,3,0:35.0,,D. Theis makes 2-pt layup at rim,82,72
318,3,0:16.0,J. Poeltl makes 2-pt layup from 3 ft (assist by D. DeRozan),,84,72
319,3,0:02.0,,K. Irving misses 2-pt layup from 2 ft (block by J. Poeltl),84,72
320,3,0:01.0,Defensive rebound by P. Mills,,84,72
321,3,0:00.0,Personal foul by J. Brown (drawn by P. Mills),,84,72
322,4,11:41.0,D. Bertāns misses 3-pt jump shot from 26 ft,,84,72
323,4,11:38.0,,Defensive rebound by T. Rozier,84,72
324,4,11:30.0,,J. Brown misses 3-pt jump shot from 27 ft,84,72
325,4,11:28.0,Defensive rebound by R. Gay,,84,72
326,4,11:18.0,R. Gay misses 2-pt jump shot from 12 ft,,84,72
327,4,11:15.0,,Defensive rebound by G. Hayward,84,72
328,4,11:11.0,,T. Rozier misses 3-pt jump shot from 25 ft,84,72
329,4,11:09.0,Defensive rebound by D. Bertāns,,84,72
330,4,11:00.0,P. Mills makes 2-pt layup at rim (assist by R. Gay),,86,72
331,4,10:36.0,,M. Smart misses 3-pt jump shot from 27 ft,86,72
332,4,10:33.0,Defensive rebound by L. Aldridge,,86,72
333,4,10:19.0,P. Mills makes 2-pt layup from 1 ft (assist by L. Aldridge),,88,72
334,4,10:19.0,,Boston full timeout,88,72
335,4,10:11.0,,Personal foul by M. Belinelli (drawn by M. Smart),88,72
336,4,10:07.0,,M. Smart makes 2-pt layup from 2 ft (assist by T. Rozier),88,74
337,4,9:58.0,P. Mills makes 2-pt layup from 1 ft,,90,74
338,4,9:58.0,,Violation by Team (def goaltending),90,74
339,4,9:37.0,,Shooting foul by L. Aldridge (drawn by J. Brown),90,74
340,4,9:37.0,,J. Brown makes free throw 1 of 2,90,75
341,4,9:37.0,,A. Baynes enters the game for D. Theis,90,75
342,4,9:37.0,,J. Brown makes free throw 2 of 2,90,76
343,4,9:22.0,L. Aldridge misses 2-pt jump shot from 11 ft,,90,76
344,4,9:20.0,,Defensive rebound by G. Hayward,90,76
345,4,9:12.0,,M. Smart makes 3-pt jump shot from 26 ft (assist by G. Hayward),90,79
346,4,8:52.0,L. Aldridge makes 2-pt hook shot from 6 ft,,92,79
347,4,8:42.0,,G. Hayward misses 2-pt jump shot from 16 ft,92,79
348,4,8:40.0,Defensive rebound by R. Gay,,92,79
349,4,8:27.0,D. Bertāns misses 3-pt jump shot from 26 ft,,92,79
350,4,8:25.0,,Defensive rebound by A. Baynes,92,79
351,4,8:17.0,,M. Smart misses 3-pt jump shot from 27 ft,92,79
352,4,8:15.0,Defensive rebound by D. Bertāns,,92,79
353,4,8:15.0,D. DeRozan enters the game for R. Gay,,92,79
354,4,8:15.0,D. White enters the game for P. Mills,,92,79
355,4,7:57.0,L. Aldridge makes 2-pt jump shot from 8 ft (assist by D. Bertāns),,94,79
356,4,7:45.0,,J. Brown misses 3-pt jump shot from 26 ft,94,79
357,4,7:44.0,Defensive rebound by D. White,,94,79
358,4,7:22.0,Turnover by L. Aldridge (lost ball),,94,79
359,4,7:22.0,Loose ball foul by L. Aldridge (drawn by J. Brown),,94,79
360,4,7:22.0,,K. Irving enters the game for J. Brown,94,79
361,4,7:22.0,,M. Morris enters the game for G. Hayward,94,79
362,4,7:08.0,,T. Rozier makes 2-pt layup from 1 ft (assist by M. Morris),94,81
363,4,7:01.0,Personal foul by T. Rozier (drawn by D. White),,94,81
364,4,6:51.0,L. Aldridge misses 2-pt jump shot from 12 ft,,94,81
365,4,6:48.0,,Defensive rebound by M. Smart,94,81
366,4,6:37.0,,T. Rozier misses 3-pt jump shot from 23 ft,94,81
367,4,6:35.0,Defensive rebound by D. Bertāns,,94,81
368,4,6:27.0,D. Bertāns makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,97,81
369,4,6:02.0,,T. Rozier misses 3-pt jump shot from 26 ft,97,81
370,4,6:00.0,Defensive rebound by M. Belinelli,,97,81
371,4,5:46.0,L. Aldridge misses 2-pt jump shot from 16 ft,,97,81
372,4,5:42.0,,Defensive rebound by M. Morris,97,81
373,4,5:30.0,,K. Irving misses 2-pt layup from 2 ft,97,81
374,4,5:29.0,,Offensive rebound by A. Baynes,97,81
375,4,5:29.0,,A. Baynes misses 2-pt layup from 2 ft,97,81
376,4,5:28.0,Defensive rebound by M. Belinelli,,97,81
377,4,5:06.0,D. DeRozan misses 2-pt jump shot from 9 ft,,97,81
378,4,5:05.0,Offensive rebound by Team,,97,81
379,4,5:05.0,San Antonio full timeout,,97,81
380,4,5:05.0,P. Mills enters the game for M. Belinelli,,97,81
381,4,5:05.0,,J. Brown enters the game for T. Rozier,97,81
382,4,4:55.0,D. Bertāns makes 3-pt jump shot from 26 ft (assist by L. Aldridge),,100,81
383,4,4:35.0,,K. Irving misses 2-pt layup from 1 ft,100,81
