,QUARTER,TIME_REMAINING,CHICAGO_ACTION,CLEVELAND_ACTION,CHICAGO_SCORE,CLEVELAND_SCORE
99,2,11:36.0,A. Blakeney makes 2-pt jump shot from 12 ft (assist by C. Hutchison),,30,29
100,2,11:16.0,,J. Clarkson makes 2-pt jump shot from 15 ft,30,31
101,2,11:06.0,Turnover by R. Lopez (traveling),,30,31
102,2,10:51.0,,J. Clarkson makes 2-pt jump shot from 12 ft (assist by A. Žižić),30,33
103,2,10:42.0,Turnover by K. Dunn (out of bounds lost ball),,30,33
104,2,10:30.0,,D. Nwaba misses 2-pt layup from 2 ft,30,33
105,2,10:29.0,,Offensive rebound by Team,30,33
106,2,10:26.0,,J. Clarkson misses 2-pt jump shot from 16 ft,30,33
107,2,10:23.0,Defensive rebound by C. Hutchison,,30,33
108,2,10:16.0,A. Blakeney misses 2-pt jump shot from 10 ft,,30,33
109,2,10:12.0,,Defensive rebound by J. Blossomgame,30,33
110,2,10:01.0,,A. Žižić misses 2-pt jump shot from 11 ft,30,33
111,2,9:59.0,Defensive rebound by K. Dunn,,30,33
112,2,9:53.0,K. Dunn makes 2-pt jump shot from 8 ft,,32,33
113,2,9:37.0,,M. Dellavedova misses 2-pt jump shot from 22 ft,32,33
114,2,9:37.0,Defensive rebound by K. Dunn,,32,33
115,2,9:31.0,Personal foul by M. Dellavedova (drawn by K. Dunn),,32,33
116,2,9:31.0,,A. Burks enters the game for D. Nwaba,32,33
117,2,9:27.0,K. Dunn makes 2-pt layup from 1 ft,,34,33
118,2,9:27.0,Shooting foul by M. Dellavedova (drawn by K. Dunn),,34,33
119,2,9:27.0,K. Dunn makes free throw 1 of 1,,35,33
120,2,9:22.0,,Personal foul by K. Dunn (drawn by M. Dellavedova),35,33
121,2,9:22.0,,C. Osman enters the game for J. Blossomgame,35,33
122,2,9:17.0,,M. Dellavedova makes 2-pt jump shot from 10 ft,35,35
123,2,9:17.0,,Shooting foul by K. Dunn (drawn by M. Dellavedova),35,35
124,2,9:17.0,R. Arcidiacono enters the game for K. Dunn,,35,35
125,2,9:17.0,,M. Dellavedova makes free throw 1 of 1,35,36
126,2,9:02.0,A. Blakeney misses 2-pt jump shot from 17 ft,,35,36
127,2,8:59.0,,Defensive rebound by A. Žižić,35,36
128,2,8:49.0,,A. Burks misses 3-pt jump shot from 25 ft,35,36
129,2,8:46.0,Defensive rebound by A. Blakeney,,35,36
130,2,8:39.0,Personal foul by C. Osman (drawn by A. Blakeney),,35,36
131,2,8:39.0,L. Markkanen enters the game for A. Blakeney,,35,36
132,2,8:39.0,,L. Nance enters the game for A. Žižić,35,36
133,2,8:34.0,L. Markkanen misses 3-pt jump shot from 28 ft,,35,36
134,2,8:30.0,,Defensive rebound by A. Burks,35,36
135,2,8:22.0,,L. Nance makes 2-pt dunk from 1 ft,35,38
136,2,8:11.0,R. Arcidiacono makes 2-pt layup at rim,,37,38
137,2,7:44.0,,L. Nance makes 2-pt hook shot from 10 ft,37,40
138,2,7:31.0,R. Lopez misses 2-pt layup from 1 ft,,37,40
139,2,7:31.0,,Defensive rebound by M. Dellavedova,37,40
140,2,7:15.0,,C. Osman makes 3-pt jump shot from 26 ft,37,43
141,2,7:13.0,Chicago full timeout,,37,43
142,2,7:13.0,,C. Sexton enters the game for M. Dellavedova,37,43
143,2,6:51.0,S. Harrison misses 3-pt jump shot from 26 ft,,37,43
144,2,6:48.0,Offensive rebound by R. Lopez,,37,43
145,2,6:46.0,R. Lopez makes 2-pt hook shot from 8 ft,,39,43
146,2,6:30.0,,L. Nance makes 2-pt dunk from 1 ft,39,45
147,2,6:07.0,L. Markkanen makes 2-pt jump shot from 17 ft (assist by R. Arcidiacono),,41,45
148,2,5:42.0,,L. Nance misses 3-pt jump shot from 27 ft,41,45
149,2,5:40.0,Defensive rebound by R. Arcidiacono,,41,45
150,2,5:33.0,R. Arcidiacono makes 3-pt jump shot from 26 ft,,44,45
151,2,5:14.0,,L. Nance makes 2-pt layup from 6 ft (assist by C. Osman),44,47
152,2,5:03.0,R. Arcidiacono misses 2-pt jump shot from 11 ft,,44,47
153,2,5:03.0,,Defensive rebound by C. Sexton,44,47
154,2,4:48.0,,C. Sexton makes 2-pt jump shot from 20 ft,44,49
155,2,4:32.0,Turnover by R. Lopez (lost ball; steal by C. Sexton),,44,49
156,2,4:30.0,,Personal foul by R. Arcidiacono (drawn by C. Osman),44,49
157,2,4:30.0,K. Dunn enters the game for C. Hutchison,,44,49
158,2,4:30.0,J. Holiday enters the game for R. Lopez,,44,49
159,2,4:30.0,,D. Nwaba enters the game for J. Clarkson,44,49
160,2,4:21.0,,Turnover by L. Nance (offensive foul),44,49
161,2,4:21.0,,Offensive foul by L. Nance (drawn by R. Arcidiacono),44,49
162,2,3:59.0,L. Markkanen makes 2-pt jump shot from 14 ft,,46,49
163,2,3:59.0,Shooting foul by C. Osman (drawn by L. Markkanen),,46,49
164,2,3:59.0,,J. Clarkson enters the game for C. Osman,46,49
165,2,3:59.0,L. Markkanen makes free throw 1 of 1,,47,49
166,2,3:35.0,,A. Burks misses 3-pt jump shot from 25 ft,47,49
167,2,3:33.0,Defensive rebound by R. Arcidiacono,,47,49
168,2,3:28.0,J. Holiday misses 3-pt jump shot from 24 ft,,47,49
169,2,3:24.0,,Defensive rebound by D. Nwaba,47,49
170,2,3:18.0,,Turnover by A. Burks (bad pass; steal by J. Holiday),47,49
171,2,3:15.0,J. Holiday makes 2-pt dunk from 1 ft,,49,49
172,2,3:15.0,,Cleveland full timeout,49,49
173,2,3:15.0,W. Carter enters the game for K. Dunn,,49,49
174,2,3:15.0,C. Hutchison enters the game for S. Harrison,,49,49
175,2,2:58.0,,C. Sexton misses 2-pt jump shot from 18 ft,49,49
176,2,2:54.0,Defensive rebound by C. Hutchison,,49,49
177,2,2:42.0,L. Markkanen misses 3-pt jump shot from 26 ft,,49,49
178,2,2:38.0,,Defensive rebound by A. Burks,49,49
179,2,2:28.0,,A. Burks misses 3-pt jump shot from 23 ft,49,49
180,2,2:27.0,Defensive rebound by R. Arcidiacono,,49,49
181,2,2:26.0,Personal foul by L. Nance (drawn by W. Carter),,49,49
182,2,2:26.0,W. Carter misses free throw 1 of 2,,49,49
183,2,2:26.0,Offensive rebound by Team,,49,49
184,2,2:26.0,,C. Frye enters the game for L. Nance,49,49
185,2,2:26.0,W. Carter makes free throw 2 of 2,,50,49
186,2,2:12.0,,Personal foul by W. Carter (drawn by J. Clarkson),50,49
187,2,1:57.0,,J. Clarkson makes 2-pt jump shot from 18 ft,50,51
188,2,1:35.0,L. Markkanen misses 2-pt jump shot from 15 ft,,50,51
189,2,1:35.0,,Defensive rebound by A. Burks,50,51
190,2,1:27.0,,C. Frye makes 3-pt jump shot from 26 ft (assist by A. Burks),50,54
191,2,1:10.0,Personal foul by C. Frye (drawn by L. Markkanen),,50,54
192,2,1:10.0,L. Markkanen makes free throw 1 of 2,,51,54
193,2,1:10.0,S. Harrison enters the game for W. Carter,,51,54
194,2,1:10.0,L. Markkanen makes free throw 2 of 2,,52,54
195,2,0:52.0,,A. Burks makes 2-pt layup from 3 ft (assist by C. Sexton),52,56
196,2,0:38.0,L. Markkanen misses 3-pt jump shot from 26 ft,,52,56
197,2,0:35.0,,Defensive rebound by C. Sexton,52,56
198,2,0:31.0,,C. Sexton misses 2-pt layup from 2 ft,52,56
199,2,0:30.0,,Offensive rebound by Team,52,56
200,2,0:28.0,,D. Nwaba makes 2-pt layup from 2 ft (assist by A. Burks),52,58
201,2,0:28.0,,Shooting foul by J. Holiday (drawn by D. Nwaba),52,58
202,2,0:28.0,,D. Nwaba makes free throw 1 of 1,52,59
203,2,0:09.0,J. Holiday makes 2-pt jump shot from 15 ft (assist by R. Arcidiacono),,54,59
204,2,0:00.0,,C. Frye misses 3-pt jump shot from 30 ft,54,59
205,2,0:00.0,,Offensive rebound by Team,54,59
206,3,11:39.0,L. Markkanen makes 2-pt jump shot from 17 ft,,56,59
207,3,11:13.0,,C. Osman makes 3-pt jump shot from 25 ft,56,62
208,3,10:57.0,J. Holiday misses 2-pt jump shot from 7 ft,,56,62
209,3,10:57.0,,Defensive rebound by Team,56,62
210,3,10:39.0,,J. Blossomgame misses 2-pt jump shot from 21 ft,56,62
211,3,10:36.0,Defensive rebound by R. Arcidiacono,,56,62
212,3,10:20.0,Turnover by J. Holiday (out of bounds lost ball),,56,62
213,3,10:07.0,,C. Sexton misses 3-pt jump shot from 25 ft,56,62
214,3,10:04.0,Defensive rebound by W. Carter,,56,62
215,3,9:51.0,,Violation by Team (kicked ball),56,62
216,3,9:50.0,Turnover by W. Carter (offensive foul),,56,62
217,3,9:50.0,Offensive foul by W. Carter (drawn by A. Burks),,56,62
218,3,9:29.0,,C. Osman misses 3-pt jump shot from 25 ft,56,62
219,3,9:26.0,Defensive rebound by W. Carter,,56,62
220,3,9:16.0,L. Markkanen makes 3-pt jump shot from 26 ft (assist by R. Arcidiacono),,59,62
221,3,8:54.0,,Personal foul by K. Dunn (drawn by A. Burks),59,62
222,3,8:44.0,,Shooting foul by W. Carter (drawn by L. Nance),59,62
223,3,8:44.0,,L. Nance makes free throw 1 of 2,59,63
224,3,8:44.0,,L. Nance misses free throw 2 of 2,59,63
225,3,8:41.0,Defensive rebound by L. Markkanen,,59,63
226,3,8:28.0,L. Markkanen makes 3-pt jump shot from 24 ft (assist by K. Dunn),,62,63
227,3,8:12.0,,A. Burks misses 2-pt jump shot from 8 ft,62,63
228,3,8:10.0,Defensive rebound by W. Carter,,62,63
229,3,7:52.0,K. Dunn makes 2-pt layup from 2 ft (assist by L. Markkanen),,64,63
230,3,7:52.0,,Cleveland full timeout,64,63
231,3,7:40.0,,Personal foul by K. Dunn (drawn by C. Osman),64,63
232,3,7:26.0,,C. Sexton misses 2-pt jump shot from 19 ft,64,63
233,3,7:25.0,,Offensive rebound by Team,64,63
234,3,7:25.0,,Turnover by Team (shot clock),64,63
235,3,7:18.0,Personal foul by J. Blossomgame (drawn by J. Holiday),,64,63
236,3,7:18.0,,J. Clarkson enters the game for J. Blossomgame,64,63
237,3,7:15.0,Personal foul by A. Burks (drawn by J. Holiday),,64,63
238,3,7:00.0,L. Markkanen makes 2-pt jump shot from 15 ft (assist by K. Dunn),,66,63
239,3,6:35.0,,J. Clarkson makes 2-pt jump shot from 10 ft,66,65
240,3,6:22.0,Turnover by J. Holiday (out of bounds lost ball),,66,65
241,3,5:59.0,,L. Nance misses 2-pt jump shot from 7 ft,66,65
242,3,5:53.0,,Offensive rebound by L. Nance,66,65
243,3,5:53.0,,L. Nance makes 2-pt dunk from 1 ft,66,67
244,3,5:48.0,W. Carter makes 2-pt dunk from 2 ft (assist by K. Dunn),,68,67
245,3,5:37.0,,A. Burks misses 3-pt jump shot from 27 ft,68,67
246,3,5:35.0,Defensive rebound by J. Holiday,,68,67
247,3,5:20.0,W. Carter makes 2-pt layup at rim (assist by K. Dunn),,70,67
248,3,5:18.0,,Turnover by A. Burks (bad pass; steal by R. Arcidiacono),70,67
249,3,5:12.0,R. Arcidiacono misses 3-pt jump shot from 27 ft,,70,67
250,3,5:11.0,,Defensive rebound by L. Nance,70,67
251,3,5:02.0,,Offensive foul by J. Clarkson (drawn by J. Holiday),70,67
252,3,5:02.0,,Turnover by J. Clarkson (offensive foul),70,67
253,3,5:02.0,,M. Dellavedova enters the game for C. Osman,70,67
254,3,5:02.0,Chicago full timeout,,70,67
255,3,5:02.0,S. Harrison enters the game for W. Carter,,70,67
256,3,5:02.0,C. Hutchison enters the game for K. Dunn,,70,67
257,3,5:02.0,,D. Nwaba enters the game for A. Burks,70,67
258,3,4:43.0,C. Hutchison makes 2-pt layup from 1 ft (assist by R. Arcidiacono),,72,67
259,3,4:22.0,,C. Sexton makes 2-pt jump shot from 16 ft,72,69
260,3,4:09.0,R. Arcidiacono makes 2-pt layup from 1 ft,,74,69
261,3,4:09.0,Shooting foul by C. Sexton (drawn by R. Arcidiacono),,74,69
262,3,4:09.0,R. Arcidiacono makes free throw 1 of 1,,75,69
263,3,3:58.0,,M. Dellavedova makes 2-pt layup from 1 ft,75,71
264,3,3:37.0,S. Harrison misses 2-pt layup from 1 ft,,75,71
265,3,3:36.0,Offensive rebound by S. Harrison,,75,71
266,3,3:30.0,L. Markkanen misses 3-pt jump shot from 27 ft,,75,71
267,3,3:29.0,,Defensive rebound by Team,75,71
268,3,3:29.0,,C. Osman enters the game for C. Sexton,75,71
269,3,3:15.0,,J. Clarkson misses 2-pt layup from 1 ft,75,71
270,3,3:14.0,,Offensive rebound by J. Clarkson,75,71
271,3,3:14.0,,J. Clarkson misses 2-pt layup from 1 ft,75,71
272,3,3:12.0,Defensive rebound by L. Markkanen,,75,71
273,3,2:57.0,C. Hutchison makes 2-pt jump shot from 10 ft (assist by R. Arcidiacono),,77,71
274,3,2:43.0,,Turnover by M. Dellavedova (bad pass; steal by R. Arcidiacono),77,71
275,3,2:41.0,Personal foul by D. Nwaba (drawn by R. Arcidiacono),,77,71
276,3,2:36.0,Turnover by S. Harrison (bad pass; steal by L. Nance),,77,71
277,3,2:35.0,,Shooting foul by L. Markkanen (drawn by D. Nwaba),77,71
278,3,2:35.0,,D. Nwaba makes free throw 1 of 2,77,72
279,3,2:35.0,,D. Nwaba misses free throw 2 of 2,77,72
280,3,2:33.0,Defensive rebound by J. Holiday,,77,72
281,3,2:22.0,L. Markkanen makes 3-pt jump shot from 26 ft (assist by R. Arcidiacono),,80,72
282,3,2:22.0,Shooting foul by D. Nwaba (drawn by L. Markkanen),,80,72
283,3,2:22.0,L. Markkanen makes free throw 1 of 1,,81,72
284,3,2:02.0,,Turnover by D. Nwaba (offensive foul),81,72
285,3,2:02.0,,Offensive foul by D. Nwaba (drawn by C. Hutchison),81,72
286,3,1:48.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by S. Harrison),,84,72
287,3,1:34.0,,M. Dellavedova misses 2-pt jump shot from 10 ft,84,72
288,3,1:31.0,Defensive rebound by S. Harrison,,84,72
289,3,1:10.0,L. Markkanen misses 3-pt jump shot from 23 ft,,84,72
290,3,1:09.0,Offensive rebound by Team,,84,72
291,3,1:09.0,Turnover by Team (shot clock),,84,72
292,3,0:52.0,,Turnover by J. Clarkson (out of bounds lost ball),84,72
293,3,0:32.0,S. Harrison misses 2-pt jump shot from 10 ft,,84,72
294,3,0:30.0,,Defensive rebound by C. Osman,84,72
295,3,0:25.0,,J. Clarkson makes 2-pt jump shot from 6 ft,84,74
296,3,0:01.0,Turnover by Team (shot clock),,84,74
297,3,0:00.0,,M. Dellavedova misses 3-pt jump shot from 81 ft,84,74
298,3,0:00.0,,Offensive rebound by Team,84,74
299,4,11:42.0,,J. Clarkson makes 3-pt jump shot from 26 ft (assist by L. Nance),84,77
300,4,11:26.0,K. Dunn makes 2-pt jump shot from 22 ft (assist by A. Blakeney),,86,77
301,4,11:11.0,,L. Nance misses 2-pt layup from 1 ft (block by A. Blakeney),86,77
302,4,11:07.0,Defensive rebound by W. Carter,,86,77
303,4,11:07.0,R. Lopez enters the game for W. Carter,,86,77
304,4,11:07.0,,A. Žižić enters the game for L. Nance,86,77
305,4,10:58.0,Shooting foul by A. Žižić (drawn by A. Blakeney),,86,77
306,4,10:58.0,A. Blakeney makes free throw 1 of 2,,87,77
307,4,10:58.0,A. Blakeney makes free throw 2 of 2,,88,77
308,4,10:38.0,,C. Osman makes 2-pt layup from 1 ft (assist by M. Dellavedova),88,79
309,4,10:22.0,A. Blakeney misses 2-pt jump shot from 16 ft,,88,79
310,4,10:20.0,,Defensive rebound by C. Osman,88,79
311,4,10:15.0,,Personal foul by A. Blakeney (drawn by A. Žižić),88,79
312,4,10:00.0,,D. Nwaba misses 2-pt layup from 3 ft (block by R. Lopez),88,79
313,4,9:55.0,,Offensive rebound by A. Žižić,88,79
314,4,9:54.0,,A. Žižić misses 2-pt jump shot from 7 ft,88,79
315,4,9:52.0,Defensive rebound by R. Lopez,,88,79
316,4,9:40.0,R. Lopez makes 2-pt layup from 1 ft,,90,79
317,4,9:27.0,,J. Clarkson misses 3-pt jump shot from 26 ft,90,79
318,4,9:24.0,Defensive rebound by K. Dunn,,90,79
319,4,9:18.0,K. Dunn makes 2-pt jump shot from 14 ft,,92,79
320,4,9:17.0,,Cleveland full timeout,92,79
321,4,8:55.0,,M. Dellavedova misses 3-pt jump shot from 28 ft,92,79
322,4,8:51.0,Defensive rebound by K. Dunn,,92,79
323,4,8:28.0,R. Lopez misses 2-pt hook shot from 6 ft,,92,79
324,4,8:25.0,,Defensive rebound by D. Nwaba,92,79
325,4,8:12.0,,M. Dellavedova misses 2-pt jump shot from 7 ft,92,79
326,4,8:09.0,Defensive rebound by J. Holiday,,92,79
327,4,7:56.0,Shooting foul by D. Nwaba (drawn by A. Blakeney),,92,79
328,4,7:56.0,,Cleveland full timeout,92,79
329,4,7:56.0,S. Harrison enters the game for J. Holiday,,92,79
330,4,7:56.0,,L. Nance enters the game for D. Nwaba,92,79
331,4,7:56.0,,C. Sexton enters the game for A. Žižić,92,79
332,4,7:56.0,A. Blakeney makes free throw 1 of 2,,93,79
333,4,7:56.0,A. Blakeney makes free throw 2 of 2,,94,79
334,4,7:40.0,,M. Dellavedova makes 2-pt jump shot from 9 ft,94,81
335,4,7:22.0,S. Harrison makes 2-pt layup from 1 ft (assist by A. Blakeney),,96,81
336,4,7:13.0,Violation by Team (kicked ball),,96,81
337,4,7:04.0,,L. Nance misses 2-pt jump shot from 6 ft,96,81
338,4,7:04.0,Defensive rebound by R. Lopez,,96,81
339,4,6:49.0,K. Dunn makes 2-pt jump shot from 19 ft,,98,81
340,4,6:36.0,,C. Sexton misses 2-pt jump shot from 20 ft,98,81
341,4,6:33.0,Defensive rebound by A. Blakeney,,98,81
342,4,6:22.0,Turnover by A. Blakeney (bad pass; steal by L. Nance),,98,81
343,4,6:14.0,,L. Nance makes 2-pt layup from 1 ft (assist by J. Clarkson),98,83
344,4,5:57.0,R. Lopez makes 2-pt hook shot from 4 ft,,100,83
345,4,5:57.0,Shooting foul by L. Nance (drawn by R. Lopez),,100,83
346,4,5:57.0,L. Markkanen enters the game for S. Harrison,,100,83
347,4,5:57.0,,J. Blossomgame enters the game for J. Clarkson,100,83
348,4,5:57.0,,A. Burks enters the game for M. Dellavedova,100,83
349,4,5:57.0,R. Lopez makes free throw 1 of 1,,101,83
350,4,5:38.0,,A. Burks makes 2-pt layup from 1 ft,101,85
351,4,5:16.0,C. Hutchison misses 2-pt jump shot from 10 ft,,101,85
352,4,5:13.0,,Defensive rebound by L. Nance,101,85
353,4,5:08.0,,C. Sexton misses 2-pt jump shot from 20 ft,101,85
354,4,5:05.0,Defensive rebound by A. Blakeney,,101,85
355,4,4:57.0,R. Lopez makes 2-pt jump shot from 7 ft (assist by K. Dunn),,103,85
356,4,4:34.0,,Shooting foul by K. Dunn (drawn by L. Nance),103,85
357,4,4:34.0,Chicago full timeout,,103,85
358,4,4:34.0,,L. Nance misses free throw 1 of 2,103,85
359,4,4:34.0,,Offensive rebound by Team,103,85
360,4,4:34.0,,L. Nance makes free throw 2 of 2,103,86
361,4,4:16.0,A. Blakeney makes 2-pt layup at rim (assist by L. Markkanen),,105,86
362,4,4:01.0,Violation by Team (kicked ball),,105,86
363,4,3:58.0,,L. Nance misses 3-pt jump shot from 26 ft,105,86
364,4,3:55.0,Defensive rebound by K. Dunn,,105,86
365,4,3:43.0,Turnover by R. Lopez (traveling),,105,86
366,4,3:23.0,,A. Burks makes 2-pt layup from 1 ft,105,88
367,4,3:23.0,,Shooting foul by R. Lopez (drawn by A. Burks),105,88
368,4,3:23.0,J. Holiday enters the game for A. Blakeney,,105,88
369,4,3:23.0,,A. Burks misses free throw 1 of 1,105,88
370,4,3:21.0,Defensive rebound by K. Dunn,,105,88
371,4,3:04.0,R. Lopez misses 2-pt layup from 1 ft,,105,88
372,4,3:02.0,,Defensive rebound by A. Burks,105,88
373,4,2:59.0,,L. Nance makes 2-pt dunk at rim (assist by A. Burks),105,90
374,4,2:44.0,L. Markkanen makes 2-pt layup from 1 ft (assist by K. Dunn),,107,90
375,4,2:26.0,,Personal foul by L. Markkanen (drawn by C. Sexton),107,90
376,4,2:17.0,,C. Osman misses 2-pt jump shot from 10 ft,107,90
377,4,2:15.0,Defensive rebound by K. Dunn,,107,90
378,4,2:01.0,K. Dunn makes 2-pt jump shot from 11 ft,,109,90
379,4,1:43.0,,C. Sexton misses 2-pt jump shot from 6 ft,109,90
