,QUARTER,TIME_REMAINING,MIAMI_ACTION,MILWAUKEE_ACTION,MIAMI_SCORE,MILWAUKEE_SCORE
0,1,11:46.0,,K. Middleton misses 2-pt jump shot from 7 ft,0,0
1,1,11:45.0,,Offensive rebound by K. Middleton,0,0
2,1,11:43.0,,K. Middleton misses 2-pt layup at rim (block by J. Winslow),0,0
3,1,11:43.0,Defensive rebound by J. Richardson,,0,0
4,1,11:33.0,H. Whiteside makes 2-pt jump shot from 14 ft (assist by J. Richardson),,2,0
5,1,11:20.0,,M. Brogdon makes 2-pt jump shot from 19 ft (assist by G. Antetokounmpo),2,2
6,1,11:06.0,R. McGruder misses 3-pt jump shot from 24 ft,,2,2
7,1,11:06.0,,Defensive rebound by E. Bledsoe,2,2
8,1,10:54.0,,G. Antetokounmpo misses 2-pt layup from 3 ft (block by R. McGruder),2,2
9,1,10:51.0,Defensive rebound by R. McGruder,,2,2
10,1,10:48.0,Turnover by J. Winslow (dbl dribble),,2,2
11,1,10:35.0,,G. Antetokounmpo misses 2-pt layup from 4 ft (block by H. Whiteside),2,2
12,1,10:31.0,Defensive rebound by J. Johnson,,2,2
13,1,10:21.0,Turnover by J. Johnson (bad pass; steal by E. Bledsoe),,2,2
14,1,10:17.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,2,2
15,1,10:12.0,Defensive rebound by J. Johnson,,2,2
16,1,10:01.0,H. Whiteside makes 2-pt jump shot from 19 ft (assist by J. Winslow),,4,2
17,1,9:48.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,4,2
18,1,9:45.0,Defensive rebound by H. Whiteside,,4,2
19,1,9:38.0,J. Winslow makes 2-pt jump shot from 14 ft,,6,2
20,1,9:22.0,,M. Brogdon misses 2-pt layup from 5 ft,6,2
21,1,9:20.0,Defensive rebound by J. Winslow,,6,2
22,1,9:07.0,J. Richardson misses 2-pt jump shot from 16 ft,,6,2
23,1,9:04.0,,Defensive rebound by G. Antetokounmpo,6,2
24,1,8:57.0,,G. Antetokounmpo misses 2-pt jump shot from 18 ft,6,2
25,1,8:55.0,Defensive rebound by J. Richardson,,6,2
26,1,8:45.0,Turnover by R. McGruder (bad pass; steal by M. Brogdon),,6,2
27,1,8:42.0,,Shooting foul by J. Winslow (drawn by G. Antetokounmpo),6,2
28,1,8:42.0,,G. Antetokounmpo misses free throw 1 of 2,6,2
29,1,8:42.0,,Offensive rebound by Team,6,2
30,1,8:42.0,,G. Antetokounmpo makes free throw 2 of 2,6,3
31,1,8:29.0,J. Winslow misses 3-pt jump shot from 27 ft,,6,3
32,1,8:26.0,,Defensive rebound by G. Antetokounmpo,6,3
33,1,8:17.0,,E. Bledsoe makes 2-pt jump shot from 13 ft (assist by G. Antetokounmpo),6,5
34,1,8:01.0,R. McGruder makes 2-pt jump shot from 13 ft (assist by H. Whiteside),,8,5
35,1,7:52.0,,M. Brogdon misses 2-pt layup from 1 ft,8,5
36,1,7:49.0,Defensive rebound by J. Winslow,,8,5
37,1,7:46.0,J. Winslow misses 2-pt layup from 6 ft,,8,5
38,1,7:43.0,,Defensive rebound by K. Middleton,8,5
39,1,7:40.0,,K. Middleton misses 2-pt jump shot from 12 ft (block by J. Johnson),8,5
40,1,7:34.0,,Offensive rebound by G. Antetokounmpo,8,5
