,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,GOLDEN STATE_ACTION,CLEVELAND_SCORE,GOLDEN STATE_SCORE
58,1,4:40.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by K. Durant),12,23
59,1,4:20.0,Turnover by L. Nance (bad pass),,12,23
60,1,4:20.0,D. Nwaba enters the game for L. Nance,,12,23
61,1,4:20.0,,S. Livingston enters the game for A. Bogut,12,23
62,1,4:20.0,,K. Looney enters the game for K. Thompson,12,23
63,1,4:07.0,,S. Curry misses 2-pt jump shot from 19 ft,12,23
64,1,4:06.0,Defensive rebound by D. Nwaba,,12,23
65,1,3:50.0,C. Osman makes 2-pt jump shot from 14 ft,,14,23
66,1,3:47.0,,Turnover by S. Curry (bad pass),14,23
67,1,3:28.0,Shooting foul by K. Looney (drawn by A. Žižić),,14,23
68,1,3:28.0,A. Žižić makes free throw 1 of 2,,15,23
69,1,3:28.0,A. Žižić makes free throw 2 of 2,,16,23
70,1,3:14.0,,K. Looney makes 2-pt dunk from 1 ft (assist by K. Durant),16,25
71,1,2:51.0,D. Nwaba misses 3-pt jump shot from 24 ft,,16,25
72,1,2:49.0,Offensive rebound by A. Žižić,,16,25
73,1,2:47.0,A. Žižić makes 2-pt layup from 2 ft,,18,25
74,1,2:26.0,,D. Green misses 2-pt jump shot from 7 ft,18,25
75,1,2:25.0,,Offensive rebound by K. Looney,18,25
76,1,2:25.0,,K. Looney makes 2-pt layup at rim,18,27
77,1,2:11.0,A. Žižić misses 2-pt hook shot from 9 ft,,18,27
78,1,2:10.0,,Defensive rebound by K. Durant,18,27
79,1,1:58.0,,K. Durant makes 2-pt jump shot from 18 ft,18,29
80,1,1:43.0,A. Žižić makes 2-pt layup from 2 ft (assist by D. Nwaba),,20,29
81,1,1:43.0,,Golden State full timeout,20,29
82,1,1:43.0,B. Knight enters the game for C. Osman,,20,29
83,1,1:43.0,N. Stauskas enters the game for C. Sexton,,20,29
84,1,1:43.0,,A. McKinnie enters the game for K. Durant,20,29
85,1,1:25.0,,A. McKinnie misses 3-pt jump shot from 27 ft,20,29
86,1,1:23.0,Defensive rebound by A. Žižić,,20,29
87,1,1:06.0,J. Clarkson misses 2-pt layup from 3 ft,,20,29
88,1,1:05.0,Offensive rebound by A. Žižić,,20,29
89,1,1:05.0,Shooting foul by S. Livingston (drawn by A. Žižić),,20,29
90,1,1:05.0,A. Žižić makes free throw 1 of 2,,21,29
91,1,1:05.0,A. Žižić makes free throw 2 of 2,,22,29
92,1,0:53.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),22,32
93,1,0:45.0,Personal foul by A. McKinnie (drawn by N. Stauskas),,22,32
94,1,0:45.0,N. Stauskas makes free throw 1 of 2,,23,32
95,1,0:45.0,N. Stauskas makes free throw 2 of 2,,24,32
96,1,0:36.0,,Offensive foul by K. Looney (drawn by B. Knight),24,32
97,1,0:36.0,,Turnover by K. Looney (offensive foul),24,32
98,1,0:23.0,D. Nwaba makes 2-pt layup from 4 ft,,26,32
99,1,0:07.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by S. Livingston),26,35
100,1,0:07.0,,Shooting foul by B. Knight (drawn by S. Curry),26,35
101,1,0:07.0,,J. Bell enters the game for K. Looney,26,35
102,1,0:07.0,,S. Curry makes free throw 1 of 1,26,36
103,1,0:02.0,J. Clarkson misses 2-pt jump shot from 8 ft (block by S. Livingston),,26,36
104,1,0:02.0,Offensive rebound by Team,,26,36
105,1,0:02.0,,Violation by Team (kicked ball),26,36
106,1,0:01.0,J. Clarkson misses 2-pt jump shot from 12 ft (block by S. Curry),,26,36
107,1,0:00.0,Offensive rebound by Team,,26,36
108,2,11:43.0,J. Clarkson misses 2-pt jump shot from 8 ft,,26,36
109,2,11:42.0,,Defensive rebound by J. Jerebko,26,36
110,2,11:20.0,,J. Bell makes 2-pt jump shot from 14 ft (assist by K. Thompson),26,38
111,2,11:08.0,Personal foul by Q. Cook (drawn by B. Knight),,26,38
112,2,11:08.0,M. Chriss enters the game for A. Žižić,,26,38
113,2,10:57.0,M. Chriss misses 2-pt layup from 6 ft,,26,38
114,2,10:56.0,,Defensive rebound by K. Thompson,26,38
115,2,10:51.0,,Q. Cook makes 3-pt jump shot from 23 ft (assist by K. Thompson),26,41
116,2,10:31.0,B. Knight makes 2-pt jump shot from 17 ft,,28,41
117,2,10:15.0,,K. Thompson makes 2-pt jump shot from 17 ft (assist by J. Bell),28,43
118,2,10:02.0,B. Knight misses 2-pt jump shot from 5 ft (block by J. Bell),,28,43
119,2,10:01.0,Offensive rebound by D. Nwaba,,28,43
120,2,9:57.0,M. Chriss misses 3-pt jump shot from 28 ft,,28,43
121,2,9:56.0,,Defensive rebound by Team,28,43
122,2,9:33.0,,K. Thompson makes 2-pt jump shot from 13 ft,28,45
123,2,9:18.0,N. Stauskas makes 2-pt layup from 3 ft (assist by B. Knight),,30,45
124,2,9:03.0,,Personal foul by B. Knight (drawn by K. Thompson),30,45
125,2,9:03.0,,K. Durant enters the game for S. Livingston,30,45
126,2,8:59.0,,J. Bell misses 2-pt dunk from 5 ft,30,45
127,2,8:58.0,Defensive rebound by M. Chriss,,30,45
128,2,8:43.0,J. Clarkson misses 2-pt jump shot from 8 ft,,30,45
129,2,8:42.0,,Defensive rebound by J. Bell,30,45
130,2,8:36.0,,K. Thompson misses 3-pt jump shot from 27 ft,30,45
131,2,8:34.0,Defensive rebound by B. Knight,,30,45
132,2,8:27.0,Shooting foul by J. Bell (drawn by M. Chriss),,30,45
133,2,8:27.0,M. Chriss makes free throw 1 of 2,,31,45
134,2,8:27.0,L. Nance enters the game for N. Stauskas,,31,45
135,2,8:27.0,M. Chriss makes free throw 2 of 2,,32,45
136,2,8:14.0,,Q. Cook misses 3-pt jump shot from 27 ft,32,45
137,2,8:12.0,Defensive rebound by D. Nwaba,,32,45
138,2,8:05.0,Personal foul by J. Jerebko (drawn by M. Chriss),,32,45
139,2,8:01.0,B. Knight makes 2-pt jump shot from 18 ft,,34,45
140,2,7:42.0,,Turnover by K. Durant (lost ball; steal by M. Chriss),34,45
141,2,7:40.0,Personal take foul by K. Thompson (drawn by J. Clarkson),,34,45
142,2,7:29.0,J. Clarkson makes 2-pt jump shot from 10 ft,,36,45
143,2,7:12.0,,K. Thompson misses 3-pt jump shot from 27 ft,36,45
144,2,7:10.0,Defensive rebound by D. Nwaba,,36,45
145,2,7:06.0,D. Nwaba makes 2-pt layup from 2 ft,,38,45
146,2,7:04.0,,Golden State full timeout,38,45
147,2,6:47.0,,K. Durant makes 2-pt jump shot from 14 ft,38,47
148,2,6:27.0,B. Knight misses 3-pt jump shot from 26 ft,,38,47
149,2,6:25.0,,Defensive rebound by J. Bell,38,47
150,2,6:13.0,,Q. Cook makes 3-pt jump shot from 23 ft (assist by J. Bell),38,50
151,2,5:47.0,J. Clarkson makes 2-pt jump shot from 19 ft,,40,50
152,2,5:28.0,,K. Durant misses 2-pt jump shot from 14 ft,40,50
153,2,5:27.0,Defensive rebound by D. Nwaba,,40,50
154,2,5:22.0,Turnover by D. Nwaba (bad pass),,40,50
155,2,5:22.0,C. Osman enters the game for M. Chriss,,40,50
156,2,5:22.0,C. Sexton enters the game for J. Clarkson,,40,50
157,2,5:22.0,T. Thompson enters the game for D. Nwaba,,40,50
158,2,5:22.0,,S. Curry enters the game for J. Bell,40,50
159,2,5:22.0,,D. Green enters the game for K. Thompson,40,50
160,2,5:07.0,,S. Curry misses 3-pt jump shot from 28 ft,40,50
161,2,5:05.0,Defensive rebound by L. Nance,,40,50
162,2,4:50.0,T. Thompson misses 2-pt hook shot from 8 ft,,40,50
163,2,4:49.0,,Defensive rebound by S. Curry,40,50
164,2,4:37.0,,J. Jerebko makes 3-pt jump shot from 23 ft (assist by S. Curry),40,53
165,2,4:20.0,C. Sexton misses 2-pt layup from 7 ft (block by K. Durant),,40,53
166,2,4:19.0,Offensive rebound by Team,,40,53
167,2,4:19.0,,A. Bogut enters the game for J. Jerebko,40,53
168,2,4:09.0,Turnover by Team (shot clock),,40,53
169,2,4:09.0,J. Clarkson enters the game for B. Knight,,40,53
170,2,3:47.0,,D. Green misses 3-pt jump shot from 23 ft,40,53
171,2,3:45.0,Defensive rebound by C. Osman,,40,53
172,2,3:37.0,Turnover by C. Osman (bad pass; steal by K. Durant),,40,53
173,2,3:31.0,,S. Curry makes 2-pt layup from 1 ft (assist by Q. Cook),40,55
174,2,3:30.0,Cleveland full timeout,,40,55
175,2,3:30.0,,K. Thompson enters the game for Q. Cook,40,55
176,2,3:17.0,Personal foul by S. Curry (drawn by C. Sexton),,40,55
177,2,3:17.0,C. Sexton makes free throw 1 of 2,,41,55
178,2,3:17.0,C. Sexton makes free throw 2 of 2,,42,55
179,2,3:03.0,,K. Thompson misses 3-pt jump shot from 25 ft,42,55
180,2,3:01.0,Defensive rebound by T. Thompson,,42,55
181,2,2:52.0,J. Clarkson misses 2-pt jump shot from 9 ft (block by K. Thompson),,42,55
182,2,2:48.0,,Defensive rebound by S. Curry,42,55
183,2,2:40.0,,K. Durant misses 2-pt layup from 2 ft,42,55
184,2,2:39.0,,Offensive rebound by A. Bogut,42,55
185,2,2:39.0,,A. Bogut makes 2-pt layup at rim,42,57
186,2,2:15.0,L. Nance misses 3-pt jump shot from 27 ft,,42,57
187,2,2:13.0,,Defensive rebound by K. Thompson,42,57
188,2,2:13.0,,K. Durant misses 2-pt dunk from 2 ft,42,57
189,2,2:12.0,Defensive rebound by L. Nance,,42,57
190,2,1:51.0,L. Nance makes 2-pt layup from 2 ft (assist by C. Sexton),,44,57
191,2,1:43.0,,K. Durant makes 3-pt jump shot from 29 ft,44,60
192,2,1:34.0,C. Sexton misses 2-pt jump shot from 13 ft,,44,60
193,2,1:33.0,Offensive rebound by T. Thompson,,44,60
194,2,1:30.0,T. Thompson misses 2-pt hook shot from 10 ft,,44,60
195,2,1:29.0,Offensive rebound by L. Nance,,44,60
196,2,1:29.0,L. Nance makes 2-pt dunk from 1 ft,,46,60
197,2,1:19.0,,D. Green makes 2-pt jump shot from 6 ft (assist by S. Curry),46,62
198,2,1:06.0,Personal foul by A. Bogut (drawn by T. Thompson),,46,62
199,2,1:06.0,T. Thompson misses free throw 1 of 2,,46,62
200,2,1:06.0,Offensive rebound by Team,,46,62
201,2,1:06.0,T. Thompson makes free throw 2 of 2,,47,62
202,2,0:54.0,,S. Curry misses 2-pt jump shot from 17 ft,47,62
203,2,0:52.0,Defensive rebound by T. Thompson,,47,62
204,2,0:47.0,C. Osman misses 3-pt jump shot from 28 ft,,47,62
205,2,0:45.0,Offensive rebound by C. Osman,,47,62
206,2,0:34.0,Personal foul by D. Green (drawn by C. Sexton),,47,62
207,2,0:34.0,C. Sexton makes free throw 1 of 2,,48,62
208,2,0:34.0,C. Sexton makes free throw 2 of 2,,49,62
209,2,0:28.0,,S. Curry makes 3-pt jump shot from 29 ft (assist by K. Durant),49,65
210,2,0:10.0,C. Sexton misses 3-pt jump shot from 28 ft,,49,65
211,2,0:08.0,,Defensive rebound by A. Bogut,49,65
212,2,0:04.0,,Personal foul by C. Osman (drawn by S. Curry),49,65
213,2,0:04.0,D. Nwaba enters the game for J. Clarkson,,49,65
214,2,0:04.0,,Q. Cook enters the game for A. Bogut,49,65
215,2,0:02.0,,Q. Cook makes 3-pt jump shot from 28 ft (assist by K. Durant),49,68
216,3,11:45.0,Personal foul by K. Durant (drawn by T. Thompson),,49,68
217,3,11:32.0,T. Thompson makes 2-pt hook shot from 7 ft (assist by C. Sexton),,51,68
218,3,11:13.0,,A. Bogut misses 2-pt jump shot from 11 ft,51,68
219,3,11:12.0,Defensive rebound by L. Nance,,51,68
220,3,10:57.0,T. Thompson misses 2-pt hook shot from 6 ft (block by A. Bogut),,51,68
221,3,10:56.0,,Defensive rebound by K. Durant,51,68
222,3,10:50.0,,D. Green makes 3-pt jump shot from 27 ft (assist by S. Curry),51,71
223,3,10:30.0,L. Nance misses 3-pt jump shot from 23 ft,,51,71
224,3,10:27.0,,Defensive rebound by K. Durant,51,71
225,3,10:20.0,,D. Green misses 3-pt jump shot from 27 ft,51,71
226,3,10:18.0,Defensive rebound by L. Nance,,51,71
227,3,10:09.0,C. Sexton makes 2-pt layup from 3 ft (assist by B. Knight),,53,71
228,3,9:54.0,,K. Thompson misses 2-pt jump shot from 20 ft,53,71
229,3,9:53.0,,Offensive rebound by A. Bogut,53,71
230,3,9:48.0,,A. Bogut makes 2-pt hook shot from 10 ft,53,73
231,3,9:23.0,B. Knight makes 2-pt jump shot from 17 ft,,55,73
232,3,9:14.0,,S. Curry makes 3-pt jump shot from 26 ft,55,76
233,3,8:59.0,C. Osman makes 2-pt jump shot from 8 ft (assist by L. Nance),,57,76
234,3,8:48.0,,A. Bogut misses 2-pt layup from 1 ft,57,76
235,3,8:47.0,Defensive rebound by L. Nance,,57,76
236,3,8:42.0,L. Nance makes 2-pt layup from 4 ft,,59,76
237,3,8:35.0,Technical foul by B. Knight,,59,76
238,3,8:35.0,,S. Curry makes technical free throw,59,77
239,3,8:24.0,,K. Thompson misses 2-pt jump shot from 19 ft,59,77
240,3,8:23.0,Defensive rebound by T. Thompson,,59,77
241,3,8:19.0,C. Sexton makes 2-pt layup from 2 ft (assist by T. Thompson),,61,77
242,3,8:07.0,,D. Green makes 2-pt layup from 6 ft,61,79
243,3,8:07.0,,Shooting foul by L. Nance (drawn by D. Green),61,79
244,3,8:07.0,,D. Green makes free throw 1 of 1,61,80
245,3,7:52.0,B. Knight misses 3-pt jump shot from 26 ft,,61,80
246,3,7:50.0,,Defensive rebound by A. Bogut,61,80
247,3,7:38.0,,D. Green makes 2-pt layup from 2 ft (assist by S. Curry),61,82
248,3,7:18.0,C. Osman makes 2-pt layup from 6 ft (assist by C. Sexton),,63,82
249,3,7:18.0,Shooting foul by A. Bogut (drawn by C. Osman),,63,82
250,3,7:18.0,C. Osman makes free throw 1 of 1,,64,82
251,3,7:15.0,,Turnover by D. Green (bad pass; steal by C. Sexton),64,82
252,3,7:10.0,C. Sexton makes 2-pt jump shot from 10 ft,,66,82
253,3,6:53.0,,D. Green makes 2-pt layup from 2 ft (assist by K. Durant),66,84
254,3,6:40.0,C. Sexton makes 2-pt jump shot from 16 ft,,68,84
255,3,6:27.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),68,87
256,3,6:03.0,T. Thompson makes 2-pt hook shot from 10 ft (assist by B. Knight),,70,87
257,3,5:51.0,,K. Thompson makes 2-pt jump shot from 20 ft (assist by D. Green),70,89
258,3,5:34.0,Shooting foul by A. Bogut (drawn by T. Thompson),,70,89
259,3,5:34.0,,Golden State full timeout,70,89
260,3,5:34.0,J. Clarkson enters the game for B. Knight,,70,89
261,3,5:34.0,,K. Looney enters the game for A. Bogut,70,89
262,3,5:34.0,T. Thompson makes free throw 1 of 2,,71,89
263,3,5:34.0,T. Thompson makes free throw 2 of 2,,72,89
264,3,5:18.0,,K. Looney misses 2-pt jump shot from 7 ft (block by L. Nance),72,89
265,3,5:17.0,Defensive rebound by T. Thompson,,72,89
266,3,5:10.0,C. Osman misses 3-pt jump shot from 26 ft,,72,89
267,3,5:08.0,,Defensive rebound by D. Green,72,89
268,3,5:02.0,,S. Curry misses 2-pt jump shot from 22 ft,72,89
269,3,5:00.0,Defensive rebound by J. Clarkson,,72,89
270,3,4:56.0,Shooting foul by K. Durant (drawn by T. Thompson),,72,89
271,3,4:56.0,T. Thompson makes free throw 1 of 2,,73,89
272,3,4:56.0,T. Thompson misses free throw 2 of 2,,73,89
273,3,4:56.0,,Defensive rebound by Team,73,89
274,3,4:56.0,A. Žižić enters the game for T. Thompson,,73,89
275,3,4:50.0,,K. Thompson misses 3-pt jump shot from 27 ft,73,89
276,3,4:48.0,Defensive rebound by L. Nance,,73,89
277,3,4:30.0,L. Nance misses 2-pt hook shot from 8 ft,,73,89
278,3,4:29.0,,Defensive rebound by S. Curry,73,89
279,3,4:25.0,,Turnover by S. Curry (bad pass; steal by C. Sexton),73,89
280,3,4:21.0,C. Sexton makes 3-pt jump shot from 27 ft,,76,89
281,3,4:08.0,,S. Curry makes 2-pt layup from 3 ft,76,91
282,3,3:58.0,C. Sexton misses 3-pt jump shot from 26 ft,,76,91
283,3,3:56.0,,Defensive rebound by D. Green,76,91
284,3,3:50.0,,S. Curry makes 3-pt jump shot from 28 ft (assist by K. Durant),76,94
285,3,3:28.0,Offensive foul by L. Nance (drawn by D. Green),,76,94
286,3,3:28.0,Turnover by L. Nance (offensive foul),,76,94
287,3,3:28.0,,A. McKinnie enters the game for K. Thompson,76,94
288,3,3:13.0,,S. Curry misses 2-pt jump shot from 17 ft,76,94
289,3,3:12.0,Defensive rebound by L. Nance,,76,94
290,3,3:02.0,C. Osman makes 3-pt jump shot from 24 ft (assist by J. Clarkson),,79,94
291,3,2:44.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by K. Durant),79,97
292,3,2:37.0,Cleveland full timeout,,79,97
293,3,2:37.0,B. Knight enters the game for L. Nance,,79,97
294,3,2:37.0,D. Nwaba enters the game for C. Sexton,,79,97
295,3,2:37.0,,D. Lee enters the game for K. Durant,79,97
296,3,2:24.0,D. Nwaba misses 2-pt jump shot from 11 ft,,79,97
297,3,2:23.0,Offensive rebound by B. Knight,,79,97
298,3,2:17.0,B. Knight misses 3-pt jump shot from 26 ft,,79,97
299,3,2:15.0,Offensive rebound by D. Nwaba,,79,97
300,3,2:11.0,J. Clarkson makes 3-pt jump shot from 27 ft (assist by D. Nwaba),,82,97
301,3,2:00.0,,S. Curry misses 3-pt jump shot from 27 ft,82,97
302,3,1:58.0,Defensive rebound by C. Osman,,82,97
303,3,1:58.0,N. Stauskas enters the game for C. Osman,,82,97
304,3,1:35.0,A. Žižić misses 2-pt hook shot from 7 ft,,82,97
305,3,1:34.0,,Defensive rebound by D. Lee,82,97
306,3,1:23.0,,D. Green makes 2-pt layup from 1 ft,82,99
307,3,1:00.0,A. Žižić misses 2-pt hook shot from 6 ft,,82,99
308,3,0:59.0,,Defensive rebound by D. Green,82,99
309,3,0:50.0,,D. Green misses 3-pt jump shot from 28 ft,82,99
310,3,0:50.0,Defensive rebound by Team,,82,99
311,3,0:39.0,Shooting foul by D. Green (drawn by D. Nwaba),,82,99
312,3,0:39.0,D. Nwaba makes free throw 1 of 2,,83,99
313,3,0:39.0,D. Nwaba makes free throw 2 of 2,,84,99
314,3,0:24.0,,D. Lee misses 2-pt jump shot from 20 ft,84,99
315,3,0:22.0,Defensive rebound by B. Knight,,84,99
316,3,0:01.0,J. Clarkson misses 3-pt jump shot from 27 ft,,84,99
317,3,0:00.0,Offensive rebound by Team,,84,99
318,4,11:44.0,,K. Thompson misses 2-pt jump shot from 7 ft,84,99
319,4,11:40.0,Defensive rebound by A. Žižić,,84,99
320,4,11:34.0,A. Žižić makes 2-pt layup from 3 ft (assist by D. Nwaba),,86,99
321,4,11:14.0,,Turnover by J. Bell (lost ball; steal by N. Stauskas),86,99
322,4,11:04.0,J. Clarkson makes 3-pt jump shot from 23 ft (assist by N. Stauskas),,89,99
323,4,10:38.0,,Turnover by Q. Cook (bad pass),89,99
324,4,10:21.0,B. Knight misses 3-pt jump shot from 27 ft,,89,99
325,4,10:19.0,,Defensive rebound by A. McKinnie,89,99
326,4,10:08.0,,Personal foul by A. Žižić (drawn by K. Thompson),89,99
327,4,10:03.0,,K. Thompson misses 3-pt jump shot from 27 ft,89,99
328,4,10:01.0,Defensive rebound by N. Stauskas,,89,99
329,4,9:56.0,N. Stauskas misses 2-pt jump shot from 13 ft,,89,99
330,4,9:55.0,,Defensive rebound by Q. Cook,89,99
331,4,9:38.0,,Q. Cook makes 3-pt jump shot from 26 ft (assist by A. McKinnie),89,102
332,4,9:30.0,N. Stauskas misses 3-pt jump shot from 24 ft,,89,102
333,4,9:28.0,Offensive rebound by A. Žižić,,89,102
334,4,9:25.0,B. Knight misses 2-pt layup from 4 ft (block by A. McKinnie),,89,102
335,4,9:24.0,Offensive rebound by Team,,89,102
336,4,9:18.0,N. Stauskas misses 2-pt layup from 1 ft,,89,102
337,4,9:17.0,,Defensive rebound by A. McKinnie,89,102
338,4,9:10.0,,Q. Cook makes 2-pt layup from 2 ft,89,104
339,4,8:44.0,D. Nwaba makes 2-pt layup from 3 ft (assist by J. Clarkson),,91,104
340,4,8:36.0,,J. Bell makes 2-pt dunk from 2 ft (assist by Q. Cook),91,106
341,4,8:35.0,Cleveland full timeout,,91,106
342,4,8:18.0,A. Žižić makes 2-pt hook shot from 4 ft (assist by J. Clarkson),,93,106
343,4,8:01.0,,J. Jerebko misses 2-pt hook shot from 9 ft,93,106
344,4,7:59.0,Defensive rebound by A. Žižić,,93,106
345,4,7:59.0,,Loose ball foul by J. Jerebko (drawn by A. Žižić),93,106
346,4,7:59.0,,K. Durant enters the game for A. McKinnie,93,106
347,4,7:42.0,A. Žižić misses 2-pt layup from 6 ft,,93,106
348,4,7:41.0,,Defensive rebound by K. Durant,93,106
349,4,7:25.0,,K. Durant misses 3-pt jump shot from 27 ft,93,106
350,4,7:23.0,Defensive rebound by N. Stauskas,,93,106
351,4,7:16.0,J. Clarkson misses 3-pt jump shot from 32 ft,,93,106
352,4,7:14.0,,Defensive rebound by K. Thompson,93,106
353,4,7:07.0,,J. Jerebko makes 3-pt jump shot from 26 ft (assist by K. Durant),93,109
354,4,6:52.0,Personal foul by J. Jerebko (drawn by A. Žižić),,93,109
355,4,6:52.0,L. Nance enters the game for J. Clarkson,,93,109
356,4,6:52.0,C. Osman enters the game for N. Stauskas,,93,109
357,4,6:52.0,C. Sexton enters the game for A. Žižić,,93,109
358,4,6:44.0,Personal foul by J. Jerebko (drawn by L. Nance),,93,109
359,4,6:44.0,,S. Curry enters the game for J. Bell,93,109
360,4,6:44.0,,D. Green enters the game for K. Thompson,93,109
361,4,6:34.0,C. Osman misses 3-pt jump shot from 31 ft,,93,109
362,4,6:32.0,,Defensive rebound by Team,93,109
363,4,6:32.0,Loose ball foul by L. Nance (drawn by J. Jerebko),,93,109
364,4,6:30.0,,Turnover by D. Green (bad pass; steal by C. Osman),93,109
365,4,6:18.0,C. Sexton makes 2-pt layup from 2 ft (assist by L. Nance),,95,109
366,4,5:57.0,,K. Durant makes 2-pt jump shot from 14 ft,95,111
367,4,5:42.0,L. Nance makes 3-pt jump shot from 28 ft (assist by C. Osman),,98,111
368,4,5:29.0,,K. Durant makes 2-pt jump shot from 16 ft,98,113
369,4,5:06.0,L. Nance makes 2-pt hook shot from 4 ft (assist by C. Osman),,100,113
370,4,4:55.0,,K. Durant misses 2-pt jump shot from 19 ft,100,113
371,4,4:54.0,Defensive rebound by D. Nwaba,,100,113
372,4,4:36.0,D. Nwaba makes 2-pt jump shot from 7 ft (assist by L. Nance),,102,113
373,4,4:36.0,Shooting foul by Q. Cook (drawn by D. Nwaba),,102,113
374,4,4:36.0,J. Clarkson enters the game for B. Knight,,102,113
375,4,4:36.0,,K. Thompson enters the game for Q. Cook,102,113
376,4,4:36.0,D. Nwaba makes free throw 1 of 1,,103,113
377,4,4:25.0,,Turnover by S. Curry (bad pass; steal by L. Nance),103,113
378,4,4:21.0,D. Nwaba makes 2-pt layup from 6 ft,,105,113
379,4,4:00.0,,Turnover by K. Durant (bad pass; steal by L. Nance),105,113
380,4,3:57.0,C. Sexton misses 2-pt jump shot from 7 ft,,105,113
381,4,3:56.0,Offensive rebound by L. Nance,,105,113
