,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,BROOKLYN_ACTION,GOLDEN STATE_SCORE,BROOKLYN_SCORE
379,4,4:08.0,K. Durant misses 3-pt jump shot from 26 ft,,110,102
380,4,4:05.0,Offensive rebound by K. Thompson,,110,102
381,4,4:01.0,K. Thompson misses 3-pt jump shot from 23 ft,,110,102
382,4,3:58.0,,Defensive rebound by C. LeVert,110,102
383,4,3:44.0,,C. LeVert misses 2-pt layup from 2 ft (block by J. Bell),110,102
384,4,3:44.0,,Offensive rebound by Team,110,102
385,4,3:44.0,,J. Harris enters the game for J. Dudley,110,102
386,4,3:38.0,,J. Allen makes 2-pt layup from 1 ft (assist by C. LeVert),110,104
387,4,3:14.0,D. Green misses 3-pt jump shot from 25 ft,,110,104
388,4,3:11.0,,Defensive rebound by D. Russell,110,104
389,4,3:05.0,,C. LeVert makes 2-pt dunk at rim (assist by D. Russell),110,106
390,4,3:03.0,Golden State full timeout,,110,106
391,4,3:03.0,A. Iguodala enters the game for J. Bell,,110,106
392,4,2:55.0,Personal foul by D. Russell (drawn by D. Green),,110,106
393,4,2:47.0,K. Durant misses 3-pt jump shot from 25 ft,,110,106
394,4,2:43.0,,Defensive rebound by J. Harris,110,106
395,4,2:25.0,,Personal foul by S. Curry (drawn by J. Harris),110,106
396,4,2:24.0,,Turnover by C. LeVert (bad pass; steal by D. Green),110,106
397,4,2:10.0,S. Curry misses 2-pt jump shot from 18 ft,,110,106
398,4,2:07.0,,Defensive rebound by J. Harris,110,106
399,4,2:01.0,,Personal foul by K. Thompson (drawn by D. Russell),110,106
400,4,1:55.0,,D. Russell makes 2-pt layup from 2 ft,110,108
401,4,1:44.0,K. Durant makes 2-pt jump shot from 15 ft (assist by S. Curry),,112,108
402,4,1:23.0,,J. Harris misses 3-pt jump shot from 25 ft,112,108
403,4,1:21.0,Defensive rebound by A. Iguodala,,112,108
404,4,1:08.0,S. Curry makes 3-pt jump shot from 25 ft,,115,108
405,4,1:01.0,,C. LeVert misses 3-pt jump shot from 25 ft,115,108
406,4,0:58.0,Defensive rebound by K. Durant,,115,108
407,4,0:46.0,S. Curry misses 2-pt layup from 1 ft (block by J. Allen),,115,108
408,4,0:45.0,,Defensive rebound by C. LeVert,115,108
409,4,0:35.0,,J. Allen makes 2-pt hook shot from 6 ft (assist by J. Harris),115,110
410,4,0:31.0,Personal take foul by A. Crabbe (drawn by K. Durant),,115,110
411,4,0:26.0,Personal foul by D. Russell (drawn by S. Curry),,115,110
412,4,0:26.0,S. Curry misses free throw 1 of 2,,115,110
413,4,0:26.0,Offensive rebound by Team,,115,110
414,4,0:26.0,,E. Davis enters the game for D. Russell,115,110
415,4,0:26.0,S. Curry makes free throw 2 of 2,,116,110
416,4,0:26.0,,Brooklyn full timeout,116,110
417,4,0:26.0,,J. Dudley enters the game for J. Allen,116,110
418,4,0:26.0,,D. Russell enters the game for E. Davis,116,110
419,4,0:19.0,,D. Russell makes 2-pt layup from 2 ft,116,112
420,4,0:19.0,Turnover by D. Green (bad pass; steal by J. Dudley),,116,112
421,4,0:16.0,,J. Harris misses 3-pt jump shot from 23 ft,116,112
422,4,0:15.0,Defensive rebound by K. Durant,,116,112
423,4,0:13.0,Personal take foul by A. Crabbe (drawn by K. Durant),,116,112
424,4,0:13.0,K. Durant makes free throw 1 of 2,,117,112
425,4,0:13.0,K. Durant makes free throw 2 of 2,,118,112
426,4,0:04.0,,D. Russell makes 2-pt layup from 1 ft,118,114
427,4,0:02.0,Personal take foul by J. Harris (drawn by S. Curry),,118,114
428,4,0:02.0,S. Curry makes free throw 1 of 2,,119,114
429,4,0:02.0,S. Curry makes free throw 2 of 2,,120,114
430,4,0:00.0,,D. Russell misses 3-pt jump shot from 53 ft,120,114
431,4,0:00.0,,Offensive rebound by Team,120,114
