,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,PHILADELPHIA_ACTION,MEMPHIS_SCORE,PHILADELPHIA_SCORE
201,2,3:13.0,M. Gasol misses 2-pt jump shot from 16 ft,,40,47
202,2,3:09.0,,Defensive rebound by B. Simmons,40,47
203,2,3:06.0,,Turnover by L. Shamet (bad pass),40,47
204,2,3:06.0,,J. Redick enters the game for L. Shamet,40,47
205,2,2:55.0,Turnover by M. Gasol (lost ball; steal by B. Simmons),,40,47
206,2,2:50.0,,J. Redick makes 3-pt jump shot from 22 ft (assist by B. Simmons),40,50
207,2,2:48.0,Memphis full timeout,,40,50
208,2,2:48.0,M. Brooks enters the game for S. Mack,,40,50
209,2,2:25.0,M. Conley misses 3-pt jump shot from 27 ft,,40,50
210,2,2:21.0,,Defensive rebound by B. Simmons,40,50
211,2,2:11.0,,B. Simmons makes 2-pt hook shot from 2 ft,40,52
212,2,1:43.0,Turnover by Team (shot clock),,40,52
213,2,1:26.0,,Turnover by J. Embiid (bad pass; steal by J. Green),40,52
214,2,1:18.0,J. Green misses 3-pt jump shot from 25 ft,,40,52
215,2,1:16.0,,Defensive rebound by J. Embiid,40,52
216,2,1:05.0,,F. Korkmaz misses 2-pt layup from 1 ft,40,52
217,2,1:03.0,Defensive rebound by M. Gasol,,40,52
218,2,0:57.0,G. Temple misses 3-pt jump shot from 24 ft,,40,52
219,2,0:55.0,,Defensive rebound by J. Embiid,40,52
220,2,0:40.0,,J. Redick misses 3-pt jump shot from 26 ft,40,52
221,2,0:37.0,Defensive rebound by J. Green,,40,52
222,2,0:32.0,M. Conley makes 3-pt jump shot from 27 ft,,43,52
223,2,0:10.0,,J. Redick makes 2-pt jump shot from 19 ft (assist by J. Embiid),43,54
224,2,0:01.0,Shooting foul by J. Embiid (drawn by G. Temple),,43,54
225,2,0:01.0,G. Temple makes free throw 1 of 2,,44,54
226,2,0:01.0,G. Temple misses free throw 2 of 2,,44,54
227,2,0:00.0,,Defensive rebound by J. Embiid,44,54
228,3,11:40.0,M. Gasol misses 2-pt jump shot from 11 ft,,44,54
229,3,11:38.0,,Defensive rebound by B. Simmons,44,54
230,3,11:27.0,,J. Embiid misses 2-pt jump shot from 16 ft,44,54
231,3,11:23.0,Defensive rebound by G. Temple,,44,54
232,3,11:17.0,Shooting foul by J. Butler (drawn by J. Jackson),,44,54
233,3,11:17.0,J. Jackson makes free throw 1 of 2,,45,54
234,3,11:17.0,J. Jackson makes free throw 2 of 2,,46,54
235,3,11:00.0,,J. Redick makes 2-pt jump shot from 10 ft (assist by J. Embiid),46,56
236,3,10:41.0,M. Conley misses 2-pt jump shot from 8 ft,,46,56
237,3,10:38.0,,Defensive rebound by M. Muscala,46,56
238,3,10:35.0,,J. Butler misses 3-pt jump shot from 27 ft,46,56
239,3,10:32.0,Defensive rebound by J. Jackson,,46,56
240,3,10:26.0,G. Temple makes 3-pt jump shot from 23 ft (assist by M. Conley),,49,56
241,3,10:24.0,,Philadelphia full timeout,49,56
242,3,10:02.0,,J. Butler misses 3-pt jump shot from 27 ft,49,56
243,3,9:59.0,Defensive rebound by M. Gasol,,49,56
244,3,9:43.0,Turnover by M. Gasol (traveling),,49,56
245,3,9:32.0,,J. Redick makes 2-pt jump shot from 19 ft (assist by B. Simmons),49,58
246,3,9:17.0,Personal foul by J. Redick (drawn by M. Conley),,49,58
247,3,9:15.0,Turnover by K. Anderson (traveling),,49,58
248,3,9:05.0,,J. Redick makes 2-pt jump shot from 22 ft (assist by J. Embiid),49,60
249,3,8:50.0,G. Temple makes 3-pt jump shot from 27 ft,,52,60
250,3,8:34.0,,J. Embiid misses 3-pt jump shot from 28 ft (block by M. Gasol),52,60
251,3,8:30.0,,Offensive rebound by M. Muscala,52,60
252,3,8:28.0,,M. Muscala misses 3-pt jump shot from 27 ft,52,60
253,3,8:26.0,Defensive rebound by M. Conley,,52,60
254,3,8:23.0,,Violation by Team (kicked ball),52,60
255,3,8:15.0,J. Jackson misses 2-pt hook shot from 12 ft,,52,60
256,3,8:13.0,,Defensive rebound by J. Embiid,52,60
257,3,8:08.0,,M. Muscala makes 3-pt jump shot from 28 ft (assist by J. Butler),52,63
258,3,7:47.0,M. Gasol makes 3-pt jump shot from 26 ft (assist by M. Conley),,55,63
259,3,7:38.0,,J. Butler misses 2-pt layup from 4 ft (block by J. Jackson),55,63
260,3,7:38.0,Defensive rebound by Team,,55,63
261,3,7:38.0,,L. Shamet enters the game for J. Redick,55,63
262,3,7:33.0,Shooting foul by L. Shamet (drawn by M. Conley),,55,63
263,3,7:33.0,M. Conley makes free throw 1 of 2,,56,63
264,3,7:33.0,M. Conley misses free throw 2 of 2,,56,63
265,3,7:31.0,,Defensive rebound by J. Embiid,56,63
266,3,7:21.0,,Offensive foul by B. Simmons (drawn by K. Anderson),56,63
267,3,7:21.0,,Turnover by B. Simmons (offensive foul),56,63
268,3,7:21.0,S. Mack enters the game for M. Conley,,56,63
269,3,7:21.0,,A. Johnson enters the game for J. Embiid,56,63
270,3,7:21.0,,T. McConnell enters the game for M. Muscala,56,63
271,3,7:07.0,M. Gasol misses 3-pt jump shot from 25 ft,,56,63
272,3,7:04.0,,Defensive rebound by J. Butler,56,63
273,3,6:58.0,,Turnover by J. Butler (out of bounds lost ball),56,63
274,3,6:41.0,G. Temple misses 3-pt jump shot from 27 ft,,56,63
275,3,6:38.0,,Defensive rebound by B. Simmons,56,63
276,3,6:27.0,,Turnover by L. Shamet (bad pass),56,63
277,3,6:05.0,J. Jackson misses 3-pt jump shot from 27 ft,,56,63
278,3,6:03.0,,Defensive rebound by T. McConnell,56,63
279,3,5:55.0,,T. McConnell makes 2-pt jump shot from 9 ft,56,65
280,3,5:34.0,G. Temple misses 2-pt jump shot from 20 ft,,56,65
281,3,5:33.0,,Defensive rebound by Team,56,65
282,3,5:33.0,J. Green enters the game for M. Gasol,,56,65
283,3,5:13.0,,Turnover by T. McConnell (bad pass; steal by J. Green),56,65
284,3,5:09.0,G. Temple makes 3-pt jump shot from 27 ft,,59,65
285,3,4:41.0,,B. Simmons makes 2-pt hook shot from 6 ft (assist by A. Johnson),59,67
286,3,4:19.0,J. Jackson makes 2-pt hook shot from 6 ft (assist by K. Anderson),,61,67
287,3,4:02.0,,A. Johnson misses 2-pt hook shot from 4 ft,61,67
288,3,4:01.0,,Offensive rebound by Team,61,67
289,3,4:01.0,Loose ball foul by J. Jackson (drawn by A. Johnson),,61,67
290,3,4:01.0,M. Brooks enters the game for G. Temple,,61,67
291,3,4:01.0,,J. Embiid enters the game for J. Butler,61,67
292,3,4:01.0,,F. Korkmaz enters the game for A. Johnson,61,67
293,3,4:01.0,,M. Muscala enters the game for L. Shamet,61,67
294,3,4:01.0,,J. Redick enters the game for B. Simmons,61,67
295,3,3:51.0,,Turnover by J. Embiid (lost ball; steal by J. Green),61,67
296,3,3:42.0,Turnover by J. Green (lost ball; steal by F. Korkmaz),,61,67
297,3,3:26.0,,F. Korkmaz makes 3-pt jump shot from 23 ft (assist by M. Muscala),61,70
298,3,3:03.0,Turnover by M. Brooks (lost ball; steal by F. Korkmaz),,61,70
299,3,3:00.0,,Personal foul by S. Mack (drawn by J. Embiid),61,70
300,3,3:00.0,O. Casspi enters the game for K. Anderson,,61,70
301,3,3:00.0,M. Conley enters the game for J. Jackson,,61,70
302,3,3:00.0,M. Gasol enters the game for S. Mack,,61,70
303,3,2:52.0,,J. Redick makes 3-pt jump shot from 27 ft (assist by F. Korkmaz),61,73
304,3,2:26.0,M. Conley makes 3-pt jump shot from 27 ft,,64,73
305,3,1:57.0,,J. Embiid misses 2-pt jump shot from 13 ft,64,73
306,3,1:55.0,Defensive rebound by O. Casspi,,64,73
307,3,1:50.0,Shooting foul by J. Redick (drawn by M. Brooks),,64,73
308,3,1:50.0,Memphis full timeout,,64,73
309,3,1:50.0,,L. Shamet enters the game for J. Redick,64,73
310,3,1:50.0,M. Brooks makes free throw 1 of 2,,65,73
311,3,1:50.0,M. Brooks makes free throw 2 of 2,,66,73
312,3,1:29.0,,F. Korkmaz makes 3-pt jump shot from 28 ft (assist by M. Muscala),66,76
313,3,1:03.0,O. Casspi misses 3-pt jump shot from 27 ft,,66,76
314,3,1:03.0,,Defensive rebound by Team,66,76
315,3,0:51.0,,J. Embiid makes 2-pt jump shot from 17 ft,66,78
316,3,0:36.0,Shooting foul by J. Embiid (drawn by M. Conley),,66,78
317,3,0:36.0,M. Conley makes free throw 1 of 2,,67,78
318,3,0:36.0,M. Conley makes free throw 2 of 2,,68,78
319,3,0:19.0,,L. Shamet misses 3-pt jump shot from 27 ft,68,78
320,3,0:16.0,Defensive rebound by O. Casspi,,68,78
321,3,0:01.0,M. Brooks misses 2-pt jump shot from 18 ft,,68,78
322,3,0:01.0,,Defensive rebound by F. Korkmaz,68,78
323,4,11:44.0,,J. Embiid misses 2-pt jump shot from 18 ft,68,78
324,4,11:39.0,Defensive rebound by O. Casspi,,68,78
325,4,11:26.0,M. Brooks makes 2-pt layup from 2 ft,,70,78
326,4,11:05.0,,J. Embiid misses 2-pt jump shot from 7 ft,70,78
327,4,11:03.0,Defensive rebound by O. Casspi,,70,78
328,4,10:50.0,J. Green makes 2-pt jump shot from 7 ft,,72,78
329,4,10:34.0,,Shooting foul by M. Gasol (drawn by J. Embiid),72,78
330,4,10:34.0,,J. Embiid misses free throw 1 of 2,72,78
331,4,10:34.0,,Offensive rebound by Team,72,78
332,4,10:34.0,K. Anderson enters the game for M. Brooks,,72,78
333,4,10:34.0,,J. Embiid makes free throw 2 of 2,72,79
334,4,10:09.0,M. Conley misses 2-pt jump shot from 9 ft,,72,79
335,4,10:07.0,Offensive rebound by J. Green,,72,79
336,4,10:06.0,J. Green misses 2-pt layup from 6 ft,,72,79
337,4,10:03.0,Offensive rebound by J. Green,,72,79
338,4,10:03.0,J. Green makes 2-pt layup from 1 ft,,74,79
339,4,9:47.0,,J. Embiid misses 2-pt hook shot from 5 ft,74,79
340,4,9:44.0,Defensive rebound by O. Casspi,,74,79
341,4,9:41.0,M. Gasol misses 3-pt jump shot from 27 ft,,74,79
342,4,9:38.0,,Defensive rebound by Team,74,79
343,4,9:28.0,,Personal foul by J. Green (drawn by B. Simmons),74,79
344,4,9:20.0,,F. Korkmaz misses 3-pt jump shot from 26 ft,74,79
345,4,9:16.0,Defensive rebound by M. Gasol,,74,79
346,4,9:07.0,K. Anderson makes 2-pt layup from 1 ft (assist by M. Conley),,76,79
347,4,9:07.0,Shooting foul by B. Simmons (drawn by K. Anderson),,76,79
348,4,9:07.0,J. Jackson enters the game for J. Green,,76,79
349,4,9:07.0,,J. Butler enters the game for F. Korkmaz,76,79
350,4,9:07.0,,T. McConnell enters the game for M. Muscala,76,79
351,4,9:07.0,K. Anderson makes free throw 1 of 1,,77,79
352,4,8:54.0,,J. Butler makes 2-pt layup from 2 ft (assist by T. McConnell),77,81
353,4,8:31.0,O. Casspi misses 2-pt jump shot from 8 ft,,77,81
354,4,8:31.0,,Defensive rebound by Team,77,81
355,4,8:31.0,Loose ball foul by J. Jackson (drawn by J. Embiid),,77,81
356,4,8:31.0,Technical foul by O. Casspi,,77,81
357,4,8:31.0,G. Temple enters the game for O. Casspi,,77,81
358,4,8:31.0,,J. Redick enters the game for L. Shamet,77,81
359,4,8:31.0,,J. Redick makes technical free throw,77,82
360,4,8:15.0,,J. Butler misses 2-pt jump shot from 18 ft,77,82
361,4,8:12.0,Defensive rebound by G. Temple,,77,82
362,4,8:06.0,Personal foul by B. Simmons (drawn by J. Jackson),,77,82
363,4,8:06.0,S. Mack enters the game for M. Conley,,77,82
364,4,7:55.0,K. Anderson makes 2-pt layup from 1 ft (assist by G. Temple),,79,82
365,4,7:44.0,,T. McConnell makes 2-pt layup from 1 ft (assist by B. Simmons),79,84
366,4,7:18.0,S. Mack makes 2-pt layup from 2 ft,,81,84
367,4,7:02.0,,J. Butler makes 2-pt layup from 1 ft (assist by B. Simmons),81,86
368,4,6:46.0,M. Gasol misses 2-pt jump shot from 20 ft,,81,86
369,4,6:44.0,,Defensive rebound by J. Embiid,81,86
370,4,6:27.0,,J. Embiid makes 2-pt jump shot from 10 ft,81,88
371,4,6:26.0,Memphis full timeout,,81,88
372,4,6:07.0,S. Mack misses 2-pt layup from 2 ft,,81,88
373,4,6:04.0,,Defensive rebound by J. Embiid,81,88
374,4,5:56.0,,Personal foul by K. Anderson (drawn by B. Simmons),81,88
375,4,5:56.0,M. Conley enters the game for S. Mack,,81,88
376,4,5:41.0,,J. Butler misses 3-pt jump shot from 27 ft,81,88
377,4,5:38.0,Defensive rebound by G. Temple,,81,88
378,4,5:25.0,G. Temple misses 2-pt jump shot from 18 ft,,81,88
379,4,5:21.0,,Defensive rebound by J. Embiid,81,88
380,4,5:18.0,,Personal foul by M. Gasol (drawn by J. Butler),81,88
381,4,5:18.0,,J. Butler makes free throw 1 of 2,81,89
382,4,5:18.0,,J. Butler makes free throw 2 of 2,81,90
383,4,5:05.0,M. Conley misses 2-pt jump shot from 19 ft,,81,90
384,4,5:00.0,,Defensive rebound by B. Simmons,81,90
385,4,4:52.0,,J. Redick misses 2-pt layup from 3 ft,81,90
386,4,4:51.0,,Offensive rebound by B. Simmons,81,90
387,4,4:51.0,,B. Simmons makes 2-pt dunk at rim,81,92
388,4,4:51.0,Memphis full timeout,,81,92
389,4,4:51.0,M. Brooks enters the game for K. Anderson,,81,92
390,4,4:42.0,M. Conley misses 3-pt jump shot from 27 ft,,81,92
