,QUARTER,TIME_REMAINING,DETROIT_ACTION,MEMPHIS_ACTION,DETROIT_SCORE,MEMPHIS_SCORE
391,4,2:05.0,,K. Anderson makes 2-pt jump shot from 4 ft (assist by S. Mack),96,84
392,4,1:47.0,A. Drummond misses 2-pt jump shot from 11 ft,,96,84
393,4,1:44.0,,Defensive rebound by J. Jackson,96,84
394,4,1:40.0,,K. Anderson makes 2-pt layup from 1 ft (assist by S. Mack),96,86
395,4,1:18.0,R. Bullock misses 3-pt jump shot from 23 ft,,96,86
396,4,1:16.0,,Defensive rebound by K. Anderson,96,86
397,4,1:11.0,,Personal foul by B. Griffin (drawn by K. Anderson),96,86
398,4,1:11.0,,K. Anderson makes free throw 1 of 2,96,87
399,4,1:11.0,,K. Anderson misses free throw 2 of 2,96,87
400,4,1:09.0,Defensive rebound by R. Jackson,,96,87
401,4,1:09.0,Detroit full timeout,,96,87
402,4,1:09.0,L. Galloway enters the game for A. Drummond,,96,87
403,4,1:02.0,Personal take foul by G. Temple (drawn by L. Kennard),,96,87
404,4,1:02.0,L. Kennard makes free throw 1 of 2,,97,87
405,4,1:02.0,A. Drummond enters the game for L. Galloway,,97,87
406,4,1:02.0,L. Kennard makes free throw 2 of 2,,98,87
407,4,0:57.0,,J. Jackson makes 3-pt jump shot from 28 ft (assist by S. Mack),98,90
408,4,0:51.0,Personal take foul by J. Jackson (drawn by L. Kennard),,98,90
409,4,0:51.0,L. Kennard makes free throw 1 of 2,,99,90
410,4,0:51.0,L. Kennard misses free throw 2 of 2,,99,90
411,4,0:50.0,,Defensive rebound by J. Green,99,90
412,4,0:42.0,,J. Green makes 2-pt layup from 1 ft (assist by S. Mack),99,92
413,4,0:41.0,Personal take foul by S. Mack (drawn by L. Kennard),,99,92
414,4,0:41.0,L. Kennard misses free throw 1 of 2,,99,92
415,4,0:41.0,Offensive rebound by Team,,99,92
416,4,0:41.0,L. Kennard misses free throw 2 of 2,,99,92
417,4,0:39.0,,Defensive rebound by J. Green,99,92
418,4,0:26.0,,S. Mack makes 2-pt layup from 1 ft,99,94
419,4,0:23.0,Personal foul by J. Jackson (drawn by R. Bullock),,99,94
420,4,0:23.0,R. Bullock makes free throw 1 of 2,,100,94
421,4,0:23.0,R. Bullock makes free throw 2 of 2,,101,94
422,4,0:23.0,,Memphis full timeout,101,94
423,4,0:23.0,,Offensive foul by J. Jackson (drawn by R. Jackson),101,94
424,4,0:23.0,,Turnover by J. Jackson (offensive foul),101,94
