,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,DALLAS_ACTION,PHILADELPHIA_SCORE,DALLAS_SCORE
29,1,8:18.0,,J. Jackson misses 3-pt jump shot from 26 ft,8,11
30,1,8:16.0,Defensive rebound by J. Bolden,,8,11
31,1,8:00.0,B. Simmons makes 2-pt hook shot from 2 ft (assist by T. Harris),,10,11
32,1,7:50.0,,J. Brunson misses 2-pt jump shot from 16 ft,10,11
33,1,7:47.0,Defensive rebound by J. Ennis,,10,11
34,1,7:40.0,B. Simmons makes 2-pt layup at rim,,12,11
35,1,7:28.0,,D. Powell misses 3-pt jump shot from 25 ft,12,11
36,1,7:25.0,Defensive rebound by J. Redick,,12,11
37,1,7:18.0,Turnover by T. Harris (bad pass),,12,11
38,1,7:03.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by J. Brunson),12,14
39,1,6:50.0,Turnover by J. Redick (lost ball; steal by D. Powell),,12,14
40,1,6:45.0,,J. Brunson makes 2-pt layup from 1 ft,12,16
41,1,6:45.0,Philadelphia full timeout,,12,16
42,1,6:45.0,,M. Kleber enters the game for D. Nowitzki,12,16
43,1,6:30.0,T. Harris makes 2-pt jump shot from 5 ft (assist by J. Redick),,14,16
44,1,6:30.0,Shooting foul by C. Lee (drawn by T. Harris),,14,16
45,1,6:30.0,T. Harris makes free throw 1 of 1,,15,16
46,1,6:18.0,,J. Brunson misses 2-pt layup from 3 ft,15,16
47,1,6:16.0,Defensive rebound by B. Simmons,,15,16
48,1,6:11.0,B. Simmons makes 2-pt layup from 1 ft,,17,16
49,1,6:01.0,,C. Lee misses 3-pt jump shot from 25 ft,17,16
50,1,5:58.0,Defensive rebound by J. Bolden,,17,16
51,1,5:51.0,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Simmons),,20,16
52,1,5:32.0,,C. Lee misses 2-pt layup from 3 ft,20,16
53,1,5:31.0,,Offensive rebound by D. Powell,20,16
54,1,5:30.0,,D. Powell makes 2-pt layup from 2 ft,20,18
55,1,5:17.0,T. Harris misses 2-pt layup from 5 ft (block by D. Powell),,20,18
56,1,5:17.0,,Defensive rebound by Team,20,18
57,1,5:17.0,B. Marjanović enters the game for J. Bolden,,20,18
58,1,5:17.0,T. McConnell enters the game for J. Ennis,,20,18
59,1,5:17.0,S. Milton enters the game for J. Redick,,20,18
60,1,5:17.0,M. Scott enters the game for B. Simmons,,20,18
61,1,5:17.0,,T. Burke enters the game for J. Brunson,20,18
62,1,5:17.0,,S. Mejri enters the game for D. Powell,20,18
63,1,4:59.0,,S. Mejri makes 3-pt jump shot from 22 ft (assist by T. Burke),20,21
64,1,4:39.0,T. Harris makes 2-pt jump shot from 4 ft (assist by B. Marjanović),,22,21
65,1,4:29.0,,T. Burke makes 2-pt jump shot from 12 ft (assist by S. Mejri),22,23
66,1,4:13.0,B. Marjanović misses 2-pt jump shot from 6 ft,,22,23
67,1,4:11.0,,Defensive rebound by T. Burke,22,23
68,1,4:02.0,,Personal foul by B. Marjanović (drawn by S. Mejri),22,23
69,1,4:02.0,,R. Broekhoff enters the game for J. Jackson,22,23
70,1,3:51.0,,C. Lee makes 2-pt jump shot from 6 ft,22,25
71,1,3:26.0,T. Harris makes 2-pt layup from 2 ft,,24,25
72,1,3:11.0,,R. Broekhoff misses 2-pt jump shot from 10 ft,24,25
73,1,3:11.0,Defensive rebound by B. Marjanović,,24,25
74,1,3:04.0,T. McConnell makes 2-pt jump shot from 15 ft,,26,25
75,1,2:56.0,,Dallas full timeout,26,25
76,1,2:56.0,,D. Macon enters the game for C. Lee,26,25
77,1,2:44.0,,D. Macon misses 2-pt jump shot from 15 ft (block by T. McConnell),26,25
78,1,2:40.0,,Offensive rebound by S. Mejri,26,25
79,1,2:40.0,,Turnover by S. Mejri (bad pass; steal by T. McConnell),26,25
80,1,2:29.0,T. McConnell misses 2-pt jump shot from 11 ft,,26,25
81,1,2:27.0,Offensive rebound by B. Marjanović,,26,25
82,1,2:27.0,Shooting foul by S. Mejri (drawn by B. Marjanović),,26,25
83,1,2:27.0,B. Marjanović makes free throw 1 of 2,,27,25
84,1,2:27.0,J. Redick enters the game for T. Harris,,27,25
85,1,2:27.0,B. Simmons enters the game for T. McConnell,,27,25
86,1,2:27.0,B. Marjanović misses free throw 2 of 2,,27,25
87,1,2:25.0,,Defensive rebound by M. Kleber,27,25
88,1,2:12.0,,S. Mejri misses 2-pt layup from 1 ft,27,25
89,1,2:10.0,Defensive rebound by B. Marjanović,,27,25
90,1,2:02.0,B. Marjanović misses 2-pt layup from 3 ft,,27,25
91,1,2:01.0,Offensive rebound by B. Marjanović,,27,25
92,1,1:59.0,B. Marjanović makes 2-pt dunk from 1 ft,,29,25
93,1,1:40.0,,R. Broekhoff misses 2-pt jump shot from 13 ft,29,25
94,1,1:37.0,Defensive rebound by J. Redick,,29,25
95,1,1:29.0,J. Redick misses 2-pt layup from 3 ft,,29,25
96,1,1:26.0,,Defensive rebound by S. Mejri,29,25
97,1,1:07.0,,R. Broekhoff makes 2-pt layup from 1 ft (assist by S. Mejri),29,27
98,1,0:57.0,S. Milton misses 2-pt jump shot from 16 ft,,29,27
99,1,0:55.0,,Defensive rebound by R. Broekhoff,29,27
100,1,0:46.0,,Personal foul by J. Redick (drawn by M. Kleber),29,27
101,1,0:34.0,,D. Macon misses 2-pt jump shot from 19 ft (block by B. Simmons),29,27
102,1,0:30.0,Defensive rebound by M. Scott,,29,27
103,1,0:23.0,B. Simmons misses 2-pt layup from 4 ft,,29,27
104,1,0:22.0,Offensive rebound by Team,,29,27
105,1,0:19.0,Turnover by J. Redick (bad pass; steal by M. Kleber),,29,27
106,1,0:17.0,,Shooting foul by M. Scott (drawn by T. Burke),29,27
107,1,0:17.0,,T. Burke misses free throw 1 of 2,29,27
108,1,0:17.0,,Offensive rebound by Team,29,27
109,1,0:17.0,,T. Burke misses free throw 2 of 2,29,27
110,1,0:15.0,Defensive rebound by J. Redick,,29,27
111,1,0:03.0,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Simmons),,32,27
112,2,11:44.0,,T. Burke makes 2-pt jump shot from 18 ft,32,29
113,2,11:30.0,J. Redick misses 3-pt jump shot from 24 ft,,32,29
114,2,11:27.0,,Defensive rebound by R. Broekhoff,32,29
115,2,11:21.0,,D. Macon misses 2-pt jump shot from 18 ft,32,29
116,2,11:19.0,,Offensive rebound by S. Mejri,32,29
117,2,11:11.0,,T. Burke makes 2-pt layup from 1 ft,32,31
118,2,11:00.0,J. Redick makes 2-pt jump shot from 17 ft (assist by B. Simmons),,34,31
119,2,10:46.0,,D. Macon misses 2-pt jump shot from 21 ft,34,31
120,2,10:44.0,Defensive rebound by J. Ennis,,34,31
121,2,10:35.0,Shooting foul by S. Mejri (drawn by J. Ennis),,34,31
122,2,10:35.0,J. Ennis makes free throw 1 of 2,,35,31
123,2,10:35.0,,D. Nowitzki enters the game for M. Kleber,35,31
124,2,10:35.0,,D. Powell enters the game for S. Mejri,35,31
125,2,10:35.0,J. Ennis misses free throw 2 of 2,,35,31
126,2,10:33.0,,Defensive rebound by D. Nowitzki,35,31
127,2,10:22.0,,R. Broekhoff makes 2-pt layup from 2 ft,35,33
128,2,10:00.0,T. Harris makes 3-pt jump shot from 25 ft,,38,33
129,2,9:43.0,,T. Burke misses 3-pt jump shot from 28 ft,38,33
130,2,9:40.0,Defensive rebound by J. Ennis,,38,33
131,2,9:29.0,J. Bolden misses 3-pt jump shot from 22 ft,,38,33
132,2,9:27.0,,Defensive rebound by D. Macon,38,33
133,2,9:23.0,,D. Powell makes 3-pt jump shot from 25 ft (assist by D. Macon),38,36
134,2,9:11.0,Turnover by B. Simmons (bad pass),,38,36
135,2,8:47.0,,T. Burke makes 2-pt jump shot from 13 ft,38,38
136,2,8:42.0,Shooting foul by D. Powell (drawn by B. Simmons),,38,38
137,2,8:42.0,B. Simmons makes free throw 1 of 2,,39,38
138,2,8:42.0,B. Simmons misses free throw 2 of 2,,39,38
139,2,8:40.0,Offensive rebound by J. Ennis,,39,38
140,2,8:37.0,J. Ennis misses 2-pt dunk at rim,,39,38
141,2,8:36.0,,Defensive rebound by D. Powell,39,38
142,2,8:34.0,,R. Broekhoff makes 2-pt dunk from 1 ft (assist by T. Burke),39,40
143,2,8:22.0,J. Redick makes 2-pt layup from 2 ft (assist by J. Bolden),,41,40
144,2,8:22.0,Shooting foul by D. Macon (drawn by J. Redick),,41,40
145,2,8:22.0,J. Redick makes free throw 1 of 1,,42,40
146,2,8:06.0,,D. Nowitzki misses 2-pt jump shot from 8 ft,42,40
147,2,8:04.0,Defensive rebound by T. Harris,,42,40
148,2,7:51.0,T. Harris misses 3-pt jump shot from 25 ft,,42,40
149,2,7:48.0,,Defensive rebound by R. Broekhoff,42,40
150,2,7:39.0,,T. Burke misses 2-pt jump shot from 18 ft,42,40
151,2,7:36.0,Defensive rebound by J. Redick,,42,40
152,2,7:31.0,J. Redick misses 3-pt jump shot from 29 ft,,42,40
153,2,7:29.0,,Defensive rebound by D. Nowitzki,42,40
154,2,7:17.0,,D. Macon makes 2-pt jump shot from 22 ft,42,42
155,2,7:16.0,Philadelphia full timeout,,42,42
156,2,7:16.0,B. Marjanović enters the game for J. Bolden,,42,42
157,2,7:16.0,T. McConnell enters the game for J. Ennis,,42,42
158,2,7:16.0,S. Milton enters the game for J. Redick,,42,42
159,2,7:16.0,M. Scott enters the game for B. Simmons,,42,42
160,2,7:16.0,,D. Finney-Smith enters the game for R. Broekhoff,42,42
161,2,6:58.0,Personal foul by D. Powell (drawn by T. Harris),,42,42
162,2,6:48.0,B. Marjanović misses 2-pt jump shot from 10 ft,,42,42
163,2,6:46.0,,Defensive rebound by D. Macon,42,42
164,2,6:33.0,,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by D. Macon),42,44
165,2,6:19.0,T. Harris misses 3-pt jump shot from 25 ft,,42,44
166,2,6:18.0,Offensive rebound by B. Marjanović,,42,44
167,2,6:18.0,Shooting foul by D. Nowitzki (drawn by B. Marjanović),,42,44
168,2,6:18.0,B. Marjanović makes free throw 1 of 2,,43,44
169,2,6:18.0,,S. Mejri enters the game for D. Powell,43,44
170,2,6:18.0,B. Marjanović makes free throw 2 of 2,,44,44
171,2,6:00.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,44,44
172,2,5:58.0,Defensive rebound by M. Scott,,44,44
173,2,5:47.0,S. Milton misses 3-pt jump shot from 24 ft,,44,44
174,2,5:43.0,Offensive rebound by B. Marjanović,,44,44
175,2,5:39.0,Turnover by B. Marjanović (bad pass; steal by D. Finney-Smith),,44,44
176,2,5:37.0,,Shooting foul by T. McConnell (drawn by T. Burke),44,44
177,2,5:37.0,,T. Burke makes free throw 1 of 2,44,45
178,2,5:37.0,,J. Jackson enters the game for D. Macon,44,45
179,2,5:37.0,,T. Burke makes free throw 2 of 2,44,46
180,2,5:18.0,S. Milton misses 2-pt jump shot from 5 ft,,44,46
181,2,5:16.0,,Defensive rebound by J. Jackson,44,46
182,2,5:06.0,,T. Burke misses 2-pt layup from 4 ft,44,46
183,2,5:03.0,,Offensive rebound by S. Mejri,44,46
184,2,5:03.0,,S. Mejri misses 2-pt dunk from 1 ft,44,46
185,2,5:02.0,,Offensive rebound by S. Mejri,44,46
186,2,5:00.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,44,46
187,2,4:58.0,Defensive rebound by M. Scott,,44,46
188,2,4:53.0,T. Harris misses 3-pt jump shot from 25 ft,,44,46
189,2,4:50.0,Offensive rebound by M. Scott,,44,46
190,2,4:49.0,M. Scott misses 3-pt jump shot from 25 ft,,44,46
191,2,4:49.0,,Defensive rebound by S. Mejri,44,46
192,2,4:40.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,44,46
193,2,4:37.0,,Offensive rebound by T. Burke,44,46
194,2,4:27.0,,S. Mejri misses 3-pt jump shot from 24 ft,44,46
195,2,4:24.0,Defensive rebound by S. Milton,,44,46
196,2,4:20.0,M. Scott misses 3-pt jump shot from 25 ft,,44,46
197,2,4:16.0,,Defensive rebound by D. Finney-Smith,44,46
198,2,4:14.0,,Dallas full timeout,44,46
199,2,4:14.0,J. Bolden enters the game for T. Harris,,44,46
200,2,4:14.0,J. Redick enters the game for B. Marjanović,,44,46
201,2,4:14.0,B. Simmons enters the game for T. McConnell,,44,46
202,2,4:14.0,,J. Brunson enters the game for T. Burke,44,46
203,2,4:14.0,,M. Kleber enters the game for D. Nowitzki,44,46
204,2,3:56.0,,J. Brunson misses 3-pt jump shot from 26 ft,44,46
205,2,3:55.0,,Offensive rebound by Team,44,46
206,2,3:55.0,,Turnover by Team (shot clock),44,46
207,2,3:40.0,M. Scott misses 3-pt jump shot from 26 ft,,44,46
208,2,3:36.0,,Defensive rebound by S. Mejri,44,46
209,2,3:32.0,,Shooting foul by J. Redick (drawn by J. Jackson),44,46
210,2,3:32.0,,J. Jackson makes free throw 1 of 2,44,47
211,2,3:32.0,,J. Jackson makes free throw 2 of 2,44,48
212,2,3:24.0,Personal foul by M. Kleber (drawn by J. Redick),,44,48
213,2,3:24.0,J. Redick makes free throw 1 of 2,,45,48
214,2,3:24.0,J. Redick makes free throw 2 of 2,,46,48
215,2,3:10.0,,M. Kleber makes 2-pt layup from 2 ft (assist by S. Mejri),46,50
216,2,3:01.0,J. Redick misses 3-pt jump shot from 27 ft,,46,50
217,2,2:59.0,,Defensive rebound by S. Mejri,46,50
218,2,2:44.0,,D. Finney-Smith makes 2-pt layup from 1 ft,46,52
219,2,2:44.0,,Shooting foul by S. Milton (drawn by D. Finney-Smith),46,52
220,2,2:44.0,,D. Finney-Smith misses free throw 1 of 1,46,52
221,2,2:41.0,Defensive rebound by M. Scott,,46,52
222,2,2:27.0,J. Bolden misses 3-pt jump shot from 24 ft,,46,52
223,2,2:24.0,,Defensive rebound by D. Finney-Smith,46,52
224,2,2:17.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft (block by B. Simmons),46,52
225,2,2:14.0,,Offensive rebound by S. Mejri,46,52
226,2,2:12.0,,S. Mejri makes 2-pt layup from 1 ft,46,54
227,2,2:12.0,,Shooting foul by M. Scott (drawn by S. Mejri),46,54
228,2,2:12.0,,S. Mejri makes free throw 1 of 1,46,55
229,2,2:01.0,Shooting foul by M. Kleber (drawn by B. Simmons),,46,55
230,2,2:01.0,B. Simmons makes free throw 1 of 2,,47,55
231,2,2:01.0,B. Simmons makes free throw 2 of 2,,48,55
232,2,1:53.0,,J. Brunson makes 2-pt layup from 6 ft (assist by M. Kleber),48,57
233,2,1:37.0,Turnover by J. Redick (lost ball; steal by D. Finney-Smith),,48,57
234,2,1:33.0,,J. Brunson makes 3-pt jump shot from 25 ft (assist by M. Kleber),48,60
235,2,1:22.0,Shooting foul by S. Mejri (drawn by B. Simmons),,48,60
236,2,1:22.0,B. Simmons misses free throw 1 of 2,,48,60
237,2,1:22.0,Offensive rebound by Team,,48,60
238,2,1:22.0,T. Harris enters the game for S. Milton,,48,60
239,2,1:22.0,,D. Powell enters the game for S. Mejri,48,60
240,2,1:22.0,B. Simmons misses free throw 2 of 2,,48,60
241,2,1:19.0,,Defensive rebound by D. Powell,48,60
242,2,1:05.0,,M. Kleber makes 2-pt hook shot from 10 ft,48,62
243,2,0:51.0,B. Simmons misses 2-pt layup from 6 ft,,48,62
244,2,0:49.0,,Defensive rebound by M. Kleber,48,62
245,2,0:33.0,,J. Brunson misses 2-pt layup from 2 ft,48,62
246,2,0:31.0,Defensive rebound by T. Harris,,48,62
247,2,0:25.0,Shooting foul by J. Jackson (drawn by J. Redick),,48,62
248,2,0:25.0,J. Redick makes free throw 1 of 2,,49,62
249,2,0:25.0,,D. Nowitzki enters the game for M. Kleber,49,62
250,2,0:25.0,J. Redick makes free throw 2 of 2,,50,62
251,2,0:15.0,,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by D. Powell),50,65
252,2,0:15.0,Turnover by J. Bolden (bad pass),,50,65
253,2,0:04.0,,D. Nowitzki makes 3-pt jump shot from 23 ft (assist by J. Brunson),50,68
254,2,0:00.0,B. Simmons misses 3-pt jump shot from 31 ft,,50,68
255,2,0:00.0,Offensive rebound by Team,,50,68
256,3,11:42.0,,J. Jackson makes 2-pt layup from 3 ft (assist by J. Brunson),50,70
257,3,11:27.0,T. Harris misses 2-pt jump shot from 8 ft,,50,70
258,3,11:25.0,,Defensive rebound by D. Nowitzki,50,70
259,3,11:19.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,50,70
260,3,11:15.0,Defensive rebound by J. Bolden,,50,70
261,3,11:00.0,B. Simmons misses 2-pt jump shot from 7 ft,,50,70
262,3,10:58.0,,Defensive rebound by J. Jackson,50,70
263,3,10:43.0,,D. Nowitzki misses 2-pt jump shot from 13 ft,50,70
264,3,10:40.0,Defensive rebound by B. Simmons,,50,70
265,3,10:33.0,J. Ennis misses 3-pt jump shot from 25 ft,,50,70
266,3,10:31.0,,Defensive rebound by J. Jackson,50,70
267,3,10:22.0,,J. Jackson misses 3-pt jump shot from 26 ft,50,70
268,3,10:18.0,Defensive rebound by J. Redick,,50,70
269,3,10:15.0,B. Simmons makes 2-pt layup from 2 ft,,52,70
270,3,10:15.0,Shooting foul by D. Powell (drawn by B. Simmons),,52,70
271,3,10:15.0,B. Simmons makes free throw 1 of 1,,53,70
272,3,10:02.0,,D. Nowitzki misses 2-pt jump shot from 7 ft (block by T. Harris),53,70
273,3,9:59.0,Defensive rebound by J. Bolden,,53,70
274,3,9:56.0,Turnover by B. Simmons (offensive foul),,53,70
275,3,9:56.0,Offensive foul by B. Simmons (drawn by J. Brunson),,53,70
276,3,9:43.0,,Turnover by D. Powell (bad pass),53,70
277,3,9:30.0,T. Harris misses 3-pt jump shot from 23 ft,,53,70
278,3,9:27.0,Offensive rebound by J. Bolden,,53,70
279,3,9:17.0,J. Ennis makes 2-pt dunk from 1 ft (assist by T. Harris),,55,70
280,3,8:55.0,,Shooting foul by J. Redick (drawn by J. Jackson),55,70
281,3,8:55.0,,J. Jackson makes free throw 1 of 2,55,71
282,3,8:55.0,,J. Jackson misses free throw 2 of 2,55,71
283,3,8:53.0,Defensive rebound by B. Simmons,,55,71
284,3,8:43.0,B. Simmons misses 2-pt layup from 2 ft,,55,71
285,3,8:42.0,Offensive rebound by B. Simmons,,55,71
286,3,8:42.0,Shooting foul by C. Lee (drawn by B. Simmons),,55,71
287,3,8:42.0,B. Simmons makes free throw 1 of 2,,56,71
288,3,8:42.0,B. Simmons misses free throw 2 of 2,,56,71
289,3,8:40.0,,Defensive rebound by D. Nowitzki,56,71
290,3,8:29.0,,Shooting foul by B. Simmons (drawn by J. Jackson),56,71
291,3,8:29.0,,J. Jackson makes free throw 1 of 2,56,72
292,3,8:29.0,,J. Jackson makes free throw 2 of 2,56,73
293,3,8:19.0,J. Redick misses 3-pt jump shot from 25 ft,,56,73
294,3,8:16.0,Offensive rebound by J. Ennis,,56,73
295,3,8:15.0,J. Ennis misses 2-pt layup from 1 ft,,56,73
296,3,8:14.0,,Defensive rebound by D. Nowitzki,56,73
297,3,8:08.0,,J. Brunson makes 2-pt jump shot from 11 ft,56,75
298,3,8:00.0,Shooting foul by C. Lee (drawn by B. Simmons),,56,75
299,3,8:00.0,B. Marjanović enters the game for J. Bolden,,56,75
300,3,8:00.0,M. Scott enters the game for J. Ennis,,56,75
301,3,8:00.0,Z. Smith enters the game for J. Redick,,56,75
302,3,8:00.0,B. Simmons makes free throw 1 of 2,,57,75
303,3,8:00.0,B. Simmons makes free throw 2 of 2,,58,75
304,3,7:43.0,,Shooting foul by B. Marjanović (drawn by D. Powell),58,75
305,3,7:43.0,,D. Powell misses free throw 1 of 2,58,75
306,3,7:43.0,,Offensive rebound by Team,58,75
307,3,7:43.0,T. McConnell enters the game for B. Simmons,,58,75
308,3,7:43.0,,D. Powell makes free throw 2 of 2,58,76
309,3,7:32.0,T. Harris makes 2-pt jump shot from 13 ft,,60,76
310,3,7:18.0,,D. Powell makes 3-pt jump shot from 26 ft (assist by J. Brunson),60,79
311,3,7:03.0,T. Harris makes 2-pt jump shot from 4 ft,,62,79
312,3,6:50.0,,J. Brunson misses 2-pt jump shot from 14 ft,62,79
313,3,6:47.0,Defensive rebound by T. McConnell,,62,79
314,3,6:38.0,T. McConnell makes 2-pt layup from 1 ft (assist by T. Harris),,64,79
315,3,6:38.0,,Dallas full timeout,64,79
316,3,6:38.0,,M. Kleber enters the game for D. Nowitzki,64,79
317,3,6:38.0,,S. Mejri enters the game for D. Powell,64,79
318,3,6:24.0,,C. Lee misses 3-pt jump shot from 24 ft,64,79
319,3,6:21.0,Defensive rebound by M. Scott,,64,79
320,3,6:14.0,T. Harris makes 2-pt jump shot from 17 ft,,66,79
321,3,5:55.0,,Turnover by C. Lee (traveling),66,79
322,3,5:37.0,M. Scott makes 2-pt jump shot from 12 ft (assist by T. McConnell),,68,79
323,3,5:15.0,,J. Jackson misses 3-pt jump shot from 24 ft,68,79
324,3,5:11.0,Defensive rebound by T. McConnell,,68,79
325,3,5:09.0,Z. Smith misses 2-pt layup from 2 ft,,68,79
326,3,5:07.0,,Defensive rebound by J. Jackson,68,79
327,3,4:56.0,,J. Jackson makes 2-pt hook shot from 1 ft (assist by J. Brunson),68,81
328,3,4:55.0,Philadelphia full timeout,,68,81
329,3,4:35.0,T. Harris makes 2-pt jump shot from 10 ft,,70,81
330,3,4:18.0,,S. Mejri makes 2-pt layup from 4 ft (assist by J. Jackson),70,83
331,3,4:18.0,,Shooting foul by T. Harris (drawn by S. Mejri),70,83
332,3,4:18.0,,S. Mejri makes free throw 1 of 1,70,84
333,3,4:02.0,Shooting foul by J. Jackson (drawn by T. Harris),,70,84
334,3,4:02.0,T. Harris misses free throw 1 of 2,,70,84
335,3,4:02.0,Offensive rebound by Team,,70,84
336,3,4:02.0,,T. Burke enters the game for J. Brunson,70,84
337,3,4:02.0,T. Harris makes free throw 2 of 2,,71,84
338,3,3:49.0,,J. Jackson makes 2-pt layup at rim (assist by T. Burke),71,86
339,3,3:31.0,T. Harris makes 2-pt layup from 1 ft (assist by M. Scott),,73,86
340,3,3:15.0,,S. Mejri misses 3-pt jump shot from 25 ft,73,86
341,3,3:11.0,Defensive rebound by B. Marjanović,,73,86
342,3,3:05.0,M. Scott misses 3-pt jump shot from 25 ft,,73,86
343,3,3:03.0,,Defensive rebound by Team,73,86
344,3,3:03.0,Loose ball foul by B. Marjanović (drawn by J. Jackson),,73,86
345,3,3:03.0,,J. Jackson makes free throw 1 of 2,73,87
346,3,3:03.0,J. Bolden enters the game for T. Harris,,73,87
347,3,3:03.0,J. Ennis enters the game for B. Marjanović,,73,87
348,3,3:03.0,B. Simmons enters the game for M. Scott,,73,87
349,3,3:03.0,,D. Macon enters the game for C. Lee,73,87
350,3,3:03.0,,J. Jackson makes free throw 2 of 2,73,88
351,3,2:51.0,J. Bolden misses 3-pt jump shot from 25 ft,,73,88
352,3,2:46.0,,Defensive rebound by M. Kleber,73,88
353,3,2:38.0,,M. Kleber misses 2-pt layup from 1 ft,73,88
354,3,2:36.0,,Offensive rebound by M. Kleber,73,88
355,3,2:35.0,,M. Kleber makes 2-pt layup at rim,73,90
356,3,2:35.0,Philadelphia full timeout,,73,90
357,3,2:35.0,J. Redick enters the game for T. McConnell,,73,90
358,3,2:35.0,M. Scott enters the game for Z. Smith,,73,90
359,3,2:21.0,J. Redick misses 2-pt jump shot from 22 ft,,73,90
360,3,2:17.0,Offensive rebound by J. Ennis,,73,90
361,3,2:16.0,J. Bolden makes 2-pt layup at rim (assist by J. Ennis),,75,90
362,3,2:00.0,,J. Jackson makes 2-pt layup from 4 ft (assist by T. Burke),75,92
363,3,1:50.0,J. Redick misses 3-pt jump shot from 25 ft,,75,92
364,3,1:48.0,,Defensive rebound by S. Mejri,75,92
365,3,1:38.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by D. Macon),75,95
366,3,1:29.0,B. Simmons misses 2-pt layup from 2 ft,,75,95
367,3,1:27.0,,Defensive rebound by S. Mejri,75,95
368,3,1:22.0,,Offensive foul by D. Macon (drawn by J. Redick),75,95
369,3,1:22.0,,Turnover by D. Macon (offensive foul),75,95
370,3,1:20.0,Personal foul by J. Jackson (drawn by M. Scott),,75,95
371,3,1:20.0,M. Scott makes free throw 1 of 2,,76,95
372,3,1:20.0,,D. Finney-Smith enters the game for J. Jackson,76,95
373,3,1:20.0,M. Scott makes free throw 2 of 2,,77,95
374,3,1:02.0,,T. Burke misses 3-pt jump shot from 26 ft,77,95
375,3,0:59.0,Defensive rebound by J. Ennis,,77,95
376,3,0:37.0,J. Bolden misses 2-pt layup from 6 ft (block by S. Mejri),,77,95
377,3,0:34.0,,Defensive rebound by S. Mejri,77,95
378,3,0:23.0,,D. Finney-Smith makes 2-pt layup at rim,77,97
379,3,0:03.0,B. Simmons misses 2-pt hook shot from 2 ft,,77,97
380,3,0:01.0,,Defensive rebound by S. Mejri,77,97
381,3,0:01.0,,Turnover by S. Mejri (bad pass; steal by J. Redick),77,97
382,3,0:00.0,J. Redick misses 3-pt jump shot from 26 ft,,77,97
383,3,0:00.0,Offensive rebound by Team,,77,97
384,4,11:48.0,J. Redick makes 2-pt jump shot from 20 ft (assist by J. Ennis),,79,97
385,4,11:34.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft,79,97
386,4,11:31.0,Defensive rebound by T. Harris,,79,97
387,4,11:23.0,T. Harris misses 3-pt jump shot from 28 ft,,79,97
