,QUARTER,TIME_REMAINING,DALLAS_ACTION,PHOENIX_ACTION,DALLAS_SCORE,PHOENIX_SCORE
0,1,11:43.0,W. Matthews misses 3-pt jump shot from 23 ft,,0,0
1,1,11:39.0,,Defensive rebound by D. Ayton,0,0
2,1,11:26.0,,D. Booker misses 3-pt jump shot from 25 ft,0,0
3,1,11:23.0,Defensive rebound by L. Dončić,,0,0
4,1,11:16.0,D. Jordan makes 2-pt dunk at rim (assist by L. Dončić),,2,0
5,1,11:04.0,,D. Ayton makes 2-pt layup at rim (assist by R. Anderson),2,2
6,1,11:04.0,,Shooting foul by L. Dončić (drawn by D. Ayton),2,2
7,1,11:04.0,,D. Ayton makes free throw 1 of 1,2,3
8,1,10:48.0,Personal foul by I. Canaan (drawn by D. Jordan),,2,3
9,1,10:39.0,L. Dončić misses 2-pt jump shot from 21 ft,,2,3
10,1,10:38.0,,Defensive rebound by D. Ayton,2,3
11,1,10:24.0,,D. Ayton makes 2-pt jump shot from 18 ft (assist by D. Booker),2,5
12,1,10:06.0,W. Matthews misses 3-pt jump shot from 25 ft,,2,5
13,1,10:03.0,,Defensive rebound by D. Ayton,2,5
14,1,9:56.0,,Turnover by D. Booker (bad pass; steal by D. Jordan),2,5
15,1,9:49.0,L. Dončić makes 2-pt dunk from 1 ft (assist by W. Matthews),,4,5
16,1,9:36.0,,I. Canaan makes 3-pt jump shot from 26 ft (assist by D. Booker),4,8
17,1,9:36.0,,Away from play foul by D. Jordan (drawn by D. Ayton),4,8
18,1,9:36.0,,D. Ayton makes free throw 1 of 1,4,9
19,1,9:21.0,L. Dončić misses 3-pt jump shot from 26 ft,,4,9
20,1,9:16.0,,Defensive rebound by R. Anderson,4,9
21,1,9:07.0,,D. Booker makes 2-pt layup from 1 ft (assist by I. Canaan),4,11
22,1,9:07.0,Dallas full timeout,,4,11
23,1,8:58.0,Personal foul by D. Booker (drawn by W. Matthews),,4,11
24,1,8:52.0,L. Dončić makes 2-pt layup from 1 ft (assist by D. Jordan),,6,11
25,1,8:32.0,,D. Booker makes 2-pt layup from 1 ft (assist by D. Ayton),6,13
26,1,8:20.0,D. Finney-Smith misses 3-pt jump shot from 25 ft,,6,13
27,1,8:19.0,,Defensive rebound by I. Canaan,6,13
28,1,8:00.0,,T. Ariza misses 3-pt jump shot from 27 ft,6,13
29,1,7:56.0,Defensive rebound by L. Dončić,,6,13
30,1,7:50.0,D. Jordan makes 2-pt layup from 1 ft (assist by L. Dončić),,8,13
31,1,7:39.0,,Turnover by R. Anderson (bad pass; steal by D. Smith),8,13
32,1,7:36.0,D. Smith makes 2-pt dunk from 1 ft,,10,13
33,1,7:21.0,,I. Canaan misses 3-pt jump shot from 26 ft,10,13
34,1,7:18.0,Defensive rebound by D. Jordan,,10,13
35,1,7:13.0,Personal foul by T. Ariza (drawn by L. Dončić),,10,13
36,1,7:06.0,D. Jordan makes 2-pt dunk at rim (assist by L. Dončić),,12,13
37,1,6:43.0,,D. Ayton makes 2-pt jump shot from 20 ft (assist by I. Canaan),12,15
38,1,6:21.0,D. Jordan misses 2-pt hook shot from 1 ft,,12,15
39,1,6:19.0,,Defensive rebound by T. Ariza,12,15
40,1,6:14.0,,T. Ariza makes 3-pt jump shot from 26 ft (assist by D. Booker),12,18
41,1,5:47.0,D. Jordan misses 2-pt hook shot from 1 ft,,12,18
42,1,5:46.0,Offensive rebound by D. Jordan,,12,18
43,1,5:46.0,D. Jordan misses 2-pt layup from 1 ft,,12,18
44,1,5:46.0,,Defensive rebound by R. Anderson,12,18
45,1,5:38.0,,D. Booker makes 2-pt layup from 1 ft,12,20
46,1,5:23.0,D. Jordan makes 2-pt dunk at rim (assist by D. Smith),,14,20
47,1,5:07.0,,T. Ariza misses 2-pt layup from 1 ft,14,20
48,1,5:05.0,Defensive rebound by D. Jordan,,14,20
49,1,4:59.0,D. Smith misses 3-pt jump shot from 25 ft,,14,20
50,1,4:57.0,Offensive rebound by W. Matthews,,14,20
51,1,4:48.0,L. Dončić makes 2-pt layup from 2 ft (assist by W. Matthews),,16,20
52,1,4:47.0,,Phoenix full timeout,16,20
53,1,4:47.0,D. Harris enters the game for W. Matthews,,16,20
54,1,4:47.0,,J. Jackson enters the game for R. Anderson,16,20
55,1,4:47.0,,T. Warren enters the game for D. Booker,16,20
56,1,4:32.0,,T. Ariza makes 3-pt jump shot from 26 ft (assist by T. Warren),16,23
57,1,4:15.0,D. Smith misses 2-pt layup from 1 ft,,16,23
58,1,4:15.0,,Defensive rebound by J. Jackson,16,23
59,1,4:11.0,,Shooting foul by L. Dončić (drawn by J. Jackson),16,23
60,1,4:11.0,,J. Jackson misses free throw 1 of 2,16,23
61,1,4:11.0,,Offensive rebound by Team,16,23
62,1,4:11.0,J. Barea enters the game for L. Dončić,,16,23
63,1,4:11.0,,T. Chandler enters the game for D. Ayton,16,23
64,1,4:11.0,,J. Jackson makes free throw 2 of 2,16,24
65,1,3:56.0,J. Barea makes 2-pt layup from 1 ft,,18,24
66,1,3:40.0,,I. Canaan misses 3-pt jump shot from 26 ft,18,24
67,1,3:40.0,Defensive rebound by D. Finney-Smith,,18,24
68,1,3:29.0,D. Smith misses 2-pt jump shot from 12 ft,,18,24
69,1,3:28.0,Offensive rebound by D. Smith,,18,24
70,1,3:20.0,D. Harris misses 3-pt jump shot from 26 ft,,18,24
71,1,3:16.0,,Defensive rebound by T. Chandler,18,24
72,1,3:08.0,,T. Warren makes 3-pt jump shot from 23 ft (assist by T. Ariza),18,27
73,1,2:57.0,D. Jordan makes 2-pt layup from 1 ft (assist by J. Barea),,20,27
74,1,2:57.0,Shooting foul by T. Chandler (drawn by D. Jordan),,20,27
75,1,2:57.0,R. Broekhoff enters the game for D. Finney-Smith,,20,27
76,1,2:57.0,M. Kleber enters the game for D. Smith,,20,27
77,1,2:57.0,,E. Okobo enters the game for I. Canaan,20,27
78,1,2:57.0,D. Jordan makes free throw 1 of 1,,21,27
79,1,2:33.0,,T. Warren misses 2-pt jump shot from 13 ft,21,27
80,1,2:31.0,Defensive rebound by D. Jordan,,21,27
81,1,2:23.0,R. Broekhoff misses 3-pt jump shot from 23 ft,,21,27
82,1,2:20.0,Offensive rebound by D. Jordan,,21,27
83,1,2:10.0,R. Broekhoff makes 3-pt jump shot from 23 ft (assist by D. Harris),,24,27
84,1,1:51.0,,J. Jackson makes 2-pt jump shot from 5 ft,24,29
85,1,1:38.0,J. Barea misses 2-pt jump shot from 10 ft,,24,29
86,1,1:36.0,,Defensive rebound by T. Chandler,24,29
87,1,1:28.0,,T. Warren makes 3-pt jump shot from 25 ft (assist by E. Okobo),24,32
88,1,1:12.0,J. Barea misses 3-pt jump shot from 25 ft,,24,32
89,1,1:09.0,,Defensive rebound by T. Ariza,24,32
