,QUARTER,TIME_REMAINING,DETROIT_ACTION,CLEVELAND_ACTION,DETROIT_SCORE,CLEVELAND_SCORE
154,2,6:00.0,B. Griffin enters the game for G. Robinson,,58,31
155,2,6:00.0,,L. Nance enters the game for N. Stauskas,58,31
156,2,5:47.0,L. Kennard makes 3-pt jump shot from 27 ft (assist by B. Griffin),,61,31
157,2,5:37.0,,Personal foul by L. Galloway (drawn by B. Knight),61,31
158,2,5:37.0,A. Drummond enters the game for T. Maker,,61,31
159,2,5:23.0,,L. Nance misses 3-pt jump shot from 23 ft,61,31
160,2,5:19.0,Defensive rebound by A. Drummond,,61,31
161,2,5:14.0,I. Smith misses 2-pt jump shot from 3 ft,,61,31
162,2,5:10.0,,Defensive rebound by M. Chriss,61,31
163,2,5:06.0,,L. Nance makes 2-pt layup from 2 ft,61,33
164,2,5:02.0,,Violation by Team (delay of game),61,33
165,2,4:59.0,Detroit full timeout,,61,33
166,2,4:59.0,B. Brown enters the game for L. Galloway,,61,33
167,2,4:59.0,W. Ellington enters the game for L. Kennard,,61,33
168,2,4:59.0,R. Jackson enters the game for I. Smith,,61,33
169,2,4:41.0,Turnover by R. Jackson (lost ball; steal by B. Knight),,61,33
170,2,4:40.0,,Shooting foul by W. Ellington (drawn by B. Knight),61,33
171,2,4:40.0,,B. Knight makes free throw 1 of 2,61,34
172,2,4:40.0,,B. Knight misses free throw 2 of 2,61,34
173,2,4:36.0,Defensive rebound by B. Brown,,61,34
174,2,4:17.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by B. Griffin),,64,34
175,2,3:55.0,,C. Sexton misses 2-pt jump shot from 2 ft,64,34
176,2,3:53.0,Defensive rebound by B. Griffin,,64,34
177,2,3:49.0,B. Griffin misses 3-pt jump shot from 26 ft,,64,34
178,2,3:49.0,Offensive rebound by Team,,64,34
179,2,3:49.0,,Loose ball foul by C. Osman (drawn by A. Drummond),64,34
180,2,3:41.0,R. Jackson makes 2-pt jump shot from 8 ft,,66,34
181,2,3:29.0,,Turnover by M. Chriss (traveling),66,34
182,2,3:00.0,Turnover by Team (shot clock),,66,34
183,2,2:46.0,,M. Chriss makes 3-pt jump shot from 24 ft (assist by C. Osman),66,37
184,2,2:36.0,W. Ellington misses 3-pt jump shot from 26 ft,,66,37
185,2,2:33.0,,Defensive rebound by L. Nance,66,37
186,2,2:23.0,,M. Chriss misses 3-pt jump shot from 26 ft,66,37
187,2,2:20.0,Defensive rebound by W. Ellington,,66,37
188,2,2:17.0,Shooting foul by C. Osman (drawn by A. Drummond),,66,37
189,2,2:17.0,A. Drummond misses free throw 1 of 2,,66,37
190,2,2:17.0,Offensive rebound by Team,,66,37
191,2,2:17.0,A. Drummond makes free throw 2 of 2,,67,37
192,2,2:05.0,,M. Chriss misses 3-pt jump shot from 26 ft,67,37
193,2,1:55.0,,Offensive rebound by C. Osman,67,37
194,2,1:54.0,,C. Sexton misses 2-pt jump shot from 1 ft,67,37
195,2,1:54.0,Defensive rebound by R. Jackson,,67,37
196,2,1:42.0,B. Griffin misses 2-pt layup from 2 ft,,67,37
197,2,1:36.0,Offensive rebound by B. Griffin,,67,37
198,2,1:36.0,B. Griffin makes 2-pt layup at rim,,69,37
199,2,1:33.0,,B. Knight misses 2-pt jump shot from 9 ft,69,37
200,2,1:33.0,Defensive rebound by B. Griffin,,69,37
201,2,1:27.0,B. Brown misses 2-pt dunk at rim,,69,37
202,2,1:23.0,,Defensive rebound by L. Nance,69,37
203,2,1:17.0,,Personal foul by W. Ellington (drawn by M. Chriss),69,37
204,2,1:17.0,,M. Chriss makes free throw 1 of 2,69,38
205,2,1:17.0,,M. Chriss misses free throw 2 of 2,69,38
206,2,1:15.0,Defensive rebound by A. Drummond,,69,38
207,2,1:01.0,Personal foul by C. Sexton (drawn by R. Jackson),,69,38
208,2,0:53.0,R. Jackson misses 2-pt jump shot from 7 ft,,69,38
209,2,0:51.0,,Defensive rebound by B. Knight,69,38
210,2,0:46.0,,C. Osman misses 3-pt jump shot from 23 ft,69,38
211,2,0:43.0,Defensive rebound by A. Drummond,,69,38
212,2,0:29.0,Turnover by B. Griffin (lost ball; steal by L. Nance),,69,38
213,2,0:22.0,,C. Osman misses 2-pt layup from 3 ft (block by W. Ellington),69,38
214,2,0:18.0,Defensive rebound by B. Brown,,69,38
215,2,0:04.0,Personal foul by C. Osman (drawn by R. Jackson),,69,38
216,2,0:04.0,R. Jackson makes free throw 1 of 2,,70,38
217,2,0:04.0,R. Jackson makes free throw 2 of 2,,71,38
218,2,0:00.0,,L. Nance misses 3-pt jump shot from 28 ft (block by B. Griffin),71,38
219,2,0:00.0,,Offensive rebound by Team,71,38
220,3,11:47.0,,Offensive foul by M. Chriss (drawn by W. Ellington),71,38
221,3,11:47.0,,Turnover by M. Chriss (offensive foul),71,38
222,3,11:26.0,R. Jackson makes 3-pt jump shot from 29 ft (assist by B. Griffin),,74,38
223,3,10:59.0,,B. Knight makes 3-pt jump shot from 26 ft (assist by L. Nance),74,41
224,3,10:38.0,R. Jackson misses 2-pt jump shot from 10 ft,,74,41
225,3,10:36.0,Offensive rebound by R. Jackson,,74,41
226,3,10:32.0,W. Ellington misses 2-pt jump shot from 9 ft,,74,41
227,3,10:27.0,Offensive rebound by B. Griffin,,74,41
228,3,10:25.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by B. Griffin),,77,41
229,3,10:01.0,,Personal foul by A. Drummond (drawn by C. Sexton),77,41
230,3,9:48.0,,B. Knight misses 2-pt layup from 6 ft (block by A. Drummond),77,41
231,3,9:44.0,,Offensive rebound by C. Osman,77,41
232,3,9:43.0,,C. Osman misses 2-pt jump shot from 21 ft,77,41
233,3,9:43.0,,Offensive rebound by L. Nance,77,41
234,3,9:43.0,,L. Nance misses 2-pt hook shot from 12 ft,77,41
235,3,9:43.0,Defensive rebound by Team,,77,41
236,3,9:31.0,R. Jackson makes 3-pt jump shot from 33 ft (assist by B. Griffin),,80,41
237,3,9:16.0,,C. Osman makes 3-pt jump shot from 26 ft (assist by L. Nance),80,44
238,3,9:06.0,Personal foul by B. Knight (drawn by R. Jackson),,80,44
239,3,9:00.0,B. Griffin makes 2-pt dunk at rim (assist by R. Jackson),,82,44
240,3,8:46.0,,Shooting foul by R. Jackson (drawn by C. Sexton),82,44
241,3,8:46.0,,C. Sexton makes free throw 1 of 2,82,45
242,3,8:46.0,,C. Sexton makes free throw 2 of 2,82,46
243,3,8:32.0,B. Brown misses 2-pt layup from 1 ft,,82,46
244,3,8:32.0,,Defensive rebound by Team,82,46
245,3,8:32.0,Loose ball foul by A. Drummond (drawn by L. Nance),,82,46
246,3,8:16.0,,B. Knight makes 3-pt jump shot from 23 ft,82,49
247,3,8:06.0,Shooting foul by M. Chriss (drawn by A. Drummond),,82,49
248,3,8:06.0,A. Drummond makes free throw 1 of 2,,83,49
249,3,8:06.0,A. Drummond makes free throw 2 of 2,,84,49
250,3,7:54.0,,M. Chriss misses 2-pt dunk from 5 ft,84,49
251,3,7:50.0,Defensive rebound by B. Brown,,84,49
252,3,7:41.0,Turnover by W. Ellington (bad pass; steal by C. Osman),,84,49
253,3,7:40.0,,Shooting foul by R. Jackson (drawn by C. Sexton),84,49
254,3,7:40.0,,C. Sexton makes free throw 1 of 2,84,50
255,3,7:40.0,,C. Sexton misses free throw 2 of 2,84,50
256,3,7:40.0,Defensive rebound by B. Griffin,,84,50
257,3,7:17.0,R. Jackson makes 2-pt jump shot from 16 ft,,86,50
258,3,7:00.0,,Shooting foul by A. Drummond (drawn by M. Chriss),86,50
259,3,7:00.0,,M. Chriss makes free throw 1 of 2,86,51
260,3,7:00.0,,M. Chriss makes free throw 2 of 2,86,52
261,3,6:43.0,B. Brown misses 3-pt jump shot from 24 ft,,86,52
262,3,6:39.0,,Defensive rebound by M. Chriss,86,52
263,3,6:33.0,,C. Osman makes 3-pt jump shot from 27 ft (assist by B. Knight),86,55
264,3,6:21.0,Turnover by A. Drummond (out of bounds lost ball),,86,55
265,3,6:21.0,,Cleveland full timeout,86,55
266,3,6:04.0,,M. Chriss makes 3-pt jump shot from 25 ft (assist by B. Knight),86,58
267,3,5:47.0,Shooting foul by C. Sexton (drawn by B. Brown),,86,58
268,3,5:47.0,B. Brown makes free throw 1 of 2,,87,58
269,3,5:47.0,B. Brown makes free throw 2 of 2,,88,58
270,3,5:27.0,,C. Sexton misses 2-pt layup from 3 ft,88,58
271,3,5:27.0,Defensive rebound by B. Brown,,88,58
272,3,5:18.0,B. Griffin makes 3-pt jump shot from 25 ft,,91,58
273,3,5:04.0,,Turnover by C. Osman (out of bounds lost ball),91,58
274,3,5:04.0,,J. Clarkson enters the game for B. Knight,91,58
275,3,4:55.0,W. Ellington makes 3-pt jump shot from 27 ft (assist by B. Griffin),,94,58
276,3,4:40.0,,Turnover by C. Osman (lost ball; steal by W. Ellington),94,58
277,3,4:37.0,B. Brown makes 2-pt layup from 1 ft (assist by W. Ellington),,96,58
278,3,4:36.0,,Cleveland full timeout,96,58
279,3,4:36.0,L. Kennard enters the game for W. Ellington,,96,58
280,3,4:36.0,I. Smith enters the game for R. Jackson,,96,58
281,3,4:36.0,,D. Nwaba enters the game for M. Chriss,96,58
282,3,4:29.0,,Personal foul by L. Kennard (drawn by C. Osman),96,58
283,3,4:29.0,,C. Osman makes free throw 1 of 2,96,59
284,3,4:29.0,,C. Osman makes free throw 2 of 2,96,60
285,3,4:13.0,B. Griffin makes 2-pt layup from 1 ft (assist by A. Drummond),,98,60
286,3,4:04.0,,Personal foul by A. Drummond (drawn by L. Nance),98,60
287,3,4:04.0,,L. Nance misses free throw 1 of 2,98,60
288,3,4:04.0,,Offensive rebound by Team,98,60
289,3,4:04.0,T. Maker enters the game for A. Drummond,,98,60
290,3,4:04.0,,L. Nance makes free throw 2 of 2,98,61
291,3,3:48.0,L. Kennard misses 2-pt jump shot from 15 ft,,98,61
292,3,3:45.0,,Defensive rebound by C. Sexton,98,61
293,3,3:41.0,,C. Sexton makes 2-pt layup from 2 ft,98,63
294,3,3:28.0,Turnover by B. Griffin (bad pass; steal by J. Clarkson),,98,63
295,3,3:24.0,,J. Clarkson makes 2-pt layup from 1 ft,98,65
296,3,2:59.0,Turnover by B. Griffin (bad pass; steal by D. Nwaba),,98,65
297,3,2:57.0,,C. Sexton makes 2-pt layup from 1 ft,98,67
298,3,2:57.0,,Shooting foul by I. Smith (drawn by C. Sexton),98,67
299,3,2:57.0,,C. Sexton misses free throw 1 of 1,98,67
300,3,2:54.0,Defensive rebound by T. Maker,,98,67
301,3,2:31.0,I. Smith misses 3-pt jump shot from 47 ft,,98,67
302,3,2:31.0,Offensive rebound by Team,,98,67
303,3,2:31.0,Turnover by Team (shot clock),,98,67
304,3,2:09.0,,J. Clarkson misses 3-pt jump shot from 26 ft,98,67
305,3,2:07.0,Defensive rebound by B. Griffin,,98,67
306,3,1:59.0,Personal foul by J. Clarkson (drawn by B. Griffin),,98,67
307,3,1:59.0,L. Galloway enters the game for B. Brown,,98,67
308,3,1:59.0,Z. Pachulia enters the game for B. Griffin,,98,67
309,3,1:46.0,I. Smith misses 3-pt jump shot from 25 ft,,98,67
310,3,1:43.0,,Defensive rebound by L. Nance,98,67
311,3,1:38.0,,Turnover by L. Nance (out of bounds lost ball),98,67
312,3,1:29.0,L. Kennard misses 2-pt jump shot from 21 ft,,98,67
313,3,1:25.0,,Defensive rebound by C. Sexton,98,67
314,3,1:15.0,,L. Nance makes 3-pt jump shot from 28 ft (assist by J. Clarkson),98,70
315,3,0:58.0,L. Kennard makes 2-pt layup at rim (assist by T. Maker),,100,70
316,3,0:50.0,,Shooting foul by I. Smith (drawn by C. Sexton),100,70
317,3,0:50.0,,C. Frye enters the game for L. Nance,100,70
318,3,0:50.0,,C. Sexton makes free throw 1 of 2,100,71
319,3,0:50.0,,C. Sexton makes free throw 2 of 2,100,72
320,3,0:28.0,L. Galloway misses 3-pt jump shot from 23 ft,,100,72
321,3,0:25.0,,Defensive rebound by C. Frye,100,72
322,3,0:02.0,,C. Sexton misses 2-pt jump shot from 23 ft,100,72
323,3,0:01.0,Defensive rebound by I. Smith,,100,72
324,4,11:38.0,L. Kennard makes 3-pt jump shot from 28 ft (assist by I. Smith),,103,72
325,4,11:22.0,,C. Frye misses 3-pt jump shot from 24 ft,103,72
326,4,11:20.0,Defensive rebound by T. Maker,,103,72
327,4,11:17.0,L. Galloway makes 3-pt jump shot from 23 ft (assist by I. Smith),,106,72
328,4,10:58.0,,Personal foul by L. Galloway (drawn by J. Clarkson),106,72
329,4,10:58.0,,M. Dellavedova enters the game for C. Osman,106,72
330,4,10:58.0,,N. Stauskas enters the game for C. Sexton,106,72
331,4,10:50.0,,D. Nwaba misses 3-pt jump shot from 26 ft,106,72
332,4,10:46.0,Defensive rebound by I. Smith,,106,72
333,4,10:44.0,Turnover by I. Smith (lost ball; steal by J. Clarkson),,106,72
334,4,10:39.0,,J. Clarkson makes 2-pt layup from 2 ft,106,74
335,4,10:21.0,L. Kennard makes 3-pt jump shot from 26 ft (assist by T. Maker),,109,74
336,4,10:11.0,,J. Clarkson makes 2-pt dunk from 2 ft (assist by M. Dellavedova),109,76
337,4,9:54.0,Personal foul by J. Clarkson (drawn by L. Galloway),,109,76
338,4,9:43.0,Z. Pachulia misses 2-pt layup from 2 ft (block by C. Frye),,109,76
339,4,9:42.0,Offensive rebound by Team,,109,76
340,4,9:40.0,L. Kennard makes 3-pt jump shot from 26 ft (assist by I. Smith),,112,76
341,4,9:18.0,,Shooting foul by I. Smith (drawn by J. Clarkson),112,76
342,4,9:18.0,,J. Clarkson makes free throw 1 of 2,112,77
343,4,9:18.0,,J. Clarkson makes free throw 2 of 2,112,78
344,4,8:51.0,L. Kennard makes 3-pt jump shot from 34 ft,,115,78
345,4,8:35.0,,N. Stauskas misses 3-pt jump shot from 28 ft,115,78
346,4,8:33.0,,Offensive rebound by D. Nwaba,115,78
347,4,8:30.0,,C. Frye makes 3-pt jump shot from 28 ft (assist by D. Nwaba),115,81
348,4,8:29.0,Detroit full timeout,,115,81
349,4,8:29.0,G. Robinson enters the game for T. Maker,,115,81
350,4,8:08.0,G. Robinson misses 3-pt jump shot from 24 ft,,115,81
351,4,8:05.0,,Defensive rebound by J. Clarkson,115,81
352,4,7:59.0,,J. Clarkson misses 2-pt jump shot from 9 ft,115,81
353,4,7:58.0,,Offensive rebound by J. Clarkson,115,81
354,4,7:56.0,,J. Clarkson misses 2-pt layup from 2 ft,115,81
355,4,7:56.0,,Offensive rebound by Team,115,81
356,4,7:55.0,Loose ball foul by Z. Pachulia (drawn by J. Clarkson),,115,81
357,4,7:45.0,,C. Frye misses 3-pt jump shot from 28 ft,115,81
358,4,7:42.0,,Offensive rebound by N. Stauskas,115,81
359,4,7:39.0,,N. Stauskas makes 2-pt layup from 2 ft,115,83
360,4,7:22.0,I. Smith makes 2-pt layup from 1 ft,,117,83
361,4,6:57.0,,M. Dellavedova misses 3-pt jump shot from 26 ft,117,83
362,4,6:52.0,Defensive rebound by G. Robinson,,117,83
363,4,6:34.0,Shooting foul by C. Frye (drawn by L. Galloway),,117,83
364,4,6:34.0,L. Galloway makes free throw 1 of 2,,118,83
365,4,6:34.0,L. Galloway makes free throw 2 of 2,,119,83
366,4,6:18.0,,D. Nwaba makes 2-pt jump shot from 1 ft (assist by C. Frye),119,85
367,4,5:55.0,L. Kennard misses 3-pt jump shot from 27 ft,,119,85
368,4,5:55.0,,Defensive rebound by C. Frye,119,85
369,4,5:43.0,,M. Dellavedova misses 2-pt layup from 2 ft,119,85
370,4,5:40.0,Defensive rebound by Z. Pachulia,,119,85
371,4,5:30.0,Z. Pachulia misses 2-pt jump shot from 18 ft,,119,85
372,4,5:27.0,,Defensive rebound by D. Nwaba,119,85
373,4,5:22.0,,D. Nwaba misses 2-pt jump shot from 8 ft,119,85
374,4,5:18.0,Defensive rebound by L. Galloway,,119,85
375,4,5:00.0,G. Robinson misses 2-pt jump shot from 18 ft,,119,85
376,4,4:57.0,,Defensive rebound by N. Stauskas,119,85
377,4,4:50.0,,J. Clarkson misses 3-pt jump shot from 26 ft,119,85
378,4,4:47.0,Defensive rebound by L. Kennard,,119,85
379,4,4:46.0,Detroit full timeout,,119,85
380,4,4:46.0,T. Maker enters the game for L. Kennard,,119,85
381,4,4:46.0,S. Mykhailiuk enters the game for Z. Pachulia,,119,85
382,4,4:46.0,K. Thomas enters the game for I. Smith,,119,85
383,4,4:46.0,,C. Sexton enters the game for J. Clarkson,119,85
384,4,4:27.0,T. Maker makes 2-pt layup from 1 ft (assist by S. Mykhailiuk),,121,85
