,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,UTAH_ACTION,BROOKLYN_SCORE,UTAH_SCORE
226,2,1:34.0,S. Dinwiddie makes 2-pt layup from 3 ft,,39,57
227,2,1:17.0,,D. Mitchell misses 2-pt jump shot from 8 ft,39,57
228,2,1:15.0,,Offensive rebound by D. Mitchell,39,57
229,2,1:12.0,,D. Mitchell misses 2-pt jump shot from 5 ft,39,57
230,2,1:11.0,Defensive rebound by E. Davis,,39,57
231,2,1:06.0,D. Carroll makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),,42,57
232,2,0:50.0,,Shooting foul by E. Davis (drawn by R. Rubio),42,57
233,2,0:50.0,,R. Rubio makes free throw 1 of 2,42,58
234,2,0:50.0,,R. Rubio makes free throw 2 of 2,42,59
235,2,0:38.0,Personal foul by R. Rubio (drawn by S. Dinwiddie),,42,59
236,2,0:34.0,Offensive foul by E. Davis (drawn by R. Rubio),,42,59
237,2,0:34.0,Turnover by E. Davis (offensive foul),,42,59
238,2,0:22.0,,J. Crowder misses 3-pt jump shot from 25 ft,42,59
239,2,0:19.0,,Offensive rebound by D. Mitchell,42,59
240,2,0:10.0,,D. Mitchell misses 3-pt jump shot from 25 ft,42,59
241,2,0:07.0,Defensive rebound by E. Davis,,42,59
242,2,0:02.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,42,59
243,2,0:02.0,,Defensive rebound by D. Mitchell,42,59
244,3,11:40.0,,J. Ingles misses 2-pt layup from 8 ft (block by J. Allen),42,59
245,3,11:38.0,Defensive rebound by D. Russell,,42,59
246,3,11:35.0,R. Kurucs misses 3-pt jump shot from 25 ft,,42,59
247,3,11:35.0,,Defensive rebound by R. Gobert,42,59
248,3,11:24.0,,D. Favors misses 3-pt jump shot from 23 ft,42,59
249,3,11:21.0,Defensive rebound by J. Allen,,42,59
250,3,11:11.0,D. Russell misses 2-pt layup from 2 ft,,42,59
251,3,11:10.0,,Defensive rebound by D. Favors,42,59
252,3,11:05.0,,R. Rubio makes 2-pt jump shot from 14 ft,42,61
253,3,10:55.0,Personal foul by D. Mitchell (drawn by D. Russell),,42,61
254,3,10:40.0,J. Harris misses 2-pt jump shot from 15 ft,,42,61
255,3,10:38.0,,Defensive rebound by J. Ingles,42,61
256,3,10:28.0,,R. Gobert misses 2-pt hook shot from 4 ft,42,61
257,3,10:25.0,Defensive rebound by R. Kurucs,,42,61
258,3,10:22.0,D. Russell makes 3-pt jump shot from 25 ft (assist by R. Kurucs),,45,61
259,3,10:01.0,,R. Rubio misses 2-pt jump shot from 8 ft,45,61
260,3,10:00.0,Defensive rebound by R. Kurucs,,45,61
261,3,9:47.0,D. Russell misses 2-pt layup from 2 ft,,45,61
262,3,9:45.0,,Defensive rebound by D. Favors,45,61
263,3,9:37.0,,R. Gobert misses 2-pt hook shot from 8 ft,45,61
264,3,9:35.0,,Offensive rebound by R. Gobert,45,61
265,3,9:35.0,,Turnover by D. Favors (out of bounds lost ball),45,61
266,3,9:26.0,J. Harris makes 2-pt layup from 2 ft (assist by D. Russell),,47,61
267,3,9:01.0,,D. Mitchell makes 2-pt layup from 2 ft,47,63
268,3,8:49.0,D. Russell misses 2-pt jump shot from 14 ft,,47,63
269,3,8:46.0,,Defensive rebound by D. Favors,47,63
270,3,8:40.0,,D. Mitchell misses 3-pt jump shot from 25 ft,47,63
271,3,8:37.0,,Offensive rebound by D. Favors,47,63
272,3,8:35.0,,R. Rubio misses 3-pt jump shot from 25 ft,47,63
273,3,8:30.0,,Offensive rebound by R. Gobert,47,63
274,3,8:30.0,,R. Gobert makes 2-pt layup from 1 ft,47,65
275,3,8:12.0,C. LeVert misses 2-pt jump shot from 10 ft,,47,65
276,3,8:10.0,,Defensive rebound by R. Rubio,47,65
277,3,8:05.0,,R. Rubio misses 2-pt jump shot from 13 ft,47,65
278,3,8:02.0,,Offensive rebound by R. Gobert,47,65
279,3,8:02.0,,R. Gobert makes 2-pt dunk from 1 ft,47,67
280,3,8:02.0,Brooklyn full timeout,,47,67
281,3,7:53.0,J. Allen misses 3-pt jump shot from 23 ft,,47,67
282,3,7:50.0,,Defensive rebound by D. Mitchell,47,67
283,3,7:42.0,,D. Mitchell makes 2-pt jump shot from 8 ft,47,69
284,3,7:28.0,C. LeVert makes 2-pt jump shot from 10 ft,,49,69
285,3,7:06.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by R. Rubio),49,71
286,3,6:55.0,C. LeVert misses 2-pt jump shot from 10 ft,,49,71
287,3,6:52.0,,Defensive rebound by R. Rubio,49,71
288,3,6:52.0,,Personal foul by C. LeVert (drawn by R. Rubio),49,71
289,3,6:52.0,S. Dinwiddie enters the game for R. Kurucs,,49,71
290,3,6:52.0,T. Graham enters the game for C. LeVert,,49,71
291,3,6:52.0,,J. Crowder enters the game for D. Favors,49,71
292,3,6:52.0,,R. O'Neale enters the game for J. Ingles,49,71
293,3,6:37.0,,R. Gobert makes 2-pt layup from 3 ft (assist by R. O'Neale),49,73
294,3,6:22.0,D. Russell misses 3-pt jump shot from 25 ft,,49,73
295,3,6:20.0,,Defensive rebound by Team,49,73
296,3,6:20.0,,K. Korver enters the game for R. Rubio,49,73
297,3,6:04.0,,D. Mitchell makes 2-pt jump shot from 14 ft,49,75
298,3,5:45.0,D. Russell makes 3-pt jump shot from 27 ft (assist by T. Graham),,52,75
299,3,5:20.0,,Shooting foul by T. Graham (drawn by R. Gobert),52,75
300,3,5:20.0,,R. Gobert misses free throw 1 of 2,52,75
301,3,5:20.0,,Offensive rebound by Team,52,75
302,3,5:20.0,D. Carroll enters the game for D. Russell,,52,75
303,3,5:20.0,,R. Gobert misses free throw 2 of 2,52,75
304,3,5:19.0,Defensive rebound by T. Graham,,52,75
305,3,5:00.0,Turnover by S. Dinwiddie (lost ball; steal by D. Mitchell),,52,75
306,3,4:54.0,,D. Mitchell misses 3-pt jump shot from 25 ft,52,75
307,3,4:53.0,Defensive rebound by J. Harris,,52,75
308,3,4:39.0,S. Dinwiddie makes 3-pt jump shot from 23 ft,,55,75
309,3,4:16.0,,Turnover by D. Mitchell (bad pass; steal by J. Allen),55,75
310,3,4:03.0,S. Dinwiddie makes 3-pt jump shot from 25 ft (assist by D. Carroll),,58,75
311,3,4:00.0,,Utah full timeout,58,75
312,3,4:00.0,E. Davis enters the game for J. Allen,,58,75
313,3,4:00.0,T. Pinson enters the game for J. Harris,,58,75
314,3,4:00.0,,D. Favors enters the game for R. Gobert,58,75
315,3,4:00.0,,J. Ingles enters the game for D. Mitchell,58,75
316,3,4:00.0,,R. Neto enters the game for R. O'Neale,58,75
317,3,3:44.0,,K. Korver misses 3-pt jump shot from 25 ft,58,75
318,3,3:42.0,Defensive rebound by E. Davis,,58,75
319,3,3:36.0,Offensive foul by E. Davis (drawn by R. Neto),,58,75
320,3,3:36.0,Turnover by E. Davis (offensive foul),,58,75
321,3,3:26.0,,Shooting foul by T. Pinson (drawn by D. Favors),58,75
322,3,3:26.0,,D. Favors misses free throw 1 of 2,58,75
323,3,3:26.0,,Offensive rebound by Team,58,75
324,3,3:26.0,,D. Favors makes free throw 2 of 2,58,76
325,3,3:16.0,Personal foul by R. Neto (drawn by S. Dinwiddie),,58,76
326,3,3:10.0,T. Graham misses 3-pt jump shot from 23 ft,,58,76
327,3,3:07.0,,Defensive rebound by D. Favors,58,76
328,3,3:00.0,,R. Neto makes 3-pt jump shot from 23 ft (assist by K. Korver),58,79
329,3,2:40.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,58,79
330,3,2:37.0,Offensive rebound by E. Davis,,58,79
331,3,2:36.0,D. Carroll misses 3-pt jump shot from 25 ft,,58,79
332,3,2:36.0,Offensive rebound by Team,,58,79
333,3,2:35.0,,Loose ball foul by R. Neto (drawn by T. Graham),58,79
334,3,2:28.0,T. Graham makes 3-pt jump shot from 23 ft (assist by E. Davis),,61,79
335,3,2:18.0,,Personal foul by T. Graham (drawn by J. Ingles),61,79
336,3,2:18.0,,Offensive foul by K. Korver (drawn by T. Graham),61,79
337,3,2:18.0,,Turnover by K. Korver (offensive foul),61,79
338,3,2:03.0,S. Dinwiddie misses 2-pt layup from 7 ft,,61,79
339,3,2:02.0,,Defensive rebound by J. Ingles,61,79
340,3,1:44.0,,Turnover by J. Ingles (bad pass; steal by T. Graham),61,79
341,3,1:37.0,S. Dinwiddie makes 3-pt jump shot from 24 ft (assist by D. Carroll),,64,79
342,3,1:35.0,,Utah full timeout,64,79
343,3,1:35.0,,R. O'Neale enters the game for K. Korver,64,79
344,3,1:18.0,,R. Neto misses 2-pt jump shot from 13 ft,64,79
345,3,1:15.0,,Offensive rebound by D. Favors,64,79
346,3,1:12.0,,D. Favors misses 2-pt dunk from 2 ft,64,79
347,3,1:11.0,,Offensive rebound by Team,64,79
348,3,0:57.0,,R. O'Neale misses 3-pt jump shot from 26 ft,64,79
349,3,0:54.0,,Offensive rebound by Team,64,79
350,3,0:46.0,,R. Neto misses 3-pt jump shot from 23 ft,64,79
351,3,0:45.0,,Offensive rebound by Team,64,79
352,3,0:45.0,Loose ball foul by D. Carroll (drawn by D. Favors),,64,79
353,3,0:45.0,,D. Favors makes free throw 1 of 2,64,80
354,3,0:45.0,,D. Favors makes free throw 2 of 2,64,81
355,3,0:32.0,S. Dinwiddie misses 2-pt layup from 3 ft (block by D. Favors),,64,81
356,3,0:32.0,Offensive rebound by Team,,64,81
357,3,0:32.0,Technical foul by S. Dinwiddie,,64,81
358,3,0:32.0,,J. Ingles misses technical free throw,64,81
359,3,0:32.0,Defensive rebound by Team,,64,81
360,3,0:24.0,D. Carroll misses 3-pt jump shot from 25 ft,,64,81
361,3,0:20.0,,Defensive rebound by R. Neto,64,81
362,3,0:02.0,,D. Favors makes 2-pt jump shot from 11 ft (assist by J. Ingles),64,83
363,3,0:00.0,T. Pinson misses 3-pt jump shot from 64 ft,,64,83
364,3,0:00.0,Offensive rebound by Team,,64,83
365,4,12:00.0,Away from play foul by J. Crowder (drawn by D. Russell),,64,83
366,4,12:00.0,D. Russell makes free throw 1 of 1,,65,83
367,4,11:49.0,Personal foul by R. Neto (drawn by D. Russell),,65,83
368,4,11:43.0,D. Russell misses 2-pt jump shot from 9 ft,,65,83
369,4,11:39.0,,Defensive rebound by D. Favors,65,83
370,4,11:28.0,,Shooting foul by J. Allen (drawn by R. Neto),65,83
371,4,11:28.0,,R. Neto makes free throw 1 of 2,65,84
372,4,11:28.0,,R. Neto makes free throw 2 of 2,65,85
373,4,11:18.0,D. Russell makes 2-pt layup from 9 ft,,67,85
374,4,10:57.0,,D. Favors makes 2-pt dunk from 3 ft (assist by R. Neto),67,87
375,4,10:45.0,Turnover by D. Russell (out of bounds lost ball),,67,87
376,4,10:45.0,,K. Korver enters the game for R. O'Neale,67,87
377,4,10:35.0,,Personal foul by C. LeVert (drawn by J. Crowder),67,87
378,4,10:28.0,,J. Ingles misses 3-pt jump shot from 25 ft,67,87
379,4,10:26.0,,Offensive rebound by Team,67,87
380,4,10:23.0,,K. Korver misses 3-pt jump shot from 23 ft (block by R. Kurucs),67,87
381,4,10:20.0,Defensive rebound by D. Russell,,67,87
382,4,10:18.0,Shooting foul by J. Crowder (drawn by S. Dinwiddie),,67,87
383,4,10:18.0,S. Dinwiddie makes free throw 1 of 3,,68,87
384,4,10:18.0,S. Dinwiddie makes free throw 2 of 3,,69,87
385,4,10:18.0,S. Dinwiddie makes free throw 3 of 3,,70,87
386,4,10:05.0,,Turnover by R. Neto (bad pass; steal by D. Russell),70,87
