,QUARTER,TIME_REMAINING,ATLANTA_ACTION,INDIANA_ACTION,ATLANTA_SCORE,INDIANA_SCORE
48,1,7:22.0,D. Dedmon enters the game for A. Len,,6,8
49,1,7:22.0,J. Lin enters the game for T. Young,,6,8
50,1,7:22.0,,T. Evans enters the game for V. Oladipo,6,8
51,1,7:22.0,,Offensive foul by M. Turner (drawn by K. Huerter),6,8
52,1,7:22.0,,Turnover by M. Turner (offensive foul),6,8
53,1,7:11.0,D. Dedmon makes 2-pt layup from 1 ft (assist by J. Lin),,8,8
54,1,7:11.0,Shooting foul by T. Evans (drawn by D. Dedmon),,8,8
55,1,7:11.0,D. Dedmon makes free throw 1 of 1,,9,8
56,1,6:53.0,,Shooting foul by J. Lin (drawn by B. Bogdanović),9,8
57,1,6:53.0,,Indiana full timeout,9,8
58,1,6:53.0,D. Bembry enters the game for K. Bazemore,,9,8
59,1,6:53.0,J. Collins enters the game for A. Poythress,,9,8
60,1,6:53.0,,B. Bogdanović makes free throw 1 of 2,9,9
61,1,6:53.0,,B. Bogdanović makes free throw 2 of 2,9,10
62,1,6:41.0,Personal foul by B. Bogdanović (drawn by J. Collins),,9,10
63,1,6:37.0,D. Bembry makes 2-pt layup from 2 ft (assist by J. Lin),,11,10
64,1,6:22.0,,T. Young makes 2-pt jump shot from 19 ft (assist by D. Collison),11,12
65,1,6:01.0,D. Dedmon misses 3-pt jump shot from 28 ft,,11,12
66,1,5:58.0,,Defensive rebound by B. Bogdanović,11,12
67,1,5:50.0,,T. Evans misses 3-pt jump shot from 23 ft,11,12
68,1,5:46.0,Defensive rebound by J. Lin,,11,12
69,1,5:38.0,Personal foul by T. Young (drawn by J. Collins),,11,12
70,1,5:38.0,T. Dorsey enters the game for K. Huerter,,11,12
71,1,5:38.0,,C. Joseph enters the game for B. Bogdanović,11,12
72,1,5:38.0,,D. Sabonis enters the game for T. Young,11,12
73,1,5:34.0,Turnover by J. Collins (bad pass; steal by C. Joseph),,11,12
74,1,5:12.0,,C. Joseph makes 2-pt jump shot from 21 ft,11,14
75,1,4:54.0,Shooting foul by D. Sabonis (drawn by D. Bembry),,11,14
76,1,4:54.0,D. Bembry makes free throw 1 of 2,,12,14
77,1,4:54.0,D. Bembry makes free throw 2 of 2,,13,14
78,1,4:33.0,,T. Evans makes 3-pt jump shot from 26 ft (assist by D. Sabonis),13,17
79,1,4:22.0,D. Dedmon makes 3-pt jump shot from 28 ft (assist by J. Lin),,16,17
80,1,4:11.0,,Turnover by T. Evans (lost ball; steal by J. Lin),16,17
81,1,4:07.0,Turnover by J. Collins (out of bounds lost ball),,16,17
82,1,3:58.0,,M. Turner makes 3-pt jump shot from 26 ft (assist by D. Collison),16,20
83,1,3:36.0,J. Collins misses 2-pt layup at rim,,16,20
84,1,3:32.0,Offensive rebound by Team,,16,20
85,1,3:32.0,T. Young enters the game for J. Lin,,16,20
86,1,3:24.0,Turnover by T. Dorsey (traveling),,16,20
87,1,3:10.0,,Turnover by T. Evans (bad pass; steal by T. Dorsey),16,20
88,1,3:05.0,J. Collins makes 2-pt dunk at rim (assist by T. Young),,18,20
89,1,2:54.0,,Turnover by C. Joseph (bad pass; steal by T. Young),18,20
90,1,2:50.0,T. Young makes 2-pt layup from 1 ft,,20,20
91,1,2:25.0,,D. Collison misses 2-pt jump shot from 18 ft,20,20
92,1,2:24.0,Defensive rebound by D. Dedmon,,20,20
93,1,2:14.0,T. Dorsey misses 3-pt jump shot from 24 ft,,20,20
94,1,2:11.0,Offensive rebound by Team,,20,20
95,1,2:11.0,Atlanta full timeout,,20,20
96,1,2:11.0,O. Spellman enters the game for J. Collins,,20,20
97,1,2:11.0,,D. McDermott enters the game for D. Collison,20,20
98,1,2:11.0,,T. Young enters the game for M. Turner,20,20
99,1,2:04.0,D. Bembry misses 3-pt jump shot from 26 ft,,20,20
100,1,2:01.0,,Defensive rebound by D. Sabonis,20,20
101,1,1:51.0,,D. Sabonis makes 2-pt layup from 1 ft,20,22
102,1,1:51.0,,Shooting foul by D. Dedmon (drawn by D. Sabonis),20,22
103,1,1:51.0,,D. Sabonis makes free throw 1 of 1,20,23
104,1,1:39.0,D. Dedmon makes 2-pt jump shot from 14 ft,,22,23
105,1,1:23.0,,T. Evans misses 3-pt jump shot from 27 ft,22,23
106,1,1:21.0,Defensive rebound by D. Dedmon,,22,23
107,1,1:06.0,O. Spellman makes 2-pt dunk from 2 ft (assist by D. Bembry),,24,23
108,1,0:45.0,,C. Joseph makes 2-pt jump shot from 19 ft (assist by D. Sabonis),24,25
109,1,0:35.0,Offensive foul by T. Young (drawn by C. Joseph),,24,25
110,1,0:35.0,Turnover by T. Young (offensive foul),,24,25
111,1,0:35.0,J. Lin enters the game for T. Young,,24,25
112,1,0:23.0,,D. Sabonis misses 2-pt jump shot from 15 ft,24,25
113,1,0:21.0,Defensive rebound by J. Lin,,24,25
114,1,0:01.0,J. Lin misses 2-pt jump shot from 8 ft,,24,25
115,1,0:01.0,,Defensive rebound by D. Sabonis,24,25
116,2,11:50.0,K. Bazemore misses 3-pt jump shot from 24 ft,,24,25
117,2,11:44.0,Offensive rebound by A. Len,,24,25
118,2,11:44.0,J. Lin makes 3-pt jump shot from 30 ft (assist by A. Len),,27,25
119,2,11:27.0,,T. Young misses 3-pt jump shot from 23 ft,27,25
120,2,11:22.0,Defensive rebound by K. Bazemore,,27,25
121,2,11:17.0,K. Bazemore makes 2-pt layup from 2 ft,,29,25
122,2,11:02.0,,T. Young misses 2-pt layup from 1 ft (block by J. Collins),29,25
123,2,11:02.0,,Offensive rebound by T. Young,29,25
124,2,10:54.0,,T. Evans makes 2-pt layup from 1 ft (assist by T. Young),29,27
125,2,10:42.0,J. Collins misses 3-pt jump shot from 27 ft,,29,27
126,2,10:39.0,,Defensive rebound by D. Sabonis,29,27
127,2,10:26.0,,Turnover by T. Evans (bad pass; steal by K. Bazemore),29,27
128,2,10:23.0,K. Huerter makes 2-pt layup from 1 ft,,31,27
129,2,10:09.0,,D. McDermott misses 2-pt jump shot from 17 ft,31,27
130,2,10:07.0,Defensive rebound by A. Len,,31,27
131,2,9:56.0,K. Bazemore misses 2-pt layup from 1 ft,,31,27
132,2,9:53.0,,Defensive rebound by C. Joseph,31,27
133,2,9:34.0,,T. Evans makes 3-pt jump shot from 26 ft (assist by D. Sabonis),31,30
134,2,9:19.0,J. Collins makes 2-pt layup from 2 ft (assist by K. Huerter),,33,30
135,2,9:19.0,Shooting foul by D. Sabonis (drawn by J. Collins),,33,30
136,2,9:19.0,J. Collins makes free throw 1 of 1,,34,30
137,2,9:12.0,,D. McDermott misses 3-pt jump shot from 26 ft,34,30
138,2,9:09.0,,Offensive rebound by T. Young,34,30
139,2,9:02.0,,Personal foul by A. Len (drawn by D. Sabonis),34,30
140,2,8:55.0,,C. Joseph misses 2-pt jump shot from 18 ft,34,30
141,2,8:51.0,Defensive rebound by K. Huerter,,34,30
142,2,8:35.0,Shooting foul by D. Sabonis (drawn by A. Len),,34,30
143,2,8:35.0,A. Len makes free throw 1 of 2,,35,30
144,2,8:35.0,,M. Turner enters the game for D. Sabonis,35,30
145,2,8:35.0,A. Len misses free throw 2 of 2,,35,30
146,2,8:33.0,,Defensive rebound by T. Young,35,30
147,2,8:14.0,,T. Evans misses 3-pt jump shot from 25 ft,35,30
148,2,8:11.0,Defensive rebound by J. Lin,,35,30
149,2,8:07.0,K. Bazemore misses 2-pt layup from 2 ft (block by M. Turner),,35,30
150,2,8:06.0,Offensive rebound by J. Collins,,35,30
151,2,8:06.0,Shooting foul by T. Young (drawn by J. Collins),,35,30
152,2,8:06.0,J. Collins misses free throw 1 of 2,,35,30
153,2,8:06.0,Offensive rebound by Team,,35,30
154,2,8:06.0,,B. Bogdanović enters the game for T. Young,35,30
155,2,8:06.0,J. Collins makes free throw 2 of 2,,36,30
156,2,7:54.0,,M. Turner misses 2-pt jump shot from 20 ft,36,30
157,2,7:52.0,Defensive rebound by J. Collins,,36,30
158,2,7:41.0,Shooting foul by M. Turner (drawn by J. Collins),,36,30
159,2,7:41.0,J. Collins makes free throw 1 of 2,,37,30
160,2,7:41.0,V. Carter enters the game for A. Len,,37,30
161,2,7:41.0,,D. Collison enters the game for T. Evans,37,30
162,2,7:41.0,J. Collins makes free throw 2 of 2,,38,30
163,2,7:37.0,,Personal take foul by J. Lin (drawn by C. Joseph),38,30
164,2,7:37.0,D. Dedmon enters the game for J. Collins,,38,30
165,2,7:37.0,T. Young enters the game for J. Lin,,38,30
166,2,7:25.0,,B. Bogdanović misses 2-pt jump shot from 18 ft,38,30
167,2,7:23.0,Defensive rebound by Team,,38,30
168,2,7:10.0,Turnover by T. Young (bad pass; steal by D. McDermott),,38,30
169,2,7:00.0,,M. Turner misses 2-pt layup from 1 ft,38,30
170,2,6:56.0,Defensive rebound by V. Carter,,38,30
171,2,6:43.0,T. Young makes 2-pt layup from 1 ft,,40,30
172,2,6:35.0,,M. Turner makes 3-pt jump shot from 27 ft (assist by D. Collison),40,33
173,2,6:17.0,V. Carter misses 2-pt jump shot from 6 ft,,40,33
174,2,6:15.0,,Defensive rebound by D. McDermott,40,33
175,2,5:56.0,,C. Joseph misses 2-pt jump shot from 17 ft,40,33
176,2,5:54.0,Defensive rebound by V. Carter,,40,33
177,2,5:47.0,V. Carter makes 3-pt jump shot from 26 ft (assist by T. Young),,43,33
178,2,5:40.0,,Indiana full timeout,43,33
179,2,5:40.0,D. Bembry enters the game for K. Bazemore,,43,33
180,2,5:40.0,,T. Evans enters the game for C. Joseph,43,33
181,2,5:40.0,,T. Young enters the game for D. McDermott,43,33
182,2,5:28.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by T. Young),43,35
183,2,5:18.0,Offensive foul by D. Dedmon (drawn by B. Bogdanović),,43,35
184,2,5:18.0,Turnover by D. Dedmon (offensive foul),,43,35
185,2,5:03.0,,T. Young misses 2-pt layup from 4 ft (block by D. Dedmon),43,35
186,2,5:03.0,,Offensive rebound by D. Collison,43,35
187,2,4:56.0,,T. Young misses 2-pt layup at rim,43,35
188,2,4:53.0,,Offensive rebound by M. Turner,43,35
189,2,4:53.0,,M. Turner makes 2-pt layup from 1 ft,43,37
190,2,4:39.0,V. Carter misses 3-pt jump shot from 28 ft,,43,37
191,2,4:37.0,,Defensive rebound by D. Collison,43,37
192,2,4:27.0,,M. Turner makes 2-pt jump shot from 17 ft (assist by D. Collison),43,39
193,2,4:04.0,T. Young misses 3-pt jump shot from 27 ft,,43,39
194,2,4:01.0,,Defensive rebound by M. Turner,43,39
195,2,3:56.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by D. Collison),43,41
196,2,3:56.0,,Shooting foul by D. Bembry (drawn by B. Bogdanović),43,41
197,2,3:56.0,,B. Bogdanović makes free throw 1 of 1,43,42
198,2,3:50.0,Atlanta full timeout,,43,42
199,2,3:50.0,J. Collins enters the game for V. Carter,,43,42
200,2,3:49.0,Personal foul by T. Young (drawn by T. Young),,43,42
201,2,3:49.0,T. Young misses free throw 1 of 2,,43,42
202,2,3:49.0,Offensive rebound by Team,,43,42
203,2,3:49.0,,T. Leaf enters the game for T. Young,43,42
204,2,3:49.0,T. Young makes free throw 2 of 2,,44,42
205,2,3:35.0,,Shooting foul by J. Collins (drawn by M. Turner),44,42
206,2,3:35.0,,M. Turner misses free throw 1 of 2,44,42
207,2,3:35.0,,Offensive rebound by Team,44,42
208,2,3:35.0,J. Lin enters the game for T. Young,,44,42
209,2,3:35.0,,M. Turner misses free throw 2 of 2,44,42
210,2,3:33.0,Defensive rebound by D. Dedmon,,44,42
211,2,3:23.0,Turnover by J. Collins (lost ball; steal by T. Leaf),,44,42
212,2,3:18.0,,T. Evans makes 2-pt layup from 1 ft,44,44
213,2,3:01.0,J. Collins misses 2-pt layup from 3 ft (block by T. Leaf),,44,44
214,2,2:57.0,,Defensive rebound by T. Evans,44,44
215,2,2:48.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by T. Leaf),44,47
216,2,2:45.0,Atlanta full timeout,,44,47
217,2,2:45.0,K. Bazemore enters the game for D. Dedmon,,44,47
218,2,2:45.0,A. Len enters the game for K. Huerter,,44,47
219,2,2:32.0,D. Bembry misses 3-pt jump shot from 28 ft,,44,47
220,2,2:31.0,Offensive rebound by Team,,44,47
221,2,2:31.0,,Loose ball foul by T. Leaf (drawn by J. Collins),44,47
222,2,2:31.0,J. Collins makes free throw 1 of 2,,45,47
223,2,2:31.0,,K. O'Quinn enters the game for M. Turner,45,47
224,2,2:31.0,J. Collins makes free throw 2 of 2,,46,47
225,2,2:19.0,,B. Bogdanović misses 2-pt jump shot from 7 ft,46,47
226,2,2:16.0,,Offensive rebound by K. O'Quinn,46,47
227,2,2:14.0,,D. Collison misses 3-pt jump shot from 27 ft,46,47
228,2,2:12.0,Defensive rebound by D. Bembry,,46,47
229,2,2:04.0,D. Bembry misses 2-pt layup from 2 ft (block by K. O'Quinn),,46,47
230,2,2:04.0,Offensive rebound by Team,,46,47
231,2,1:52.0,A. Len makes 2-pt layup from 2 ft,,48,47
232,2,1:36.0,,T. Evans misses 2-pt layup at rim,48,47
233,2,1:33.0,Defensive rebound by K. Bazemore,,48,47
234,2,1:29.0,J. Collins makes 2-pt layup from 1 ft (assist by K. Bazemore),,50,47
235,2,1:13.0,,Turnover by B. Bogdanović (lost ball; steal by K. Bazemore),50,47
236,2,1:07.0,J. Lin misses 3-pt jump shot from 24 ft,,50,47
237,2,1:03.0,,Defensive rebound by K. O'Quinn,50,47
238,2,0:50.0,,Turnover by D. Collison (bad pass; steal by D. Bembry),50,47
239,2,0:47.0,Shooting foul by K. O'Quinn (drawn by A. Len),,50,47
240,2,0:47.0,A. Len makes free throw 1 of 2,,51,47
241,2,0:47.0,A. Len makes free throw 2 of 2,,52,47
242,2,0:47.0,A. Poythress enters the game for J. Collins,,52,47
243,2,0:37.0,,Turnover by B. Bogdanović (lost ball; steal by A. Len),52,47
244,2,0:31.0,J. Lin makes 2-pt layup from 1 ft,,54,47
245,2,0:12.0,,D. Collison misses 2-pt layup at rim,54,47
246,2,0:10.0,,Offensive rebound by K. O'Quinn,54,47
247,2,0:09.0,,K. O'Quinn misses 2-pt layup at rim (block by K. Bazemore),54,47
248,2,0:09.0,Defensive rebound by A. Poythress,,54,47
249,2,0:04.0,D. Bembry makes 2-pt dunk at rim (assist by J. Lin),,56,47
250,2,0:00.0,,T. Evans misses 3-pt jump shot from 30 ft,56,47
251,2,0:00.0,,Offensive rebound by Team,56,47
252,3,11:48.0,K. Huerter misses 2-pt jump shot from 9 ft,,56,47
253,3,11:46.0,,Defensive rebound by T. Young,56,47
254,3,11:30.0,,M. Turner misses 2-pt jump shot from 20 ft,56,47
255,3,11:28.0,Defensive rebound by K. Bazemore,,56,47
256,3,11:11.0,K. Bazemore makes 3-pt jump shot from 27 ft (assist by K. Huerter),,59,47
257,3,10:53.0,,Turnover by B. Bogdanović (lost ball; steal by K. Bazemore),59,47
258,3,10:50.0,K. Bazemore makes 2-pt layup from 2 ft,,61,47
259,3,10:50.0,,Indiana full timeout,61,47
260,3,10:40.0,,D. Collison makes 3-pt jump shot from 25 ft,61,50
261,3,10:26.0,K. Bazemore misses 2-pt jump shot from 16 ft,,61,50
262,3,10:22.0,,Defensive rebound by M. Turner,61,50
263,3,10:18.0,,D. Collison makes 2-pt layup from 2 ft,61,52
264,3,10:01.0,A. Len misses 2-pt layup from 1 ft (block by M. Turner),,61,52
265,3,9:59.0,,Defensive rebound by T. Evans,61,52
266,3,9:53.0,,M. Turner misses 3-pt jump shot from 26 ft,61,52
267,3,9:53.0,,Offensive rebound by Team,61,52
268,3,9:49.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by M. Turner),61,55
269,3,9:24.0,K. Huerter misses 3-pt jump shot from 29 ft,,61,55
270,3,9:22.0,,Defensive rebound by M. Turner,61,55
271,3,9:14.0,,Shooting foul by K. Huerter (drawn by T. Evans),61,55
272,3,9:14.0,,T. Evans misses free throw 1 of 2,61,55
273,3,9:14.0,,Offensive rebound by Team,61,55
274,3,9:14.0,D. Dedmon enters the game for A. Len,,61,55
275,3,9:14.0,,T. Evans makes free throw 2 of 2,61,56
276,3,9:03.0,Turnover by D. Dedmon (bad pass; steal by T. Evans),,61,56
277,3,9:00.0,,B. Bogdanović misses 3-pt jump shot from 28 ft,61,56
278,3,8:57.0,Defensive rebound by D. Dedmon,,61,56
279,3,8:53.0,Shooting foul by B. Bogdanović (drawn by T. Young),,61,56
280,3,8:53.0,T. Young makes free throw 1 of 2,,62,56
281,3,8:53.0,T. Young makes free throw 2 of 2,,63,56
282,3,8:43.0,,Turnover by M. Turner (bad pass),63,56
283,3,8:31.0,D. Dedmon makes 2-pt dunk from 2 ft (assist by K. Bazemore),,65,56
284,3,8:16.0,,T. Young makes 2-pt layup from 1 ft,65,58
285,3,8:00.0,K. Bazemore misses 2-pt jump shot from 6 ft,,65,58
286,3,7:57.0,,Defensive rebound by M. Turner,65,58
287,3,7:51.0,,M. Turner misses 3-pt jump shot from 27 ft,65,58
288,3,7:47.0,,Offensive rebound by Team,65,58
289,3,7:33.0,,Turnover by Team (shot clock),65,58
290,3,7:25.0,Personal foul by T. Young (drawn by T. Young),,65,58
291,3,7:25.0,,D. Sabonis enters the game for T. Young,65,58
292,3,7:21.0,T. Young misses 2-pt jump shot from 22 ft,,65,58
293,3,7:18.0,,Defensive rebound by D. Sabonis,65,58
294,3,6:58.0,,T. Evans misses 2-pt layup from 2 ft (block by K. Huerter),65,58
295,3,6:58.0,,Offensive rebound by Team,65,58
296,3,6:58.0,D. Bembry enters the game for K. Huerter,,65,58
297,3,6:58.0,J. Lin enters the game for T. Young,,65,58
298,3,6:56.0,,M. Turner misses 2-pt jump shot from 13 ft,65,58
299,3,6:53.0,Defensive rebound by D. Dedmon,,65,58
300,3,6:35.0,Personal foul by D. Collison (drawn by A. Poythress),,65,58
301,3,6:35.0,V. Carter enters the game for A. Poythress,,65,58
302,3,6:23.0,K. Bazemore misses 3-pt jump shot from 29 ft,,65,58
303,3,6:21.0,,Defensive rebound by Team,65,58
304,3,6:21.0,Loose ball foul by D. Dedmon (drawn by D. Sabonis),,65,58
305,3,6:09.0,,Personal foul by J. Lin (drawn by M. Turner),65,58
306,3,6:00.0,,T. Evans misses 3-pt jump shot from 28 ft,65,58
307,3,5:58.0,,Offensive rebound by D. Sabonis,65,58
308,3,5:47.0,,D. Collison makes 2-pt jump shot from 21 ft,65,60
309,3,5:34.0,Personal foul by D. Collison (drawn by J. Lin),,65,60
310,3,5:34.0,,C. Joseph enters the game for B. Bogdanović,65,60
311,3,5:27.0,V. Carter misses 2-pt jump shot from 8 ft,,65,60
312,3,5:24.0,,Defensive rebound by M. Turner,65,60
313,3,5:01.0,,T. Evans misses 2-pt layup from 3 ft,65,60
314,3,4:58.0,Defensive rebound by D. Dedmon,,65,60
315,3,4:56.0,Shooting foul by C. Joseph (drawn by D. Dedmon),,65,60
316,3,4:56.0,D. Dedmon makes free throw 1 of 2,,66,60
317,3,4:56.0,T. Dorsey enters the game for K. Bazemore,,66,60
318,3,4:56.0,O. Spellman enters the game for V. Carter,,66,60
319,3,4:56.0,,D. McDermott enters the game for T. Evans,66,60
320,3,4:56.0,D. Dedmon makes free throw 2 of 2,,67,60
321,3,4:33.0,,C. Joseph misses 3-pt jump shot from 26 ft,67,60
322,3,4:29.0,Defensive rebound by J. Lin,,67,60
323,3,4:22.0,Turnover by J. Lin (bad pass; steal by D. Collison),,67,60
324,3,4:15.0,,D. Collison makes 3-pt jump shot from 23 ft (assist by C. Joseph),67,63
325,3,3:57.0,D. Bembry misses 2-pt layup from 1 ft,,67,63
326,3,3:56.0,,Defensive rebound by C. Joseph,67,63
327,3,3:50.0,,Personal foul by O. Spellman (drawn by M. Turner),67,63
328,3,3:50.0,A. Len enters the game for D. Dedmon,,67,63
329,3,3:50.0,T. Young enters the game for J. Lin,,67,63
330,3,3:45.0,,Turnover by M. Turner (lost ball; steal by O. Spellman),67,63
331,3,3:39.0,D. Bembry misses 2-pt layup from 2 ft,,67,63
332,3,3:38.0,,Defensive rebound by M. Turner,67,63
333,3,3:33.0,,D. Collison misses 2-pt layup from 1 ft,67,63
334,3,3:30.0,Defensive rebound by D. Bembry,,67,63
335,3,3:26.0,Turnover by D. Bembry (bad pass; steal by D. Collison),,67,63
336,3,3:14.0,,D. McDermott makes 2-pt layup from 1 ft (assist by D. Sabonis),67,65
337,3,3:14.0,Atlanta full timeout,,67,65
338,3,3:14.0,K. Huerter enters the game for D. Bembry,,67,65
339,3,3:14.0,,A. Holiday enters the game for D. Collison,67,65
340,3,3:14.0,,T. Young enters the game for M. Turner,67,65
341,3,3:01.0,Turnover by K. Huerter (bad pass; steal by C. Joseph),,67,65
342,3,3:00.0,,Offensive foul by C. Joseph (drawn by T. Young),67,65
343,3,3:00.0,,Turnover by C. Joseph (offensive foul),67,65
344,3,3:00.0,Technical foul by D. Burke,,67,65
345,3,3:00.0,K. Huerter misses technical free throw,,67,65
346,3,3:00.0,Offensive rebound by Team,,67,65
347,3,2:46.0,K. Huerter misses 2-pt jump shot from 6 ft,,67,65
348,3,2:43.0,,Defensive rebound by D. Sabonis,67,65
349,3,2:39.0,,A. Holiday makes 3-pt jump shot from 29 ft (assist by D. Sabonis),67,68
350,3,2:17.0,A. Len misses 2-pt jump shot from 15 ft,,67,68
351,3,2:15.0,,Defensive rebound by T. Young,67,68
352,3,2:07.0,,Shooting foul by A. Len (drawn by T. Young),67,68
353,3,2:07.0,,T. Young misses free throw 1 of 2,67,68
354,3,2:07.0,,Offensive rebound by Team,67,68
355,3,2:07.0,V. Carter enters the game for A. Len,,67,68
356,3,2:07.0,D. Dedmon enters the game for O. Spellman,,67,68
357,3,2:07.0,,T. Young misses free throw 2 of 2,67,68
358,3,2:05.0,Defensive rebound by T. Dorsey,,67,68
359,3,1:51.0,V. Carter misses 2-pt jump shot from 22 ft,,67,68
360,3,1:46.0,,Defensive rebound by A. Holiday,67,68
361,3,1:31.0,,T. Young makes 2-pt layup from 1 ft (assist by C. Joseph),67,70
362,3,1:31.0,,Shooting foul by V. Carter (drawn by T. Young),67,70
363,3,1:31.0,,T. Young makes free throw 1 of 1,67,71
364,3,1:20.0,Turnover by K. Huerter (traveling),,67,71
365,3,1:20.0,K. Bazemore enters the game for K. Huerter,,67,71
366,3,1:07.0,,Offensive foul by D. Sabonis (drawn by T. Young),67,71
367,3,1:07.0,,Turnover by D. Sabonis (offensive foul),67,71
368,3,0:52.0,V. Carter makes 3-pt jump shot from 27 ft (assist by T. Young),,70,71
369,3,0:40.0,,D. Sabonis misses 2-pt jump shot from 20 ft,70,71
370,3,0:38.0,,Offensive rebound by Team,70,71
371,3,0:38.0,Loose ball foul by V. Carter (drawn by T. Young),,70,71
372,3,0:38.0,,T. Young makes free throw 1 of 2,70,72
373,3,0:38.0,,T. Young makes free throw 2 of 2,70,73
374,3,0:27.0,K. Bazemore makes 2-pt jump shot from 8 ft,,72,73
375,3,0:03.0,,Turnover by Team (shot clock),72,73
376,4,11:39.0,,T. Young misses 2-pt jump shot from 16 ft,72,73
377,4,11:36.0,Defensive rebound by T. Dorsey,,72,73
378,4,11:26.0,Turnover by D. Dedmon (bad pass; steal by C. Joseph),,72,73
379,4,11:16.0,,D. Sabonis makes 2-pt jump shot from 19 ft (assist by C. Joseph),72,75
380,4,11:01.0,Turnover by J. Lin (bad pass; steal by C. Joseph),,72,75
381,4,10:55.0,,Personal foul by K. Bazemore (drawn by C. Joseph),72,75
382,4,10:44.0,,Turnover by C. Joseph (bad pass),72,75
383,4,10:31.0,T. Dorsey misses 2-pt jump shot from 14 ft,,72,75
384,4,10:29.0,,Defensive rebound by T. Young,72,75
385,4,10:14.0,,A. Holiday misses 2-pt layup from 1 ft,72,75
386,4,10:11.0,Defensive rebound by D. Dedmon,,72,75
387,4,10:07.0,J. Lin makes 2-pt jump shot from 21 ft (assist by D. Dedmon),,74,75
388,4,9:48.0,,A. Holiday makes 3-pt jump shot from 29 ft (assist by D. McDermott),74,78
389,4,9:29.0,V. Carter misses 3-pt jump shot from 27 ft,,74,78
390,4,9:26.0,,Defensive rebound by A. Holiday,74,78
391,4,9:23.0,,Turnover by A. Holiday (bad pass; steal by V. Carter),74,78
