,QUARTER,TIME_REMAINING,NEW YORK_ACTION,DENVER_ACTION,NEW YORK_SCORE,DENVER_SCORE
0,1,11:33.0,,M. Plumlee misses 2-pt hook shot from 5 ft,0,0
1,1,11:30.0,Defensive rebound by T. Hardaway,,0,0
2,1,11:16.0,L. Kornet makes 3-pt jump shot from 23 ft (assist by T. Hardaway),,3,0
3,1,10:55.0,,J. Hernangómez misses 3-pt jump shot from 24 ft,3,0
4,1,10:53.0,Defensive rebound by L. Kornet,,3,0
5,1,10:41.0,E. Mudiay misses 2-pt jump shot from 17 ft,,3,0
6,1,10:37.0,,Defensive rebound by M. Plumlee,3,0
7,1,10:25.0,,N. Jokić misses 2-pt hook shot from 4 ft,3,0
8,1,10:23.0,Defensive rebound by N. Vonleh,,3,0
9,1,10:16.0,T. Hardaway makes 2-pt jump shot from 21 ft (assist by N. Vonleh),,5,0
10,1,9:57.0,,T. Craig makes 2-pt layup from 2 ft (assist by N. Jokić),5,2
11,1,9:46.0,K. Knox misses 2-pt layup from 3 ft,,5,2
12,1,9:44.0,,Defensive rebound by N. Jokić,5,2
13,1,9:29.0,,T. Craig makes 3-pt jump shot from 25 ft (assist by N. Jokić),5,5
14,1,9:15.0,E. Mudiay misses 2-pt layup at rim,,5,5
15,1,9:13.0,,Defensive rebound by N. Jokić,5,5
16,1,9:08.0,,J. Murray makes 2-pt dunk from 1 ft (assist by N. Jokić),5,7
17,1,8:55.0,Turnover by T. Hardaway (bad pass; steal by J. Murray),,5,7
18,1,8:50.0,,T. Craig makes 3-pt jump shot from 23 ft (assist by J. Murray),5,10
19,1,8:41.0,New York full timeout,,5,10
20,1,8:30.0,K. Knox makes 3-pt jump shot from 23 ft (assist by E. Mudiay),,8,10
21,1,8:13.0,,J. Hernangómez misses 3-pt jump shot from 24 ft,8,10
22,1,8:10.0,Defensive rebound by N. Vonleh,,8,10
23,1,8:05.0,T. Hardaway misses 2-pt layup from 2 ft (block by N. Jokić),,8,10
24,1,8:01.0,Offensive rebound by E. Mudiay,,8,10
25,1,8:00.0,K. Knox misses 3-pt jump shot from 25 ft,,8,10
26,1,7:57.0,Offensive rebound by N. Vonleh,,8,10
27,1,7:50.0,L. Kornet misses 3-pt jump shot from 24 ft,,8,10
28,1,7:46.0,,Defensive rebound by M. Plumlee,8,10
29,1,7:33.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by N. Jokić),8,12
30,1,7:15.0,L. Kornet makes 3-pt jump shot from 27 ft (assist by K. Knox),,11,12
31,1,6:56.0,,T. Craig misses 3-pt jump shot from 24 ft,11,12
32,1,6:53.0,Defensive rebound by K. Knox,,11,12
33,1,6:44.0,E. Mudiay makes 2-pt jump shot from 6 ft,,13,12
34,1,6:31.0,,Shooting foul by L. Kornet (drawn by J. Hernangómez),13,12
35,1,6:31.0,,J. Hernangómez makes free throw 1 of 2,13,13
36,1,6:31.0,,P. Millsap enters the game for M. Plumlee,13,13
37,1,6:31.0,,J. Hernangómez makes free throw 2 of 2,13,14
38,1,6:18.0,K. Knox makes 2-pt hook shot from 7 ft (assist by T. Hardaway),,15,14
39,1,6:18.0,Violation by Team (delay of game),,15,14
40,1,5:58.0,,P. Millsap misses 2-pt jump shot from 14 ft,15,14
41,1,5:56.0,,Offensive rebound by T. Craig,15,14
42,1,5:51.0,,Turnover by N. Jokić (bad pass; steal by K. Knox),15,14
43,1,5:46.0,E. Mudiay misses 2-pt layup from 3 ft (block by T. Craig),,15,14
44,1,5:46.0,Offensive rebound by Team,,15,14
45,1,5:46.0,,G. Harris enters the game for T. Craig,15,14
46,1,5:41.0,Personal foul by G. Harris (drawn by T. Hardaway),,15,14
47,1,5:31.0,N. Vonleh misses 2-pt hook shot from 5 ft,,15,14
48,1,5:30.0,Offensive rebound by N. Vonleh,,15,14
49,1,5:24.0,Turnover by E. Mudiay (lost ball; steal by P. Millsap),,15,14
50,1,5:17.0,,G. Harris misses 2-pt layup from 1 ft,15,14
51,1,5:14.0,Defensive rebound by N. Vonleh,,15,14
52,1,5:09.0,Personal foul by P. Millsap (drawn by L. Kornet),,15,14
53,1,5:09.0,F. Ntilikina enters the game for E. Mudiay,,15,14
54,1,4:53.0,N. Vonleh misses 2-pt hook shot from 4 ft,,15,14
55,1,4:51.0,,Defensive rebound by J. Hernangómez,15,14
56,1,4:43.0,,J. Hernangómez makes 3-pt jump shot from 25 ft (assist by N. Jokić),15,17
57,1,4:26.0,N. Vonleh misses 3-pt jump shot from 25 ft,,15,17
58,1,4:25.0,,Defensive rebound by P. Millsap,15,17
59,1,4:09.0,,N. Jokić makes 2-pt layup from 3 ft,15,19
60,1,4:09.0,,Shooting foul by N. Vonleh (drawn by N. Jokić),15,19
61,1,4:09.0,D. Dotson enters the game for T. Hardaway,,15,19
62,1,4:09.0,E. Freedom enters the game for L. Kornet,,15,19
63,1,4:09.0,,N. Jokić makes free throw 1 of 1,15,20
64,1,3:58.0,F. Ntilikina makes 2-pt jump shot from 16 ft (assist by E. Freedom),,17,20
65,1,3:44.0,,J. Murray makes 2-pt dunk from 1 ft (assist by N. Jokić),17,22
66,1,3:33.0,K. Knox misses 3-pt jump shot from 25 ft,,17,22
67,1,3:30.0,,Defensive rebound by P. Millsap,17,22
68,1,3:12.0,,P. Millsap misses 3-pt jump shot from 22 ft,17,22
69,1,3:08.0,Defensive rebound by N. Vonleh,,17,22
70,1,3:06.0,K. Knox makes 2-pt jump shot from 7 ft (assist by F. Ntilikina),,19,22
71,1,3:06.0,Shooting foul by J. Hernangómez (drawn by K. Knox),,19,22
72,1,3:06.0,,M. Beasley enters the game for J. Hernangómez,19,22
73,1,3:06.0,,M. Morris enters the game for N. Jokić,19,22
74,1,3:06.0,,M. Plumlee enters the game for J. Murray,19,22
75,1,3:06.0,K. Knox misses free throw 1 of 1,,19,22
76,1,3:04.0,,Defensive rebound by P. Millsap,19,22
77,1,2:42.0,,M. Beasley makes 2-pt jump shot from 15 ft (assist by M. Plumlee),19,24
78,1,2:24.0,F. Ntilikina misses 2-pt layup from 4 ft,,19,24
79,1,2:23.0,Offensive rebound by E. Freedom,,19,24
80,1,2:23.0,Shooting foul by P. Millsap (drawn by E. Freedom),,19,24
81,1,2:23.0,,Denver full timeout,19,24
82,1,2:23.0,A. Trier enters the game for N. Vonleh,,19,24
83,1,2:23.0,E. Freedom makes free throw 1 of 2,,20,24
84,1,2:23.0,E. Freedom makes free throw 2 of 2,,21,24
85,1,2:05.0,,G. Harris misses 2-pt jump shot from 9 ft,21,24
86,1,2:03.0,,Offensive rebound by P. Millsap,21,24
87,1,1:51.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by G. Harris),21,26
88,1,1:39.0,Personal foul by M. Plumlee (drawn by E. Freedom),,21,26
89,1,1:39.0,E. Freedom makes free throw 1 of 2,,22,26
90,1,1:39.0,E. Freedom makes free throw 2 of 2,,23,26
91,1,1:24.0,,P. Millsap makes 2-pt hook shot from 4 ft (assist by M. Beasley),23,28
92,1,1:05.0,K. Knox makes 2-pt layup from 3 ft (assist by D. Dotson),,25,28
93,1,1:05.0,Shooting foul by M. Plumlee (drawn by K. Knox),,25,28
94,1,1:05.0,K. Knox makes free throw 1 of 1,,26,28
95,1,0:59.0,,Turnover by M. Morris (lost ball; steal by F. Ntilikina),26,28
96,1,0:56.0,K. Knox makes 2-pt layup from 2 ft (assist by F. Ntilikina),,28,28
97,1,0:56.0,Shooting foul by M. Plumlee (drawn by K. Knox),,28,28
98,1,0:56.0,,N. Jokić enters the game for P. Millsap,28,28
99,1,0:56.0,,T. Lyles enters the game for M. Plumlee,28,28
100,1,0:56.0,K. Knox makes free throw 1 of 1,,29,28
101,1,0:34.0,,M. Morris misses 2-pt jump shot from 6 ft,29,28
102,1,0:33.0,,Offensive rebound by N. Jokić,29,28
103,1,0:30.0,,T. Lyles misses 3-pt jump shot from 25 ft,29,28
104,1,0:27.0,Defensive rebound by E. Freedom,,29,28
105,1,0:05.0,F. Ntilikina makes 3-pt jump shot from 22 ft (assist by D. Dotson),,32,28
106,1,0:00.0,,M. Morris misses 3-pt jump shot from 27 ft,32,28
107,1,0:00.0,,Offensive rebound by Team,32,28
108,2,11:44.0,A. Trier makes 2-pt layup from 1 ft (assist by F. Ntilikina),,34,28
109,2,11:17.0,,N. Jokić misses 2-pt jump shot from 11 ft,34,28
110,2,11:15.0,Defensive rebound by E. Freedom,,34,28
111,2,11:08.0,E. Freedom makes 2-pt hook shot from 4 ft (assist by F. Ntilikina),,36,28
112,2,11:07.0,,Denver full timeout,36,28
113,2,10:59.0,,Personal foul by E. Freedom (drawn by N. Jokić),36,28
114,2,10:54.0,,Shooting foul by D. Dotson (drawn by G. Harris),36,28
115,2,10:54.0,,G. Harris makes free throw 1 of 2,36,29
