,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,DALLAS_ACTION,LA CLIPPERS_SCORE,DALLAS_SCORE
221,2,0:52.0,A. Bradley makes 2-pt jump shot from 17 ft,,58,60
222,2,0:36.0,,H. Barnes misses 2-pt jump shot from 13 ft,58,60
223,2,0:32.0,Defensive rebound by A. Bradley,,58,60
224,2,0:27.0,D. Gallinari misses 3-pt jump shot from 28 ft,,58,60
225,2,0:22.0,,Defensive rebound by D. Finney-Smith,58,60
226,2,0:03.0,,J. Barea misses 2-pt jump shot from 7 ft,58,60
227,2,0:00.0,,D. Jordan makes 2-pt layup from 1 ft,58,62
228,2,0:01.0,,Offensive rebound by D. Jordan,58,62
229,2,0:00.0,T. Harris misses 3-pt jump shot from 54 ft,,58,62
230,2,0:00.0,Offensive rebound by Team,,58,62
231,3,11:38.0,,W. Matthews misses 2-pt jump shot from 17 ft,58,62
232,3,11:34.0,Defensive rebound by M. Gortat,,58,62
233,3,11:23.0,T. Harris misses 2-pt jump shot from 16 ft,,58,62
234,3,11:21.0,,Defensive rebound by H. Barnes,58,62
235,3,11:04.0,,Turnover by H. Barnes (lost ball; steal by T. Harris),58,62
236,3,10:56.0,Shooting foul by D. Smith (drawn by T. Harris),,58,62
237,3,10:56.0,T. Harris makes free throw 1 of 2,,59,62
238,3,10:56.0,T. Harris makes free throw 2 of 2,,60,62
239,3,10:43.0,,Turnover by W. Matthews (bad pass),60,62
240,3,10:25.0,Turnover by A. Bradley (bad pass; steal by D. Finney-Smith),,60,62
241,3,10:20.0,,D. Finney-Smith misses 2-pt layup from 2 ft,60,62
242,3,10:18.0,Defensive rebound by M. Gortat,,60,62
243,3,10:15.0,D. Gallinari makes 2-pt dunk from 2 ft (assist by T. Harris),,62,62
244,3,10:01.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft,62,62
245,3,9:58.0,Defensive rebound by A. Bradley,,62,62
246,3,9:49.0,A. Bradley misses 2-pt jump shot from 18 ft,,62,62
247,3,9:45.0,,Defensive rebound by D. Jordan,62,62
248,3,9:29.0,,H. Barnes makes 2-pt jump shot from 8 ft,62,64
249,3,9:15.0,S. Gilgeous-Alexander misses 2-pt jump shot from 17 ft,,62,64
250,3,9:12.0,,Defensive rebound by D. Finney-Smith,62,64
251,3,9:04.0,,D. Jordan makes 2-pt layup from 1 ft (assist by W. Matthews),62,66
252,3,9:04.0,LA Clippers full timeout,,62,66
253,3,8:44.0,T. Harris makes 2-pt jump shot from 18 ft,,64,66
254,3,8:23.0,,H. Barnes misses 2-pt layup from 1 ft,64,66
255,3,8:21.0,,Offensive rebound by H. Barnes,64,66
256,3,8:20.0,,H. Barnes misses 2-pt layup at rim,64,66
257,3,8:20.0,Defensive rebound by M. Gortat,,64,66
258,3,8:14.0,A. Bradley makes 3-pt jump shot from 23 ft (assist by D. Gallinari),,67,66
259,3,8:00.0,,D. Smith makes 3-pt jump shot from 26 ft (assist by W. Matthews),67,69
260,3,7:37.0,Turnover by D. Gallinari (lost ball; steal by D. Smith),,67,69
261,3,7:35.0,,Personal foul by D. Gallinari (drawn by D. Smith),67,69
262,3,7:25.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by D. Jordan),67,72
263,3,7:00.0,M. Gortat makes 2-pt layup from 1 ft (assist by A. Bradley),,69,72
264,3,6:43.0,,W. Matthews misses 2-pt layup from 3 ft (block by S. Gilgeous-Alexander),69,72
265,3,6:43.0,Defensive rebound by Team,,69,72
266,3,6:28.0,T. Harris misses 2-pt layup from 2 ft (block by H. Barnes),,69,72
267,3,6:25.0,,Defensive rebound by D. Jordan,69,72
268,3,6:20.0,,Turnover by D. Smith (out of bounds lost ball),69,72
269,3,6:20.0,,D. Harris enters the game for W. Matthews,69,72
270,3,6:02.0,M. Gortat misses 2-pt hook shot from 6 ft,,69,72
271,3,6:01.0,,Defensive rebound by D. Jordan,69,72
272,3,5:53.0,,D. Finney-Smith makes 2-pt jump shot from 19 ft,69,74
273,3,5:27.0,T. Harris misses 2-pt hook shot from 4 ft,,69,74
274,3,5:25.0,,Defensive rebound by D. Jordan,69,74
275,3,5:16.0,,D. Smith makes 2-pt jump shot from 18 ft,69,76
276,3,5:01.0,Personal foul by H. Barnes (drawn by T. Harris),,69,76
277,3,5:01.0,P. Beverley enters the game for A. Bradley,,69,76
278,3,5:01.0,L. Williams enters the game for S. Gilgeous-Alexander,,69,76
279,3,4:55.0,T. Harris misses 3-pt jump shot from 26 ft,,69,76
280,3,4:51.0,Offensive rebound by P. Beverley,,69,76
281,3,4:46.0,L. Williams makes 2-pt jump shot from 21 ft,,71,76
282,3,4:34.0,,D. Smith misses 3-pt jump shot from 28 ft,71,76
283,3,4:32.0,,Offensive rebound by D. Jordan,71,76
284,3,4:30.0,,D. Jordan misses 2-pt hook shot from 3 ft,71,76
285,3,4:26.0,,Offensive rebound by D. Jordan,71,76
286,3,4:26.0,,D. Jordan misses 2-pt layup at rim,71,76
287,3,4:26.0,Defensive rebound by T. Harris,,71,76
288,3,4:21.0,Turnover by T. Harris (lost ball; steal by D. Finney-Smith),,71,76
289,3,4:20.0,,D. Jordan makes 2-pt layup from 2 ft (assist by H. Barnes),71,78
290,3,4:20.0,,Shooting foul by M. Gortat (drawn by D. Jordan),71,78
291,3,4:20.0,M. Harrell enters the game for M. Gortat,,71,78
292,3,4:20.0,,W. Matthews enters the game for D. Finney-Smith,71,78
293,3,4:20.0,,D. Jordan makes free throw 1 of 1,71,79
294,3,4:09.0,M. Harrell makes 2-pt dunk from 2 ft (assist by L. Williams),,73,79
295,3,3:55.0,,Offensive foul by D. Jordan (drawn by T. Harris),73,79
296,3,3:55.0,,Turnover by D. Jordan (offensive foul),73,79
297,3,3:55.0,M. Scott enters the game for T. Harris,,73,79
298,3,3:47.0,P. Beverley misses 2-pt layup from 2 ft (block by D. Smith),,73,79
299,3,3:44.0,,Defensive rebound by D. Jordan,73,79
300,3,3:32.0,,H. Barnes misses 3-pt jump shot from 24 ft,73,79
301,3,3:29.0,Defensive rebound by M. Harrell,,73,79
302,3,3:21.0,D. Gallinari misses 3-pt jump shot from 26 ft,,73,79
303,3,3:19.0,,Defensive rebound by D. Jordan,73,79
304,3,3:10.0,,J. Barea enters the game for H. Barnes,73,79
305,3,3:10.0,,D. Finney-Smith enters the game for D. Smith,73,79
306,3,3:03.0,,Shooting foul by M. Harrell (drawn by D. Jordan),73,79
307,3,3:03.0,,D. Jordan makes free throw 1 of 2,73,80
308,3,3:03.0,A. Bradley enters the game for D. Gallinari,,73,80
309,3,3:03.0,,D. Jordan misses free throw 2 of 2,73,80
310,3,3:01.0,Defensive rebound by M. Scott,,73,80
311,3,2:53.0,M. Harrell makes 2-pt hook shot from 2 ft (assist by L. Williams),,75,80
312,3,2:41.0,,J. Barea makes 2-pt jump shot from 4 ft,75,82
313,3,2:33.0,Shooting foul by D. Harris (drawn by L. Williams),,75,82
314,3,2:33.0,,Dallas full timeout,75,82
315,3,2:33.0,L. Williams makes free throw 1 of 2,,76,82
316,3,2:33.0,L. Williams makes free throw 2 of 2,,77,82
317,3,2:16.0,,D. Jordan misses 2-pt layup from 2 ft,77,82
318,3,2:14.0,Defensive rebound by M. Harrell,,77,82
319,3,2:06.0,L. Williams makes 2-pt layup from 2 ft,,79,82
320,3,1:44.0,,W. Matthews misses 2-pt jump shot from 11 ft,79,82
321,3,1:39.0,,Offensive rebound by D. Jordan,79,82
322,3,1:38.0,,D. Jordan makes 2-pt dunk at rim,79,84
323,3,1:20.0,Turnover by L. Williams (bad pass),,79,84
324,3,1:20.0,,D. Powell enters the game for D. Jordan,79,84
325,3,1:08.0,,D. Powell makes 2-pt layup from 3 ft (assist by J. Barea),79,86
326,3,0:52.0,M. Scott misses 2-pt layup from 6 ft,,79,86
327,3,0:48.0,,Defensive rebound by D. Powell,79,86
328,3,0:38.0,,W. Matthews misses 2-pt layup from 2 ft,79,86
329,3,0:37.0,Defensive rebound by M. Harrell,,79,86
330,3,0:37.0,,Technical foul by W. Matthews,79,86
331,3,0:37.0,L. Williams makes technical free throw,,80,86
332,3,0:18.0,P. Beverley misses 2-pt jump shot from 15 ft,,80,86
333,3,0:15.0,,Defensive rebound by D. Powell,80,86
334,3,0:01.0,,Shooting foul by P. Beverley (drawn by D. Powell),80,86
335,3,0:01.0,,D. Powell makes free throw 1 of 2,80,87
336,3,0:01.0,,D. Powell makes free throw 2 of 2,80,88
337,3,0:01.0,Turnover by M. Scott (bad pass; steal by W. Matthews),,80,88
338,3,0:00.0,,W. Matthews misses 2-pt layup from 2 ft (block by P. Beverley),80,88
339,3,0:00.0,,Offensive rebound by Team,80,88
340,4,11:48.0,M. Harrell makes 2-pt hook shot from 4 ft (assist by P. Beverley),,82,88
341,4,11:22.0,,D. Powell misses 2-pt layup from 5 ft,82,88
342,4,11:17.0,,Offensive rebound by D. Finney-Smith,82,88
343,4,11:17.0,,D. Finney-Smith misses 2-pt layup from 2 ft,82,88
344,4,11:15.0,Defensive rebound by P. Beverley,,82,88
345,4,11:15.0,M. Harrell makes 2-pt layup from 2 ft (assist by L. Williams),,84,88
346,4,11:15.0,Shooting foul by W. Matthews (drawn by M. Harrell),,84,88
347,4,11:15.0,M. Harrell misses free throw 1 of 1,,84,88
348,4,11:12.0,,Defensive rebound by W. Matthews,84,88
349,4,11:04.0,,J. Barea misses 2-pt jump shot from 7 ft,84,88
350,4,10:59.0,Defensive rebound by M. Scott,,84,88
351,4,10:54.0,L. Williams misses 2-pt jump shot from 23 ft,,84,88
352,4,10:52.0,,Defensive rebound by W. Matthews,84,88
353,4,10:51.0,,Personal foul by M. Harrell (drawn by W. Matthews),84,88
354,4,10:45.0,,Offensive foul by D. Powell (drawn by M. Harrell),84,88
355,4,10:45.0,,Turnover by D. Powell (offensive foul),84,88
356,4,10:45.0,LA Clippers full timeout,,84,88
357,4,10:45.0,,H. Barnes enters the game for D. Harris,84,88
358,4,10:45.0,,D. Smith enters the game for W. Matthews,84,88
359,4,10:32.0,M. Harrell makes 2-pt layup from 5 ft,,86,88
360,4,10:18.0,,H. Barnes misses 2-pt jump shot from 8 ft (block by P. Beverley),86,88
361,4,10:17.0,,Offensive rebound by H. Barnes,86,88
362,4,10:16.0,,H. Barnes makes 2-pt layup at rim,86,90
363,4,10:16.0,,Shooting foul by M. Harrell (drawn by H. Barnes),86,90
364,4,10:16.0,,H. Barnes makes free throw 1 of 1,86,91
365,4,9:59.0,L. Williams misses 2-pt jump shot from 20 ft,,86,91
366,4,9:56.0,,Defensive rebound by D. Finney-Smith,86,91
367,4,9:42.0,,J. Barea misses 2-pt jump shot from 13 ft,86,91
368,4,9:38.0,Defensive rebound by A. Bradley,,86,91
369,4,9:34.0,L. Williams makes 3-pt jump shot from 25 ft (assist by A. Bradley),,89,91
370,4,9:17.0,,J. Barea misses 3-pt jump shot from 26 ft,89,91
371,4,9:14.0,,Offensive rebound by H. Barnes,89,91
372,4,9:10.0,Technical foul by P. Beverley,,89,91
373,4,9:10.0,P. Beverley ejected from game,,89,91
374,4,9:10.0,M. Teodosić enters the game for P. Beverley,,89,91
375,4,9:10.0,,H. Barnes makes technical free throw,89,92
376,4,9:10.0,D. Gallinari enters the game for M. Harrell,,89,92
377,4,9:10.0,T. Harris enters the game for M. Scott,,89,92
378,4,9:07.0,,Turnover by H. Barnes (lost ball; steal by M. Teodosić),89,92
379,4,9:04.0,A. Bradley misses 2-pt layup from 3 ft (block by D. Powell),,89,92
380,4,9:02.0,,Defensive rebound by J. Barea,89,92
381,4,8:59.0,,Shooting foul by T. Harris (drawn by H. Barnes),89,92
