,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DETROIT_ACTION,SAN ANTONIO_SCORE,DETROIT_SCORE
383,4,3:41.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,109,93
384,4,3:18.0,,R. Bullock misses 3-pt jump shot from 26 ft,109,93
385,4,3:16.0,Defensive rebound by L. Aldridge,,109,93
386,4,3:09.0,Turnover by L. Aldridge (bad pass; steal by A. Drummond),,109,93
387,4,3:06.0,,A. Drummond makes 2-pt jump shot from 2 ft,109,95
388,4,2:52.0,L. Aldridge makes 2-pt hook shot from 5 ft,,111,95
389,4,2:42.0,,Turnover by R. Bullock (traveling),111,95
390,4,2:25.0,P. Mills makes 2-pt layup from 1 ft (assist by L. Aldridge),,113,95
391,4,2:12.0,,R. Bullock makes 3-pt jump shot from 25 ft (assist by B. Griffin),113,98
392,4,1:56.0,D. DeRozan misses 2-pt jump shot from 15 ft,,113,98
393,4,1:52.0,,Defensive rebound by R. Bullock,113,98
394,4,1:49.0,,R. Jackson makes 2-pt layup from 1 ft,113,100
395,4,1:49.0,,Shooting foul by J. Poeltl (drawn by R. Jackson),113,100
396,4,1:49.0,,R. Jackson makes free throw 1 of 1,113,101
397,4,1:28.0,J. Poeltl misses 2-pt layup from 5 ft (block by A. Drummond),,113,101
398,4,1:28.0,,Defensive rebound by Team,113,101
399,4,1:28.0,D. White enters the game for P. Mills,,113,101
400,4,1:09.0,,R. Jackson misses 3-pt jump shot from 26 ft,113,101
401,4,1:05.0,,Offensive rebound by B. Brown,113,101
402,4,0:58.0,,R. Jackson makes 2-pt dunk from 1 ft (assist by A. Drummond),113,103
403,4,0:56.0,Personal foul by B. Brown (drawn by D. White),,113,103
404,4,0:56.0,D. White makes free throw 1 of 2,,114,103
405,4,0:56.0,D. White makes free throw 2 of 2,,115,103
406,4,0:45.0,,Shooting foul by D. DeRozan (drawn by B. Griffin),115,103
407,4,0:45.0,,B. Griffin makes free throw 1 of 2,115,104
408,4,0:45.0,,B. Griffin makes free throw 2 of 2,115,105
409,4,0:40.0,Personal foul by R. Jackson (drawn by D. White),,115,105
410,4,0:40.0,D. White makes free throw 1 of 2,,116,105
411,4,0:40.0,D. White makes free throw 2 of 2,,117,105
412,4,0:30.0,,B. Griffin makes 2-pt layup from 3 ft,117,107
413,4,0:26.0,Personal foul by R. Jackson (drawn by B. Forbes),,117,107
414,4,0:26.0,B. Forbes makes free throw 1 of 2,,118,107
415,4,0:26.0,B. Forbes makes free throw 2 of 2,,119,107
416,4,0:05.0,,Turnover by A. Drummond (lost ball; steal by D. DeRozan),119,107
