,QUARTER,TIME_REMAINING,MIAMI_ACTION,MILWAUKEE_ACTION,MIAMI_SCORE,MILWAUKEE_SCORE
241,3,9:21.0,B. Adebayo makes free throw 1 of 1,,59,70
242,3,9:07.0,,T. Snell misses 3-pt jump shot from 24 ft,59,70
243,3,9:04.0,,Offensive rebound by T. Snell,59,70
244,3,9:04.0,,T. Snell misses 2-pt dunk from 3 ft,59,70
245,3,9:01.0,Defensive rebound by D. Jones,,59,70
246,3,8:48.0,J. Richardson misses 3-pt jump shot from 25 ft,,59,70
247,3,8:45.0,,Defensive rebound by B. Lopez,59,70
248,3,8:39.0,,K. Middleton makes 2-pt jump shot from 1 ft,59,72
249,3,8:28.0,J. Richardson misses 2-pt jump shot from 12 ft,,59,72
250,3,8:28.0,,Defensive rebound by B. Lopez,59,72
251,3,8:21.0,,Turnover by K. Middleton (lost ball; steal by J. Richardson),59,72
252,3,8:12.0,K. Olynyk misses 3-pt jump shot from 29 ft,,59,72
253,3,8:09.0,,Defensive rebound by B. Lopez,59,72
254,3,8:02.0,,B. Lopez misses 3-pt jump shot from 29 ft,59,72
255,3,7:57.0,Defensive rebound by J. Richardson,,59,72
256,3,7:53.0,Personal foul by K. Middleton (drawn by K. Olynyk),,59,72
257,3,7:41.0,B. Adebayo misses 2-pt layup from 3 ft (block by B. Lopez),,59,72
258,3,7:37.0,Offensive rebound by B. Adebayo,,59,72
259,3,7:36.0,B. Adebayo misses 2-pt layup from 2 ft (block by G. Antetokounmpo),,59,72
260,3,7:30.0,Offensive rebound by D. Jones,,59,72
261,3,7:28.0,D. Waiters makes 3-pt jump shot from 28 ft,,62,72
262,3,7:17.0,,T. Snell makes 3-pt jump shot from 24 ft (assist by K. Middleton),62,75
263,3,6:59.0,B. Adebayo makes 2-pt layup from 2 ft (assist by D. Jones),,64,75
264,3,6:59.0,Shooting foul by G. Antetokounmpo (drawn by B. Adebayo),,64,75
265,3,6:59.0,,Milwaukee full timeout,64,75
266,3,6:59.0,,P. Connaughton enters the game for T. Snell,64,75
267,3,6:59.0,B. Adebayo misses free throw 1 of 1,,64,75
268,3,6:53.0,,Defensive rebound by B. Lopez,64,75
269,3,6:40.0,,Turnover by G. Antetokounmpo (bad pass; steal by B. Adebayo),64,75
270,3,6:30.0,B. Adebayo misses 2-pt jump shot from 15 ft,,64,75
271,3,6:28.0,,Defensive rebound by P. Connaughton,64,75
272,3,6:20.0,,G. Antetokounmpo misses 2-pt jump shot from 19 ft,64,75
273,3,6:17.0,Defensive rebound by D. Jones,,64,75
274,3,6:08.0,D. Jones makes 3-pt jump shot from 23 ft (assist by D. Waiters),,67,75
275,3,5:51.0,,E. Bledsoe misses 2-pt jump shot from 9 ft,67,75
276,3,5:51.0,,Offensive rebound by Team,67,75
277,3,5:51.0,D. Wade enters the game for J. Richardson,,67,75
278,3,5:51.0,,G. Hill enters the game for E. Bledsoe,67,75
279,3,5:38.0,,G. Hill makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),67,78
280,3,5:19.0,K. Olynyk misses 3-pt jump shot from 23 ft,,67,78
281,3,5:16.0,,Defensive rebound by G. Hill,67,78
282,3,5:08.0,,Shooting foul by K. Olynyk (drawn by B. Lopez),67,78
283,3,5:08.0,,B. Lopez misses free throw 1 of 2,67,78
284,3,5:08.0,,Offensive rebound by Team,67,78
285,3,5:08.0,,D. Wilson enters the game for G. Antetokounmpo,67,78
286,3,5:08.0,,B. Lopez makes free throw 2 of 2,67,79
287,3,4:47.0,D. Jones misses 3-pt jump shot from 23 ft,,67,79
288,3,4:44.0,,Defensive rebound by B. Lopez,67,79
289,3,4:33.0,,Shooting foul by D. Jones (drawn by B. Lopez),67,79
290,3,4:33.0,,B. Lopez makes free throw 1 of 2,67,80
291,3,4:33.0,J. Johnson enters the game for B. Adebayo,,67,80
292,3,4:33.0,,B. Lopez misses free throw 2 of 2,67,80
293,3,4:31.0,,Offensive rebound by K. Middleton,67,80
294,3,4:31.0,,Milwaukee full timeout,67,80
295,3,4:22.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by K. Middleton),67,83
296,3,4:02.0,D. Waiters misses 3-pt jump shot from 23 ft,,67,83
297,3,3:59.0,,Defensive rebound by B. Lopez,67,83
298,3,3:55.0,,K. Middleton misses 3-pt jump shot from 26 ft,67,83
299,3,3:53.0,Defensive rebound by D. Jones,,67,83
300,3,3:41.0,D. Wade misses 2-pt jump shot from 21 ft,,67,83
301,3,3:41.0,,Defensive rebound by Team,67,83
302,3,3:41.0,,Personal foul by K. Olynyk (drawn by G. Hill),67,83
303,3,3:41.0,G. Dragić enters the game for K. Olynyk,,67,83
304,3,3:41.0,H. Whiteside enters the game for D. Waiters,,67,83
305,3,3:41.0,,E. İlyasova enters the game for B. Lopez,67,83
306,3,3:33.0,,Turnover by G. Hill (bad pass),67,83
307,3,3:15.0,J. Johnson misses 2-pt layup from 1 ft,,67,83
308,3,3:12.0,,Defensive rebound by K. Middleton,67,83
309,3,3:08.0,,G. Hill misses 2-pt layup from 2 ft,67,83
310,3,3:05.0,Defensive rebound by D. Wade,,67,83
311,3,2:54.0,Turnover by J. Johnson (bad pass),,67,83
312,3,2:54.0,J. Richardson enters the game for D. Jones,,67,83
313,3,2:54.0,,S. Brown enters the game for K. Middleton,67,83
314,3,2:38.0,,Shooting foul by J. Richardson (drawn by D. Wilson),67,83
315,3,2:38.0,,D. Wilson makes free throw 1 of 2,67,84
316,3,2:38.0,,D. Wilson makes free throw 2 of 2,67,85
317,3,2:26.0,Shooting foul by D. Wilson (drawn by J. Johnson),,67,85
318,3,2:26.0,J. Johnson misses free throw 1 of 2,,67,85
319,3,2:26.0,Offensive rebound by Team,,67,85
320,3,2:26.0,J. Johnson makes free throw 2 of 2,,68,85
321,3,2:20.0,,Offensive foul by G. Hill (drawn by J. Richardson),68,85
322,3,2:20.0,,Turnover by G. Hill (offensive foul),68,85
323,3,2:06.0,J. Johnson misses 2-pt hook shot from 7 ft,,68,85
324,3,2:02.0,Offensive rebound by H. Whiteside,,68,85
325,3,2:01.0,H. Whiteside misses 2-pt hook shot from 8 ft,,68,85
326,3,1:58.0,,Defensive rebound by P. Connaughton,68,85
327,3,1:46.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by D. Wilson),68,88
328,3,1:27.0,G. Dragić misses 2-pt jump shot from 21 ft,,68,88
329,3,1:24.0,,Defensive rebound by P. Connaughton,68,88
330,3,1:24.0,,S. Brown makes 2-pt layup from 1 ft (assist by P. Connaughton),68,90
331,3,1:24.0,,Shooting foul by J. Johnson (drawn by S. Brown),68,90
332,3,1:24.0,,G. Antetokounmpo enters the game for G. Hill,68,90
333,3,1:24.0,,E. Bledsoe enters the game for D. Wilson,68,90
334,3,1:24.0,,S. Brown misses free throw 1 of 1,68,90
335,3,1:15.0,Defensive rebound by J. Johnson,,68,90
336,3,1:13.0,Shooting foul by S. Brown (drawn by D. Wade),,68,90
337,3,1:13.0,H. Whiteside misses free throw 1 of 2,,68,90
338,3,1:13.0,Offensive rebound by Team,,68,90
339,3,1:13.0,H. Whiteside makes free throw 2 of 2,,69,90
340,3,0:58.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by S. Brown),69,92
341,3,0:45.0,Shooting foul by E. Bledsoe (drawn by H. Whiteside),,69,92
342,3,0:45.0,H. Whiteside misses free throw 1 of 2,,69,92
343,3,0:45.0,Offensive rebound by Team,,69,92
344,3,0:45.0,,T. Snell enters the game for P. Connaughton,69,92
345,3,0:45.0,H. Whiteside misses free throw 2 of 2,,69,92
346,3,0:30.0,,Defensive rebound by E. İlyasova,69,92
347,3,0:30.0,,Shooting foul by J. Johnson (drawn by E. İlyasova),69,92
348,3,0:30.0,,E. İlyasova misses free throw 1 of 3,69,92
349,3,0:30.0,,Offensive rebound by Team,69,92
350,3,0:30.0,,E. İlyasova makes free throw 2 of 3,69,93
351,3,0:30.0,,E. İlyasova makes free throw 3 of 3,69,94
352,3,0:19.0,G. Dragić misses 2-pt jump shot from 11 ft,,69,94
353,3,0:14.0,,Defensive rebound by T. Snell,69,94
354,3,0:00.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,69,94
355,3,0:00.0,Defensive rebound by H. Whiteside,,69,94
356,4,11:40.0,,Shooting foul by H. Whiteside (drawn by G. Antetokounmpo),69,94
357,4,11:40.0,,G. Antetokounmpo misses free throw 1 of 2,69,94
358,4,11:40.0,,Offensive rebound by Team,69,94
359,4,11:40.0,,G. Antetokounmpo makes free throw 2 of 2,69,95
360,4,11:23.0,J. Richardson makes 2-pt dunk from 1 ft (assist by D. Wade),,71,95
361,4,11:04.0,,E. İlyasova misses 2-pt jump shot from 14 ft,71,95
362,4,11:00.0,Defensive rebound by G. Dragić,,71,95
363,4,10:56.0,J. Richardson misses 3-pt jump shot from 26 ft,,71,95
364,4,10:52.0,,Defensive rebound by E. Bledsoe,71,95
365,4,10:42.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,71,95
366,4,10:39.0,Defensive rebound by H. Whiteside,,71,95
367,4,10:37.0,Shooting foul by E. İlyasova (drawn by D. Wade),,71,95
368,4,10:37.0,D. Wade makes free throw 1 of 2,,72,95
369,4,10:37.0,D. Wade misses free throw 2 of 2,,72,95
370,4,10:33.0,,Defensive rebound by G. Antetokounmpo,72,95
371,4,10:21.0,,E. Bledsoe misses 2-pt jump shot from 16 ft,72,95
372,4,10:16.0,,Offensive rebound by S. Brown,72,95
373,4,10:16.0,,S. Brown misses 2-pt dunk from 1 ft,72,95
374,4,10:16.0,,Offensive rebound by G. Antetokounmpo,72,95
375,4,10:14.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),72,97
376,4,9:57.0,Turnover by G. Dragić (bad pass),,72,97
