,QUARTER,TIME_REMAINING,DALLAS_ACTION,PHILADELPHIA_ACTION,DALLAS_SCORE,PHILADELPHIA_SCORE
382,4,8:54.0,Personal foul by B. Simmons (drawn by J. Brunson),,76,90
383,4,8:39.0,R. Broekhoff makes 2-pt dunk from 1 ft (assist by D. Jordan),,78,90
384,4,8:23.0,,J. Redick misses 2-pt jump shot from 19 ft,78,90
385,4,8:20.0,Defensive rebound by R. Broekhoff,,78,90
386,4,8:13.0,J. Brunson misses 2-pt jump shot from 11 ft,,78,90
387,4,8:11.0,,Defensive rebound by J. Embiid,78,90
388,4,7:58.0,,J. Embiid misses 2-pt jump shot from 20 ft,78,90
389,4,7:55.0,Defensive rebound by J. Brunson,,78,90
390,4,7:55.0,,F. Korkmaz enters the game for J. Redick,78,90
391,4,7:36.0,D. Finney-Smith misses 2-pt jump shot from 13 ft,,78,90
392,4,7:34.0,,Defensive rebound by B. Simmons,78,90
393,4,7:26.0,,Personal foul by M. Kleber (drawn by B. Simmons),78,90
394,4,7:26.0,D. Powell enters the game for D. Jordan,,78,90
395,4,7:26.0,,M. Muscala enters the game for J. Embiid,78,90
396,4,7:10.0,,B. Simmons makes 2-pt jump shot from 9 ft (assist by F. Korkmaz),78,92
397,4,6:56.0,R. Broekhoff makes 2-pt layup from 2 ft (assist by J. Brunson),,80,92
398,4,6:47.0,,F. Korkmaz misses 3-pt jump shot from 27 ft,80,92
399,4,6:43.0,Defensive rebound by M. Kleber,,80,92
400,4,6:24.0,M. Kleber misses 2-pt jump shot from 11 ft,,80,92
401,4,6:22.0,,Defensive rebound by Team,80,92
402,4,6:09.0,,M. Muscala misses 3-pt jump shot from 28 ft,80,92
403,4,6:05.0,Defensive rebound by J. Brunson,,80,92
404,4,5:58.0,D. Finney-Smith misses 3-pt jump shot from 27 ft,,80,92
405,4,5:55.0,,Defensive rebound by B. Simmons,80,92
406,4,5:46.0,,L. Shamet misses 3-pt jump shot from 25 ft,80,92
407,4,5:44.0,,Offensive rebound by M. Muscala,80,92
408,4,5:36.0,,M. Muscala makes 2-pt jump shot from 11 ft (assist by T. McConnell),80,94
409,4,5:35.0,Dallas full timeout,,80,94
410,4,5:35.0,H. Barnes enters the game for R. Broekhoff,,80,94
411,4,5:35.0,L. Dončić enters the game for J. Brunson,,80,94
412,4,5:35.0,W. Matthews enters the game for D. Finney-Smith,,80,94
413,4,5:35.0,D. Smith enters the game for M. Kleber,,80,94
414,4,5:21.0,L. Dončić makes 2-pt layup from 2 ft,,82,94
415,4,5:21.0,Shooting foul by L. Shamet (drawn by L. Dončić),,82,94
416,4,5:21.0,L. Dončić misses free throw 1 of 1,,82,94
417,4,5:19.0,,Defensive rebound by B. Simmons,82,94
418,4,5:12.0,,Turnover by T. McConnell (bad pass),82,94
419,4,4:58.0,L. Dončić misses 2-pt jump shot from 18 ft,,82,94
420,4,4:57.0,Offensive rebound by Team,,82,94
421,4,4:57.0,,Loose ball foul by M. Muscala (drawn by D. Powell),82,94
422,4,4:57.0,D. Powell makes free throw 1 of 2,,83,94
423,4,4:57.0,D. Powell makes free throw 2 of 2,,84,94
424,4,4:40.0,,F. Korkmaz misses 3-pt jump shot from 28 ft,84,94
425,4,4:37.0,Defensive rebound by D. Smith,,84,94
426,4,4:19.0,D. Powell makes 2-pt dunk from 1 ft (assist by D. Smith),,86,94
427,4,4:19.0,,Philadelphia full timeout,86,94
428,4,4:19.0,,J. Bolden enters the game for T. McConnell,86,94
429,4,4:19.0,,J. Embiid enters the game for M. Muscala,86,94
430,4,4:19.0,,J. Redick enters the game for L. Shamet,86,94
431,4,4:09.0,,J. Embiid misses 2-pt layup from 3 ft (block by D. Powell),86,94
432,4,4:06.0,Defensive rebound by L. Dončić,,86,94
433,4,4:02.0,,Violation by Team (kicked ball),86,94
434,4,3:52.0,H. Barnes misses 3-pt jump shot from 27 ft,,86,94
435,4,3:49.0,,Defensive rebound by B. Simmons,86,94
436,4,3:33.0,,Shooting foul by H. Barnes (drawn by J. Embiid),86,94
437,4,3:33.0,,J. Embiid makes free throw 1 of 2,86,95
438,4,3:33.0,,J. Embiid makes free throw 2 of 2,86,96
439,4,3:17.0,D. Powell misses 2-pt jump shot from 19 ft,,86,96
440,4,3:14.0,,Defensive rebound by J. Embiid,86,96
441,4,2:58.0,,F. Korkmaz misses 2-pt layup from 2 ft,86,96
442,4,2:55.0,Defensive rebound by L. Dončić,,86,96
443,4,2:51.0,Turnover by D. Smith (out of bounds lost ball),,86,96
444,4,2:39.0,,Personal foul by W. Matthews (drawn by B. Simmons),86,96
445,4,2:30.0,,J. Embiid makes 2-pt layup from 3 ft (assist by F. Korkmaz),86,98
446,4,2:20.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by L. Dončić),,89,98
447,4,1:56.0,,J. Embiid misses 2-pt hook shot from 7 ft (block by D. Powell),89,98
448,4,1:54.0,Defensive rebound by L. Dončić,,89,98
449,4,1:48.0,D. Smith makes 2-pt layup from 2 ft (assist by H. Barnes),,91,98
450,4,1:48.0,,Philadelphia full timeout,91,98
451,4,1:34.0,,F. Korkmaz makes 3-pt jump shot from 26 ft (assist by J. Bolden),91,101
452,4,1:24.0,W. Matthews makes 3-pt jump shot from 28 ft (assist by L. Dončić),,94,101
453,4,1:16.0,,Turnover by J. Embiid (offensive foul),94,101
454,4,1:16.0,,Offensive foul by J. Embiid (drawn by D. Powell),94,101
455,4,1:08.0,L. Dončić makes 3-pt jump shot from 28 ft,,97,101
456,4,1:03.0,,Personal take foul by W. Matthews (drawn by B. Simmons),97,101
457,4,1:03.0,,B. Simmons makes free throw 1 of 2,97,102
458,4,1:03.0,,T. McConnell enters the game for J. Bolden,97,102
459,4,1:03.0,,B. Simmons misses free throw 2 of 2,97,102
460,4,1:00.0,Defensive rebound by D. Powell,,97,102
461,4,0:50.0,Shooting foul by J. Embiid (drawn by D. Powell),,97,102
462,4,0:50.0,D. Powell makes free throw 1 of 2,,98,102
463,4,0:50.0,D. Powell misses free throw 2 of 2,,98,102
464,4,0:48.0,,Defensive rebound by F. Korkmaz,98,102
465,4,0:28.0,Loose ball foul by W. Matthews (drawn by J. Embiid),,98,102
466,4,0:28.0,,J. Embiid makes free throw 1 of 2,98,103
467,4,0:28.0,,J. Embiid makes free throw 2 of 2,98,104
468,4,0:22.0,L. Dončić misses 3-pt jump shot from 28 ft,,98,104
469,4,0:18.0,,Defensive rebound by F. Korkmaz,98,104
470,4,0:14.0,,Personal foul by W. Matthews (drawn by F. Korkmaz),98,104
471,4,0:14.0,,F. Korkmaz makes free throw 1 of 2,98,105
472,4,0:14.0,,F. Korkmaz makes free throw 2 of 2,98,106
473,4,0:06.0,D. Powell makes 2-pt layup from 2 ft (assist by L. Dončić),,100,106
