,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,OKLAHOMA CITY_ACTION,MILWAUKEE_SCORE,OKLAHOMA CITY_SCORE
52,1,5:58.0,D. Wilson enters the game for G. Antetokounmpo,,13,12
53,1,5:46.0,,T. Ferguson makes 3-pt jump shot from 23 ft (assist by J. Grant),13,15
54,1,5:30.0,E. Bledsoe makes 2-pt layup from 1 ft,,15,15
55,1,5:19.0,,R. Westbrook misses 2-pt jump shot from 16 ft,15,15
56,1,5:14.0,Defensive rebound by E. Bledsoe,,15,15
57,1,5:07.0,B. Lopez makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,18,15
58,1,4:50.0,,T. Ferguson makes 3-pt jump shot from 23 ft (assist by R. Westbrook),18,18
59,1,4:32.0,D. Wilson misses 3-pt jump shot from 25 ft,,18,18
60,1,4:29.0,,Defensive rebound by T. Ferguson,18,18
61,1,4:22.0,,J. Grant makes 2-pt dunk from 1 ft (assist by T. Ferguson),18,20
62,1,4:21.0,Milwaukee full timeout,,18,20
63,1,4:21.0,G. Hill enters the game for K. Middleton,,18,20
64,1,4:21.0,,A. Nader enters the game for T. Ferguson,18,20
65,1,4:21.0,,P. Patterson enters the game for P. George,18,20
66,1,4:21.0,,D. Schröder enters the game for J. Grant,18,20
67,1,4:08.0,B. Lopez makes 3-pt jump shot from 25 ft (assist by G. Hill),,21,20
68,1,3:55.0,,R. Westbrook misses 2-pt jump shot from 20 ft,21,20
69,1,3:53.0,Defensive rebound by D. Wilson,,21,20
70,1,3:43.0,E. Bledsoe misses 2-pt jump shot from 2 ft,,21,20
71,1,3:42.0,Offensive rebound by E. Bledsoe,,21,20
72,1,3:41.0,E. Bledsoe misses 2-pt layup from 2 ft,,21,20
73,1,3:39.0,,Defensive rebound by S. Adams,21,20
74,1,3:28.0,,R. Westbrook misses 2-pt jump shot from 16 ft,21,20
75,1,3:24.0,,Offensive rebound by P. Patterson,21,20
76,1,3:17.0,,R. Westbrook makes 2-pt jump shot from 19 ft,21,22
77,1,3:04.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,21,22
78,1,2:59.0,,Defensive rebound by P. Patterson,21,22
79,1,2:53.0,,D. Schröder makes 2-pt jump shot from 14 ft,21,24
80,1,2:38.0,Turnover by D. Wilson (out of bounds lost ball),,21,24
81,1,2:38.0,M. Brogdon enters the game for E. Bledsoe,,21,24
82,1,2:38.0,E. İlyasova enters the game for B. Lopez,,21,24
83,1,2:38.0,,P. George enters the game for R. Westbrook,21,24
84,1,2:21.0,,A. Nader makes 2-pt jump shot from 9 ft (assist by S. Adams),21,26
85,1,2:02.0,E. İlyasova misses 3-pt jump shot from 25 ft,,21,26
86,1,2:00.0,,Defensive rebound by P. George,21,26
87,1,1:50.0,,P. George makes 2-pt jump shot from 10 ft,21,28
88,1,1:25.0,M. Brogdon misses 2-pt layup from 1 ft (block by S. Adams),,21,28
89,1,1:23.0,Offensive rebound by M. Brogdon,,21,28
90,1,1:21.0,E. İlyasova misses 3-pt jump shot from 25 ft,,21,28
91,1,1:19.0,,Defensive rebound by D. Schröder,21,28
92,1,1:14.0,,P. George makes 3-pt jump shot from 26 ft (assist by D. Schröder),21,31
93,1,0:57.0,M. Brogdon makes 2-pt layup from 1 ft (assist by G. Hill),,23,31
94,1,0:43.0,,Offensive foul by P. George (drawn by E. İlyasova),23,31
95,1,0:43.0,,Turnover by P. George (offensive foul),23,31
96,1,0:43.0,G. Antetokounmpo enters the game for D. Wilson,,23,31
97,1,0:43.0,,N. Noel enters the game for S. Adams,23,31
98,1,0:32.0,M. Brogdon makes 2-pt layup from 2 ft,,25,31
99,1,0:23.0,,D. Schröder misses 2-pt jump shot from 9 ft (block by G. Hill),25,31
100,1,0:22.0,,Offensive rebound by Team,25,31
101,1,0:12.0,,Turnover by P. George (bad pass),25,31
102,1,0:07.0,Personal foul by P. George (drawn by M. Brogdon),,25,31
103,1,0:05.0,G. Antetokounmpo misses 2-pt jump shot from 3 ft,,25,31
104,1,0:03.0,,Defensive rebound by N. Noel,25,31
105,1,0:00.0,,P. George misses 3-pt jump shot from 27 ft,25,31
106,1,0:00.0,,Offensive rebound by Team,25,31
107,2,11:46.0,,D. Schröder misses 3-pt jump shot from 27 ft,25,31
108,2,11:42.0,Defensive rebound by G. Antetokounmpo,,25,31
109,2,11:40.0,Shooting foul by N. Noel (drawn by G. Antetokounmpo),,25,31
110,2,11:40.0,G. Antetokounmpo misses free throw 1 of 2,,25,31
111,2,11:40.0,Offensive rebound by Team,,25,31
112,2,11:40.0,G. Antetokounmpo misses free throw 2 of 2,,25,31
113,2,11:37.0,,Defensive rebound by A. Nader,25,31
114,2,11:18.0,,P. Patterson misses 3-pt jump shot from 25 ft,25,31
115,2,11:16.0,,Offensive rebound by N. Noel,25,31
116,2,11:15.0,,N. Noel misses 2-pt hook shot from 1 ft,25,31
117,2,11:15.0,Defensive rebound by M. Brogdon,,25,31
118,2,10:58.0,M. Brogdon misses 2-pt layup from 1 ft,,25,31
119,2,10:56.0,Offensive rebound by T. Snell,,25,31
120,2,10:55.0,T. Snell misses 2-pt layup from 1 ft,,25,31
121,2,10:54.0,,Defensive rebound by P. George,25,31
122,2,10:47.0,,N. Noel makes 2-pt layup from 1 ft (assist by P. George),25,33
123,2,10:31.0,G. Antetokounmpo misses 2-pt layup from 1 ft (block by N. Noel),,25,33
124,2,10:28.0,,Defensive rebound by P. George,25,33
125,2,10:18.0,,N. Noel makes 2-pt layup from 2 ft (assist by P. Patterson),25,35
126,2,9:59.0,T. Snell makes 2-pt jump shot from 12 ft,,27,35
127,2,9:50.0,,N. Noel makes 2-pt dunk from 1 ft (assist by D. Schröder),27,37
128,2,9:49.0,Milwaukee full timeout,,27,37
129,2,9:49.0,D. Wilson enters the game for E. İlyasova,,27,37
130,2,9:35.0,Turnover by T. Snell (bad pass),,27,37
131,2,9:20.0,,Shooting foul by M. Brogdon (drawn by P. George),27,37
132,2,9:20.0,,P. George makes free throw 1 of 2,27,38
133,2,9:20.0,,P. George makes free throw 2 of 2,27,39
134,2,9:07.0,Turnover by G. Antetokounmpo (lost ball; steal by P. George),,27,39
135,2,9:01.0,,P. George makes 3-pt jump shot from 24 ft (assist by D. Schröder),27,42
136,2,8:46.0,M. Brogdon makes 3-pt jump shot from 22 ft (assist by G. Antetokounmpo),,30,42
137,2,8:33.0,,D. Schröder misses 2-pt jump shot from 16 ft,30,42
138,2,8:31.0,Defensive rebound by G. Antetokounmpo,,30,42
139,2,8:24.0,M. Brogdon misses 3-pt jump shot from 23 ft,,30,42
140,2,8:19.0,,Defensive rebound by P. George,30,42
141,2,8:13.0,,P. George makes 3-pt jump shot from 28 ft (assist by D. Schröder),30,45
142,2,7:51.0,G. Hill makes 2-pt layup from 2 ft (assist by D. Wilson),,32,45
143,2,7:41.0,,P. George misses 3-pt jump shot from 26 ft,32,45
144,2,7:39.0,Defensive rebound by D. Wilson,,32,45
145,2,7:39.0,K. Middleton enters the game for G. Hill,,32,45
146,2,7:39.0,,T. Ferguson enters the game for P. George,32,45
147,2,7:39.0,,J. Grant enters the game for P. Patterson,32,45
148,2,7:39.0,,R. Westbrook enters the game for D. Schröder,32,45
149,2,7:24.0,T. Snell misses 3-pt jump shot from 25 ft,,32,45
150,2,7:22.0,,Defensive rebound by Team,32,45
151,2,7:10.0,,Shooting foul by M. Brogdon (drawn by J. Grant),32,45
152,2,7:10.0,,J. Grant misses free throw 1 of 2,32,45
153,2,7:10.0,,Offensive rebound by Team,32,45
154,2,7:10.0,E. Bledsoe enters the game for M. Brogdon,,32,45
155,2,7:10.0,,J. Grant misses free throw 2 of 2,32,45
156,2,7:08.0,Defensive rebound by G. Antetokounmpo,,32,45
157,2,6:54.0,G. Antetokounmpo misses 2-pt layup from 2 ft (block by N. Noel),,32,45
158,2,6:52.0,,Defensive rebound by A. Nader,32,45
159,2,6:47.0,,A. Nader makes 2-pt layup from 2 ft,32,47
160,2,6:47.0,Milwaukee full timeout,,32,47
161,2,6:24.0,Shooting foul by R. Westbrook (drawn by K. Middleton),,32,47
162,2,6:24.0,K. Middleton misses free throw 1 of 2,,32,47
163,2,6:24.0,Offensive rebound by Team,,32,47
164,2,6:24.0,B. Lopez enters the game for G. Antetokounmpo,,32,47
165,2,6:24.0,K. Middleton makes free throw 2 of 2,,33,47
166,2,6:14.0,,Turnover by R. Westbrook (bad pass; steal by E. Bledsoe),33,47
167,2,6:10.0,Personal foul by T. Ferguson (drawn by E. Bledsoe),,33,47
168,2,6:05.0,K. Middleton misses 2-pt jump shot from 13 ft,,33,47
169,2,6:02.0,,Defensive rebound by R. Westbrook,33,47
170,2,5:59.0,,A. Nader misses 3-pt jump shot from 26 ft,33,47
171,2,5:57.0,Defensive rebound by T. Snell,,33,47
172,2,5:51.0,D. Wilson misses 2-pt layup from 1 ft (block by J. Grant),,33,47
173,2,5:48.0,,Defensive rebound by R. Westbrook,33,47
174,2,5:40.0,,Personal foul by T. Snell (drawn by J. Grant),33,47
175,2,5:40.0,,P. George enters the game for A. Nader,33,47
176,2,5:38.0,,N. Noel misses 2-pt jump shot from 15 ft,33,47
177,2,5:35.0,Defensive rebound by D. Wilson,,33,47
178,2,5:28.0,Turnover by B. Lopez (out of bounds lost ball),,33,47
179,2,5:28.0,,Oklahoma City full timeout,33,47
180,2,5:28.0,G. Hill enters the game for T. Snell,,33,47
181,2,5:19.0,,T. Ferguson misses 2-pt layup at rim,33,47
182,2,5:17.0,,Offensive rebound by T. Ferguson,33,47
183,2,5:09.0,,T. Ferguson makes 2-pt jump shot from 22 ft (assist by R. Westbrook),33,49
184,2,4:55.0,E. Bledsoe makes 2-pt jump shot from 2 ft,,35,49
185,2,4:38.0,,P. George misses 3-pt jump shot from 25 ft,35,49
186,2,4:36.0,Defensive rebound by E. Bledsoe,,35,49
187,2,4:24.0,Turnover by K. Middleton (lost ball; steal by R. Westbrook),,35,49
188,2,4:21.0,,J. Grant misses 2-pt layup from 2 ft,35,49
189,2,4:18.0,,Offensive rebound by N. Noel,35,49
190,2,4:18.0,,Personal foul by B. Lopez (drawn by N. Noel),35,49
191,2,4:07.0,,P. George makes 2-pt jump shot from 15 ft (assist by R. Westbrook),35,51
192,2,3:51.0,B. Lopez misses 3-pt jump shot from 27 ft,,35,51
193,2,3:48.0,,Defensive rebound by T. Ferguson,35,51
194,2,3:39.0,,T. Ferguson misses 2-pt layup from 4 ft (block by D. Wilson),35,51
195,2,3:37.0,Defensive rebound by E. Bledsoe,,35,51
196,2,3:32.0,G. Hill misses 3-pt jump shot from 23 ft,,35,51
197,2,3:29.0,,Defensive rebound by N. Noel,35,51
198,2,3:24.0,,P. George misses 2-pt layup from 1 ft,35,51
199,2,3:23.0,Defensive rebound by G. Hill,,35,51
200,2,3:08.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,35,51
201,2,3:05.0,,Defensive rebound by R. Westbrook,35,51
202,2,3:02.0,,R. Westbrook misses 2-pt jump shot from 20 ft,35,51
203,2,2:59.0,Defensive rebound by B. Lopez,,35,51
204,2,2:54.0,Personal foul by T. Ferguson (drawn by E. Bledsoe),,35,51
205,2,2:54.0,G. Antetokounmpo enters the game for E. Bledsoe,,35,51
206,2,2:54.0,M. Brogdon enters the game for D. Wilson,,35,51
207,2,2:54.0,,S. Adams enters the game for T. Ferguson,35,51
208,2,2:54.0,,D. Schröder enters the game for N. Noel,35,51
209,2,2:41.0,Shooting foul by J. Grant (drawn by G. Antetokounmpo),,35,51
210,2,2:41.0,G. Antetokounmpo makes free throw 1 of 2,,36,51
211,2,2:41.0,G. Antetokounmpo misses free throw 2 of 2,,36,51
212,2,2:40.0,,Defensive rebound by R. Westbrook,36,51
213,2,2:25.0,,J. Grant misses 2-pt layup from 2 ft,36,51
214,2,2:23.0,Defensive rebound by G. Antetokounmpo,,36,51
215,2,2:19.0,K. Middleton makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,38,51
216,2,2:04.0,,D. Schröder misses 2-pt jump shot from 9 ft,38,51
217,2,2:02.0,Defensive rebound by B. Lopez,,38,51
218,2,1:55.0,K. Middleton misses 3-pt jump shot from 27 ft,,38,51
219,2,1:52.0,,Defensive rebound by P. George,38,51
220,2,1:43.0,,J. Grant makes 2-pt layup from 5 ft (assist by R. Westbrook),38,53
221,2,1:32.0,K. Middleton makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,40,53
222,2,1:12.0,,R. Westbrook makes 3-pt jump shot from 26 ft (assist by D. Schröder),40,56
223,2,1:00.0,Offensive foul by G. Antetokounmpo (drawn by J. Grant),,40,56
224,2,1:00.0,Turnover by G. Antetokounmpo (offensive foul),,40,56
225,2,1:00.0,E. Bledsoe enters the game for K. Middleton,,40,56
226,2,0:51.0,,Shooting foul by E. Bledsoe (drawn by P. George),40,56
227,2,0:51.0,,P. George misses free throw 1 of 2,40,56
228,2,0:51.0,,Offensive rebound by Team,40,56
229,2,0:51.0,,P. George misses free throw 2 of 2,40,56
230,2,0:50.0,Defensive rebound by G. Antetokounmpo,,40,56
231,2,0:36.0,Personal foul by S. Adams (drawn by M. Brogdon),,40,56
232,2,0:36.0,M. Brogdon makes free throw 1 of 2,,41,56
233,2,0:36.0,M. Brogdon makes free throw 2 of 2,,42,56
234,2,0:32.0,,R. Westbrook misses 3-pt jump shot from 26 ft,42,56
235,2,0:30.0,,Offensive rebound by P. George,42,56
236,2,0:28.0,,Turnover by P. George (bad pass; steal by G. Hill),42,56
237,2,0:06.0,E. Bledsoe misses 2-pt layup from 2 ft,,42,56
238,2,0:02.0,,Defensive rebound by J. Grant,42,56
239,2,0:02.0,,Turnover by R. Westbrook (lost ball; steal by G. Antetokounmpo),42,56
240,3,11:47.0,,S. Adams misses 2-pt layup from 3 ft (block by B. Lopez),42,56
241,3,11:43.0,,Offensive rebound by S. Adams,42,56
242,3,11:43.0,,S. Adams makes 2-pt layup from 2 ft,42,58
243,3,11:27.0,Shooting foul by T. Ferguson (drawn by G. Antetokounmpo),,42,58
244,3,11:27.0,G. Antetokounmpo makes free throw 1 of 2,,43,58
245,3,11:27.0,G. Antetokounmpo makes free throw 2 of 2,,44,58
246,3,11:17.0,,R. Westbrook misses 2-pt jump shot from 21 ft,44,58
247,3,11:14.0,Defensive rebound by G. Antetokounmpo,,44,58
248,3,11:05.0,G. Antetokounmpo misses 2-pt layup from 2 ft (block by J. Grant),,44,58
249,3,11:03.0,,Defensive rebound by R. Westbrook,44,58
250,3,10:52.0,,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),44,60
251,3,10:38.0,G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by B. Lopez),,47,60
252,3,10:22.0,,Turnover by R. Westbrook (bad pass),47,60
253,3,10:06.0,B. Lopez makes 2-pt jump shot from 3 ft (assist by E. Bledsoe),,49,60
254,3,10:06.0,Shooting foul by T. Ferguson (drawn by B. Lopez),,49,60
255,3,10:06.0,B. Lopez makes free throw 1 of 1,,50,60
256,3,9:51.0,,R. Westbrook misses 2-pt layup from 1 ft,50,60
257,3,9:50.0,,Offensive rebound by S. Adams,50,60
258,3,9:50.0,,S. Adams makes 2-pt layup at rim,50,62
259,3,9:50.0,,Violation by Team (delay of game),50,62
260,3,9:41.0,M. Brogdon makes 2-pt layup from 1 ft,,52,62
261,3,9:28.0,,Turnover by R. Westbrook (bad pass; steal by B. Lopez),52,62
262,3,9:21.0,Turnover by E. Bledsoe (bad pass; steal by S. Adams),,52,62
263,3,9:18.0,,S. Adams makes 2-pt layup from 2 ft,52,64
264,3,9:06.0,Shooting foul by R. Westbrook (drawn by M. Brogdon),,52,64
265,3,9:06.0,M. Brogdon makes free throw 1 of 2,,53,64
266,3,9:06.0,,D. Schröder enters the game for T. Ferguson,53,64
267,3,9:06.0,M. Brogdon misses free throw 2 of 2,,53,64
268,3,9:04.0,,Defensive rebound by R. Westbrook,53,64
269,3,8:54.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by R. Westbrook),53,67
270,3,8:34.0,M. Brogdon misses 3-pt jump shot from 24 ft,,53,67
271,3,8:30.0,,Defensive rebound by J. Grant,53,67
272,3,8:19.0,,R. Westbrook misses 2-pt jump shot from 17 ft,53,67
273,3,8:16.0,Defensive rebound by G. Antetokounmpo,,53,67
274,3,8:05.0,M. Brogdon makes 2-pt layup at rim (assist by G. Antetokounmpo),,55,67
275,3,7:41.0,,S. Adams makes 2-pt layup from 2 ft (assist by J. Grant),55,69
276,3,7:24.0,G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by B. Lopez),,58,69
277,3,7:05.0,,Personal foul by G. Antetokounmpo (drawn by P. George),58,69
278,3,6:54.0,,R. Westbrook makes 3-pt jump shot from 24 ft (assist by D. Schröder),58,72
279,3,6:34.0,G. Antetokounmpo misses 2-pt hook shot from 2 ft,,58,72
280,3,6:32.0,,Defensive rebound by P. George,58,72
281,3,6:28.0,,D. Schröder misses 3-pt jump shot from 24 ft,58,72
282,3,6:25.0,Defensive rebound by B. Lopez,,58,72
283,3,6:21.0,K. Middleton misses 3-pt jump shot from 26 ft,,58,72
284,3,6:18.0,Offensive rebound by M. Brogdon,,58,72
285,3,6:17.0,M. Brogdon makes 2-pt layup from 1 ft,,60,72
286,3,6:08.0,,Personal foul by G. Antetokounmpo (drawn by J. Grant),60,72
287,3,6:08.0,,Oklahoma City full timeout,60,72
288,3,6:08.0,S. Brown enters the game for K. Middleton,,60,72
289,3,5:59.0,,P. George misses 2-pt jump shot from 14 ft,60,72
290,3,5:56.0,Defensive rebound by G. Antetokounmpo,,60,72
291,3,5:50.0,E. Bledsoe misses 2-pt layup from 2 ft,,60,72
292,3,5:50.0,Offensive rebound by Team,,60,72
293,3,5:46.0,Turnover by E. Bledsoe (traveling),,60,72
294,3,5:41.0,,R. Westbrook makes 2-pt layup from 1 ft,60,74
295,3,5:19.0,Turnover by G. Antetokounmpo (lost ball; steal by P. George),,60,74
296,3,5:14.0,,Turnover by P. George (lost ball; steal by S. Brown),60,74
297,3,5:02.0,G. Antetokounmpo misses 2-pt layup from 2 ft (block by J. Grant),,60,74
298,3,5:01.0,,Defensive rebound by R. Westbrook,60,74
299,3,4:53.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by S. Adams),60,77
300,3,4:42.0,Turnover by S. Brown (back court),,60,77
301,3,4:42.0,T. Snell enters the game for G. Antetokounmpo,,60,77
302,3,4:42.0,D. Wilson enters the game for E. Bledsoe,,60,77
303,3,4:42.0,,A. Nader enters the game for P. George,60,77
304,3,4:33.0,,J. Grant makes 2-pt jump shot from 16 ft (assist by R. Westbrook),60,79
305,3,4:07.0,T. Snell makes 3-pt jump shot from 22 ft (assist by M. Brogdon),,63,79
306,3,3:41.0,,S. Adams misses 2-pt layup from 1 ft,63,79
307,3,3:38.0,Defensive rebound by B. Lopez,,63,79
308,3,3:29.0,S. Brown misses 2-pt layup from 1 ft,,63,79
309,3,3:28.0,,Defensive rebound by R. Westbrook,63,79
310,3,3:21.0,,J. Grant misses 3-pt jump shot from 25 ft,63,79
311,3,3:19.0,Defensive rebound by S. Brown,,63,79
312,3,3:11.0,M. Brogdon misses 2-pt layup from 3 ft (block by J. Grant),,63,79
313,3,3:11.0,Offensive rebound by Team,,63,79
314,3,3:11.0,G. Hill enters the game for M. Brogdon,,63,79
315,3,3:11.0,,P. Patterson enters the game for J. Grant,63,79
316,3,3:05.0,Shooting foul by A. Nader (drawn by T. Snell),,63,79
317,3,3:05.0,T. Snell makes free throw 1 of 3,,64,79
318,3,3:05.0,T. Snell makes free throw 2 of 3,,65,79
319,3,3:05.0,T. Snell makes free throw 3 of 3,,66,79
320,3,2:51.0,,D. Schröder makes 2-pt jump shot from 17 ft (assist by R. Westbrook),66,81
321,3,2:51.0,,Shooting foul by D. Wilson (drawn by D. Schröder),66,81
322,3,2:51.0,Milwaukee full timeout,,66,81
323,3,2:51.0,K. Middleton enters the game for B. Lopez,,66,81
324,3,2:51.0,,N. Noel enters the game for S. Adams,66,81
325,3,2:51.0,,D. Schröder makes free throw 1 of 1,66,82
326,3,2:39.0,T. Snell misses 3-pt jump shot from 23 ft,,66,82
327,3,2:36.0,,Defensive rebound by D. Schröder,66,82
328,3,2:26.0,,A. Nader misses 3-pt jump shot from 25 ft,66,82
329,3,2:25.0,Defensive rebound by K. Middleton,,66,82
330,3,2:17.0,K. Middleton makes 3-pt jump shot from 25 ft,,69,82
331,3,1:57.0,,R. Westbrook misses 3-pt jump shot from 24 ft,69,82
332,3,1:54.0,Defensive rebound by K. Middleton,,69,82
333,3,1:51.0,S. Brown makes 3-pt jump shot from 23 ft (assist by K. Middleton),,72,82
334,3,1:32.0,,N. Noel misses 2-pt jump shot from 9 ft,72,82
335,3,1:29.0,Defensive rebound by T. Snell,,72,82
336,3,1:24.0,K. Middleton makes 3-pt jump shot from 26 ft,,75,82
337,3,1:23.0,,Oklahoma City full timeout,75,82
338,3,1:23.0,G. Antetokounmpo enters the game for D. Wilson,,75,82
339,3,1:23.0,,P. George enters the game for R. Westbrook,75,82
340,3,1:10.0,,D. Schröder misses 2-pt layup from 2 ft (block by T. Snell),75,82
341,3,1:10.0,,Offensive rebound by Team,75,82
342,3,1:10.0,Violation by Team (kicked ball),,75,82
343,3,1:05.0,,Shooting foul by G. Antetokounmpo (drawn by D. Schröder),75,82
344,3,1:05.0,,D. Schröder misses free throw 1 of 2,75,82
345,3,1:05.0,,Offensive rebound by Team,75,82
346,3,1:05.0,,D. Schröder makes free throw 2 of 2,75,83
347,3,0:53.0,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by K. Middleton),,77,83
348,3,0:37.0,,P. George makes 3-pt jump shot from 25 ft (assist by D. Schröder),77,86
349,3,0:33.0,Shooting foul by A. Nader (drawn by K. Middleton),,77,86
350,3,0:33.0,K. Middleton makes free throw 1 of 2,,78,86
351,3,0:33.0,D. Wilson enters the game for G. Antetokounmpo,,78,86
352,3,0:33.0,K. Middleton makes free throw 2 of 2,,79,86
353,3,0:28.0,,D. Schröder misses 2-pt layup from 1 ft,79,86
354,3,0:28.0,Defensive rebound by Team,,79,86
355,3,0:28.0,,Loose ball foul by N. Noel (drawn by D. Wilson),79,86
356,3,0:28.0,D. Wilson misses free throw 1 of 2,,79,86
357,3,0:28.0,Offensive rebound by Team,,79,86
358,3,0:28.0,D. Wilson misses free throw 2 of 2,,79,86
359,3,0:27.0,,Defensive rebound by P. Patterson,79,86
360,3,0:06.0,,D. Schröder makes 3-pt jump shot from 26 ft (assist by P. George),79,89
361,3,0:00.0,K. Middleton misses 2-pt layup from 6 ft,,79,89
362,3,0:00.0,Offensive rebound by Team,,79,89
363,4,11:42.0,K. Middleton misses 3-pt jump shot from 26 ft,,79,89
364,4,11:39.0,,Defensive rebound by N. Noel,79,89
365,4,11:16.0,,Turnover by Team (shot clock),79,89
366,4,11:01.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),,81,89
367,4,11:01.0,Shooting foul by N. Noel (drawn by G. Antetokounmpo),,81,89
368,4,11:01.0,G. Antetokounmpo makes free throw 1 of 1,,82,89
369,4,10:50.0,,Personal foul by T. Snell (drawn by P. George),82,89
370,4,10:37.0,,Shooting foul by G. Hill (drawn by D. Schröder),82,89
371,4,10:37.0,,D. Schröder makes free throw 1 of 2,82,90
372,4,10:37.0,,D. Schröder makes free throw 2 of 2,82,91
373,4,10:29.0,S. Brown misses 3-pt jump shot from 26 ft,,82,91
374,4,10:25.0,,Defensive rebound by P. George,82,91
375,4,10:11.0,,P. George makes 3-pt jump shot from 25 ft,82,94
376,4,9:58.0,Personal foul by D. Schröder (drawn by G. Hill),,82,94
377,4,9:49.0,S. Brown misses 2-pt layup from 4 ft,,82,94
378,4,9:45.0,,Defensive rebound by N. Noel,82,94
379,4,9:28.0,,P. George misses 2-pt jump shot from 12 ft,82,94
