,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,DENVER_ACTION,MINNESOTA_SCORE,DENVER_SCORE
0,1,11:49.0,,N. Jokić makes 2-pt jump shot from 15 ft (assist by J. Murray),0,2
1,1,11:32.0,A. Wiggins makes 2-pt layup from 2 ft (assist by G. Dieng),,2,2
2,1,11:23.0,,J. Murray makes 2-pt jump shot from 14 ft,2,4
3,1,11:07.0,D. Šarić misses 3-pt jump shot from 24 ft,,2,4
4,1,11:02.0,Offensive rebound by A. Wiggins,,2,4
5,1,11:02.0,A. Wiggins makes 2-pt layup at rim,,4,4
6,1,10:52.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by W. Barton),4,7
7,1,10:25.0,G. Dieng misses 2-pt jump shot from 17 ft,,4,7
8,1,10:21.0,,Defensive rebound by J. Murray,4,7
9,1,10:06.0,,W. Barton misses 2-pt layup from 2 ft,4,7
10,1,10:04.0,Defensive rebound by G. Dieng,,4,7
11,1,9:55.0,T. Jones misses 2-pt layup from 2 ft,,4,7
12,1,9:54.0,,Defensive rebound by N. Jokić,4,7
13,1,9:48.0,,G. Harris makes 2-pt dunk from 1 ft (assist by N. Jokić),4,9
14,1,9:37.0,A. Wiggins makes 2-pt layup from 2 ft,,6,9
15,1,9:33.0,,Turnover by N. Jokić (bad pass),6,9
16,1,9:18.0,J. Okogie misses 2-pt jump shot from 16 ft,,6,9
17,1,9:13.0,,Defensive rebound by P. Millsap,6,9
18,1,9:06.0,,J. Murray misses 2-pt jump shot from 13 ft,6,9
19,1,9:05.0,Defensive rebound by G. Dieng,,6,9
20,1,8:56.0,A. Wiggins makes 3-pt jump shot from 24 ft (assist by T. Jones),,9,9
21,1,8:40.0,,N. Jokić misses 3-pt jump shot from 25 ft,9,9
22,1,8:40.0,Defensive rebound by Team,,9,9
23,1,8:33.0,Personal foul by P. Millsap (drawn by A. Wiggins),,9,9
24,1,8:21.0,T. Jones misses 3-pt jump shot from 25 ft,,9,9
25,1,8:17.0,,Defensive rebound by J. Murray,9,9
26,1,8:13.0,,Personal foul by T. Jones (drawn by P. Millsap),9,9
27,1,8:11.0,,G. Harris makes 2-pt layup from 2 ft (assist by W. Barton),9,11
28,1,7:58.0,G. Dieng misses 2-pt jump shot from 21 ft,,9,11
29,1,7:55.0,,Defensive rebound by W. Barton,9,11
30,1,7:39.0,,N. Jokić makes 2-pt jump shot from 6 ft (assist by W. Barton),9,13
31,1,7:28.0,D. Šarić misses 2-pt jump shot from 7 ft,,9,13
32,1,7:23.0,Offensive rebound by G. Dieng,,9,13
33,1,7:23.0,G. Dieng makes 2-pt layup at rim,,11,13
34,1,7:10.0,,Turnover by G. Harris (bad pass; steal by J. Okogie),11,13
35,1,7:06.0,T. Jones makes 2-pt layup from 1 ft (assist by J. Okogie),,13,13
36,1,6:49.0,,N. Jokić makes 2-pt jump shot from 15 ft (assist by J. Murray),13,15
37,1,6:25.0,G. Dieng misses 2-pt jump shot from 14 ft,,13,15
38,1,6:23.0,,Defensive rebound by P. Millsap,13,15
39,1,6:12.0,,Turnover by P. Millsap (bad pass; steal by G. Dieng),13,15
40,1,6:12.0,Turnover by G. Dieng (step out of bounds),,13,15
41,1,6:12.0,,Denver full timeout,13,15
42,1,6:12.0,A. Tolliver enters the game for D. Šarić,,13,15
43,1,6:04.0,,Personal foul by G. Dieng (drawn by N. Jokić),13,15
44,1,5:58.0,,N. Jokić misses 3-pt jump shot from 25 ft,13,15
45,1,5:58.0,Defensive rebound by Team,,13,15
46,1,5:38.0,A. Wiggins misses 3-pt jump shot from 26 ft,,13,15
47,1,5:35.0,,Defensive rebound by G. Harris,13,15
48,1,5:31.0,,Turnover by G. Harris (out of bounds lost ball),13,15
49,1,5:31.0,,M. Morris enters the game for J. Murray,13,15
50,1,5:16.0,Turnover by G. Dieng (traveling),,13,15
51,1,5:16.0,K. Bates-Diop enters the game for J. Okogie,,13,15
52,1,4:58.0,,Personal foul by A. Tolliver (drawn by P. Millsap),13,15
53,1,4:50.0,,N. Jokić misses 3-pt jump shot from 25 ft,13,15
54,1,4:47.0,Defensive rebound by K. Bates-Diop,,13,15
55,1,4:34.0,A. Tolliver misses 3-pt jump shot from 26 ft,,13,15
56,1,4:30.0,,Defensive rebound by W. Barton,13,15
57,1,4:23.0,,W. Barton misses 2-pt hook shot from 5 ft,13,15
58,1,4:20.0,Defensive rebound by A. Wiggins,,13,15
59,1,4:13.0,T. Jones makes 2-pt jump shot from 11 ft (assist by A. Wiggins),,15,15
60,1,4:10.0,,M. Morris misses 2-pt jump shot from 17 ft,15,15
61,1,3:58.0,Defensive rebound by G. Dieng,,15,15
62,1,3:54.0,A. Tolliver misses 3-pt jump shot from 24 ft,,15,15
63,1,3:52.0,,Defensive rebound by W. Barton,15,15
64,1,3:46.0,,W. Barton makes 2-pt layup from 2 ft,15,17
65,1,3:38.0,Minnesota full timeout,,15,17
66,1,3:38.0,C. Reynolds enters the game for G. Dieng,,15,17
67,1,3:38.0,D. Šarić enters the game for T. Jones,,15,17
68,1,3:38.0,,M. Beasley enters the game for G. Harris,15,17
69,1,3:38.0,,M. Plumlee enters the game for P. Millsap,15,17
70,1,3:26.0,C. Reynolds misses 2-pt jump shot from 11 ft,,15,17
71,1,3:23.0,,Defensive rebound by M. Plumlee,15,17
72,1,3:15.0,,N. Jokić misses 2-pt jump shot from 12 ft,15,17
73,1,3:10.0,Defensive rebound by K. Bates-Diop,,15,17
74,1,2:55.0,D. Šarić misses 3-pt jump shot from 25 ft,,15,17
75,1,2:54.0,Offensive rebound by Team,,15,17
76,1,2:54.0,,Loose ball foul by M. Morris (drawn by C. Reynolds),15,17
77,1,2:54.0,,T. Craig enters the game for N. Jokić,15,17
78,1,2:52.0,Turnover by D. Šarić (bad pass; steal by W. Barton),,15,17
79,1,2:38.0,,Turnover by W. Barton (bad pass; steal by K. Bates-Diop),15,17
80,1,2:32.0,K. Bates-Diop makes 2-pt dunk from 1 ft (assist by C. Reynolds),,17,17
81,1,2:17.0,,M. Morris makes 2-pt jump shot from 11 ft,17,19
82,1,2:04.0,A. Wiggins misses 2-pt jump shot from 22 ft,,17,19
83,1,2:02.0,,Defensive rebound by Team,17,19
84,1,2:02.0,Loose ball foul by D. Šarić (drawn by M. Plumlee),,17,19
85,1,2:02.0,J. Terrell enters the game for A. Wiggins,,17,19
86,1,2:02.0,,J. Murray enters the game for W. Barton,17,19
87,1,1:43.0,,M. Beasley misses 2-pt jump shot from 5 ft,17,19
88,1,1:41.0,,Offensive rebound by M. Plumlee,17,19
89,1,1:37.0,,J. Murray misses 3-pt jump shot from 25 ft,17,19
90,1,1:33.0,Defensive rebound by C. Reynolds,,17,19
91,1,1:23.0,D. Šarić makes 2-pt layup from 2 ft (assist by K. Bates-Diop),,19,19
92,1,1:11.0,,M. Beasley misses 3-pt jump shot from 26 ft,19,19
93,1,1:07.0,Defensive rebound by C. Reynolds,,19,19
94,1,0:58.0,Def 3 sec tech foul by Team,,19,19
95,1,0:58.0,D. Šarić makes technical free throw,,20,19
96,1,0:53.0,Shooting foul by T. Craig (drawn by J. Terrell),,20,19
97,1,0:53.0,J. Terrell makes free throw 1 of 2,,21,19
98,1,0:53.0,J. Terrell misses free throw 2 of 2,,21,19
99,1,0:50.0,,Defensive rebound by J. Murray,21,19
100,1,0:31.0,,T. Craig makes 3-pt jump shot from 23 ft (assist by J. Murray),21,22
101,1,0:10.0,D. Šarić misses 2-pt jump shot from 5 ft,,21,22
102,1,0:08.0,,Defensive rebound by M. Beasley,21,22
103,1,0:02.0,,J. Murray misses 3-pt jump shot from 25 ft,21,22
104,1,0:02.0,Defensive rebound by K. Bates-Diop,,21,22
105,2,11:41.0,Shooting foul by T. Craig (drawn by D. Šarić),,21,22
106,2,11:41.0,D. Šarić makes free throw 1 of 2,,22,22
107,2,11:41.0,D. Šarić makes free throw 2 of 2,,23,22
108,2,11:30.0,,Personal foul by D. Šarić (drawn by M. Plumlee),23,22
109,2,11:20.0,,Turnover by J. Murray (out of bounds lost ball),23,22
110,2,10:59.0,D. Šarić misses 2-pt hook shot from 7 ft (block by M. Plumlee),,23,22
111,2,10:56.0,,Defensive rebound by M. Morris,23,22
112,2,10:56.0,,Shooting foul by C. Reynolds (drawn by T. Craig),23,22
113,2,10:56.0,,T. Craig misses free throw 1 of 2,23,22
114,2,10:56.0,,Offensive rebound by Team,23,22
115,2,10:56.0,,T. Craig makes free throw 2 of 2,23,23
116,2,10:39.0,D. Šarić makes 2-pt layup from 2 ft,,25,23
117,2,10:26.0,,Personal foul by D. Šarić (drawn by M. Plumlee),25,23
118,2,10:26.0,G. Dieng enters the game for D. Šarić,,25,23
119,2,10:19.0,,M. Plumlee misses 2-pt hook shot from 6 ft,25,23
120,2,10:17.0,,Offensive rebound by T. Craig,25,23
121,2,10:16.0,,M. Beasley misses 3-pt jump shot from 25 ft,25,23
122,2,10:12.0,Defensive rebound by A. Tolliver,,25,23
123,2,10:07.0,K. Bates-Diop misses 2-pt layup from 3 ft (block by J. Murray),,25,23
124,2,10:03.0,Offensive rebound by K. Bates-Diop,,25,23
125,2,10:02.0,K. Bates-Diop misses 2-pt layup from 3 ft,,25,23
