,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,WASHINGTON_ACTION,PHILADELPHIA_SCORE,WASHINGTON_SCORE
87,1,2:29.0,,O. Porter misses 2-pt jump shot from 15 ft,14,19
88,1,2:24.0,Defensive rebound by J. Embiid,,14,19
89,1,2:04.0,B. Simmons misses 2-pt jump shot from 17 ft,,14,19
90,1,2:02.0,Offensive rebound by B. Simmons,,14,19
91,1,1:59.0,J. Embiid makes 2-pt dunk from 2 ft (assist by B. Simmons),,16,19
92,1,1:37.0,,O. Porter makes 2-pt layup from 2 ft (assist by I. Mahinmi),16,21
93,1,1:23.0,S. Milton misses 3-pt jump shot from 26 ft,,16,21
94,1,1:19.0,,Defensive rebound by O. Porter,16,21
95,1,1:12.0,,Personal foul by T. McConnell (drawn by B. Beal),16,21
96,1,1:12.0,J. Bolden enters the game for B. Simmons,,16,21
97,1,1:00.0,,O. Porter makes 2-pt jump shot from 15 ft,16,23
98,1,0:40.0,S. Milton misses 2-pt jump shot from 17 ft,,16,23
99,1,0:37.0,Offensive rebound by T. McConnell,,16,23
100,1,0:36.0,Shooting foul by C. Randle (drawn by F. Korkmaz),,16,23
101,1,0:36.0,F. Korkmaz misses free throw 1 of 3,,16,23
102,1,0:36.0,Offensive rebound by Team,,16,23
103,1,0:36.0,F. Korkmaz makes free throw 2 of 3,,17,23
104,1,0:36.0,F. Korkmaz makes free throw 3 of 3,,18,23
105,1,0:31.0,,B. Beal misses 3-pt jump shot from 25 ft,18,23
106,1,0:28.0,,Offensive rebound by B. Beal,18,23
107,1,0:19.0,,Turnover by B. Beal (lost ball; steal by J. Bolden),18,23
108,1,0:14.0,F. Korkmaz makes 2-pt layup from 2 ft,,20,23
109,1,0:03.0,,B. Beal misses 2-pt dunk from 2 ft (block by J. Embiid),20,23
110,1,0:01.0,,Offensive rebound by I. Mahinmi,20,23
111,1,0:01.0,,I. Mahinmi makes 2-pt layup at rim,20,25
112,2,11:51.0,,J. Green misses 3-pt jump shot from 23 ft,20,25
113,2,11:47.0,,Offensive rebound by I. Mahinmi,20,25
114,2,11:41.0,,Personal foul by T. McConnell (drawn by O. Porter),20,25
115,2,11:27.0,,C. Randle makes 3-pt jump shot from 26 ft,20,28
116,2,11:08.0,T. McConnell misses 2-pt jump shot from 10 ft,,20,28
117,2,11:03.0,,Defensive rebound by S. Dekker,20,28
118,2,10:59.0,,S. Dekker misses 2-pt layup from 4 ft,20,28
119,2,10:57.0,Defensive rebound by J. Butler,,20,28
120,2,10:54.0,J. Butler misses 3-pt jump shot from 27 ft,,20,28
121,2,10:50.0,,Defensive rebound by J. Green,20,28
122,2,10:43.0,,J. Green makes 2-pt layup from 2 ft,20,30
123,2,10:27.0,J. Embiid misses 3-pt jump shot from 27 ft,,20,30
124,2,10:24.0,,Defensive rebound by I. Mahinmi,20,30
125,2,10:18.0,,O. Porter makes 3-pt jump shot from 26 ft,20,33
126,2,10:17.0,Philadelphia full timeout,,20,33
127,2,10:17.0,B. Simmons enters the game for T. McConnell,,20,33
128,2,10:04.0,Turnover by J. Bolden (bad pass; steal by I. Mahinmi),,20,33
129,2,9:57.0,,C. Randle makes 2-pt layup from 3 ft,20,35
130,2,9:36.0,Turnover by J. Embiid (lost ball; steal by I. Mahinmi),,20,35
131,2,9:27.0,,Shooting foul by L. Shamet (drawn by S. Dekker),20,35
132,2,9:27.0,,Technical foul by B. Brown,20,35
133,2,9:27.0,,O. Porter makes technical free throw,20,36
134,2,9:27.0,,S. Dekker misses free throw 1 of 2,20,36
135,2,9:27.0,,Offensive rebound by Team,20,36
136,2,9:27.0,,S. Dekker makes free throw 2 of 2,20,37
137,2,9:18.0,Shooting foul by J. Green (drawn by B. Simmons),,20,37
138,2,9:18.0,J. Butler makes free throw 1 of 2,,21,37
139,2,9:18.0,J. Butler makes free throw 2 of 2,,22,37
140,2,9:05.0,,O. Porter makes 2-pt jump shot from 20 ft (assist by J. Green),22,39
141,2,8:58.0,Turnover by B. Simmons (bad pass; steal by S. Dekker),,22,39
142,2,8:55.0,,S. Dekker makes 2-pt dunk at rim,22,41
143,2,8:47.0,Personal foul by C. Randle (drawn by L. Shamet),,22,41
144,2,8:43.0,Offensive foul by J. Embiid (drawn by I. Mahinmi),,22,41
145,2,8:43.0,Turnover by J. Embiid (offensive foul),,22,41
146,2,8:43.0,,T. Satoranský enters the game for C. Randle,22,41
147,2,8:32.0,,O. Porter misses 2-pt jump shot from 11 ft,22,41
148,2,8:30.0,Defensive rebound by J. Embiid,,22,41
149,2,8:23.0,J. Embiid misses 3-pt jump shot from 26 ft,,22,41
150,2,8:21.0,Offensive rebound by J. Embiid,,22,41
151,2,8:19.0,Shooting foul by O. Porter (drawn by J. Embiid),,22,41
152,2,8:19.0,J. Embiid makes free throw 1 of 2,,23,41
153,2,8:19.0,W. Chandler enters the game for J. Bolden,,23,41
154,2,8:19.0,J. Embiid misses free throw 2 of 2,,23,41
155,2,8:16.0,,Defensive rebound by I. Mahinmi,23,41
156,2,8:04.0,,S. Dekker makes 2-pt jump shot from 23 ft (assist by J. Green),23,43
157,2,7:51.0,J. Butler misses 3-pt jump shot from 27 ft,,23,43
158,2,7:46.0,,Defensive rebound by T. Satoranský,23,43
159,2,7:44.0,,Turnover by T. Satoranský (bad pass; steal by J. Butler),23,43
160,2,7:39.0,B. Simmons misses 2-pt dunk from 4 ft,,23,43
161,2,7:39.0,Offensive rebound by Team,,23,43
162,2,7:39.0,M. Muscala enters the game for J. Embiid,,23,43
163,2,7:39.0,,T. Ariza enters the game for I. Mahinmi,23,43
164,2,7:39.0,,B. Beal enters the game for O. Porter,23,43
165,2,7:31.0,L. Shamet makes 3-pt jump shot from 27 ft (assist by B. Simmons),,26,43
166,2,7:17.0,,T. Ariza misses 2-pt layup from 1 ft,26,43
167,2,7:16.0,,Offensive rebound by T. Ariza,26,43
168,2,7:14.0,,J. Green misses 3-pt jump shot from 25 ft,26,43
169,2,7:14.0,Defensive rebound by B. Simmons,,26,43
170,2,7:08.0,Turnover by B. Simmons (bad pass; steal by T. Satoranský),,26,43
171,2,6:57.0,,Turnover by J. Green (bad pass; steal by M. Muscala),26,43
172,2,6:53.0,L. Shamet makes 2-pt dunk from 3 ft (assist by B. Simmons),,28,43
173,2,6:53.0,,Washington full timeout,28,43
174,2,6:39.0,,Shooting foul by L. Shamet (drawn by B. Beal),28,43
175,2,6:39.0,,B. Beal makes free throw 1 of 2,28,44
176,2,6:39.0,,B. Beal makes free throw 2 of 2,28,45
177,2,6:22.0,J. Butler makes 2-pt layup from 3 ft,,30,45
178,2,6:07.0,,S. Dekker makes 3-pt jump shot from 25 ft (assist by B. Beal),30,48
179,2,5:55.0,L. Shamet misses 3-pt jump shot from 25 ft,,30,48
180,2,5:51.0,,Defensive rebound by S. Dekker,30,48
181,2,5:46.0,,J. Green misses 3-pt jump shot from 26 ft,30,48
182,2,5:43.0,Defensive rebound by W. Chandler,,30,48
183,2,5:36.0,B. Simmons misses 2-pt layup from 2 ft,,30,48
184,2,5:32.0,Offensive rebound by J. Butler,,30,48
185,2,5:32.0,J. Butler makes 2-pt layup from 1 ft,,32,48
186,2,5:13.0,,S. Dekker misses 2-pt jump shot from 9 ft,32,48
187,2,5:11.0,Defensive rebound by B. Simmons,,32,48
188,2,5:07.0,W. Chandler misses 3-pt jump shot from 24 ft,,32,48
189,2,5:02.0,Offensive rebound by J. Butler,,32,48
190,2,4:57.0,B. Simmons makes 2-pt dunk from 2 ft (assist by W. Chandler),,34,48
191,2,4:56.0,,Washington full timeout,34,48
192,2,4:56.0,,O. Porter enters the game for S. Dekker,34,48
193,2,4:32.0,,T. Ariza misses 2-pt jump shot from 2 ft,34,48
194,2,4:28.0,,Offensive rebound by O. Porter,34,48
195,2,4:28.0,,O. Porter makes 2-pt layup at rim,34,50
196,2,4:19.0,Turnover by B. Simmons (bad pass; steal by O. Porter),,34,50
197,2,4:15.0,,O. Porter misses 3-pt jump shot from 26 ft,34,50
198,2,4:11.0,Defensive rebound by B. Simmons,,34,50
199,2,4:06.0,B. Simmons makes 2-pt layup from 3 ft,,36,50
200,2,3:49.0,,B. Beal misses 3-pt jump shot from 26 ft,36,50
201,2,3:45.0,Defensive rebound by B. Simmons,,36,50
202,2,3:34.0,Turnover by B. Simmons (bad pass),,36,50
203,2,3:34.0,J. Embiid enters the game for J. Butler,,36,50
204,2,3:34.0,F. Korkmaz enters the game for M. Muscala,,36,50
205,2,3:34.0,S. Milton enters the game for L. Shamet,,36,50
206,2,3:26.0,,T. Satoranský misses 2-pt layup from 3 ft,36,50
207,2,3:23.0,Defensive rebound by S. Milton,,36,50
208,2,3:20.0,B. Simmons makes 2-pt layup from 3 ft (assist by S. Milton),,38,50
209,2,3:02.0,,J. Green makes 3-pt jump shot from 26 ft (assist by B. Beal),38,53
210,2,2:47.0,J. Embiid misses 2-pt layup from 4 ft,,38,53
211,2,2:46.0,Offensive rebound by F. Korkmaz,,38,53
212,2,2:44.0,F. Korkmaz misses 3-pt jump shot from 26 ft,,38,53
213,2,2:41.0,,Defensive rebound by J. Green,38,53
214,2,2:36.0,,Turnover by B. Beal (bad pass; steal by B. Simmons),38,53
215,2,2:32.0,B. Simmons misses 2-pt layup from 4 ft (block by J. Green),,38,53
216,2,2:31.0,Offensive rebound by F. Korkmaz,,38,53
217,2,2:23.0,S. Milton misses 3-pt jump shot from 27 ft,,38,53
218,2,2:20.0,Offensive rebound by F. Korkmaz,,38,53
219,2,2:19.0,Turnover by F. Korkmaz (lost ball; steal by T. Ariza),,38,53
220,2,2:17.0,,O. Porter makes 2-pt layup from 2 ft (assist by B. Beal),38,55
221,2,2:17.0,,Shooting foul by W. Chandler (drawn by O. Porter),38,55
222,2,2:17.0,,O. Porter makes free throw 1 of 1,38,56
223,2,2:07.0,Shooting foul by J. Green (drawn by J. Embiid),,38,56
224,2,2:07.0,J. Embiid makes free throw 1 of 2,,39,56
225,2,2:07.0,J. Embiid makes free throw 2 of 2,,40,56
226,2,1:56.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by T. Satoranský),40,59
227,2,1:36.0,Shooting foul by J. Green (drawn by J. Embiid),,40,59
228,2,1:36.0,J. Embiid makes free throw 1 of 2,,41,59
229,2,1:36.0,,I. Mahinmi enters the game for J. Green,41,59
230,2,1:36.0,J. Embiid makes free throw 2 of 2,,42,59
231,2,1:26.0,,B. Beal makes 2-pt dunk from 2 ft (assist by T. Satoranský),42,61
232,2,1:18.0,Shooting foul by B. Beal (drawn by B. Simmons),,42,61
233,2,1:18.0,B. Simmons misses free throw 1 of 2,,42,61
234,2,1:18.0,Offensive rebound by Team,,42,61
235,2,1:18.0,B. Simmons misses free throw 2 of 2,,42,61
236,2,1:15.0,,Defensive rebound by T. Ariza,42,61
237,2,1:06.0,,T. Ariza misses 3-pt jump shot from 24 ft,42,61
238,2,1:02.0,Defensive rebound by S. Milton,,42,61
239,2,0:59.0,Shooting foul by T. Ariza (drawn by J. Embiid),,42,61
240,2,0:59.0,J. Embiid makes free throw 1 of 2,,43,61
241,2,0:59.0,,S. Dekker enters the game for O. Porter,43,61
242,2,0:59.0,J. Embiid makes free throw 2 of 2,,44,61
243,2,0:38.0,,Shooting foul by W. Chandler (drawn by T. Satoranský),44,61
244,2,0:38.0,,T. Satoranský makes free throw 1 of 2,44,62
245,2,0:38.0,,T. Satoranský makes free throw 2 of 2,44,63
246,2,0:29.0,B. Simmons makes 2-pt hook shot from 4 ft,,46,63
247,2,0:10.0,,Personal foul by W. Chandler (drawn by I. Mahinmi),46,63
248,2,0:10.0,,I. Mahinmi misses free throw 1 of 2,46,63
249,2,0:10.0,,Offensive rebound by Team,46,63
250,2,0:10.0,,I. Mahinmi misses free throw 2 of 2,46,63
251,2,0:07.0,Defensive rebound by F. Korkmaz,,46,63
252,2,0:01.0,W. Chandler misses 2-pt jump shot from 21 ft,,46,63
253,2,0:01.0,Offensive rebound by J. Embiid,,46,63
254,2,0:01.0,J. Embiid makes 2-pt layup from 1 ft,,48,63
255,3,11:40.0,,Turnover by J. Green (bad pass; steal by B. Simmons),48,63
256,3,11:36.0,B. Simmons makes 2-pt dunk from 3 ft,,50,63
257,3,11:10.0,,J. Green makes 3-pt jump shot from 29 ft (assist by B. Beal),50,66
258,3,10:46.0,J. Butler makes 2-pt layup from 1 ft,,52,66
259,3,10:40.0,,T. Bryant makes 2-pt dunk from 3 ft (assist by B. Beal),52,68
260,3,10:40.0,,Technical foul by T. Bryant,52,68
261,3,10:40.0,J. Butler makes technical free throw,,53,68
262,3,10:24.0,J. Butler misses 2-pt jump shot from 2 ft (block by B. Beal),,53,68
263,3,10:24.0,,Defensive rebound by B. Beal,53,68
264,3,10:19.0,,T. Bryant misses 2-pt dunk from 5 ft,53,68
265,3,10:17.0,Defensive rebound by B. Simmons,,53,68
266,3,10:08.0,J. Embiid makes 2-pt jump shot from 9 ft (assist by W. Chandler),,55,68
267,3,10:08.0,Shooting foul by J. Green (drawn by J. Embiid),,55,68
268,3,10:08.0,,Technical foul by J. Green,55,68
269,3,10:08.0,J. Butler misses technical free throw,,55,68
270,3,10:08.0,Offensive rebound by Team,,55,68
271,3,10:08.0,,O. Porter enters the game for J. Green,55,68
272,3,10:08.0,J. Embiid misses free throw 1 of 1,,55,68
273,3,10:06.0,,Defensive rebound by T. Satoranský,55,68
274,3,10:03.0,,B. Beal misses 3-pt jump shot from 26 ft,55,68
275,3,10:00.0,,Offensive rebound by T. Bryant,55,68
276,3,10:00.0,,T. Bryant makes 2-pt dunk from 2 ft,55,70
277,3,10:00.0,Philadelphia full timeout,,55,70
278,3,9:48.0,B. Simmons makes 2-pt layup from 4 ft,,57,70
279,3,9:27.0,,T. Ariza misses 2-pt jump shot from 2 ft,57,70
280,3,9:24.0,,Offensive rebound by T. Bryant,57,70
281,3,9:24.0,,T. Bryant makes 2-pt layup from 1 ft,57,72
282,3,9:16.0,Turnover by J. Embiid (lost ball; steal by T. Satoranský),,57,72
283,3,9:12.0,,T. Satoranský makes 2-pt dunk from 3 ft,57,74
284,3,8:55.0,Personal foul by T. Ariza (drawn by J. Embiid),,57,74
285,3,8:41.0,W. Chandler misses 3-pt jump shot from 26 ft,,57,74
286,3,8:39.0,,Defensive rebound by Team,57,74
287,3,8:39.0,Loose ball foul by B. Simmons (drawn by T. Ariza),,57,74
288,3,8:24.0,,T. Satoranský misses 2-pt layup from 3 ft,57,74
289,3,8:21.0,Defensive rebound by J. Embiid,,57,74
290,3,8:17.0,J. Embiid makes 3-pt jump shot from 26 ft (assist by B. Simmons),,60,74
291,3,8:00.0,,B. Beal misses 3-pt jump shot from 24 ft,60,74
292,3,7:57.0,Defensive rebound by F. Korkmaz,,60,74
293,3,7:52.0,Turnover by J. Embiid (bad pass),,60,74
294,3,7:37.0,,T. Bryant makes 3-pt jump shot from 25 ft (assist by T. Satoranský),60,77
295,3,7:23.0,Shooting foul by B. Beal (drawn by J. Butler),,60,77
296,3,7:23.0,J. Butler makes free throw 1 of 2,,61,77
297,3,7:23.0,T. McConnell enters the game for W. Chandler,,61,77
298,3,7:23.0,J. Butler makes free throw 2 of 2,,62,77
299,3,7:10.0,,T. Ariza makes 2-pt jump shot from 20 ft,62,79
300,3,6:57.0,J. Embiid misses 2-pt layup from 1 ft,,62,79
301,3,6:57.0,,Defensive rebound by T. Bryant,62,79
302,3,6:49.0,,T. Ariza makes 2-pt layup from 3 ft (assist by T. Bryant),62,81
303,3,6:49.0,,Shooting foul by F. Korkmaz (drawn by T. Ariza),62,81
304,3,6:49.0,J. Bolden enters the game for J. Embiid,,62,81
305,3,6:49.0,M. Muscala enters the game for F. Korkmaz,,62,81
306,3,6:49.0,L. Shamet enters the game for B. Simmons,,62,81
307,3,6:49.0,,T. Ariza makes free throw 1 of 1,62,82
308,3,6:38.0,J. Butler misses 2-pt jump shot from 8 ft,,62,82
309,3,6:33.0,Offensive rebound by J. Butler,,62,82
310,3,6:32.0,J. Butler misses 2-pt layup from 4 ft,,62,82
311,3,6:28.0,,Defensive rebound by T. Satoranský,62,82
312,3,6:18.0,,T. Ariza makes 2-pt jump shot from 18 ft (assist by T. Satoranský),62,84
313,3,6:00.0,J. Butler misses 2-pt jump shot from 7 ft,,62,84
314,3,5:58.0,,Defensive rebound by T. Bryant,62,84
315,3,5:51.0,,Personal foul by J. Bolden (drawn by T. Ariza),62,84
316,3,5:43.0,,T. Ariza misses 2-pt jump shot from 19 ft,62,84
317,3,5:40.0,Defensive rebound by M. Muscala,,62,84
318,3,5:29.0,T. McConnell misses 2-pt jump shot from 14 ft,,62,84
319,3,5:28.0,,Defensive rebound by Team,62,84
320,3,5:10.0,,Turnover by T. Ariza (traveling),62,84
321,3,4:56.0,J. Bolden misses 3-pt jump shot from 24 ft,,62,84
322,3,4:53.0,,Defensive rebound by O. Porter,62,84
323,3,4:51.0,,Personal foul by J. Bolden (drawn by T. Bryant),62,84
324,3,4:45.0,,Turnover by T. Ariza (bad pass; steal by J. Butler),62,84
325,3,4:44.0,Personal foul by O. Porter (drawn by J. Bolden),,62,84
326,3,4:44.0,,C. Randle enters the game for T. Satoranský,62,84
327,3,4:27.0,J. Butler misses 2-pt jump shot from 18 ft,,62,84
328,3,4:23.0,,Defensive rebound by O. Porter,62,84
329,3,4:21.0,,Shooting foul by L. Shamet (drawn by O. Porter),62,84
330,3,4:21.0,,O. Porter makes free throw 1 of 2,62,85
331,3,4:21.0,,O. Porter makes free throw 2 of 2,62,86
332,3,4:09.0,T. McConnell misses 2-pt jump shot from 15 ft,,62,86
333,3,4:06.0,,Defensive rebound by T. Bryant,62,86
334,3,3:56.0,,T. Ariza misses 3-pt jump shot from 23 ft,62,86
335,3,3:54.0,,Offensive rebound by T. Bryant,62,86
336,3,3:53.0,,T. Ariza makes 2-pt layup from 1 ft (assist by T. Bryant),62,88
337,3,3:50.0,Philadelphia full timeout,,62,88
338,3,3:50.0,W. Chandler enters the game for J. Bolden,,62,88
339,3,3:50.0,J. Embiid enters the game for M. Muscala,,62,88
340,3,3:29.0,L. Shamet misses 2-pt jump shot from 20 ft,,62,88
341,3,3:29.0,Offensive rebound by Team,,62,88
342,3,3:22.0,J. Embiid makes 2-pt layup from 2 ft (assist by W. Chandler),,64,88
343,3,3:22.0,Shooting foul by O. Porter (drawn by J. Embiid),,64,88
344,3,3:22.0,J. Embiid makes free throw 1 of 1,,65,88
345,3,3:04.0,,B. Beal makes 2-pt jump shot from 16 ft,65,90
346,3,2:56.0,L. Shamet misses 3-pt jump shot from 25 ft,,65,90
347,3,2:53.0,,Defensive rebound by O. Porter,65,90
348,3,2:48.0,,T. Ariza misses 3-pt jump shot from 26 ft,65,90
349,3,2:46.0,Defensive rebound by J. Embiid,,65,90
350,3,2:37.0,T. McConnell misses 2-pt jump shot from 13 ft,,65,90
351,3,2:33.0,Offensive rebound by J. Embiid,,65,90
352,3,2:32.0,J. Embiid makes 2-pt layup from 2 ft,,67,90
353,3,2:16.0,,Turnover by C. Randle (out of bounds lost ball),67,90
354,3,2:16.0,,I. Mahinmi enters the game for T. Bryant,67,90
355,3,1:57.0,J. Embiid makes 2-pt jump shot from 16 ft (assist by J. Butler),,69,90
356,3,1:37.0,,Shooting foul by W. Chandler (drawn by I. Mahinmi),69,90
357,3,1:37.0,,I. Mahinmi makes free throw 1 of 2,69,91
358,3,1:37.0,,S. Dekker enters the game for T. Ariza,69,91
359,3,1:37.0,,I. Mahinmi makes free throw 2 of 2,69,92
360,3,1:28.0,Personal foul by I. Mahinmi (drawn by J. Embiid),,69,92
361,3,1:28.0,J. Embiid makes free throw 1 of 2,,70,92
362,3,1:28.0,J. Embiid makes free throw 2 of 2,,71,92
363,3,1:16.0,,B. Beal misses 2-pt jump shot from 19 ft,71,92
364,3,1:13.0,,Offensive rebound by I. Mahinmi,71,92
365,3,1:06.0,,Turnover by B. Beal (bad pass; steal by W. Chandler),71,92
366,3,1:02.0,J. Butler makes 2-pt dunk from 2 ft,,73,92
367,3,0:44.0,,Personal foul by L. Shamet (drawn by S. Dekker),73,92
368,3,0:44.0,,S. Dekker misses free throw 1 of 2,73,92
369,3,0:44.0,,Offensive rebound by Team,73,92
370,3,0:44.0,,S. Dekker misses free throw 2 of 2,73,92
371,3,0:42.0,Defensive rebound by J. Embiid,,73,92
372,3,0:30.0,J. Butler makes 2-pt layup from 2 ft,,75,92
373,3,0:11.0,,O. Porter misses 3-pt jump shot from 26 ft,75,92
374,3,0:08.0,Defensive rebound by L. Shamet,,75,92
375,3,0:01.0,J. Embiid misses 3-pt jump shot from 28 ft,,75,92
376,3,0:01.0,Offensive rebound by Team,,75,92
377,4,11:44.0,T. McConnell makes 2-pt jump shot from 14 ft (assist by F. Korkmaz),,77,92
378,4,11:28.0,,Shooting foul by L. Shamet (drawn by O. Porter),77,92
379,4,11:28.0,,O. Porter makes free throw 1 of 2,77,93
380,4,11:28.0,,O. Porter makes free throw 2 of 2,77,94
381,4,11:14.0,B. Simmons misses 2-pt layup from 3 ft,,77,94
382,4,11:12.0,Offensive rebound by J. Embiid,,77,94
383,4,11:11.0,J. Embiid makes 2-pt layup from 2 ft,,79,94
384,4,10:52.0,,C. Randle makes 2-pt jump shot from 11 ft (assist by S. Dekker),79,96
385,4,10:40.0,J. Embiid makes 2-pt layup from 2 ft (assist by T. McConnell),,81,96
386,4,10:12.0,,J. Green misses 2-pt jump shot from 22 ft,81,96
