,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,LA CLIPPERS_ACTION,CLEVELAND_SCORE,LA CLIPPERS_SCORE
378,4,5:07.0,Turnover by B. Knight (bad pass; steal by L. Williams),,96,114
379,4,5:05.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by L. Williams),96,116
380,4,4:48.0,Shooting foul by M. Harrell (drawn by T. Thompson),,96,116
381,4,4:48.0,T. Thompson misses free throw 1 of 2,,96,116
382,4,4:48.0,Offensive rebound by Team,,96,116
383,4,4:48.0,D. Nwaba enters the game for L. Nance,,96,116
384,4,4:48.0,T. Thompson misses free throw 2 of 2,,96,116
385,4,4:48.0,,Defensive rebound by M. Harrell,96,116
386,4,4:32.0,,Turnover by L. Williams (lost ball; steal by B. Knight),96,116
387,4,4:26.0,D. Nwaba misses 2-pt layup from 2 ft (block by L. Williams),,96,116
388,4,4:23.0,,Defensive rebound by L. Williams,96,116
389,4,4:21.0,,M. Harrell makes 2-pt dunk from 3 ft (assist by J. Robinson),96,118
390,4,4:10.0,T. Thompson misses 2-pt hook shot from 11 ft,,96,118
391,4,4:08.0,,Defensive rebound by W. Chandler,96,118
392,4,4:00.0,,M. Harrell misses 2-pt hook shot from 5 ft,96,118
393,4,3:56.0,Defensive rebound by T. Thompson,,96,118
394,4,3:52.0,D. Nwaba makes 2-pt dunk from 2 ft (assist by C. Sexton),,98,118
395,4,3:41.0,,L. Williams makes 3-pt jump shot from 25 ft,98,121
396,4,3:34.0,Personal take foul by W. Chandler (drawn by C. Sexton),,98,121
397,4,3:34.0,C. Sexton makes free throw 1 of 2,,99,121
398,4,3:34.0,D. Adel enters the game for C. Osman,,99,121
399,4,3:34.0,A. Žižić enters the game for T. Thompson,,99,121
400,4,3:34.0,,J. Motley enters the game for M. Harrell,99,121
401,4,3:34.0,,S. Thornwell enters the game for G. Temple,99,121
402,4,3:34.0,,T. Wallace enters the game for L. Williams,99,121
403,4,3:34.0,C. Sexton makes free throw 2 of 2,,100,121
404,4,3:20.0,,J. Robinson misses 3-pt jump shot from 24 ft,100,121
405,4,3:18.0,Defensive rebound by A. Žižić,,100,121
406,4,3:13.0,Shooting foul by T. Wallace (drawn by D. Nwaba),,100,121
407,4,3:13.0,D. Nwaba makes free throw 1 of 2,,101,121
408,4,3:13.0,N. Stauskas enters the game for C. Sexton,,101,121
409,4,3:13.0,D. Nwaba makes free throw 2 of 2,,102,121
410,4,3:00.0,,Offensive foul by W. Chandler (drawn by D. Adel),102,121
411,4,3:00.0,,Turnover by W. Chandler (offensive foul),102,121
412,4,2:48.0,D. Adel makes 2-pt layup from 3 ft (assist by B. Knight),,104,121
413,4,2:35.0,,J. Robinson makes 2-pt jump shot from 12 ft (assist by J. Motley),104,123
414,4,2:15.0,A. Žižić makes 2-pt hook shot from 11 ft (assist by D. Adel),,106,123
415,4,2:02.0,,J. Motley makes 2-pt hook shot from 4 ft (assist by J. Robinson),106,125
416,4,1:50.0,A. Žižić makes 2-pt dunk from 1 ft (assist by N. Stauskas),,108,125
417,4,1:39.0,,Shooting foul by B. Knight (drawn by T. Wallace),108,125
418,4,1:39.0,,T. Wallace makes free throw 1 of 2,108,126
419,4,1:39.0,,T. Wallace makes free throw 2 of 2,108,127
420,4,1:28.0,B. Knight misses 2-pt jump shot from 13 ft,,108,127
421,4,1:27.0,,Defensive rebound by S. Thornwell,108,127
422,4,1:15.0,,T. Wallace makes 2-pt jump shot from 9 ft,108,129
423,4,1:03.0,N. Stauskas misses 3-pt jump shot from 28 ft (block by S. Thornwell),,108,129
424,4,1:03.0,,Defensive rebound by J. Motley,108,129
425,4,0:52.0,,J. Motley makes 2-pt dunk from 2 ft (assist by T. Wallace),108,131
426,4,0:35.0,N. Stauskas misses 3-pt jump shot from 26 ft,,108,131
427,4,0:34.0,,Defensive rebound by W. Chandler,108,131
428,4,0:32.0,,Personal foul by A. Žižić (drawn by J. Motley),108,131
429,4,0:32.0,,J. Motley makes free throw 1 of 2,108,132
430,4,0:32.0,,J. Motley misses free throw 2 of 2,108,132
431,4,0:29.0,Defensive rebound by A. Žižić,,108,132
432,4,0:15.0,A. Žižić misses 2-pt jump shot from 9 ft (block by J. Motley),,108,132
433,4,0:12.0,,Defensive rebound by S. Thornwell,108,132
