,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,CHARLOTTE_ACTION,SACRAMENTO_SCORE,CHARLOTTE_SCORE
0,1,11:47.0,,J. Lamb makes 3-pt jump shot from 26 ft (assist by K. Walker),0,3
1,1,11:25.0,I. Shumpert makes 2-pt jump shot from 18 ft (assist by D. Fox),,2,3
2,1,10:59.0,,J. Lamb misses 3-pt jump shot from 23 ft,2,3
3,1,10:56.0,Defensive rebound by D. Fox,,2,3
4,1,10:50.0,I. Shumpert misses 3-pt jump shot from 23 ft,,2,3
5,1,10:47.0,Offensive rebound by W. Cauley-Stein,,2,3
6,1,10:46.0,B. Hield makes 3-pt jump shot from 24 ft (assist by D. Fox),,5,3
7,1,10:33.0,,Personal foul by W. Cauley-Stein (drawn by B. Biyombo),5,3
8,1,10:14.0,,K. Walker misses 2-pt layup from 2 ft,5,3
9,1,10:14.0,Defensive rebound by Team,,5,3
10,1,10:04.0,W. Cauley-Stein makes 2-pt layup from 2 ft (assist by N. Bjelica),,7,3
11,1,9:46.0,,N. Batum misses 2-pt jump shot from 14 ft,7,3
12,1,9:43.0,,Offensive rebound by B. Biyombo,7,3
13,1,9:33.0,,J. Lamb misses 3-pt jump shot from 27 ft,7,3
14,1,9:31.0,Defensive rebound by N. Bjelica,,7,3
15,1,9:18.0,B. Hield misses 2-pt jump shot from 10 ft,,7,3
16,1,9:16.0,,Defensive rebound by Team,7,3
17,1,9:04.0,,K. Walker misses 3-pt jump shot from 25 ft,7,3
18,1,9:00.0,Defensive rebound by W. Cauley-Stein,,7,3
19,1,8:44.0,B. Hield makes 3-pt jump shot from 24 ft (assist by D. Fox),,10,3
20,1,8:25.0,,Turnover by K. Walker (lost ball; steal by D. Fox),10,3
21,1,8:20.0,B. Hield makes 3-pt jump shot from 25 ft (assist by D. Fox),,13,3
22,1,8:20.0,,Charlotte full timeout,13,3
23,1,8:07.0,,Personal foul by N. Bjelica (drawn by B. Biyombo),13,3
24,1,7:57.0,,Turnover by N. Batum (bad pass; steal by W. Cauley-Stein),13,3
25,1,7:48.0,B. Hield misses 2-pt jump shot from 9 ft,,13,3
26,1,7:45.0,,Defensive rebound by B. Biyombo,13,3
27,1,7:33.0,,Turnover by J. Lamb (bad pass; steal by W. Cauley-Stein),13,3
28,1,7:26.0,D. Fox makes 2-pt jump shot from 20 ft (assist by B. Hield),,15,3
29,1,7:02.0,,J. Lamb misses 2-pt jump shot from 6 ft (block by D. Fox),15,3
30,1,6:59.0,Defensive rebound by W. Cauley-Stein,,15,3
31,1,6:58.0,B. Hield misses 2-pt layup from 2 ft (block by K. Walker),,15,3
32,1,6:58.0,Offensive rebound by Team,,15,3
33,1,6:58.0,,M. Bridges enters the game for B. Biyombo,15,3
34,1,6:58.0,,W. Hernangómez enters the game for J. Lamb,15,3
35,1,6:55.0,N. Bjelica misses 2-pt jump shot from 5 ft (block by M. Williams),,15,3
36,1,6:51.0,Offensive rebound by N. Bjelica,,15,3
37,1,6:47.0,D. Fox misses 3-pt jump shot from 25 ft,,15,3
38,1,6:43.0,,Defensive rebound by M. Bridges,15,3
39,1,6:32.0,,K. Walker makes 2-pt layup from 2 ft,15,5
40,1,6:08.0,I. Shumpert misses 2-pt jump shot from 16 ft,,15,5
41,1,6:05.0,,Defensive rebound by M. Bridges,15,5
42,1,6:00.0,,K. Walker makes 3-pt jump shot from 26 ft,15,8
43,1,5:48.0,I. Shumpert makes 2-pt jump shot from 20 ft (assist by W. Cauley-Stein),,17,8
44,1,5:34.0,,K. Walker misses 3-pt jump shot from 26 ft,17,8
45,1,5:31.0,Defensive rebound by W. Cauley-Stein,,17,8
46,1,5:22.0,Personal foul by N. Batum (drawn by W. Cauley-Stein),,17,8
47,1,5:22.0,B. Bogdanović enters the game for D. Fox,,17,8
48,1,5:22.0,Y. Ferrell enters the game for B. Hield,,17,8
49,1,5:22.0,,M. Kidd-Gilchrist enters the game for M. Williams,17,8
50,1,5:09.0,I. Shumpert misses 2-pt jump shot from 21 ft,,17,8
51,1,5:05.0,,Defensive rebound by W. Hernangómez,17,8
52,1,4:56.0,,N. Batum misses 2-pt layup from 8 ft (block by I. Shumpert),17,8
53,1,4:56.0,Defensive rebound by Team,,17,8
54,1,4:56.0,Sacramento full timeout,,17,8
55,1,4:56.0,M. Bagley enters the game for N. Bjelica,,17,8
56,1,4:56.0,,D. Graham enters the game for N. Batum,17,8
57,1,4:38.0,M. Bagley misses 2-pt layup from 7 ft,,17,8
58,1,4:34.0,,Defensive rebound by W. Hernangómez,17,8
59,1,4:29.0,,M. Kidd-Gilchrist makes 2-pt layup from 2 ft,17,10
60,1,4:09.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,17,10
61,1,4:08.0,Offensive rebound by Team,,17,10
62,1,4:08.0,,Loose ball foul by W. Hernangómez (drawn by W. Cauley-Stein),17,10
63,1,4:08.0,J. Jackson enters the game for I. Shumpert,,17,10
64,1,3:54.0,Turnover by B. Bogdanović (bad pass; steal by M. Kidd-Gilchrist),,17,10
65,1,3:43.0,,M. Kidd-Gilchrist makes 2-pt layup from 2 ft,17,12
66,1,3:17.0,B. Bogdanović makes 2-pt jump shot from 20 ft,,19,12
67,1,3:00.0,,Shooting foul by J. Jackson (drawn by M. Bridges),19,12
68,1,3:00.0,,M. Bridges makes free throw 1 of 2,19,13
69,1,3:00.0,H. Giles enters the game for W. Cauley-Stein,,19,13
70,1,3:00.0,,T. Parker enters the game for K. Walker,19,13
71,1,3:00.0,,M. Bridges misses free throw 2 of 2,19,13
72,1,2:59.0,,Offensive rebound by Team,19,13
73,1,2:43.0,,M. Bridges makes 2-pt dunk from 2 ft (assist by T. Parker),19,15
74,1,2:24.0,M. Bagley makes 2-pt dunk from 2 ft (assist by B. Bogdanović),,21,15
75,1,2:08.0,,D. Graham misses 3-pt jump shot from 26 ft,21,15
76,1,2:06.0,,Offensive rebound by W. Hernangómez,21,15
77,1,2:02.0,,W. Hernangómez misses 2-pt layup from 2 ft,21,15
78,1,1:59.0,Defensive rebound by H. Giles,,21,15
79,1,1:51.0,M. Bagley makes 2-pt jump shot from 14 ft (assist by B. Bogdanović),,23,15
80,1,1:29.0,,D. Graham misses 3-pt jump shot from 27 ft,23,15
81,1,1:24.0,Defensive rebound by H. Giles,,23,15
82,1,1:15.0,Y. Ferrell misses 2-pt jump shot from 16 ft,,23,15
83,1,1:12.0,,Defensive rebound by W. Hernangómez,23,15
84,1,1:06.0,,W. Hernangómez makes 3-pt jump shot from 26 ft (assist by T. Parker),23,18
85,1,0:48.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by H. Giles),,25,18
86,1,0:32.0,,T. Parker misses 2-pt layup from 3 ft,25,18
87,1,0:30.0,,Offensive rebound by W. Hernangómez,25,18
88,1,0:30.0,,W. Hernangómez makes 2-pt layup from 1 ft,25,20
89,1,0:09.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,25,20
90,1,0:06.0,,Defensive rebound by M. Kidd-Gilchrist,25,20
91,1,0:01.0,,M. Kidd-Gilchrist misses 3-pt jump shot from 26 ft,25,20
92,1,0:01.0,Defensive rebound by H. Giles,,25,20
93,2,11:41.0,Y. Ferrell makes 3-pt jump shot from 26 ft (assist by M. Bagley),,28,20
94,2,11:22.0,,M. Bridges makes 2-pt layup from 7 ft,28,22
95,2,11:05.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by H. Giles),,31,22
96,2,10:50.0,,D. Graham misses 3-pt jump shot from 23 ft,31,22
97,2,10:47.0,Defensive rebound by M. Bagley,,31,22
98,2,10:38.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by J. Jackson),,33,22
99,2,10:38.0,,Charlotte full timeout,33,22
100,2,10:38.0,,M. Monk enters the game for M. Bridges,33,22
101,2,10:20.0,,T. Parker makes 2-pt layup from 1 ft,33,24
102,2,10:04.0,B. Bogdanović makes 2-pt layup from 2 ft,,35,24
103,2,9:56.0,,T. Parker misses 2-pt jump shot from 4 ft,35,24
104,2,9:53.0,Defensive rebound by Y. Ferrell,,35,24
105,2,9:48.0,J. Jackson makes 2-pt jump shot from 16 ft (assist by Y. Ferrell),,37,24
106,2,9:28.0,,M. Kidd-Gilchrist makes 2-pt layup from 3 ft (assist by T. Parker),37,26
107,2,9:28.0,,Shooting foul by M. Bagley (drawn by M. Kidd-Gilchrist),37,26
108,2,9:28.0,,M. Kidd-Gilchrist makes free throw 1 of 1,37,27
109,2,9:28.0,,J. Lamb enters the game for D. Graham,37,27
110,2,9:16.0,Shooting foul by M. Kidd-Gilchrist (drawn by J. Jackson),,37,27
111,2,9:16.0,J. Jackson makes free throw 1 of 2,,38,27
112,2,9:16.0,,W. Hernangómez enters the game for M. Kidd-Gilchrist,38,27
113,2,9:16.0,J. Jackson misses free throw 2 of 2,,38,27
114,2,9:11.0,,Defensive rebound by W. Hernangómez,38,27
115,2,9:07.0,,T. Parker makes 2-pt layup from 1 ft,38,29
116,2,8:58.0,Turnover by H. Giles (out of bounds lost ball),,38,29
117,2,8:58.0,B. Hield enters the game for Y. Ferrell,,38,29
118,2,8:40.0,,M. Monk makes 2-pt layup from 2 ft (assist by T. Parker),38,31
119,2,8:27.0,Personal foul by T. Parker (drawn by H. Giles),,38,31
120,2,8:16.0,H. Giles misses 2-pt jump shot from 19 ft,,38,31
121,2,8:13.0,,Defensive rebound by M. Monk,38,31
122,2,8:05.0,,T. Parker misses 2-pt jump shot from 19 ft,38,31
123,2,8:00.0,,Offensive rebound by T. Parker,38,31
124,2,7:58.0,,M. Williams misses 3-pt jump shot from 23 ft,38,31
125,2,7:58.0,,Offensive rebound by Team,38,31
126,2,7:58.0,Loose ball foul by H. Giles (drawn by W. Hernangómez),,38,31
127,2,7:50.0,,Shooting foul by H. Giles (drawn by T. Parker),38,31
128,2,7:50.0,,T. Parker makes free throw 1 of 2,38,32
129,2,7:50.0,D. Fox enters the game for J. Jackson,,38,32
130,2,7:50.0,,T. Parker makes free throw 2 of 2,38,33
131,2,7:36.0,M. Bagley makes 3-pt jump shot from 24 ft (assist by D. Fox),,41,33
132,2,7:24.0,,T. Parker makes 2-pt layup from 1 ft,41,35
133,2,7:00.0,H. Giles misses 2-pt jump shot from 13 ft,,41,35
134,2,7:00.0,,Defensive rebound by Team,41,35
135,2,6:45.0,,W. Hernangómez makes 2-pt layup from 2 ft (assist by T. Parker),41,37
136,2,6:31.0,Turnover by H. Giles (bad pass; steal by W. Hernangómez),,41,37
137,2,6:26.0,,Turnover by W. Hernangómez (bad pass; steal by B. Hield),41,37
138,2,6:25.0,Personal foul by T. Parker (drawn by D. Fox),,41,37
139,2,6:16.0,Turnover by M. Bagley (bad pass; steal by T. Parker),,41,37
140,2,6:14.0,,Turnover by M. Monk (bad pass),41,37
141,2,6:14.0,,K. Walker enters the game for T. Parker,41,37
142,2,5:59.0,D. Fox misses 2-pt jump shot from 12 ft,,41,37
143,2,5:57.0,,Defensive rebound by W. Hernangómez,41,37
144,2,5:54.0,,J. Lamb misses 2-pt layup from 2 ft,41,37
145,2,5:52.0,Defensive rebound by M. Bagley,,41,37
146,2,5:50.0,Shooting foul by M. Monk (drawn by D. Fox),,41,37
147,2,5:50.0,D. Fox makes free throw 1 of 2,,42,37
148,2,5:50.0,W. Cauley-Stein enters the game for B. Bogdanović,,42,37
149,2,5:50.0,I. Shumpert enters the game for H. Giles,,42,37
150,2,5:50.0,,N. Batum enters the game for M. Monk,42,37
151,2,5:50.0,,M. Kidd-Gilchrist enters the game for M. Williams,42,37
152,2,5:50.0,D. Fox misses free throw 2 of 2,,42,37
153,2,5:46.0,,Defensive rebound by J. Lamb,42,37
154,2,5:33.0,,Shooting foul by M. Bagley (drawn by M. Kidd-Gilchrist),42,37
155,2,5:33.0,,M. Kidd-Gilchrist makes free throw 1 of 2,42,38
156,2,5:33.0,,M. Kidd-Gilchrist makes free throw 2 of 2,42,39
157,2,5:23.0,Shooting foul by M. Kidd-Gilchrist (drawn by M. Bagley),,42,39
