,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,TORONTO_ACTION,NEW ORLEANS_SCORE,TORONTO_SCORE
398,4,7:41.0,,O. Anunoby makes 3-pt jump shot from 23 ft (assist by P. Siakam),106,95
399,4,7:21.0,Turnover by E. Moore (bad pass; steal by O. Anunoby),,106,95
400,4,7:17.0,,O. Anunoby makes 2-pt layup from 1 ft,106,97
401,4,7:17.0,New Orleans full timeout,,106,97
402,4,6:57.0,J. Holiday misses 2-pt layup from 5 ft (block by K. Leonard),,106,97
403,4,6:52.0,Offensive rebound by A. Davis,,106,97
404,4,6:51.0,A. Davis makes 2-pt layup from 3 ft,,108,97
405,4,6:43.0,,K. Leonard misses 2-pt layup from 1 ft,108,97
406,4,6:41.0,Defensive rebound by A. Davis,,108,97
407,4,6:33.0,A. Davis makes 2-pt dunk from 1 ft (assist by J. Holiday),,110,97
408,4,6:15.0,,Shooting foul by J. Holiday (drawn by K. Leonard),110,97
409,4,6:15.0,,K. Leonard makes free throw 1 of 2,110,98
410,4,6:15.0,,K. Leonard makes free throw 2 of 2,110,99
411,4,6:01.0,Personal foul by P. Siakam (drawn by J. Holiday),,110,99
412,4,5:49.0,E. Moore makes 3-pt jump shot from 28 ft,,113,99
413,4,5:32.0,,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),113,101
414,4,5:09.0,J. Holiday makes 3-pt jump shot from 27 ft,,116,101
415,4,4:54.0,,O. Anunoby misses 3-pt jump shot from 26 ft,116,101
416,4,4:49.0,Defensive rebound by E. Moore,,116,101
417,4,4:42.0,I. Clark misses 2-pt layup from 4 ft (block by P. Siakam),,116,101
418,4,4:39.0,,Defensive rebound by D. Green,116,101
419,4,4:38.0,,Turnover by D. Green (lost ball),116,101
420,4,4:38.0,,Loose ball foul by D. Green (drawn by J. Holiday),116,101
421,4,4:38.0,,S. Ibaka enters the game for P. Siakam,116,101
422,4,4:24.0,E. Moore makes 2-pt jump shot from 15 ft (assist by J. Holiday),,118,101
423,4,4:05.0,,Offensive foul by K. Leonard (drawn by J. Holiday),118,101
424,4,4:05.0,,Turnover by K. Leonard (offensive foul),118,101
425,4,4:05.0,,Toronto full timeout,118,101
426,4,3:54.0,E. Moore misses 2-pt jump shot from 10 ft,,118,101
427,4,3:50.0,,Defensive rebound by D. Green,118,101
428,4,3:44.0,,K. Lowry makes 2-pt layup from 1 ft,118,103
429,4,3:25.0,Shooting foul by O. Anunoby (drawn by J. Randle),,118,103
430,4,3:25.0,J. Randle makes free throw 1 of 2,,119,103
431,4,3:25.0,J. Randle misses free throw 2 of 2,,119,103
432,4,3:22.0,,Defensive rebound by O. Anunoby,119,103
433,4,3:12.0,,S. Ibaka makes 2-pt hook shot from 8 ft (assist by K. Lowry),119,105
434,4,2:51.0,Turnover by E. Moore (bad pass; steal by O. Anunoby),,119,105
435,4,2:50.0,,O. Anunoby makes 2-pt dunk at rim,119,107
436,4,2:50.0,,Shooting foul by A. Davis (drawn by O. Anunoby),119,107
437,4,2:50.0,,O. Anunoby makes free throw 1 of 1,119,108
438,4,2:31.0,J. Holiday makes 3-pt jump shot from 26 ft,,122,108
439,4,2:18.0,,K. Lowry misses 2-pt jump shot from 8 ft,122,108
440,4,2:14.0,Defensive rebound by J. Randle,,122,108
441,4,2:00.0,E. Moore makes 2-pt jump shot from 12 ft,,124,108
442,4,1:52.0,,K. Leonard misses 3-pt jump shot from 26 ft,124,108
443,4,1:49.0,Defensive rebound by A. Davis,,124,108
444,4,1:32.0,A. Davis makes 2-pt layup from 1 ft (assist by J. Holiday),,126,108
445,4,1:32.0,,Toronto full timeout,126,108
446,4,1:32.0,C. Diallo enters the game for A. Davis,,126,108
447,4,1:32.0,T. Frazier enters the game for J. Holiday,,126,108
448,4,1:32.0,W. Johnson enters the game for E. Moore,,126,108
449,4,1:32.0,D. Miller enters the game for J. Randle,,126,108
450,4,1:32.0,,L. Brown enters the game for D. Green,126,108
451,4,1:32.0,,G. Monroe enters the game for S. Ibaka,126,108
452,4,1:32.0,,M. Richardson enters the game for K. Leonard,126,108
453,4,1:32.0,,D. Wright enters the game for K. Lowry,126,108
454,4,1:17.0,,O. Anunoby misses 2-pt jump shot from 18 ft,126,108
455,4,1:13.0,Defensive rebound by T. Frazier,,126,108
456,4,0:57.0,T. Frazier misses 2-pt jump shot from 19 ft,,126,108
457,4,0:55.0,,Defensive rebound by O. Anunoby,126,108
458,4,0:49.0,,O. Anunoby makes 2-pt layup from 4 ft,126,110
459,4,0:34.0,C. Diallo misses 2-pt jump shot from 9 ft,,126,110
460,4,0:34.0,,Defensive rebound by G. Monroe,126,110
461,4,0:19.0,,G. Monroe misses 2-pt layup from 1 ft,126,110
462,4,0:16.0,,Offensive rebound by G. Monroe,126,110
463,4,0:13.0,,G. Monroe misses 2-pt layup from 9 ft (block by D. Miller),126,110
464,4,0:13.0,Defensive rebound by I. Clark,,126,110
