,QUARTER,TIME_REMAINING,ORLANDO_ACTION,PHILADELPHIA_ACTION,ORLANDO_SCORE,PHILADELPHIA_SCORE
124,2,6:35.0,A. Gordon makes 2-pt jump shot from 18 ft (assist by W. Iwundu),,51,56
125,2,6:14.0,,B. Simmons makes 2-pt jump shot from 11 ft,51,58
126,2,5:50.0,N. Vučević misses 2-pt jump shot from 14 ft,,51,58
127,2,5:47.0,,Defensive rebound by M. Scott,51,58
128,2,5:41.0,,M. Scott misses 3-pt jump shot from 25 ft,51,58
129,2,5:38.0,,Offensive rebound by B. Simmons,51,58
130,2,5:31.0,,Turnover by A. Johnson (bad pass; steal by I. Briscoe),51,58
131,2,5:24.0,J. Isaac misses 2-pt layup from 1 ft (block by A. Johnson),,51,58
132,2,5:21.0,Offensive rebound by N. Vučević,,51,58
133,2,5:13.0,A. Gordon misses 3-pt jump shot from 23 ft (block by B. Simmons),,51,58
134,2,5:12.0,Offensive rebound by Team,,51,58
135,2,5:12.0,D. Augustin enters the game for I. Briscoe,,51,58
136,2,5:08.0,W. Iwundu misses 2-pt jump shot from 17 ft,,51,58
137,2,5:03.0,,Defensive rebound by J. Simmons,51,58
138,2,4:52.0,,Shooting foul by W. Iwundu (drawn by A. Johnson),51,58
139,2,4:52.0,,A. Johnson makes free throw 1 of 2,51,59
140,2,4:52.0,,A. Johnson makes free throw 2 of 2,51,60
141,2,4:38.0,N. Vučević misses 2-pt jump shot from 15 ft,,51,60
142,2,4:35.0,,Defensive rebound by J. Simmons,51,60
143,2,4:28.0,,B. Simmons misses 2-pt hook shot from 10 ft,51,60
144,2,4:24.0,Defensive rebound by W. Iwundu,,51,60
145,2,4:21.0,D. Augustin misses 3-pt jump shot from 28 ft,,51,60
146,2,4:17.0,,Defensive rebound by B. Simmons,51,60
147,2,4:15.0,,J. Butler misses 2-pt jump shot from 18 ft,51,60
148,2,4:15.0,Defensive rebound by N. Vučević,,51,60
149,2,4:05.0,W. Iwundu misses 2-pt jump shot from 9 ft,,51,60
150,2,4:03.0,,Defensive rebound by M. Scott,51,60
151,2,3:56.0,,Turnover by J. Simmons (bad pass),51,60
152,2,3:56.0,E. Fournier enters the game for W. Iwundu,,51,60
153,2,3:41.0,E. Fournier makes 2-pt jump shot from 19 ft,,53,60
154,2,3:16.0,,J. Simmons misses 3-pt jump shot from 27 ft,53,60
155,2,3:12.0,Defensive rebound by A. Gordon,,53,60
156,2,3:09.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by A. Gordon),,56,60
157,2,2:44.0,,M. Scott makes 2-pt jump shot from 12 ft,56,62
158,2,2:26.0,E. Fournier misses 2-pt jump shot from 22 ft,,56,62
159,2,2:23.0,,Defensive rebound by A. Johnson,56,62
160,2,2:11.0,,A. Johnson makes 2-pt layup from 3 ft (assist by J. Butler),56,64
161,2,1:55.0,D. Augustin misses 2-pt layup from 5 ft,,56,64
162,2,1:53.0,,Defensive rebound by A. Johnson,56,64
163,2,1:43.0,,A. Johnson makes 2-pt hook shot from 5 ft (assist by J. Simmons),56,66
164,2,1:43.0,Violation by Team (def goaltending),,56,66
165,2,1:29.0,J. Isaac makes 3-pt jump shot from 24 ft (assist by D. Augustin),,59,66
166,2,1:17.0,,J. Simmons misses 3-pt jump shot from 25 ft,59,66
167,2,1:14.0,,Offensive rebound by B. Simmons,59,66
168,2,1:12.0,,B. Simmons makes 2-pt hook shot from 10 ft,59,68
169,2,0:52.0,D. Augustin makes 2-pt jump shot from 3 ft,,61,68
170,2,0:30.0,,Shooting foul by A. Gordon (drawn by B. Simmons),61,68
171,2,0:30.0,,B. Simmons makes free throw 1 of 2,61,69
172,2,0:30.0,,B. Simmons makes free throw 2 of 2,61,70
173,2,0:12.0,D. Augustin makes 2-pt jump shot from 6 ft,,63,70
174,2,0:12.0,Shooting foul by A. Johnson (drawn by D. Augustin),,63,70
175,2,0:12.0,,J. Redick enters the game for J. Simmons,63,70
176,2,0:12.0,D. Augustin makes free throw 1 of 1,,64,70
177,2,0:07.0,,A. Johnson misses 3-pt jump shot from 26 ft,64,70
178,2,0:03.0,Defensive rebound by A. Gordon,,64,70
179,2,0:00.0,A. Gordon misses 3-pt jump shot from 27 ft,,64,70
180,2,0:00.0,Offensive rebound by Team,,64,70
181,3,11:49.0,E. Fournier makes 2-pt layup from 2 ft (assist by J. Isaac),,66,70
182,3,11:37.0,,Shooting foul by N. Vučević (drawn by J. Redick),66,70
183,3,11:37.0,,J. Redick makes free throw 1 of 2,66,71
184,3,11:37.0,,J. Redick makes free throw 2 of 2,66,72
185,3,11:24.0,N. Vučević misses 2-pt jump shot from 14 ft,,66,72
186,3,11:21.0,,Defensive rebound by B. Simmons,66,72
187,3,11:15.0,,J. Butler misses 2-pt jump shot from 6 ft,66,72
188,3,11:13.0,Defensive rebound by N. Vučević,,66,72
189,3,11:00.0,D. Augustin misses 2-pt layup from 3 ft,,66,72
190,3,10:59.0,Offensive rebound by N. Vučević,,66,72
191,3,10:59.0,N. Vučević misses 2-pt layup from 2 ft (block by A. Johnson),,66,72
192,3,10:58.0,Offensive rebound by N. Vučević,,66,72
193,3,10:56.0,N. Vučević makes 2-pt hook shot from 2 ft,,68,72
194,3,10:49.0,,Turnover by B. Simmons (bad pass; steal by D. Augustin),68,72
195,3,10:34.0,N. Vučević misses 2-pt hook shot from 9 ft,,68,72
196,3,10:34.0,,Defensive rebound by B. Simmons,68,72
197,3,10:23.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by A. Johnson),68,75
198,3,10:07.0,Turnover by J. Isaac (traveling),,68,75
199,3,9:51.0,,T. Harris misses 2-pt jump shot from 16 ft,68,75
200,3,9:47.0,Defensive rebound by N. Vučević,,68,75
201,3,9:39.0,A. Gordon misses 3-pt jump shot from 25 ft,,68,75
202,3,9:36.0,,Defensive rebound by J. Redick,68,75
203,3,9:27.0,,T. Harris makes 2-pt layup from 2 ft (assist by B. Simmons),68,77
204,3,9:15.0,E. Fournier misses 2-pt layup from 6 ft,,68,77
205,3,9:12.0,,Defensive rebound by T. Harris,68,77
206,3,9:12.0,,Turnover by T. Harris (bad pass),68,77
207,3,9:02.0,J. Isaac misses 3-pt jump shot from 26 ft,,68,77
208,3,8:59.0,,Defensive rebound by T. Harris,68,77
209,3,8:53.0,,T. Harris makes 2-pt dunk from 2 ft (assist by B. Simmons),68,79
210,3,8:38.0,Shooting foul by A. Johnson (drawn by N. Vučević),,68,79
211,3,8:38.0,N. Vučević makes free throw 1 of 2,,69,79
212,3,8:38.0,N. Vučević makes free throw 2 of 2,,70,79
213,3,8:25.0,,J. Butler misses 3-pt jump shot from 26 ft,70,79
214,3,8:21.0,Defensive rebound by J. Isaac,,70,79
215,3,8:13.0,A. Gordon misses 3-pt jump shot from 26 ft,,70,79
216,3,8:10.0,,Defensive rebound by J. Redick,70,79
217,3,8:04.0,,Personal foul by J. Isaac (drawn by B. Simmons),70,79
218,3,7:58.0,,T. Harris misses 2-pt layup from 3 ft,70,79
219,3,7:56.0,Defensive rebound by E. Fournier,,70,79
220,3,7:50.0,Turnover by E. Fournier (bad pass; steal by A. Johnson),,70,79
221,3,7:46.0,,A. Johnson makes 2-pt dunk from 1 ft (assist by T. Harris),70,81
222,3,7:46.0,,M. Scott enters the game for A. Johnson,70,81
223,3,7:46.0,,J. Simmons enters the game for J. Redick,70,81
224,3,7:22.0,A. Gordon makes 2-pt jump shot from 18 ft,,72,81
225,3,7:12.0,,J. Simmons misses 2-pt layup from 2 ft,72,81
226,3,7:09.0,Defensive rebound by N. Vučević,,72,81
227,3,7:00.0,Turnover by D. Augustin (bad pass; steal by J. Butler),,72,81
228,3,6:54.0,,T. Harris misses 3-pt jump shot from 26 ft,72,81
229,3,6:50.0,,Offensive rebound by T. Harris,72,81
230,3,6:45.0,,J. Butler makes 2-pt layup from 1 ft (assist by B. Simmons),72,83
231,3,6:29.0,Turnover by E. Fournier (bad pass; steal by J. Butler),,72,83
232,3,6:24.0,,Turnover by M. Scott (bad pass),72,83
233,3,6:24.0,,Philadelphia full timeout,72,83
234,3,6:24.0,I. Briscoe enters the game for E. Fournier,,72,83
235,3,6:04.0,J. Isaac misses 3-pt jump shot from 24 ft,,72,83
236,3,6:00.0,,Defensive rebound by B. Simmons,72,83
237,3,5:52.0,,Offensive foul by M. Scott (drawn by D. Augustin),72,83
238,3,5:52.0,,Turnover by M. Scott (offensive foul),72,83
239,3,5:40.0,N. Vučević misses 2-pt hook shot from 8 ft,,72,83
240,3,5:36.0,,Defensive rebound by J. Simmons,72,83
241,3,5:32.0,,T. Harris misses 3-pt jump shot from 27 ft,72,83
242,3,5:28.0,Defensive rebound by I. Briscoe,,72,83
243,3,5:23.0,I. Briscoe misses 2-pt layup from 1 ft,,72,83
244,3,5:21.0,,Defensive rebound by T. Harris,72,83
245,3,5:18.0,,J. Butler makes 2-pt dunk from 2 ft (assist by J. Simmons),72,85
246,3,5:06.0,Personal foul by M. Scott (drawn by A. Gordon),,72,85
247,3,5:06.0,,T. McConnell enters the game for T. Harris,72,85
248,3,4:58.0,Personal foul by J. Simmons (drawn by N. Vučević),,72,85
249,3,4:54.0,Personal foul by B. Simmons (drawn by A. Gordon),,72,85
250,3,4:40.0,N. Vučević makes 2-pt jump shot from 15 ft (assist by A. Gordon),,74,85
251,3,4:18.0,,T. McConnell makes 2-pt layup from 3 ft,74,87
252,3,4:02.0,J. Isaac makes 3-pt jump shot from 26 ft (assist by D. Augustin),,77,87
253,3,3:50.0,,M. Scott misses 3-pt jump shot from 26 ft,77,87
254,3,3:48.0,,Offensive rebound by Team,77,87
255,3,3:48.0,W. Iwundu enters the game for D. Augustin,,77,87
256,3,3:48.0,,J. Redick enters the game for J. Butler,77,87
257,3,3:37.0,,T. McConnell makes 2-pt jump shot from 18 ft,77,89
258,3,3:10.0,J. Isaac misses 3-pt jump shot from 26 ft,,77,89
259,3,3:08.0,,Defensive rebound by M. Scott,77,89
260,3,3:02.0,,J. Redick misses 3-pt jump shot from 27 ft,77,89
261,3,2:57.0,Defensive rebound by J. Isaac,,77,89
262,3,2:47.0,A. Gordon misses 2-pt layup from 3 ft,,77,89
263,3,2:43.0,Offensive rebound by A. Gordon,,77,89
264,3,2:43.0,A. Gordon makes 2-pt layup at rim,,79,89
265,3,2:31.0,,T. McConnell misses 2-pt jump shot from 14 ft,79,89
266,3,2:28.0,Defensive rebound by A. Gordon,,79,89
267,3,2:23.0,A. Gordon makes 2-pt jump shot from 18 ft,,81,89
268,3,2:07.0,,Personal foul by I. Briscoe (drawn by M. Scott),81,89
269,3,2:07.0,Orlando full timeout,,81,89
270,3,2:07.0,K. Birch enters the game for J. Isaac,,81,89
271,3,2:07.0,J. Martin enters the game for N. Vučević,,81,89
272,3,2:07.0,,T. Harris enters the game for M. Scott,81,89
273,3,2:07.0,,J. Patton enters the game for B. Simmons,81,89
274,3,2:02.0,,T. Harris misses 2-pt dunk from 3 ft (block by J. Martin),81,89
275,3,2:02.0,Defensive rebound by Team,,81,89
276,3,1:47.0,Personal foul by J. Patton (drawn by A. Gordon),,81,89
277,3,1:47.0,A. Gordon misses free throw 1 of 2,,81,89
278,3,1:47.0,Offensive rebound by Team,,81,89
279,3,1:47.0,A. Gordon makes free throw 2 of 2,,82,89
280,3,1:34.0,,Shooting foul by I. Briscoe (drawn by J. Patton),82,89
281,3,1:34.0,,J. Patton misses free throw 1 of 2,82,89
282,3,1:34.0,,Offensive rebound by Team,82,89
283,3,1:34.0,E. Fournier enters the game for A. Gordon,,82,89
284,3,1:34.0,,J. Patton makes free throw 2 of 2,82,90
285,3,1:11.0,E. Fournier misses 3-pt jump shot from 26 ft,,82,90
286,3,1:08.0,,Defensive rebound by T. Harris,82,90
287,3,0:58.0,,T. Harris misses 2-pt layup from 4 ft,82,90
288,3,0:55.0,,Offensive rebound by J. Patton,82,90
289,3,0:55.0,,J. Patton misses 2-pt layup from 1 ft,82,90
290,3,0:54.0,Defensive rebound by W. Iwundu,,82,90
291,3,0:50.0,W. Iwundu misses 2-pt layup from 4 ft (block by T. Harris),,82,90
292,3,0:48.0,,Defensive rebound by T. Harris,82,90
293,3,0:41.0,,Shooting foul by W. Iwundu (drawn by J. Redick),82,90
294,3,0:41.0,,J. Redick makes free throw 1 of 2,82,91
295,3,0:41.0,,J. Redick makes free throw 2 of 2,82,92
296,3,0:22.0,E. Fournier misses 2-pt jump shot from 19 ft,,82,92
297,3,0:19.0,,Defensive rebound by T. Harris,82,92
298,3,0:01.0,,J. Simmons makes 2-pt jump shot from 16 ft (assist by T. McConnell),82,94
299,4,11:48.0,,J. Redick misses 2-pt jump shot from 18 ft,82,94
300,4,11:44.0,Defensive rebound by J. Martin,,82,94
301,4,11:35.0,E. Fournier misses 2-pt layup from 3 ft,,82,94
302,4,11:32.0,Offensive rebound by K. Birch,,82,94
303,4,11:32.0,K. Birch makes 2-pt layup at rim,,84,94
304,4,11:16.0,,J. Patton misses 3-pt jump shot from 26 ft,84,94
305,4,11:13.0,Defensive rebound by J. Martin,,84,94
306,4,11:07.0,J. Martin makes 2-pt dunk at rim,,86,94
307,4,11:07.0,Shooting foul by J. Patton (drawn by J. Martin),,86,94
308,4,11:07.0,J. Martin misses free throw 1 of 1,,86,94
309,4,11:05.0,,Defensive rebound by J. Patton,86,94
310,4,10:49.0,,J. Redick misses 2-pt layup from 2 ft,86,94
311,4,10:45.0,Defensive rebound by W. Iwundu,,86,94
312,4,10:42.0,W. Iwundu misses 2-pt layup from 1 ft,,86,94
313,4,10:41.0,Offensive rebound by K. Birch,,86,94
314,4,10:41.0,K. Birch makes 2-pt dunk at rim,,88,94
315,4,10:41.0,,Philadelphia full timeout,88,94
316,4,10:41.0,,A. Johnson enters the game for J. Patton,88,94
317,4,10:27.0,,J. Butler makes 2-pt jump shot from 16 ft (assist by B. Simmons),88,96
318,4,10:08.0,E. Fournier misses 2-pt jump shot from 14 ft,,88,96
319,4,10:06.0,,Defensive rebound by J. Redick,88,96
320,4,9:58.0,,J. Butler misses 2-pt layup from 1 ft,88,96
321,4,9:54.0,Defensive rebound by W. Iwundu,,88,96
322,4,9:42.0,E. Fournier misses 3-pt jump shot from 27 ft,,88,96
323,4,9:38.0,,Defensive rebound by T. McConnell,88,96
324,4,9:34.0,,A. Johnson makes 2-pt layup from 2 ft (assist by B. Simmons),88,98
325,4,9:26.0,Orlando full timeout,,88,98
326,4,9:26.0,A. Gordon enters the game for J. Martin,,88,98
327,4,9:12.0,E. Fournier misses 3-pt jump shot from 25 ft,,88,98
328,4,9:09.0,,Defensive rebound by B. Simmons,88,98
329,4,9:03.0,,B. Simmons misses 2-pt jump shot from 4 ft,88,98
330,4,9:00.0,Defensive rebound by W. Iwundu,,88,98
331,4,8:51.0,K. Birch makes 2-pt layup from 2 ft (assist by I. Briscoe),,90,98
332,4,8:23.0,,T. McConnell misses 2-pt jump shot from 9 ft,90,98
333,4,8:21.0,,Offensive rebound by A. Johnson,90,98
334,4,8:10.0,,A. Johnson misses 3-pt jump shot from 28 ft,90,98
335,4,8:07.0,Defensive rebound by W. Iwundu,,90,98
336,4,8:02.0,I. Briscoe misses 2-pt jump shot from 16 ft,,90,98
337,4,7:59.0,,Defensive rebound by B. Simmons,90,98
338,4,7:56.0,,B. Simmons makes 2-pt layup from 2 ft,90,100
339,4,7:56.0,,Shooting foul by W. Iwundu (drawn by B. Simmons),90,100
340,4,7:56.0,,T. Harris enters the game for J. Butler,90,100
341,4,7:56.0,,M. Scott enters the game for A. Johnson,90,100
342,4,7:56.0,,J. Simmons enters the game for J. Redick,90,100
343,4,7:56.0,,B. Simmons makes free throw 1 of 1,90,101
344,4,7:33.0,I. Briscoe makes 3-pt jump shot from 25 ft (assist by W. Iwundu),,93,101
345,4,7:05.0,,J. Simmons misses 2-pt layup from 3 ft,93,101
346,4,7:00.0,,Offensive rebound by B. Simmons,93,101
347,4,7:00.0,,B. Simmons misses 2-pt dunk from 1 ft,93,101
348,4,7:00.0,Defensive rebound by A. Gordon,,93,101
349,4,6:59.0,Shooting foul by T. Harris (drawn by A. Gordon),,93,101
350,4,6:59.0,N. Vučević enters the game for K. Birch,,93,101
351,4,6:59.0,A. Gordon misses free throw 1 of 2,,93,101
352,4,6:59.0,Offensive rebound by Team,,93,101
353,4,6:59.0,A. Gordon makes free throw 2 of 2,,94,101
354,4,6:40.0,,Offensive foul by M. Scott (drawn by W. Iwundu),94,101
355,4,6:40.0,,Turnover by M. Scott (offensive foul),94,101
356,4,6:18.0,Turnover by W. Iwundu (out of bounds lost ball),,94,101
357,4,6:05.0,,B. Simmons misses 2-pt jump shot from 18 ft,94,101
358,4,6:02.0,Defensive rebound by N. Vučević,,94,101
359,4,5:51.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by W. Iwundu),,97,101
360,4,5:26.0,,M. Scott misses 3-pt jump shot from 27 ft,97,101
361,4,5:25.0,Defensive rebound by Team,,97,101
362,4,5:25.0,D. Augustin enters the game for I. Briscoe,,97,101
363,4,5:25.0,J. Isaac enters the game for W. Iwundu,,97,101
364,4,5:25.0,,J. Butler enters the game for T. McConnell,97,101
365,4,5:25.0,,J. Redick enters the game for J. Simmons,97,101
366,4,5:04.0,A. Gordon misses 2-pt layup from 2 ft,,97,101
367,4,5:00.0,Offensive rebound by N. Vučević,,97,101
368,4,5:00.0,N. Vučević makes 2-pt dunk at rim,,99,101
369,4,4:50.0,,Personal foul by D. Augustin (drawn by J. Redick),99,101
370,4,4:42.0,,J. Redick misses 2-pt jump shot from 20 ft,99,101
371,4,4:38.0,Defensive rebound by A. Gordon,,99,101
372,4,4:31.0,N. Vučević misses 3-pt jump shot from 24 ft,,99,101
373,4,4:28.0,,Defensive rebound by T. Harris,99,101
374,4,4:19.0,,Turnover by T. Harris (bad pass),99,101
375,4,4:04.0,A. Gordon misses 2-pt layup from 1 ft,,99,101
376,4,4:02.0,,Defensive rebound by T. Harris,99,101
377,4,3:55.0,,M. Scott misses 3-pt jump shot from 24 ft,99,101
378,4,3:52.0,Defensive rebound by A. Gordon,,99,101
379,4,3:48.0,E. Fournier misses 3-pt jump shot from 25 ft,,99,101
380,4,3:43.0,Offensive rebound by A. Gordon,,99,101
381,4,3:38.0,N. Vučević misses 2-pt hook shot from 6 ft,,99,101
382,4,3:37.0,,Defensive rebound by J. Redick,99,101
383,4,3:31.0,,Philadelphia full timeout,99,101
384,4,3:24.0,,J. Butler misses 2-pt layup from 3 ft,99,101
