,QUARTER,TIME_REMAINING,CHICAGO_ACTION,INDIANA_ACTION,CHICAGO_SCORE,INDIANA_SCORE
0,1,11:38.0,,T. Young makes 3-pt jump shot from 23 ft (assist by W. Matthews),0,3
1,1,11:14.0,R. Lopez misses 2-pt layup from 2 ft,,0,3
2,1,11:13.0,,Defensive rebound by M. Turner,0,3
3,1,10:59.0,,Turnover by D. Collison (bad pass; steal by O. Porter),0,3
4,1,10:57.0,Turnover by O. Porter (lost ball; steal by D. Collison),,0,3
5,1,10:50.0,,T. Young misses 3-pt jump shot from 24 ft,0,3
6,1,10:47.0,Defensive rebound by K. Dunn,,0,3
7,1,10:43.0,O. Porter misses 3-pt jump shot from 24 ft,,0,3
8,1,10:40.0,,Defensive rebound by T. Young,0,3
9,1,10:32.0,,Shooting foul by Z. LaVine (drawn by B. Bogdanović),0,3
10,1,10:32.0,,B. Bogdanović makes free throw 1 of 2,0,4
11,1,10:32.0,,B. Bogdanović misses free throw 2 of 2,0,4
12,1,10:31.0,Defensive rebound by R. Lopez,,0,4
13,1,10:10.0,R. Lopez makes 2-pt hook shot from 5 ft (assist by Z. LaVine),,2,4
14,1,9:58.0,,W. Matthews misses 3-pt jump shot from 24 ft,2,4
15,1,9:53.0,Defensive rebound by O. Porter,,2,4
16,1,9:46.0,O. Porter misses 2-pt jump shot from 17 ft,,2,4
17,1,9:43.0,,Defensive rebound by T. Young,2,4
18,1,9:31.0,,D. Collison makes 2-pt jump shot from 14 ft,2,6
19,1,9:07.0,K. Dunn misses 3-pt jump shot from 27 ft,,2,6
20,1,9:04.0,,Defensive rebound by T. Young,2,6
21,1,8:55.0,,M. Turner misses 2-pt jump shot from 17 ft,2,6
22,1,8:53.0,Defensive rebound by Z. LaVine,,2,6
23,1,8:47.0,L. Markkanen makes 3-pt jump shot from 31 ft (assist by Z. LaVine),,5,6
24,1,8:27.0,,T. Young misses 2-pt layup at rim (block by R. Lopez),5,6
25,1,8:23.0,Defensive rebound by R. Lopez,,5,6
26,1,8:15.0,K. Dunn misses 2-pt jump shot from 20 ft,,5,6
27,1,8:11.0,,Defensive rebound by B. Bogdanović,5,6
28,1,8:05.0,,D. Collison makes 2-pt jump shot from 21 ft (assist by T. Young),5,8
29,1,7:50.0,Turnover by Z. LaVine (3 sec),,5,8
30,1,7:33.0,,D. Collison makes 3-pt jump shot from 27 ft,5,11
31,1,7:16.0,Z. LaVine misses 2-pt layup from 4 ft (block by M. Turner),,5,11
32,1,7:14.0,,Defensive rebound by W. Matthews,5,11
33,1,7:10.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by W. Matthews),5,13
34,1,7:09.0,Chicago full timeout,,5,13
35,1,6:57.0,O. Porter misses 2-pt jump shot from 20 ft,,5,13
36,1,6:55.0,,Defensive rebound by T. Young,5,13
37,1,6:42.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by M. Turner),5,16
38,1,6:18.0,O. Porter makes 2-pt jump shot from 10 ft (assist by K. Dunn),,7,16
39,1,5:59.0,,W. Matthews makes 2-pt jump shot from 19 ft (assist by T. Young),7,18
40,1,5:41.0,Shooting foul by T. Young (drawn by R. Lopez),,7,18
41,1,5:41.0,R. Lopez makes free throw 1 of 2,,8,18
42,1,5:41.0,R. Arcidiacono enters the game for K. Dunn,,8,18
43,1,5:41.0,R. Lopez makes free throw 2 of 2,,9,18
44,1,5:30.0,,W. Matthews misses 3-pt jump shot from 26 ft,9,18
45,1,5:27.0,Defensive rebound by L. Markkanen,,9,18
46,1,5:06.0,R. Lopez makes 2-pt layup from 1 ft,,11,18
47,1,4:53.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by W. Matthews),11,20
48,1,4:34.0,R. Lopez misses 2-pt jump shot from 18 ft,,11,20
49,1,4:32.0,,Defensive rebound by Team,11,20
50,1,4:20.0,,T. Young misses 2-pt layup from 2 ft (block by R. Lopez),11,20
51,1,4:17.0,Defensive rebound by R. Lopez,,11,20
52,1,3:58.0,R. Lopez misses 2-pt layup from 2 ft,,11,20
53,1,3:56.0,,Defensive rebound by M. Turner,11,20
54,1,3:49.0,,D. Collison misses 3-pt jump shot from 26 ft,11,20
55,1,3:46.0,Defensive rebound by L. Markkanen,,11,20
56,1,3:41.0,R. Arcidiacono makes 2-pt layup from 2 ft (assist by L. Markkanen),,13,20
57,1,3:40.0,,Indiana full timeout,13,20
58,1,3:40.0,W. Selden enters the game for O. Porter,,13,20
59,1,3:40.0,,C. Joseph enters the game for B. Bogdanović,13,20
60,1,3:25.0,,M. Turner misses 2-pt jump shot from 20 ft,13,20
61,1,3:23.0,Defensive rebound by Z. LaVine,,13,20
62,1,3:15.0,L. Markkanen misses 3-pt jump shot from 27 ft,,13,20
63,1,3:12.0,,Defensive rebound by M. Turner,13,20
64,1,2:53.0,,C. Joseph misses 2-pt jump shot from 10 ft,13,20
65,1,2:50.0,Defensive rebound by W. Selden,,13,20
66,1,2:42.0,L. Markkanen makes 2-pt layup at rim (assist by W. Selden),,15,20
67,1,2:17.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by T. Young),15,23
68,1,2:05.0,L. Markkanen misses 2-pt hook shot from 8 ft,,15,23
69,1,2:02.0,,Defensive rebound by M. Turner,15,23
70,1,1:50.0,,T. Young misses 2-pt layup from 2 ft,15,23
71,1,1:47.0,Defensive rebound by L. Markkanen,,15,23
72,1,1:33.0,Z. LaVine misses 3-pt jump shot from 30 ft,,15,23
73,1,1:31.0,,Defensive rebound by M. Turner,15,23
74,1,1:25.0,,Shooting foul by R. Arcidiacono (drawn by D. Collison),15,23
