,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,DALLAS_ACTION,WASHINGTON_SCORE,DALLAS_SCORE
100,1,1:01.0,J. Smith enters the game for B. Beal,,23,29
101,1,1:01.0,,M. Kleber enters the game for H. Barnes,23,29
102,1,1:01.0,,W. Matthews enters the game for L. Dončić,23,29
103,1,1:01.0,,D. Finney-Smith makes free throw 2 of 2,23,30
104,1,0:45.0,A. Rivers misses 2-pt layup from 1 ft (block by D. Finney-Smith),,23,30
105,1,0:42.0,,Defensive rebound by D. Powell,23,30
106,1,0:31.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by J. Barea),23,33
107,1,0:10.0,Shooting foul by D. Finney-Smith (drawn by J. Green),,23,33
108,1,0:10.0,J. Green misses free throw 1 of 2,,23,33
109,1,0:10.0,Offensive rebound by Team,,23,33
110,1,0:10.0,J. Green makes free throw 2 of 2,,24,33
111,1,0:01.0,,J. Barea makes 2-pt layup from 1 ft,24,35
112,2,11:44.0,,Violation by Team (kicked ball),24,35
113,2,11:31.0,T. Satoranský misses 2-pt layup from 3 ft (block by D. Finney-Smith),,24,35
114,2,11:28.0,,Defensive rebound by M. Kleber,24,35
115,2,11:21.0,,Shooting foul by J. Smith (drawn by D. Powell),24,35
116,2,11:21.0,,D. Powell misses free throw 1 of 2,24,35
117,2,11:21.0,,Offensive rebound by Team,24,35
118,2,11:21.0,,D. Powell makes free throw 2 of 2,24,36
119,2,11:10.0,K. Oubre misses 3-pt jump shot from 25 ft,,24,36
120,2,11:08.0,Offensive rebound by Team,,24,36
121,2,11:01.0,J. Smith makes 2-pt jump shot from 18 ft (assist by A. Rivers),,26,36
122,2,10:45.0,,M. Kleber misses 3-pt jump shot from 26 ft,26,36
123,2,10:42.0,Defensive rebound by A. Rivers,,26,36
124,2,10:38.0,Offensive foul by J. Green (drawn by M. Kleber),,26,36
125,2,10:38.0,Turnover by J. Green (offensive foul),,26,36
126,2,10:22.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by J. Barea),26,39
127,2,10:01.0,Personal foul by M. Kleber (drawn by J. Smith),,26,39
128,2,10:01.0,M. Morris enters the game for J. Smith,,26,39
129,2,9:46.0,K. Oubre makes 2-pt jump shot from 16 ft (assist by M. Morris),,28,39
130,2,9:29.0,,W. Matthews makes 2-pt jump shot from 13 ft,28,41
131,2,9:18.0,A. Rivers misses 3-pt jump shot from 25 ft,,28,41
132,2,9:15.0,,Defensive rebound by W. Matthews,28,41
133,2,9:12.0,,D. Finney-Smith misses 2-pt jump shot from 5 ft,28,41
134,2,9:09.0,,Offensive rebound by M. Kleber,28,41
135,2,9:00.0,,W. Matthews makes 3-pt jump shot from 30 ft (assist by J. Barea),28,44
136,2,8:57.0,Washington full timeout,,28,44
137,2,8:57.0,J. Wall enters the game for T. Satoranský,,28,44
138,2,8:40.0,M. Morris makes 2-pt jump shot from 9 ft,,30,44
139,2,8:26.0,,D. Powell makes 2-pt dunk from 1 ft (assist by J. Barea),30,46
140,2,8:08.0,K. Oubre misses 2-pt layup at rim,,30,46
141,2,8:05.0,Offensive rebound by J. Green,,30,46
142,2,8:05.0,J. Green makes 2-pt layup at rim,,32,46
143,2,7:48.0,,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by J. Barea),32,49
144,2,7:35.0,J. Wall misses 2-pt layup from 1 ft,,32,49
145,2,7:33.0,,Defensive rebound by D. Powell,32,49
146,2,7:26.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by J. Barea),32,52
147,2,7:24.0,Washington full timeout,,32,52
148,2,7:24.0,B. Beal enters the game for J. Green,,32,52
149,2,7:24.0,D. Howard enters the game for K. Oubre,,32,52
150,2,7:24.0,O. Porter enters the game for A. Rivers,,32,52
151,2,7:17.0,Turnover by B. Beal (traveling),,32,52
152,2,6:55.0,,D. Powell misses 2-pt jump shot from 14 ft,32,52
153,2,6:55.0,Defensive rebound by D. Howard,,32,52
154,2,6:44.0,B. Beal misses 3-pt jump shot from 25 ft,,32,52
155,2,6:43.0,,Defensive rebound by Team,32,52
156,2,6:43.0,Loose ball foul by M. Morris (drawn by M. Kleber),,32,52
157,2,6:43.0,,H. Barnes enters the game for M. Kleber,32,52
158,2,6:43.0,,D. Jordan enters the game for W. Matthews,32,52
159,2,6:43.0,,D. Smith enters the game for D. Powell,32,52
160,2,6:28.0,,J. Barea makes 3-pt jump shot from 27 ft (assist by H. Barnes),32,55
161,2,6:13.0,D. Howard makes 2-pt dunk at rim (assist by O. Porter),,34,55
162,2,5:57.0,,D. Smith misses 2-pt layup from 1 ft,34,55
163,2,5:56.0,Defensive rebound by D. Howard,,34,55
164,2,5:51.0,Personal foul by H. Barnes (drawn by J. Wall),,34,55
165,2,5:51.0,,L. Dončić enters the game for J. Barea,34,55
166,2,5:42.0,M. Morris misses 2-pt hook shot from 9 ft,,34,55
167,2,5:39.0,,Defensive rebound by H. Barnes,34,55
168,2,5:33.0,,D. Finney-Smith makes 3-pt jump shot from 25 ft (assist by H. Barnes),34,58
169,2,5:17.0,B. Beal misses 2-pt jump shot from 14 ft,,34,58
170,2,5:13.0,,Defensive rebound by D. Jordan,34,58
171,2,5:09.0,,Turnover by L. Dončić (bad pass; steal by J. Wall),34,58
172,2,5:09.0,Personal foul by L. Dončić (drawn by B. Beal),,34,58
173,2,5:01.0,J. Wall makes 2-pt layup at rim,,36,58
174,2,5:00.0,,Dallas full timeout,36,58
175,2,5:00.0,,W. Matthews enters the game for D. Finney-Smith,36,58
176,2,4:50.0,,H. Barnes misses 3-pt jump shot from 25 ft,36,58
177,2,4:47.0,Defensive rebound by D. Howard,,36,58
178,2,4:38.0,J. Wall misses 2-pt jump shot from 9 ft,,36,58
179,2,4:36.0,,Defensive rebound by D. Jordan,36,58
180,2,4:33.0,,Turnover by D. Smith (out of bounds lost ball),36,58
181,2,4:22.0,Personal foul by H. Barnes (drawn by J. Wall),,36,58
182,2,4:12.0,O. Porter makes 2-pt jump shot from 17 ft (assist by D. Howard),,38,58
183,2,3:58.0,,Offensive foul by L. Dončić (drawn by O. Porter),38,58
184,2,3:58.0,,Turnover by L. Dončić (offensive foul),38,58
185,2,3:58.0,,M. Kleber enters the game for H. Barnes,38,58
186,2,3:48.0,J. Wall makes 3-pt jump shot from 24 ft (assist by B. Beal),,41,58
187,2,3:33.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Smith),41,61
188,2,3:16.0,M. Morris misses 3-pt jump shot from 22 ft,,41,61
189,2,3:14.0,,Defensive rebound by L. Dončić,41,61
190,2,3:05.0,,M. Kleber misses 3-pt jump shot from 23 ft,41,61
191,2,3:02.0,Defensive rebound by O. Porter,,41,61
192,2,2:58.0,J. Wall makes 2-pt layup from 1 ft (assist by O. Porter),,43,61
193,2,2:51.0,,D. Smith misses 2-pt layup from 1 ft (block by B. Beal),43,61
194,2,2:49.0,,Offensive rebound by D. Smith,43,61
195,2,2:46.0,,Def 3 sec tech foul by Team,43,61
196,2,2:46.0,,D. Smith makes technical free throw,43,62
197,2,2:39.0,,W. Matthews misses 3-pt jump shot from 25 ft,43,62
198,2,2:36.0,Defensive rebound by J. Wall,,43,62
199,2,2:31.0,B. Beal misses 3-pt jump shot from 25 ft,,43,62
200,2,2:28.0,,Defensive rebound by D. Jordan,43,62
201,2,2:16.0,,Personal foul by O. Porter (drawn by L. Dončić),43,62
202,2,2:10.0,,L. Dončić misses 3-pt jump shot from 25 ft,43,62
203,2,2:08.0,Defensive rebound by Team,,43,62
204,2,1:56.0,M. Morris makes 2-pt jump shot from 7 ft,,45,62
205,2,1:37.0,,L. Dončić makes 2-pt dunk from 1 ft (assist by D. Smith),45,64
206,2,1:18.0,J. Wall makes 2-pt layup from 1 ft,,47,64
207,2,1:02.0,,D. Smith makes 3-pt jump shot from 26 ft,47,67
208,2,0:52.0,Shooting foul by D. Jordan (drawn by B. Beal),,47,67
209,2,0:52.0,B. Beal makes free throw 1 of 2,,48,67
210,2,0:52.0,,D. Finney-Smith enters the game for W. Matthews,48,67
211,2,0:52.0,B. Beal makes free throw 2 of 2,,49,67
212,2,0:42.0,,M. Kleber misses 2-pt layup from 1 ft (block by O. Porter),49,67
213,2,0:41.0,Defensive rebound by D. Howard,,49,67
214,2,0:41.0,Turnover by D. Howard (bad pass),,49,67
215,2,0:31.0,,D. Smith misses 2-pt jump shot from 10 ft,49,67
216,2,0:30.0,Defensive rebound by B. Beal,,49,67
217,2,0:10.0,J. Wall misses 3-pt jump shot from 25 ft,,49,67
218,2,0:06.0,,Defensive rebound by D. Finney-Smith,49,67
219,2,0:00.0,,L. Dončić makes 3-pt jump shot from 25 ft (assist by D. Smith),49,70
220,2,0:00.0,M. Morris misses 3-pt jump shot from 53 ft,,49,70
221,2,0:00.0,Offensive rebound by Team,,49,70
222,3,11:52.0,B. Beal misses 3-pt jump shot from 25 ft,,49,70
223,3,11:49.0,,Defensive rebound by D. Smith,49,70
224,3,11:44.0,,Turnover by D. Jordan (bad pass),49,70
225,3,11:34.0,D. Howard misses 2-pt hook shot from 9 ft (block by D. Jordan),,49,70
226,3,11:30.0,,Defensive rebound by D. Jordan,49,70
227,3,11:22.0,,Personal foul by D. Howard (drawn by D. Jordan),49,70
228,3,11:09.0,,D. Jordan misses 2-pt jump shot from 10 ft,49,70
229,3,11:07.0,,Offensive rebound by L. Dončić,49,70
230,3,11:07.0,,Turnover by L. Dončić (bad pass; steal by O. Porter),49,70
231,3,11:00.0,O. Porter misses 2-pt jump shot from 9 ft,,49,70
232,3,10:58.0,,Defensive rebound by W. Matthews,49,70
233,3,10:46.0,,Personal foul by M. Morris (drawn by D. Smith),49,70
234,3,10:37.0,,H. Barnes misses 2-pt layup from 4 ft,49,70
235,3,10:35.0,,Offensive rebound by H. Barnes,49,70
236,3,10:28.0,,Turnover by D. Smith (bad pass; steal by O. Porter),49,70
237,3,10:21.0,J. Wall misses 2-pt layup from 1 ft,,49,70
238,3,10:18.0,Offensive rebound by D. Howard,,49,70
239,3,10:18.0,D. Howard makes 2-pt layup from 1 ft,,51,70
240,3,10:02.0,,Personal foul by D. Howard (drawn by D. Jordan),51,70
241,3,9:55.0,,W. Matthews misses 2-pt jump shot from 9 ft,51,70
242,3,9:53.0,Defensive rebound by J. Wall,,51,70
243,3,9:50.0,B. Beal makes 2-pt layup from 2 ft (assist by J. Wall),,53,70
244,3,9:50.0,,Violation by Team (def goaltending),53,70
245,3,9:38.0,,Personal foul by M. Morris (drawn by H. Barnes),53,70
246,3,9:38.0,K. Oubre enters the game for M. Morris,,53,70
247,3,9:23.0,,Turnover by Team (shot clock),53,70
248,3,9:08.0,B. Beal misses 2-pt jump shot from 15 ft,,53,70
249,3,9:06.0,,Defensive rebound by D. Jordan,53,70
250,3,8:56.0,,L. Dončić misses 3-pt jump shot from 26 ft,53,70
251,3,8:53.0,Defensive rebound by O. Porter,,53,70
252,3,8:47.0,O. Porter misses 2-pt jump shot from 16 ft,,53,70
253,3,8:44.0,,Defensive rebound by L. Dončić,53,70
254,3,8:28.0,,Turnover by H. Barnes (lost ball; steal by J. Wall),53,70
255,3,8:21.0,K. Oubre misses 3-pt jump shot from 23 ft,,53,70
256,3,8:20.0,Offensive rebound by D. Howard,,53,70
257,3,8:20.0,Shooting foul by W. Matthews (drawn by D. Howard),,53,70
258,3,8:20.0,D. Howard misses free throw 1 of 2,,53,70
259,3,8:20.0,Offensive rebound by Team,,53,70
260,3,8:20.0,D. Howard makes free throw 2 of 2,,54,70
261,3,8:02.0,,W. Matthews misses 3-pt jump shot from 25 ft,54,70
262,3,7:58.0,Defensive rebound by O. Porter,,54,70
263,3,7:52.0,Personal foul by D. Smith (drawn by D. Howard),,54,70
264,3,7:46.0,J. Wall makes 2-pt jump shot from 16 ft,,56,70
265,3,7:28.0,,L. Dončić makes 2-pt jump shot from 16 ft (assist by D. Jordan),56,72
266,3,7:08.0,B. Beal makes 2-pt jump shot from 21 ft (assist by O. Porter),,58,72
267,3,7:00.0,,Personal take foul by J. Wall (drawn by D. Smith),58,72
268,3,7:00.0,,D. Smith makes free throw 1 of 2,58,73
269,3,7:00.0,,D. Smith makes free throw 2 of 2,58,74
270,3,6:49.0,B. Beal misses 3-pt jump shot from 25 ft,,58,74
271,3,6:46.0,,Defensive rebound by H. Barnes,58,74
272,3,6:36.0,,W. Matthews misses 2-pt jump shot from 14 ft,58,74
273,3,6:33.0,Defensive rebound by D. Howard,,58,74
274,3,6:28.0,B. Beal makes 2-pt layup from 2 ft (assist by J. Wall),,60,74
275,3,6:28.0,,Dallas full timeout,60,74
276,3,6:28.0,,D. Finney-Smith enters the game for W. Matthews,60,74
277,3,6:18.0,,Turnover by L. Dončić (traveling),60,74
278,3,6:06.0,B. Beal makes 2-pt jump shot from 17 ft (assist by D. Howard),,62,74
279,3,5:52.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by L. Dončić),62,77
280,3,5:34.0,J. Wall misses 3-pt jump shot from 26 ft,,62,77
281,3,5:31.0,,Defensive rebound by D. Jordan,62,77
282,3,5:23.0,,L. Dončić makes 2-pt jump shot from 5 ft,62,79
283,3,5:03.0,K. Oubre misses 3-pt jump shot from 24 ft,,62,79
284,3,5:00.0,,Defensive rebound by L. Dončić,62,79
285,3,4:43.0,,L. Dončić misses 3-pt jump shot from 24 ft,62,79
286,3,4:41.0,Defensive rebound by B. Beal,,62,79
287,3,4:25.0,K. Oubre misses 3-pt jump shot from 25 ft,,62,79
288,3,4:21.0,,Defensive rebound by H. Barnes,62,79
289,3,4:04.0,,D. Smith misses 2-pt jump shot from 7 ft,62,79
290,3,4:03.0,,Offensive rebound by D. Jordan,62,79
291,3,4:02.0,,D. Jordan misses 2-pt layup at rim,62,79
292,3,4:01.0,Defensive rebound by Team,,62,79
293,3,3:53.0,O. Porter makes 3-pt jump shot from 25 ft (assist by J. Wall),,65,79
294,3,3:26.0,,L. Dončić makes 2-pt jump shot from 6 ft,65,81
295,3,3:14.0,K. Oubre misses 2-pt jump shot from 6 ft,,65,81
296,3,3:12.0,Offensive rebound by Team,,65,81
297,3,3:12.0,Personal foul by D. Smith (drawn by K. Oubre),,65,81
298,3,3:12.0,J. Green enters the game for D. Howard,,65,81
299,3,3:12.0,,J. Barea enters the game for L. Dončić,65,81
300,3,3:12.0,,W. Matthews enters the game for D. Jordan,65,81
301,3,3:12.0,,D. Powell enters the game for D. Smith,65,81
302,3,3:06.0,B. Beal misses 3-pt jump shot from 26 ft,,65,81
303,3,3:03.0,,Defensive rebound by H. Barnes,65,81
304,3,2:49.0,,H. Barnes makes 2-pt jump shot from 17 ft,65,83
305,3,2:40.0,Personal foul by J. Barea (drawn by J. Wall),,65,83
306,3,2:40.0,Washington full timeout,,65,83
307,3,2:40.0,A. Rivers enters the game for O. Porter,,65,83
308,3,2:31.0,J. Green misses 2-pt jump shot from 16 ft,,65,83
309,3,2:29.0,,Defensive rebound by J. Barea,65,83
310,3,2:19.0,,Offensive foul by J. Barea (drawn by K. Oubre),65,83
311,3,2:19.0,,Turnover by J. Barea (offensive foul),65,83
312,3,2:19.0,O. Porter enters the game for B. Beal,,65,83
313,3,2:04.0,K. Oubre makes 2-pt layup at rim (assist by O. Porter),,67,83
314,3,1:53.0,,Turnover by D. Finney-Smith (bad pass),67,83
315,3,1:38.0,O. Porter makes 3-pt jump shot from 25 ft (assist by J. Wall),,70,83
316,3,1:18.0,,W. Matthews makes 2-pt jump shot from 12 ft (assist by J. Barea),70,85
317,3,1:00.0,A. Rivers makes 3-pt jump shot from 26 ft (assist by J. Wall),,73,85
318,3,0:51.0,,Turnover by J. Barea (bad pass),73,85
319,3,0:51.0,,M. Kleber enters the game for H. Barnes,73,85
320,3,0:36.0,Shooting foul by M. Kleber (drawn by J. Wall),,73,85
321,3,0:36.0,J. Wall makes free throw 1 of 2,,74,85
322,3,0:36.0,J. Wall makes free throw 2 of 2,,75,85
323,3,0:18.0,,Shooting foul by A. Rivers (drawn by D. Powell),75,85
324,3,0:18.0,,D. Powell makes free throw 1 of 2,75,86
325,3,0:18.0,,D. Smith enters the game for J. Barea,75,86
326,3,0:18.0,,D. Powell makes free throw 2 of 2,75,87
327,3,0:04.0,O. Porter makes 3-pt jump shot from 24 ft (assist by J. Wall),,78,87
328,3,0:00.0,,W. Matthews misses 3-pt jump shot from 39 ft (block by O. Porter),78,87
329,3,0:00.0,,Offensive rebound by Team,78,87
330,4,11:49.0,,D. Powell makes 2-pt dunk at rim (assist by J. Barea),78,89
331,4,11:34.0,J. Green makes 2-pt dunk from 1 ft (assist by J. Wall),,80,89
332,4,11:20.0,,D. Powell misses 3-pt jump shot from 25 ft,80,89
333,4,11:16.0,Defensive rebound by K. Oubre,,80,89
334,4,11:13.0,K. Oubre makes 2-pt dunk from 1 ft (assist by J. Green),,82,89
335,4,11:12.0,,Dallas full timeout,82,89
336,4,11:00.0,,Shooting foul by J. Green (drawn by M. Kleber),82,89
337,4,11:00.0,,M. Kleber makes free throw 1 of 2,82,90
338,4,11:00.0,,M. Kleber makes free throw 2 of 2,82,91
339,4,10:45.0,J. Green makes 3-pt jump shot from 26 ft (assist by J. Wall),,85,91
340,4,10:30.0,,D. Finney-Smith makes 3-pt jump shot from 25 ft (assist by D. Powell),85,94
341,4,10:17.0,J. Wall misses 2-pt jump shot from 5 ft (block by D. Powell),,85,94
342,4,10:15.0,,Defensive rebound by D. Powell,85,94
343,4,10:05.0,,Personal foul by K. Oubre (drawn by D. Powell),85,94
344,4,10:05.0,B. Beal enters the game for K. Oubre,,85,94
345,4,9:56.0,,Offensive foul by D. Powell (drawn by J. Wall),85,94
346,4,9:56.0,,Turnover by D. Powell (offensive foul),85,94
347,4,9:41.0,J. Wall misses 3-pt jump shot from 26 ft,,85,94
348,4,9:40.0,,Defensive rebound by Team,85,94
349,4,9:30.0,,J. Barea makes 2-pt jump shot from 3 ft,85,96
350,4,9:30.0,,Shooting foul by A. Rivers (drawn by J. Barea),85,96
351,4,9:30.0,,J. Barea makes free throw 1 of 1,85,97
352,4,9:12.0,A. Rivers misses 2-pt jump shot from 4 ft,,85,97
353,4,9:10.0,,Defensive rebound by D. Finney-Smith,85,97
354,4,8:57.0,,J. Barea misses 2-pt jump shot from 18 ft,85,97
355,4,8:53.0,,Offensive rebound by D. Finney-Smith,85,97
356,4,8:43.0,,W. Matthews misses 2-pt jump shot from 13 ft,85,97
357,4,8:42.0,Defensive rebound by B. Beal,,85,97
358,4,8:39.0,Shooting foul by W. Matthews (drawn by J. Wall),,85,97
359,4,8:39.0,J. Wall makes free throw 1 of 2,,86,97
360,4,8:39.0,D. Howard enters the game for J. Green,,86,97
361,4,8:39.0,,L. Dončić enters the game for W. Matthews,86,97
362,4,8:39.0,,D. Jordan enters the game for D. Powell,86,97
363,4,8:39.0,J. Wall makes free throw 2 of 2,,87,97
364,4,8:22.0,,J. Barea misses 3-pt jump shot from 25 ft,87,97
365,4,8:20.0,Defensive rebound by Team,,87,97
366,4,7:58.0,A. Rivers misses 3-pt jump shot from 24 ft,,87,97
367,4,7:57.0,,Defensive rebound by L. Dončić,87,97
368,4,7:43.0,,Turnover by D. Finney-Smith (bad pass; steal by J. Wall),87,97
369,4,7:42.0,Shooting foul by J. Barea (drawn by J. Wall),,87,97
370,4,7:42.0,J. Wall makes free throw 1 of 2,,88,97
371,4,7:42.0,,H. Barnes enters the game for J. Barea,88,97
372,4,7:42.0,,D. Smith enters the game for M. Kleber,88,97
373,4,7:42.0,J. Wall misses free throw 2 of 2,,88,97
374,4,7:40.0,,Defensive rebound by D. Jordan,88,97
375,4,7:27.0,,Personal foul by J. Wall (drawn by D. Jordan),88,97
376,4,7:18.0,,L. Dončić misses 3-pt jump shot from 25 ft,88,97
377,4,7:15.0,Defensive rebound by D. Howard,,88,97
378,4,7:04.0,J. Wall makes 3-pt jump shot from 26 ft (assist by B. Beal),,91,97
379,4,7:02.0,,Dallas full timeout,91,97
380,4,6:49.0,,Personal foul by O. Porter (drawn by H. Barnes),91,97
381,4,6:49.0,,H. Barnes makes free throw 1 of 2,91,98
382,4,6:49.0,,H. Barnes makes free throw 2 of 2,91,99
383,4,6:38.0,D. Howard makes 2-pt dunk from 1 ft (assist by J. Wall),,93,99
384,4,6:13.0,,H. Barnes misses 2-pt jump shot from 14 ft,93,99
385,4,6:10.0,Defensive rebound by O. Porter,,93,99
386,4,5:59.0,O. Porter misses 2-pt jump shot from 15 ft,,93,99
387,4,5:57.0,,Defensive rebound by L. Dončić,93,99
