,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,LA LAKERS_ACTION,GOLDEN STATE_SCORE,LA LAKERS_SCORE
0,1,11:48.0,,Violation by Team (kicked ball),0,0
1,1,11:46.0,K. Thompson makes 2-pt jump shot from 20 ft (assist by K. Durant),,2,0
2,1,11:24.0,,T. Chandler misses 2-pt layup from 6 ft (block by K. Durant),2,0
3,1,11:24.0,,Offensive rebound by Team,2,0
4,1,11:19.0,,K. Kuzma misses 2-pt jump shot from 18 ft,2,0
5,1,11:18.0,,Offensive rebound by Team,2,0
6,1,11:18.0,,Turnover by Team (shot clock),2,0
7,1,11:01.0,Shooting foul by T. Chandler (drawn by D. Cousins),,2,0
8,1,11:01.0,D. Cousins makes free throw 1 of 2,,3,0
9,1,11:01.0,D. Cousins misses free throw 2 of 2,,3,0
10,1,10:59.0,,Defensive rebound by K. Kuzma,3,0
11,1,10:50.0,,J. Hart makes 3-pt jump shot from 27 ft,3,3
12,1,10:38.0,D. Green misses 2-pt layup from 3 ft,,3,3
13,1,10:36.0,,Defensive rebound by T. Chandler,3,3
14,1,10:26.0,,B. Ingram misses 2-pt jump shot from 20 ft,3,3
15,1,10:22.0,Defensive rebound by D. Cousins,,3,3
16,1,10:14.0,K. Durant makes 2-pt jump shot from 20 ft (assist by D. Cousins),,5,3
17,1,9:57.0,,Shooting foul by D. Cousins (drawn by T. Chandler),5,3
18,1,9:57.0,,T. Chandler misses free throw 1 of 2,5,3
19,1,9:57.0,,Offensive rebound by Team,5,3
20,1,9:57.0,,T. Chandler makes free throw 2 of 2,5,4
21,1,9:45.0,K. Thompson misses 2-pt jump shot from 19 ft,,5,4
22,1,9:43.0,,Defensive rebound by T. Chandler,5,4
23,1,9:28.0,,Turnover by K. Kuzma (bad pass; steal by D. Green),5,4
24,1,9:21.0,S. Curry misses 3-pt jump shot from 28 ft,,5,4
25,1,9:18.0,Offensive rebound by D. Cousins,,5,4
26,1,9:15.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Cousins),,8,4
27,1,9:07.0,,B. Ingram misses 2-pt jump shot from 18 ft,8,4
28,1,9:04.0,Defensive rebound by K. Thompson,,8,4
29,1,8:57.0,D. Cousins misses 3-pt jump shot from 26 ft,,8,4
30,1,8:54.0,,Defensive rebound by B. Ingram,8,4
31,1,8:49.0,,K. Kuzma misses 3-pt jump shot from 24 ft,8,4
32,1,8:46.0,Defensive rebound by K. Durant,,8,4
33,1,8:39.0,Turnover by K. Durant (bad pass),,8,4
34,1,8:21.0,,K. Kuzma misses 2-pt jump shot from 20 ft,8,4
35,1,8:17.0,Defensive rebound by K. Thompson,,8,4
36,1,8:13.0,K. Durant misses 3-pt jump shot from 28 ft,,8,4
37,1,8:08.0,,Defensive rebound by K. Caldwell-Pope,8,4
38,1,7:57.0,,Offensive foul by B. Ingram (drawn by D. Cousins),8,4
39,1,7:57.0,,Turnover by B. Ingram (offensive foul),8,4
40,1,7:57.0,,J. McGee enters the game for T. Chandler,8,4
41,1,7:44.0,K. Thompson makes 2-pt jump shot from 20 ft (assist by D. Green),,10,4
42,1,7:15.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,10,4
43,1,7:14.0,,Offensive rebound by Team,10,4
44,1,7:14.0,Loose ball foul by D. Cousins (drawn by J. McGee),,10,4
45,1,7:14.0,K. Looney enters the game for D. Cousins,,10,4
46,1,7:05.0,,J. McGee misses 2-pt layup from 5 ft,10,4
47,1,7:03.0,,Offensive rebound by J. Hart,10,4
48,1,7:01.0,,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by J. Hart),10,6
49,1,6:53.0,Offensive foul by K. Looney (drawn by K. Caldwell-Pope),,10,6
50,1,6:53.0,Turnover by K. Looney (offensive foul),,10,6
51,1,6:53.0,,LA Lakers full timeout,10,6
52,1,6:37.0,,B. Ingram makes 2-pt jump shot from 15 ft,10,8
53,1,6:11.0,D. Green misses 3-pt jump shot from 27 ft,,10,8
54,1,6:07.0,,Defensive rebound by J. Hart,10,8
55,1,5:56.0,,Shooting foul by S. Curry (drawn by B. Ingram),10,8
56,1,5:56.0,,B. Ingram makes free throw 1 of 2,10,9
57,1,5:56.0,,B. Ingram makes free throw 2 of 2,10,10
58,1,5:47.0,Shooting foul by J. Hart (drawn by D. Green),,10,10
59,1,5:47.0,D. Green makes free throw 1 of 2,,11,10
60,1,5:47.0,D. Green makes free throw 2 of 2,,12,10
61,1,5:34.0,,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,12,10
62,1,5:31.0,Defensive rebound by K. Thompson,,12,10
63,1,5:22.0,K. Thompson misses 2-pt jump shot from 4 ft,,12,10
64,1,5:19.0,,Defensive rebound by J. McGee,12,10
65,1,5:16.0,,B. Ingram makes 2-pt jump shot from 3 ft,12,12
66,1,5:16.0,,Shooting foul by K. Thompson (drawn by B. Ingram),12,12
67,1,5:16.0,A. Iguodala enters the game for D. Green,,12,12
68,1,5:16.0,,B. Ingram misses free throw 1 of 1,12,12
69,1,5:13.0,,Offensive rebound by K. Kuzma,12,12
70,1,5:11.0,,K. Kuzma makes 2-pt layup from 1 ft,12,14
71,1,4:51.0,K. Thompson makes 2-pt layup from 3 ft (assist by K. Looney),,14,14
72,1,4:37.0,,K. Kuzma misses 2-pt layup from 5 ft (block by K. Durant),14,14
73,1,4:36.0,Defensive rebound by K. Looney,,14,14
74,1,4:32.0,,Violation by Team (kicked ball),14,14
75,1,4:24.0,A. Iguodala makes 2-pt dunk from 2 ft (assist by K. Looney),,16,14
76,1,4:04.0,,J. McGee makes 2-pt jump shot from 12 ft (assist by K. Caldwell-Pope),16,16
77,1,3:52.0,K. Thompson makes 2-pt jump shot from 14 ft (assist by S. Curry),,18,16
78,1,3:39.0,,K. Kuzma makes 2-pt layup from 2 ft,18,18
79,1,3:24.0,S. Curry makes 3-pt jump shot from 29 ft (assist by K. Durant),,21,18
80,1,3:17.0,,B. Ingram misses 2-pt jump shot from 14 ft,21,18
81,1,3:16.0,Defensive rebound by Team,,21,18
82,1,3:16.0,A. McKinnie enters the game for K. Thompson,,21,18
83,1,3:01.0,K. Looney makes 2-pt dunk from 4 ft (assist by A. Iguodala),,23,18
84,1,2:51.0,,K. Kuzma misses 2-pt layup from 2 ft,23,18
85,1,2:49.0,Defensive rebound by K. Durant,,23,18
