,QUARTER,TIME_REMAINING,PORTLAND_ACTION,PHILADELPHIA_ACTION,PORTLAND_SCORE,PHILADELPHIA_SCORE
172,2,6:36.0,,T. Harris makes free throw 1 of 1,39,42
173,2,6:24.0,C. McCollum misses 2-pt jump shot from 10 ft,,39,42
174,2,6:20.0,,Defensive rebound by T. Harris,39,42
175,2,6:10.0,,M. Scott misses 3-pt jump shot from 26 ft,39,42
176,2,6:08.0,,Offensive rebound by J. Bolden,39,42
177,2,6:06.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by J. Bolden),39,45
178,2,5:50.0,S. Curry misses 3-pt jump shot from 25 ft,,39,45
179,2,5:47.0,,Defensive rebound by B. Simmons,39,45
180,2,5:41.0,,Turnover by T. Harris (bad pass; steal by A. Aminu),39,45
181,2,5:38.0,Shooting foul by J. Simmons (drawn by A. Aminu),,39,45
182,2,5:38.0,A. Aminu makes free throw 1 of 2,,40,45
183,2,5:38.0,J. Layman enters the game for S. Curry,,40,45
184,2,5:38.0,D. Lillard enters the game for C. McCollum,,40,45
185,2,5:38.0,A. Aminu makes free throw 2 of 2,,41,45
186,2,5:27.0,,B. Simmons makes 2-pt layup at rim (assist by J. Simmons),41,47
187,2,5:11.0,J. Layman misses 3-pt jump shot from 26 ft,,41,47
188,2,5:08.0,,Defensive rebound by T. Harris,41,47
189,2,4:56.0,,M. Scott misses 2-pt jump shot from 21 ft,41,47
190,2,4:53.0,Defensive rebound by A. Aminu,,41,47
191,2,4:47.0,A. Aminu makes 2-pt dunk from 1 ft (assist by J. Nurkić),,43,47
192,2,4:39.0,,J. Bolden misses 3-pt jump shot from 26 ft,43,47
193,2,4:37.0,Defensive rebound by Team,,43,47
194,2,4:37.0,,J. Butler enters the game for M. Scott,43,47
195,2,4:37.0,,J. Redick enters the game for J. Simmons,43,47
196,2,4:23.0,J. Nurkić misses 2-pt hook shot from 6 ft (block by J. Bolden),,43,47
197,2,4:21.0,Offensive rebound by J. Nurkić,,43,47
198,2,4:21.0,Personal foul by J. Bolden (drawn by J. Nurkić),,43,47
199,2,4:21.0,,B. Marjanović enters the game for J. Bolden,43,47
200,2,4:11.0,A. Aminu misses 2-pt hook shot from 7 ft,,43,47
201,2,4:09.0,,Defensive rebound by T. Harris,43,47
202,2,4:00.0,,Personal foul by J. Layman (drawn by B. Simmons),43,47
203,2,4:00.0,,B. Simmons makes free throw 1 of 2,43,48
204,2,4:00.0,,B. Simmons makes free throw 2 of 2,43,49
205,2,3:47.0,J. Nurkić makes 2-pt hook shot from 2 ft (assist by D. Lillard),,45,49
206,2,3:37.0,,Turnover by B. Simmons (lost ball; steal by D. Lillard),45,49
207,2,3:32.0,Shooting foul by J. Redick (drawn by J. Nurkić),,45,49
208,2,3:32.0,J. Nurkić makes free throw 1 of 2,,46,49
209,2,3:32.0,J. Nurkić makes free throw 2 of 2,,47,49
210,2,3:08.0,,T. Harris misses 3-pt jump shot from 26 ft,47,49
211,2,3:05.0,Defensive rebound by J. Nurkić,,47,49
212,2,2:57.0,J. Nurkić makes 2-pt layup from 3 ft (assist by D. Lillard),,49,49
213,2,2:46.0,,Shooting foul by J. Layman (drawn by J. Redick),49,49
214,2,2:46.0,Portland full timeout,,49,49
215,2,2:46.0,C. McCollum enters the game for J. Layman,,49,49
216,2,2:46.0,,J. Redick makes free throw 1 of 2,49,50
217,2,2:46.0,,J. Redick makes free throw 2 of 2,49,51
218,2,2:33.0,M. Harkless misses 2-pt hook shot from 7 ft,,49,51
219,2,2:32.0,Offensive rebound by M. Harkless,,49,51
220,2,2:30.0,M. Harkless misses 2-pt layup from 3 ft,,49,51
221,2,2:30.0,Offensive rebound by A. Aminu,,49,51
222,2,2:26.0,A. Aminu makes 2-pt layup at rim,,51,51
223,2,2:15.0,,B. Marjanović misses 2-pt jump shot from 14 ft,51,51
224,2,2:13.0,Defensive rebound by J. Nurkić,,51,51
225,2,2:04.0,J. Nurkić misses 2-pt hook shot from 8 ft,,51,51
226,2,2:01.0,,Defensive rebound by T. Harris,51,51
227,2,1:55.0,,J. Redick misses 2-pt layup from 1 ft,51,51
228,2,1:52.0,Defensive rebound by J. Nurkić,,51,51
229,2,1:44.0,J. Nurkić makes 2-pt layup from 2 ft (assist by D. Lillard),,53,51
230,2,1:31.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Simmons),53,54
231,2,1:15.0,D. Lillard makes 2-pt layup from 1 ft,,55,54
232,2,1:04.0,,Shooting foul by J. Nurkić (drawn by B. Marjanović),55,54
233,2,1:04.0,,B. Marjanović misses free throw 1 of 2,55,54
234,2,1:04.0,,Offensive rebound by Team,55,54
235,2,1:04.0,,B. Marjanović misses free throw 2 of 2,55,54
236,2,1:02.0,Defensive rebound by M. Harkless,,55,54
237,2,0:55.0,Shooting foul by B. Simmons (drawn by A. Aminu),,55,54
238,2,0:55.0,A. Aminu makes free throw 1 of 2,,56,54
239,2,0:55.0,A. Aminu makes free throw 2 of 2,,57,54
240,2,0:48.0,,Personal foul by C. McCollum (drawn by J. Redick),57,54
241,2,0:48.0,,J. Redick makes free throw 1 of 2,57,55
242,2,0:48.0,,J. Redick makes free throw 2 of 2,57,56
243,2,0:33.0,J. Nurkić misses 2-pt layup from 5 ft,,57,56
244,2,0:30.0,Offensive rebound by D. Lillard,,57,56
245,2,0:23.0,J. Nurkić makes 2-pt hook shot from 3 ft (assist by D. Lillard),,59,56
246,2,0:02.0,,J. Butler misses 2-pt jump shot from 21 ft,59,56
247,2,0:02.0,Defensive rebound by D. Lillard,,59,56
248,3,11:49.0,,Turnover by B. Marjanović (bad pass; steal by M. Harkless),59,56
249,3,11:40.0,J. Nurkić makes 2-pt jump shot from 19 ft (assist by C. McCollum),,61,56
250,3,11:30.0,,B. Simmons misses 2-pt jump shot from 6 ft,61,56
251,3,11:27.0,Defensive rebound by J. Nurkić,,61,56
252,3,11:22.0,C. McCollum makes 3-pt jump shot from 28 ft (assist by D. Lillard),,64,56
253,3,10:55.0,,B. Simmons makes 2-pt hook shot from 10 ft,64,58
254,3,10:32.0,D. Lillard misses 3-pt jump shot from 29 ft,,64,58
255,3,10:28.0,,Defensive rebound by B. Marjanović,64,58
256,3,10:23.0,,J. Redick misses 3-pt jump shot from 26 ft,64,58
257,3,10:19.0,Defensive rebound by A. Aminu,,64,58
258,3,10:09.0,C. McCollum misses 3-pt jump shot from 28 ft,,64,58
259,3,10:06.0,,Defensive rebound by B. Marjanović,64,58
260,3,10:03.0,,T. Harris makes 2-pt dunk from 1 ft (assist by B. Simmons),64,60
261,3,9:45.0,M. Harkless makes 2-pt layup from 2 ft,,66,60
262,3,9:24.0,,B. Marjanović misses 2-pt jump shot from 8 ft,66,60
263,3,9:22.0,Defensive rebound by M. Harkless,,66,60
264,3,9:07.0,Shooting foul by B. Marjanović (drawn by J. Nurkić),,66,60
265,3,9:07.0,J. Nurkić makes free throw 1 of 2,,67,60
266,3,9:07.0,,A. Johnson enters the game for B. Marjanović,67,60
267,3,9:07.0,J. Nurkić makes free throw 2 of 2,,68,60
268,3,8:48.0,,Turnover by T. Harris (lost ball; steal by M. Harkless),68,60
269,3,8:45.0,C. McCollum makes 2-pt dunk from 2 ft,,70,60
270,3,8:45.0,,Philadelphia full timeout,70,60
271,3,8:35.0,,J. Butler makes 2-pt dunk from 1 ft,70,62
272,3,8:15.0,M. Harkless makes 2-pt dunk from 1 ft (assist by C. McCollum),,72,62
273,3,8:03.0,,A. Johnson misses 3-pt jump shot from 24 ft,72,62
274,3,8:00.0,Defensive rebound by J. Nurkić,,72,62
275,3,7:55.0,M. Harkless makes 2-pt dunk from 1 ft (assist by A. Aminu),,74,62
276,3,7:35.0,,Offensive foul by B. Simmons (drawn by A. Aminu),74,62
277,3,7:35.0,,Turnover by B. Simmons (offensive foul),74,62
278,3,7:35.0,,M. Scott enters the game for J. Butler,74,62
279,3,7:35.0,,J. Simmons enters the game for J. Redick,74,62
280,3,7:19.0,J. Nurkić makes 2-pt jump shot from 12 ft (assist by M. Harkless),,76,62
281,3,7:06.0,,A. Johnson makes 2-pt layup from 1 ft (assist by M. Scott),76,64
282,3,6:54.0,A. Aminu makes 2-pt dunk from 2 ft (assist by J. Nurkić),,78,64
283,3,6:47.0,,B. Simmons makes 2-pt dunk from 1 ft,78,66
284,3,6:27.0,J. Nurkić makes 2-pt jump shot from 18 ft,,80,66
285,3,6:19.0,,B. Simmons makes 2-pt hook shot from 5 ft,80,68
286,3,6:12.0,Shooting foul by A. Johnson (drawn by C. McCollum),,80,68
287,3,6:12.0,C. McCollum makes free throw 1 of 2,,81,68
288,3,6:12.0,C. McCollum makes free throw 2 of 2,,82,68
289,3,5:59.0,,T. Harris misses 2-pt jump shot from 12 ft,82,68
290,3,5:59.0,,Offensive rebound by Team,82,68
291,3,5:59.0,Loose ball foul by J. Nurkić (drawn by A. Johnson),,82,68
292,3,5:48.0,,Shooting foul by M. Harkless (drawn by B. Simmons),82,68
293,3,5:48.0,,B. Simmons misses free throw 1 of 2,82,68
294,3,5:48.0,,Offensive rebound by Team,82,68
295,3,5:48.0,,Technical foul by B. Simmons,82,68
296,3,5:48.0,Technical foul by J. Nurkić,,82,68
297,3,5:48.0,,B. Simmons makes free throw 2 of 2,82,69
298,3,5:32.0,M. Harkless misses 2-pt layup from 19 ft,,82,69
299,3,5:32.0,Offensive rebound by M. Harkless,,82,69
300,3,5:30.0,M. Harkless makes 2-pt layup from 1 ft,,84,69
301,3,5:25.0,,T. Harris misses 3-pt jump shot from 27 ft,84,69
302,3,5:23.0,Defensive rebound by D. Lillard,,84,69
303,3,5:12.0,J. Nurkić makes 2-pt jump shot from 10 ft,,86,69
304,3,5:12.0,Shooting foul by A. Johnson (drawn by J. Nurkić),,86,69
305,3,5:12.0,J. Nurkić makes free throw 1 of 1,,87,69
306,3,5:12.0,,Philadelphia full timeout,87,69
307,3,5:12.0,,T. McConnell enters the game for A. Johnson,87,69
308,3,4:58.0,,J. Simmons misses 2-pt jump shot from 19 ft,87,69
309,3,4:56.0,Defensive rebound by D. Lillard,,87,69
310,3,4:49.0,Shooting foul by J. Simmons (drawn by D. Lillard),,87,69
311,3,4:49.0,D. Lillard makes free throw 1 of 2,,88,69
312,3,4:49.0,D. Lillard makes free throw 2 of 2,,89,69
313,3,4:30.0,,J. Simmons misses 2-pt layup from 3 ft (block by M. Harkless),89,69
314,3,4:27.0,,Offensive rebound by J. Simmons,89,69
315,3,4:25.0,,Turnover by J. Simmons (lost ball; steal by C. McCollum),89,69
316,3,4:23.0,Turnover by M. Harkless (bad pass),,89,69
317,3,4:23.0,Loose ball foul by M. Harkless (drawn by B. Simmons),,89,69
318,3,4:23.0,R. Hood enters the game for M. Harkless,,89,69
319,3,4:16.0,,B. Simmons misses 2-pt layup from 7 ft,89,69
320,3,4:12.0,Defensive rebound by C. McCollum,,89,69
321,3,4:09.0,Turnover by C. McCollum (traveling),,89,69
322,3,3:54.0,,T. McConnell makes 2-pt jump shot from 14 ft (assist by B. Simmons),89,71
323,3,3:51.0,Portland full timeout,,89,71
324,3,3:51.0,E. Freedom enters the game for C. McCollum,,89,71
325,3,3:51.0,J. Layman enters the game for J. Nurkić,,89,71
326,3,3:37.0,Personal foul by M. Scott (drawn by E. Freedom),,89,71
327,3,3:37.0,E. Freedom misses free throw 1 of 2,,89,71
328,3,3:37.0,Offensive rebound by Team,,89,71
329,3,3:37.0,E. Freedom makes free throw 2 of 2,,90,71
330,3,3:28.0,,B. Simmons misses 2-pt layup from 3 ft,90,71
331,3,3:26.0,Defensive rebound by J. Layman,,90,71
332,3,3:08.0,E. Freedom misses 2-pt hook shot from 7 ft,,90,71
333,3,3:05.0,,Defensive rebound by T. Harris,90,71
334,3,3:01.0,,M. Scott makes 3-pt jump shot from 25 ft (assist by B. Simmons),90,74
335,3,2:45.0,D. Lillard makes 3-pt jump shot from 27 ft,,93,74
336,3,2:34.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by T. McConnell),93,77
337,3,2:23.0,Personal foul by T. McConnell (drawn by D. Lillard),,93,77
338,3,2:23.0,D. Lillard makes free throw 1 of 2,,94,77
339,3,2:23.0,,J. Butler enters the game for T. Harris,94,77
340,3,2:23.0,,J. Redick enters the game for J. Simmons,94,77
341,3,2:23.0,D. Lillard makes free throw 2 of 2,,95,77
342,3,2:10.0,,T. McConnell misses 2-pt layup from 1 ft,95,77
343,3,2:07.0,Defensive rebound by D. Lillard,,95,77
344,3,1:57.0,E. Freedom makes 2-pt layup from 2 ft (assist by A. Aminu),,97,77
345,3,1:49.0,,J. Butler makes 2-pt layup from 1 ft (assist by B. Simmons),97,79
346,3,1:49.0,,Shooting foul by E. Freedom (drawn by J. Butler),97,79
347,3,1:49.0,,J. Butler makes free throw 1 of 1,97,80
348,3,1:36.0,J. Layman makes 2-pt dunk from 1 ft (assist by D. Lillard),,99,80
349,3,1:21.0,,B. Simmons makes 2-pt hook shot from 1 ft,99,82
350,3,1:03.0,E. Freedom misses 2-pt hook shot from 4 ft,,99,82
351,3,1:01.0,,Defensive rebound by J. Redick,99,82
352,3,0:58.0,,Offensive foul by B. Simmons (drawn by J. Layman),99,82
353,3,0:58.0,,Turnover by B. Simmons (offensive foul),99,82
354,3,0:58.0,S. Curry enters the game for A. Aminu,,99,82
355,3,0:38.0,R. Hood misses 3-pt jump shot from 27 ft,,99,82
356,3,0:34.0,Offensive rebound by J. Layman,,99,82
357,3,0:24.0,R. Hood misses 2-pt jump shot from 20 ft,,99,82
358,3,0:20.0,Offensive rebound by S. Curry,,99,82
359,3,0:10.0,D. Lillard misses 2-pt layup from 3 ft (block by J. Butler),,99,82
360,3,0:10.0,Offensive rebound by Team,,99,82
361,3,0:10.0,A. Aminu enters the game for R. Hood,,99,82
362,3,0:10.0,J. Nurkić enters the game for E. Freedom,,99,82
363,3,0:09.0,Personal foul by M. Scott (drawn by J. Nurkić),,99,82
364,3,0:09.0,J. Nurkić makes free throw 1 of 2,,100,82
365,3,0:09.0,R. Hood enters the game for A. Aminu,,100,82
366,3,0:09.0,J. Nurkić misses free throw 2 of 2,,100,82
367,3,0:07.0,,Defensive rebound by B. Simmons,100,82
368,3,0:00.0,,J. Redick misses 3-pt jump shot from 26 ft (block by J. Layman),100,82
369,3,0:00.0,Defensive rebound by Team,,100,82
370,4,11:46.0,E. Freedom makes 2-pt dunk at rim (assist by R. Hood),,102,82
371,4,11:27.0,,M. Scott makes 3-pt jump shot from 26 ft (assist by T. McConnell),102,85
372,4,11:03.0,E. Freedom makes 2-pt layup from 2 ft,,104,85
373,4,10:56.0,,Personal foul by C. McCollum (drawn by M. Scott),104,85
374,4,10:44.0,,T. McConnell misses 2-pt jump shot from 2 ft,104,85
375,4,10:42.0,Defensive rebound by E. Freedom,,104,85
376,4,10:33.0,S. Curry makes 2-pt jump shot from 13 ft (assist by E. Freedom),,106,85
377,4,10:31.0,,Philadelphia full timeout,106,85
378,4,10:31.0,,B. Simmons enters the game for T. McConnell,106,85
379,4,10:24.0,,J. Redick misses 2-pt jump shot from 21 ft,106,85
380,4,10:21.0,Defensive rebound by J. Layman,,106,85
381,4,10:00.0,E. Freedom misses 2-pt hook shot from 10 ft (block by T. Harris),,106,85
382,4,9:56.0,Offensive rebound by J. Layman,,106,85
383,4,9:53.0,C. McCollum misses 3-pt jump shot from 26 ft,,106,85
