,QUARTER,TIME_REMAINING,ORLANDO_ACTION,NEW YORK_ACTION,ORLANDO_SCORE,NEW YORK_SCORE
0,1,11:39.0,,F. Ntilikina misses 3-pt jump shot from 25 ft,0,0
1,1,11:37.0,Defensive rebound by N. Vučević,,0,0
2,1,11:25.0,W. Iwundu misses 3-pt jump shot from 25 ft,,0,0
3,1,11:23.0,,Defensive rebound by F. Ntilikina,0,0
4,1,11:17.0,,T. Hardaway misses 3-pt jump shot from 26 ft,0,0
5,1,11:15.0,Defensive rebound by E. Fournier,,0,0
6,1,11:01.0,N. Vučević makes 2-pt hook shot from 3 ft,,2,0
7,1,10:46.0,,Turnover by N. Vonleh (lost ball; steal by J. Martin),2,0
8,1,10:42.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by W. Iwundu),,5,0
9,1,10:32.0,,Personal foul by E. Fournier (drawn by T. Hardaway),5,0
10,1,10:25.0,,T. Hardaway misses 2-pt jump shot from 20 ft,5,0
11,1,10:25.0,Defensive rebound by D. Augustin,,5,0
12,1,10:16.0,D. Augustin misses 2-pt jump shot from 17 ft (block by M. Robinson),,5,0
13,1,10:14.0,,Defensive rebound by M. Robinson,5,0
14,1,10:05.0,,F. Ntilikina misses 2-pt jump shot from 14 ft,5,0
15,1,10:03.0,Defensive rebound by N. Vučević,,5,0
16,1,9:49.0,Personal foul by M. Robinson (drawn by N. Vučević),,5,0
17,1,9:43.0,Personal foul by M. Robinson (drawn by E. Fournier),,5,0
18,1,9:43.0,,E. Freedom enters the game for M. Robinson,5,0
19,1,9:40.0,E. Fournier misses 3-pt jump shot from 28 ft,,5,0
20,1,9:38.0,,Defensive rebound by N. Vonleh,5,0
21,1,9:29.0,,Turnover by T. Hardaway (bad pass),5,0
22,1,9:15.0,Turnover by N. Vučević (traveling),,5,0
23,1,8:52.0,,Turnover by D. Dotson (bad pass; steal by N. Vučević),5,0
24,1,8:48.0,W. Iwundu misses 2-pt layup from 3 ft,,5,0
25,1,8:46.0,Offensive rebound by J. Martin,,5,0
26,1,8:43.0,J. Martin misses 2-pt layup from 3 ft,,5,0
27,1,8:41.0,,Defensive rebound by N. Vonleh,5,0
28,1,8:37.0,,F. Ntilikina misses 3-pt jump shot from 26 ft,5,0
29,1,8:36.0,Defensive rebound by J. Martin,,5,0
30,1,8:22.0,Personal foul by E. Freedom (drawn by N. Vučević),,5,0
31,1,8:14.0,W. Iwundu makes 3-pt jump shot from 22 ft (assist by J. Martin),,8,0
32,1,8:01.0,,T. Hardaway misses 2-pt jump shot from 15 ft,8,0
33,1,7:59.0,Defensive rebound by N. Vučević,,8,0
34,1,7:51.0,E. Fournier misses 2-pt layup from 1 ft (block by F. Ntilikina),,8,0
35,1,7:49.0,,Defensive rebound by T. Hardaway,8,0
36,1,7:45.0,,Offensive foul by F. Ntilikina (drawn by D. Augustin),8,0
37,1,7:45.0,,Turnover by F. Ntilikina (offensive foul),8,0
38,1,7:27.0,N. Vučević makes 2-pt hook shot from 8 ft,,10,0
39,1,7:22.0,,New York full timeout,10,0
40,1,7:22.0,,M. Hezonja enters the game for N. Vonleh,10,0
41,1,7:19.0,,Personal foul by J. Martin (drawn by D. Dotson),10,0
42,1,7:10.0,,M. Hezonja misses 2-pt hook shot from 7 ft,10,0
43,1,7:08.0,,Offensive rebound by E. Freedom,10,0
44,1,7:08.0,,E. Freedom makes 2-pt layup from 1 ft,10,2
45,1,6:49.0,E. Fournier makes 2-pt layup from 2 ft (assist by N. Vučević),,12,2
46,1,6:39.0,,Turnover by F. Ntilikina (bad pass; steal by E. Fournier),12,2
47,1,6:37.0,E. Fournier makes 2-pt dunk from 1 ft,,14,2
48,1,6:23.0,,M. Hezonja misses 3-pt jump shot from 26 ft,14,2
49,1,6:21.0,Defensive rebound by W. Iwundu,,14,2
50,1,6:15.0,Turnover by W. Iwundu (palming),,14,2
51,1,6:15.0,T. Ross enters the game for W. Iwundu,,14,2
52,1,6:15.0,,K. Knox enters the game for D. Dotson,14,2
53,1,6:15.0,,E. Mudiay enters the game for F. Ntilikina,14,2
54,1,5:59.0,,E. Freedom misses 2-pt hook shot from 10 ft,14,2
55,1,5:57.0,Defensive rebound by T. Ross,,14,2
56,1,5:45.0,D. Augustin misses 3-pt jump shot from 25 ft,,14,2
57,1,5:43.0,,Defensive rebound by E. Freedom,14,2
58,1,5:37.0,,Turnover by E. Freedom (lost ball; steal by J. Martin),14,2
59,1,5:21.0,T. Ross misses 3-pt jump shot from 26 ft,,14,2
60,1,5:19.0,,Defensive rebound by T. Hardaway,14,2
61,1,5:09.0,,T. Hardaway makes 2-pt jump shot from 7 ft,14,4
62,1,4:57.0,E. Fournier makes 2-pt layup from 2 ft (assist by D. Augustin),,16,4
63,1,4:47.0,,E. Mudiay misses 2-pt jump shot from 13 ft,16,4
64,1,4:45.0,Defensive rebound by N. Vučević,,16,4
65,1,4:29.0,D. Augustin makes 3-pt jump shot from 25 ft (assist by E. Fournier),,19,4
66,1,4:22.0,,New York full timeout,19,4
67,1,4:22.0,J. Simmons enters the game for E. Fournier,,19,4
68,1,4:22.0,,A. Trier enters the game for T. Hardaway,19,4
69,1,4:05.0,,E. Freedom makes 2-pt layup from 2 ft,19,6
70,1,3:50.0,D. Augustin misses 2-pt layup from 1 ft,,19,6
71,1,3:48.0,,Defensive rebound by E. Freedom,19,6
72,1,3:37.0,,M. Hezonja misses 2-pt layup from 2 ft,19,6
73,1,3:35.0,Defensive rebound by J. Martin,,19,6
74,1,3:32.0,Shooting foul by M. Hezonja (drawn by J. Martin),,19,6
75,1,3:32.0,J. Martin makes free throw 1 of 2,,20,6
76,1,3:32.0,J. Martin makes free throw 2 of 2,,21,6
77,1,3:16.0,,M. Hezonja misses 2-pt jump shot from 11 ft,21,6
78,1,3:14.0,,Offensive rebound by E. Freedom,21,6
79,1,3:14.0,,E. Freedom makes 2-pt layup from 2 ft,21,8
80,1,2:57.0,J. Simmons makes 2-pt layup from 2 ft,,23,8
81,1,2:42.0,,A. Trier misses 2-pt jump shot from 18 ft (block by J. Simmons),23,8
82,1,2:40.0,Defensive rebound by J. Martin,,23,8
83,1,2:34.0,N. Vučević misses 2-pt layup from 1 ft,,23,8
84,1,2:32.0,Offensive rebound by N. Vučević,,23,8
85,1,2:32.0,N. Vučević makes 2-pt layup at rim,,25,8
86,1,2:19.0,,Personal foul by T. Ross (drawn by A. Trier),25,8
87,1,2:19.0,M. Bamba enters the game for D. Augustin,,25,8
88,1,2:19.0,J. Grant enters the game for J. Martin,,25,8
89,1,2:19.0,W. Iwundu enters the game for N. Vučević,,25,8
90,1,2:07.0,,E. Freedom misses 2-pt layup from 1 ft,25,8
91,1,2:05.0,Defensive rebound by J. Grant,,25,8
92,1,1:59.0,M. Bamba misses 2-pt dunk from 1 ft (block by M. Hezonja),,25,8
93,1,1:57.0,,Defensive rebound by M. Hezonja,25,8
94,1,1:54.0,,K. Knox misses 3-pt jump shot from 26 ft,25,8
95,1,1:52.0,,Offensive rebound by E. Freedom,25,8
96,1,1:50.0,,Turnover by K. Knox (step out of bounds),25,8
97,1,1:37.0,J. Simmons makes 2-pt jump shot from 6 ft,,27,8
98,1,1:12.0,,A. Trier misses 3-pt jump shot from 26 ft (block by T. Ross),27,8
99,1,1:10.0,,Offensive rebound by A. Trier,27,8
100,1,1:08.0,,Turnover by A. Trier (bad pass; steal by J. Grant),27,8
101,1,1:03.0,W. Iwundu misses 2-pt jump shot from 22 ft,,27,8
102,1,1:01.0,,Defensive rebound by E. Mudiay,27,8
103,1,0:56.0,,A. Trier misses 3-pt jump shot from 24 ft,27,8
104,1,0:54.0,,Offensive rebound by E. Freedom,27,8
105,1,0:52.0,,E. Freedom makes 2-pt layup from 2 ft,27,10
106,1,0:37.0,J. Simmons misses 2-pt jump shot from 19 ft,,27,10
107,1,0:35.0,,Defensive rebound by A. Trier,27,10
108,1,0:24.0,,E. Freedom misses 2-pt layup from 2 ft,27,10
109,1,0:22.0,Defensive rebound by M. Bamba,,27,10
110,1,0:00.0,J. Grant makes 3-pt jump shot from 24 ft,,30,10
111,2,11:47.0,M. Bamba makes 2-pt jump shot from 19 ft (assist by J. Simmons),,32,10
112,2,11:24.0,,M. Hezonja makes 2-pt jump shot from 21 ft,32,12
113,2,11:06.0,M. Bamba misses 2-pt hook shot from 7 ft,,32,12
114,2,11:04.0,,Defensive rebound by E. Freedom,32,12
115,2,10:58.0,,E. Mudiay makes 2-pt layup from 2 ft,32,14
116,2,10:58.0,,Shooting foul by M. Bamba (drawn by E. Mudiay),32,14
117,2,10:58.0,,E. Mudiay misses free throw 1 of 1,32,14
118,2,10:57.0,,Offensive rebound by E. Freedom,32,14
119,2,10:57.0,,E. Freedom misses 2-pt layup from 1 ft,32,14
120,2,10:55.0,Defensive rebound by W. Iwundu,,32,14
121,2,10:47.0,T. Ross makes 2-pt jump shot from 17 ft (assist by J. Grant),,34,14
122,2,10:31.0,,Offensive foul by A. Trier (drawn by W. Iwundu),34,14
123,2,10:31.0,,Turnover by A. Trier (offensive foul),34,14
124,2,10:20.0,T. Ross makes 2-pt jump shot from 16 ft (assist by J. Grant),,36,14
125,2,10:11.0,,Shooting foul by T. Ross (drawn by K. Knox),36,14
126,2,10:11.0,,K. Knox makes free throw 1 of 2,36,15
127,2,10:11.0,,T. Hardaway enters the game for A. Trier,36,15
128,2,10:11.0,,K. Knox misses free throw 2 of 2,36,15
129,2,10:09.0,Defensive rebound by M. Bamba,,36,15
130,2,9:58.0,M. Bamba misses 3-pt jump shot from 23 ft,,36,15
131,2,9:56.0,,Defensive rebound by M. Hezonja,36,15
132,2,9:50.0,,Personal foul by W. Iwundu (drawn by M. Hezonja),36,15
133,2,9:50.0,Technical foul by W. Iwundu,,36,15
134,2,9:50.0,,T. Hardaway makes technical free throw,36,16
135,2,9:42.0,,K. Knox misses 2-pt jump shot from 19 ft,36,16
136,2,9:41.0,,Offensive rebound by E. Freedom,36,16
137,2,9:39.0,,Shooting foul by J. Simmons (drawn by E. Freedom),36,16
138,2,9:39.0,,E. Freedom makes free throw 1 of 2,36,17
139,2,9:39.0,,N. Vonleh enters the game for M. Hezonja,36,17
140,2,9:39.0,,E. Freedom makes free throw 2 of 2,36,18
141,2,9:25.0,J. Grant makes 3-pt jump shot from 26 ft (assist by T. Ross),,39,18
142,2,9:12.0,,Shooting foul by M. Bamba (drawn by E. Mudiay),39,18
143,2,9:12.0,,E. Mudiay misses free throw 1 of 2,39,18
144,2,9:12.0,,Offensive rebound by Team,39,18
145,2,9:12.0,,E. Mudiay makes free throw 2 of 2,39,19
146,2,9:04.0,Personal foul by T. Hardaway (drawn by J. Simmons),,39,19
147,2,8:57.0,T. Ross makes 3-pt jump shot from 26 ft (assist by J. Simmons),,42,19
148,2,8:45.0,,T. Hardaway misses 2-pt layup from 3 ft,42,19
149,2,8:43.0,,Offensive rebound by E. Freedom,42,19
