,QUARTER,TIME_REMAINING,CHICAGO_ACTION,DETROIT_ACTION,CHICAGO_SCORE,DETROIT_SCORE
0,1,11:36.0,,G. Robinson misses 2-pt jump shot from 9 ft,0,0
1,1,11:29.0,,Offensive rebound by A. Drummond,0,0
2,1,11:29.0,,A. Drummond makes 2-pt layup at rim,0,2
3,1,11:15.0,J. Parker misses 3-pt jump shot from 28 ft,,0,2
4,1,11:12.0,,Defensive rebound by A. Drummond,0,2
5,1,11:10.0,,Personal foul by J. Parker (drawn by B. Griffin),0,2
6,1,10:57.0,,R. Jackson makes 3-pt jump shot from 29 ft (assist by R. Bullock),0,5
7,1,10:46.0,Turnover by W. Carter (bad pass),,0,5
8,1,10:38.0,,R. Bullock misses 3-pt jump shot from 27 ft,0,5
9,1,10:36.0,Defensive rebound by J. Parker,,0,5
10,1,10:27.0,J. Holiday misses 2-pt jump shot from 4 ft (block by A. Drummond),,0,5
11,1,10:20.0,,Defensive rebound by A. Drummond,0,5
12,1,10:18.0,,B. Griffin misses 2-pt layup from 2 ft (block by J. Holiday),0,5
13,1,10:17.0,,Offensive rebound by Team,0,5
14,1,10:07.0,,R. Jackson makes 3-pt jump shot from 28 ft (assist by B. Griffin),0,8
15,1,9:50.0,R. Arcidiacono makes 2-pt layup from 1 ft,,2,8
16,1,9:28.0,,Turnover by A. Drummond (3 sec),2,8
17,1,9:17.0,W. Carter makes 2-pt layup from 2 ft (assist by J. Holiday),,4,8
18,1,8:58.0,,A. Drummond makes 2-pt layup from 2 ft,4,10
19,1,8:47.0,J. Parker misses 2-pt jump shot from 21 ft,,4,10
20,1,8:45.0,,Defensive rebound by A. Drummond,4,10
21,1,8:36.0,,R. Bullock makes 3-pt jump shot from 26 ft (assist by A. Drummond),4,13
22,1,8:25.0,J. Parker makes 2-pt jump shot from 14 ft,,6,13
23,1,8:05.0,,R. Jackson makes 2-pt jump shot from 13 ft,6,15
24,1,7:47.0,Z. LaVine makes 2-pt jump shot from 13 ft,,8,15
25,1,7:35.0,,B. Griffin makes 3-pt jump shot from 24 ft (assist by G. Robinson),8,18
26,1,7:19.0,R. Arcidiacono misses 3-pt jump shot from 29 ft,,8,18
27,1,7:15.0,,Defensive rebound by A. Drummond,8,18
28,1,6:59.0,,G. Robinson misses 2-pt jump shot from 11 ft,8,18
29,1,6:57.0,,Offensive rebound by A. Drummond,8,18
30,1,6:55.0,,A. Drummond makes 2-pt layup from 1 ft,8,20
31,1,6:55.0,Chicago full timeout,,8,20
32,1,6:43.0,Shooting foul by A. Drummond (drawn by W. Carter),,8,20
33,1,6:43.0,W. Carter makes free throw 1 of 2,,9,20
34,1,6:43.0,W. Carter makes free throw 2 of 2,,10,20
35,1,6:28.0,,R. Jackson makes 3-pt jump shot from 27 ft,10,23
36,1,6:16.0,Turnover by J. Parker (bad pass; steal by R. Jackson),,10,23
37,1,6:11.0,,Turnover by R. Bullock (bad pass; steal by J. Holiday),10,23
38,1,6:04.0,J. Holiday misses 3-pt jump shot from 27 ft,,10,23
39,1,6:00.0,,Defensive rebound by R. Bullock,10,23
40,1,5:48.0,,G. Robinson misses 3-pt jump shot from 24 ft (block by Z. LaVine),10,23
41,1,5:46.0,,Offensive rebound by A. Drummond,10,23
42,1,5:45.0,,Turnover by A. Drummond (bad pass; steal by J. Holiday),10,23
43,1,5:37.0,R. Arcidiacono misses 3-pt jump shot from 28 ft,,10,23
44,1,5:37.0,,Defensive rebound by B. Griffin,10,23
45,1,5:25.0,,R. Bullock misses 3-pt jump shot from 26 ft,10,23
46,1,5:20.0,Defensive rebound by J. Holiday,,10,23
47,1,5:19.0,Turnover by J. Parker (bad pass),,10,23
48,1,5:03.0,,R. Bullock misses 3-pt jump shot from 23 ft,10,23
49,1,5:00.0,Defensive rebound by J. Parker,,10,23
50,1,4:55.0,J. Parker makes 2-pt layup from 3 ft,,12,23
51,1,4:33.0,,B. Griffin makes 2-pt jump shot from 14 ft,12,25
52,1,4:12.0,Shooting foul by A. Drummond (drawn by W. Carter),,12,25
53,1,4:12.0,W. Carter makes free throw 1 of 2,,13,25
54,1,4:12.0,C. Hutchison enters the game for Z. LaVine,,13,25
55,1,4:12.0,,L. Galloway enters the game for R. Bullock,13,25
56,1,4:12.0,,S. Johnson enters the game for A. Drummond,13,25
57,1,4:12.0,,Z. Pachulia enters the game for G. Robinson,13,25
58,1,4:12.0,W. Carter misses free throw 2 of 2,,13,25
59,1,4:08.0,,Defensive rebound by Z. Pachulia,13,25
60,1,3:48.0,,R. Jackson makes 3-pt jump shot from 23 ft,13,28
61,1,3:23.0,W. Carter misses 2-pt jump shot from 12 ft,,13,28
62,1,3:20.0,,Defensive rebound by B. Griffin,13,28
63,1,3:15.0,,B. Griffin misses 3-pt jump shot from 27 ft,13,28
64,1,3:11.0,Defensive rebound by W. Carter,,13,28
65,1,3:04.0,W. Carter makes 2-pt jump shot from 9 ft,,15,28
66,1,3:00.0,,Detroit full timeout,15,28
67,1,3:00.0,R. Lopez enters the game for W. Carter,,15,28
68,1,2:41.0,,S. Johnson misses 2-pt jump shot from 6 ft,15,28
69,1,2:39.0,,Offensive rebound by Z. Pachulia,15,28
70,1,2:36.0,,Turnover by Z. Pachulia (lost ball; steal by J. Parker),15,28
71,1,2:36.0,Personal foul by Z. Pachulia (drawn by J. Parker),,15,28
72,1,2:27.0,J. Holiday makes 3-pt jump shot from 27 ft (assist by R. Arcidiacono),,18,28
73,1,2:09.0,,Shooting foul by R. Lopez (drawn by Z. Pachulia),18,28
74,1,2:09.0,,Z. Pachulia makes free throw 1 of 2,18,29
75,1,2:09.0,C. Payne enters the game for R. Arcidiacono,,18,29
76,1,2:09.0,,B. Brown enters the game for B. Griffin,18,29
77,1,2:09.0,,I. Smith enters the game for R. Jackson,18,29
78,1,2:09.0,,Z. Pachulia makes free throw 2 of 2,18,30
79,1,1:56.0,Turnover by C. Hutchison (out of bounds lost ball),,18,30
80,1,1:41.0,,L. Galloway misses 2-pt jump shot from 15 ft,18,30
81,1,1:37.0,Defensive rebound by C. Hutchison,,18,30
82,1,1:30.0,C. Hutchison misses 2-pt jump shot from 6 ft,,18,30
83,1,1:28.0,,Defensive rebound by Z. Pachulia,18,30
84,1,1:23.0,,S. Johnson misses 3-pt jump shot from 29 ft,18,30
85,1,1:19.0,Defensive rebound by C. Payne,,18,30
86,1,1:15.0,J. Holiday misses 3-pt jump shot from 27 ft,,18,30
87,1,1:12.0,,Defensive rebound by I. Smith,18,30
88,1,1:09.0,,Z. Pachulia makes 2-pt layup from 2 ft (assist by L. Galloway),18,32
89,1,0:49.0,J. Parker misses 2-pt jump shot from 11 ft,,18,32
90,1,0:45.0,,Defensive rebound by S. Johnson,18,32
91,1,0:43.0,,Turnover by S. Johnson (bad pass; steal by J. Holiday),18,32
92,1,0:38.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by C. Payne),,21,32
93,1,0:23.0,,I. Smith makes 2-pt layup from 5 ft,21,34
94,1,0:08.0,Personal foul by I. Smith (drawn by C. Payne),,21,34
95,1,0:00.0,R. Lopez misses 2-pt jump shot from 16 ft,,21,34
96,1,0:00.0,Offensive rebound by Team,,21,34
97,2,11:44.0,Z. LaVine makes 2-pt jump shot from 19 ft,,23,34
98,2,11:26.0,,L. Galloway misses 2-pt layup from 4 ft (block by R. Lopez),23,34
99,2,11:20.0,Defensive rebound by S. Harrison,,23,34
100,2,11:17.0,Turnover by S. Harrison (bad pass; steal by Z. Pachulia),,23,34
101,2,11:12.0,,L. Galloway misses 2-pt layup from 3 ft (block by R. Lopez),23,34
102,2,11:07.0,Defensive rebound by C. Hutchison,,23,34
103,2,11:00.0,Z. LaVine misses 2-pt jump shot from 19 ft,,23,34
104,2,10:56.0,,Defensive rebound by S. Johnson,23,34
105,2,10:51.0,,S. Johnson makes 2-pt layup from 5 ft,23,36
106,2,10:34.0,C. Payne makes 2-pt jump shot from 22 ft,,25,36
107,2,10:11.0,,I. Smith makes 2-pt jump shot from 14 ft,25,38
108,2,9:48.0,Z. LaVine misses 2-pt jump shot from 16 ft,,25,38
109,2,9:46.0,,Defensive rebound by S. Johnson,25,38
110,2,9:44.0,,Shooting foul by R. Lopez (drawn by S. Johnson),25,38
111,2,9:44.0,,S. Johnson makes free throw 1 of 2,25,39
112,2,9:44.0,,S. Johnson makes free throw 2 of 2,25,40
113,2,9:29.0,Turnover by Z. LaVine (bad pass),,25,40
114,2,9:19.0,,I. Smith misses 2-pt jump shot from 8 ft,25,40
115,2,9:16.0,Defensive rebound by S. Harrison,,25,40
116,2,9:13.0,C. Payne misses 3-pt jump shot from 23 ft,,25,40
117,2,9:09.0,,Defensive rebound by B. Brown,25,40
118,2,9:03.0,,S. Johnson makes 2-pt jump shot from 14 ft (assist by B. Brown),25,42
119,2,9:02.0,Chicago full timeout,,25,42
120,2,8:48.0,C. Payne misses 2-pt layup from 1 ft,,25,42
121,2,8:46.0,,Defensive rebound by Z. Pachulia,25,42
122,2,8:35.0,,L. Galloway misses 2-pt jump shot from 15 ft,25,42
123,2,8:32.0,,Offensive rebound by S. Johnson,25,42
124,2,8:23.0,,Turnover by I. Smith (traveling),25,42
125,2,7:58.0,R. Lopez makes 2-pt hook shot from 11 ft,,27,42
126,2,7:50.0,,Personal foul by C. Payne (drawn by I. Smith),27,42
127,2,7:42.0,,L. Galloway misses 3-pt jump shot from 27 ft,27,42
128,2,7:42.0,Defensive rebound by Team,,27,42
129,2,7:26.0,S. Harrison makes 2-pt layup from 2 ft (assist by C. Hutchison),,29,42
130,2,7:26.0,Shooting foul by S. Johnson (drawn by S. Harrison),,29,42
131,2,7:26.0,S. Harrison makes free throw 1 of 1,,30,42
132,2,7:11.0,,L. Galloway makes 2-pt jump shot from 17 ft (assist by Z. Pachulia),30,44
133,2,6:58.0,Turnover by Z. LaVine (bad pass),,30,44
134,2,6:42.0,,S. Johnson misses 2-pt jump shot from 15 ft,30,44
135,2,6:36.0,Defensive rebound by C. Hutchison,,30,44
136,2,6:20.0,Z. LaVine misses 2-pt jump shot from 13 ft (block by B. Brown),,30,44
137,2,6:20.0,Offensive rebound by Team,,30,44
138,2,6:20.0,R. Arcidiacono enters the game for S. Harrison,,30,44
139,2,6:20.0,W. Carter enters the game for C. Hutchison,,30,44
140,2,6:20.0,J. Holiday enters the game for R. Lopez,,30,44
