,QUARTER,TIME_REMAINING,PORTLAND_ACTION,UTAH_ACTION,PORTLAND_SCORE,UTAH_SCORE
0,1,11:39.0,,D. Mitchell makes 2-pt jump shot from 9 ft,0,2
1,1,11:21.0,D. Lillard misses 3-pt jump shot from 25 ft,,0,2
2,1,11:13.0,,Defensive rebound by D. Favors,0,2
3,1,11:12.0,,D. Mitchell makes 2-pt jump shot from 9 ft,0,4
4,1,10:47.0,C. McCollum misses 2-pt jump shot from 12 ft,,0,4
5,1,10:44.0,,Defensive rebound by R. Gobert,0,4
6,1,10:38.0,,Turnover by R. Gobert (lost ball; steal by J. Nurkić),0,4
7,1,10:33.0,Shooting foul by D. Favors (drawn by A. Aminu),,0,4
8,1,10:33.0,A. Aminu makes free throw 1 of 2,,1,4
9,1,10:33.0,A. Aminu makes free throw 2 of 2,,2,4
10,1,10:23.0,,J. Ingles misses 3-pt jump shot from 24 ft,2,4
11,1,10:20.0,,Offensive rebound by D. Favors,2,4
12,1,10:20.0,,Shooting foul by J. Nurkić (drawn by D. Favors),2,4
13,1,10:20.0,,D. Favors misses free throw 1 of 2,2,4
14,1,10:20.0,,Offensive rebound by Team,2,4
15,1,10:20.0,,D. Favors makes free throw 2 of 2,2,5
16,1,10:11.0,Shooting foul by J. Ingles (drawn by M. Harkless),,2,5
17,1,10:11.0,M. Harkless misses free throw 1 of 2,,2,5
18,1,10:11.0,Offensive rebound by Team,,2,5
19,1,10:11.0,M. Harkless makes free throw 2 of 2,,3,5
20,1,9:59.0,,D. Mitchell misses 2-pt jump shot from 17 ft,3,5
21,1,9:57.0,Defensive rebound by C. McCollum,,3,5
22,1,9:47.0,Turnover by C. McCollum (lost ball; steal by R. Rubio),,3,5
23,1,9:45.0,,Shooting foul by C. McCollum (drawn by R. Gobert),3,5
24,1,9:45.0,,R. Gobert misses free throw 1 of 2,3,5
25,1,9:45.0,,Offensive rebound by Team,3,5
26,1,9:45.0,,R. Gobert misses free throw 2 of 2,3,5
27,1,9:43.0,Defensive rebound by J. Nurkić,,3,5
28,1,9:26.0,D. Lillard makes 2-pt jump shot from 12 ft,,5,5
29,1,9:14.0,,Shooting foul by D. Lillard (drawn by D. Mitchell),5,5
30,1,9:14.0,,D. Mitchell misses free throw 1 of 2,5,5
31,1,9:14.0,,Offensive rebound by Team,5,5
32,1,9:14.0,,D. Mitchell makes free throw 2 of 2,5,6
33,1,9:02.0,M. Harkless makes 2-pt dunk from 2 ft (assist by D. Lillard),,7,6
34,1,8:48.0,,D. Mitchell misses 2-pt jump shot from 18 ft (block by C. McCollum),7,6
35,1,8:45.0,Defensive rebound by J. Nurkić,,7,6
36,1,8:39.0,J. Nurkić misses 2-pt jump shot from 8 ft,,7,6
37,1,8:38.0,,Defensive rebound by R. Gobert,7,6
38,1,8:18.0,,D. Favors makes 2-pt layup from 2 ft (assist by R. Rubio),7,8
39,1,8:06.0,C. McCollum misses 2-pt jump shot from 21 ft,,7,8
40,1,8:03.0,,Defensive rebound by D. Favors,7,8
41,1,7:55.0,,R. Rubio makes 2-pt layup from 1 ft (assist by J. Ingles),7,10
42,1,7:33.0,A. Aminu misses 2-pt jump shot from 7 ft,,7,10
43,1,7:31.0,,Defensive rebound by J. Ingles,7,10
44,1,7:25.0,,D. Favors misses 3-pt jump shot from 22 ft,7,10
45,1,7:19.0,Defensive rebound by C. McCollum,,7,10
46,1,7:18.0,C. McCollum misses 3-pt jump shot from 25 ft,,7,10
47,1,7:16.0,,Defensive rebound by D. Favors,7,10
48,1,7:11.0,,R. Gobert makes 2-pt dunk from 1 ft (assist by R. Rubio),7,12
49,1,7:10.0,Portland full timeout,,7,12
50,1,7:10.0,,J. Crowder enters the game for D. Favors,7,12
51,1,7:10.0,,K. Korver enters the game for J. Ingles,7,12
52,1,6:55.0,D. Lillard makes 3-pt jump shot from 27 ft,,10,12
53,1,6:37.0,,Turnover by D. Mitchell (bad pass; steal by C. McCollum),10,12
54,1,6:29.0,D. Lillard misses 2-pt jump shot from 16 ft,,10,12
55,1,6:25.0,,Defensive rebound by K. Korver,10,12
56,1,6:15.0,,Turnover by R. Rubio (bad pass),10,12
57,1,6:01.0,C. McCollum makes 2-pt layup from 2 ft,,12,12
58,1,5:47.0,,K. Korver makes 2-pt jump shot from 21 ft (assist by R. Rubio),12,14
59,1,5:30.0,Turnover by J. Nurkić (out of bounds lost ball),,12,14
60,1,5:16.0,,Turnover by R. Rubio (bad pass),12,14
61,1,5:16.0,E. Turner enters the game for M. Harkless,,12,14
62,1,5:02.0,Turnover by E. Turner (bad pass; steal by K. Korver),,12,14
63,1,4:58.0,,D. Mitchell makes 2-pt dunk from 2 ft (assist by J. Crowder),12,16
64,1,4:46.0,E. Turner makes 2-pt jump shot from 12 ft,,14,16
65,1,4:27.0,,Shooting foul by J. Nurkić (drawn by R. Gobert),14,16
66,1,4:27.0,,R. Gobert misses free throw 1 of 2,14,16
67,1,4:27.0,,Offensive rebound by Team,14,16
68,1,4:27.0,Z. Collins enters the game for A. Aminu,,14,16
69,1,4:27.0,M. Leonard enters the game for J. Nurkić,,14,16
70,1,4:27.0,,R. Gobert misses free throw 2 of 2,14,16
71,1,4:25.0,Defensive rebound by Z. Collins,,14,16
72,1,4:14.0,M. Leonard misses 2-pt jump shot from 16 ft,,14,16
73,1,4:09.0,,Defensive rebound by R. Gobert,14,16
74,1,4:04.0,,K. Korver misses 3-pt jump shot from 26 ft,14,16
75,1,4:02.0,Defensive rebound by E. Turner,,14,16
76,1,4:02.0,,D. Exum enters the game for R. Rubio,14,16
77,1,3:39.0,Z. Collins misses 2-pt hook shot from 4 ft (block by R. Gobert),,14,16
78,1,3:35.0,,Defensive rebound by D. Mitchell,14,16
79,1,3:32.0,,J. Crowder misses 2-pt layup from 2 ft,14,16
80,1,3:26.0,,Offensive rebound by R. Gobert,14,16
81,1,3:26.0,,R. Gobert makes 2-pt dunk at rim,14,18
82,1,3:12.0,Turnover by Z. Collins (lost ball; steal by D. Mitchell),,14,18
83,1,3:07.0,,J. Crowder misses 3-pt jump shot from 24 ft,14,18
84,1,3:04.0,Defensive rebound by D. Lillard,,14,18
85,1,3:00.0,C. McCollum makes 3-pt jump shot from 28 ft (assist by D. Lillard),,17,18
86,1,2:59.0,,Utah full timeout,17,18
87,1,2:59.0,S. Curry enters the game for C. McCollum,,17,18
88,1,2:59.0,,D. Favors enters the game for R. Gobert,17,18
89,1,2:59.0,,J. Ingles enters the game for D. Mitchell,17,18
90,1,2:44.0,,D. Exum misses 2-pt layup from 2 ft,17,18
91,1,2:40.0,,Offensive rebound by D. Favors,17,18
92,1,2:40.0,,D. Favors makes 2-pt dunk at rim,17,20
93,1,2:26.0,E. Turner makes 2-pt jump shot from 16 ft,,19,20
94,1,2:13.0,,K. Korver misses 3-pt jump shot from 24 ft,19,20
95,1,2:10.0,Defensive rebound by M. Leonard,,19,20
96,1,2:02.0,D. Lillard misses 2-pt jump shot from 21 ft,,19,20
97,1,1:59.0,,Defensive rebound by J. Ingles,19,20
98,1,1:45.0,,J. Crowder misses 3-pt jump shot from 25 ft,19,20
99,1,1:42.0,Defensive rebound by E. Turner,,19,20
100,1,1:31.0,Shooting foul by D. Favors (drawn by Z. Collins),,19,20
101,1,1:31.0,Z. Collins makes free throw 1 of 2,,20,20
102,1,1:31.0,N. Stauskas enters the game for D. Lillard,,20,20
103,1,1:31.0,Z. Collins misses free throw 2 of 2,,20,20
104,1,1:29.0,,Defensive rebound by K. Korver,20,20
105,1,1:19.0,,D. Favors makes 2-pt layup from 4 ft (assist by D. Exum),20,22
106,1,1:01.0,E. Turner misses 2-pt jump shot from 10 ft,,20,22
107,1,1:01.0,Offensive rebound by Team,,20,22
108,1,1:01.0,,Loose ball foul by D. Favors (drawn by M. Leonard),20,22
109,1,1:01.0,M. Leonard makes free throw 1 of 2,,21,22
110,1,1:01.0,,E. Udoh enters the game for D. Favors,21,22
111,1,1:01.0,M. Leonard makes free throw 2 of 2,,22,22
