,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,BROOKLYN_ACTION,LA CLIPPERS_SCORE,BROOKLYN_SCORE
377,4,9:10.0,S. Thornwell makes 2-pt layup from 1 ft (assist by L. Williams),,99,99
378,4,8:41.0,,D. Carroll misses 2-pt jump shot from 11 ft,99,99
379,4,8:35.0,,Offensive rebound by E. Davis,99,99
380,4,8:35.0,,E. Davis makes 2-pt layup at rim,99,101
381,4,8:21.0,Shooting foul by J. Harris (drawn by L. Williams),,99,101
382,4,8:21.0,,J. Allen enters the game for D. Carroll,99,101
383,4,8:21.0,,A. Crabbe enters the game for E. Davis,99,101
384,4,8:21.0,L. Williams makes free throw 1 of 3,,100,101
385,4,8:21.0,L. Williams makes free throw 2 of 3,,101,101
386,4,8:21.0,L. Williams makes free throw 3 of 3,,102,101
387,4,8:14.0,,Personal foul by S. Thornwell (drawn by D. Russell),102,101
388,4,8:08.0,,Shooting foul by S. Thornwell (drawn by J. Allen),102,101
389,4,8:08.0,,J. Allen makes free throw 1 of 2,102,102
390,4,8:08.0,,S. Dinwiddie enters the game for J. Dudley,102,102
391,4,8:08.0,,J. Allen misses free throw 2 of 2,102,102
392,4,8:05.0,Defensive rebound by M. Harrell,,102,102
393,4,7:57.0,L. Williams misses 2-pt jump shot from 6 ft (block by J. Allen),,102,102
394,4,7:56.0,,Defensive rebound by S. Dinwiddie,102,102
395,4,7:50.0,,Shooting foul by J. Robinson (drawn by S. Dinwiddie),102,102
396,4,7:50.0,,S. Dinwiddie misses free throw 1 of 2,102,102
397,4,7:50.0,,Offensive rebound by Team,102,102
398,4,7:50.0,,S. Dinwiddie misses free throw 2 of 2,102,102
399,4,7:48.0,Defensive rebound by M. Harrell,,102,102
400,4,7:37.0,L. Williams misses 2-pt jump shot from 17 ft,,102,102
401,4,7:35.0,Offensive rebound by Team,,102,102
402,4,7:35.0,,Loose ball foul by J. Allen (drawn by M. Harrell),102,102
403,4,7:35.0,D. Gallinari enters the game for M. Scott,,102,102
404,4,7:25.0,M. Harrell makes 2-pt layup from 3 ft (assist by L. Williams),,104,102
405,4,7:01.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft,104,105
406,4,6:48.0,Turnover by L. Williams (lost ball),,104,105
407,4,6:48.0,Loose ball foul by L. Williams (drawn by J. Harris),,104,105
408,4,6:48.0,,Brooklyn full timeout,104,105
409,4,6:48.0,T. Harris enters the game for J. Robinson,,104,105
410,4,6:48.0,,J. Harris misses free throw 1 of 2,104,105
411,4,6:48.0,,Offensive rebound by Team,104,105
412,4,6:48.0,,J. Harris makes free throw 2 of 2,104,106
413,4,6:39.0,L. Williams misses 2-pt jump shot from 13 ft,,104,106
414,4,6:36.0,,Defensive rebound by A. Crabbe,104,106
415,4,6:23.0,,D. Russell misses 2-pt layup from 3 ft (block by M. Harrell),104,106
416,4,6:20.0,Defensive rebound by D. Gallinari,,104,106
417,4,6:14.0,T. Harris makes 2-pt jump shot from 18 ft,,106,106
418,4,5:49.0,,J. Allen makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),106,108
419,4,5:32.0,T. Harris makes 2-pt jump shot from 19 ft,,108,108
420,4,5:21.0,,Personal foul by T. Harris (drawn by J. Allen),108,108
421,4,5:21.0,,J. Allen makes free throw 1 of 2,108,109
422,4,5:21.0,P. Beverley enters the game for S. Thornwell,,108,109
423,4,5:21.0,,J. Allen makes free throw 2 of 2,108,110
424,4,5:15.0,M. Harrell makes 2-pt dunk from 2 ft (assist by L. Williams),,110,110
425,4,4:57.0,,S. Dinwiddie misses 2-pt layup from 2 ft,110,110
426,4,4:53.0,Defensive rebound by T. Harris,,110,110
427,4,4:51.0,Offensive foul by T. Harris (drawn by J. Harris),,110,110
428,4,4:51.0,Turnover by T. Harris (offensive foul),,110,110
429,4,4:51.0,,Brooklyn full timeout,110,110
430,4,4:39.0,,A. Crabbe misses 3-pt jump shot from 26 ft,110,110
431,4,4:36.0,Defensive rebound by T. Harris,,110,110
432,4,4:33.0,M. Harrell makes 2-pt dunk from 2 ft (assist by T. Harris),,112,110
433,4,4:20.0,,Offensive foul by S. Dinwiddie (drawn by P. Beverley),112,110
434,4,4:20.0,,Turnover by S. Dinwiddie (offensive foul),112,110
435,4,4:04.0,Personal foul by S. Dinwiddie (drawn by L. Williams),,112,110
436,4,3:55.0,M. Harrell misses 2-pt jump shot from 13 ft,,112,110
437,4,3:54.0,Offensive rebound by Team,,112,110
438,4,3:54.0,LA Clippers full timeout,,112,110
439,4,3:46.0,D. Gallinari makes 3-pt jump shot from 23 ft (assist by P. Beverley),,115,110
440,4,3:17.0,,Turnover by S. Dinwiddie (bad pass; steal by P. Beverley),115,110
441,4,2:59.0,Shooting foul by J. Harris (drawn by M. Harrell),,115,110
442,4,2:59.0,M. Harrell makes free throw 1 of 2,,116,110
443,4,2:59.0,M. Harrell makes free throw 2 of 2,,117,110
444,4,2:44.0,,J. Allen makes 2-pt dunk from 2 ft (assist by D. Russell),117,112
445,4,2:27.0,Personal foul by S. Dinwiddie (drawn by D. Gallinari),,117,112
446,4,2:27.0,D. Gallinari makes free throw 1 of 2,,118,112
447,4,2:27.0,D. Gallinari makes free throw 2 of 2,,119,112
448,4,2:15.0,,S. Dinwiddie misses 2-pt layup from 1 ft,119,112
449,4,2:13.0,,Offensive rebound by S. Dinwiddie,119,112
450,4,2:09.0,,D. Russell makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),119,115
451,4,1:44.0,D. Gallinari makes 2-pt jump shot from 17 ft,,121,115
452,4,1:33.0,,S. Dinwiddie misses 2-pt layup from 1 ft,121,115
453,4,1:30.0,Defensive rebound by T. Harris,,121,115
454,4,1:12.0,L. Williams misses 2-pt jump shot from 2 ft,,121,115
455,4,1:11.0,Offensive rebound by M. Harrell,,121,115
456,4,1:10.0,M. Harrell makes 2-pt layup from 3 ft,,123,115
457,4,1:10.0,,Brooklyn full timeout,123,115
458,4,1:10.0,,J. Dudley enters the game for J. Allen,123,115
459,4,1:04.0,,D. Russell makes 2-pt layup from 1 ft,123,117
460,4,0:57.0,Personal take foul by A. Crabbe (drawn by L. Williams),,123,117
461,4,0:57.0,L. Williams makes free throw 1 of 2,,124,117
462,4,0:57.0,L. Williams makes free throw 2 of 2,,125,117
463,4,0:45.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,125,117
464,4,0:44.0,Defensive rebound by Team,,125,117
465,4,0:23.0,T. Harris misses 2-pt jump shot from 11 ft,,125,117
466,4,0:20.0,,Defensive rebound by J. Harris,125,117
467,4,0:15.0,,J. Harris makes 2-pt layup from 1 ft (assist by D. Russell),125,119
468,4,0:08.0,Personal take foul by S. Dinwiddie (drawn by T. Harris),,125,119
469,4,0:08.0,,S. Napier enters the game for S. Dinwiddie,125,119
470,4,0:08.0,T. Harris makes free throw 1 of 2,,126,119
471,4,0:08.0,T. Harris makes free throw 2 of 2,,127,119
