,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,HOUSTON_ACTION,BROOKLYN_SCORE,HOUSTON_SCORE
256,3,7:32.0,,E. Gordon misses 2-pt layup from 4 ft,68,67
257,3,7:29.0,,Offensive rebound by P. Tucker,68,67
258,3,7:29.0,,P. Tucker makes 2-pt layup from 1 ft,68,69
259,3,7:20.0,J. Harris misses 2-pt jump shot from 9 ft,,68,69
260,3,7:19.0,Offensive rebound by R. Kurucs,,68,69
261,3,7:19.0,R. Kurucs misses 2-pt layup at rim,,68,69
262,3,7:18.0,,Defensive rebound by P. Tucker,68,69
263,3,7:18.0,,Personal foul by R. Kurucs (drawn by P. Tucker),68,69
264,3,7:18.0,,J. Nunnally enters the game for E. Gordon,68,69
265,3,7:18.0,,P. Tucker makes free throw 1 of 2,68,70
266,3,7:18.0,,P. Tucker makes free throw 2 of 2,68,71
267,3,6:59.0,J. Harris makes 2-pt layup from 2 ft,,70,71
268,3,6:45.0,,P. Tucker makes 3-pt jump shot from 22 ft (assist by J. Nunnally),70,74
269,3,6:26.0,J. Allen misses 2-pt jump shot from 10 ft,,70,74
270,3,6:25.0,,Defensive rebound by J. Harden,70,74
271,3,6:19.0,,J. Harden misses 3-pt jump shot from 27 ft,70,74
272,3,6:18.0,Defensive rebound by J. Allen,,70,74
273,3,6:10.0,D. Russell makes 3-pt jump shot from 26 ft,,73,74
274,3,5:51.0,,Shooting foul by R. Kurucs (drawn by J. Harden),73,74
275,3,5:51.0,,J. Harden makes free throw 1 of 2,73,75
276,3,5:51.0,S. Dinwiddie enters the game for D. Russell,,73,75
277,3,5:51.0,,J. Harden makes free throw 2 of 2,73,76
278,3,5:43.0,Personal foul by J. Nunnally (drawn by J. Harris),,73,76
279,3,5:31.0,Shooting foul by J. Harden (drawn by T. Graham),,73,76
280,3,5:31.0,T. Graham makes free throw 1 of 2,,74,76
281,3,5:31.0,,G. Clark enters the game for A. Rivers,74,76
282,3,5:31.0,T. Graham makes free throw 2 of 2,,75,76
283,3,5:22.0,,G. Green misses 3-pt jump shot from 27 ft,75,76
284,3,5:20.0,Defensive rebound by Team,,75,76
285,3,5:20.0,,Loose ball foul by G. Clark (drawn by J. Allen),75,76
286,3,5:06.0,S. Dinwiddie misses 2-pt layup from 5 ft (block by J. Harden),,75,76
287,3,5:06.0,Offensive rebound by Team,,75,76
288,3,5:03.0,S. Dinwiddie misses 2-pt jump shot from 10 ft,,75,76
289,3,5:01.0,,Defensive rebound by P. Tucker,75,76
290,3,4:50.0,,J. Harden makes 2-pt layup from 3 ft,75,78
291,3,4:39.0,J. Allen makes 2-pt hook shot from 5 ft (assist by S. Dinwiddie),,77,78
292,3,4:25.0,,J. Nunnally makes 3-pt jump shot from 25 ft (assist by P. Tucker),77,81
293,3,4:07.0,S. Dinwiddie makes 2-pt jump shot from 6 ft,,79,81
294,3,3:57.0,,G. Green misses 3-pt jump shot from 23 ft,79,81
295,3,3:56.0,Defensive rebound by Team,,79,81
296,3,3:46.0,Personal foul by J. Nunnally (drawn by S. Dinwiddie),,79,81
297,3,3:35.0,Shooting foul by J. Harden (drawn by S. Dinwiddie),,79,81
298,3,3:35.0,S. Dinwiddie makes free throw 1 of 2,,80,81
299,3,3:35.0,D. Carroll enters the game for T. Graham,,80,81
300,3,3:35.0,R. Hollis-Jefferson enters the game for R. Kurucs,,80,81
301,3,3:35.0,S. Dinwiddie misses free throw 2 of 2,,80,81
302,3,3:35.0,,Defensive rebound by J. Harden,80,81
303,3,3:16.0,,P. Tucker misses 3-pt jump shot from 23 ft,80,81
304,3,3:15.0,,Offensive rebound by G. Clark,80,81
305,3,3:10.0,,P. Tucker misses 2-pt layup from 5 ft,80,81
306,3,3:09.0,Defensive rebound by R. Hollis-Jefferson,,80,81
307,3,2:55.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,80,81
308,3,2:53.0,,Defensive rebound by P. Tucker,80,81
309,3,2:44.0,,J. Harden makes 2-pt layup from 3 ft,80,83
310,3,2:36.0,Turnover by S. Dinwiddie (bad pass; steal by G. Clark),,80,83
311,3,2:28.0,,Shooting foul by D. Carroll (drawn by J. Harden),80,83
312,3,2:28.0,,Houston full timeout,80,83
313,3,2:28.0,R. Kurucs enters the game for J. Allen,,80,83
314,3,2:28.0,D. Russell enters the game for J. Harris,,80,83
315,3,2:28.0,,E. Gordon enters the game for G. Green,80,83
316,3,2:28.0,,N. Hilário enters the game for P. Tucker,80,83
317,3,2:28.0,,J. Harden makes free throw 1 of 3,80,84
318,3,2:28.0,,J. Harden makes free throw 2 of 3,80,85
319,3,2:28.0,,J. Harden makes free throw 3 of 3,80,86
320,3,2:17.0,R. Hollis-Jefferson misses 2-pt layup from 3 ft,,80,86
321,3,2:16.0,,Defensive rebound by J. Harden,80,86
322,3,2:10.0,,J. Harden makes 3-pt jump shot from 28 ft,80,89
323,3,1:59.0,D. Carroll misses 2-pt jump shot from 23 ft,,80,89
324,3,1:59.0,,Defensive rebound by G. Clark,80,89
325,3,1:48.0,,J. Harden makes 2-pt layup from 3 ft,80,91
326,3,1:48.0,,Shooting foul by R. Hollis-Jefferson (drawn by J. Harden),80,91
327,3,1:48.0,,J. Harden makes free throw 1 of 1,80,92
328,3,1:35.0,D. Russell misses 3-pt jump shot from 27 ft,,80,92
329,3,1:34.0,,Defensive rebound by J. Nunnally,80,92
330,3,1:28.0,,J. Harden misses 3-pt jump shot from 28 ft,80,92
331,3,1:27.0,Defensive rebound by Team,,80,92
332,3,1:27.0,,A. Rivers enters the game for J. Harden,80,92
333,3,1:10.0,R. Kurucs makes 2-pt layup from 2 ft,,82,92
334,3,0:51.0,,J. Nunnally misses 3-pt jump shot from 23 ft,82,92
335,3,0:49.0,Defensive rebound by R. Hollis-Jefferson,,82,92
336,3,0:44.0,R. Hollis-Jefferson makes 2-pt layup from 2 ft,,84,92
337,3,0:44.0,Shooting foul by A. Rivers (drawn by R. Hollis-Jefferson),,84,92
338,3,0:44.0,,G. Green enters the game for G. Clark,84,92
339,3,0:44.0,,J. Harden enters the game for J. Nunnally,84,92
340,3,0:44.0,R. Hollis-Jefferson makes free throw 1 of 1,,85,92
341,3,0:35.0,,Shooting foul by S. Dinwiddie (drawn by J. Harden),85,92
342,3,0:35.0,,J. Harden makes free throw 1 of 2,85,93
343,3,0:35.0,,J. Harden makes free throw 2 of 2,85,94
344,3,0:17.0,R. Kurucs misses 3-pt jump shot from 23 ft,,85,94
345,3,0:14.0,Offensive rebound by R. Hollis-Jefferson,,85,94
346,3,0:12.0,D. Carroll misses 2-pt jump shot from 15 ft,,85,94
347,3,0:09.0,,Defensive rebound by N. Hilário,85,94
348,3,0:00.0,,J. Harden misses 2-pt jump shot from 19 ft,85,94
349,3,0:00.0,,Offensive rebound by Team,85,94
350,4,11:48.0,Personal foul by J. Nunnally (drawn by J. Allen),,85,94
351,4,11:41.0,T. Graham makes 2-pt jump shot from 12 ft (assist by D. Russell),,87,94
352,4,11:27.0,,Shooting foul by J. Allen (drawn by E. Gordon),87,94
353,4,11:27.0,,E. Gordon makes free throw 1 of 2,87,95
354,4,11:27.0,,E. Gordon makes free throw 2 of 2,87,96
355,4,11:09.0,T. Graham makes 3-pt jump shot from 24 ft (assist by J. Harris),,90,96
356,4,10:48.0,,E. Gordon makes 2-pt layup from 2 ft,90,98
357,4,10:37.0,J. Allen misses 2-pt layup from 2 ft,,90,98
358,4,10:35.0,,Defensive rebound by G. Green,90,98
359,4,10:22.0,,Houston full timeout,90,98
360,4,10:22.0,,G. Clark enters the game for E. Gordon,90,98
361,4,10:22.0,,J. Harden enters the game for J. Nunnally,90,98
362,4,10:15.0,,J. Harden makes 3-pt jump shot from 26 ft,90,101
363,4,9:59.0,J. Allen misses 3-pt jump shot from 23 ft,,90,101
364,4,9:57.0,Offensive rebound by J. Harris,,90,101
365,4,9:57.0,J. Harris misses 2-pt layup from 2 ft (block by G. Green),,90,101
366,4,9:56.0,,Defensive rebound by G. Green,90,101
367,4,9:42.0,,N. Hilário makes 2-pt layup from 2 ft (assist by G. Green),90,103
368,4,9:29.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by J. Harris),,93,103
369,4,9:07.0,,J. Harden misses 3-pt jump shot from 26 ft,93,103
370,4,9:04.0,,Offensive rebound by N. Hilário,93,103
371,4,8:56.0,,G. Green misses 3-pt jump shot from 26 ft,93,103
372,4,8:54.0,Defensive rebound by J. Allen,,93,103
373,4,8:49.0,Shooting foul by A. Rivers (drawn by D. Carroll),,93,103
374,4,8:49.0,D. Carroll makes free throw 1 of 2,,94,103
375,4,8:49.0,S. Dinwiddie enters the game for T. Graham,,94,103
376,4,8:49.0,,P. Tucker enters the game for G. Clark,94,103
377,4,8:49.0,D. Carroll misses free throw 2 of 2,,94,103
378,4,8:49.0,,Defensive rebound by J. Harden,94,103
379,4,8:36.0,,A. Rivers misses 2-pt layup from 3 ft (block by J. Allen),94,103
380,4,8:34.0,Defensive rebound by J. Harris,,94,103
381,4,8:30.0,D. Carroll makes 2-pt layup from 3 ft (assist by D. Russell),,96,103
382,4,8:30.0,Shooting foul by G. Green (drawn by D. Carroll),,96,103
383,4,8:30.0,D. Carroll makes free throw 1 of 1,,97,103
384,4,8:16.0,,N. Hilário misses 2-pt jump shot from 6 ft,97,103
385,4,8:15.0,Defensive rebound by J. Allen,,97,103
